commGIS,ProvCap,Distance
70503,Krong Keb,24.80335972
210404,Takeo,38.82495839
210403,Takeo,41.27798055
70202,Krong Keb,36.07546334
70212,Krong Keb,35.00395552
70703,Kampot,5.772580278
180201,Krong Preah Sihanouk,30.95012283
70201,Krong Keb,39.70767469
70711,Kampot,21.60957599
70506,Krong Keb,22.69959193
70213,Krong Keb,30.98221046
70507,Krong Keb,19.06883531
180101,Krong Preah Sihanouk,6.647432098
210504,Takeo,40.67933756
70712,Kampot,7.803387908
180212,Kampot,28.07182928
70705,Kampot,14.69147045
210302,Takeo,42.40673577
70502,Krong Keb,27.07229201
70211,Krong Keb,37.49837194
210410,Takeo,34.09394813
180301,Krong Preah Sihanouk,12.38179428
70215,Krong Keb,33.3975123
180302,Krong Preah Sihanouk,13.58630721
180214,Krong Preah Sihanouk,37.49007058
210501,Takeo,35.04882522
70709,Kampot,8.77615973
70107,Takeo,31.65285084
180210,Krong Preah Sihanouk,31.97345116
70210,Takeo,36.28289759
180303,Krong Preah Sihanouk,20.87943684
180301,Krong Preah Sihanouk,15.10655494
180211,Kampot,32.23513829
180105,Krong Preah Sihanouk,28.95822198
70205,Takeo,34.86435023
70204,Krong Keb,35.72357437
70106,Takeo,34.63885173
70501,Krong Keb,31.93236923
70508,Krong Keb,31.4223063
180105,Krong Preah Sihanouk,28.89831103
70505,Krong Keb,25.7620946
210401,Takeo,29.09972514
210406,Takeo,30.20563205
70214,Krong Keb,36.23840116
70108,Takeo,28.96417615
70510,Kampot,23.37444444
210502,Takeo,29.78650042
210503,Takeo,31.17805751
180105,Krong Preah Sihanouk,29.16196797
70305,Krong Keb,34.81841336
70313,Kampot,28.52279186
70713,Kampot,17.9285551
70509,Kampot,29.89441208
210304,Takeo,39.18659687
90103,Krong Preah Sihanouk,37.64587561
70301,Krong Keb,36.42138963
70111,Takeo,25.69880188
211010,Takeo,21.98686682
70716,Kampot,14.7873893
211011,Takeo,22.07249705
70715,Kampot,17.07660458
70101,Takeo,21.77523412
70102,Takeo,24.77243532
70104,Takeo,32.42395127
70306,Takeo,35.81739974
211014,Takeo,19.80538396
70312,Krong Keb,38.41770306
90103,Krong Preah Sihanouk,40.39842612
211003,Takeo,20.62725212
230200,Krong Keb,15.01879002
230200,Krong Keb,15.47209014
230200,Krong Keb,15.95172005
230200,Krong Keb,10.48498253
230200,Krong Keb,10.7276103
230200,Krong Keb,11.25469695
230200,Krong Keb,12.14369961
180208,Krong Preah Sihanouk,40.71969966
230200,Krong Keb,8.554245934
230200,Krong Keb,10.41368382
180208,Krong Preah Sihanouk,41.68277785
230200,Krong Keb,5.028406032
230200,Krong Keb,5.337903377
230200,Krong Keb,5.207269228
230200,Krong Keb,6.930125009
70614,Krong Keb,15.29783586
180208,Krong Preah Sihanouk,17.09388279
70616,Krong Keb,11.91017475
180208,Krong Preah Sihanouk,21.51381432
70602,Krong Keb,21.34573068
180208,Krong Preah Sihanouk,15.89185883
70613,Krong Keb,17.7976578
180208,Krong Preah Sihanouk,19.07561307
160603,Rattanakiri,12.75582997
190504,Stung Treng,18.05391314
160406,Rattanakiri,40.62029952
160703,Rattanakiri,58.06334192
130404,Preah Vihear,31.02699185
10305,Banteay Mean Chey,40.39790164
130206,Preah Vihear,27.47319279
10304,Banteay Mean Chey,49.02111287
171204,Oddar Mean Chey,45.56755499
10802,Banteay Mean Chey,25.33781289
160403,Rattanakiri,11.86466177
10805,Banteay Mean Chey,19.36708403
160705,Rattanakiri,47.84770048
160404,Rattanakiri,21.90722993
171203,Oddar Mean Chey,46.51055428
160601,Rattanakiri,7.031484408
130401,Preah Vihear,32.93533499
10509,Banteay Mean Chey,29.88090979
171404,Siem Reap,47.5159807
10806,Banteay Mean Chey,21.80354065
190106,Stung Treng,46.70661902
130702,Preah Vihear,9.837984105
10306,Banteay Mean Chey,47.6139642
130701,Preah Vihear,2.210776664
10803,Banteay Mean Chey,20.85183833
10808,Banteay Mean Chey,23.32252166
190105,Stung Treng,34.32294931
190104,Stung Treng,29.56083578
170106,Oddar Mean Chey,45.75929921
160706,Rattanakiri,41.32178562
160301,Rattanakiri,24.02278668
160302,Rattanakiri,28.98477491
190505,Stung Treng,40.45777951
10801,Banteay Mean Chey,32.51551569
130201,Preah Vihear,54.10142503
190509,Stung Treng,28.10522582
160606,Rattanakiri,18.00658936
190107,Rattanakiri,48.55365392
160903,Rattanakiri,27.81143031
171205,Oddar Mean Chey,37.82774283
171201,Oddar Mean Chey,38.3559594
160605,Rattanakiri,6.887701749
171202,Oddar Mean Chey,33.95622657
171401,Siem Reap,47.91951089
190507,Stung Treng,32.15309911
190404,Stung Treng,27.73468181
160101,Rattanakiri,33.41996604
160604,Rattanakiri,12.88412512
190508,Stung Treng,38.44385147
130703,Preah Vihear,6.752257226
130704,Preah Vihear,8.827546662
130705,Preah Vihear,14.21172402
10703,Banteay Mean Chey,35.30639282
10804,Banteay Mean Chey,29.96556219
10807,Banteay Mean Chey,32.61871035
160607,Rattanakiri,16.76404171
171302,Siem Reap,65.9828007
10705,Banteay Mean Chey,38.07614364
10303,Banteay Mean Chey,36.81432717
130403,Preah Vihear,16.63945096
171405,Oddar Mean Chey,43.21493458
171402,Oddar Mean Chey,54.35980523
171403,Siem Reap,55.58443779
160909,Rattanakiri,22.22818636
160602,Rattanakiri,20.92149284
220301,Oddar Mean Chey,27.62102357
171206,Oddar Mean Chey,34.76606131
10302,Oddar Mean Chey,42.6128922
160904,Rattanakiri,23.26460656
160102,Rattanakiri,49.03705036
130402,Preah Vihear,35.11876619
160901,Rattanakiri,23.01915386
160104,Rattanakiri,33.10906541
10704,Banteay Mean Chey,45.54031362
10301,Oddar Mean Chey,33.93674394
160908,Rattanakiri,38.27713031
10702,Banteay Mean Chey,41.85352588
10706,Banteay Mean Chey,44.41978185
130208,Stung Treng,51.72586722
130202,Preah Vihear,59.62136782
190304,Stung Treng,56.02042788
160906,Rattanakiri,28.67291041
130203,Preah Vihear,40.17819978
130205,Preah Vihear,29.03481502
220302,Oddar Mean Chey,29.29903935
220304,Oddar Mean Chey,15.18319474
130406,Preah Vihear,49.60429628
220304,Oddar Mean Chey,23.14105839
220202,Oddar Mean Chey,27.94445342
130207,Preah Vihear,70.61763035
190302,Rattanakiri,59.89407574
160103,Rattanakiri,46.42756248
220404,Oddar Mean Chey,4.527152421
220506,Preah Vihear,73.50119647
220402,Oddar Mean Chey,7.544713972
130303,Preah Vihear,23.23097427
160905,Rattanakiri,42.98540182
160801,Rattanakiri,45.7773513
160910,Rattanakiri,41.816144
160907,Rattanakiri,42.16992227
10701,Oddar Mean Chey,50.65232958
130304,Preah Vihear,37.17224951
130305,Preah Vihear,43.15581803
160802,Rattanakiri,43.90169788
220401,Oddar Mean Chey,6.911439342
220105,Oddar Mean Chey,68.22810416
220501,Preah Vihear,69.82171399
220106,Oddar Mean Chey,48.32974714
220101,Oddar Mean Chey,58.54293479
130302,Preah Vihear,45.20157379
220201,Oddar Mean Chey,39.36684841
220505,Preah Vihear,80.47108636
220104,Oddar Mean Chey,67.38936147
190301,Stung Treng,78.52548771
220103,Oddar Mean Chey,42.74387418
220204,Oddar Mean Chey,26.57015673
160900,Rattanakiri,59.8668369
220203,Oddar Mean Chey,17.35553502
220502,Oddar Mean Chey,76.226365
220504,Preah Vihear,82.72311747
220403,Oddar Mean Chey,19.42355763
130306,Preah Vihear,62.25121847
130301,Preah Vihear,55.39981
220503,Oddar Mean Chey,87.86227848
160800,Rattanakiri,77.25539738
190303,Rattanakiri,75.72078211
190305,Stung Treng,92.561268
220405,Oddar Mean Chey,32.88017932
10203,Banteay Mean Chey,17.12860488
170305,Siem Reap,23.12792183
171107,Siem Reap,26.3343705
10204,Banteay Mean Chey,23.30419264
170708,Siem Reap,29.37308447
170303,Siem Reap,15.32610161
10206,Banteay Mean Chey,17.87552508
171301,Siem Reap,47.20626689
170702,Siem Reap,15.95791464
160402,Rattanakiri,50.42619821
10212,Banteay Mean Chey,17.98808604
190203,Stung Treng,14.47705393
190401,Stung Treng,12.15089301
160501,Rattanakiri,44.92494317
10208,Banteay Mean Chey,11.69637886
170707,Siem Reap,22.2191759
170606,Siem Reap,45.21076918
190403,Stung Treng,6.209251422
170304,Siem Reap,21.50677975
10201,Banteay Mean Chey,15.64152301
190402,Stung Treng,7.66196904
170202,Siem Reap,16.12872112
170404,Preah Vihear,65.66515473
10213,Banteay Mean Chey,17.2138493
190502,Stung Treng,23.56525871
10404,Battambang,44.19445763
10202,Banteay Mean Chey,6.958159848
170701,Siem Reap,29.59365627
160401,Rattanakiri,47.71611324
10901,Banteay Mean Chey,65.08246444
10209,Banteay Mean Chey,9.144683366
190101,Stung Treng,19.05458155
10903,Banteay Mean Chey,50.49567436
10904,Banteay Mean Chey,57.97975821
10205,Banteay Mean Chey,15.28340984
170204,Siem Reap,19.64015865
10505,Banteay Mean Chey,16.04749657
170712,Siem Reap,23.60010372
10902,Banteay Mean Chey,62.41727158
10906,Banteay Mean Chey,27.41007513
170716,Siem Reap,33.8304084
160505,Rattanakiri,20.98891075
170609,Siem Reap,43.84085457
170603,Banteay Mean Chey,50.6389341
10605,Banteay Mean Chey,5.567112597
160506,Rattanakiri,41.95912472
10503,Banteay Mean Chey,22.76746413
10603,Banteay Mean Chey,7.342991463
10905,Banteay Mean Chey,39.87171428
190102,Stung Treng,52.14443579
190501,Stung Treng,35.88594285
170715,Siem Reap,28.91506915
170602,Banteay Mean Chey,50.66184608
170711,Siem Reap,37.52129882
190506,Stung Treng,12.70632553
10608,Banteay Mean Chey,6.018547649
170301,Siem Reap,25.5981696
170306,Siem Reap,29.19964213
130510,Preah Vihear,33.32131372
10607,Banteay Mean Chey,2.888514087
170703,Siem Reap,37.0967935
160502,Rattanakiri,36.28768473
130509,Preah Vihear,34.48603336
10405,Banteay Mean Chey,22.23265923
130604,Preah Vihear,38.20827911
190511,Stung Treng,5.688445712
171304,Siem Reap,56.06016177
170605,Siem Reap,45.50161234
10403,Banteay Mean Chey,36.73273659
130105,Stung Treng,51.94351443
130601,Preah Vihear,28.94423175
10606,Banteay Mean Chey,8.72961842
130101,Preah Vihear,34.90572969
171303,Siem Reap,39.08192118
160503,Rattanakiri,15.19843985
130106,Preah Vihear,38.87568699
10408,Banteay Mean Chey,43.89494768
170105,Siem Reap,32.93285091
10401,Banteay Mean Chey,14.79963357
10602,Banteay Mean Chey,3.747493713
170608,Siem Reap,45.83096822
190510,Stung Treng,13.9542747
160701,Rattanakiri,51.1487311
130104,Preah Vihear,50.46305542
130602,Preah Vihear,23.64048161
130103,Preah Vihear,41.55921522
160704,Rattanakiri,60.27616992
170610,Banteay Mean Chey,49.58755323
170601,Siem Reap,52.27938245
170203,Siem Reap,28.0702624
10406,Banteay Mean Chey,29.48939468
160305,Rattanakiri,30.47703384
10506,Banteay Mean Chey,16.80514739
10502,Banteay Mean Chey,19.31892964
160504,Rattanakiri,10.50257345
170201,Siem Reap,30.06979507
130706,Preah Vihear,20.74727946
160707,Rattanakiri,61.44835221
160304,Rattanakiri,21.27544886
160405,Rattanakiri,28.75877839
10501,Banteay Mean Chey,10.25844584
10604,Banteay Mean Chey,9.521002119
130603,Preah Vihear,23.79721978
170101,Siem Reap,42.12803033
170604,Siem Reap,48.02131636
10504,Banteay Mean Chey,30.10792701
10402,Banteay Mean Chey,23.3876966
170107,Siem Reap,39.66243268
160201,Rattanakiri,10.28945623
10508,Banteay Mean Chey,39.04573936
10601,Banteay Mean Chey,16.11621227
190103,Stung Treng,29.49514521
10407,Banteay Mean Chey,30.31063284
160303,Rattanakiri,22.37571569
130102,Preah Vihear,27.90183027
170104,Siem Reap,46.76905037
130204,Preah Vihear,36.84481787
160202,Rattanakiri,0.687618325
170103,Siem Reap,38.5617553
170607,Oddar Mean Chey,51.40933083
170102,Siem Reap,44.12300051
170302,Siem Reap,39.30239709
160203,Rattanakiri,6.854115975
10507,Banteay Mean Chey,19.81133175
130405,Preah Vihear,31.50841623
160306,Rattanakiri,14.62861697
171305,Siem Reap,59.85630801
160702,Rattanakiri,36.06251423
60813,Kampong Thom,45.85554995
60403,Kampong Thom,38.50377985
170402,Siem Reap,53.44730549
60407,Kampong Thom,33.70857535
20303,Battambang,2.226003648
60405,Kampong Thom,30.26295915
170412,Siem Reap,64.93326848
20701,Pailin,30.00345891
60809,Kampong Thom,54.85708549
20802,Battambang,5.762565827
240202,Pailin,23.11787766
20309,Battambang,3.109338413
20108,Battambang,24.77845265
20805,Battambang,31.80245672
20304,Battambang,3.092586872
60605,Kampong Thom,45.81797363
20204,Battambang,10.69928826
21202,Pailin,31.62801836
20305,Battambang,3.729136582
170407,Kampong Thom,61.6144765
20804,Battambang,23.50323676
21203,Pailin,29.48466029
110205,Mondulkiri,70.43463762
20502,Battambang,7.066618048
21204,Pailin,35.72596131
170403,Siem Reap,60.08141416
171104,Siem Reap,46.44514513
20306,Battambang,5.209577554
60402,Kampong Thom,47.67973951
60606,Kampong Thom,53.88749679
20205,Battambang,23.35698711
20503,Battambang,11.33002193
20203,Battambang,12.43971675
21205,Pailin,40.07609947
21206,Pailin,34.77287957
170408,Siem Reap,65.29720595
170405,Siem Reap,50.98795567
20406,Pailin,39.55629392
60607,Kampong Thom,69.24807988
100401,Stung Treng,53.65380029
20504,Battambang,18.31757746
171103,Siem Reap,31.80238327
171105,Siem Reap,37.00172536
20803,Battambang,23.07385406
20501,Battambang,17.26550621
60808,Kampong Thom,59.61255189
170411,Siem Reap,46.04312271
99,Pursat,42.29978873
20401,Battambang,37.42660018
170904,Siem Reap,19.65502865
171102,Siem Reap,30.87408235
20505,Battambang,13.46204899
20208,Battambang,22.38881282
60404,Kampong Thom,59.0651142
60604,Stung Treng,68.98656745
171106,Siem Reap,25.24390484
171109,Siem Reap,31.27701921
20402,Battambang,31.80768046
20209,Battambang,25.11728165
170907,Siem Reap,17.41382186
190204,Stung Treng,28.57497038
110201,Rattanakiri,61.76429766
171009,Siem Reap,9.080036711
170909,Siem Reap,21.5850847
130504,Preah Vihear,63.15375687
190201,Stung Treng,25.61241459
170410,Siem Reap,42.03609023
170908,Siem Reap,14.585481
130512,Kampong Thom,55.1193604
171006,Siem Reap,9.032739169
20507,Siem Reap,32.43372273
20201,Battambang,19.43849173
170906,Siem Reap,10.47338272
171008,Siem Reap,9.329399908
171004,Siem Reap,1.883975891
20210,Battambang,28.68922331
110202,Rattanakiri,73.3857696
20405,Banteay Mean Chey,40.43284907
100405,Stung Treng,46.74895051
20202,Battambang,24.39185104
170902,Siem Reap,14.70266302
171002,Siem Reap,6.385806613
170905,Siem Reap,19.964214
20403,Banteay Mean Chey,28.89172042
20206,Battambang,29.21327797
20506,Battambang,31.5233912
171001,Siem Reap,3.387145285
170706,Siem Reap,8.494945001
130502,Preah Vihear,51.08271376
170704,Siem Reap,15.7051995
21100,Pailin,49.64995897
171010,Siem Reap,10.51234384
100406,Stung Treng,61.620812
170409,Siem Reap,63.51611935
190205,Stung Treng,22.37443348
130503,Preah Vihear,53.54491176
110203,Rattanakiri,76.19305494
20207,Banteay Mean Chey,26.69128762
130507,Preah Vihear,58.64521981
171110,Siem Reap,36.32504595
170709,Siem Reap,35.26280128
170406,Siem Reap,48.0133993
190207,Stung Treng,19.62754958
20404,Banteay Mean Chey,31.08502737
170714,Siem Reap,8.037875238
10207,Banteay Mean Chey,21.91780453
170901,Siem Reap,10.81623653
170713,Siem Reap,17.92375587
170705,Siem Reap,11.4016402
170903,Siem Reap,19.27759675
60602,Stung Treng,66.91091347
130501,Preah Vihear,49.24780202
171003,Siem Reap,7.988652652
171005,Siem Reap,8.091968162
130508,Preah Vihear,61.90689466
190202,Stung Treng,12.93904626
171108,Siem Reap,33.55750238
130605,Preah Vihear,56.74619513
190206,Stung Treng,36.15691049
170710,Siem Reap,19.07107499
130511,Preah Vihear,48.75029479
171101,Siem Reap,27.86890783
190503,Stung Treng,22.09843452
130506,Preah Vihear,48.85931787
130505,Preah Vihear,45.12484925
21000,Banteay Mean Chey,50.88470705
10211,Banteay Mean Chey,24.35596079
10210,Banteay Mean Chey,32.08118134
60311,Kampong Thom,11.12488441
150208,Pursat,31.17130074
100215,Kratie,32.42833729
60306,Kampong Thom,1.196873622
150208,Pursat,31.1267602
150208,Pursat,30.63580166
150208,Pursat,31.5895375
100302,Kratie,21.91077509
150208,Pursat,32.47185314
150208,Pursat,31.45600277
60307,Kampong Thom,6.186376351
60305,Kampong Thom,4.761482151
60203,Kampong Thom,20.44308039
150208,Pursat,32.0119433
60309,Kampong Thom,2.999397894
60308,Kampong Thom,1.488275416
60709,Kampong Thom,27.98022175
100410,Kratie,30.32230732
60206,Kampong Thom,40.75018088
20900,Pailin,38.04705351
21306,Battambang,54.18657107
110101,Kratie,61.02364586
150102,Pursat,24.98586558
150208,Pursat,32.63339752
21304,Battambang,50.06963157
20609,Battambang,47.03157532
100202,Kratie,27.95301866
150108,Pursat,34.0032277
20603,Pursat,46.35705581
100212,Kratie,27.57937087
150208,Pursat,34.84728241
150208,Pursat,23.1709576
150206,Pursat,33.92320593
60705,Kampong Thom,53.17607072
100407,Kratie,30.34770306
100408,Kratie,27.50461638
150206,Pursat,35.1437617
60701,Kratie,49.41138638
150206,Pursat,35.04927428
60204,Kampong Thom,12.10226023
21302,Battambang,37.48744089
150206,Pursat,21.01028544
150206,Pursat,34.64412878
150206,Pursat,34.59486582
150206,Pursat,35.82314489
150206,Pursat,35.4071096
150206,Pursat,31.39920907
150206,Pursat,35.23108211
20602,Battambang,50.96138361
21305,Battambang,34.81589747
150206,Pursat,36.22013046
20601,Battambang,41.09313283
150107,Pursat,15.06952873
20604,Pursat,38.51415301
21303,Battambang,35.37872948
20703,Pailin,32.33653949
60207,Kampong Thom,21.38382733
60201,Kampong Thom,16.33255931
150101,Pursat,22.30347013
60505,Kampong Thom,23.12578102
60208,Kampong Thom,14.75002818
20702,Battambang,39.35572403
240102,Pailin,9.389802588
60209,Kampong Thom,8.554905627
240101,Pailin,6.06806372
240104,Pailin,10.4354526
60807,Pursat,51.09080497
60504,Kampong Thom,36.43991244
20105,Battambang,31.02702181
21301,Battambang,27.67457917
60802,Kampong Thom,33.18727371
240103,Pailin,9.988863402
60812,Kampong Thom,42.90936473
110401,Mondulkiri,41.72776463
60803,Kampong Thom,30.45787724
110402,Mondulkiri,42.547239
20607,Battambang,35.91761944
150104,Pursat,32.34759979
20101,Battambang,24.01322505
100402,Kratie,45.09514965
60811,Kampong Thom,33.07184994
240203,Pailin,7.547848983
60205,Kampong Thom,23.46006097
60805,Kampong Thom,42.61618038
20704,Pailin,25.44357407
60806,Kampong Thom,50.96708656
20102,Battambang,19.98881249
60502,Kampong Thom,43.69919729
60202,Kampong Thom,27.28523742
20608,Battambang,30.10527784
100404,Kratie,43.18515372
100403,Kratie,46.66386021
20807,Battambang,17.76773491
20606,Battambang,38.81568343
60501,Kampong Thom,36.38887231
60810,Kampong Thom,33.12189996
150105,Pursat,38.92590101
60801,Kampong Thom,37.13547218
20103,Battambang,15.01183567
60603,Kampong Thom,52.22701437
60609,Kampong Thom,57.51181229
60503,Kampong Thom,31.30105629
100409,Kratie,66.68828314
60804,Kampong Thom,46.75857918
60608,Kratie,66.30072712
20104,Battambang,12.62228854
20107,Battambang,25.70558005
240201,Pailin,15.18194683
60401,Kampong Thom,39.10883852
20106,Battambang,14.50861313
240204,Pailin,16.40313306
110204,Mondulkiri,61.31355878
170401,Pursat,55.96454671
21201,Pailin,21.53593939
20806,Battambang,31.73464572
20810,Battambang,10.32686087
60601,Kampong Thom,56.79273632
20308,Battambang,5.137651299
20809,Battambang,9.102883265
20808,Battambang,8.536882077
20605,Battambang,49.88286823
20307,Battambang,7.973354335
20302,Battambang,2.426321018
110206,Mondulkiri,57.43942868
20310,Battambang,0.495807571
20801,Battambang,9.167407902
20301,Battambang,0.958389707
60406,Kampong Thom,44.64644739
40101,Kampong Chhnang,28.72372868
30204,Kampong Cham,43.24473864
30205,Kampong Cham,40.6438702
31510,Kampong Cham,35.77602866
100303,Kratie,20.0553732
40407,Kampong Chhnang,23.85568418
30202,Kampong Cham,47.09950264
150402,Pursat,25.0536485
150605,Koh Kong,63.731232
150304,Pursat,40.81661553
30208,Kampong Cham,49.03261254
100308,Kratie,20.84481702
31504,Kratie,34.5102071
100206,Kratie,12.18325882
150310,Pursat,32.20147192
100501,Kratie,65.68699067
110105,Mondulkiri,39.50543951
40106,Kampong Chhnang,18.93032914
60107,Kampong Thom,45.48798965
40405,Kampong Chhnang,12.11330699
40109,Kampong Chhnang,29.83612357
60103,Kampong Thom,36.99288288
40108,Kampong Chhnang,33.56050197
150604,Pursat,76.87348443
150603,Pailin,71.52629619
31501,Kratie,43.35319824
40107,Kampong Chhnang,23.76444936
60104,Kampong Thom,38.80516147
150404,Pursat,40.02976466
100201,Kratie,11.11436138
100213,Kratie,16.31544142
40105,Kampong Chhnang,18.87249144
100306,Kratie,28.86119487
110302,Mondulkiri,12.32335207
40402,Kampong Chhnang,22.58146823
40110,Kampong Chhnang,30.38844787
40104,Kampong Chhnang,27.72265855
110504,Mondulkiri,4.825646675
100301,Kratie,25.2289416
100305,Kratie,12.9949179
40103,Kampong Chhnang,32.60187863
40104,Kampong Chhnang,28.81283323
40105,Kampong Chhnang,24.81997744
100211,Kratie,4.856596318
60108,Kampong Thom,32.03444777
31506,Kampong Cham,48.52767358
31503,Kampong Cham,44.8966568
60110,Kampong Cham,49.49216504
40406,Kampong Chhnang,26.79038254
100204,Kratie,24.23001671
40111,Kampong Chhnang,36.26599295
100209,Kratie,0.736220851
150501,Pursat,10.18218723
60102,Kampong Thom,40.0388289
150407,Pursat,43.66188988
31514,Kratie,36.60527926
100505,Kratie,37.12236293
40102,Kampong Chhnang,34.311515
40406,Kampong Chhnang,21.54225074
150401,Pursat,18.07855738
150311,Pursat,18.08124035
40102,Kampong Chhnang,38.3108847
150403,Pursat,28.15573921
40102,Kampong Chhnang,37.00665439
150506,Pursat,11.03403874
60111,Kampong Thom,49.08754245
100207,Kratie,2.313122269
100210,Kratie,5.2687391
60117,Kampong Thom,27.2292462
150503,Pursat,9.139250363
60101,Kampong Thom,52.95201543
40102,Kampong Chhnang,35.92150702
60706,Kampong Thom,27.13837973
150505,Pursat,4.782086811
100307,Kratie,14.67018801
100208,Kratie,4.210845211
110501,Mondulkiri,5.404160882
40102,Kampong Chhnang,41.24148546
60105,Kampong Thom,43.68497701
150302,Kampong Chhnang,44.3375448
110301,Mondulkiri,26.29897299
150302,Kampong Chhnang,42.57501424
150507,Pursat,3.595637054
40102,Kampong Chhnang,41.22728236
150602,Pursat,67.60982393
150303,Pursat,14.46414051
40401,Kampong Chhnang,25.08691209
150202,Pursat,4.599798078
150307,Pursat,35.78928562
150209,Pursat,2.313368313
100214,Kratie,6.817712701
150109,Pursat,34.57195079
60701,Kampong Thom,33.78871958
110504,Mondulkiri,10.32955568
150504,Pursat,1.932327491
110102,Mondulkiri,48.56243869
150301,Pursat,29.00426262
60703,Kampong Thom,35.4045698
100205,Kratie,10.40835644
60707,Kampong Thom,29.63879202
110103,Mondulkiri,26.86683144
100203,Kratie,14.72151081
40404,Kampong Chhnang,32.65751088
110503,Mondulkiri,10.32780797
150110,Pursat,16.00905458
150103,Pursat,21.76243637
60708,Kampong Thom,23.03743646
150201,Pursat,7.869040205
110403,Mondulkiri,21.59274118
150309,Pursat,25.10651547
150207,Pursat,6.839818353
150106,Pursat,27.19447599
60702,Kampong Thom,19.31884515
110502,Mondulkiri,11.00804115
20612,Pursat,43.23942945
150308,Pursat,21.87680845
20611,Battambang,55.86383174
60704,Kampong Thom,16.12775659
60310,Kampong Thom,13.07139014
150502,Pursat,7.269649677
60302,Kampong Thom,1.82488813
60304,Kampong Thom,8.67199461
150306,Pursat,20.04384909
150204,Pursat,19.41178689
110404,Mondulkiri,37.71864431
60303,Kampong Thom,0.962285137
60301,Kampong Thom,2.888673968
150203,Pursat,12.0849248
40502,Kampong Chhnang,26.81919497
40509,Kampong Chhnang,27.71632745
31308,Kampong Cham,15.88630249
30304,Kampong Cham,39.49153343
31312,Kampong Cham,33.91945087
31307,Kampong Cham,29.9628045
30105,Kampong Chhnang,37.27358882
40801,Kampong Chhnang,27.67808721
40501,Kampong Chhnang,34.82771732
31602,Kampong Cham,12.22924635
31303,Kampong Cham,22.43639607
30611,Kampong Cham,4.561706662
30308,Kampong Cham,42.24222404
30301,Kampong Chhnang,46.34457506
50403,Kampong Spueu,62.24321454
30104,Kampong Chhnang,38.88639875
30303,Kampong Cham,44.96016262
30302,Kampong Chhnang,43.72692183
30609,Kampong Cham,8.789271118
31304,Kampong Cham,26.43776535
31309,Kampong Cham,30.00801682
31621,Kampong Cham,18.0825383
30309,Kampong Cham,40.40790027
30402,Kampong Cham,43.63207305
30110,Kampong Chhnang,33.89736143
30607,Kampong Cham,9.93498019
30112,Kampong Chhnang,39.95853118
31310,Kampong Cham,34.53054667
30603,Kampong Cham,10.44867427
40508,Kampong Chhnang,22.06227746
90701,Koh Kong,57.81394548
30614,Kampong Cham,9.650952114
40805,Kampong Chhnang,29.94822025
30612,Kampong Cham,13.39837083
31301,Kampong Cham,24.39402507
40613,Kampong Chhnang,18.37739026
30310,Kampong Cham,39.5951835
31615,Kampong Cham,17.68223684
30610,Kampong Cham,13.48566719
31616,Kampong Cham,29.42814325
31315,Kampong Cham,19.1127471
40802,Kampong Chhnang,43.05339019
40202,Kampong Chhnang,24.81790929
100502,Mondulkiri,76.8707266
31011,Kratie,47.61674971
30903,Kampong Cham,18.44367473
40603,Kampong Chhnang,17.78834225
30307,Kampong Chhnang,44.64562692
31306,Kampong Cham,32.11677264
31305,Kampong Cham,29.11819885
100504,Kratie,59.83430065
40807,Kampong Chhnang,20.99018004
30613,Kampong Cham,16.40146013
40609,Kampong Chhnang,15.57995779
30904,Kampong Cham,19.39180221
30602,Kampong Cham,17.51019589
40201,Kampong Chhnang,24.46626381
31313,Kampong Cham,28.05439211
40601,Kampong Chhnang,13.72331878
40610,Kampong Chhnang,12.03881555
40605,Kampong Chhnang,11.52303876
40205,Kampong Chhnang,25.07628042
30407,Kratie,45.86246655
100104,Kratie,47.89879453
30912,Kampong Cham,27.82843343
31302,Kampong Cham,35.7212781
30201,Kampong Cham,23.00331103
100503,Kratie,56.66768612
40604,Kampong Chhnang,7.542073367
31509,Kampong Cham,22.36250586
30405,Kratie,40.9306285
30306,Kampong Cham,41.78399122
30108,Kampong Chhnang,37.845477
30908,Kampong Cham,25.10371922
30901,Kampong Cham,38.03583885
30305,Kampong Chhnang,43.16705581
40303,Kampong Chhnang,1.121552827
40203,Kampong Chhnang,11.2497522
40606,Kampong Chhnang,12.96762415
60116,Kampong Cham,39.53144305
100106,Kratie,32.35321461
30909,Kratie,39.06373326
30902,Kratie,35.18074322
100102,Kratie,33.78432073
60114,Kampong Chhnang,46.98563495
100103,Kratie,28.3234684
30111,Kampong Chhnang,30.7263414
100107,Kratie,30.02540779
30906,Kampong Cham,39.34796349
40611,Kampong Chhnang,3.985339223
31513,Kampong Cham,24.34665934
40302,Kampong Chhnang,3.486747863
60113,Kampong Chhnang,41.80598331
60106,Kampong Cham,42.75652858
150601,Koh Kong,60.94787371
100101,Kratie,28.27087127
30207,Kampong Cham,31.2636006
30910,Kampong Cham,35.38335995
100304,Kratie,26.91947474
30907,Kampong Cham,37.04392233
40204,Kampong Chhnang,18.51989233
100108,Kratie,25.42106016
60109,Kampong Chhnang,44.40723205
30911,Kampong Cham,30.83343685
31512,Kampong Cham,29.1370045
40403,Kampong Chhnang,8.782223682
30905,Kampong Cham,34.42155977
