"","X","commGIS","tot_pop","family","male_18_60","fem_18_60","pop_over61","tot_ind","numPrimLivFarm","land_confl","Pax_migt_in","Pax_migt_out","prop_ind","F6_24_sch","M6_24_sch","F15_45_ill","M15_45_ill","propPrimLivFarm","propPrimSec","propSecSec","propTerSec","propQuatSec","Les1_R_Land","pig_fam","garbage","crim_case","dist_sch","KM_Comm","KM_Heal_cent","Province","Commune","year","diffPix","ForPix","areaKM","pop_den","mean_elev","dist_border","habitat","dist_provCap","elc","PA_cat","PA"
"3219",3219,81013,12443,2773,3447,3813,655,0,2367,6,86,39,0,0.664322233,0.6453625762,0.0184898268,0.020510132,0.198,0.37,0.0097,0.04854,0.2288,0.2259082316,0.0046388946,0,0.0004919242,2,1.5,2.5,"Kandal","Svay Rolum",2011,0,1,17.14364633,725.808253418396,4.341609464,54.67285533,"CP",7.813376059,0,"none",0
"3220",3220,81014,12722,2622,3137,3403,1067,0,5115,19,198,137,0,0.656639412555556,0.706059879,0.0425121636666667,0.0465441627777778,0.384444444444444,0.773333333333333,0.00478888888888889,0.0366222222222222,0.108955555555556,0.869910345,0.0252473012222222,0,0.00138746222222222,4.333333333,3,2,"Kandal","Ta Lon",2011,0,2,30.6100797,415.614729680041,4.596040576,36.52222206,"CP",26.70554006,0,"none",0
"3221",3221,81015,20257,3979,5682,5572,1623,0,4431,14,353,139,0,0.595363165666667,0.533501405555556,0.079825767,0.0748648681111111,0.234444444444444,0.491111111111111,0.0177555555555556,0.0717222222222222,0.1226,0.531135273,0.076905895,0,0.000848849111111111,2.666666667,2.5,2,"Kandal","Traeuy Sla",2011,0,5,49.45807933,409.579188565712,4.575912261,42.87644091,"CP",21.23406833,0,"none",0
"3222",3222,90101,5738,1184,1554,1537,221,0,911,39,116,104,0,0.492641020857143,0.483163364714286,0.255618315571429,0.176821624142857,0.192857142857143,0.684285714285714,0.0199857142857143,0.0934571428571428,0.0776571428571429,0.407883882142857,0.280892352285714,0,0.012450486,10.33333333,9,12,"Koh Kong","Andoung Tuek",2011,-56,3508,407.689613,14.0744326493302,52.6538504,8.579667579,"FBE",60.95053916,1,"MULTI",1
"3223",3223,90102,4270,810,1207,1084,165,6,1920,1,9,14,0.00182260025,0.38016533775,0.4127235465,0.1168561615,0.0601852745,0.4625,0.9025,0,0.011125,0.013375,0.33507645125,0.46915851225,0,0.00430608125,4.3333333335,2.25,9.5,"Koh Kong","Kandaol",2011,0,603,156.8852071,27.2173526040493,29.47490243,5.901136398,"FBE",65.12857672,1,"MUA",1
"3224",3224,90104,10456,1845,2509,2510,645,0,2102,9,168,68,0,0.5999808878,0.6124360672,0.2468058598,0.231566729,0.238,0.92,0.00268,0.07734,0.05668,0.2365680352,0.1487138774,0.0274594686,0.0017355042,2.783333333,4,4,"Koh Kong","Thma Sa",2011,-6,1413,241.889774,43.2263002569096,26.86649169,4.304597553,"FBE",40.53310922,1,"NP",1
"3225",3225,90201,5379,1061,1466,1368,192,0,756,1,84,41,0,0.486043416333333,0.512552667,0.160920675333333,0.136620629333333,0.233333333333333,0.766666666666667,0.00586666666666667,0.0928,0.0631,0,0.0149018053333333,0,0.00254026933333333,14,21,21,"Koh Kong","Kaoh Sdach",2011,-70,1350,174.56055729,30.814521238402,62.2964029088889,0.867487717111111,"FBE",56.8010595677778,1,"NP",1
"3226",3226,90202,1048,249,300,256,83,0,41,0,19,56,0,0.446049280333333,0.386709401333333,0.185185185,0.258789937333333,0.04,0.75,0.0153,0.120733333333333,0.0154666666666667,0.333333333333333,0.0384664553333333,0,0,7.8666666665,3,26,"Koh Kong","Phnhi Meas",2011,0,2142,217.07446793,4.8278363180784,38.428975345,1.86075944425,"nd",62.75292706,1,"NP",1
"3227",3227,90203,1710,361,423,451,54,0,404,11,69,27,0,0.511856358666667,0.486104215333333,0.184568494666667,0.189579421333333,0.263333333333333,0.83,0.00576666666666667,0.0507333333333333,0.0296666666666667,0.584101765333333,0.153374870333333,0,0.00171291533333333,33.5,5,30,"Koh Kong","Preaek Khsach",2011,-173,2591,290.3953573,5.88852389342245,92.26928705,9.532967827,"FBE",50.40934476,1,"NP",1
"3228",3228,90301,1739,364,448,442,47,0,389,0,5,10,0,0.555905206,0.5921584125,0.418305728,0.3502199515,0.22,0.91,0,0.04685,0.02515,0.0171941425,0.1982207525,0.220311762,0,7.666666665,1,42,"Koh Kong","Chrouy Pras",2011,-32,4115,431.276931,4.03221196173834,96.059609695,3.89480597,"FBE",35.58599376,1,"MULTI",1
"3229",3229,90302,2912,627,791,788,98,0,199,3,27,115,0,0.591301996,0.523371363666667,0.285578363333333,0.246752081666667,0.0666666666666667,0.81,0,0.0272666666666667,0.0266666666666667,0.00265604233333333,0.00265604233333333,0.107023411333333,0,15.5,3,40,"Koh Kong","Kaoh Kapi",2011,0,109,58.60488464,49.6886909322991,33.610645635,1.3795892225,"NF",19.623952315,0,"WS",1
"3230",3230,90303,1052,236,260,277,45,0,318,7,0,4,0,0.3831119415,0.4160483,0.3143270825,0.4873188405,0.32,0.93,0.0124,0.05135,0.05815,0.33690792,0.012391057,0,0.00122549,21.916666665,2.25,13.25,"Koh Kong","Ta Tai Kraom",2011,0,2051,203.7697042,5.16269091192998,141.1318234,16.42286759,"FBE",22.71788198,0,"WS",1
"3231",3231,90304,2435,550,655,635,110,0,527,2,43,40,0,0.3363382895,0.361859626,0.5150145645,0.44497835475,0.2775,0.7575,0.013675,0.08975,0.0961,0.620934995,0.01349955075,0.05789907175,0.0059691205,25.4833333325,4.25,4.25,"Koh Kong","Trapeang Rung",2011,-3,10067,906.5335735,2.68605606144161,116.0910861,22.92624374,"FBE",42.7483242,0,"MULTI",1
"3232",3232,90401,10821,2117,2616,2759,332,0,750,1,227,84,0,0.7632225724,0.7796490002,0.0193809926,0.0355349066,0.08,0.29,0.0156,0.12768,0.33144,0.005376344,0.0250505422,0.3790896688,0.0017105216,0.666666667,1.1,1,"Koh Kong","Smach Mean Chey",2011,0,173,57.38320841,188.574328620396,98.34399791,11.14558675,"CP",7.069134775,0,"WS",1
"3233",3233,90403,2853,642,799,802,97,0,139,0,3,30,0,0.4615578505,0.5363761055,0.1983240225,0.188172043,0.08,0.275,0.01045,0.04825,0.10065,0.105916593,0.0189728855,0,0.004354037,3,2.5,5,"Koh Kong","Stueng Veaeng",2011,0,58,41.06941908,69.4677466570097,11.55175561,6.020381228,"NF",6.144093833,0,"WS",1
"3234",3234,90502,1322,292,413,387,42,0,173,0,0,35,0,0.5718784995,0.528249851,0.1637282195,0.1809248555,0.13,0.775,0.01785,0.071,0.11505,0,0.003521127,0.351924883,0,2.9333333335,0.4,7.5,"Koh Kong","Peam Krasaob",2011,0,24,44.15709442,29.9385640600761,38.72088808,2.326466091,"W",10.47520022,0,"WS",1
"3235",3235,90601,6255,1260,1605,1659,250,0,2129,45,130,28,0,0.736122371142857,0.750704205714286,0.178426999142857,0.108991944142857,0.315714285714286,0.665714285714286,0.0485714285714286,0.121085714285714,0.0914714285714286,0.447345189285714,0.269940782857143,0,0.00761855685714286,3.666666667,8,4,"Koh Kong","Boeng Preav",2011,0,250,99.73032359,62.7191387216876,45.33578929,13.25193977,"CP",53.42232201,0,"MUA",1
"3236",3236,90602,3441,657,846,815,228,0,1334,13,193,19,0,0.574151663333333,0.602977001,0.342136406666667,0.232799724666667,0.385,0.953333333333333,0.00421666666666667,0.049,0.0481666666666667,0.591886726666667,0.594511699833333,0,0.0002981515,13.83333333,5.5,39,"Koh Kong","Chi Kha Kraom",2011,0,232,71.39802411,48.1946110259101,14.25583187,3.712034759,"SL",56.0608581,0,"MUA",1
"3237",3237,90605,8211,1598,2449,1926,426,0,3685,20,50,69,0,0.4938470996,0.550920778,0.2095471272,0.1597840078,0.394,0.838,0.01524,0.01676,0.0226,0.4625646326,0.577611854,0,0.0037235274,5.5,4,9,"Koh Kong","Dang Peaeng",2011,0,11784,1282.143314,6.40412028073798,216.3363264,36.97933439,"FBE",75.29564024,1,"MUA",1
"3238",3238,90701,615,145,147,138,49,190,288,0,0,0,0.213963964,0.602077377333333,0.617499462333333,0.398388117,0.117266050666667,0.453333333333333,0.983333333333333,0.0194666666666667,0.225666666666667,0.0894,0.932474802,0.131094258,0,0,30.06666667,2,17,"Koh Kong","Ta Tey Leu",2011,0,20108,1780.473649,0.345413705137065,737.6171247,59.13477515,"FBE",57.81394548,0,"NP",1
"3239",3239,90702,665,194,170,162,68,0,336,0,0,0,0,0.4776785715,0.4508353435,0.321471815,0.34258614,0.5125,1,0.04475,0.0122,0.06615,0,0.10226369675,0,0,45.916666665,2.25,36.5,"Koh Kong","Pralay",2011,0,8737,764.1255608,0.870275821297981,632.0449629,65.38016884,"FBE",80.90260241,0,"NP",1
"3240",3240,90703,375,85,92,91,16,0,154,0,0,0,0,0.436698718,0.4357142855,0.125,0.027777778,0.41,0.85,0.02865,0,0.02355,0,0.1491081385,0,0,1.5,2,23,"Koh Kong","Chumnoab",2011,0,6546,572.06352686,0.655521602746356,264.11230445,44.62125946,"FBE",63.768411855,0,"MULTI",1
"3241",3241,90704,1092,278,276,274,76,0,397,2,110,0,0,0.620567376,0.64888327,0.1493758075,0.2619719235,0.365,0.935,0.0113,0.10835,0.10525,0.4938271605,0.0228288635,0,0,13.9166666665,2.75,3.25,"Koh Kong","Ruessei Chrum",2011,-2,6553,577.1745044,1.89197546266391,384.643485,38.66684241,"FBE",40.01503303,0,"MULTI",1
"3242",3242,100101,6874,1438,1828,1971,578,0,719,2,89,42,0,0.5365835115,0.520129143833333,0.0359477125,0.047368421,0.111666666666667,0.218333333333333,0.0217,0.0979833333333333,0.0951333333333333,0.679079165833333,0.0397332148333333,0.003649635,0.000729666,1.416666667,2.75,2,"Kracheh","Chhloung",2011,0,3,20.97193469,327.77138121061,17.1507274,50.55267287,"CP",28.27087127,0,"none",0
"3243",3243,100102,7421,1721,1509,1540,344,0,2833,12,27,10,0,0.3609087995,0.295896852375,0.24249120925,0.210323977375,0.38625,0.92375,0.0003875,0.040325,0.0155,0.52032399,0.101096927125,0,0.000766121625,8.4166666665,10,9.25,"Kracheh","Damrei Phong",2011,-219,1507,263.1017805,28.2058144414572,60.12284303,40.99931511,"FBE",33.78432073,1,"none",0
"3244",3244,100103,8263,1573,2474,2568,872,0,2972,13,395,22,0,0.737114072,0.7098231515,0.013550477,0.01227165025,0.3525,0.635,0.025975,0.080925,0.163125,0.18364243525,0.162424305,0,0.001538508,1.4,1.1,1.3,"Kracheh","Han Chey",2011,0,1,25.70816046,321.415451442223,16.69722628,51.84868891,"CP",28.3234684,0,"none",0
"3245",3245,100104,2990,651,723,725,139,0,1323,2,0,5,0,0.495731042,0.438915470333333,0.659232205666667,0.583830622333333,0.443333333333333,0.913333333333333,0,0.0431,0.0129333333333333,0.439297142,0,0,0.000377929,29.66666667,23,25,"Kracheh","Kampong Damrei",2011,-4,1932,324.3409846,9.21869310993021,51.28833523,26.72237321,"FBE",47.89879453,1,"none",0
"3246",3246,100105,5625,1172,1307,1447,376,0,2315,40,79,44,0,0.552271253,0.59519276325,0.0234375,0.0681756205,0.4225,0.88,0.005625,0.025875,0.039825,0.47949043775,0.18755348875,0,0.00131496725,6,2,2,"Kracheh","Kanhchor",2011,0,237,94.1554069,59.7416567481267,64.93474048,51.10825843,"CP",20.01996014,1,"none",0
"3247",3247,100106,4909,1114,1032,1251,603,0,1313,2,153,39,0,0.5626970238,0.6841315444,0.0063243952,0.0154939212,0.276,0.63,0.01212,0.03454,0.06166,0.7938122378,0.0198348666,0.000896861,0.0041681514,4,1,1.5,"Kracheh","Khsach Andaet",2011,0,19,26.90708428,182.442658926402,14.63848369,53.85306355,"CP",32.35321461,0,"none",0
"3248",3248,100107,9389,1718,2416,2607,913,0,1780,3,177,286,0,0.5214389582,0.5433117266,0.099789551,0.0958064582,0.184,0.514,0.01638,0.04394,0.049,0.3240007484,0.0154134656,0,0.0001586672,3,1.5,2,"Kracheh","Pongro",2011,0,24,21.50438404,436.608646057272,15.28019043,52.66657468,"CP",30.02540779,0,"none",0
"3249",3249,100108,9372,2144,2035,2198,592,386,3066,29,175,62,0.0786150712,0.5842338806,0.600975173,0.0620636378,0.1144973756,0.392,0.898,0.003,0.01762,0.0472,0.8408559368,0.057953958,0,0.001324095,3.833333333,2,4.5,"Kracheh","Preaek Saman",2011,-9,182,89.5605426,104.64429678433,47.8322768,48.19096466,"CP",25.42106016,1,"none",0
"3250",3250,100201,8366,1573,2100,2207,470,171,3095,11,90,58,0.0200704225,0.521598492625,0.5755570565,0.039431081875,0.0285817725,0.4175,0.79625,0.0105375,0.017125,0.0304875,0.6302639895,0.44672397775,0,0.000909598,6.083333333,3.75,5,"Kracheh","Bos Leav",2011,0,181,69.29550991,120.729323023463,23.29633372,59.63098488,"CP",11.11436138,0,"none",0
"3251",3251,100202,4145,855,633,666,155,805,831,11,80,87,0.3127428125,0.308967398,0.3936813185,0.286000857,0.2717391305,0.215,0.67,0,0.0183,0.0395,0.2711309215,0.0054914705,0,0.000349895,9.1666666665,1,1,"Kracheh","Changkrang",2011,0,2358,245.2321143,16.9023539671044,47.64421606,78.11590373,"FBD",27.95301866,1,"none",0
"3252",3252,100203,9688,1912,2040,2212,618,1180,3571,8,67,26,0.270332187888889,0.537302359888889,0.585689119222222,0.110530450777778,0.114289565,0.372222222222222,0.858888888888889,0.000888888888888889,0.0213444444444444,0.0345888888888889,0.380907305888889,0.199143654,0,0.00169567522222222,6.666666667,8,9,"Kracheh","Dar",2011,0,664,150.4912284,64.3758450442684,37.69805367,66.58494879,"CP",14.72151081,0,"none",0
"3253",3253,100204,6570,1420,1622,1604,300,600,2651,8,9,20,0.0798934754,0.5879651428,0.5543289198,0.157171867,0.149837913,0.412,0.89,0.00452,0.03414,0.0203,0.3167039122,0.1996616244,0,0.0035540242,2.5,2.5,2.5,"Kracheh","Kantuot",2011,0,656,121.1876925,54.21342600446,37.68319343,54.37745769,"CP",24.23001671,1,"none",0
"3254",3254,100205,4215,985,1023,1071,264,34,1450,2,76,143,0.0072564742,0.5904666706,0.5689989758,0.2410735366,0.2254838226,0.358,0.704,0.0096,0.04472,0.06634,0.5161107558,0.1074724502,0.0011235956,0.0010472774,3.716666667,2,7.7,"Kracheh","Kou Loab",2011,0,22,55.46889569,75.9885328086653,40.26529049,73.06978037,"CP",10.40835644,0,"none",0
"3255",3255,100207,7945,1715,2046,1866,361,213,2446,38,56,46,0.0133459936,0.4842244306,0.4675582412,0.3269971234,0.3087108368,0.358,0.764,0.00636,0.01106,0.03194,0.2102476502,0.0943153866,0,0.007056115,6.933333333,7,7,"Kracheh","Sambok",2011,0,4,14.4607299,549.419016532492,17.98097215,73.01527404,"CP",2.313122269,0,"none",0
"3256",3256,100208,4489,979,1069,1030,248,381,1964,2,6,12,0.0701069565,0.684809570166667,0.6345317915,0.202244612166667,0.112577570833333,0.45,0.95,0,0.0698166666666667,0.00968333333333333,0.465705938666667,0.482799319833333,0,0.0002302025,8.7500000015,2.5,9.5,"Kracheh","Thma Andaeuk",2011,0,2,14.34993477,312.823721637029,21.09954593,73.09032422,"CP",4.210845211,0,"none",0
"3257",3257,100301,8225,1797,2114,2339,961,0,2666,3,193,26,0,0.668671834833333,0.6516225065,0.123619988333333,0.130987235833333,0.32,0.601666666666667,0.00618333333333333,0.0311166666666667,0.0921166666666667,0.545007938166667,0.391385058666667,0,0.000466531666666667,1.3833333335,2.75,1.5,"Kracheh","Chambak",2011,-13,512,108.5118621,75.798164742765,34.95546605,67.3964942,"FBE",25.2289416,1,"none",0
"3258",3258,100302,11026,2372,2157,2345,804,0,3919,22,145,163,0,0.467091754428571,0.473892872428571,0.114610943,0.102218086142857,0.365714285714286,0.908571428571429,0.00334285714285714,0.0197857142857143,0.0146714285714286,0.437092327285714,0.087456372,0.0434226505714286,0.002458468,6.166666667,3,4,"Kracheh","Chrouy Banteay",2011,-49,4329,507.5286166,21.7248833649314,53.53380464,92.17906344,"FBD",21.91077509,1,"none",0
"3259",3259,100303,6262,1317,1733,1754,469,0,2925,3,107,47,0,0.4869570425,0.4917007295,0.00449871475,0.00064935075,0.4825,0.8775,0.001425,0.030025,0.06925,0.71162421,0.48577491675,0,0.00067834175,3,2.6,4.5,"Kracheh","Kampong Kor",2011,0,60,51.86236083,120.742671559558,36.11945047,59.50048111,"CP",20.0553732,0,"none",0
"3260",3260,100305,14790,3093,4031,4068,1469,0,6669,25,538,90,0,0.5517329933,0.5567570946,0.0112231506,0.01220436,0.437,0.856,0.01123,0.03248,0.08842,0.5897322803,0.2012143836,0,0.0018220201,2.416666667,4.7,3.75,"Kracheh","Preaek Prasab",2011,0,438,187.6198471,78.8296133303906,40.41796058,66.4514505,"CP",12.9949179,1,"none",0
"3261",3261,100306,7394,1452,1981,2105,977,0,3377,7,247,19,0,0.690794457,0.72177644075,0.0103316875,0.00898830225,0.465,0.9525,0.004625,0.02065,0.12135,0.76363588475,0.488844633,0,0.00189194475,3,1.35,5.25,"Kracheh","Ruessei Kaev",2011,-50,477,99.6101577,74.2293775125707,41.22332656,69.8526552,"FBE",28.86119487,1,"none",0
"3262",3262,100307,10240,2118,2619,2490,855,0,5490,3,250,71,0,0.535076309571429,0.525701970571429,0.112813079714286,0.103465183142857,0.521428571428571,1,0.00148571428571429,0.0103857142857143,0.0479428571428571,0.525086153714286,0.0760563561428571,0,0.000129497714285714,5.333333333,2,2,"Kracheh","Saob",2011,-32,1212,269.4881009,37.9979671302808,46.49967503,80.19499678,"CP",14.67018801,1,"none",0
"3263",3263,100308,8130,1677,2061,2036,639,1014,3554,15,221,31,0.0829176547142857,0.574644715428571,0.601339367714286,0.146665170714286,0.0742051235714286,0.445714285714286,0.907142857142857,0.00155714285714286,0.0337285714285714,0.0604,0.503357908142857,0.157395928428571,0,0.000215146285714286,3.333333333,3.5,3.5,"Kracheh","Ta Mau",2011,0,325,124.5146392,65.2935273493528,35.10444252,64.09502513,"CP",20.84481702,0,"none",0
"3264",3264,100401,3156,638,738,715,163,1697,1127,17,18,16,0.453328328333333,0.530019161,0.536895391333333,0.321259929666667,0.243689456,0.37,1,0,0.0117666666666667,0.0174333333333333,0.506143991333333,0.173508063666667,0,0.00969024566666667,30.66666667,42,49,"Kracheh","Boeng Char",2011,0,11524,1153.174213,2.73679376838441,78.74302125,96.23604292,"FBE",53.65380029,1,"none",0
"3265",3265,100402,9550,2016,2641,2686,574,366,5042,8,20,17,0.0278708498571429,0.523235555285714,0.536721033,0.147568376571429,0.143943760857143,0.481428571428571,0.965714285714286,0,0.00897142857142857,0.0117142857142857,0.362574304142857,0.340136539285714,0.0422654268571429,0.00221328871428571,5.666666667,5,8,"Kracheh","Kampong Cham",2011,0,5915,652.7409932,14.6306116813379,60.66112001,115.403195,"FBE",45.09514965,1,"none",0
"3266",3266,100403,5359,1063,1322,1402,209,1564,2173,17,4,16,0.2830315696,0.3477618644,0.3778490698,0.6155452896,0.554841763,0.406,0.83,0.00574,0.05034,0.02024,0.553283614,0.0786833204,0,0.0144557724,10.76666667,3,26,"Kracheh","Kbal Damrei",2011,0,6397,623.8491827,8.59021723296392,74.2977198,97.58086141,"FBD",46.66386021,1,"none",0
"3267",3267,100404,4751,959,951,1065,301,865,1830,16,0,4,0.1636439182,0.5482344646,0.5618166804,0.3480623104,0.3742145954,0.406,0.946,0,0.01494,0.0099,0.3220923912,0.3020431226,0,0.0010903986,3.333333333,2.5,5.5,"Kracheh","Kaoh Khnhaer",2011,0,1440,216.5088751,21.9436731995658,40.95214521,107.4873399,"FBD",43.18515372,1,"none",0
"3268",3268,100405,7923,1579,1649,1585,360,2094,3141,4,37,28,0.513850995666667,0.446686065833333,0.448427023166667,0.449920041666667,0.502819071833333,0.428333333333333,1,0.00863333333333333,0.117583333333333,0.0254666666666667,0.394237601166667,0.509304458166667,0,0.000621365,38,22.5,22.5,"Kracheh","Ou Krieng",2011,-43,9290,1013.324612,7.81881729326831,68.28461426,84.01930996,"FBD",46.74895051,1,"none",0
"3269",3269,100406,4919,939,1017,1196,264,3733,1293,0,0,7,0.758894084163448,0.42811653475,0.49654352425,0.2517971365,0.30008677175,0.3175,0.79,0.0064,0.0343,0.0268,0.03954243425,0.2461491995,0,0.000681199,34.583333335,19.5,19.5,"Kracheh","Roluos Mean Chey",2011,-70,7824,825.8074836,5.95659411871186,87.38172774,92.24041392,"MTSH",61.620812,1,"none",0
"3270",3270,100407,8985,1883,2173,2179,725,0,2590,8,130,49,0,0.570538964625,0.562203288625,0.14089005075,0.113244282875,0.315,0.72,0.006925,0.0553875,0.0499125,0.1674980085,0.04517816925,0.04919908475,0.009999972625,2.9166666665,5,3.5,"Kracheh","Sambour",2011,0,209,96.7486217,92.8695400732515,31.81840263,96.50794316,"CP",30.34770306,1,"none",0
"3271",3271,100408,7653,1750,1926,1979,398,1289,1499,6,228,107,0.16523849575,0.6581813965,0.752018039,0.06792995125,0.053411511,0.19,0.4525,0.011575,0.08795,0.047025,0.2202409675,0.08090488175,0.00097087375,0.00059863,5.6666666665,2,2,"Kracheh","Sandan",2011,0,463,97.90091926,78.1708696695235,36.71361838,90.67453388,"CP",27.50461638,1,"none",0
"3272",3272,100409,4558,878,1027,1186,194,3506,1876,2,2,8,0.769197016235191,0.400329941666667,0.398017806166667,0.817744542833333,0.72148926,0.405,0.901666666666667,0,0.0220333333333333,0.0023,0.445588589,0.624544711833333,0,0,47.16666667,4.5,12.5,"Kracheh","Srae Chis",2011,0,4825,450.5282048,10.1170136551682,109.5307827,91.34134207,"FBD",66.68828314,1,"none",0
"3273",3273,100410,4294,899,992,933,146,426,1785,7,76,30,0.15323741,0.456038124,0.5048633925,0.07327157875,0.07365672525,0.41,0.93,0.005875,0.02935,0.06405,0.656885132,0.147429527,0,0.002205263,5.1666666665,3.25,6.65,"Kracheh","Voadthonak",2011,-2,2194,238.7478006,17.985505999254,57.50945135,101.0086068,"FBD",30.32230732,1,"none",0
"3274",3274,100501,10413,2087,2221,2424,458,1605,4263,26,8,11,0.15593828925,0.406399122375,0.395861058875,0.265624731,0.255878833125,0.41,0.9375,0.0012,0.0228,0.0199,0.37156212725,0.156463723,0,0.001554174875,11,11.5,12,"Kracheh","Khsuem",2011,-241,7814,1001.486964,10.3975392334712,91.513577,27.52160244,"FBD",65.68699067,1,"WS",1
"3275",3275,100503,15964,3221,3505,3966,976,3138,4369,21,16,8,0.196868982571429,0.544835856285714,0.586146991285714,0.106067608,0.142807142714286,0.337142857142857,0.711428571428571,0.00348571428571429,0.0675428571428571,0.0869428571428571,0.183035871142857,0.163671950857143,0.000321509,0.00315246171428571,2.833333333,3.5,5,"Kracheh","Snuol",2011,0,642,181.6715561,87.872864320118,107.6017058,16.37669294,"MN",56.66768612,1,"none",0
"3276",3276,100504,16646,3532,3777,4091,734,2510,7375,44,11,3,0.156116204,0.436850757666667,0.455607263666667,0.398092703,0.392434241166667,0.451666666666667,1,0.00433333333333333,0.0272833333333333,0.03185,0.327431197166667,0.0454415863333333,0,0.0023445045,9.166666667,10,14,"Kracheh","Srae Char",2011,0,866,297.894403,55.8788612084128,67.15432006,11.57484857,"MC",59.83430065,1,"none",0
"3277",3277,100505,10066,2214,2180,2265,685,801,4383,77,23,18,0.0606083535,0.45156279425,0.484528251,0.1907436465,0.175701727625,0.44625,1,0.0055625,0.01895,0.0207375,0.367463425125,0.231904242625,0,0.00094994725,17,4,4,"Kracheh","Svay Chreah",2011,-136,5692,748.9403535,13.4403226544796,64.83139477,41.29610146,"FBD",37.12236293,1,"none",0
"3278",3278,110101,2715,613,691,632,104,1430,690,0,0,0,0.660264231666667,0.510759383666667,0.449076227333333,0.466097541333333,0.433209264,0.36,0.863333333333333,0,0.0829333333333333,0.0489666666666667,0.522379838666667,0.499928119333333,0,0.00201850266666667,20.66666667,3,7,"Mondul Kiri","Chong Phlah",2011,0,12029,1072.183495,2.53221581255548,104.0505228,59.50868493,"FBD",61.02364586,1,"WS",1
"3279",3279,110103,3203,654,652,696,261,3041,1265,0,0,0,0.949422416484546,0.391957100166667,0.330132400333333,0.384891582333333,0.475262288833333,0.396666666666667,1,0,0.0393666666666667,0.00951666666666667,0.129300849666667,0.740737492,0,0.000419815333333333,51.5,23.5,62.5,"Mondul Kiri","Srae Chhuk",2011,0,4029,354.3014711,9.0403237391469,263.1208982,32.18312133,"MTSH",26.86683144,0,"WS",1
"3280",3280,110104,10506,2372,2190,2294,677,2144,3694,38,0,6,0.756119464666667,0.602588888333333,0.548465499666667,0.144492921833333,0.228066545166667,0.368333333333333,0.956666666666667,0.0127,0.0375166666666667,0.0196333333333333,0.164074548833333,0.192571803166667,0,0.00263115483333333,13.333333335,12,2.5,"Mondul Kiri","Srae Khtum",2011,-2,4466,582.5250545,18.0352757685549,221.0753624,8.894444133,"FBE",38.66552481,1,"WS",1
"3281",3281,110105,1869,398,441,442,55,1036,702,3,3,0,0.7888642188,0.5942300542,0.5931997518,0.4423866722,0.381283847,0.376,0.942,0,0.03314,0.02138,0.6211886222,0.4141624152,0,0.0062921208,13,4,8,"Mondul Kiri","Srae Preah",2011,-21,7391,666.0499339,2.80609591694759,183.7939991,25.54524145,"MTSH",39.50543951,1,"WS",1
"3282",3282,110203,2284,449,502,476,37,1166,1008,5,0,0,0.74272036325,0.506315949,0.478337777,0.6460897925,0.66211883925,0.4575,1,0.009975,0.0042,0.005875,0.102429776,0.24617591075,0,0,48.5,18.5,18.5,"Mondul Kiri","Roya",2011,0,24603,2219.35304,1.02912874104969,129.744842,93.75077286,"FBD",76.19305494,1,"WS",1
"3283",3283,110204,2975,597,568,552,231,2975,1233,2,14,1,1,0.26937964075,0.409968573,0.2606670585,0.26940821325,0.405,1,0.0353,0.053975,0.019425,0.0625,0.3225624375,0,0,46.9,4.5,11,"Mondul Kiri","Sokh Sant",2011,0,7675,714.3224723,4.12138790835014,160.9254213,61.74477429,"FBD",61.31355878,0,"WS",1
"3284",3284,110205,1732,414,413,461,48,615,868,0,0,0,0.2825525,0.2835613265,0.3799107145,0.295608108,0.2142857145,0.5,0.995,0.01095,0.0206,0.01125,0.0706344015,0.8654545455,0,0.000802568,3.6666666665,2.25,5.5,"Mondul Kiri","Srae Huy",2011,0,6188,560.6006895,3.08954311409208,156.8345294,21.1155909,"MTSH",70.43463762,0,"WS",1
"3285",3285,110301,2091,363,426,537,104,2091,516,2,15,19,1,0.531498471,0.635185185,0.270217745,0.297599422666667,0.343333333333333,0.74,0.103666666666667,0.0342666666666667,0.0692666666666667,0.0474358976666667,0.348300773333333,0,0.00236454066666667,12,0.5,18,"Mondul Kiri","Dak Dam",2011,-18,7613,751.9678802,2.64771947369674,740.6639626,12.39527619,"MTSH",26.29897299,1,"WS",1
"3286",3286,110302,2862,629,556,639,194,1941,957,3,5,0,0.8601945905,0.539956493,0.509297414,0.36302600075,0.22445969375,0.36,0.9575,0,0.009275,0.056025,0.2740384615,0.4280836875,0,0.00219749575,8.4166666665,6.5,4.25,"Mondul Kiri","Saen Monourom",2011,0,3879,380.8707628,7.5143599339571,586.8595474,8.456727908,"MTSH",12.32335207,0,"WS",1
"3287",3287,110401,1889,452,429,456,94,1332,674,3,3,0,0.76222960825,0.43288137675,0.5759483285,0.36026922225,0.430944056,0.4,0.955,0.004225,0.019675,0.032375,0.28721186125,0.22819054025,0,0,20.166666665,1.5,19.25,"Mondul Kiri","Krang Teh",2011,0,8343,794.6406757,2.37717506511478,295.549924,15.63946632,"MTSH",41.72776463,1,"WS",1
