"","X","commGIS","tot_pop","family","male_18_60","fem_18_60","pop_over61","tot_ind","numPrimLivFarm","land_confl","Pax_migt_in","Pax_migt_out","prop_ind","F6_24_sch","M6_24_sch","F15_45_ill","M15_45_ill","propPrimLivFarm","propPrimSec","propSecSec","propTerSec","propQuatSec","Les1_R_Land","pig_fam","garbage","crim_case","dist_sch","KM_Comm","KM_Heal_cent","Province","Commune","year","diffPix","ForPix","areaKM","pop_den","mean_elev","dist_border","habitat","dist_provCap","elc","PA_cat","PA"
"1139",1139,120503,9020,2345,2303,2260,503,0,1318,5,81,61,0,0.712427121444444,0.713869627944444,0.0619337575,0.0603849981111111,0.172317335833333,0.765254523333333,0.00143765133333333,0.0334124234444444,0.493525996777778,0.750369230555556,0.0591744419444444,0,0.00125528394444444,1.333333333,1.4,1.5,"Phnom Penh","Kouk Roka",2008,0,26,32.67011085,276.093339303745,9.507806521,78.2941452,"CP",11.32391675,0,"none",0
"1140",1140,120515,7002,1665,1860,2050,388,0,991,7,47,5,0,0.652917302166667,0.7119770915,0.0257446695,0.0431507575,0.161223958333333,0.6304889855,0.000509684,0.067788186,0.2123801935,0.621118256166667,0.025404894,0.00802845533333333,0.000327894666666667,1.5,1.35,2.5,"Phnom Penh","Cheung Aek",2008,0,2,13.24479114,528.660658064556,5.145667802,60.18377462,"CP",4.05020402,0,"none",0
"1141",1141,120607,17949,3283,5008,5618,1638,0,67,8,499,193,0,0.64812533225,0.675506638875,0.03995890525,0.03261923525,0.003846954625,0.039385563625,0.00752896625,0.15501404225,0.666109809875,0,0.006099013375,0.13268068075,0.001816131375,1.666666667,0.35,1.25,"Phnom Penh","Chak Angrae Kraom",2008,0,16,9.5328389,1882.85988972288,7.404032469,62.02803126,"CP",1.537035863,0,"none",0
"1142",1142,120708,12493,2185,3322,3736,821,0,181,11,19,37,0,0.883991962,0.8893963235,0,0,0.01775817325,0.149932054,0.0296175065,0.207393589,0.67029790575,0.0128919255,0.021596169,0.012777544,0.00099793825,0.6666666665,2.25,1,"Phnom Penh","Preaek Lieb",2008,0,3,13.74897325,908.649669530777,7.462252138,78.34554125,"CP",7.736589674,0,"none",0
"1143",1143,120709,8845,1286,2133,2319,939,0,565,13,6,135,0,0.8345432558,0.7621147678,0.0757308262,0.086469923,0.0972029026,0.675572782,0,0.0388249634,0.288225313,0.1528720652,0.0347491494,0,0.0019339642,1.666666667,1.5,5,"Phnom Penh","Preaek Ta Sek",2008,0,5,15.02499301,588.685797997586,7.900365935,79.3361697,"CP",8.423746013,0,"none",0
"1144",1144,130101,3026,584,763,844,183,749,527,6,28,5,0.241925064666667,0.538365904666667,0.57889361,0.077097663,0.084898077,0.176060625333333,0.926910368333333,0.00471142533333333,0.037404755,0.109435706,0.130221152,0.927651132,0,0.00106906133333333,1.166666667,1,0.7,"Preah Vihear","S'ang",2008,0,252,35.74260085,84.6608788403265,54.84021268,53.45621734,"FBD",34.90572969,0,"none",0
"1145",1145,130102,2103,418,437,494,205,1742,414,3,12,7,0.666666666666667,0.878577898666667,0.851025564333333,0.151861676,0.115880085333333,0.192544928333333,0.979797979666667,0,0.0202020203333333,0.139163916333333,0.061322132,0.755445544666667,0,0,2.333333333,1,1.5,"Preah Vihear","Tasu",2008,0,1338,143.0874826,14.6973023900275,54.52286109,49.53195866,"FBD",27.90183027,0,"none",0
"1146",1146,130103,3633,786,906,965,160,494,779,9,10,12,0.133097566,0.799516631666667,0.852047034,0.377494788666667,0.312563705,0.214610550666667,0.990777338666667,0.002635046,0.001317523,0.057556936,0.0819750873333333,0.814530339333333,0,0.00121773566666667,3.333333333,1,9,"Preah Vihear","Khyang",2008,0,848,103.2441763,35.1884254414842,60.7583083,54.02379134,"FBD",41.55921522,0,"none",0
"1147",1147,130104,3377,640,729,806,145,92,637,0,12,0,0.0230627718333333,0.697851221333333,0.669912631166667,0.515864712,0.4960449195,0.187063071,0.994845360833333,0,0,0.0195761495,0.110383522,0.649656862666667,0,0.000332005333333333,13.666666665,2.5,20,"Preah Vihear","Chrach",2008,0,2850,293.2050174,11.5175382397805,71.8297212,59.34129826,"FBD",50.46305542,0,"none",0
"1148",1148,130105,3110,658,709,807,136,1747,655,6,8,14,0.300171821333333,0.652807827666667,0.694519861666667,0.487257009666667,0.429345274666667,0.206715841333333,0.997607655666667,0,0.00239234433333333,0.014276537,0.058617978,0.918903952,0,0.000515464,17.33333333,8,36,"Preah Vihear","Yhmea",2008,0,3805,352.3885775,8.8254847023241,109.2900878,61.73743868,"FBE",51.94351443,0,"none",0
"1149",1149,130106,5111,1019,1134,1193,274,2927,990,36,10,6,0.332992036333333,0.565385003,0.594220277,0.294285714,0.282384796666667,0.192739045333333,0.965576368,0.00274348433333333,0.005042335,0.043057112,0.151899153333333,0.933543824666667,0,0.00237212666666667,8.333333333,8,18,"Preah Vihear","Putrea",2008,0,1587,171.6661801,29.7728999213631,44.94490643,62.0499196,"FBD",38.87568699,0,"none",0
"1150",1150,130201,3255,712,686,771,319,0,689,17,6,10,0,0.690609832333333,0.628184380666667,0.24076332,0.293597912666667,0.209869679666667,0.977969348666667,0,0.0172413793333333,0.143650793666667,0.557142857333333,0.832030799,0,0.00588310333333333,21.83333333,1,1.3,"Preah Vihear","Chhaeb Muoy",2008,0,4140,380.2924751,8.55920170164839,119.5854627,40.66514426,"FBD",54.10142503,0,"none",0
"1151",1151,130202,2675,508,496,513,239,9,508,10,13,0,0.0020969245,0.76569196675,0.77926933,0.4231032575,0.41063283525,0.19629658275,1,0,0,0.00847883275,0.24018742275,0.876767203,0,0.000821018,39.166666665,8.5,26,"Preah Vihear","Chhaeb Pir",2008,0,5327,522.7637309,5.11703441130981,102.2036603,21.02218731,"MTSH",59.62136782,0,"WS",1
"1152",1152,130203,1359,248,273,299,55,0,248,4,19,5,0,0.7584541065,0.864022248,0.2573529415,0.20992823,0.1777634995,1,0,0,0.055392157,0.230392157,0.882352941,0,0.007512401,24.333333335,1,4,"Preah Vihear","Sangkae Muoy",2008,0,3310,329.2376362,4.12771764396479,96.85698338,22.7133585,"FBD",40.17819978,0,"WS",1
"1153",1153,130204,1378,266,259,270,61,0,266,10,0,9,0,0.821463821333333,0.836918313333333,0.422711652333333,0.437427035333333,0.190529914666667,1,0,0,0.0247933883333333,0.310653239666667,0.852062004,0,0.00543478266666667,22,2,14,"Preah Vihear","Sangkae Pir",2008,0,655,61.85338311,22.2784903705165,70.09718742,42.14675732,"FBD",36.84481787,0,"none",0
"1154",1154,130205,1840,330,354,402,72,0,330,5,39,0,0,0.774542894333333,0.784375059666667,0.263387712,0.166317287,0.180211980333333,1,0,0,0.0651976526666667,0.187119174333333,0.790608018333333,0,0.003743098,16,1,18,"Preah Vihear","Mlu Prey Muoy",2008,0,3592,332.3769658,5.53588301635552,87.221328,28.33355975,"FBE",29.03481502,0,"none",0
"1155",1155,130206,1935,349,347,381,85,1212,349,0,186,4,0.7613065325,0.6056098595,0.662985447,0.3063936785,0.4032927505,0.184604983,1,0,0,0.005464481,0.136612022,0.6644282045,0,0.0065847235,19.66666667,2.5,19,"Preah Vihear","Mlu Prey Pir",2008,0,865,90.22696135,21.4459178392801,61.2866482,41.33767524,"FBD",27.47319279,0,"none",0
"1156",1156,130207,2796,559,610,664,190,0,549,11,0,5,0,0.7090344192,0.7395644232,0.4566603032,0.456115603,0.1962953888,0.9911111112,0,0.0088888888,0.0395219108,0.5642969242,0.6923966942,0,0.001394562,49.33333333,3,76,"Preah Vihear","Kampong Sralau Muoy",2008,0,6100,622.2687069,4.49323575008139,107.8885711,8.767555214,"MTSH",70.61763035,0,"WS",1
"1157",1157,130208,1768,338,362,389,72,0,338,3,0,11,0,0.5608992145,0.542416801,0.8689392275,0.79187505925,0.1916168515,1,0,0,0,0.57356223975,0.39845965575,0,0,56.333333335,5.5,89.5,"Preah Vihear","Kampong Sralau Pir",2008,0,2148,199.0095746,8.88399466987253,96.57619239,6.132174253,"MTSH",51.72586722,0,"none",0
"1158",1158,130301,4860,1136,1056,1244,172,0,1035,7,176,74,0,0.46941021,0.442121585,0.400146231,0.34948166575,0.21634456425,0.95809265425,0,0.0408188115,0.08866073775,0.13590604025,0.61592766475,0,0.0014853625,1.5,3,3,"Preah Vihear","Choam Ksant",2008,0,3263,352.2675941,13.7963300666832,121.3189513,8.897310684,"FBD",55.39981,0,"WS",1
"1159",1159,130302,3475,826,878,926,126,0,822,33,57,116,0,0.5183845645,0.547872607666667,0.296559822,0.252949077166667,0.2287954455,0.994691178166667,0,0.00530882183333333,0.0719377851666667,0.093778124,0.660166566666667,0,0.0005016395,0.75,0.5,1,"Preah Vihear","Tuek Kraham",2008,0,5666,665.5060293,5.22159055967549,127.652872,7.530590671,"MTSH",45.20157379,0,"WS",1
"1160",1160,130303,1964,438,408,482,75,102,438,7,15,0,0.0534031415,0.5704385965,0.557029513,0.3524904215,0.422311052,0.222818715,1,0,0,0.041513224,0.196790258,0.614537998,0,0.0036649215,16.333333335,5,43,"Preah Vihear","Pring Thum",2008,0,8437,792.6647886,2.47771823379313,76.3488122,21.80141881,"MTSH",23.23097427,0,"WS",1
"1161",1161,130304,3575,811,765,752,224,0,811,27,35,5,0,0.55940776125,0.56241778375,0.2840697765,0.25156400075,0.22707343075,1,0,0,0.020399119,0.37092656425,0.71907864775,0,0.004041191,1.666666667,1,3.25,"Preah Vihear","Rumdaoh Srae",2008,0,3110,318.3967785,11.228128679072,73.44478121,18.18772016,"FBD",37.17224951,0,"WS",1
"1162",1162,130305,3930,813,903,929,166,0,813,2,51,7,0,0.596265706333333,0.531605185333333,0.380488279333333,0.318763779166667,0.208900085833333,1,0,0,0.017825523,0.2749484335,0.818049938,0,0,48.333333335,6.5,6,"Preah Vihear","Yeang",2008,0,6803,680.1813979,5.77787045063792,70.5862401,33.19695564,"MTSH",43.15581803,0,"WS",1
"1163",1163,130306,6987,1716,1630,1629,293,0,1303,9,556,0,0,0.564163502,0.5937400085,0.354768979,0.35555185875,0.20380069375,0.91316232125,0,0.005256518,0.0020165545,0.24526310775,0.263013439,0.0063965885,0.00071788775,14.4166666665,16.5,17,"Preah Vihear","Kantuot",2008,-3,8558,960.6491338,7.27320699531765,109.4751263,11.07101376,"FBD",62.25121847,0,"MULTI",1
"1164",1164,130401,3676,761,1016,1071,208,0,686,30,15,0,0,0.663584136,0.6902020675,0.23474315,0.17873796,0.1825471,0.903799259,0.0021459225,0.04097168,0.0943677655,0.216189524,0.8719761995,0,0.002426287,1.25,1.5,1.25,"Preah Vihear","Kuleaen Tboung",2008,0,488,75.00254406,49.0116708182498,64.90870885,62.74540663,"FBD",32.93533499,0,"none",0
"1165",1165,130402,2890,688,489,879,150,0,679,0,4,0,0,0.7792125655,0.784722222,0.058652742,0.171252866,0.2318464875,0.9894366195,0,0.0070422535,0.067349389,0.050344049,0.8900924635,0,0.0016323955,2,2,2.25,"Preah Vihear","Kuleaen Cheung",2008,0,3072,341.5194881,8.46218181011615,63.17288461,50.86950053,"FBD",35.11876619,0,"WS",1
"1166",1166,130403,3312,677,761,762,114,0,619,25,74,73,0,0.7072245718,0.7163204298,0.4679760254,0.4289294764,0.172165056,0.8855911738,0,0.029136842,0.0468108902,0.170049954,0.4769040574,0,0.0029147924,4,5,11,"Preah Vihear","Thmei",2008,0,2329,279.0569217,11.8685463160113,72.23715146,46.61813592,"MTSH",16.63945096,0,"WS",1
"1167",1167,130404,3432,665,726,791,142,0,662,16,20,0,0,0.842489475666667,0.822150187666667,0.313006585666667,0.338449831666667,0.195201616666667,0.995977087,0.004022913,0,0.0132275133333333,0.375610169,0.870323191,0,0,2.666666667,1,5,"Preah Vihear","Phnum Penh",2008,0,674,95.85520286,35.8040033049908,86.72154307,64.60842229,"FBD",31.02699185,0,"none",0
"1168",1168,130405,3302,710,779,821,94,0,699,50,17,2,0,0.7456331225,0.78580210975,0.43546752,0.39819523625,0.21901661375,0.98339691675,0,0.00328947375,0.0593383305,0.17772453575,0.4967810345,0,0.00019025875,14.5875,1.5,1.2,"Preah Vihear","Phnum Tbaeng Pir",2008,0,2892,285.0603759,11.5835110003445,109.333269,69.15306672,"FBD",31.50841623,0,"none",0
"1169",1169,130406,8523,1810,2115,1766,465,0,1649,29,1059,10,0,0.631243206666667,0.565816290166667,0.525039084,0.640376766166667,0.194338003166667,0.963272853333333,0.000307503,0.0232936936666667,0.0577912253333333,0.213294219833333,0.332927799333333,0,0.00305960883333333,29,12,23,"Preah Vihear","Srayang",2008,0,12144,1111.615939,7.66721643778085,97.95509247,64.9508331,"FBD",49.60429628,0,"WS",1
"1170",1170,130501,4867,936,1139,1238,479,0,711,6,37,38,0,0.898113564,0.8814552005,0.0539655183333333,0.0834292718333333,0.163566143166667,0.810278835833333,0,0.0349571846666667,0.110085623,0.288275731,0.626234094666667,0,0.000703947,1.6666666665,1.25,1.75,"Preah Vihear","Robieb",2008,0,278,71.73078461,67.850923790418,63.62458634,84.84087155,"CP",49.24780202,0,"none",0
"1171",1171,130502,1508,318,363,394,68,0,310,6,43,22,0,0.92649669875,0.9523299585,0.150834113,0.092825368,0.206415678,0.9736842105,0,0.009868421,0.13071637425,0.967690814,0.71880562725,0,0.00628913225,2.416666667,1.5,1.75,"Preah Vihear","Reaksmei",2008,0,2,7.65645271,196.958050564385,49.50097975,83.68221962,"CP",51.08271376,0,"none",0
"1172",1172,130503,2510,512,560,633,146,0,512,5,24,23,0,0.8347724755,0.829128304333333,0.0711067876666667,0.0538262091666667,0.200749736666667,1,0,0,0.122664055666667,0.274720477666667,0.892714668166667,0,0.00213821116666667,3.3,1,3,"Preah Vihear","Rohas",2008,0,134,28.86226935,86.9647486676234,92.3106855,84.1677962,"CP",53.54491176,0,"none",0
"1173",1173,130504,4016,756,846,894,298,195,756,4,12,12,0.04334594075,0.81948677125,0.77830596375,0.15856865975,0.1324920035,0.18753056425,1,0,0,0.15879665375,0.61115175625,0.74863578375,0,0,0.5166666665,1,3.5,"Preah Vihear","Rung Roeang",2008,0,1703,189.9972422,21.1371489054171,98.42513552,94.60750449,"FBE",63.15375687,0,"WS",1
"1174",1174,130505,2005,428,487,479,198,0,428,10,6,23,0,0.769793868666667,0.702685586,0.115789473666667,0.141618746,0.211484077666667,1,0,0,0.143304999666667,0.096599069,0.425044287666667,0,0.00324778566666667,3.666666667,1,7,"Preah Vihear","Rik Reay",2008,0,706,97.42706438,20.5794972142421,59.70998126,77.5760154,"FBD",45.12484925,0,"none",0
"1175",1175,130506,2059,414,496,518,84,0,414,3,5,0,0,0.725865236333333,0.746334586666667,0.166725297333333,0.188246469,0.201906433333333,1,0,0,0.0289631293333333,0.151733833333333,0.554857714666667,0,0.003042835,7.333333333,2,1.5,"Preah Vihear","Ruos Roan",2008,0,144,35.71391005,57.6526064247059,45.42382252,75.22602115,"CP",48.85931787,0,"none",0
"1176",1176,130507,3001,523,492,664,129,0,522,60,78,12,0,0.6692501388,0.6663199474,0.5184675818,0.4805769326,0.1952289766,0.9992031872,0,0.0007968128,0.0149551092,0.272092582,0.9474804404,0,0.0023742688,14.5,7,10,"Preah Vihear","Rotanak",2008,0,541,93.9141778,31.9547066300356,72.24041329,85.33181674,"CP",58.64521981,0,"none",0
"1177",1177,130508,1499,329,354,394,52,17,329,7,14,7,0.0104962943333333,0.674444444333333,0.645922569666667,0.442936169333333,0.612391856666667,0.224657657666667,1,0,0,0.0367600223333333,0.583248487,0.884147736,0,0.006972958,25.66666667,3,21,"Preah Vihear","Rieb Roy",2008,0,3331,342.1331112,4.38133565834186,47.65955892,78.14871042,"FBD",61.90689466,0,"none",0
"1178",1178,130509,2858,548,558,595,134,1487,548,10,23,5,0.525305878625,0.717711928375,0.64047074,0.41593746475,0.380110325375,0.189318608375,1,0,0,0.016239555,0.07886460425,0.669734714,0,0.00147058825,22,4,19.5,"Preah Vihear","Reaksa",2008,0,1415,166.9177503,17.122205366795,51.05056869,66.22052941,"FBD",34.48603336,0,"none",0
"1179",1179,130510,3424,741,749,823,144,27,722,36,63,3,0.0106423925,0.5929815605,0.61664914025,0.2453383615,0.24022982775,0.2101926555,0.98196960825,0,0.01803039175,0.1142946435,0.182013916,0.65030958875,0,0.01429540825,13.5,2.5,24,"Preah Vihear","Rumdaoh",2008,0,1780,202.2899441,16.9261997438062,100.0072077,73.67249193,"FBD",33.32131372,0,"none",0
"1180",1180,130511,4045,829,910,900,228,2476,823,25,86,23,0.698947632333333,0.6185810595,0.643100520333333,0.424727541666667,0.390238323166667,0.20865692,0.993788819833333,0,0.0051759835,0.0211093856666667,0.362039429833333,0.605811553166667,0,0.001016164,9.8333333335,10.5,7.5,"Preah Vihear","Romtom",2008,0,3776,354.251652,11.4184365186814,77.72525797,91.94159132,"FBD",48.75029479,0,"WS",1
"1181",1181,130512,3939,829,811,910,118,2610,782,5,18,58,0.7105708982,0.615730254,0.6005411558,0.3144743084,0.2627203634,0.2008511748,0.9723257196,0.0025974026,0.0202997168,0.0482232964,0.4904902312,0.3338161904,0,0.0011644182,7.666666667,5,5,"Preah Vihear","Romoniy",2008,-2,6198,592.3993899,6.64923034553584,80.51525753,107.7392055,"FBE",55.1193604,0,"WS",1
"1182",1182,130601,4908,1044,1288,1251,160,0,1044,4,3,101,0,0.7002721772,0.6798695802,0.1650183396,0.1785842004,0.2089562488,1,0,0,0.1041242006,0.3036166732,0.8349155382,0,0.0001763668,1.933333333,1,2,"Preah Vihear","Chamraeun",2008,0,1212,140.4105952,34.9546271277397,170.7112033,73.89626229,"FBD",28.94423175,0,"none",0
"1183",1183,130602,4649,901,1172,1194,196,0,901,12,13,12,0,0.657875397666667,0.6924203855,0.417397904666667,0.349663299666667,0.1959594955,1,0,0,0.023139769,0.100887678,0.559812570833333,0,0.00145915183333333,4.5833333335,3.5,11.5,"Preah Vihear","Ro'ang",2008,0,548,114.4458834,40.6218193427829,178.1178822,68.33520361,"CP",23.64048161,0,"none",0
"1184",1184,130603,2858,440,1035,508,158,0,437,11,17,9,0,0.541545284,0.4988414515,0.385088048,0.306851436,0.144402969,1,0,0,0.006153846,0.0695652175,0.1697658865,0,0,12.0000000015,3,14,"Preah Vihear","Phnum Tbaeng Muoy",2008,0,1022,144.3138353,19.804061017842,160.8776854,66.34110964,"FBD",23.79721978,0,"none",0
"1185",1185,130604,2534,500,536,575,123,0,499,27,9,3,0,0.7198193486,0.5883740856,0.3319324294,0.3208736888,0.1975926832,0.9992337164,0,0.0007662836,0.0099178558,0.2716707116,0.8572213138,0,0.0009561522,12.5,11,17,"Preah Vihear","Sdau",2008,0,4077,384.6868232,6.58717649572979,81.79297393,82.13765188,"FBD",38.20827911,0,"none",0
"1186",1186,130605,3117,643,732,751,116,0,638,14,11,8,0,0.59135875,0.538019622,0.321791514166667,0.3600698105,0.203860494333333,0.994825347166667,0,0.00517465283333333,0.0227272726666667,0.059166548,0.757147893833333,0,0.000775193833333333,11.666666665,2,32,"Preah Vihear","Ronak Ser",2008,0,5860,539.8101348,5.77425246221961,64.96327534,100.5085111,"FBD",56.74619513,0,"WS",1
"1187",1187,130701,2261,503,466,495,84,2261,501,23,4,8,1,0.756166056333333,0.690917161,0.266618981,0.402931387666667,0.227791627333333,0.994623656,0.005376344,0,0.0251961636666667,0.770441492333333,0.784844671666667,0,0.00169204733333333,5.1,0,15,"Preah Vihear","Prame",2008,0,54,21.17547813,102.854820402584,57.32999056,44.96615593,"CP",2.210776664,0,"WS",1
"1188",1188,130702,2606,582,587,484,68,1861,577,5,0,18,0.7408696025,0.7266201935,0.637966582,0.16243644,0.1216223475,0.215332439,0.987244898,0,0.012755102,0.1148884425,0.1730067675,0.5161256215,0,0.0038892425,9,0,33.5,"Preah Vihear","Preah Khleang",2008,0,1712,263.7034445,9.88231308446182,172.8046813,54.29836595,"FBD",9.837984105,0,"WS",1
"1189",1189,130703,2174,437,429,427,101,37,434,9,63,3,0.0167800453333333,0.919389978333333,0.792841442333333,0.178964724333333,0.189722232666667,0.199625680333333,0.994987468666667,0.00501253133333333,0,0.0912980196666667,0.150390693333333,0.499732428333333,0,0.001814059,4.333333333,1,8,"Preah Vihear","Chhean Mukh",2008,0,1236,141.9315418,15.3172435980682,137.1135271,46.3163892,"MTSH",6.752257226,0,"WS",1
"1190",1190,130704,2376,457,559,513,125,0,457,4,21,6,0,0.43782852575,0.5596419635,0.14043427475,0.10540973425,0.1765252175,1,0,0,0.04266878675,0.10944394775,0.510781764,0,0,4,2.25,15.5,"Preah Vihear","Pou",2008,0,1179,123.5624292,19.2291460712072,75.29776112,36.48221103,"MTSH",8.827546662,0,"WS",1
"1191",1191,140108,7612,1716,1983,2279,326,0,1712,1,28,14,0,0.681429950666667,0.704217558833333,0.0428416086666667,0.0363544306666667,0.225900363833333,0.998132586333333,0,0.00140056016666667,0.122894265333333,0.471372093666667,0.892334748833333,0,9.7352e-05,5.5833333335,1.65,3.5,"Prey Veng","Spueu Kha",2008,0,25,29.28850373,259.897196189066,5.912634638,33.92369237,"CP",31.02678706,0,"none",0
"1192",1192,140201,12701,2983,3299,3735,749,0,2931,17,109,34,0,0.755314404346154,0.785261482192308,0.0989011313461538,0.067314673,0.233052262846154,0.987140657,0,0.0016500725,0.139542509269231,0.301963697384615,0.517608208653846,0,0.00122078169230769,2.1666666665,2.25,2.75,"Prey Veng","Cheach",2008,0,5,65.71413136,193.276540937906,11.73224813,13.73746346,"CP",44.26476322,0,"none",0
"1193",1193,140203,11964,2625,3082,3468,627,0,2464,17,117,80,0,0.733873320578947,0.732486006473684,0.0970730264736842,0.0769144122105263,0.206051708894737,0.940523968894737,0,0.0367486008947368,0.190276255526316,0.388928149105263,0.709060981684211,0,0.000836837157894737,3.533333333,3,3.5,"Prey Veng","Kranhung",2008,0,14,66.96427118,178.662438777849,7.416355489,12.27714348,"CP",42.83223754,0,"none",0
"1194",1194,140204,9810,2352,2458,2727,647,0,2288,104,43,15,0,0.824252384818182,0.862268666272727,0.0665426984545455,0.0615554445454545,0.233302346909091,0.979194137181818,0.000298062636363636,0.00920823163636364,0.124247269727273,0.639481731181818,0.733327953818182,0,0.00198787681818182,6.5,2.5,2.5,"Prey Veng","Krabau",2008,0,12,55.56422057,176.552463066432,10.50409357,5.659833749,"CP",50.24045653,0,"none",0
"1195",1195,140205,10280,2602,2805,3193,714,0,2540,10,58,28,0,0.633723815153846,0.675744949846154,0.109445555307692,0.0717623566153846,0.244700902692308,0.971177824615385,0,0.00445668376923077,0.152799873384615,0.369852245461538,0.909089831615385,0,0.000293251,5.666666667,2,1.5,"Prey Veng","Seang Khveang",2008,0,15,40.11839723,256.241542778104,10.85200648,31.82596962,"CP",27.57689841,0,"none",0
"1196",1196,140306,16232,3332,3812,4542,1208,0,3280,1,3,6,0,0.6074414735,0.645212723833333,0.100041277166667,0.103245785916667,0.2013257175,0.9841697105,0,0.00119047616666667,0.246378530583333,0.47579080425,0.707494229583333,0,0.000484775416666667,3.25,2,2,"Prey Veng","Kou Khchak",2008,0,5,56.62047585,286.680741486562,4.931970687,27.84458173,"CP",30.60323664,0,"none",0
"1197",1197,140402,6927,1428,1603,1870,1300,0,1345,3,42,9,0,0.854887540818182,0.896132504272727,0.00913547245454545,0.00712509127272727,0.195678148363636,0.955428852,0,0.0411433610909091,0.359821728727273,0.408737299363636,0.161210966181818,0,0,1.5,1.3,1,"Prey Veng","Kanhchriech",2008,0,4,36.20681162,191.317591637195,10.16063286,30.11741835,"CP",33.23683581,0,"none",0
"1198",1198,140404,5885,1390,1439,1711,535,0,1384,6,22,15,0,0.796031218416667,0.8060592925,0.0810382271666667,0.0834457105833333,0.231428305166667,0.99713191025,0,0.00239189933333333,0.117952739,0.21647568525,0.3747720045,0,0.000398448,7.5,1.75,1.5,"Prey Veng","Kouk Kong Kaeut",2008,0,6,36.24628063,162.361486412185,14.98959051,19.06235672,"CP",38.13485235,0,"none",0
"1199",1199,140405,6982,1502,1790,2244,671,0,1485,1,8,18,0,0.647260523882353,0.660524123176471,0.0349404942941176,0.0279627719411765,0.215325081411765,0.992794908705882,0.000811359,0.00239673329411765,0.385032598529412,0.428211557529412,0.199747465176471,0,7.11288235294118e-05,2.6,1.5,8,"Prey Veng","Kouk Kong Lech",2008,0,18,33.76777498,206.76517786959,16.38417703,25.65461064,"CP",34.01299146,0,"none",0
"1200",1200,140406,10513,2521,2664,3035,791,0,2486,16,71,22,0,0.728980930125,0.756966612625,0.07399311875,0.051790321375,0.236967913,0.9873375498125,0,0.0054881975,0.1659472513125,0.2393418266875,0.5980881971875,0,0.001266344625,5.583333333,3,5.25,"Prey Veng","Preal",2008,0,2,66.62558348,157.792239120215,9.223026982,20.30683462,"CP",37.06062748,0,"none",0
"1201",1201,140407,9982,2010,2558,2861,1031,0,1885,13,36,60,0,0.739786587181818,0.802519775090909,0.055640143,0.0364983388181818,0.193260958727273,0.949009652818182,0,0.0405288804545455,0.304936687181818,0.399191407909091,0.280039101,0,0.000304223818181818,1.5,2,2,"Prey Veng","Thma Pun",2008,0,1,36.44199972,273.914715896387,11.80509056,24.27641947,"CP",37.26796824,0,"none",0
"1202",1202,140503,18086,3993,4925,5789,1430,0,3914,16,129,81,0,0.672634575222222,0.691322464055556,0.0893017605555556,0.0752474421666667,0.220267925888889,0.986326554388889,0.000153045611111111,0.0087858435,0.423061572944444,0.5832058295,0.892388302388889,0,0.000192104388888889,1.9583333335,3,2,"Prey Veng","Chi Phok",2008,0,10,62.10766407,291.203996653549,4.998309995,34.64128657,"CP",30.20815534,0,"none",0
"1203",1203,140504,14651,3446,3939,4617,1009,0,3312,21,28,87,0,0.642771320227273,0.746490351909091,0.0681693808181818,0.0591456976818182,0.225547693136364,0.973102898772727,0,0.000922431181818182,0.374517888090909,0.656395457318182,0.801297179636364,0,0.000493435227272727,4.1666666665,3,3,"Prey Veng","Prey Khnes",2008,0,2,55.3600255,264.649444570794,5.919647696,40.52548376,"CP",23.90898917,0,"none",0
"1204",1204,140508,16760,3742,4276,4856,1003,0,3716,8,36,7,0,0.723651809166667,0.808687179,0.150613813666667,0.0955757055,0.222923541083333,0.990330151166667,0,0,0.239340508833333,0.7739604125,0.868394566333333,0,0.000245709666666667,3.1666666665,2.4,2.75,"Prey Veng","Trapeang Srae",2008,0,3,43.16996565,388.23287782718,4.814829822,32.09829404,"CP",33.59949747,0,"none",0
"1205",1205,140805,10356,2140,2553,2823,1029,0,1865,11,33,5,0,0.664762501285714,0.709392287571429,0.0437589014285714,0.0603293918571429,0.188319147714286,0.960810115428571,0.000632111285714286,0.0300394647142857,0.393757051714286,0.509121734142857,0.397828017,0,0.000713062857142857,5.1,3,3,"Prey Veng","Mesa Prachan",2008,0,2,30.84094101,335.787419607013,8.871370641,69.08280966,"CP",32.1993635,0,"none",0
"1206",1206,140809,14099,2627,3780,4322,670,0,2594,11,22,51,0,0.673113083916667,0.718483300083333,0.03142353525,0.0232964671666667,0.191140148083333,0.99067897425,0,0.00852737491666667,0.4310210695,0.40915088175,0.555049372333333,0,0.000483588083333333,3.5,2,1.55,"Prey Veng","Prey Sralet",2008,0,1,72.36936333,194.820008788932,12.38476947,64.77574753,"CP",29.58170439,0,"none",0
"1207",1207,141004,10195,2260,2778,3161,617,0,2229,8,18,15,0,0.646091432470588,0.713298046588235,0.118575918882353,0.0736036861764706,0.223053992882353,0.981900746529412,0,0.000854129529411765,0.222365436647059,0.314734954705882,0.543874737411765,0,0.000179816764705882,5.033333333,3,2.5,"Prey Veng","Damrei Puon",2008,0,2,63.63795114,160.203146351641,6.139005534,41.20320771,"CP",13.62939143,0,"none",0
