"","Province","year","areaKM","ForPix","diffPix","tot_pop","land_confl","Pax_migt_in","Pax_migt_out","prop_ind","pop_den","M6_24_sch","propPrimSec","propSecSec","Les1_R_Land","pig_fam","dist_sch","garbage","KM_Comm","crim_case","mean_elev","dist_border","dist_provCap"
"96","Preah Sihanouk",2012,1354.422023,5751,-9,107403,90,3326,1516,0.00121684611764706,161.623457647059,0.608528488235294,0.554501505882353,0.0128315688235294,0.240507222941176,0.163965115294118,3.65882352941176,0.00304472929411765,1.50588235294118,0.00177921784117647,65.8319748823529,5.43843008823529,27.7358294117647
"97","Preah Vihear",2007,13652.47357666,131166,-5,141737,451,2390,640,0.126971937669858,25.26078341028,0.687388936598759,0.981788638739539,0.000683531240780142,0.26939249985,0.658858838648936,16.8237588652766,0,3.42553191489362,0.00201003874734043,88.2608510382979,55.0494903191915,40.0148657186596
"98","Preah Vihear",2008,13652.47357666,131161,-5,150506,641,2972,769,0.13344002574273,26.1680112562475,0.682133849319149,0.981152788543262,0.000628778129787234,0.261325972378369,0.684394814086525,12.9335106382926,0.000136097627659574,3.51063829787234,0.00236153949609929,88.2608510382979,55.0494903191915,40.0148657186596
"99","Preah Vihear",2009,13652.47357666,131156,-68,157601,487,2737,699,0.131277804016489,27.2647673998779,0.699355573114894,0.972830682482624,0.000401171861702128,0.249207526589184,0.694053052610993,12.8196099291755,0,3.28510638297872,0.00157660737039007,88.2608510382979,55.0494903191915,40.0148657186596
"100","Preah Vihear",2010,13652.47357666,131088,-179,150506,641,2972,769,0.13344002574273,26.1680112562475,0.682133849319149,0.981152788543262,0.000628778129787234,0.261325972378369,0.684394814086525,12.9335106382926,0.000564865372340426,3.51063829787234,0.00236153949609929,88.2608510382979,55.0494903191915,40.0148657186596
"101","Preah Vihear",2011,12353.43395726,117362,-12,154654,499,306,733,0.127977888532321,29.2848348945136,0.578365982025839,0.931101731601732,0.0188190232683983,0.201704968648674,0.529567560024107,8.72159094709091,0,2.82954545454545,0.00227091771877706,88.1983953522727,52.8615411250455,39.2019436172045
"102","Preah Vihear",2012,12353.433813,117350,-44,159654,391,672,1033,0.0800608823636364,30.9353319318182,0.550217961363636,0.897250806818182,0.0223449050159091,0.220135397272727,0.565740625,8.42518959848296,0.00222446481818182,3.01363636363636,0.00196967353181818,88.1983997727273,52.8615413863636,39.2019439772727
"103","Prey Veng",2007,4633.45342968,127,0,1092946,2169,3410,4803,0,285.40805687632,0.723749479670186,0.939514699566874,0.00677127703912513,0.41781478481232,0.617781978134196,4.42352678576786,0.00710200618982426,2.32959821428571,0.000974032080490289,7.17566042857143,33.7718777906875,28.5501828313482
"104","Prey Veng",2008,4633.45342968,127,0,1098167,2123,3292,4254,4.08942232142857e-06,285.897237887488,0.731390654464879,0.940690991178127,0.00694319933667378,0.420508407083346,0.582374952049398,4.42352678576786,0.00149250799107143,2.32290178571429,0.000797539835270948,7.17566042857143,33.7718777906875,28.5501828313482
"105","Prey Veng",2009,4633.45342968,127,0,1108634,1960,2982,3317,0,291.270636156217,0.73335584192157,0.95159288271586,0.00656361375274271,0.412350488147978,0.558359481762011,4.13283482145089,0.00583141231547619,2.34075892857143,0.00072411000637693,7.17566042857143,33.7718777906875,28.5501828313482
"106","Prey Veng",2010,4633.45342968,127,0,1098167,2123,3292,4254,4.08942232142857e-06,285.897237887488,0.731390654464879,0.940690991178127,0.00694319933667378,0.420508407083346,0.582374952049398,4.42352678576786,0.00659174605357143,2.32290178571429,0.000797539835270948,7.17566042857143,33.7718777906875,28.5501828313482
"107","Prey Veng",2011,4261.82637985,115,0,1043591,1417,55575,21844,0.010409675599238,299.503328556671,0.626290927146208,0.825362036570241,0.00991141273196393,0.43599543746895,0.375323764144987,4.14135714288095,0.0074469392644311,2.27490476190476,0.000773644552411154,7.20322954309524,34.0180219651143,28.2251630839143
"108","Prey Veng",2012,4261.826465,115,0,1059289,1219,75870,32291,0.00399110723142857,303.256516571429,0.605592965714286,0.824148559047619,0.00959229705238095,0.436716191428571,0.344881288571429,4.11723023523809,0.00743635802095238,2.27585714285714,0.000606944908285714,7.20322971428571,34.0180219428571,28.2251628666667
"109","Pursat",2007,11585.19798565,83717,-409,404900,1004,3780,2799,0.0239118379327853,179.80866084243,0.687238107503659,0.900218732443598,0.00500371768205837,0.336963153616098,0.432105153155102,9.64645390094681,0.00475492469131317,3.00851063829787,0.00221522312151768,88.7965066187416,115.026530182708,27.9687375992631
"110","Pursat",2008,11585.19798565,83308,-108,411004,908,4816,2348,0.0243116337186654,178.178281089748,0.682693973514842,0.886942014173832,0.00324280999722231,0.312358029454014,0.401383427308563,6.82411347512766,0.000639397369203492,2.9936170212766,0.00211795443554195,88.7965066187416,115.026530182708,27.9687375992631
"111","Pursat",2009,11585.19798565,83200,-295,423546,930,5479,2127,0.0210970842052224,179.332015458132,0.674599505768229,0.88362400916752,0.00461067755009343,0.349853480885584,0.36162129417602,6.64095744675532,0.00802412065122254,3.01489361702128,0.00229187109729008,88.7965066187416,115.026530182708,27.9687375992631
"112","Pursat",2010,11585.19798565,82905,-283,418923,908,4816,2348,0.0243116337186654,176.734152161062,0.682693973514842,0.886942014173832,0.00324280999722231,0.312358029454014,0.401383427308563,6.82411347512766,0.0041794014663848,2.9936170212766,0.00211795443554195,88.7965066187416,115.026530182708,27.9687375992631
"113","Pursat",2011,11491.24774214,82622,-14,420589,682,9209,5815,0.0378889682292929,172.359727858521,0.581183578257354,0.862518150911382,0.0230180077172228,0.412656154760984,0.184744999683414,5.42888889628889,0.0133766445854938,3.03922222222222,0.0016316738225051,92.0960823149079,115.050806493939,28.7761325895859
"114","Pursat",2012,11491.247232,82608,-35,430104,588,16778,10977,0.01890918816,172.770286955556,0.566487144444444,0.828842728888889,0.0237939148,0.439748753333333,0.176200577555556,4.22555573333333,0.0119918720244444,3.16922222222222,0.00111427379333333,92.0960832444444,115.050810222222,28.7761330666667
"115","Ratanak Kiri",2007,9615.08673961,78425,-345,122053,475,1389,507,0.87673325866764,21.5818616168922,0.394552986464096,0.964974286410453,0.00017081334751773,0.141034406926269,0.595123281165907,22.0773049657163,0.000837908944680851,3.66063829787234,0.00328422538816816,186.729176687872,37.8816258476596,30.8933527838723
"116","Ratanak Kiri",2008,9669.22313294,78158,-109,130521,506,2270,1146,0.751055281106043,24.3104603017801,0.412150962615716,0.965498698658557,0.00210801691527778,0.245886677766601,0.519143569942609,21.9472222234097,0.000183118897395833,3.69895833333333,0.00492500282824901,188.883999940208,37.735545136875,30.7159020110833
"117","Ratanak Kiri",2009,9669.22313294,78049,-181,137369,369,2630,1577,0.746912316856424,25.6709010311773,0.473704644384739,0.961218802166725,0.000801111595486111,0.212710004243684,0.508242164837492,21.8222222234097,5.079465625e-05,3.69895833333333,0.00404502725083499,188.883999940208,37.735545136875,30.7159020110833
"118","Ratanak Kiri",2010,9669.22313294,77868,-845,130521,506,2270,1146,0.751055281106043,24.3104603017801,0.412150962615716,0.965498698658557,0.00210801691527778,0.245886677766601,0.519143569942609,21.9472222234097,0.000874092663541667,3.69895833333333,0.00492500282824901,188.883999940208,37.735545136875,30.7159020110833
"119","Ratanak Kiri",2011,7910.11831,63658,-143,116517,383,128,27,0.655789069492616,24.9918295555556,0.431301677777778,0.886311180555556,0.00944664019444444,0.391706978888889,0.463332552777778,20.5342593719074,0.000494926944444444,3.20277777777778,0.00329003253055556,193.1737925,36.5211417222222,31.1510528333333
"120","Ratanak Kiri",2012,7910.11831,63515,-139,114207,432,325,57,0.719253277472222,24.5758043611111,0.488900891666667,0.944086897222222,0.00876219936944444,0.378766070555556,0.513027566666667,19.2129628719074,0.000786163611111111,3.24583333333333,0.00265486431944444,193.1737925,36.5211417222222,31.1510528333333
"121","Siem Reap",2007,10268.65327986,39644,-314,833796,2573,6463,5015,0.000202858636437247,202.331645088134,0.641126956501513,0.901470998017743,0.0037344362290182,0.2849107542261,0.441497295975757,9.30254385956316,0.00929514473479931,2.88368421052632,0.00132351915322357,30.7153647697158,96.4436534349474,34.0801510749474
"122","Siem Reap",2008,10268.65327986,39330,-310,857654,1763,6629,5174,0.000372451525358852,206.785436863787,0.665688836372678,0.89519176527711,0.00326411303679373,0.312673032322857,0.394430919708537,8.13675438589474,0.00136945006855907,2.83842105263158,0.00116594354110521,30.7153647697158,96.4436534349474,34.0801510749474
"123","Siem Reap",2009,10268.65327986,39020,-630,880902,1394,6787,4853,0.000331369055502393,211.44982149053,0.662457117367795,0.903472356253571,0.00295786791351566,0.327031236738561,0.36659428556252,8.11864912286316,0.0125881948636732,2.83842105263158,0.00103921615219018,30.7153647697158,96.4436534349474,34.0801510749474
"124","Siem Reap",2010,10268.65327986,38390,-188,863930,1763,6629,5174,0.000372451525358852,208.579754238859,0.665688836372678,0.89519176527711,0.00326411303679373,0.312673032322857,0.394430919708537,8.13675438589474,0.0082209878694176,2.83842105263158,0.00116594354110521,30.7153647697158,96.4436534349474,34.0801510749474
"125","Siem Reap",2011,9836.911978,37913,-186,835895,906,11999,22790,0.000558294534090909,216.460420715909,0.545242305681818,0.767353532465909,0.0153108881329545,0.401993730227273,0.185566905097727,7.72348515568182,0.0136949221284091,2.93693181818182,0.000937599949886364,30.8053489545455,97.3956210227273,34.0287228181818
"126","Siem Reap",2012,9836.911978,37727,-96,865695,741,14634,30834,0.000426447742045455,222.496412045455,0.576170422727273,0.772262815261364,0.0178331413522727,0.396879088909091,0.205065129272727,7.19886395113636,0.0183045416034091,2.91818181818182,0.000572231568522727,30.8053489545455,97.3956210227273,34.0287228181818
"127","Stung Treng",2007,12016.58877031,116586,-697,99322,101,888,496,0.108971631411275,22.2389274288763,0.59351431758687,0.911981605135784,0.00236372965955883,0.197297248460714,0.541369193595133,19.0071568627941,0.00426786158823529,5.08823529411765,0.0023560025737395,85.2004727744118,40.5455206592353,32.5644702083529
"128","Stung Treng",2008,12016.58877031,115889,-724,106582,132,882,511,0.11427374369951,23.9898975311884,0.631013633593803,0.921124372493557,0.00264788790490196,0.220631197271113,0.570701384161205,16.6813725487647,0.000553988717647059,5.51470588235294,0.00145621360164566,85.2004727744118,40.5455206592353,32.5644702083529
"129","Stung Treng",2009,12016.58877031,115165,-207,108590,88,724,377,0.120961292885749,25.2184725465694,0.605283118096324,0.925609170604797,0.00250889788578431,0.159159048114636,0.537447399440021,11.8222549020441,0.00697245525882353,5.27941176470588,0.00146006591442577,85.2004727744118,40.5455206592353,32.5644702083529
"130","Stung Treng",2010,12016.58877031,114958,-415,106582,132,882,511,0.11427374369951,23.9898975311884,0.631013633593803,0.921124372493557,0.00264788790490196,0.220631197271113,0.570701384161205,16.6813725487647,0.00291467938235294,5.51470588235294,0.00145621360164566,85.2004727744118,40.5455206592353,32.5644702083529
"131","Stung Treng",2011,10954.91352,105709,-110,101472,149,510,604,0.110356924206897,26.6849292413793,0.507513155172414,0.936761493103448,0.0202886540344828,0.327611454827586,0.370331793793103,12.751723837931,0.0195519896551724,5.68103448275862,0.00328907370344828,85.5159793103448,41.7462192413793,32.9007065862069
"132","Stung Treng",2012,10954.91352,105599,-617,104010,132,494,677,0.117522316206897,26.2918743793103,0.491217996551724,0.90376084137931,0.0161596264482759,0.362058883103448,0.376172374482759,12.5908043206897,0.0146693689655172,5.02586206896552,0.0028195493862069,85.5159793103448,41.7462192413793,32.9007065862069
"133","Svay Rieng",2007,2458.36635018,539,0,472364,608,1904,1619,0,253.793335096552,0.718733706051981,0.913690606901567,0.000325692820879898,0.332830040549357,0.723791701803921,4.13649509811029,0.00352155037436975,2.10845588235294,0.00108733822482335,5.11011044835294,8.52249119676471,22.1372068825588
"134","Svay Rieng",2008,2565.31987078,590,0,504528,656,2049,1541,0,256.23566571779,0.726588587516972,0.916932399556303,0.000362504107583494,0.32234255038512,0.727570263889852,3.62650234748592,0.000999720643869277,2.00211267605634,0.000927280664674477,5.09082751683099,8.44153630380282,21.7317689436338
"135","Svay Rieng",2009,2565.31987078,590,0,511443,613,2090,1380,0,259.162890763881,0.740952479665189,0.921343115830394,0.000241390743949449,0.329981472343627,0.719683769565149,3.36723004695775,0.0031169108898055,1.96957746478873,0.000777445013718808,5.09082751683099,8.44153630380282,21.7317689436338
"136","Svay Rieng",2010,2565.31987078,590,0,504528,656,2049,1541,0,256.23566571779,0.726588587516972,0.916932399556303,0.000362504107583494,0.32234255038512,0.727570263889852,3.62650234748592,0.00480199469857936,2.00211267605634,0.000927280664674477,5.09082751683099,8.44153630380282,21.7317689436338
"137","Svay Rieng",2011,2272.135038,539,0,470213,598,25452,4542,0,272.75363,0.6478619203125,0.77336639390625,0.00991983940625,0.387778927515625,0.4314179634375,3.450989625,0.006264938875,2.04484375,0.0006846200078125,5.164480328125,8.718314609375,21.9190421578125
"138","Svay Rieng",2012,2272.135038,539,0,475246,425,34680,7681,0,274.63450984375,0.629399440625,0.7899891921875,0.0297064521421875,0.38180997375,0.48061005796875,3.44734378125,0.0088443137484375,2.03546875,0.0006089853290625,5.164480328125,8.718314609375,21.9190421578125
"139","Takeo",2007,3382.50897396,129,0,944130,1998,3688,3562,0,331.04843176691,0.76077406181348,0.945091118407073,0.00735652225694329,0.52516255444622,0.608701917292711,3.08091228072105,0.00629169375694074,2.26542105263158,0.00187535269258188,12.2321276160211,28.3652361983474,23.1612469656105
"140","Takeo",2008,3382.50897396,129,0,955068,1870,3356,3236,0,334.668725367788,0.763693273696089,0.947366855533503,0.00599993662387433,0.554600125189389,0.550321171473966,3.08882456141053,0.000913227056749388,2.27068421052632,0.00139658663524859,12.2321276160211,28.3652361983474,23.1612469656105
"141","Takeo",2009,3382.50897396,129,0,959540,1881,3135,3130,2.87131052631579e-05,336.281567087547,0.759744879115335,0.937207482944754,0.0103322029867094,0.553331797966229,0.498111884872594,3.10663157895789,0.00347427379389884,2.27068421052632,0.001671590458364,12.2321276160211,28.3652361983474,23.1612469656105
"142","Takeo",2010,3382.50897396,129,0,954629,1870,3356,3236,0,334.096450414226,0.763693273696089,0.947366855533503,0.00599993662387433,0.554600125189389,0.550321171473966,3.08882456141053,0.00476873307190045,2.27068421052632,0.00139658663524859,12.2321276160211,28.3652361983474,23.1612469656105
"143","Takeo",2011,3149.69983,108,0,901094,1519,32397,13072,0,339.001962413793,0.68378075862069,0.828312210344828,0.038619940716092,0.630805648275862,0.312592874712644,2.83779692758621,0.00707759586896552,2.26873563218391,0.00128760777413793,12.439879862069,28.038134045977,23.5024962873563
"144","Takeo",2012,3149.69983,108,0,907992,1151,45031,21402,0,340.318446666667,0.650139102298851,0.785191144827586,0.0347406439735632,0.630410383908046,0.307277108390805,2.80147510344828,0.0125664161149425,2.33379310344828,0.00131686964597701,12.439879862069,28.038134045977,23.5024962873563
