Province,Commune,FEM_TOT,MAL_TOT,MAL_18_24,MAL_25_35,MAL_36_45,MAL_46_60,FEM_18_24,FEM_25_35,FEM_36_45,FEM_46_60,M_over61,F_over61
Banteay Meanchey,Tuek Chour,154,162,25,20,7,20,15,24,14,16,9,6
Banteay Meanchey,Tuek Chour,662,776,72,84,88,75,75,75,60,80,84,60
Banteay Meanchey,Tuek Chour,176,150,20,18,16,16,18,20,20,20,16,21
Banteay Meanchey,Tuek Chour,396,339,33,38,40,40,40,50,50,45,43,40
Banteay Meanchey,Tuek Chour,250,267,31,31,46,20,25,18,20,20,15,20
Banteay Meanchey,Tuek Chour,245,253,22,35,32,20,25,33,42,22,19,12
Banteay Meanchey,Tuek Chour,230,294,32,30,32,38,20,20,20,19,22,20
Banteay Meanchey,Tuek Chour,782,700,94,100,116,70,69,112,130,72,20,70
Banteay Meanchey,Tuek Chour,236,237,42,40,18,30,25,35,20,20,10,20
Banteay Meanchey,Tuek Chour,672,665,120,68,40,55,90,95,60,65,30,30
Banteay Meanchey,Tuek Chour,264,272,54,40,20,25,40,34,24,28,15,10
Banteay Meanchey,Bos Sbov,249,239,45,34,31,23,49,55,37,29,10,13
Banteay Meanchey,Bos Sbov,194,212,42,37,25,16,36,43,20,11,6,4
Banteay Meanchey,Bos Sbov,365,337,44,55,49,28,106,42,44,32,14,12
Banteay Meanchey,Bos Sbov,481,424,77,40,35,31,77,50,35,31,17,17
Banteay Meanchey,Bos Sbov,218,208,39,40,33,27,33,32,40,30,7,12
Banteay Meanchey,Bos Sbov,134,110,33,11,10,16,26,26,14,10,4,4
Banteay Meanchey,Bos Sbov,332,349,64,79,33,14,60,73,26,22,11,13
Banteay Meanchey,Bos Sbov,241,255,69,34,32,23,64,38,32,25,11,6
Banteay Meanchey,Bos Sbov,167,142,24,21,11,9,38,24,12,9,4,6
Banteay Meanchey,Bos Sbov,163,170,30,37,12,9,26,24,11,10,4,5
Banteay Meanchey,Bos Sbov,229,247,42,30,33,20,38,39,26,25,8,10
Banteay Meanchey,Bos Sbov,859,820,140,198,179,70,143,192,189,55,13,15
Banteay Meanchey,Bos Sbov,333,344,42,38,30,24,41,47,34,39,10,18
Banteay Meanchey,Bos Sbov,303,293,53,42,78,27,66,70,48,34,13,18
Banteay Meanchey,Bos Sbov,153,127,21,27,14,18,27,19,20,17,3,14
Banteay Meanchey,Bos Sbov,352,293,57,41,43,32,60,62,40,35,16,13
Banteay Meanchey,Bos Sbov,451,323,55,48,36,25,49,41,35,15,8,125
Banteay Meanchey,Changha,506,466,46,80,81,93,47,87,86,105,22,37
Banteay Meanchey,Changha,431,422,61,62,79,63,66,71,87,54,26,35
Banteay Meanchey,Changha,621,539,71,92,90,61,82,104,102,79,36,63
Banteay Meanchey,Changha,678,667,82,116,104,91,89,119,121,84,35,46
Banteay Meanchey,Changha,312,290,23,27,50,55,23,32,51,50,38,31
Banteay Meanchey,Changha,488,486,42,55,62,95,52,55,66,97,49,36
Banteay Meanchey,Koub,627,587,150,80,55,81,145,89,73,73,22,38
Banteay Meanchey,Koub,393,389,49,58,46,41,54,56,49,53,21,31
Banteay Meanchey,Koub,168,144,28,10,23,13,20,24,20,18,7,11
Banteay Meanchey,Koub,193,187,34,25,16,13,18,21,23,33,8,14
Banteay Meanchey,Koub,202,179,16,24,24,19,18,32,31,29,28,25
Banteay Meanchey,Koub,211,209,26,28,25,24,38,45,26,30,14,14
Banteay Meanchey,Koub,186,167,25,21,18,17,30,25,18,20,6,6
Banteay Meanchey,Koub,209,197,35,23,25,16,34,25,21,16,9,8
Banteay Meanchey,Koub,484,558,67,77,58,37,70,69,68,55,16,24
Banteay Meanchey,Koub,733,694,125,85,78,78,128,104,88,75,20,35
Banteay Meanchey,Koub,846,806,131,125,76,79,115,110,88,84,65,57
Banteay Meanchey,Kuttasat,956,866,63,99,90,141,76,119,120,155,158,205
Banteay Meanchey,Kuttasat,207,235,13,21,19,27,11,16,15,24,31,20
Banteay Meanchey,Kuttasat,1105,1120,73,115,106,159,80,126,114,171,128,149
Banteay Meanchey,Kuttasat,670,727,42,66,61,90,35,56,53,86,92,85
Banteay Meanchey,Ou Bei Choan,229,231,27,36,39,22,39,37,39,18,4,6
Banteay Meanchey,Ou Bei Choan,1053,1025,116,193,156,76,59,201,250,78,19,22
Banteay Meanchey,Ou Bei Choan,357,348,34,40,62,45,53,51,59,33,11,10
Banteay Meanchey,Ou Bei Choan,200,220,20,27,28,26,16,27,34,20,12,9
Banteay Meanchey,Ou Bei Choan,482,520,59,60,62,64,31,32,71,60,20,23
Banteay Meanchey,Ou Bei Choan,321,333,42,35,48,30,35,47,43,29,42,21
Banteay Meanchey,Ou Bei Choan,790,780,131,138,75,78,120,94,91,91,20,51
Banteay Meanchey,Ou Bei Choan,683,687,143,86,66,76,142,89,63,73,15,20
Banteay Meanchey,Ou Bei Choan,466,502,79,75,53,39,66,68,65,44,43,24
Banteay Meanchey,Ou Bei Choan,1224,1219,74,130,126,410,74,130,126,410,27,27
Banteay Meanchey,Ou Bei Choan,688,624,106,55,42,45,100,53,42,45,30,26
Banteay Meanchey,Samraong,614,592,91,89,74,56,90,76,78,69,16,46
Banteay Meanchey,Samraong,315,288,29,24,24,32,24,24,36,31,25,23
Banteay Meanchey,Samraong,160,167,28,24,20,16,24,26,25,21,4,9
Banteay Meanchey,Samraong,516,535,87,81,63,59,68,96,68,73,32,52
Banteay Meanchey,Samraong,399,358,43,45,63,56,43,42,66,62,5,3
Banteay Meanchey,Samraong,500,503,50,47,41,48,35,50,45,41,31,45
Banteay Meanchey,Samraong,354,408,65,52,69,55,52,42,31,67,20,21
Banteay Meanchey,Samraong,319,349,55,47,43,38,50,53,35,37,19,13
Banteay Meanchey,Samraong,242,230,32,33,25,21,36,42,27,22,14,8
Banteay Meanchey,Samraong,332,329,52,61,42,22,47,48,38,54,18,20
Banteay Meanchey,Souphi,673,589,91,85,77,82,86,91,75,93,33,66
Banteay Meanchey,Souphi,349,306,28,47,26,49,18,31,31,49,39,57
Banteay Meanchey,Souphi,454,463,76,68,54,45,76,57,60,62,23,29
Banteay Meanchey,Souphi,282,258,41,38,26,12,30,54,41,34,13,6
Banteay Meanchey,Souphi,435,411,60,78,45,36,78,69,44,39,14,26
Banteay Meanchey,Soengh,336,257,23,21,15,28,26,37,46,18,24,48
Banteay Meanchey,Soengh,414,481,77,68,80,33,70,61,55,33,35,34
Banteay Meanchey,Soengh,220,269,34,35,26,31,13,37,21,36,10,42
Banteay Meanchey,Soengh,323,320,52,48,52,48,59,49,45,52,9,16
Banteay Meanchey,Soengh,512,516,67,73,72,48,57,70,78,50,29,31
Banteay Meanchey,Soengh,608,613,97,112,84,52,97,112,84,52,17,17
Banteay Meanchey,Soengh,56,61,8,9,6,5,9,9,13,9,6,5
Banteay Meanchey,Soengh,395,383,27,32,50,65,39,23,18,45,35,50
Banteay Meanchey,Soengh,497,502,32,93,82,61,28,74,77,67,75,94
Banteay Meanchey,Tuek Thla,1851,1767,319,329,192,187,332,299,212,251,75,133
Banteay Meanchey,Tuek Thla,462,459,95,58,54,48,70,68,59,43,19,31
Banteay Meanchey,Tuek Thla,2014,1776,302,278,190,196,322,324,216,244,66,78
Banteay Meanchey,Tuek Thla,504,500,78,89,45,46,76,88,45,54,16,15
Banteay Meanchey,Tuek Thla,702,745,166,125,65,98,120,127,78,108,26,22
Banteay Meanchey,Tuek Thla,841,813,145,135,55,76,185,202,62,72,29,25
Banteay Meanchey,Kampong Svay,3570,3285,585,398,295,259,645,420,285,325,85,122
Banteay Meanchey,Kampong Svay,596,675,97,97,70,63,131,87,58,79,23,22
Banteay Meanchey,Kampong Svay,3270,2546,112,182,105,104,215,307,307,216,115,246
Banteay Meanchey,Kampong Svay,1724,1593,153,193,179,168,174,203,199,178,98,101
Banteay Meanchey,Kampong Svay,2517,2586,311,354,110,118,307,351,202,111,93,77
Banteay Meanchey,Kaoh Pong Satv,530,528,45,82,72,85,46,85,75,86,32,37
Banteay Meanchey,Kaoh Pong Satv,209,236,38,40,18,22,36,41,17,34,15,15
Banteay Meanchey,Kaoh Pong Satv,168,163,29,25,16,19,20,31,19,26,9,15
Banteay Meanchey,Kaoh Pong Satv,326,297,55,65,27,32,60,52,37,37,10,25
Banteay Meanchey,Kaoh Pong Satv,927,863,172,164,75,99,148,166,85,124,56,92
Banteay Meanchey,Mkak,653,629,113,120,92,76,88,109,92,103,20,34
Banteay Meanchey,Mkak,639,684,120,118,87,85,93,102,85,94,27,36
Banteay Meanchey,Mkak,731,697,121,119,78,86,117,122,92,93,24,23
Banteay Meanchey,Mkak,425,384,62,66,55,49,76,75,54,53,15,15
Banteay Meanchey,Mkak,452,395,69,71,53,49,72,74,52,65,11,16
Banteay Meanchey,Mkak,394,412,71,66,45,54,62,68,44,52,16,14
Banteay Meanchey,Mkak,371,401,65,63,46,56,63,61,47,37,6,8
Banteay Meanchey,Ou Ambel,1480,1140,34,128,169,516,50,178,232,638,20,29
Banteay Meanchey,Ou Ambel,1862,1596,176,219,283,325,324,348,313,297,63,61
Banteay Meanchey,Ou Ambel,1734,1890,180,229,215,220,108,137,125,185,103,218
Banteay Meanchey,Ou Ambel,1096,1013,174,172,105,114,163,177,103,144,37,60
Banteay Meanchey,Ou Ambel,3167,3247,284,294,309,318,279,288,307,316,328,326
Banteay Meanchey,Phniet,407,385,24,75,65,51,29,72,66,39,8,26
Banteay Meanchey,Phniet,368,379,54,43,33,59,44,29,47,56,21,72
Banteay Meanchey,Phniet,314,295,52,58,39,30,57,61,32,39,18,28
Banteay Meanchey,Phniet,275,286,47,52,22,35,47,50,29,41,10,17
Banteay Meanchey,Phniet,526,490,75,92,44,65,89,94,49,67,21,43
Banteay Meanchey,Phniet,160,291,52,41,35,33,24,24,20,17,15,12
Banteay Meanchey,Phniet,311,306,61,59,31,33,53,57,31,39,10,15
Banteay Meanchey,Preah Ponlea,315,262,51,40,28,18,66,48,30,21,9,14
Banteay Meanchey,Preah Ponlea,1520,2285,139,43,191,180,180,140,198,166,152,260
Banteay Meanchey,Preah Ponlea,1703,1647,269,283,211,202,286,287,202,205,102,106
Banteay Meanchey,Preah Ponlea,1977,1180,215,146,177,151,255,213,256,260,46,61
Banteay Meanchey,Preah Ponlea,1129,1096,221,216,109,115,181,220,113,144,44,53
Banteay Meanchey,Preah Ponlea,785,587,112,106,104,39,123,120,118,93,11,28
Banteay Meanchey,Preah Ponlea,582,597,109,58,72,101,101,52,87,94,8,9
Banteay Meanchey,Banteay Chhmar,344,344,50,71,42,21,45,79,40,18,29,11
Banteay Meanchey,Banteay Chhmar,504,598,90,70,72,57,79,67,54,36,17,12
Banteay Meanchey,Banteay Chhmar,665,672,140,145,70,83,144,120,85,91,28,39
Banteay Meanchey,Banteay Chhmar,579,587,69,94,86,40,64,54,56,56,19,28
Banteay Meanchey,Banteay Chhmar,531,558,111,111,61,73,88,121,60,71,14,22
Banteay Meanchey,Banteay Chhmar,847,898,66,75,81,108,39,106,146,94,164,155
Banteay Meanchey,Banteay Chhmar,138,191,39,29,19,29,29,25,12,11,9,2
Banteay Meanchey,Banteay Chhmar,637,448,25,29,43,83,54,62,68,59,12,29
Banteay Meanchey,Banteay Chhmar,415,480,71,21,23,15,35,42,39,32,6,17
Banteay Meanchey,Banteay Chhmar,577,522,46,47,46,45,50,54,50,50,40,40
Banteay Meanchey,Banteay Chhmar,430,381,57,49,54,38,72,57,54,37,16,20
Banteay Meanchey,Banteay Chhmar,241,191,32,35,13,29,39,40,16,35,5,10
Banteay Meanchey,Banteay Chhmar,709,678,115,115,64,83,104,112,87,80,18,22
Banteay Meanchey,Banteay Chhmar,434,428,60,48,64,35,60,48,64,35,0,6
Banteay Meanchey,Kouk Romiet,819,958,106,119,167,76,94,83,164,57,38,103
Banteay Meanchey,Kouk Romiet,977,1033,166,209,142,86,188,190,120,105,42,46
Banteay Meanchey,Kouk Romiet,405,424,60,60,42,51,94,50,53,52,19,31
Banteay Meanchey,Kouk Romiet,100,79,14,19,7,8,12,25,11,8,2,6
Banteay Meanchey,Kouk Romiet,642,592,79,75,42,40,85,84,80,37,16,71
Banteay Meanchey,Kouk Romiet,268,281,45,50,26,30,53,35,23,40,4,6
Banteay Meanchey,Kouk Romiet,63,71,9,13,11,3,9,13,7,9,4,1
Banteay Meanchey,Kouk Romiet,295,267,27,28,29,30,28,29,30,31,5,10
Banteay Meanchey,Kouk Romiet,783,685,77,95,72,57,79,98,76,79,22,28
Banteay Meanchey,Kouk Romiet,592,566,73,97,75,48,99,98,63,61,10,12
Banteay Meanchey,Kouk Romiet,144,164,18,30,14,13,20,25,8,18,4,4
Banteay Meanchey,Kouk Romiet,138,187,29,28,26,24,15,21,20,11,17,13
Banteay Meanchey,Kouk Romiet,147,169,44,21,13,18,23,16,22,18,3,5
Banteay Meanchey,Kouk Romiet,518,498,80,73,58,49,67,67,64,50,11,16
Banteay Meanchey,Kouk Romiet,1081,1176,297,179,130,87,195,191,142,108,27,28
Banteay Meanchey,Kouk Romiet,253,317,38,38,36,24,31,28,35,21,22,8
Banteay Meanchey,Kouk Romiet,497,475,89,87,66,48,82,96,71,65,13,27
Banteay Meanchey,Kouk Romiet,398,341,57,35,50,36,47,43,44,40,11,10
Banteay Meanchey,Kouk Romiet,251,314,50,51,27,25,42,39,35,22,5,6
Banteay Meanchey,Kouk Romiet,198,203,33,22,25,17,24,24,29,14,7,6
Banteay Meanchey,Kouk Romiet,300,307,48,57,28,35,53,45,38,29,8,3
Banteay Meanchey,Phum Thmei,794,879,149,138,103,58,45,120,74,79,85,83
Banteay Meanchey,Phum Thmei,433,402,82,66,57,40,82,85,59,40,10,26
Banteay Meanchey,Phum Thmei,421,407,72,90,68,34,71,89,64,51,4,14
Banteay Meanchey,Phum Thmei,566,451,100,41,53,48,115,105,100,40,37,31
Banteay Meanchey,Phum Thmei,551,539,51,94,94,80,92,113,83,61,53,33
Banteay Meanchey,Phum Thmei,496,527,65,96,80,60,52,79,82,61,56,52
Banteay Meanchey,Phum Thmei,227,226,18,21,21,26,33,23,30,27,18,16
Banteay Meanchey,Thma Puok,659,597,115,110,91,83,101,142,86,120,23,47
Banteay Meanchey,Thma Puok,630,563,124,104,81,77,119,96,68,117,14,37
Banteay Meanchey,Thma Puok,414,425,49,46,49,49,52,47,51,52,51,49
Banteay Meanchey,Thma Puok,721,664,123,112,80,111,130,106,88,124,17,53
Banteay Meanchey,Thma Puok,783,764,136,99,100,99,123,112,110,114,58,57
Banteay Meanchey,Thma Puok,722,719,43,160,106,57,36,132,101,50,43,49
Banteay Meanchey,Thma Puok,220,216,21,50,23,21,31,49,23,24,10,7
Banteay Meanchey,Kouk Kakthen,347,336,67,60,42,30,66,60,43,32,5,13
Banteay Meanchey,Kouk Kakthen,232,224,37,47,35,22,23,46,40,36,14,13
Banteay Meanchey,Kouk Kakthen,992,1035,131,130,128,101,116,124,108,92,49,52
Banteay Meanchey,Kouk Kakthen,309,391,72,63,49,35,67,74,36,37,25,10
Banteay Meanchey,Kouk Kakthen,344,329,62,40,50,32,52,51,42,45,18,26
Banteay Meanchey,Kouk Kakthen,366,373,83,60,36,31,72,61,40,38,13,14
Banteay Meanchey,Kouk Kakthen,306,292,44,44,39,21,53,43,39,28,9,16
Banteay Meanchey,Kouk Kakthen,156,139,26,32,7,20,24,18,12,17,8,9
Banteay Meanchey,Kouk Kakthen,548,426,65,86,60,69,138,82,77,57,11,27
Banteay Meanchey,Kumru,553,512,75,56,80,45,57,67,76,85,13,15
Banteay Meanchey,Kumru,792,721,100,114,109,137,122,195,98,105,42,26
Banteay Meanchey,Kumru,589,640,89,97,92,125,78,91,96,115,17,17
Banteay Meanchey,Kumru,173,163,17,24,18,28,39,23,22,19,9,19
Banteay Meanchey,Kumru,617,612,115,106,74,81,106,104,89,78,24,20
Banteay Meanchey,Kumru,131,124,27,17,15,15,24,19,18,18,2,2
Banteay Meanchey,Kumru,881,818,138,129,105,205,118,120,117,203,67,57
Banteay Meanchey,Phkoam,781,865,160,175,113,57,144,126,107,32,40,53
Banteay Meanchey,Phkoam,816,751,130,138,96,48,146,160,119,50,40,66
Banteay Meanchey,Phkoam,235,262,31,45,10,18,36,24,31,18,6,5
Banteay Meanchey,Phkoam,388,428,30,24,78,56,30,32,55,60,82,70
Banteay Meanchey,Phkoam,309,378,57,52,52,30,35,63,52,28,4,6
Banteay Meanchey,Phkoam,83,74,5,10,6,6,6,12,8,7,7,6
Banteay Meanchey,Phkoam,786,782,127,109,58,32,112,112,70,64,12,13
Banteay Meanchey,Phkoam,454,408,37,41,43,20,53,55,35,60,18,20
Banteay Meanchey,Phkoam,532,509,104,88,60,45,108,81,75,72,17,28
Banteay Meanchey,Phkoam,459,501,82,95,59,51,87,42,51,21,12,21
Banteay Meanchey,Phkoam,123,150,24,24,13,10,4,27,18,11,10,13
Banteay Meanchey,Sarongk,595,590,122,91,78,57,120,91,85,59,14,25
Banteay Meanchey,Sarongk,423,341,66,62,45,33,63,45,43,23,20,17
Banteay Meanchey,Sarongk,275,247,8,45,35,26,42,52,26,34,9,8
Banteay Meanchey,Sarongk,695,629,80,108,98,33,84,114,103,39,36,42
Banteay Meanchey,Sarongk,267,259,56,44,37,22,58,30,34,40,8,15
Banteay Meanchey,Sarongk,289,259,53,47,21,35,33,38,25,60,12,13
Banteay Meanchey,Sla Kram,645,688,111,104,75,90,115,135,100,70,46,30
Banteay Meanchey,Sla Kram,686,754,138,170,79,78,101,141,67,91,24,32
Banteay Meanchey,Sla Kram,826,864,129,156,90,60,120,128,65,70,30,30
Banteay Meanchey,Sla Kram,580,535,122,38,52,54,80,90,42,11,10,10
Banteay Meanchey,Sla Kram,218,184,35,28,23,22,31,32,20,24,7,10
Banteay Meanchey,Sla Kram,674,652,71,65,74,78,74,67,72,75,45,53
Banteay Meanchey,Sla Kram,240,243,79,22,21,18,47,26,20,28,9,11
Banteay Meanchey,Sla Kram,426,402,61,78,57,39,65,85,50,60,20,28
Banteay Meanchey,Sla Kram,631,757,56,56,122,98,44,54,104,96,55,45
Banteay Meanchey,Sla Kram,435,414,61,69,44,37,57,75,49,35,7,42
Banteay Meanchey,Svay Chek,101,200,42,33,20,23,22,14,13,10,5,3
Banteay Meanchey,Svay Chek,254,251,41,19,85,22,19,31,55,40,5,12
Banteay Meanchey,Svay Chek,244,289,35,35,27,22,28,32,39,39,11,28
Banteay Meanchey,Svay Chek,274,286,40,53,38,33,27,49,39,42,0,1
Banteay Meanchey,Svay Chek,537,440,47,55,75,84,53,85,82,110,58,50
Banteay Meanchey,Svay Chek,320,204,33,31,4,29,41,47,50,46,13,27
Banteay Meanchey,Svay Chek,394,390,35,42,41,47,45,45,40,35,47,33
Banteay Meanchey,Svay Chek,222,189,27,31,24,29,32,36,33,36,7,8
Banteay Meanchey,Svay Chek,101,88,11,20,9,7,15,19,11,15,2,4
Banteay Meanchey,Svay Chek,697,736,146,119,69,83,125,109,78,93,1,3
Banteay Meanchey,Svay Chek,268,269,27,34,26,38,24,37,23,50,35,29
Banteay Meanchey,Svay Chek,526,542,96,105,65,49,101,74,71,57,8,15
Banteay Meanchey,Svay Chek,316,416,76,77,65,37,50,55,33,34,10,8
Banteay Meanchey,Svay Chek,323,291,34,33,21,35,27,38,53,24,19,10
Banteay Meanchey,Ta Baen,248,259,38,38,38,28,36,30,36,49,8,13
Banteay Meanchey,Ta Baen,398,375,75,71,46,51,58,72,51,74,22,25
Banteay Meanchey,Ta Baen,547,549,85,127,78,57,75,113,63,88,29,59
Banteay Meanchey,Ta Baen,266,262,32,45,35,24,52,47,35,32,20,13
Banteay Meanchey,Ta Baen,399,391,67,69,30,30,65,71,38,45,61,60
Banteay Meanchey,Ta Phou,472,479,96,103,57,46,75,90,68,65,18,32
Banteay Meanchey,Ta Phou,463,500,86,86,57,65,58,91,63,73,34,32
Banteay Meanchey,Ta Phou,270,272,62,50,29,35,60,55,40,31,4,10
Banteay Meanchey,Ta Phou,333,296,22,72,65,36,55,57,14,43,10,20
Banteay Meanchey,Ta Phou,218,209,29,35,34,23,41,36,40,30,10,10
Banteay Meanchey,Ta Phou,187,203,38,66,14,23,21,59,22,22,10,12
Banteay Meanchey,Ta Phou,160,149,18,41,17,5,19,39,20,20,5,10
Banteay Meanchey,Ta Phou,364,366,25,79,49,66,65,31,54,75,15,30
Banteay Meanchey,Ta Phou,437,422,32,35,28,27,36,35,38,31,39,39
Banteay Meanchey,Ta Phou,302,266,18,19,40,50,25,54,46,34,30,51
Banteay Meanchey,Ta Phou,623,1017,161,212,142,106,85,89,82,56,50,29
Banteay Meanchey,Treas,385,406,87,70,55,31,59,60,49,38,12,58
Banteay Meanchey,Treas,249,197,16,37,20,21,31,35,27,29,34,15
Banteay Meanchey,Treas,872,874,129,153,135,80,136,158,123,86,83,40
Banteay Meanchey,Treas,1100,985,205,146,130,124,196,138,131,191,34,45
Banteay Meanchey,Treas,355,363,44,42,32,33,42,41,33,31,32,27
Banteay Meanchey,Treas,880,917,115,157,137,140,113,184,173,98,63,54
Banteay Meanchey,Treas,1058,1118,279,133,183,101,219,133,183,101,36,36
Banteay Meanchey,Treas,115,107,8,13,14,22,17,12,26,27,6,4
Banteay Meanchey,Treas,540,486,39,107,99,68,121,116,47,75,15,26
Banteay Meanchey,Roluos,344,302,12,20,51,71,31,21,62,57,81,103
Banteay Meanchey,Roluos,367,402,76,62,42,40,51,51,32,20,20,20
Banteay Meanchey,Roluos,215,196,34,41,24,26,40,34,21,25,7,10
Banteay Meanchey,Roluos,196,211,40,30,36,28,30,31,31,29,8,19
Banteay Meanchey,Roluos,61,57,12,10,3,10,7,12,7,13,1,8
Banteay Meanchey,Roluos,591,690,225,68,43,47,78,119,75,79,19,32
Banteay Meanchey,Roluos,88,86,8,15,9,8,10,9,8,7,5,3
Banteay Meanchey,Boeng Beng,415,463,58,64,62,50,55,58,58,54,7,4
Banteay Meanchey,Boeng Beng,321,309,58,48,36,37,62,38,41,43,8,13
Banteay Meanchey,Boeng Beng,331,351,79,62,32,35,57,49,43,38,8,9
Banteay Meanchey,Boeng Beng,709,694,83,101,104,102,78,119,107,116,48,28
Banteay Meanchey,Boeng Beng,519,509,69,55,54,58,91,73,54,48,14,10
Banteay Meanchey,Malai,788,776,102,116,123,120,112,107,128,151,21,13
Banteay Meanchey,Malai,316,295,45,40,32,73,41,38,50,78,10,9
Banteay Meanchey,Malai,444,501,108,73,33,89,72,62,56,83,16,20
Banteay Meanchey,Malai,378,372,82,61,28,72,38,59,60,79,7,13
Banteay Meanchey,Malai,391,504,46,50,53,83,33,47,65,21,19,65
Banteay Meanchey,Malai,350,367,38,49,45,53,40,42,42,55,19,19
Banteay Meanchey,Malai,342,337,48,45,49,68,45,55,51,72,0,2
Banteay Meanchey,Malai,942,976,129,106,100,120,112,111,93,118,31,25
Banteay Meanchey,Ou Sampor,613,617,70,78,86,56,87,62,61,38,12,16
Banteay Meanchey,Ou Sampor,505,469,44,39,45,41,42,55,53,46,8,13
Banteay Meanchey,Ou Sampor,813,844,88,99,119,62,89,76,61,49,14,15
Banteay Meanchey,Ou Sampor,738,710,71,75,100,55,52,62,115,68,11,18
Banteay Meanchey,Ou Sralau,251,218,55,31,16,38,55,17,35,29,3,4
Banteay Meanchey,Ou Sralau,277,316,48,42,37,21,48,39,30,38,10,7
Banteay Meanchey,Ou Sralau,325,297,67,62,23,52,69,38,26,59,4,3
Banteay Meanchey,Ou Sralau,176,173,37,26,23,20,26,22,26,28,1,1
Banteay Meanchey,Ou Sralau,139,145,35,15,5,18,20,17,9,16,2,3
Banteay Meanchey,Ou Sralau,160,174,36,14,20,22,32,16,20,29,2,2
Banteay Meanchey,Ou Sralau,251,278,25,23,45,32,17,42,28,34,12,12
Banteay Meanchey,Ou Sralau,199,176,28,31,19,14,27,37,20,19,5,12
Banteay Meanchey,Tuol Pongro,771,825,138,122,76,77,125,88,81,88,19,21
Banteay Meanchey,Tuol Pongro,269,322,58,44,31,34,49,33,38,33,7,8
Banteay Meanchey,Tuol Pongro,789,670,71,86,56,79,119,88,57,74,10,6
Banteay Meanchey,Tuol Pongro,729,732,97,103,87,78,88,102,81,82,18,13
Banteay Meanchey,Tuol Pongro,1154,873,158,115,105,78,437,120,100,82,23,25
Banteay Meanchey,Tuol Pongro,544,553,102,92,95,99,92,89,91,77,10,8
Banteay Meanchey,Tuol Pongro,1037,1052,91,101,98,104,113,107,112,82,65,51
Banteay Meanchey,Ta Kong,325,305,47,41,42,25,42,37,34,31,6,6
Banteay Meanchey,Ta Kong,3205,3041,410,380,402,304,520,533,338,324,58,75
Banteay Meanchey,Ta Kong,347,287,54,54,26,22,56,60,24,30,22,31
Banteay Meanchey,Ta Kong,263,268,36,30,28,14,28,35,23,25,18,14
Banteay Meanchey,Ta Kong,256,262,20,49,24,26,37,31,27,31,29,8
Banteay Meanchey,Ta Kong,497,512,83,102,49,48,80,95,50,55,26,20
Battambang,Kantueu Muoy,476,654,82,78,80,25,60,71,66,28,18,22
Battambang,Kantueu Muoy,384,459,35,59,55,34,41,59,63,34,28,20
Battambang,Kantueu Muoy,341,433,42,38,36,30,46,43,33,29,10,15
Battambang,Kantueu Muoy,231,278,28,25,30,27,25,20,34,27,35,25
Battambang,Kantueu Muoy,334,441,43,47,33,21,48,32,44,21,15,23
Battambang,Kantueu Muoy,393,578,102,72,92,37,45,42,52,35,24,20
Battambang,Kantueu Muoy,480,653,84,75,68,41,42,41,48,46,20,30
Battambang,Kantueu Pir,288,317,64,35,27,33,52,54,32,22,14,36
Battambang,Kantueu Pir,343,328,24,14,40,98,14,20,38,118,70,85
Battambang,Kantueu Pir,722,731,134,100,81,73,141,99,94,84,36,48
Battambang,Kantueu Pir,261,263,31,46,34,27,39,47,29,27,18,24
Battambang,Kantueu Pir,436,464,67,100,42,42,66,88,39,46,23,25
Battambang,Kantueu Pir,623,596,87,88,65,48,73,96,74,48,38,72
Battambang,Kantueu Pir,423,412,41,47,53,54,40,62,40,64,4,5
Battambang,Bay Damram,382,377,53,74,39,30,69,69,46,30,30,26
Battambang,Bay Damram,378,343,60,52,39,31,62,64,40,47,21,24
Battambang,Bay Damram,266,203,26,14,17,20,33,40,30,30,18,30
Battambang,Bay Damram,636,609,98,95,74,61,93,114,70,83,54,42
Battambang,Bay Damram,687,620,114,122,62,88,122,128,73,98,37,42
Battambang,Bay Damram,270,312,56,40,30,33,53,23,41,31,49,31
Battambang,Bay Damram,348,381,68,67,35,39,64,56,35,57,20,32
Battambang,Bay Damram,484,556,57,65,69,72,65,50,41,65,37,25
Battambang,Chheu Teal,629,564,105,111,49,50,100,116,61,91,42,39
Battambang,Chheu Teal,859,780,150,110,80,92,164,155,90,114,55,52
Battambang,Chheu Teal,647,598,117,109,48,67,107,107,63,86,33,61
Battambang,Chheu Teal,460,465,80,85,28,49,71,89,38,56,25,49
Battambang,Chheu Teal,647,598,102,105,68,60,107,107,73,66,28,47
Battambang,Chheu Teal,755,1186,132,30,100,194,135,80,65,68,70,113
Battambang,Chheu Teal,689,677,106,120,60,61,89,121,70,110,50,80
Battambang,Chheu Teal,511,463,66,58,50,41,56,56,61,93,81,59
Battambang,Chheu Teal,211,188,37,30,19,15,30,35,25,25,16,18
Battambang,Chheu Teal,704,621,78,73,77,76,102,108,110,106,54,45
Battambang,Chheu Teal,622,567,103,83,64,63,56,98,86,64,56,58
Battambang,Chheu Teal,378,380,18,24,59,59,25,29,67,60,68,86
Battambang,Chheu Teal,387,431,53,74,29,35,56,64,42,44,19,25
Battambang,Chheu Teal,315,244,8,31,22,40,14,43,22,55,51,61
Battambang,Chheu Teal,338,319,30,31,41,49,28,22,25,51,66,70
Battambang,Chaeng Mean Chey,538,577,106,56,46,37,98,48,55,38,62,71
