CommCode,easting,northing
31314,523462,1327958
30709,534050,1321498
40503,474439,1322117
30503,547171,1323949
31623,573901,1320518
30606,544327,1321791
30701,524129,1322324
40703,446841,1317973
31014,650384,1313972
30101,489888,1322279
40804,429027,1313567
31622,554011,1320877
40510,464213,1323278
30502,550796,1325591
30707,510685,1321040
30504,550381,1324772
30711,519096,1323105
31613,581352,1320220
40504,476837,1318027
30704,526734,1320056
30705,502889,1316823
30703,515191,1317842
40506,470613,1318743
30406,604825,1314702
50801,423068,1303859
30604,539633,1321010
30605,548778,1320848
31608,563909,1318045
30102,498619,1319505
31007,629452,1315775
31619,572158,1316171
31004,637705,1315886
40709,460346,1319067
31016,620249,1314974
30103,494409,1315823
31404,529027,1317426
31413,520290,1316463
30107,486254,1312837
30805,535524,1316504
30801,540380,1315441
40708,457920,1311426
40507,466402,1318229
30401,595391,1317980
50406,381528,1294367
30802,546885,1317347
30608,542311,1318764
31618,582665,1314276
90702,359669,1297800
31411,522301,1317892
120709,488474,1287792
80303,511992,1286074
140205,556556,1286907
50502,454495,1286298
120503,480412,1284028
50513,462199,1286527
80305,494175,1285620
120703,486325,1287025
140406,568076,1286470
50808,433249,1287909
80809,469538,1288123
140810,520762,1286960
120708,491166,1287452
90703,344055,1287061
80908,477929,1288691
80307,498634,1287994
140808,527359,1284314
140203,576002,1282222
90304,317461,1264824
80602,506593,1282887
120711,487652,1285499
50401,418707,1279407
50508,446313,1283066
50402,405178,1276955
80812,474711,1284513
90401,286822,1284381
141008,546737,1284463
140208,559584,1283143
90303,300864,1276553
120701,484921,1284455
80308,499206,1285280
80816,469055,1282951
90605,373075,1256621
50515,462146,1280902
80301,512044,1280813
120511,482426,1280794
120706,490344,1282363
141002,552765,1281176
140804,523637,1279566
90402,280062,1283158
90703,341680,1272091
120712,488584,1284738
140803,515223,1281840
50806,431358,1282696
50505,450695,1280708
120704,489723,1283779
80309,498008,1283125
50514,457019,1280710
141007,539831,1279319
120705,485832,1280376
140206,568836,1276403
141107,535192,1276998
50503,440466,1279631
90503,290212,1276222
200403,581785,1277325
200416,588895,1274121
141010,546524,1280151
90403,283014,1279798
120710,493192,1280649
140202,563101,1277637
120509,479177,1279145
80815,475828,1279550
80315,498537,1280955
50714,429630,1273870
140805,520631,1298384
80709,498581,1302162
140809,524815,1297354
31001,636047,1299873
141208,541876,1301250
31203,588939,1293135
80306,504124,1301056
80906,476943,1299916
50510,463284,1302068
141205,529914,1302905
31412,508213,1302619
31202,579681,1299807
31403,512829,1303320
31015,624402,1301765
50807,457062,1299289
80907,480203,1302285
80310,502571,1297233
31402,511335,1298856
31002,642324,1295429
141201,551240,1297195
80910,481282,1297421
31208,603168,1294030
140408,556844,1296745
50404,411965,1291185
31010,630353,1299606
31414,514880,1300270
80703,495931,1298567
80913,471613,1296736
141209,538622,1298089
50802,452700,1296991
50804,435642,1294963
141211,545156,1296242
80311,499145,1293005
80902,476330,1294880
50504,465018,1292747
80701,492627,1293855
141206,539910,1294170
140402,559236,1292436
50506,453272,1292290
140201,575886,1290422
50509,463339,1296496
140802,533343,1293389
80312,507995,1296703
90704,319594,1289074
140404,573029,1295935
140405,565317,1295928
80302,513852,1294942
50805,445947,1292303
80318,504994,1289456
140807,537119,1286065
140801,516090,1287904
80901,475484,1291336
80314,511404,1289087
140401,545961,1288921
80909,484282,1289230
140204,582717,1285534
140403,552321,1291490
80313,507376,1292871
80912,482081,1291431
140407,565098,1291688
140811,526534,1290720
50501,459845,1290583
50512,448843,1289300
80702,494043,1289904
60102,516362,1377621
150501,375909,1379035
31514,574530,1374442
150407,348471,1359480
100204,634336,1374902
40406,452642,1379023
100209,611413,1380200
40111,436269,1378348
40102,438572,1383541
150311,396406,1375077
40102,440555,1383497
150403,358190,1372669
40102,441793,1381031
100505,644497,1364826
150401,367479,1376792
40406,458520,1375530
110504,740665,1373986
40104,444935,1375033
100305,604542,1368674
100301,590035,1365636
110302,732163,1366356
100306,585259,1366477
40110,441771,1375665
40402,480189,1370019
31506,561054,1373429
60108,502140,1376806
60110,534973,1373397
31503,548208,1371072
40104,447494,1378447
40103,439953,1376963
100211,614298,1376884
40105,450863,1375866
60103,500084,1370496
40109,439368,1371899
150604,310478,1360086
40108,433222,1368686
40106,449904,1367596
110105,701126,1361811
40405,466679,1366355
60107,516486,1370289
100201,617086,1371043
150404,391922,1347809
40105,454119,1370886
100213,624605,1371626
31501,568771,1369080
150603,279270,1359854
60104,510441,1374033
40107,444380,1368473
40407,485125,1365053
100303,604512,1361046
150402,367877,1366445
30202,522284,1364369
30204,531290,1365250
40101,436508,1363902
31510,558584,1360911
30205,536041,1364422
100206,613489,1368271
31504,579997,1364350
100501,670038,1352014
150310,403818,1362528
150304,414948,1361874
150605,263947,1346773
100308,597185,1364244
30208,525292,1368623
60704,492850,1390058
20611,323643,1395675
150502,380515,1393692
60310,484982,1392379
110502,737005,1388528
60702,502055,1392670
150308,404375,1384885
20612,339494,1390272
60303,488316,1404999
110404,771559,1393515
150203,389458,1396657
60301,489083,1402891
60304,480326,1400186
60302,487282,1403402
150204,399076,1396948
150306,401377,1393671
100203,624876,1384011
110103,710626,1380040
110503,745186,1384293
40404,458528,1386859
60703,516562,1385199
150301,410902,1380500
60707,511031,1387378
100205,617858,1387658
150309,407549,1384158
110403,753512,1391888
150106,355970,1392303
150207,383979,1393417
150103,360951,1389082
150110,366799,1389390
150201,389579,1390318
60708,503251,1388536
150303,397041,1386737
150602,315650,1377221
150202,387179,1386810
40401,472284,1378179
150302,426736,1375751
110301,763432,1373851
40102,436503,1385604
150507,379259,1385350
110504,727459,1380405
60701,516319,1387806
110102,688814,1376987
150504,380926,1387720
150209,383734,1388728
150307,417506,1378953
150109,348843,1379203
100214,610992,1386932
150503,374243,1382987
60117,502196,1382390
40102,444223,1384803
60101,535256,1382648
60111,529608,1380233
