"","CommCode","Province","Commune.x","tot_pop","family","male_18_60","fem_18_60","pop_over61","numPrimLivFarm","Fish_man","ntfp_fam","land_confl","Pax_migt_in","Pax_migt_out","F6_24_sch","M6_24_sch","F18_60_ill","M18_60_ill","propPrimLivFarm","fam_prod","Cloth_craft","Trader","serv_prov","Les1_R_Land","No_R_Land","Les1_F_Land","No_F_Land","cow_fam","pig_fam","garbage","KM_Market","KM_Comm","wat_safe","wat_pipe","crim_case","KM_Heal_cent","inf_mort","U5_mort","Prop_Indigenous","dist_sch","Commune.y","perc_change_dir","perc_change"
"54","110104","Mondul Kiri","Srae Khtum",7660,1880,3238,3141,310,1755,0,25,47,1249,0,0.527573761166667,0.5299855435,0.429346561833333,0.413834456,0.953933061833333,0.0013642565,0,0.0147136873333333,0.00181900866666667,0.174821490833333,0.1760536165,0.125837155166667,0.0829376001666667,0.112206022,0.1424597925,0,12.5,7.6,0,0.778025552,0,8.33333333333333,0.000366522,0.000366522,0.593372183520992,12.5,"Srae Khtum",-0.178810907,0.178810907
"55","110203","Mondul Kiri","Roya",2026,406,770,717,47,381,0,0,4,150,0,0.21374599275,0.22803921575,0.67610742525,0.57463536925,0.9273255815,0,0,0.0058139535,0,0.052169707,0.0769355835,0,0,0.75855012075,0.638359918,0,27,27.25,0.25,0.2164227315,0,26.75,0,0,0.889731709713472,19.5,"Roya",-0.170419963,0.170419963
"56","110301","Mondul Kiri","Dak Dam",1452,332,558,554,70,323,0,0,8,19,15,0.597144102666667,0.639934393333333,0.383120263,0.491725907333333,0.972031063333333,0,0,0.015376344,0,0.008064516,0,0,0,0.244496216666667,0.771967343666667,0,17,0.2,0,0.964555953666667,0.001546201,0.233333333333333,0.00322841,0.00396750833333333,0.895860597862606,18,"Dak Dam",-1.843733883,1.843733883
"57","110404","Mondul Kiri","Bu Sra",3925,849,1497,1493,182,829,0,0,16,75,17,0.513554035571429,0.494825575,0.336421586285714,0.358153333857143,0.973910248142857,0,0,0.00389610385714286,0.00259740257142857,0.227530564142857,0.200517048857143,0.0141442715714286,0,0.246668042714286,0.295923300428571,0,38.7142857142857,0.971428571428571,0.142857142857143,0.669028318285714,0.000541125571428571,0.964285714285714,0.000976227714285714,0.000976227714285714,0.887286189900375,0.7,"Bu Sra",-0.038328862,0.038328862
"58","130504","Preah Vihear","Rung Roeang",4016,756,1537,1497,298,756,0,0,4,12,12,0.81948677125,0.77830596375,0.18843206675,0.15330842675,1,0,0,0,0,0.53663974175,0.07451201475,0,0,0.86165550625,0.74863578375,0,9.75,1.25,0.25,0.9196267155,0,4,0.0006510725,0.00127128275,0.0433459407068125,0.6,"Rung Roeang",-0.528479154,0.528479154
"59","130507","Preah Vihear","Rotanak",3001,523,1052,1019,129,522,0,0,60,78,12,0.6692501388,0.6663199474,0.602095719,0.5014735034,0.9992031872,0,0,0.0007968128,0,0.2641244546,0.0079681274,0,0,0.9000936808,0.9474804404,0,27.6,5.2,0,0.9918699186,0,12.4,0.0001233046,0.0005747126,0,20,"Rotanak",-6.839186691,6.839186691
"60","130512","Preah Vihear","Romoniy",3939,829,1568,1497,118,783,0,17,5,18,58,0.615730254,0.6005411558,0.398231996,0.346459596,0.9502477974,0.0025974026,0,0.017656545,0.004777161,0.2786796536,0.2118105774,0,0,0.4379239372,0.3338161904,0,24.2,10.6,0,0.4682073886,0.0001886792,12.6,0.0013219056,0.0002460024,0.710570898341002,5,"Romoniy",-3.023407022,3.023407022
"61","150101","Pursat","Boeng Bat Kandaol",11129,2170,4444,4292,760,2080,6,0,32,34,27,0.572893749923077,0.598203158769231,0.257230988461538,0.225145927230769,0.960649496923077,0,0,0.00346575561538462,0.0194898150769231,0.146999565076923,0.0676767769230769,0.00799161930769231,0.00256410253846154,0.862779058461538,0.395650151307692,0,10.1538461538462,4.53846153846154,0.191943635846154,0.128289025769231,0.001244494,4.57692307692308,0,0.000195380846153846,0,8,"Boeng Bat Kandaol",-56.25,56.25
"62","150104","Pursat","Me Tuek",13706,2861,5805,5568,824,1992,450,0,44,73,18,0.5522656402,0.507666053133333,0.194674546533333,0.1853792658,0.6283079232,0,0,0.0007751938,0.00120519713333333,0.1216845634,0.0787983392666667,0.004111322,0.000215053733333333,0.649317850866667,0.424687232,0,18.1,11.9933333333333,0.372542502866667,0.0047863248,0.0007125384,9.23333333333333,0.0001635546,0.000173870133333333,0,8,"Me Tuek",-15.51724138,15.51724138
"63","150107","Pursat","Snam Preah",16800,3486,7351,7103,1096,3314,8,0,18,60,100,0.6116777173,0.6664053504,0.10340184365,0.109950341,0.9407157927,0.0038755262,0,0.00638287195,0.04308425575,0.27507759265,0.0922373,0.00585029605,0,0.8549418627,0.3984181963,0,9.45,5.14,0.2704070064,0.2512975393,0.0004186016,4.925,0.000155866,0.00032186485,0,3.5,"Snam Preah",-11.11111111,11.11111111
"64","150206","Pursat","Srae Sdok",11054,2198,4553,4431,747,2115,25,0,34,40,125,0.581478961411765,0.609233394588235,0.257676327352941,0.228865043470588,0.959552374882353,0,0,0.000261437882352941,0.000261437882352941,0.240499987235294,0.0887952711176471,0.00623796570588235,0.00185977423529412,0.859680852647059,0.757608565588235,0,11.8235294117647,3.08823529411765,0.248971009117647,0.164242572764706,0.000647670529411765,3.17647058823529,0.000531582294117647,0.000439382411764706,0,3,"Srae Sdok",-4.891304348,4.891304348
"65","150208","Pursat","Sya",6546,1332,2757,2618,430,1275,18,0,2,14,0,0.639274150181818,0.641797756454545,0.150380327454545,0.128500607,0.957819906636364,0,0,0.00713794290909091,0.00286690436363636,0.312072846181818,0.080675285,0.00594177063636364,0.00594177063636364,0.790797018909091,0.684975406090909,0,12.6363636363636,3.86363636363636,0.0645948037272727,0.147099670090909,0,4.52727272727273,0.000118680272727273,0.000360092272727273,0,4.5,"Sya",-1.34529148,1.34529148
"66","150301","Pursat","Anlong Tnaot",9571,1834,4173,4171,778,1363,1,2,20,112,53,0.780812165833333,0.80405853,0.1096032405,0.11665005625,0.798984649583333,0.000253292833333333,0,0.0958274174166667,0.0897837241666667,0.346678295833333,0.0648943308333333,0.0112987145,0.00834013466666667,0.64556463425,0.1267248015,0.000253292833333333,2.38333333333333,1.89166666666667,0.286982659,0.629603326583333,0.0003554665,2.55833333333333,9.52380833333333e-05,0.000190476166666667,0,3,"Anlong Tnaot",-3.902439024,3.902439024
"67","150306","Pursat","Kampong Pou",6512,1317,2914,2949,424,1187,130,0,6,35,23,0.624088580125,0.6793068055,0.252614344,0.2237205445,0.94491525425,0,0,0,0,0.2638804195,0.056851345875,0,0,0.780541413125,0.58244037725,0,25,2.25,0.224559174,0.8340768315,7.7688e-05,9.125,0.0001410835,0,0,3,"Kampong Pou",-3.448275862,3.448275862
"68","150307","Pursat","Kbal Trach",9073,1795,3741,3692,640,1461,116,3,15,141,186,0.813575273,0.830167568,0.114123574545455,0.101227232,0.851832533090909,0.00965217863636364,0,0.038241947,0.034735698,0.291876349909091,0.0584225598181818,0.0332739328181818,0.00436992709090909,0.533784063363636,0.265617321272727,0,3.42727272727273,2.86363636363636,0.230512918909091,0.527349035181818,0.000257168545454545,2.36363636363636,0.000117000090909091,0.000611650545454546,0,1,"Kbal Trach",-2.040816327,2.040816327
"69","150308","Pursat","Ou Sandan",4814,1051,2109,2065,402,1006,41,0,23,10,13,0.745297327571429,0.677030949714286,0.209881743714286,0.249820700428571,0.970065607142857,0,0,0.00183150185714286,0.000626566428571429,0.334470468857143,0.0537002938571429,0,0,0.817477623857143,0.509351745428571,0,10.5142857142857,2.92857142857143,0.267261489857143,0.936626200857143,0.000393004571428571,6.71428571428571,0.00114868985714286,0.00157201814285714,0,2.5,"Ou Sandan",-1.290322581,1.290322581
"70","150309","Pursat","Sna Ansa",5277,1059,2127,2144,343,978,77,0,8,116,25,0.7117159098,0.697066562,0.1332251526,0.1608918851,0.8821213868,0.0049572649,0,0,0,0.6987540237,0.0510619664,0,0,0.5271543892,0.2074554846,0,9.35,2.95,0.1328280966,0.3941343351,0.0004166667,9.35,0.0009202459,0.0007214441,0,2.5,"Sna Ansa",-7.829181495,7.829181495
"71","150407","Pursat","Samraong",14886,2344,5079,5086,746,2277,0,5,17,247,4,0.642523803090909,0.677357983636364,0.187806142,0.179188641545455,0.97809967,0,0,0.00876714281818182,0.00647688854545455,0.301567756545455,0.0978565943636364,0.00227272727272727,0,0.743302472,0.5337131,0,10.2272727272727,8.04545454545454,0.187240576,0.0914350361818182,0.00102127072727273,8.68181818181818,0.000356270181818182,0.000792646,0.0445679626460101,6,"Samraong",-0.06351895,0.06351895
"72","150601","Pursat","Ou Saom",973,241,390,383,47,241,0,0,11,17,15,0.533368644,0.61373530825,0.2784936195,0.4153184295,1,0,0,0,0,0,0,0,0,0.446957672,0.07052469125,0,57,2.875,0,0,0,65,0,0,0.94909371798891,10.42,"Ou Saom",-0.585417775,0.585417775
"73","150602","Pursat","Krapeu Pir",1602,363,733,709,47,363,0,0,17,125,5,0.480108413333333,0.603496641333333,0.159051763,0.232338855333333,1,0,0,0,0,0,0,0,0,0.352131093666667,0.0538572696666667,0,36.6666666666667,6.66666666666667,0,0,0.0146983873333333,36,0,0.001338688,0,40,"Krapeu Pir",-0.257400257,0.257400257
"74","150603","Pursat","Anlong Reab",3009,657,1099,1237,75,657,0,0,15,416,8,0.622434527,0.647694209,0.2401715978,0.1724642414,1,0,0,0,0,0,0,0,0,0.5040329208,0.3732383688,0,14,4.4,0.0137931034,0,0.0006349206,12.2,0,0,0,12,"Anlong Reab",-0.881750905,0.881750905
"75","150604","Pursat","Pramaoy",4569,1017,1778,2044,172,963,0,0,19,285,0,0.6807870396,0.6335398818,0.2514477308,0.2363123376,0.9732673268,0,0,0.0173267326,0.004950495,0.0204031118,0,0,0,0.842132619,0.3215660124,0.004950495,9,9,0.0409645122,0.2,0.0027956968,9,0,0,0.148985103757064,10,"Pramaoy",-0.103722485,0.103722485
"76","150605","Pursat","Thma Da",1248,325,540,541,9,325,0,0,11,83,13,0.620353270666667,0.609179905333333,0.268007758,0.285504867,1,0,0,0,0,0,0,0,0,0.300702994333333,0.221597283666667,0,78.3333333333333,0.333333333333333,0,0,0.00226373066666667,0,0,0,0,10.6,"Thma Da",-0.128444652,0.128444652
"77","160103","Ratanak Kiri","Nhang",5856,1204,2295,2200,297,1199,0,0,26,17,35,0.0688296178333333,0.0786713240833333,0.874309489166667,0.847868561666667,0.997362869166667,0,0,0,0,0.0378384184166667,0.0993309839166667,0.0294374120833333,0.00222222225,0.402659115916667,0.73483792375,0,89.0833333333333,5.25,0.730497316916667,0.376552316416667,0.000918971,7.66666666666667,0.00142559158333333,0.00153669541666667,0.983458462011135,54,"Nhang",-6.597479615,6.597479615
"78","160104","Ratanak Kiri","Ta Lav",2165,451,755,748,115,451,0,0,12,0,7,0.2859903382,0.2721009842,0.7309946978,0.7740786556,1,0,0,0,0,0.00375,0.0121362778,0,0,0.581885888,0.465838799,0,86.4,3.3,0.7066491974,0.5488251638,0,11.2,0.0016409138,0.0033075804,0.797972967133534,41,"Ta Lav",-14.41922563,14.41922563
"79","160404","Ratanak Kiri","Toen",2443,555,939,893,136,550,0,0,6,10,0,0.3077772215,0.3077795675,0.84230285675,0.586695626,0.9924242425,0,0,0,0,0.0075757575,0.67354656975,0,0,0.68375089475,0.42300313125,0,18.75,5.125,0.9924242425,0.561023622,0,29.5,0.0003434065,0.0003434065,0.917451826342671,21.5,"Toen",-0.160965795,0.160965795
"80","160602","Ratanak Kiri","Chan",2502,601,1049,999,121,601,0,0,1,18,36,0.16577853625,0.227100776125,0.84830497825,0.720303330125,1,0,0,0,0,0.013006435125,0.11672185425,0,0,0.349263551375,0.752240088125,0,33,6.25625,0.926201864125,0.21078431375,0,19.125,0.002158780875,0.003184597,0.993421052631579,28,"Chan",-17.64705882,17.64705882
"81","160604","Ratanak Kiri","Kalai",1244,279,527,510,87,274,0,0,2,25,12,0.263003015,0.428327228333333,0.89709253,0.698562148333333,0.983578975666667,0,0,0,0,0.027027027,0.0225225226666667,0,0,0.320366399,0.526680526666667,0,12.1666666666667,0.5,0.576576576666667,0.666666666666667,0,7.33333333333333,0.000595238,0,0.99202977984836,7.5,"Kalai",-4.071246819,4.071246819
"82","160605","Ratanak Kiri","Ou Chum",4009,879,1606,1586,352,860,1,0,57,525,56,0.48035778725,0.57897034425,0.6254719445,0.4636481975,0.980647058875,0.005,0,0.0031512605,0.002100840375,0.027783084125,0.025298454875,0,0,0.311813008,0.752467286375,0.017,9,4,0.459755120125,0.247620097,0.001088155375,3.9525,0.001306686875,0.0007590925,0.94122532631513,12,"Ou Chum",-18.56540084,18.56540084
"83","160606","Ratanak Kiri","Sameakki",2320,517,950,964,56,505,0,0,0,0,0,0.08830645175,0.083845867,0.55629930525,0.73140971275,0.9864864865,0,0,0,0,0,0.00206611575,0,0,0.1110737395,0.31120746925,0,23.25,7.625,0.2545045045,0,0.002276867,13.75,0,0,0.854826958105647,0,"Sameakki",-3.134796238,3.134796238
"84","160607","Ratanak Kiri","L'ak",2467,586,1052,1024,135,585,0,0,0,55,16,0.381873714,0.4216728764,0.8240277234,0.5077062624,0.9984375,0,0,0.0015625,0,0.0046875,0.3908441116,0,0,0.3360339896,0.5975963562,0,17.36,4.8,0.6125461622,0.6489920864,0,11.22,0.0023783608,0.0021657248,0.991220719146451,13,"L'ak",-15.49295775,15.49295775
"85","160704","Ratanak Kiri","Pate",1996,414,865,848,50,366,0,0,14,198,3,0.3267628315,0.4191463455,0.86597956525,0.7689279095,0.875,0,0,0.00260416675,0,0.0758829365,0.0178125,0,0,0.350661543,0.70204272975,0,56.75,4.45,1,1,0.001977491,5.5,0.003200009,0,0.84856769281078,16.5,"Pate",-0.74906367,0.74906367
"86","160706","Ratanak Kiri","Saom Thum",2991,496,1124,947,81,493,0,0,3,12,2,0.592109376333333,0.638303987333333,0.726293628333333,0.558469875666667,0.996138996,0,0,0,0,0.0840950843333333,0.076780627,0,0,0.578228228333333,0.730728255666667,0,60,5,0.605938355666667,0.200488950333333,0,8.66666666666667,0.000276855,0.00259346466666667,0.996875,21.6,"Saom Thum",-0.896860987,0.896860987
"87","160801","Ratanak Kiri","Ta Veaeng Leu",3546,734,1144,1164,189,719,0,0,8,46,33,0.3854441781,0.4271138358,0.7389363477,0.6635863911,0.9924242424,0,0,0.0060606061,0,0.2525147285,0.35646119,0.0151515152,0,0.3962778191,0.696742872,0,53.6,4.1,0.3419884226,0.5397002973,0.0012761316,10.9,0.0007027832,0.0025359566,0.983876538352242,49,"Ta Veaeng Leu",-0.211565585,0.211565585
"88","160906","Ratanak Kiri","Kaoh Peak",2839,638,854,856,206,638,0,0,0,22,28,0,0,0.634900044,0.410550743666667,1,0,0,0,0,0.143397436,0.259487179333333,0,0,0.825961538333333,0.911858974333333,0,53.3333333333333,3,0.222222222333333,0.348290598333333,0,8.5,0.000298151333333333,0,1,21,"Kaoh Peak",-2.084884587,2.084884587
"89","160909","Ratanak Kiri","Phnum Kok",1335,280,552,520,60,227,0,5,2,313,0,0.3120427586,0.3264635604,0.824558929,0.6636470998,0.8140350878,0.0666666666,0,0,0,0.1290552586,0.21445663,0,0,0.6731832136,0.6811215476,0.0210526316,53.2,5.4,0.325490196,0.2651039704,0,13.6,0.000591716,0.0007092198,0.762063032439464,16,"Phnum Kok",-10.4137931,10.4137931
"90","170103","Siem Reap","Kouk Doung",13451,2664,5506,5261,519,2625,0,0,55,91,71,0.571688475666667,0.5677492112,0.489944716933333,0.4088318062,0.986429731333333,0,0,0.0037824744,0.0008766598,0.3587087222,0.0397462394,0,0,0.900176290533333,0.626090482133333,0,12,3.13333333333333,0.5817923604,0.768704996733333,0.00133251486666667,2.98666666666667,0.000168765666666667,0.000168765666666667,0,3,"Kouk Doung",-1.772151899,1.772151899
"91","170201","Siem Reap","Chob Ta Trav",3847,717,1690,1549,101,702,0,0,12,11,32,0.659675967,0.6598943374,0.4584507834,0.3999500944,0.9785969362,0,0,0.007936508,0.012435628,0.3402992634,0.0464786072,0,0,0.5919600188,0.2231135264,0,13.8,1.8,0.7835771872,0.9931762396,0.0029639666,10,0.0008823898,0.0006885914,0,10,"Chob Ta Trav",-0.722021661,0.722021661
"92","170203","Siem Reap","Peak Snaeng",4808,938,2126,2030,160,864,0,0,33,204,18,0.6647298245,0.672482802333333,0.5062276665,0.518158674666667,0.938563884166667,0,0,0.0200066136666667,0.0141477558333333,0.282135284166667,0.065499379,0.00988700566666667,0.00282485883333333,0.668483233666667,0.415172249333333,0,2.16666666666667,2.08333333333333,0.779359383,1,0.000542888166666667,2.08333333333333,0,0,0,3.25,"Peak Snaeng",-2.797202797,2.797202797
"93","170302","Siem Reap","Khun Ream",4660,938,1957,1957,182,889,0,0,16,61,139,0.7460161375,0.6632501925,0.43532783775,0.4099139225,0.9565480405,0.006296048,0,0.008302583,0.003690037,0.1910910635,0.0989272725,0.0542410715,0.0025252525,0.3151553675,0.106602131,0,22.75,2.575,0.7849176285,0.794323928,0,7,0.00029308325,0.00029308325,0,8,"Khun Ream",-0.361794501,0.361794501
"94","170401","Siem Reap","Anlong Samnar",12157,2365,5387,5391,882,1319,649,0,31,51,50,0.5952337253125,0.6196826486875,0.1316188983125,0.152509307875,0.519210082,0,0,0.0168049674375,0.0173370163125,0.2020625790625,0.0864640161875,0.0019654088125,0,0.2466723991875,0.27056807675,0,9.53125,4.0125,0.0422546496875,0.2295210175625,0.0002226499375,4.39375,0.000163567,0.0002677336875,0,2,"Anlong Samnar",-59.16666667,59.16666667
"95","170412","Siem Reap","Spean Tnaot",10816,1820,4457,4326,487,1699,5,1,19,19,39,0.696720021733333,0.679974126266667,0.196013781533333,0.172555442933333,0.932417136533333,0.000968846133333333,0,0.00483201246666667,0.0082690854,0.2469398724,0.0837028262,0,0,0.879734056533333,0.503702394066667,0,6.73333333333333,4.94666666666667,0.219206670333333,0.0558763108,0.000591165466666667,4.74666666666667,0.0001309758,0.0001309758,0,4,"Spean Tnaot",-16.66666667,16.66666667
"96","170704","Siem Reap","Kaev Poar",6477,1158,2959,2830,300,838,261,0,17,75,10,0.69891693675,0.73227324975,0.120937349,0.139852654875,0.771396363375,0,0,0.001428571375,0.002770863,0.334490466125,0.1362526755,0.001923076875,0,0.477781818,0.28297917375,0,10,2.75,0.582338056625,0.617148546375,0.001390774,3.875,0.000177809375,0.000177809375,0,8.5,"Kaev Poar",-2.857142857,2.857142857
"97","171006","Siem Reap","Chreav",9492,1716,4670,4395,374,1421,16,0,20,17,35,0.627252135428571,0.617635997285714,0.133703009,0.113567374714286,0.852486774857143,0.001367054,0,0.015388356,0.0357236392857143,0.442432579714286,0.118335394142857,0.0639668281428571,0.003417635,0.681712207285714,0.080877392,0,2.92857142857143,1.6,1,0.850033720857143,0.000500183142857143,1.8,0.000346085142857143,0.000346085142857143,0,5,"Chreav",-4.054054054,4.054054054
"98","171008","Siem Reap","Sambuor",3553,711,1630,1532,158,617,0,0,0,37,0,0.7453811724,0.8016087444,0.1009566702,0.0853787776,0.8776611486,0.0020618556,0,0.0038392546,0.0883840324,0.6467844174,0.0188294012,0,0,0.449091035,0.4765092002,0,5,0.8,1,0.347761194,0,0.8,0,0,0,8,"Sambuor",-2.5,2.5
"99","171104","Siem Reap","Kampong Khleang",9707,1871,4437,4190,719,90,1638,0,2,55,122,0.6802856862,0.6652294176,0.1249410394,0.0829056216,0.0572637643,0.001384083,0,0.0296245812,0.0178196653,0,0,0,0,0,0.0730204535,0,0.76,1.03,0.1098824217,0,6.74309e-05,1.01,0.0001103753,0.0002836855,0,1,"Kampong Khleang",-56.96202532,56.96202532
"100","171303","Siem Reap","Khnang Phnum",3719,685,1561,1597,117,626,0,0,0,0,8,0.520476804,0.521609875,0.32812992525,0.249976472,0.9522558355,0,0,0.033939147625,0.013013877625,0,0,0.0075,0,0.644602304875,0.629360081,0,15.125,9.375,0,0.794006247625,0,12.5,0,0,0,15.5,"Khnang Phnum",-0.3125,0.3125
"101","171401","Siem Reap","Prasat",4342,901,2007,1858,125,871,0,0,5,71,42,0.6363616538,0.7152879134,0.3294082094,0.3263144464,0.967385139,0.0007751938,0,0.0015503876,0,0.1600402616,0.056052888,0,0,0.864048987,0.7553962268,0,31.2,0.6,0.2744973618,0.9641331064,0,7.2,0.0003164556,0.0010102012,0,2,"Prasat",-0.574712644,0.574712644
"102","171403","Siem Reap","Srae Nouy",12589,2657,5006,4780,429,2536,4,5,22,249,104,0.546015267272727,0.574143688454545,0.352887794181818,0.370650271363636,0.965900536363636,0.005323806,0,0.00749987627272727,0.0100552041818182,0.200529744636364,0.223199169909091,0.00810447381818182,0.00107968045454545,0.453801828181818,0.107001845272727,0.000413223181818182,8.81818181818182,8.59090909090909,0.456583986636364,0.527755280545455,0.000361464,9,5.99664545454545e-05,0.000136683,0.0353828949024368,10,"Srae Nouy",-0.491668943,0.491668943
"103","180201","Preah Sihanouk","Andoung Thma",5458,1028,2183,2132,341,925,7,0,13,20,15,0.659597964,0.6596697754,0.067740558,0.0649327514,0.8948367676,0.0025941838,0,0.0104112978,0.081977312,0.2122702566,0.1413154024,0.0203036226,0.0090162022,0.1856134534,0.2988304624,0,9.2,1.8,0.1966292134,0.7725921138,0.0001444044,0.9,0,0,0,3,"Andoung Thma",-18.14159292,18.14159292
"104","180206","Preah Sihanouk","Ou Oknha Heng",7946,1471,3730,3466,418,984,203,0,33,50,3,0.7395028904,0.7409494346,0.0766097596,0.0736718452,0.6634357944,0.0016665238,0,0.0035635862,0.2306928794,0.391362439,0.171847562,0,0,0.2084378274,0.550777806,0.0047337278,16.6,2.5,0.1425296552,0.3199308888,0.0003890788,2.4,0,0.0002466092,0,2,"Ou Oknha Heng",-11.15702479,11.15702479
"105","180207","Preah Sihanouk","Prey Nob",6531,1209,2902,2830,509,1130,6,2,30,10,55,0.7299319092,0.7490082564,0.0805420954,0.0729176858,0.9360223466,0.0037019204,0,0.0206997326,0.0243841566,0.3462462464,0.1864745452,0.0294027284,0.0129925372,0.059465152,0.4236877972,0,13.4,2.6,0.4249844768,0.5172646224,0.0009431722,6.7,0.000160901,0.0002336448,0,1,"Prey Nob",-6.25,6.25
"106","180208","Preah Sihanouk","Ream",8751,1795,4045,3837,303,668,186,67,8,15,66,0.77187830075,0.70569285475,0.066508158,0.04139399225,0.3719922755,0.00551929775,0,0.06848091175,0.3540938975,0.09000949725,0.0975662555,0.01424130225,0.013696172,0.1052438835,0.4083029085,0,1.875,1.875,0.2444379975,0.88588755325,0.0005756895,4.625,0,0.00016767275,0,0.25,"Ream",-4.545454545,4.545454545
"107","180210","Preah Sihanouk","Samrong",5980,1084,2567,2476,305,699,28,103,16,58,62,0.6717718968,0.656703902,0.0788710124,0.074842222,0.6760088342,0.0006060606,0,0.0369673264,0.1712895738,0.2476400616,0.089842361,0.0149958516,0.0016,0.1307204616,0.3730668088,0,3.3,2.9,0.2327707322,0.4229257634,0.0011190304,5.3,0,0.0003908328,0.0232142857142857,1,"Samrong",-2.083333333,2.083333333
"108","180213","Preah Sihanouk","Tuol Toetueng",4325,753,1810,1853,255,723,0,0,18,82,123,0.667637908,0.822749136,0.17731282475,0.2234849095,0.94737553925,0,0,0.00166666675,0.0480892045,0.5125931085,0.22987888425,0,0,0.10302492725,0.2833207275,0,10,2.425,0.48272970075,0.26037126075,0.0018319925,4.625,0.00029726525,0.00029726525,0,1.5,"Tuol Toetueng",-13.28125,13.28125
"109","180302","Preah Sihanouk","Ou Treh",3339,734,1617,1542,129,33,48,0,6,76,367,0.632222173,0.67265982125,0.0919440595,0.105638198,0.0355001335,0.00116279075,0,0.00287356325,0.8527593255,0,0,0.00959328025,0.00383878575,0.02287250075,0.159610469,0,2.5,1.425,0.5005202575,0.85393834075,0.00039494475,2.925,0.0002659575,0.0002659575,0,1.75,"Ou Treh",-4.680851064,4.680851064
"110","180303","Preah Sihanouk","Tumnob Rolok",10149,2017,5132,4982,478,433,930,26,12,28,70,0.8002101458,0.7457938604,0.143681735,0.132154885,0.1346635138,0.0192206746,0,0.0657431662,0.2905806388,0.0261764706,0.0044117648,0.0573503498,0.0088235294,0.0117621146,0.179267548,0.009117647,3.2,8.56,0.7251583316,0.8167647058,0.0012851912,1.02,0,0,0,0.5,"Tumnob Rolok",-15.06024096,15.06024096
"111","190101","Stung Treng","Kampun",2827,747,1167,1138,148,675,0,0,8,16,0,0.70006065575,0.7240497115,0.47876271875,0.4262816335,0.87614933075,0,0,0.00717484125,0.09692679125,0.11817463425,0.02390359275,0,0,0.6736727045,0.704992313,0,16.25,4.375,0.265451527,0.31375666,0,4.75,0.0004578755,0.0004578755,0.185608766040521,1,"Kampun",-5.711206897,5.711206897
"112","190102","Stung Treng","Kbal Romeas",3079,666,1270,1297,118,651,0,5,0,93,15,0.74213383175,0.7727832065,0.38652592,0.3293423845,0.9760261105,0,0,0.01236119525,0,0.106045796,0.149384211,0.01327443425,0,0.7375648095,0.7459017515,0,72.5,13.6,0.43400700625,0.203332615,0.00085034025,76.75,0.0015300535,0.00092764375,0.342700716650296,16.5,"Kbal Romeas",-1.713475908,1.713475908
"113","190103","Stung Treng","Phluk",1261,293,533,512,79,287,0,2,0,91,0,0.612286177,0.6741634075,0.297767783,0.280801209,0.960526316,0.0065789475,0,0.0131578945,0,0.102322338,0.297447247,0,0,0.788806694,0.671658986,0,22,1.5,0.6975200095,0.184331797,0,10,0.001111111,0.0013850415,0,8.5,"Phluk",-0.595770033,0.595770033
"114","190106","Stung Treng","Srae Kor",1512,335,672,691,149,318,0,0,0,5,0,0.4661366085,0.4726638405,0.4524219885,0.467076167,0.949757264,0,0,0.050242736,0,0,0,0,0,0.949757264,0.949757264,0,78,0,0.448436496,0.617976726,0,90,0.001971781,0.001297017,0,17.5,"Srae Kor",-0.024467825,0.024467825
"115","190202","Stung Treng","Kaoh Sampeay",2110,493,973,946,127,493,0,0,1,34,0,0.745636747,0.7774386485,0.048275862,0.0785714285,1,0,0,0,0,0.058219178,0.23732778,0.020547945,0.0102739725,0.5713059095,0.516738384,0,16,3,0.42855592,0.407277644,0,6.5,0.000332668,0,0,1,"Kaoh Sampeay",-6.363636364,6.363636364
"116","190206","Stung Treng","Siem Bouk",1672,317,711,661,44,308,0,0,0,21,11,0.48087779,0.454869889,0.404150773,0.525300625333333,0.968361073666667,0.00584795333333333,0,0,0,0.149702149666667,0.0691530693333333,0,0,0.881077986333333,0.737878106,0,38.3333333333333,2.33333333333333,0,0,0.000532481333333333,20.6666666666667,0.000474158333333333,0,0.376928290885937,3.5,"Siem Bouk",-0.01770695,0.01770695
"117","190207","Stung Treng","Srae Krasang",2168,492,955,900,96,492,0,0,5,56,6,0.576453898,0.6618589745,0.173586051,0.1915422885,1,0,0,0,0,0.271247863,0.1585982905,0,0,0.7536068375,0.612136752,0,28,0.75,0.3,0.535042735,0.001276324,0.75,0.000831947,0,0,1.25,"Srae Krasang",-27.67295597,27.67295597
"118","190303","Stung Treng","Santepheap",3247,715,1218,1244,110,714,0,0,0,73,14,0.583883688333333,0.638624148166667,0.897622493666667,0.822654979,0.998039215666667,0,0,0.00196078433333333,0,0.154323334,0.345987095833333,0,0,0.487924348,0.547331679,0,118,7.31666666666667,0.1695819265,0.298792927,0,26,0.000692520833333333,0.00202026983333333,0.990116519368597,22,"Santepheap",-0.0047524,0.0047524
"119","190401","Stung Treng","Stueng Traeng",13365,2554,7150,6854,264,671,5,1,8,45,57,0.945710793,0.9761042074,0.0494395198,0.0415375632,0.1981093916,0.0198787176,0.0002688172,0.347607932,0.184635441,0.0055119128,0.0027127004,0.017660064,0.0029593094,0.0619135822,0.2190956798,0.099099099,2.3,2.3,0.7679124986,0.7910076986,0.0003001404,2.4,0.0003528442,0,0.00798526223534296,0.5,"Stueng Traeng",-45.97701149,45.97701149
