CODEKHUM,mean_elev,med_elev
10802,21.04624401,20
170701,13.22424626,13
70312,24.8538114,25
70206,7.135074291,6
70207,21.70668848,7
70208,7.330824946,6
30307,20.3465043,20
30710,7.227852406,7
190105,61.65626053,60
130604,81.79297393,79
20701,77.21879388,69
140106,5.126305429,5
50309,48.98829323,46
140205,10.85200648,10
160506,141.8029095,135
30405,29.81584507,30
40705,16.80765217,17
140911,5,5
190302,96.66048443,86
160401,113.4182503,110
160705,149.7817014,136
81011,4.022975135,4
160305,241.1841652,242
190206,85.57443541,85
80122,4.898727466,5
171009,8.873164098,8
80314,10.20626708,10
50710,54.75976256,41
210710,7.457765668,6
20305,7.690569745,8
10803,30.8623683,28
171001,15.47867845,15
171206,30.89637982,29
90401,98.34399791,74
211011,4.710187449,5
140206,6.783252861,7
140207,7.565098235,7
150309,33.69827414,14
50310,37.59586361,37
150107,10.1423205,10
80815,17.78552837,20
210612,4.820092736,5
70403,116.2314032,78
20107,31.87882077,28
170608,17.36823741,17
100503,107.6017058,106
60608,77.77619393,71
10211,18.99202759,18
210709,5.10581791,5
10507,17.49143603,18
110502,498.7410653,470
110204,160.9254213,160
50204,28.43525424,28
60114,17.47913231,19
31512,59.76930233,59
210211,26.1135428,26
10506,17.9182518,18
30711,8.785109003,9
31310,14.33245943,14
30308,14.54443173,14
110503,611.2946707,613
10304,14.59554731,15
80124,5.348007712,5
170412,5.578808632,5
30205,38.89825016,38
140107,4.567913279,5
140108,5.912634638,6
110403,436.199006,440
160402,100.4955767,98
70404,96.46613608,70
100504,67.15432006,60
70506,40.39369111,38
70507,83.39150079,61
110103,263.1208982,242
100409,109.5307827,110
110205,156.8345294,150
110104,221.0753624,190
170106,31.96535493,30
70405,124.869375,85
190106,89.83099607,90
190207,90.88092469,92
171403,93.62794285,73
110105,183.7939991,153
210911,9.196243933,9
190510,72.4368462,71
190304,83.60913955,74
70406,99.9666582,64
110206,186.7102507,180
150206,5,5
150206,5,5
150206,5,5
150206,6.529782861,6
150206,5,5
150206,5,5
150206,5,5
150206,5,5
150206,4.75,5
150206,5,5
150206,5,5
40611,26.54261242,19
60504,32.57064808,33
120210,8.796825397,9
10305,16.16756976,16
10212,7.355704698,8
30613,44.1510794,42
31618,30.60675064,26
60115,10.13899693,10
30309,15.86492375,15
170609,9.76256512,10
50311,149.2717483,90
211012,4.654074819,5
171010,8.205911857,7
31312,11.88799578,12
130406,97.95509247,88
60310,8.084491658,9
90804,42.76553819,24
240203,183.6148302,164
70715,71.41553847,38
120601,5.165900543,5
240202,58.11855995,56
90403,11.55175561,2
190401,110.7227653,112
31619,27.04608082,15
40706,14.59418345,14
80711,4.773413526,5
200513,5,5
141010,10.8619196,11
150507,15.72770919,16
50110,124.2677914,91
200309,4.991623454,5
10804,41.60148382,42
170204,27.1394138,27
100505,64.83139477,61
40612,8.838380581,6
80315,10.4475902,11
140507,6.230582453,6
200514,4.993977037,5
40707,51.18241905,49
171002,9.180370531,9
150108,8.324102736,8
30910,11.27402072,11
50205,29.51137821,29
171304,57.95259551,56
150207,11.09864718,11
120703,7.831758034,9
20310,8.550904977,9
60116,22.59312454,19
140610,4.894826971,5
31412,11.54640902,11
81012,4.288221845,4
200601,4.076642336,4
81013,4.341609464,4
80316,11.01737589,10
200711,4.658848614,5
50114,66.16439206,54
40408,14.1606569,7
171404,65.31282873,53
150310,92.80417848,62
31413,9.353524428,10
200209,4.668417782,5
30206,58.66150096,59
200515,4.977837195,5
200210,3.840668393,4
70615,7.496312057,7
70616,4.280904977,4
200516,4.850924628,5
150208,4.592592593,5
150208,4.816993464,5
150208,5,5
150208,4.612676056,5
150208,4.368421053,4
150208,4.875,5
150208,4.674285714,5
150208,4.565656566,5
150208,4.015037594,4
150208,5.239294609,5
80317,5.756386861,5
170610,11.71055595,12
160403,159.3706592,136
10805,19.55628284,20
40509,8.710936035,9
70302,163.2459927,100
141108,4.812065651,5
81101,5.597585513,5
81104,4.771731101,5
10906,21.48884104,20
20108,31.99613739,20
10213,7.8823092,8
190107,92.01095099,87
160104,151.2974944,134
20606,8.915012236,9
81014,4.596040576,5
150109,30.02615793,20
100308,35.10444252,30
20202,6.048517407,6
90103,27.11977203,18
90103,53.66666667,43
90103,41.27822581,23
90103,49.39141104,44
30207,83.76407831,84
210412,22.40345991,5
210912,18.13502793,18
10806,22.40710743,21
20803,7.479526736,7
30208,52.41673747,49
20201,6.162359485,6
50405,161.8637829,119
170107,25.41262262,25
171305,83.65975059,85
200505,4.886512033,5
90303,141.1318234,128
90701,737.6171247,720
160802,233.2780017,163
160801,173.6448104,135
171110,33.72015708,29
210212,24.23813038,24
30109,5.099534884,5
60708,10.12973965,10
30110,12.05099583,14
40807,36.1602014,38
60505,24.11544693,20
50711,42.03394142,42
50610,57.30480523,58
50611,59.70422851,49
210613,5.638741825,5
70111,26.53968453,9
130102,54.52286109,54
80125,14.51991497,15
170306,79.36350125,66
60208,9.767619886,10
40708,31.28096033,30
60311,14.89529694,11
10407,16.70619335,17
190511,59.12743768,56
140109,4.587776919,5
21301,24.08131773,23
140313,5,5
220105,87.32276268,86
210506,4.665299426,5
200517,4.800969635,5
211013,4.690100801,5
40709,25.14942384,24
100213,31.88815846,27
40510,18.0716948,19
190305,98.39811127,75
80614,4.679052586,5
100214,22.40963535,20
31621,38.85524765,29
140407,11.80509056,12
31313,59.70925387,60
10704,56.19919691,53
90104,26.86649169,19
200302,4.716250637,5
80108,10.0562753,10
200211,2.124490691,2
70716,25.54616664,19
130403,72.23715146,61
100215,59.0708467,59
200310,6.172848916,6
50712,91.35685597,57
60709,25.74817679,28
80126,4.462773723,4
160306,321.5572629,321
140408,14.69698783,15
210213,8.77426697,5
200212,3.17927187,3
70209,5.935747785,5
150311,54.12414986,37
60117,8.316396084,8
50806,88.02127466,79
160404,136.7849523,122
31314,13.12967891,12
31414,10.86980432,11
120101,10.47351779,10
31622,5.877894224,5
31014,65.36705982,60
70508,13.03438728,13
140208,9.020674582,9
30111,13.26380713,13
50509,25.43771522,25
20704,108.3081067,98
50613,109.0670342,100
70805,12.62479455,5
81015,4.575912261,5
211014,4.610114878,5
210913,48.0014128,31
171203,16.46779288,17
70314,24.3748519,24
31013,103.0686514,98
40409,23.54069687,11
70313,26.6672518,26
40111,11.33162119,10
150110,13.38427487,13
50403,413.4850398,200
160405,121.917319,116
50713,22.95255961,23
30310,16.91506647,17
160406,92.9769416,90
120502,19.75496689,20
210214,11.84120292,12
31208,24.79700908,24
70309,149.1354124,99
220506,104.0357098,101
31315,37.34182107,31
220104,120.145667,69
70717,35.53836464,25
30407,49.60158675,49
70407,73.59246397,64
60209,12.14946322,11
90304,116.0910861,89
210215,8.371366505,7
70210,40.66731943,8
70211,7.93794353,7
70718,6.62464616,6
200415,5.592356404,5
140508,4.814829822,5
220103,77.22901858,53
70719,6.426929392,6
170909,14.81188731,15
210914,30.70776726,27
210915,60.57623626,37
80127,11.99157938,12
200416,9.214027595,10
80128,7.765869644,8
210711,4.593218683,5
60813,13.7782755,13
30911,10.90993581,11
31015,59.3777316,58
60118,12.04875804,9
30614,31.36182039,33
10807,38.9361982,39
170715,18.68021072,19
10408,11.00128112,10
30406,88.15125232,90
40613,15.92548254,18
80615,4.342978723,4
130302,127.652872,109
50312,65.30310717,55
180211,133.4457467,9
120406,7.072847682,7
120404,9.112021858,9
120405,7.808139535,8
120707,5.521933086,5
141011,5.602202525,5
180212,154.9416475,42
10608,19.68381628,18
81016,4.702294545,5
170714,17.58045246,18
70212,5.003418803,5
70213,21.37739381,8
60609,83.30219642,85
30112,19.60021042,18
220505,87.33254777,86
180303,42.17185366,27
80913,16.36935743,17
120108,4.698795181,5
50714,63.03252337,59
50111,20.50818027,19
40808,120.9333457,83
90503,68.78973999,29
60407,23.1978662,20
240103,606.2376619,640
10905,39.59053747,40
31513,35.60240925,30
80816,16.35766699,17
50112,117.1915851,64
31514,52.718756,59
120702,6.990982867,7
200110,3.253577405,3
30912,21.46230746,18
31108,41.5725862,47
120106,7.048672566,7
120107,7.387096774,7
20301,8.02498312,8
180213,64.70756804,13
120110,9.334710744,9
120109,8.535911602,9
171405,52.38259059,50
50313,25.96552362,26
150209,12.27592679,12
50510,22.5476426,22
31209,56.42474601,51
50807,34.02200431,35
180214,10.62951285,9
80212,4.330810811,4
30504,9.98566879,9
120307,11.84754522,12
50511,11.64164905,12
160910,172.1982634,139
80914,8.86797842,9
31623,39.20169562,39
80318,7.061056297,5
30615,14.4059569,9
50715,29.95851628,29
100410,57.50945135,58
70214,12.62375073,12
70215,7.326336832,8
20308,9.343500656,9
120211,9.810810811,10
20810,10.84420379,10
160707,183.8157684,169
50808,88.45231931,71
160203,330.3874341,330
130305,70.5862401,70
170716,18.41735113,19
130105,109.2900878,110
50512,47.74822915,49
