year,commGIS,MULTI,MUA,NP,PL,RMS,WS
2008,70713,NA,NA,NA,NA,NA,NA
2008,200205,NA,NA,NA,NA,NA,NA
2008,230202,NA,NA,NP,NA,NA,NA
2008,70203,NA,NA,NA,NA,NA,NA
2008,140506,NA,NA,NA,NA,NA,NA
2008,20608,NA,NA,NA,NA,NA,NA
2008,20612,NA,NA,NA,NA,NA,NA
2008,141209,NA,NA,NA,NA,NA,NA
2008,120508,NA,NA,NA,NA,NA,NA
2008,50307,NA,NA,NA,NA,NA,NA
2008,210504,NA,NA,NA,PL,NA,NA
2008,30305,NA,NA,NA,NA,NA,NA
2008,130303,NA,NA,NA,NA,NA,WS
2008,150404,NA,NA,NA,NA,NA,WS
2008,31406,NA,NA,NA,NA,NA,NA
2008,80311,NA,NA,NA,NA,NA,NA
2008,170710,NA,MUA,NA,NA,NA,NA
2008,130106,NA,NA,NA,NA,NA,NA
2008,140810,NA,NA,NA,NA,NA,NA
2008,200206,NA,NA,NA,NA,NA,NA
2008,140104,NA,NA,NA,NA,NA,NA
2008,130509,NA,NA,NA,NA,NA,NA
2008,130502,NA,NA,NA,NA,NA,NA
2008,50402,NA,NA,NA,NA,NA,NA
2008,180208,NA,NA,NP,NA,NA,NA
2008,180208,NA,NA,NP,NA,NA,NA
2008,180208,NA,NA,NP,NA,NA,NA
2008,180208,NA,NA,NP,NA,NA,NA
2008,180208,NA,NA,NP,NA,NA,NA
2008,180208,NA,NA,NP,NA,NA,NA
2008,180208,NA,NA,NP,NA,NA,NA
2008,180208,NA,NA,NP,NA,NA,NA
2008,180208,NA,NA,NP,NA,NA,NA
2008,210410,NA,NA,NA,NA,NA,NA
2008,20807,NA,NA,NA,NA,NA,NA
2008,140909,NA,NA,NA,NA,NA,NA
2008,30707,NA,NA,NA,NA,NA,NA
2008,170712,NA,NA,NA,NA,NA,NA
2008,130508,NA,NA,NA,NA,NA,NA
2008,130505,NA,NA,NA,NA,NA,NA
2008,130602,NA,NA,NA,NA,NA,NA
2008,30611,NA,NA,NA,NA,NA,NA
2008,20609,NA,NA,NA,NA,NA,NA
2008,130501,NA,NA,NA,NA,NA,NA
2008,10406,NA,NA,NA,NA,NA,NA
2008,130503,NA,NA,NA,NA,NA,NA
2008,10208,NA,NA,NA,NA,NA,NA
2008,140811,NA,NA,NA,NA,NA,NA
2008,80117,NA,NA,NA,NA,NA,NA
2008,20804,NA,MUA,NA,NA,NA,NA
2008,30708,NA,NA,NA,NA,NA,NA
2008,80312,NA,NA,NA,NA,NA,NA
2008,100211,NA,NA,NA,NA,NA,NA
2008,50308,NA,NA,NA,NA,NA,NA
2008,80707,NA,NA,NA,NA,NA,NA
2008,80708,NA,NA,NA,NA,NA,NA
2008,30909,NA,NA,NA,NA,NA,NA
2008,81009,NA,NA,NA,NA,NA,NA
2008,210802,NA,NA,NA,NA,NA,NA
2008,30709,NA,NA,NA,NA,NA,NA
2008,210803,NA,NA,NA,NA,NA,NA
2008,31616,NA,NA,NA,NA,NA,NA
2008,50203,NA,NA,NA,NA,NA,NA
2008,150405,MULTI,NA,NA,NA,NA,NA
2008,40610,NA,NA,NA,NA,NA,NA
2008,150506,NA,NA,NA,NA,NA,NA
2008,50701,NA,NA,NA,NA,NA,NA
2008,80118,NA,NA,NA,NA,NA,NA
2008,50706,NA,NA,NA,NA,NA,NA
2008,80119,NA,NA,NA,NA,NA,NA
2008,10808,NA,NA,NA,NA,NA,NA
2008,170908,NA,NA,NA,NA,NA,NA
2008,100406,NA,NA,NA,NA,NA,NA
2008,200708,NA,NA,NA,NA,NA,NA
2008,210505,NA,NA,NA,PL,NA,NA
2008,110504,NA,NA,NA,NA,NA,WS
2008,110504,NA,NA,NA,NA,NA,WS
2008,130512,NA,NA,NA,NA,NA,WS
2008,130511,NA,NA,NA,NA,NA,WS
2008,130605,NA,NA,NA,NA,NA,WS
2008,211008,NA,NA,NA,NA,NA,NA
2008,20303,NA,NA,NA,NA,NA,NA
2008,130507,NA,NA,NA,NA,NA,NA
2008,140105,NA,NA,NA,NA,NA,NA
2008,170605,NA,NA,NA,NA,NA,NA
2008,210707,NA,NA,NA,NA,NA,NA
2008,110203,NA,NA,NA,NA,NA,WS
2008,80709,NA,NA,NA,NA,NA,NA
2008,90704,MULTI,NA,NA,NA,NA,NA
2008,120706,NA,NA,NA,NA,NA,NA
2008,100306,NA,NA,NA,NA,NA,NA
2008,20604,NA,NA,NA,NA,NA,NA
2008,10209,NA,NA,NA,NA,NA,NA
2008,170410,NA,NA,NA,NA,NA,NA
2008,141211,NA,NA,NA,NA,NA,NA
2008,31411,NA,NA,NA,NA,NA,NA
2008,140609,NA,NA,NA,NA,NA,NA
2008,70613,NA,NA,NA,NA,NA,NA
2008,70614,NA,NA,NA,NA,NA,NA
2008,140910,NA,NA,NA,NA,NA,NA
2008,170304,NA,NA,NA,NA,NA,NA
2008,30612,NA,NA,NA,NA,NA,NA
2008,31011,NA,NA,NA,NA,NA,NA
2008,130510,NA,NA,NA,NA,NA,NA
2008,130304,NA,NA,NA,NA,NA,WS
2008,141210,NA,NA,NA,NA,NA,NA
2008,150106,NA,NA,NA,NA,NA,NA
2008,170305,NA,NA,NP,NA,NA,NA
2008,31010,NA,NA,NA,NA,NA,NA
2008,20210,NA,NA,NA,NA,NA,NA
2008,50805,NA,NA,NA,NA,NA,NA
2008,130504,NA,NA,NA,NA,NA,WS
2008,60811,NA,NA,NA,NA,NA,NA
2008,130506,NA,NA,NA,NA,NA,NA
2008,60404,NA,NA,NA,NA,NA,WS
2008,40508,NA,NA,NA,NA,NA,NA
2008,50709,NA,NA,NA,NA,NA,NA
2008,110302,NA,NA,NA,NA,NA,WS
2008,170607,NA,NA,NA,NA,NA,NA
2008,120514,NA,NA,NA,NA,NA,NA
2008,171004,NA,NA,NA,NA,NA,NA
2008,240201,NA,NA,NA,NA,NA,NA
2008,60405,NA,NA,NA,NA,NA,WS
2008,190509,NA,NA,NA,NA,NA,NA
2008,200414,NA,NA,NA,NA,NA,NA
2008,100212,NA,NA,NA,NA,NA,NA
2008,30107,NA,NA,NA,NA,NA,NA
2008,50708,NA,NA,NA,NA,NA,NA
2008,100407,NA,NA,NA,NA,NA,NA
2008,60503,NA,NA,NA,NA,NA,WS
2008,200413,NA,NA,NA,NA,NA,NA
2008,80612,NA,NA,NA,NA,NA,NA
2008,200709,NA,NA,NA,NA,NA,NA
2008,211009,NA,NA,NA,NA,NA,NA
2008,170606,NA,MUA,NA,NA,NA,NA
2008,171008,NA,MUA,NA,NA,NA,NA
2008,10210,NA,NA,NA,NA,NA,NA
2008,80710,NA,NA,NA,NA,NA,NA
2008,30503,NA,NA,NA,NA,NA,NA
2008,190404,NA,NA,NA,NA,RMS,NA
2008,180209,NA,NA,NP,NA,NA,NA
2008,160606,NA,NA,NA,NA,NA,NA
2008,60406,NA,NA,NA,NA,NA,NA
2008,190104,NA,NA,NA,NA,NA,NA
2008,70110,NA,NA,NA,NA,NA,NA
2008,200207,NA,NA,NA,NA,NA,NA
2008,30306,NA,NA,NA,NA,NA,NA
2008,80412,NA,NA,NA,NA,NA,NA
2008,60812,NA,MUA,NA,NA,NA,NA
2008,31311,NA,NA,NA,NA,NA,NA
2008,80912,NA,NA,NA,NA,NA,NA
2008,141009,NA,NA,NA,NA,NA,NA
2008,210708,NA,NA,NA,NA,NA,NA
2008,200109,NA,NA,NA,NA,NA,NA
2008,210910,NA,NA,NA,NA,NA,NA
2008,220404,NA,NA,NA,NA,NA,NA
2008,10505,NA,NA,NA,NA,NA,NA
2008,171109,NA,NA,NA,NA,NA,NA
2008,150407,NA,NA,NP,NA,NA,NA
2008,20502,NA,NA,NA,NA,NA,NA
2008,120509,NA,NA,NA,NA,NA,NA
2008,70204,NA,NA,NA,NA,NA,NA
2008,80814,NA,NA,NA,NA,NA,NA
2008,70205,NA,NA,NA,NA,NA,NA
2008,40407,NA,NA,NA,NA,NA,NA
2008,80211,NA,NA,NA,NA,NA,NA
2008,50707,NA,NA,NA,NA,NA,NA
2008,170713,NA,MUA,NA,NA,NA,NA
2008,180210,NA,NA,NA,NA,NA,NA
2008,200208,NA,NA,NA,NA,NA,NA
2008,60207,NA,NA,NA,NA,NA,NA
2008,30108,NA,NA,NA,NA,NA,NA
2008,60607,NA,NA,NA,NA,NA,WS
2008,100408,NA,NA,NA,NA,NA,NA
2008,80507,NA,NA,NA,NA,NA,NA
2008,130101,NA,NA,NA,NA,NA,NA
2008,81010,NA,NA,NA,NA,NA,NA
2008,200308,NA,NA,NA,NA,NA,NA
2008,50404,NA,NA,NA,NA,NA,WS
2008,180103,NA,NA,NA,NA,NA,NA
2008,180103,NA,NA,NA,NA,NA,NA
2008,180103,NA,NA,NA,NA,NA,NA
2008,180104,NA,NA,NA,NA,NA,NA
2008,180104,NA,NA,NA,NA,NA,NA
2008,180101,NA,MUA,NA,NA,NA,NA
2008,180102,NA,NA,NA,NA,NA,NA
2008,130203,NA,NA,NA,NA,NA,WS
2008,130204,NA,NA,NA,NA,NA,NA
2008,200710,NA,NA,NA,NA,NA,NA
2008,170411,NA,NA,NA,NA,NA,NA
2008,80313,NA,NA,NA,NA,NA,NA
2008,211010,NA,NA,NA,NA,NA,NA
2008,190303,NA,NA,NP,NA,NA,NA
2008,150406,NA,NA,NA,NA,NA,WS
2008,100307,NA,NA,NA,NA,NA,NA
2008,210411,NA,NA,NA,NA,NA,NA
2008,160706,NA,NA,NA,NA,NA,NA
2008,190402,NA,NA,NA,NA,NA,NA
2008,80613,NA,NA,NA,NA,NA,NA
2008,10802,NA,NA,NA,NA,NA,NA
2008,170701,NA,NA,NA,NA,NA,NA
2008,70312,NA,NA,NA,NA,NA,NA
2008,70206,NA,NA,NA,NA,NA,NA
2008,70207,NA,NA,NA,NA,NA,NA
2008,70208,NA,NA,NA,NA,NA,NA
2008,30307,NA,NA,NA,NA,NA,NA
2008,30710,NA,NA,NA,NA,NA,NA
2008,130604,NA,NA,NA,NA,NA,NA
2008,20701,NA,NA,NA,NA,NA,NA
2008,190105,NA,NA,NA,NA,NA,NA
2008,140106,NA,NA,NA,NA,NA,NA
2008,50309,NA,NA,NA,NA,NA,NA
2008,140205,NA,NA,NA,NA,NA,NA
2008,160506,NA,NA,NA,NA,NA,WS
2008,30405,NA,NA,NA,NA,NA,NA
2008,40705,NA,NA,NA,NA,NA,NA
2008,140911,NA,NA,NA,NA,NA,NA
2008,190302,NA,NA,NA,NA,NA,NA
2008,160401,NA,NA,NA,NA,NA,WS
2008,160705,NA,NA,NA,NA,NA,NA
2008,81011,NA,NA,NA,NA,NA,NA
2008,160305,NA,NA,NA,NA,NA,NA
2008,190206,NA,NA,NA,NA,NA,NA
2008,80122,NA,NA,NA,NA,NA,NA
2008,171009,NA,MUA,NA,NA,NA,NA
2008,80314,NA,NA,NA,NA,NA,NA
2008,50710,NA,NA,NA,NA,NA,NA
2008,210710,NA,NA,NA,NA,NA,NA
2008,20305,NA,NA,NA,NA,NA,NA
2008,10803,NA,NA,NA,NA,NA,NA
2008,171001,NA,NA,NA,NA,NA,NA
2008,171206,NA,NA,NA,NA,NA,NA
2008,90401,NA,NA,NA,NA,NA,WS
2008,211011,NA,NA,NA,NA,NA,NA
2008,140206,NA,NA,NA,NA,NA,NA
2008,140207,NA,NA,NA,NA,NA,NA
2008,150309,NA,MUA,NA,NA,NA,NA
2008,50310,NA,NA,NA,NA,NA,NA
2008,150107,NA,MUA,NA,NA,NA,NA
2008,80815,NA,NA,NA,NA,NA,NA
2008,210612,NA,NA,NA,NA,NA,NA
2008,70403,NA,NA,NA,NA,NA,NA
2008,20107,NA,NA,NA,NA,NA,NA
2008,170608,NA,NA,NA,NA,NA,NA
2008,100503,NA,NA,NA,NA,NA,NA
2008,60608,NA,NA,NA,NA,NA,NA
2008,10211,NA,NA,NA,NA,NA,NA
2008,210709,NA,NA,NA,NA,NA,NA
2008,10507,NA,NA,NA,NA,NA,NA
2008,110502,NA,NA,NA,NA,NA,WS
2008,110204,NA,NA,NA,NA,NA,WS
2008,50204,NA,NA,NA,NA,NA,NA
2008,60114,NA,NA,NA,NA,NA,NA
2008,31512,NA,NA,NA,NA,NA,NA
2008,210211,NA,NA,NA,NA,NA,NA
2008,10506,NA,NA,NA,NA,NA,NA
2008,30711,NA,NA,NA,NA,NA,NA
2008,31310,NA,NA,NA,NA,NA,NA
2008,30308,NA,NA,NA,NA,NA,NA
2008,110503,NA,NA,NA,NA,NA,NA
2008,10304,NA,NA,NA,NA,NA,NA
2008,80124,NA,NA,NA,NA,NA,NA
2008,170412,NA,MUA,NA,NA,NA,NA
2008,30205,NA,NA,NA,NA,NA,NA
2008,140107,NA,NA,NA,NA,NA,NA
2008,140108,NA,NA,NA,NA,NA,NA
2008,110403,NA,NA,NA,NA,NA,NA
2008,160402,NA,NA,NA,NA,NA,WS
2008,70404,NA,NA,NA,NA,NA,NA
2008,100504,NA,NA,NA,NA,NA,NA
2008,70506,NA,NA,NA,NA,NA,NA
2008,70507,NA,NA,NA,NA,NA,NA
2008,110103,NA,NA,NA,NA,NA,WS
2008,100409,NA,NA,NA,NA,NA,NA
2008,110205,NA,NA,NA,NA,NA,WS
2008,110104,NA,NA,NA,NA,NA,WS
2008,170106,NA,NA,NA,NA,NA,NA
2008,70405,NA,NA,NA,NA,NA,NA
2008,190106,NA,NA,NA,NA,NA,NA
2008,190207,NA,NA,NA,NA,NA,NA
2008,171403,NA,NA,NP,NA,NA,NA
2008,110105,NA,NA,NA,NA,NA,WS
2008,210911,NA,NA,NA,NA,NA,NA
2008,190510,NA,NA,NA,NA,NA,NA
2008,190304,NA,NA,NA,NA,NA,NA
2008,70406,NA,NA,NA,NA,NA,NA
2008,110206,NA,NA,NA,NA,NA,WS
2008,150206,NA,MUA,NA,NA,NA,NA
2008,150206,NA,MUA,NA,NA,NA,NA
2008,150206,NA,MUA,NA,NA,NA,NA
2008,150206,NA,MUA,NA,NA,NA,NA
2008,150206,NA,MUA,NA,NA,NA,NA
2008,150206,NA,MUA,NA,NA,NA,NA
2008,150206,NA,MUA,NA,NA,NA,NA
2008,150206,NA,MUA,NA,NA,NA,NA
2008,150206,NA,MUA,NA,NA,NA,NA
2008,150206,NA,MUA,NA,NA,NA,NA
2008,150206,NA,MUA,NA,NA,NA,NA
2008,40611,NA,NA,NA,NA,NA,NA
2008,60504,NA,NA,NA,NA,NA,NA
2008,120210,NA,NA,NA,NA,NA,NA
2008,10305,NA,NA,NA,NA,NA,NA
2008,10212,NA,NA,NA,NA,NA,NA
2008,30613,NA,NA,NA,NA,NA,NA
2008,31618,NA,NA,NA,NA,NA,NA
2008,60115,NA,NA,NA,NA,NA,NA
2008,30309,NA,NA,NA,NA,NA,NA
2008,170609,NA,NA,NA,NA,NA,NA
2008,50311,NA,NA,NA,NA,NA,NA
2008,211012,NA,NA,NA,NA,NA,NA
2008,171010,NA,MUA,NA,NA,NA,NA
2008,31312,NA,NA,NA,NA,NA,NA
2008,130406,NA,NA,NA,NA,NA,WS
2008,60310,NA,NA,NA,NA,NA,NA
2008,90804,NA,NA,NA,NA,NA,NA
2008,240203,NA,NA,NA,NA,NA,NA
2008,70715,NA,NA,NP,NA,NA,NA
2008,120601,NA,NA,NA,NA,NA,NA
2008,240202,NA,NA,NA,NA,NA,NA
2008,90403,NA,NA,NA,NA,NA,WS
2008,190401,NA,NA,NA,NA,NA,NA
2008,31619,NA,NA,NA,NA,NA,NA
2008,40706,NA,NA,NA,NA,NA,NA
2008,80711,NA,NA,NA,NA,NA,NA
2008,200513,NA,NA,NA,NA,NA,NA
2008,141010,NA,NA,NA,NA,NA,NA
2008,150507,NA,NA,NA,NA,NA,NA
2008,50110,NA,NA,NA,NA,NA,NA
2008,200309,NA,NA,NA,NA,NA,NA
2008,10804,NA,NA,NA,NA,NA,NA
2008,170204,NA,NA,NA,NA,NA,NA
2008,100505,NA,NA,NA,NA,NA,NA
2008,40612,NA,NA,NA,NA,NA,NA
2008,80315,NA,NA,NA,NA,NA,NA
2008,140507,NA,NA,NA,NA,NA,NA
2008,200514,NA,NA,NA,NA,NA,NA
2008,40707,NA,NA,NA,NA,NA,NA
2008,171002,NA,MUA,NA,NA,NA,NA
2008,150108,NA,NA,NA,NA,NA,NA
2008,30910,NA,NA,NA,NA,NA,NA
2008,50205,NA,NA,NA,NA,NA,NA
2008,171304,NA,NA,NP,NA,NA,NA
2008,150207,NA,NA,NA,NA,NA,NA
2008,120703,NA,NA,NA,NA,NA,NA
2008,20310,NA,NA,NA,NA,NA,NA
2008,60116,NA,NA,NA,NA,NA,NA
2008,140610,NA,NA,NA,NA,NA,NA
2008,31412,NA,NA,NA,NA,NA,NA
2008,81012,NA,NA,NA,NA,NA,NA
2008,200601,NA,NA,NA,NA,NA,NA
2008,81013,NA,NA,NA,NA,NA,NA
2008,80316,NA,NA,NA,NA,NA,NA
2008,200711,NA,NA,NA,NA,NA,NA
2008,50114,NA,NA,NA,NA,NA,NA
2008,40408,NA,NA,NA,NA,NA,NA
2008,171404,NA,NA,NA,NA,NA,NA
2008,150310,NA,NA,NA,NA,NA,NA
2008,31413,NA,NA,NA,NA,NA,NA
2008,200209,NA,NA,NA,NA,NA,NA
2008,30206,NA,NA,NA,NA,NA,NA
2008,200515,NA,NA,NA,NA,NA,NA
2008,200210,NA,NA,NA,NA,NA,NA
2008,70615,NA,NA,NA,NA,NA,NA
2008,70616,NA,NA,NA,NA,NA,NA
2008,200516,NA,NA,NA,NA,NA,NA
2008,150208,NA,MUA,NA,NA,NA,NA
2008,150208,NA,MUA,NA,NA,NA,NA
2008,150208,NA,MUA,NA,NA,NA,NA
2008,150208,NA,MUA,NA,NA,NA,NA
2008,150208,NA,MUA,NA,NA,NA,NA
2008,150208,NA,MUA,NA,NA,NA,NA
2008,150208,NA,MUA,NA,NA,NA,NA
2008,150208,NA,MUA,NA,NA,NA,NA
2008,150208,NA,MUA,NA,NA,NA,NA
2008,150208,NA,MUA,NA,NA,NA,NA
2008,80317,NA,NA,NA,NA,NA,NA
2008,170610,NA,NA,NA,NA,NA,NA
2008,160403,NA,NA,NA,NA,NA,NA
2008,10805,NA,NA,NA,NA,NA,NA
2008,40509,NA,NA,NA,NA,NA,NA
2008,70302,NA,NA,NA,NA,NA,NA
2008,141108,NA,NA,NA,NA,NA,NA
2008,81101,NA,NA,NA,NA,NA,NA
2008,81104,NA,NA,NA,NA,NA,NA
2008,10906,NA,NA,NA,NA,NA,NA
2008,20108,NA,NA,NA,NA,NA,NA
2008,10213,NA,NA,NA,NA,NA,NA
2008,190107,NA,NA,NA,NA,NA,NA
2008,160104,NA,NA,NA,NA,NA,NA
2008,20606,NA,NA,NA,NA,NA,NA
2008,81014,NA,NA,NA,NA,NA,NA
2008,150109,NA,NA,NA,NA,NA,NA
2008,100308,NA,NA,NA,NA,NA,NA
2008,20202,NA,NA,NA,NA,NA,NA
2008,90103,NA,NA,NP,NA,NA,NA
2008,90103,NA,NA,NP,NA,NA,NA
2008,90103,NA,NA,NP,NA,NA,NA
2008,90103,NA,NA,NP,NA,NA,NA
2008,30207,NA,NA,NA,NA,NA,NA
2008,210412,NA,NA,NA,NA,NA,NA
2008,210912,NA,NA,NA,NA,NA,NA
2008,10806,NA,NA,NA,NA,NA,NA
2008,20803,NA,MUA,NA,NA,NA,NA
2008,30208,NA,NA,NA,NA,NA,NA
2008,20201,NA,MUA,NA,NA,NA,NA
2008,50405,NA,NA,NA,NA,NA,WS
2008,170107,NA,NA,NA,NA,NA,NA
2008,171305,MULTI,NA,NA,NA,NA,NA
2008,200505,NA,NA,NA,NA,NA,NA
2008,90303,NA,NA,NA,NA,NA,WS
2008,90701,NA,NA,NP,NA,NA,NA
2008,160802,NA,NA,NP,NA,NA,NA
2008,160801,NA,NA,NP,NA,NA,NA
2008,171110,NA,NA,NA,NA,NA,NA
2008,210212,NA,NA,NA,NA,NA,NA
2008,30109,NA,NA,NA,NA,NA,NA
2008,60708,NA,NA,NA,NA,NA,NA
2008,30110,NA,NA,NA,NA,NA,NA
2008,40807,NA,NA,NA,NA,NA,NA
2008,60505,NA,NA,NA,NA,NA,NA
2008,50711,NA,NA,NA,NA,NA,NA
2008,50610,NA,NA,NA,NA,NA,NA
2008,50611,NA,NA,NA,NA,NA,NA
2008,210613,NA,NA,NA,NA,NA,NA
2008,70111,NA,NA,NA,NA,NA,NA
2008,130102,NA,NA,NA,NA,NA,NA
2008,80125,NA,NA,NA,NA,NA,NA
2008,170306,NA,NA,NP,NA,NA,NA
2008,60208,NA,NA,NA,NA,NA,NA
2008,40708,NA,NA,NA,NA,NA,NA
2008,60311,NA,NA,NA,NA,NA,NA
2008,10407,NA,NA,NA,NA,NA,NA
2008,190511,NA,NA,NA,NA,RMS,NA
2008,140109,NA,NA,NA,NA,NA,NA
2008,21301,NA,NA,NA,NA,NA,NA
2008,140313,NA,NA,NA,NA,NA,NA
2008,220105,NA,NA,NA,NA,NA,WS
2008,210506,NA,NA,NA,NA,NA,NA
2008,200517,NA,NA,NA,NA,NA,NA
2008,211013,NA,NA,NA,NA,NA,NA
2008,40709,NA,NA,NA,NA,NA,NA
2008,100213,NA,NA,NA,NA,NA,NA
2008,40510,NA,NA,NA,NA,NA,NA
2008,190305,NA,NA,NA,NA,NA,NA
2008,80614,NA,NA,NA,NA,NA,NA
2008,100214,NA,NA,NA,NA,NA,NA
2008,31621,NA,NA,NA,NA,NA,NA
2008,140407,NA,NA,NA,NA,NA,NA
2008,31313,NA,NA,NA,NA,NA,NA
2008,10704,NA,NA,NA,PL,NA,NA
2008,90104,NA,NA,NP,NA,NA,NA
2008,200302,NA,NA,NA,NA,NA,NA
2008,80108,NA,NA,NA,NA,NA,NA
2008,200211,NA,NA,NA,NA,NA,NA
2008,70716,NA,NA,NA,NA,NA,NA
2008,130403,NA,NA,NA,NA,NA,WS
2008,100215,NA,NA,NA,NA,NA,NA
2008,200310,NA,NA,NA,NA,NA,NA
2008,50712,NA,NA,NA,NA,NA,NA
2008,60709,NA,NA,NA,NA,NA,NA
2008,80126,NA,NA,NA,NA,NA,NA
2008,160306,NA,NA,NA,NA,NA,NA
2008,140408,NA,NA,NA,NA,NA,NA
2008,210213,NA,NA,NA,NA,NA,NA
2008,200212,NA,NA,NA,NA,NA,NA
2008,70209,NA,NA,NA,NA,NA,NA
2008,150311,NA,NA,NA,NA,NA,NA
2008,60117,NA,NA,NA,NA,NA,NA
2008,50806,NA,NA,NA,NA,NA,NA
2008,160404,NA,NA,NA,NA,NA,NA
2008,31314,NA,NA,NA,NA,NA,NA
2008,31414,NA,NA,NA,NA,NA,NA
2008,120101,NA,NA,NA,NA,NA,NA
2008,31622,NA,NA,NA,NA,NA,NA
2008,31014,NA,NA,NA,NA,NA,NA
2008,70508,NA,NA,NA,NA,NA,NA
2008,140208,NA,NA,NA,NA,NA,NA
2008,30111,NA,NA,NA,NA,NA,NA
2008,50509,NA,NA,NA,NA,NA,NA
2008,20704,NA,NA,NA,NA,NA,NA
2008,50613,NA,NA,NP,NA,NA,NA
2008,70805,NA,NA,NA,NA,NA,NA
2008,81015,NA,NA,NA,NA,NA,NA
2008,211014,NA,NA,NA,NA,NA,NA
2008,210913,NA,NA,NA,NA,NA,NA
2008,171203,NA,NA,NA,NA,NA,NA
2008,70314,NA,NA,NA,NA,NA,NA
2008,31013,NA,NA,NA,NA,NA,NA
2008,40409,NA,NA,NA,NA,NA,NA
2008,70313,NA,NA,NA,NA,NA,NA
2008,40111,NA,MUA,NA,NA,NA,NA
2008,150110,NA,NA,NA,NA,NA,NA
2008,50403,NA,NA,NA,NA,NA,WS
2008,160405,NA,NA,NA,NA,NA,NA
2008,50713,NA,NA,NA,NA,NA,NA
2008,30310,NA,NA,NA,NA,NA,NA
2008,160406,NA,NA,NA,NA,NA,NA
2008,120502,NA,NA,NA,NA,NA,NA
2008,210214,NA,NA,NA,NA,NA,NA
2008,31208,NA,NA,NA,NA,NA,NA
2008,70309,NA,NA,NP,NA,NA,NA
2008,220506,NA,NA,NA,NA,NA,WS
2008,31315,NA,NA,NA,NA,NA,NA
2008,220104,NA,NA,NA,NA,NA,NA
2008,70717,NA,NA,NA,NA,NA,NA
2008,30407,NA,NA,NA,NA,NA,NA
2008,70407,NA,NA,NA,NA,NA,NA
2008,60209,NA,NA,NA,NA,NA,NA
2008,90304,MULTI,NA,NA,NA,NA,NA
2008,210215,NA,NA,NA,NA,NA,NA
2008,70210,NA,NA,NA,NA,NA,NA
2008,70211,NA,NA,NA,NA,NA,NA
2008,70718,NA,NA,NA,NA,NA,NA
2008,200415,NA,NA,NA,NA,NA,NA
2008,140508,NA,NA,NA,NA,NA,NA
2008,220103,NA,NA,NA,NA,NA,NA
2008,70719,NA,NA,NA,NA,NA,NA
2008,170909,NA,NA,NA,NA,NA,NA
2008,210914,NA,NA,NA,NA,NA,NA
2008,210915,NA,NA,NA,NA,NA,NA
2008,80127,NA,NA,NA,NA,NA,NA
2008,200416,NA,NA,NA,NA,NA,NA
2008,80128,NA,NA,NA,NA,NA,NA
2008,210711,NA,NA,NA,NA,NA,NA
2008,60813,NA,NA,NA,NA,NA,NA
2008,30911,NA,NA,NA,NA,NA,NA
2008,31015,NA,NA,NA,NA,NA,NA
2008,60118,NA,NA,NA,NA,NA,NA
2008,30614,NA,NA,NA,NA,NA,NA
2008,10807,NA,NA,NA,NA,NA,NA
2008,170715,NA,NA,NA,NA,NA,NA
2008,10408,NA,NA,NA,NA,NA,NA
2008,30406,NA,NA,NA,NA,NA,NA
2008,40613,NA,NA,NA,NA,NA,NA
2008,80615,NA,NA,NA,NA,NA,NA
2008,130302,NA,NA,NA,NA,NA,WS
2008,50312,NA,NA,NA,NA,NA,NA
2008,180211,NA,NA,NP,NA,NA,NA
2008,120406,NA,NA,NA,NA,NA,NA
2008,120404,NA,NA,NA,NA,NA,NA
2008,120405,NA,NA,NA,NA,NA,NA
2008,120707,NA,NA,NA,NA,NA,NA
2008,141011,NA,NA,NA,NA,NA,NA
2008,180212,NA,NA,NP,NA,NA,NA
2008,10608,NA,NA,NA,NA,NA,NA
2008,81016,NA,NA,NA,NA,NA,NA
2008,170714,NA,NA,NA,PL,NA,NA
2008,70212,NA,NA,NA,NA,NA,NA
2008,70213,NA,NA,NA,NA,NA,NA
2008,60609,NA,NA,NA,NA,NA,NA
2008,30112,NA,NA,NA,NA,NA,NA
2008,220505,NA,NA,NA,NA,NA,WS
2008,180303,NA,NA,NA,NA,NA,NA
2008,80913,NA,NA,NA,NA,NA,NA
2008,120108,NA,NA,NA,NA,NA,NA
2008,50714,NA,NA,NA,NA,NA,NA
2008,50111,NA,NA,NA,NA,NA,NA
2008,40808,NA,NA,NA,NA,NA,WS
2008,90503,NA,NA,NA,NA,NA,WS
2008,60407,NA,NA,NA,NA,NA,WS
2008,240103,NA,MUA,NA,NA,NA,NA
2008,10905,NA,NA,NA,NA,NA,WS
2008,31513,NA,NA,NA,NA,NA,NA
2008,80816,NA,NA,NA,NA,NA,NA
2008,50112,NA,NA,NA,NA,NA,NA
2008,31514,NA,NA,NA,NA,NA,NA
2008,120702,NA,NA,NA,NA,NA,NA
2008,200110,NA,NA,NA,NA,NA,NA
2008,30912,NA,NA,NA,NA,NA,NA
2008,31108,NA,NA,NA,NA,NA,NA
2008,120106,NA,NA,NA,NA,NA,NA
2008,120107,NA,NA,NA,NA,NA,NA
2008,20301,NA,NA,NA,NA,NA,NA
2008,180213,NA,NA,NA,NA,NA,NA
2008,120110,NA,NA,NA,NA,NA,NA
2008,120109,NA,NA,NA,NA,NA,NA
2008,171405,NA,NA,NA,NA,NA,NA
2008,50313,NA,NA,NA,NA,NA,NA
2008,150209,NA,NA,NA,NA,NA,NA
2008,50510,NA,NA,NA,NA,NA,NA
