"","year","Province","Commune","commGIS","areaKM","ForPix","diffPix","tot_pop","prop_ind","pop_den","M6_24_sch","propPrimSec","propSecSec","Les1_R_Land","pig_fam","dist_sch","garbage","KM_Comm","land_confl","crim_case","Pax_migt_in","Pax_migt_out","mean_elev","dist_border","dist_provCap","elc","PA","PA_cat"
"69",2007,"Battambang","Ta Kream",20108,228.4617542,200,0,18881,0,82.6440297025435,0.659207186272727,0.987202803454545,0,0.368993420727273,0.168777221636364,8.666666667,0,8,42,0.00208835790909091,197,84,31.99613739,48.41450906,24.77845265,0,0,"none"
"70",2007,"Battambang","Ta Pung",20201,107.8472526,37,0,14668,0,136.007173538327,0.653866459285714,0.561871322571429,0.00335140485714286,0.244673058571429,0.241703660285714,2,0.0774365821428571,1.5,8,0.000830971571428571,54,27,6.162359485,71.64397435,19.43849173,0,1,"MUA"
"71",2007,"Battambang","Ta Meun",20202,119.1238378,35,0,15522,0,130.301376170068,0.6251249722,0.7350756984,0.0021774688,0.3541739308,0.0992243975,1.916666667,0.0089041096,1,5,0.0026594313,67,56,6.048517407,67.37068809,24.39185104,0,0,"none"
"72",2007,"Battambang","Ou Ta Ki",20203,102.2560639,0,0,14838,0,145.106308947219,0.58294118925,0.910924185125,0.00081240125,0.21461601525,0.237183623875,6,0,4.75,11,0.001426705625,76,139,8.822754169,66.21520154,12.43971675,0,0,"none"
"73",2007,"Battambang","Anlong Run",20205,84.48706168,0,0,4817,0,57.0146470266026,0.6371663816,0.9681470698,0,0.422705071,0.207156195,12.33333333,0,1,2,0.0020045386,0,11,16.94795583,53.00354198,23.35698711,0,0,"none"
"74",2007,"Battambang","Chrouy Sdau",20206,107.4021247,55,0,9943,0,92.5773119272379,0.626456798333333,0.783593615333333,0,0.358878963666667,0.404540759,3.333333333,0,2,0,0.000700120333333333,67,0,6.653005655,62.38313447,29.21327797,0,0,"none"
"75",2007,"Battambang","Boeng Pring",20207,81.04248995,8,0,9278,0,114.483155758469,0.7877267295,0.6661753525,0.00270562775,0.52161925075,0.46281720825,6.9666666665,0,4,31,0.0036107795,0,8,7.955573381,56.24761713,26.69128762,0,0,"none"
"76",2007,"Battambang","Kouk Khmum",20208,53.27816042,0,0,11987,0,224.988999348037,0.668000936875,0.56894394325,0.00191970725,0.2676817975,0.115375472375,2.666666667,0,1.25,6,0.00063555375,142,21,10.88129311,62.24775362,22.38881282,0,0,"none"
"77",2007,"Battambang","Bansay Traeng",20209,59.4799799,0,0,9605,0,161.482905948326,0.733134816625,0.694054337375,0.00234229325,0.256231047875,0.16279591125,5.416666667,0,2,15,0.003293997625,53,57,13.33323524,59.20415869,25.11728165,0,0,"none"
"78",2007,"Battambang","Rung Chrey",20210,80.68822278,0,0,10761,0,133.36518799454,0.642055153142857,0.854401586142857,0.000801068142857143,0.430108441285714,0.358478455,7.5,0,2,7,0.00188569728571429,35,145,15.10330732,55.74672813,28.68922331,0,0,"none"
"79",2007,"Battambang","Tuol Ta Aek",20301,3.68434169,0,0,16303,0,4424.94246509476,0.8399474638,0.0341586362,0.0138361148,0.0083853666,0.0517957502,0.883333333,0.1318106414,0.9,11,0.0022013886,15,207,8.02498312,72.24803595,0.958389707,0,0,"none"
"80",2007,"Battambang","Preaek Preah Sdach",20302,3.0202069,0,0,12942,0,4285.13688913167,0.893610797875,0.019922192625,0.010573440875,0.001297577875,0.055104305375,0.3916666665,0.259802714875,0.55,5,0.000863812125,274,79,9.49626556,74.93415397,2.426321018,0,0,"none"
"81",2007,"Battambang","Rotanak",20303,6.8025711,0,0,13874,0,2039.52296801426,0.797476349,0.094103887125,0.0061308835,0.061466,0.05667060825,1.1,0.189875862,0.875,8,0.001696012375,73,54,9.593027523,75.40546118,2.226003648,0,0,"none"
"82",2007,"Battambang","Chamkar Samraong",20304,8.87749432,0,0,16245,0,1829.90823924289,0.9241190298,0.3784203914,0.0141987898,0.249632366,0.117709244,1,0.1213526838,1,15,0.0014984274,60,66,7.790081713,72.01899816,3.092586872,0,0,"none"
"83",2007,"Battambang","Sla Kaet",20305,7.63580856,0,0,6662,0,872.46818037041,0.659851469666667,0.366261582,0.005425138,0.0972344206666667,0.0483293716666667,1.2,0.0250980393333333,1,9,0.003095367,58,20,7.690569745,73.12988461,3.729136582,0,0,"none"
"84",2007,"Battambang","Kdol Doun Teav",20306,9.2359824,0,0,8867,0,960.049469128482,0.733890275714286,0.407922629285714,0.00503094385714286,0.211498164142857,0.0369047325714286,1.5,0,1.3,1,0.00135214185714286,54,18,7.705516495,73.85731813,5.209577554,0,0,"none"
"85",2007,"Battambang","Ou Mal",20307,37.59205081,0,0,10291,0,273.75468425528,0.6644468117,0.68715315,0.0011215914,0.3571843364,0.0539208896,3.4166666665,0,2,10,0.0010788267,69,135,10.1845345,65.41191006,7.973354335,0,0,"none"
"86",2007,"Battambang","Voat Kor",20308,24.74017483,0,0,15033,0,607.635156311464,0.6946974385,0.774385659833333,0.000796178333333333,0.643250539833333,0.0697917561666667,2.1666666665,0,3.5,16,0.00185060016666667,23,36,9.343500656,70.499496,5.137651299,0,0,"none"
"87",2007,"Battambang","Ou Char",20309,11.91947597,0,0,16450,0,1380.09422909219,0.77930703,0.350499656,0.00876305766666667,0.274825557,0.0779263236666667,2.2,0.0872287843333333,2,22,0.00179870466666667,170,105,7.708298407,70.27102551,3.109338413,0,0,"none"
"88",2007,"Battambang","Svay Pao",20310,2.21951073,0,0,19536,0,8801.93987618163,0.86512491275,0.00078781525,0.0085301775,0,0,0.491666667,0.5059298365,0.5,6,0.00046812,50,24,8.550904977,73.39682844,0.495807571,0,0,"none"
"89",2007,"Battambang","Bavel",20401,60.05092197,0,0,25660,0,427.304013963668,0.88025558168421,0.994639376210526,0.00182748536842105,0.457489961315789,0.504644050947368,2,0.0246101364736842,2.5,101,0.000482086421052632,19,0,20.53853837,48.20549219,37.42660018,0,0,"none"
"90",2007,"Battambang","Khnach Romeas",20402,76.28490767,0,0,12330,0,161.630922506169,0.782613801875,1,0,0.28863552575,0.302725685625,3.75,0,1.5,39,0,19,0,18.4178596,50.96612196,31.80768046,0,0,"none"
"91",2007,"Battambang","Lvea",20403,69.72976808,0,0,13403,0,192.21346017705,0.735843754,1,0,0.288513698416667,0.189001643083333,1.3333333335,0,1.75,16,0,13,0,16.76079865,46.2143443,28.89172042,0,0,"none"
"92",2007,"Battambang","Prey Khpos",20404,186.1821363,6,0,11392,0,61.1873954526109,0.717272501555556,1,0,0.24913598,0.402640380444444,2.533333333,0,3,25,0,46,0,23.5255739,34.86930737,31.08502737,0,0,"none"
"93",2007,"Battambang","Ampil Pram Daeum",20405,187.7717136,11,0,11233,0,59.8226419977668,0.773419250625,1,0,0.375748902625,0.251017030125,4.733333333,0,1.25,14,0.001170002875,64,19,31.90661437,39.40833101,40.43284907,0,1,"WS"
"94",2007,"Battambang","Kdol Tahen",20406,382.3578304,102,0,21829,0,57.0905007415797,0.650264124,0.98933766037037,0,0.192821688296296,0.140762128296296,6.666666667,0,8,73,0.00218890151851852,220,109,31.15557342,34.69435043,39.55629392,0,1,"WS"
"95",2007,"Battambang","Preaek Norint",20501,91.2943908,67,0,14255,0,156.143218384891,0.6538747068,0.8684226396,0.0021878246,0.5284882977,0.05136593,2.5666666665,0,3,17,0.0022431089,87,79,5.956658635,82.39666814,17.26550621,0,1,"MUA"
