"","year","Province","Commune","commGIS","areaKM","ForPix","diffPix","tot_pop","prop_ind","pop_den","M6_24_sch","propPrimSec","propSecSec","Les1_R_Land","pig_fam","dist_sch","garbage","KM_Comm","land_confl","crim_case","Pax_migt_in","Pax_migt_out","mean_elev","dist_border","dist_provCap","elc","PA","PA_cat","Provcomm","year.orig"
"12",-1.42990159207815,"Banteay Meanchey","Srah Reang",10212,32.7789374,0,0,-0.461444062195155,-0.245360960126312,-0.134666555061098,-0.612410992143759,0.683081186968239,-0.279978569359276,0.357736819552953,0.648346282412705,-0.270948327537523,-0.223188302023397,0.117197608855458,-0.0297790155570951,-0.181861094522344,-0.426914524443536,-0.450036709021422,-0.459216040994558,-0.222080006390832,-0.578286535741467,"0","0","none","Banteay Meanchey_Srah Reang",2007
"13",-1.42990159207815,"Banteay Meanchey","Ta Lam",10213,36.96425237,2,0,-0.207793548640421,-0.245360960126312,-0.132090396503009,-0.758290504684711,-0.430777252110567,-0.279978569359276,-0.416823347617098,0.468369231615453,-0.324904803762167,-0.223188302023397,0.293602587793303,-0.657559614400373,-0.364049403007481,-0.415693503552222,-0.412218690529066,-0.452446637719239,-0.24666168567062,-0.625435922309372,"0","0","none","Banteay Meanchey_Ta Lam",2007
"14",-1.42990159207815,"Banteay Meanchey","Nam Tau",10301,185.9347758,189,0,0.346417990113305,-0.245360960126312,-0.156267971456191,-0.313844610085687,0.693540618668585,-0.279978569359276,-0.705944544895042,1.40880125495268,-0.119870194004924,-0.223188302023397,0.117197608855458,-0.372204796744337,-0.028861362545344,-0.385770781175383,-0.251492111936552,-0.292374032980136,-0.228561015744099,0.392953135171555,"0","1","PL","Banteay Meanchey_Nam Tau",2007
"15",-1.42990159207815,"Banteay Meanchey","Paoy Char",10302,246.3298385,555,0,0.427630654540917,-0.245360960126312,-0.158254424174329,0.577086707387424,0.54494708513456,-0.0883074096318213,-0.797938290540825,1.30456189219773,-0.567708946870186,-0.223188302023397,-0.764827285833763,-0.657559614400373,-0.620251987498444,-0.415693503552222,-0.256219364248097,-0.294611020115368,-0.350037840595426,0.921312288253331,"0","1","PL","Banteay Meanchey_Paoy Char",2007
"16",-1.42990159207815,"Banteay Meanchey","Ponley",10303,119.8673636,83,0,0.853904434264844,-0.245360960126312,-0.147398708122621,-0.303236887329646,0.723018745063558,-0.279978569359276,-0.135368142825048,1.6315077797419,-0.0443311272386241,-0.223188302023397,0.0289951193865363,-0.258062869681923,-0.52051048935056,-0.36706907968986,0.00850676519839734,-0.258719969685542,-0.463040036036443,0.568191892366919,"0","0","none","Banteay Meanchey_Ponley",2007
"17",-1.42990159207815,"Banteay Meanchey","Spean Sraeng",10304,64.66090846,0,0,-0.820040621562738,-0.245360960126312,-0.154808166443519,-0.952758365035236,0.565102626969085,-0.279978569359276,-0.60519596086621,1.26764375109132,0.0312079395276756,-0.223188302023397,0.117197608855458,-0.771701541462787,-0.207832324742236,-0.43813554533485,-0.213674093444196,-0.366149206008663,0.0846843335591808,1.31155942840102,"0","0","none","Banteay Meanchey_Spean Sraeng",2007
"18",-1.42990159207815,"Banteay Meanchey","Srah Chik",10305,86.27055242,5,0,-0.340181316679953,-0.245360960126312,-0.152577843458758,0.575104178854401,0.223518122576053,-0.279978569359276,-0.762146163565398,1.20023777291575,-0.642168884025231,-0.223188302023397,-0.764827285833763,1.91063374450394,-0.372591028191624,-0.494240649791422,0.287414651579525,-0.345941148763638,-0.1161310227356,0.786424028936549,"0","0","none","Banteay Meanchey_Srah Chik",2007
"19",-1.42990159207815,"Banteay Meanchey","Phnum Dei",10306,59.39018979,0,0,0.00877355649987729,-0.245360960126312,-0.141500930104103,0.0057381280093704,0.410802542857377,-0.232279507538354,-0.765885738166563,0.711816976504346,-0.467349901052205,-0.223188302023397,-0.323814838489152,0.369717729161354,-0.267006233380255,-0.378290100581174,0.140869829921644,-0.290489899837981,-0.0524740664806007,1.22586703849926,"0","0","none","Banteay Meanchey_Phnum Dei",2007
"20",-1.42990159207815,"Banteay Meanchey","Chhnuor Mean Chey",10401,49.39555709,0,0,-0.50798373975527,-0.245360960126312,-0.14589317908084,0.53793673927012,0.697697946473433,-0.279978569359276,-0.483913256685152,1.81176030072902,-0.307638731341792,-0.223188302023397,-0.412017327958074,-0.771701541462787,-0.198644496871485,-0.340886697610126,0.221233119217901,-0.410590724468841,-0.400093110316297,-0.772456574819464,"0","0","none","Banteay Meanchey_Chhnuor Mean Chey",2007
"21",-1.42990159207815,"Banteay Meanchey","Chob Veari",10402,83.9111205,2,0,0.761937581397046,-0.245360960126312,-0.140586556486668,-0.121458956178131,0.624655183876874,-0.246747074067937,-0.452507213317609,1.12618881428663,-0.538572449632476,-0.223188302023397,-0.0592073700823859,-0.771701541462787,-0.580870563057157,-0.269820231965135,-0.0671292717863152,-0.286247226104242,-0.28349965207024,-0.249461626696745,"0","0","none","Banteay Meanchey_Chob Veari",2007
"22",-1.42990159207815,"Banteay Meanchey","Phnum Lieb",10403,247.522101,76,0,1.20026346885566,-0.245360960126312,-0.155526559222615,-0.114241739327016,0.676442250686163,-0.27254026206947,-0.782192070995177,1.83351475757961,-0.0659137177802798,-0.223188302023397,1.17562748248252,-0.0297790155570951,-0.597252651968475,-0.183792405131726,0.764867135045523,-0.438677975345934,0.185760399498679,0.563223197912146,"0","0","none","Banteay Meanchey_Phnum Lieb",2007
"23",-1.42990159207815,"Banteay Meanchey","Prasat",10404,194.7735354,81,0,-0.315891684168499,-0.245360960126312,-0.159699620234821,0.660883252627857,0.725587733465758,-0.279978569359276,-0.320852497042446,1.61013720294,-0.292530917949683,-0.223188302023397,-0.323814838489152,-0.543417687337959,-0.407357380216959,-0.310963975233288,-0.412218690529066,-0.474132505218756,0.419435600105121,1.0176262914373,"0","1","MUA","Banteay Meanchey_Prasat",2007
"24",-1.42990159207815,"Banteay Meanchey","Preah Netr Preah",10405,117.9517787,23,0,0.910456632096857,-0.245360960126312,-0.146679356519872,0.309726314328113,0.697358781707636,-0.279978569359276,-0.384116776352237,1.40704541337053,-0.422026460940627,-0.223188302023397,-0.0592073700823859,-0.771701541462787,-0.646719894707665,-0.191273085725935,-0.147492561082572,-0.418580589275342,-0.16110804052487,-0.319800969490664,"0","0","none","Banteay Meanchey_Preah Netr Preah",2007
"25",-1.42990159207815,"Banteay Meanchey","Rohal",10406,151.493588,42,0,-0.0344286143029391,-0.245360960126312,-0.156380705057946,0.84995149924177,0.515584227444974,-0.279978569359276,-0.765338326444245,1.53066689949912,-0.422026460940627,-0.223188302023397,-0.23561234902023,-0.258062869681923,-0.438753917001504,0.549314293100809,0.348868931629604,-0.386939298667291,-0.0337105698611338,0.122118933397268,"0","0","none","Banteay Meanchey_Rohal",2007
"26",-1.42990159207815,"Banteay Meanchey","Tean Kam",10407,59.57450168,0,0,-0.914974147103691,-0.245360960126312,-0.155300715510744,0.105179890873798,0.431596566187482,-0.279978569359276,-0.433872972536419,1.83676666827592,-0.119870194004924,-0.223188302023397,-0.23561234902023,-0.771701541462787,-0.675171784385454,-0.468058267711688,-0.284582878117364,-0.339017242339629,-0.291474888498347,0.1721306074366,"0","0","none","Banteay Meanchey_Tean Kam",2007
"27",-1.42990159207815,"Banteay Meanchey","Tuek Chour",10408,76.12422135,0,0,0.820529366691853,-0.245360960126312,-0.137350633777911,-0.368198702958297,0.464349563807903,-0.279978569359276,-0.419184707634853,1.75606442973296,-0.422026461005375,-0.223188302023397,0.734615035137913,-0.31513383321313,-0.517310043517521,0.0892524365569225,-0.312946391986631,-0.412352831740204,0.158799479398694,0.999386766387785,"0","0","none","Banteay Meanchey_Tuek Chour",2007
"28",-1.42990159207815,"Banteay Meanchey","Changha",10501,66.28616502,0,0,-0.511692080596714,-0.245360960126312,-0.150954144925269,-0.0511836713347595,0.692243265701752,-0.279978569359276,-1.09882370172396,-0.317877335652098,0.0182583851638334,-0.223188302023397,-0.764827285833763,-0.71463057793158,0.13051597549688,-0.370809419986964,-0.284582878117364,-0.356755057209581,-0.906538720189577,-1.04900534174984,"0","0","none","Banteay Meanchey_Changha",2007
"29",-1.42990159207815,"Banteay Meanchey","Koub",10502,77.49276895,0,0,-0.087643305377653,-0.245360960126312,-0.148222622369266,0.709211303310421,0.662786437533623,-0.268622717783031,-0.555338013658717,-0.502548371020214,-0.508356822977754,-0.223188302023397,-0.0592073700823859,-0.372204796744337,0.153025582653589,-0.36706907968986,0.121960820675466,-0.288376361730073,-1.01326123433015,-0.497240963869197,"0","0","none","Banteay Meanchey_Koub",2007
"30",-1.42990159207815,"Banteay Meanchey","Kuttasat",10503,46.44224931,0,0,-0.498342053567517,-0.245360960126312,-0.144458760169908,0.873156845259631,0.725587733465758,-0.279978569359276,-1.13137248600868,0.640427889805923,-0.350803912295608,-0.223188302023397,-0.55314131110835,-0.486346723806752,-0.0452996436356038,-0.44561622592906,-0.369673419725165,-0.312223724344653,-1.07576261286609,-0.28723247762536,"0","0","none","Banteay Meanchey_Kuttasat",2007
"31",-1.42990159207815,"Banteay Meanchey","Ou Bei Choan",10504,169.2596645,0,0,0.928812919262002,-0.245360960126312,-0.15230675898057,-1.29867304571365,0.341171585749927,-0.0827453382457857,0.0771659598523588,-0.941252030346759,0.441277158912667,-0.223188302023397,0.822817524606835,1.79649181744153,0.836704904302089,-0.123946960378049,-0.312946391986631,-0.179642283432565,-1.25845572642564,0.159786249381158,"0","0","none","Banteay Meanchey_Ou Bei Choan",2007
"32",-1.42990159207815,"Banteay Meanchey","Samraong",10505,96.83323163,0,0,-0.247658212685939,-0.245360960126312,-0.153148205872378,-0.745790155980194,0.719869246419304,-0.279978569359276,-0.473468230387559,0.0394662496558104,-0.281739622743603,-0.223188302023397,-0.588422306895918,0.084362911505319,-0.0717145568694352,-0.456837246820374,-0.171128822640295,-0.339944906826273,-0.862486050660824,-0.696464346691947,"0","0","none","Banteay Meanchey_Samraong",2007
"33",-1.42990159207815,"Banteay Meanchey","Souphi",10506,78.5975751,0,0,-0.8389531598541,-0.245360960126312,-0.156927694091701,-0.660987929060593,0.537097396311353,-0.279978569359276,-0.62468166424633,-1.00071994055628,-0.227783146454211,-0.223188302023397,-0.588422306895918,-0.543417687337959,-0.422552657009776,-0.505461670682736,-0.246764859625007,-0.323436455600917,-1.03865825807368,-0.650325007714478,"0","0","none","Banteay Meanchey_Souphi",2007
"34",-1.42990159207815,"Banteay Meanchey","Soengh",10507,89.97435287,0,0,-0.426956492369731,-0.245360960126312,-0.153965970693596,-0.631656757810397,0.682340828274893,-0.279978569359276,-1.07164156123568,-0.679950819380717,0.225451254014091,-0.208901812280681,-0.764827285833763,-0.372204796744337,-0.166258897113781,-0.441875885631955,-0.260946616559641,-0.328923093220653,-1.12733835343508,-0.467254712595146,"0","0","none","Banteay Meanchey_Soengh",2007
"35",-1.42990159207815,"Banteay Meanchey","Tuek Thla",10601,112.5596313,0,0,0.751739644083077,-0.245360960126312,-0.1470230318143,-0.594802862960188,-0.261304572003208,-0.260894426965796,-1.030241959292,-0.865571663656011,-0.529939413454662,-0.223188302023397,-0.412017327958074,2.93791108806567,0.490056604235538,-0.254858870776716,0.273232894644891,-0.349039602974815,-0.513184970225518,-0.692279705308764,"0","0","none","Banteay Meanchey_Tuek Thla",2007
"36",-1.42990159207815,"Banteay Meanchey","Kampong Svay",10602,43.1108767,0,0,2.46332435945131,-0.245360960126312,-0.0820174814106198,0.140093853022548,-1.99371324958829,-0.159507319711749,-1.14798766435412,-0.762211811952678,-0.594687185014882,0.727119855794632,-0.23561234902023,-0.143920942619509,0.208304331538424,0.0406280126945605,0.358323436252693,-0.30896377933892,-0.704850371304672,-1.44550861122921,"0","0","none","Banteay Meanchey_Kampong Svay",2007
"37",-1.42990159207815,"Banteay Meanchey","Kaoh Pong Satv",10603,15.51324164,0,0,-0.808730181996336,-0.245360960126312,-0.120098877655846,-0.537980226549207,0.414730013454775,-0.279978569359276,-0.384363113941343,0.239822109408828,-0.327063062790433,-0.223188302023397,-0.23561234902023,-0.71463057793158,-0.148644339452726,-0.490500309494317,-0.213674093444196,-0.425832210778302,-0.49525715718193,-1.22655037202348,"0","0","none","Banteay Meanchey_Kaoh Pong Satv",2007
"38",-1.42990159207815,"Banteay Meanchey","Mkak",10604,71.8534629,0,0,-0.30068748671858,-0.245360960126312,-0.149486438274737,-1.10717175197763,0.712124137895826,-0.230624644910568,-1.10093358403,0.874017737001036,-0.249365736995867,-0.223188302023397,-0.23561234902023,-0.200991906150716,0.482961949966636,-0.486759969197212,-0.450036709021422,-0.344556019858938,-0.779709828500342,-1.09391411096364,"0","0","none","Banteay Meanchey_Mkak",2007
"39",-1.42990159207815,"Banteay Meanchey","Ou Ambel",10605,33.0198514,0,0,1.59149342762795,-0.245360960126312,-0.0798579543202353,-0.958070299407374,-1.56877785159774,-0.236393383027936,-0.257828984411711,-1.06994206444821,-0.637852365968698,0.195953256436715,-0.588422306895918,-0.31513383321313,-0.405218123709253,-0.28104125285645,-0.199492336509562,-0.284894577845403,-0.657396787097606,-1.33469765414653,"0","0","none","Banteay Meanchey_Ou Ambel",2007
"40",-1.42990159207815,"Banteay Meanchey","Phniet",10606,41.06900201,0,0,-0.753290486416756,-0.245360960126312,-0.147192961899446,-1.22416770474755,-0.124927984912244,-0.279978569359276,-0.282700722062358,-0.207532636905767,-0.206200556042051,-0.223188302023397,-0.588422306895918,-0.486346723806752,-0.294642415308451,-0.426914524443536,-0.364946167413621,-0.41572531756318,-0.507150265952996,-1.14210771121528,"0","0","none","Banteay Meanchey_Phniet",2007
"41",-1.42990159207815,"Banteay Meanchey","Preah Ponlea",10607,14.14296379,0,0,1.01466100974142,-0.245360960126312,-0.00157208916541689,0.0973237234933947,-1.69904440066561,-0.218588183453839,-0.599964650262881,-1.01208546595277,-0.594687185014882,0.54957762664569,-0.412017327958074,0.0272919479741119,0.187706239740035,-0.0379191335446397,0.225960371529446,-0.380023758156667,-0.591268938832775,-1.49781866104708,"0","0","none","Banteay Meanchey_Preah Ponlea",2007
"42",-1.42990159207815,"Banteay Meanchey","Banteay Chhmar",10701,460.0425442,99,0,0.946798372343003,-0.245360960126312,-0.1606494219117,-0.134326311278251,0.50251148765969,0.0119790003840134,-0.775547121236649,0.0466362996854479,-0.0594389406307327,-0.114112625428552,1.10506549090739,2.19598856215998,1.00292931914197,-0.183792405131726,-0.204219588821107,0.448215227959027,-1.14951431253602,1.41089708994859,"0","1","PL","Banteay Meanchey_Banteay Chhmar",2007
"43",-1.42990159207815,"Banteay Meanchey","Kouk Romiet",10702,226.1852209,0,0,1.65527689010078,-0.245360960126312,-0.152799341745734,-0.734301739449237,0.673791820775735,-0.251713768042235,-0.00480986901707009,-0.571117357726889,0.419694568500506,-0.223188302023397,1.52843744035821,2.25305952569119,0.543273269213961,0.081771755962713,0.211778614594812,0.0103322675633899,-1.29635850515082,0.875068478939494,"0","1","PL","Banteay Meanchey_Kouk Romiet",2007
"44",-1.42990159207815,"Banteay Meanchey","Phum Thmei",10703,65.85071459,0,0,-0.222256077922051,-0.245360960126312,-0.146966905554372,-0.658306573048991,0.437210869755451,-0.279978569359276,-0.756920116441984,1.26917351742702,-0.422026460940627,-0.223188302023397,-0.412017327958074,-0.657559614400373,0.0405121909710319,-0.423174184146431,0.235414876152535,-0.120311033916429,-0.918243511182263,0.476361866854086,"0","0","none","Banteay Meanchey_Phum Thmei",2007
"45",-1.42990159207815,"Banteay Meanchey","Thma Puok",10704,133.1509198,41,0,-0.111376686762891,-0.245360960126312,-0.155627684519138,-0.118965550444074,0.196776772371139,-0.279978569359276,-1.1447966956549,0.971563565598096,-0.573104594473226,-0.223188302023397,-0.658984298471056,-0.543417687337959,-0.320565645735794,-0.494240649791422,-0.284582878117364,0.168657999014893,-0.89359210929907,1.09958608623758,"0","1","PL","Banteay Meanchey_Thma Puok",2007
"46",-1.42990159207815,"Banteay Meanchey","Kouk Kakthen",10705,131.5531787,46,0,-0.236904024245753,-0.245360960126312,-0.156351682778599,0.558409827848756,0.394830498100355,-0.256435515819434,-0.817120620924507,-0.459385487615792,-0.0723884948650793,-0.219850337270434,0.822817524606835,0.598001583286182,-0.398083106753304,-0.468058267711688,-0.407491438217522,-0.0871934666975509,-0.731400520934402,0.645033857425022,"0","0","none","Banteay Meanchey_Kouk Kakthen",2007
"47",-1.42990159207815,"Banteay Meanchey","Kumru",10706,72.74999372,0,0,0.00858813945780512,-0.245360960126312,-0.14592144555264,0.187870484374139,0.569679617753208,-0.279978569359276,-0.209736261985485,0.890619707549076,-0.55152200393157,-0.223188302023397,-0.23561234902023,-0.600488650869166,1.86991507893876,-0.408212822958012,-0.204219588821107,-0.0174653655862028,-1.12202183841606,1.03134806179903,"0","1","PL","Banteay Meanchey_Kumru",2007
"48",-1.42990159207815,"Banteay Meanchey","Phkoam",10801,88.73970906,7,0,0.334365882378614,-0.245360960126312,-0.146210474436466,-0.588853324422778,0.71291620235042,-0.244970716391848,-0.381437103029317,0.963865995647526,-0.335696099032995,-0.223188302023397,0.470007566731147,-0.0297790155570951,-0.553675881088825,-0.396991802066698,-0.303491887363542,-0.188830130067359,-0.615063447670914,0.306403328505861,"0","0","none","Banteay Meanchey_Phkoam",2007
"49",-1.42990159207815,"Banteay Meanchey","Sarongk",10802,46.93855396,0,0,-0.760707168099643,-0.245360960126312,-0.149629617147836,-0.678676226671261,0.725587733465758,-0.279978569359276,-1.13254889563929,1.0162904713763,0.117538301500055,-0.223188302023397,-0.588422306895918,1.91063374450394,0.939748404990899,-0.434395205037745,0.0746882975600208,-0.283226695465702,-0.565516659146646,-0.130703652476123,"0","0","none","Banteay Meanchey_Sarongk",2007
"50",-1.42990159207815,"Banteay Meanchey","Sla Kram",10803,168.4517925,4,0,0.163782203672214,-0.245360960126312,-0.156263267838022,-1.28034301920617,0.40839576359086,-0.246390480627685,-0.581311105493966,-0.314531369877608,-0.0767050130511078,-0.223188302023397,0.470007566731147,-0.372204796744337,-0.120619051748078,-0.127687300675154,-0.336582653544354,-0.157042236982551,-1.04692210596251,-0.403890053657792,"0","0","none","Banteay Meanchey_Sla Kram",2007
"51",-1.42990159207815,"Banteay Meanchey","Svay Chek",10804,210.2611913,9,0,0.115759189775521,-0.245360960126312,-0.1583141068405,-1.12674631614291,0.640370193706985,-0.279978569359276,-1.1693662023807,-0.759517393089888,-0.54073070872549,-0.223188302023397,0.822817524606835,2.93791108806567,0.934850928440562,-0.105245258892526,-0.213674093444196,-0.0189928972997098,-1.18868340798927,0.151116531728841,"0","0","none","Banteay Meanchey_Svay Chek",2007
"52",-1.42990159207815,"Banteay Meanchey","Ta Baen",10805,27.13119414,0,0,-0.917755402734774,-0.245360960126312,-0.143123121885037,0.2613153094476,0.725587733465758,-0.279978569359276,-0.292075774179908,-1.00128500615053,-0.486774232436099,-0.223188302023397,-0.306174340595368,-0.372204796744337,-0.376680340198265,-0.441875885631955,-0.213674093444196,-0.302379870165099,-0.828119187134478,-0.494308462953454,"0","0","none","Banteay Meanchey_Ta Baen",2007
"53",-1.42990159207815,"Banteay Meanchey","Ta Phou",10806,79.67798552,0,0,-0.266756168019373,-0.245360960126312,-0.150687961822546,0.480741545733225,0.712914220952853,-0.255766089638354,-0.431059221823818,0.113856226390459,-0.19756751979949,-0.219013678480771,-0.517860315320781,-0.0868499790883022,0.249681687951191,-0.468058267711688,-0.147492561082572,-0.265733048416309,-0.686253664033154,-0.345933387091889,"0","0","none","Banteay Meanchey_Ta Phou",2007
"54",-1.42990159207815,"Banteay Meanchey","Treas",10807,163.4594801,0,0,0.41928688764767,-0.245360960126312,-0.154595694291841,-0.314840541535219,0.720097267558204,-0.279978569359276,-0.823735182888886,0.0477642281250614,-0.236416182696773,-0.223188302023397,0.470007566731147,-0.31513383321313,-0.239801623407232,-0.314704315530393,-0.450036709021422,-0.0532546499758903,-1.09482287263614,0.312687665924521,"0","0","none","Banteay Meanchey_Treas",2007
"55",-1.42990159207815,"Banteay Meanchey","Roluos",10808,28.75702526,0,0,-0.970784676767416,-0.245360960126312,-0.146023956739086,1.18153473394446,0.290285354699288,-0.279978569359276,-0.828178545607364,-0.456809188315119,-0.627061070762618,-0.223188302023397,-0.23561234902023,-0.0868499790883022,0.505801193722757,-0.408212822958012,-0.360218915102076,-0.274244590525276,-0.840850245415135,-0.253430643254394,"0","0","none","Banteay Meanchey_Roluos",2007
"56",-1.42990159207815,"Banteay Meanchey","Boeng Beng",10901,30.80490228,0,0,-0.781103042727582,-0.245360960126312,-0.141872216517382,-0.13522572248051,0.615445150341008,-0.279978569359276,-1.4283240899043,-1.1513935424426,-0.465191642023938,-0.223188302023397,-0.23561234902023,-0.543417687337959,1.48863117065708,0.474507487158714,-0.0765837764094043,1.03553492331675,-1.42045405732976,2.28966190643242,"0","0","none","Banteay Meanchey_Boeng Beng",2007
"57",-1.42990159207815,"Banteay Meanchey","Malai",10902,33.36988408,0,0,-0.16588929713211,-0.245360960126312,-0.12737369332129,1.54478419455638,-0.0684155645477113,-0.0935263172023604,-1.50789219043755,-1.18216272892428,-0.678859287894248,-0.223188302023397,-0.658984298471056,-0.543417687337959,-0.315734269356395,0.12665583952797,0.0274157744445755,0.826682276386399,-1.35310086831485,2.12735727537841,"0","0","none","Banteay Meanchey_Malai",2007
"58",-1.42990159207815,"Banteay Meanchey","Ou Sampor",10903,88.12732125,57,0,-0.653906951866071,-0.245360960126312,-0.156002528914771,2.26425365676566,0.533403017871217,-0.279978569359276,-1.52359713499681,-1.1616232985016,-0.603320221192696,-0.223188302023397,-0.147409859551308,-0.31513383321313,0.673144744448103,-0.206234446914354,-0.308219139675086,0.694735317631913,-1.30466920027996,1.40135711703842,"0","1","WS","Banteay Meanchey_Ou Sampor",2007
"59",-1.42990159207815,"Banteay Meanchey","Ou Sralau",10904,54.74351781,0,0,-0.948534631718755,-0.245360960126312,-0.154937990384214,-1.35151395906509,0.117334293354668,-0.251352355769057,-1.62521413260278,-1.09567027140323,-0.292530918014431,-0.223188302023397,-0.500219817426996,-0.71463057793158,-0.363334399248362,-0.27356057226224,-0.16640157032875,0.713272277636638,-1.34283181548294,1.85712205858623,"0","0","none","Banteay Meanchey_Ou Sralau",2007
