Province,Commune,VillGis,propSecSec
Kampot,Trapeang Sala Khang Lech,7021104,0
Kampot,Trapeang Sala Khang Lech,7021105,0
Kampot,Tuk Meas Khang Kaeut,7021201,0
Kampot,Tuk Meas Khang Kaeut,7021202,0
Kampot,Tuk Meas Khang Kaeut,7021203,0
Kampot,Tuk Meas Khang Kaeut,7021204,0
Kampot,Tuk Meas Khang Kaeut,7021205,0
Kampot,Tuk Meas Khang Kaeut,7021206,0
Kampot,Tuk Meas Khang Lech,7021301,0
Kampot,Tuk Meas Khang Lech,7021302,0
Kampot,Tuk Meas Khang Lech,7021303,0
Kampot,Tuk Meas Khang Lech,7021304,0
Kampot,Tuk Meas Khang Lech,7021305,0
Kampot,Tuk Meas Khang Lech,7021306,0
Kampot,Tuk Meas Khang Lech,7021307,0
Kampot,Tuk Meas Khang Lech,7021308,0
Kampot,Voat Angk Khang Cheung,7021401,0
Kampot,Voat Angk Khang Cheung,7021402,0
Kampot,Voat Angk Khang Cheung,7021403,0
Kampot,Voat Angk Khang Cheung,7021404,0
Kampot,Voat Angk Khang Cheung,7021405,0
Kampot,Voat Angk Khang Tboung,7021501,0
Kampot,Voat Angk Khang Tboung,7021502,0
Kampot,Voat Angk Khang Tboung,7021503,0
Kampot,Voat Angk Khang Tboung,7021504,0.005347594
Kampot,Voat Angk Khang Tboung,7021505,0
Kampot,Baniev,7030101,0
Kampot,Baniev,7030102,0
Kampot,Baniev,7030103,0
Kampot,Baniev,7030104,0
Kampot,Baniev,7030105,0
Kampot,Ta Kaen,7030201,0
Kampot,Ta Kaen,7030202,0
Kampot,Ta Kaen,7030203,0
Kampot,Ta Kaen,7030204,0
Kampot,Ta Kaen,7030205,0
Kampot,Ta Kaen,7030206,0
Kampot,Ta Kaen,7030207,0
Kampot,Ta Kaen,7030208,0
Kampot,Ta Kaen,7030209,0
Kampot,Ta Kaen,7030210,0
Kampot,Ta Kaen,7030211,0
Kampot,Ta Kaen,7030212,0
Kampot,Boeng Nimol,7030301,0
Kampot,Boeng Nimol,7030302,0
Kampot,Boeng Nimol,7030303,0
Kampot,Boeng Nimol,7030304,0
Kampot,Chhuk,7030401,0
Kampot,Chhuk,7030402,0.004016064
Kampot,Chhuk,7030403,0
Kampot,Chhuk,7030404,0
Kampot,Doun Yay,7030501,0
Kampot,Doun Yay,7030502,0
Kampot,Doun Yay,7030503,0
Kampot,Doun Yay,7030504,0
Kampot,Doun Yay,7030505,0
Kampot,Krang Sbov,7030601,0
Kampot,Krang Sbov,7030602,0
Kampot,Krang Sbov,7030603,0
Kampot,Krang Sbov,7030604,0
Kampot,Krang Sbov,7030605,0
Kampot,Krang Snay,7030701,0
Kampot,Krang Snay,7030702,0
Kampot,Krang Snay,7030703,0
Kampot,Krang Snay,7030704,0
Kampot,Krang Snay,7030705,0
Kampot,Krang Snay,7030706,0
Kampot,Lbaeuk,7030801,0
Kampot,Lbaeuk,7030802,0
Kampot,Lbaeuk,7030803,0
Kampot,Lbaeuk,7030804,0
Kampot,Lbaeuk,7030805,0
Kampot,Trapeang Plang,7030901,0
Kampot,Trapeang Plang,7030902,0
Kampot,Trapeang Plang,7030903,0
Kampot,Trapeang Plang,7030904,0
Kampot,Trapeang Plang,7030905,0
Kampot,Trapeang Plang,7030906,0
Kampot,Mean Chey,7031001,0
Kampot,Mean Chey,7031002,0
Kampot,Mean Chey,7031003,0
Kampot,Mean Chey,7031004,0
Kampot,Mean Chey,7031005,0
Kampot,Nareay,7031101,0
Kampot,Nareay,7031102,0
Kampot,Nareay,7031103,0.005494505
Kampot,Nareay,7031104,0
Kampot,Satv Pong,7031201,0
Kampot,Satv Pong,7031202,0
Kampot,Satv Pong,7031203,0
Kampot,Satv Pong,7031204,0
Kampot,Trapeang Bei,7031301,0.00877193
Kampot,Trapeang Bei,7031302,0
Kampot,Trapeang Bei,7031303,0
Kampot,Trapeang Bei,7031304,0
Kampot,Tramaeng,7031401,0
Kampot,Tramaeng,7031402,0
Kampot,Tramaeng,7031403,0
Kampot,Tramaeng,7031404,0
Kampot,Tramaeng,7031405,0
Kampot,Chres,7040101,0
Kampot,Chres,7040102,0
Kampot,Chres,7040103,0
Kampot,Chres,7040104,0
Kampot,Chumpu Voan,7040201,0
Kampot,Chumpu Voan,7040202,0
Kampot,Chumpu Voan,7040203,0
Kampot,Chumpu Voan,7040204,0
Kampot,Chumpu Voan,7040205,0
Kampot,Chumpu Voan,7040206,0.012738854
Kampot,Chumpu Voan,7040207,0.008510638
Kampot,Snay Anhchet,7040301,0
Kampot,Snay Anhchet,7040302,0.014084507
Kampot,Snay Anhchet,7040303,0.006666667
Kampot,Snay Anhchet,7040304,0
Kampot,Snay Anhchet,7040305,0
Kampot,Srae Chaeng,7040401,0
Kampot,Srae Chaeng,7040402,0
Kampot,Srae Chaeng,7040403,0
Kampot,Srae Chaeng,7040404,0
Kampot,Srae Chaeng,7040405,0
Kampot,Srae Knong,7040501,0
Kampot,Srae Knong,7040502,0
Kampot,Srae Knong,7040503,0
Kampot,Srae Knong,7040504,0
Kampot,Srae Knong,7040505,0
Kampot,Srae Knong,7040506,0
Kampot,Srae Samraong,7040601,0
Kampot,Srae Samraong,7040602,0
Kampot,Srae Samraong,7040603,0
Kampot,Srae Samraong,7040604,0
Kampot,Srae Samraong,7040605,0
Kampot,Trapeang Reang,7040701,0
Kampot,Trapeang Reang,7040702,0
Kampot,Trapeang Reang,7040703,0.005154639
Kampot,Trapeang Reang,7040704,0
Kampot,Trapeang Reang,7040705,0
Kampot,Damnak Sokram,7050101,0
Kampot,Damnak Sokram,7050102,0
Kampot,Damnak Sokram,7050103,0
Kampot,Damnak Sokram,7050104,0
Kampot,Damnak Sokram,7050105,0
Kampot,Dang Tong,7050201,0
Kampot,Dang Tong,7050202,0
Kampot,Dang Tong,7050203,0
Kampot,Dang Tong,7050204,0
Kampot,Dang Tong,7050205,0
Kampot,Dang Tong,7050206,0
Kampot,Dang Tong,7050207,0
Kampot,Dang Tong,7050208,0
Kampot,Dang Tong,7050209,0
Kampot,Dang Tong,7050210,0
Kampot,Dang Tong,7050211,0
Kampot,Khcheay Khang Cheung,7050301,0
Kampot,Khcheay Khang Cheung,7050302,0
Kampot,Khcheay Khang Cheung,7050303,0
Kampot,Khcheay Khang Cheung,7050304,0
Kampot,Khcheay Khang Cheung,7050305,0
Kampot,Khcheay Khang Tboung,7050401,0
Kampot,Khcheay Khang Tboung,7050402,0
Kampot,Khcheay Khang Tboung,7050403,0
Kampot,Khcheay Khang Tboung,7050404,0
Kampot,Mean Ritth,7050501,0
Kampot,Mean Ritth,7050502,0
Kampot,Mean Ritth,7050503,0
Kampot,Mean Ritth,7050504,0
Kampot,Srae Chea Khang Cheung,7050601,0
Kampot,Srae Chea Khang Cheung,7050602,0
Kampot,Srae Chea Khang Cheung,7050603,0
Kampot,Srae Chea Khang Cheung,7050604,0
Kampot,Srae Chea Khang Tboung,7050701,0
Kampot,Srae Chea Khang Tboung,7050702,0
Kampot,Srae Chea Khang Tboung,7050703,0
Kampot,Totung,7050801,0
Kampot,Totung,7050802,0
Kampot,Totung,7050803,0
Kampot,Totung,7050804,0
Kampot,Totung,7050805,0
Kampot,Totung,7050806,0
Kampot,Totung,7050807,0
Kampot,Totung,7050808,0
Kampot,Totung,7050809,0
Kampot,Angkor Meas,7050901,0
Kampot,Angkor Meas,7050902,0
Kampot,Angkor Meas,7050903,0
Kampot,Angkor Meas,7050904,0
Kampot,Angkor Meas,7050905,0
Kampot,L'ang,7051001,0
Kampot,L'ang,7051002,0
Kampot,L'ang,7051003,0
Kampot,L'ang,7051004,0
Kampot,Boeng Sala Khang Cheung,7060101,0
Kampot,Boeng Sala Khang Cheung,7060102,0
Kampot,Boeng Sala Khang Cheung,7060103,0
Kampot,Boeng Sala Khang Cheung,7060104,0
Kampot,Boeng Sala Khang Tboung,7060201,0
Kampot,Boeng Sala Khang Tboung,7060202,0
Kampot,Boeng Sala Khang Tboung,7060203,0
Kampot,Damnak Kantuot Khang Cheung,7060301,0
Kampot,Damnak Kantuot Khang Cheung,7060302,0
Kampot,Damnak Kantuot Khang Cheung,7060303,0
Kampot,Damnak Kantuot Khang Cheung,7060304,0
Kampot,Damnak Kantuot Khang Tboung,7060401,0
Kampot,Damnak Kantuot Khang Tboung,7060402,0
Kampot,Damnak Kantuot Khang Tboung,7060403,0
Kampot,Damnak Kantuot Khang Tboung,7060404,0
Kampot,Damnak Kantuot Khang Tboung,7060405,0
Kampot,Kampong Trach Khang Kaeut,7060501,0.004175365
Kampot,Kampong Trach Khang Kaeut,7060502,0
Kampot,Kampong Trach Khang Kaeut,7060503,0
Kampot,Kampong Trach Khang Kaeut,7060504,0
Kampot,Kampong Trach Khang Lech,7060601,0
Kampot,Kampong Trach Khang Lech,7060602,0
Kampot,Kampong Trach Khang Lech,7060603,0
Kampot,Kampong Trach Khang Lech,7060604,0
Kampot,Kampong Trach Khang Lech,7060605,0
Kampot,Kampong Trach Khang Lech,7060606,0
Kampot,Kampong Trach Khang Lech,7060607,0
Kampot,Kanthaor Khang Cheung,7060701,0
Kampot,Kanthaor Khang Cheung,7060702,0
Kampot,Kanthaor Khang Cheung,7060703,0
Kampot,Kanthaor Khang kaeut,7060801,0
Kampot,Kanthaor Khang kaeut,7060802,0
Kampot,Kanthaor Khang kaeut,7060803,0
Kampot,Kanthaor Khang kaeut,7060804,0
Kampot,Kanthaor Khang kaeut,7060805,0
Kampot,Kanthaor Khang kaeut,7060806,0
Kampot,Kanthaor Khang kaeut,7060807,0
Kampot,Kanthaor Khang Lech,7060901,0
Kampot,Kanthaor Khang Lech,7060902,0
Kampot,Kanthaor Khang Lech,7060903,0
Kampot,Kanthaor Khang Lech,7060904,0
Kampot,Kanthaor Khang Lech,7060905,0
Kampot,Kanthaor Khang Lech,7060906,0
Kampot,Svay Tong Khang Cheung,7061001,0
Kampot,Svay Tong Khang Cheung,7061002,0
Kampot,Svay Tong Khang Cheung,7061003,0
Kampot,Svay Tong Khang Cheung,7061004,0
Kampot,Svay Tong Khang Tboung,7061101,0
Kampot,Svay Tong Khang Tboung,7061102,0
Kampot,Svay Tong Khang Tboung,7061103,0
Kampot,Svay Tong Khang Tboung,7061104,0
Kampot,Svay Tong Khang Tboung,7061105,0
Kampot,Preaek Kroes,7061201,0.002252252
Kampot,Preaek Kroes,7061202,0
Kampot,Preaek Kroes,7061203,0
Kampot,Preaek Kroes,7061204,0
Kampot,Preaek Kroes,7061205,0
Kampot,Preaek Kroes,7061206,0
Kampot,Preaek Kroes,7061207,0
Kampot,Ruessei srok Khang Kaeut,7061301,0
Kampot,Ruessei srok Khang Kaeut,7061302,0
Kampot,Ruessei srok Khang Kaeut,7061303,0
Kampot,Ruessei srok Khang Kaeut,7061304,0
Kampot,Ruessei Srok Khang Lech,7061401,0
Kampot,Ruessei Srok Khang Lech,7061402,0
Kampot,Ruessei Srok Khang Lech,7061403,0
Kampot,Ruessei Srok Khang Lech,7061404,0
Kampot,Ruessei Srok Khang Lech,7061405,0
Kampot,Ruessei Srok Khang Lech,7061406,0
Kampot,Boeng Tuk,7070101,0.016666667
Kampot,Boeng Tuk,7070102,0
Kampot,Boeng Tuk,7070103,0
Kampot,Chum Kriel,7070201,0.025
Kampot,Chum Kriel,7070202,0
Kampot,Chum Kriel,7070203,0
Kampot,Chum Kriel,7070204,0
Kampot,Kampong Kraeng,7070301,0
Kampot,Kampong Kraeng,7070302,0
Kampot,Kampong Kraeng,7070303,0.246478873
Kampot,Kampong Kraeng,7070304,0
Kampot,Kampong Kraeng,7070305,0
Kampot,Kampong Samraong,7070401,0
Kampot,Kampong Samraong,7070402,0
Kampot,Kampong Samraong,7070403,0
Kampot,Kandal,7070501,0
Kampot,Kandal,7070502,0
Kampot,Kandal,7070503,0
Kampot,Kandal,7070504,0
Kampot,Kandal,7070505,0
Kampot,Trapeang Pring,7070601,0
Kampot,Trapeang Pring,7070602,0
Kampot,Trapeang Pring,7070603,0
Kampot,Trapeang Pring,7070604,0
Kampot,Kaoh Touch,7070701,0
Kampot,Kaoh Touch,7070702,0
Kampot,Kaoh Touch,7070703,0
Kampot,Kaoh Touch,7070704,0
Kampot,Koun Satv,7070801,0
Kampot,Koun Satv,7070802,0
Kampot,Koun Satv,7070803,0
Kampot,Koun Satv,7070804,0
Kampot,Meakprang,7070901,0.001597444
Kampot,Meakprang,7070902,0
Kampot,Meakprang,7070903,0.003484321
Kampot,Trapeang sangkae,7071001,0.007263923
Kampot,Trapeang sangkae,7071002,0.013559322
Kampot,Trapeang sangkae,7071003,0
Kampot,Preaek Tnaot,7071101,0
Kampot,Preaek Tnaot,7071102,0
Kampot,Preaek Tnaot,7071103,0
Kampot,Preaek Tnaot,7071104,0.040114613
Kampot,Prey Khmum,7071201,0
Kampot,Prey Khmum,7071202,0
Kampot,Prey Khmum,7071203,0
Kampot,Prey Khmum,7071204,0
Kampot,Prey Thnang,7071301,0
Kampot,Prey Thnang,7071302,0
Kampot,Prey Thnang,7071303,0
Kampot,Prey Thnang,7071304,0
Kampot,Prey Thnang,7071305,0.002659574
Kampot,Trapeang Thum,7071401,0
Kampot,Trapeang Thum,7071402,0
Kampot,Trapeang Thum,7071403,0.020689655
Kampot,Trapeang Thum,7071404,0
Kampot,Stueng Kaev,7071501,0
Kampot,Stueng Kaev,7071502,0
Kampot,Stueng Kaev,7071503,0
Kampot,Stueng Kaev,7071504,0
Kampot,Stueng Kaev,7071505,0
Kampot,Thmei,7071601,0
Kampot,Thmei,7071602,0
Kampot,Thmei,7071603,0
Kampot,Thmei,7071604,0
Kampot,Thmei,7071605,0
Kampot,Thmei,7071606,0
Kampot,Kampong Kandal,7080101,0.00913242
Kampot,Kampong Kandal,7080102,0.007575758
Kampot,Krang Ampil,7080201,0.005424955
Kampot,Krang Ampil,7080202,0.002816901
Kampot,Kampong Bay,7080301,0.013353116
Kampot,Kampong Bay,7080302,0.019148936
Kampot,Andoung Khmaer,7080401,0.101895735
Kampot,Andoung Khmaer,7080402,0.003521127
Kampot,Andoung Khmaer,7080403,0
Kampot,Andoung Khmaer,7080404,0
Kampot,Andoung Khmaer,7080405,0
Kampot,Traeuy Kaoh,7080501,0
Kampot,Traeuy Kaoh,7080502,0
Kampot,Traeuy Kaoh,7080503,0
Kampot,Traeuy Kaoh,7080504,0
Kandal,Ampov Prey,8010101,0
Kandal,Ampov Prey,8010102,0
Kandal,Ampov Prey,8010103,0
Kandal,Ampov Prey,8010104,0
Kandal,Ampov Prey,8010105,0
Kandal,Ampov Prey,8010106,0
Kandal,Ampov Prey,8010107,0
Kandal,Ampov Prey,8010108,0
Kandal,Ampov Prey,8010109,0
Kandal,Anlong Romiet,8010201,0
Kandal,Anlong Romiet,8010202,0
Kandal,Anlong Romiet,8010203,0.009803922
Kandal,Anlong Romiet,8010204,0
Kandal,Anlong Romiet,8010205,0.082352941
Kandal,Anlong Romiet,8010206,0
Kandal,Barku,8010301,0
Kandal,Barku,8010302,0
Kandal,Barku,8010303,0
Kandal,Barku,8010304,0
Kandal,Barku,8010305,0
Kandal,Barku,8010306,0
Kandal,Barku,8010307,0
Kandal,Boeng Khyang,8010401,0
Kandal,Boeng Khyang,8010402,0.008797654
Kandal,Boeng Khyang,8010403,0
Kandal,Boeng Khyang,8010404,0
Kandal,Boeng Khyang,8010405,0.011450382
Kandal,Boeng Khyang,8010406,0
Kandal,Cheung Kaeub,8010501,0
Kandal,Cheung Kaeub,8010502,0
Kandal,Cheung Kaeub,8010503,0
Kandal,Cheung Kaeub,8010504,0
Kandal,Cheung Kaeub,8010505,0
Kandal,Cheung Kaeub,8010506,0
Kandal,Daeum Rues,8010601,0.023809524
Kandal,Daeum Rues,8010602,0
Kandal,Daeum Rues,8010603,0
Kandal,Daeum Rues,8010604,0
Kandal,Daeum Rues,8010605,0
Kandal,Daeum Rues,8010606,0
Kandal,Daeum Rues,8010607,0
Kandal,Daeum Rues,8010608,0
Kandal,Daeum Rues,8010609,0
Kandal,Daeum Rues,8010610,0
Kandal,Daeum Rues,8010611,0
Kandal,Daeum Rues,8010612,0
Kandal,Daeum Rues,8010613,0
Kandal,Daeum Rues,8010614,0
Kandal,Kandaok,8010701,0
Kandal,Kandaok,8010702,0
Kandal,Kandaok,8010703,0
Kandal,Kandaok,8010704,0
Kandal,Kandaok,8010705,0
Kandal,Kandaok,8010706,0
Kandal,Kandaok,8010707,0
Kandal,Thmei,8010801,0
Kandal,Thmei,8010802,0
Kandal,Thmei,8010803,0
Kandal,Thmei,8010804,0
Kandal,Thmei,8010805,0
Kandal,Kouk Trab,8010901,0
Kandal,Kouk Trab,8010902,0
Kandal,Kouk Trab,8010903,0
Kandal,Kouk Trab,8010904,0
Kandal,Kouk Trab,8010905,0
Kandal,Kouk Trab,8010906,0
Kandal,Kouk Trab,8010907,0
Kandal,Kouk Trab,8010908,0
Kandal,Kouk Trab,8010909,0
Kandal,Kong Noy,8011001,0
Kandal,Kong Noy,8011002,0
Kandal,Kong Noy,8011003,0
Kandal,Kong Noy,8011004,0
Kandal,Spean Thma,8011101,0
Kandal,Spean Thma,8011102,0
Kandal,Spean Thma,8011103,0
Kandal,Spean Thma,8011104,0
Kandal,Spean Thma,8011105,0
Kandal,Spean Thma,8011106,0
Kandal,Spean Thma,8011107,0
Kandal,Spean Thma,8011108,0
Kandal,Tbaeng,8011201,0
Kandal,Tbaeng,8011202,0
Kandal,Tbaeng,8011203,0
Kandal,Tbaeng,8011204,0
Kandal,Tbaeng,8011205,0
Kandal,Tbaeng,8011206,0
Kandal,Tbaeng,8011207,0
Kandal,Preah Putth,8011301,0
Kandal,Preah Putth,8011302,0
Kandal,Preah Putth,8011303,0
Kandal,Preah Putth,8011304,0
Kandal,Preah Putth,8011305,0
Kandal,Preaek Kampis,8011401,0
Kandal,Preaek Kampis,8011402,0.003533569
Kandal,Preaek Kampis,8011403,0
Kandal,Preaek Kampis,8011404,0
Kandal,Preaek Kampis,8011405,0
Kandal,Preaek Kampis,8011406,0
Kandal,Preaek Roka,8011501,0
Kandal,Preaek Roka,8011502,0
Kandal,Preaek Roka,8011503,0
Kandal,Preaek Roka,8011504,0
Kandal,Preaek Slaeng,8011601,0
Kandal,Preaek Slaeng,8011602,0
Kandal,Preaek Slaeng,8011603,0
Kandal,Preaek Slaeng,8011604,0
Kandal,Roka,8011701,0
Kandal,Roka,8011702,0
Kandal,Roka,8011703,0
Kandal,Roka,8011704,0
Kandal,Roka,8011705,0
Kandal,Roka,8011706,0
Kandal,Roka,8011707,0
Kandal,Roleang Kaen,8011801,0
Kandal,Roleang Kaen,8011802,0
Kandal,Roleang Kaen,8011803,0
Kandal,Roleang Kaen,8011804,0
Kandal,Roleang Kaen,8011805,0
Kandal,Roleang Kaen,8011806,0
Kandal,Roleang Kaen,8011807,0
Kandal,Roleang Kaen,8011808,0
Kandal,Roleang Kaen,8011809,0
Kandal,Roleang Kaen,8011810,0
Kandal,Roleang Kaen,8011811,0
Kandal,Roluos,8011901,0
Kandal,Roluos,8011902,0
Kandal,Roluos,8011903,0
Kandal,Tien,8012001,0
Kandal,Tien,8012002,0
Kandal,Tien,8012003,0
Kandal,Tien,8012004,0
Kandal,Tien,8012005,0
Kandal,Tien,8012006,0
Kandal,Trapeang Veaeng,8012101,0.005025126
Kandal,Trapeang Veaeng,8012102,0
Kandal,Trapeang Veaeng,8012103,0
Kandal,Trapeang Veaeng,8012104,0
Kandal,Trapeang Veaeng,8012105,0
Kandal,Siem Reab,8012201,0
Kandal,Siem Reab,8012202,0
Kandal,Siem Reab,8012203,0
Kandal,Siem Reab,8012204,0
Kandal,Siem Reab,8012205,0
Kandal,Siem Reab,8012206,0
Kandal,Trea,8012301,0
Kandal,Trea,8012302,0
Kandal,Trea,8012303,0
Kandal,Trea,8012304,0
Kandal,Trea,8012305,0
Kandal,Trea,8012306,0
Kandal,Trea,8012307,0
Kandal,Trea,8012308,0
Kandal,Trea,8012309,0
Kandal,Banteay Daek,8020101,0.19057377
Kandal,Banteay Daek,8020102,0
Kandal,Banteay Daek,8020103,0.003444317
Kandal,Chheu Teal,8020201,0
Kandal,Chheu Teal,8020202,0
Kandal,Chheu Teal,8020203,0
Kandal,Chheu Teal,8020204,0
Kandal,Dei Edth,8020301,0.009615385
Kandal,Dei Edth,8020302,0.002506266
Kandal,Dei Edth,8020303,0
Kandal,Kampong Svay,8020401,0.005555556
Kandal,Kampong Svay,8020402,0
Kandal,Kampong Svay,8020403,0.001347709
Kandal,Kbal Kaoh,8020501,0.116995074
Kandal,Kbal Kaoh,8020502,0
Kandal,Kbal Kaoh,8020503,0.004962779
Kandal,Kokir,8020601,0.039877301
Kandal,Kokir,8020602,0.001157407
Kandal,Kokir,8020603,0.005797101
Kandal,Kokir,8020604,0.004733728
Kandal,Kokir Thum,8020701,0
Kandal,Kokir Thum,8020702,0.007237636
Kandal,Kokir Thum,8020703,0.002721088
Kandal,Kokir Thum,8020704,0
Kandal,Phum Thum,8020801,0.001041667
Kandal,Phum Thum,8020802,0
Kandal,Phum Thum,8020803,0
Kandal,Preaek Aeng,8020901,0.003649635
Kandal,Preaek Aeng,8020902,0.017326733
Kandal,Preaek Aeng,8020903,0.004395604
Kandal,Preaek Aeng,8020904,0.026143791
Kandal,Preaek Aeng,8020905,0
Kandal,Preaek Aeng,8020906,0
Kandal,Preaek Thmei,8021001,0.005964215
Kandal,Preaek Thmei,8021002,0.004784689
Kandal,Preaek Thmei,8021003,0.003659652
Kandal,Samraong Thum,8021101,0
Kandal,Samraong Thum,8021102,0.001290323
Kandal,Samraong Thum,8021103,0
Kandal,Samraong Thum,8021104,0
Kandal,Samraong Thum,8021105,0
Kandal,Samraong Thum,8021106,0.010204082
Kandal,Veal Sbov,8021201,0.005208333
Kandal,Veal Sbov,8021202,0.006079027
Kandal,Veal Sbov,8021203,0.017175573
Kandal,Veal Sbov,8021204,0
Kandal,Bak Dav,8030101,0
Kandal,Bak Dav,8030102,0
Kandal,Bak Dav,8030103,0
Kandal,Bak Dav,8030104,0
Kandal,Chey Thum,8030201,0
Kandal,Chey Thum,8030202,0
Kandal,Chey Thum,8030203,0
Kandal,Chey Thum,8030204,0
Kandal,Chey Thum,8030205,0.011695906
Kandal,Chey Thum,8030206,0
Kandal,Kampong Chamlang,8030301,0.002688172
Kandal,Kampong Chamlang,8030302,0.003921569
Kandal,Kampong Chamlang,8030303,0
Kandal,Kaoh Chouram,8030401,0
Kandal,Kaoh Chouram,8030402,0.003367003
Kandal,Kaoh Chouram,8030403,0
Kandal,Kaoh Chouram,8030404,0
Kandal,Kaoh Oknha Tei,8030501,0.228571429
Kandal,Kaoh Oknha Tei,8030502,0.256684492
Kandal,Kaoh Oknha Tei,8030503,0.322274882
Kandal,Kaoh Oknha Tei,8030504,0.138381201
Kandal,Kaoh Oknha Tei,8030505,0.281081081
Kandal,Preah Prasab,8030601,0.008417508
Kandal,Preah Prasab,8030602,0.004040404
Kandal,Preah Prasab,8030603,0
Kandal,Preah Prasab,8030604,0
Kandal,Preaek Ampil,8030701,0
Kandal,Preaek Ampil,8030702,0
Kandal,Preaek Ampil,8030703,0.027131783
Kandal,Preaek Ampil,8030704,0.133550489
Kandal,Preaek Ampil,8030705,0.064814815
Kandal,Preaek Ampil,8030706,0.012698413
Kandal,Preaek Ampil,8030707,0.035031847
Kandal,Preaek Luong,8030801,0.159663866
Kandal,Preaek Luong,8030802,0.175324675
Kandal,Preaek Luong,8030803,0.318996416
Kandal,Preaek Luong,8030804,0.063768116
Kandal,Preaek Ta Kov,8030901,0.443438914
Kandal,Preaek Ta Kov,8030902,0.074652778
Kandal,Preaek Ta Kov,8030903,0.099431818
Kandal,Preaek Ta Meak,8031001,0.055865922
Kandal,Preaek Ta Meak,8031002,0.102189781
Kandal,Preaek Ta Meak,8031003,0.069767442
Kandal,Preaek Ta Meak,8031004,0.009803922
Kandal,Preaek Ta Meak,8031005,0.425837321
Kandal,Preaek Ta Meak,8031006,0
Kandal,Preaek Ta Meak,8031007,0
Kandal,Preaek Ta Meak,8031008,0.090909091
Kandal,Preaek Ta Meak,8031009,0
Kandal,Preaek Ta Meak,8031010,0
Kandal,Puk Ruessei,8031101,0
Kandal,Puk Ruessei,8031102,0
Kandal,Puk Ruessei,8031103,0
Kandal,Puk Ruessei,8031104,0
Kandal,Puk Ruessei,8031105,0.021276596
Kandal,Puk Ruessei,8031106,0.081081081
Kandal,Roka Chonlueng,8031201,0
Kandal,Roka Chonlueng,8031202,0
Kandal,Roka Chonlueng,8031203,0
Kandal,Roka Chonlueng,8031204,0
Kandal,Roka Chonlueng,8031205,0.003424658
Kandal,Sanlung,8031301,0.022535211
Kandal,Sanlung,8031302,0
Kandal,Sanlung,8031303,0
Kandal,Sanlung,8031304,0.020833333
Kandal,Sanlung,8031305,0
Kandal,Sanlung,8031306,0
Kandal,Sithor,8031401,0.008733624
Kandal,Sithor,8031402,0
Kandal,Sithor,8031403,0
Kandal,Sithor,8031404,0
Kandal,Sithor,8031405,0
Kandal,Sithor,8031406,0
Kandal,Svay Chrum,8031501,0
Kandal,Svay Chrum,8031502,0.001956947
Kandal,Svay Chrum,8031503,0
Kandal,Svay Romiet,8031601,0
Kandal,Svay Romiet,8031602,0
Kandal,Svay Romiet,8031603,0
Kandal,Svay Romiet,8031604,0.006535948
Kandal,Svay Romiet,8031605,0
Kandal,Svay Romiet,8031606,0
Kandal,Ta Aek,8031701,0.012269939
Kandal,Ta Aek,8031702,0
Kandal,Ta Aek,8031703,0
Kandal,Vihear Suork,8031801,0
Kandal,Vihear Suork,8031802,0
Kandal,Vihear Suork,8031803,0
Kandal,Vihear Suork,8031804,0
Kandal,Vihear Suork,8031805,0
Kandal,Vihear Suork,8031806,0
Kandal,Vihear Suork,8031807,0.020979021
Kandal,Vihear Suork,8031808,0
Kandal,Chheu Khmau,8040101,0
Kandal,Chheu Khmau,8040102,0
Kandal,Chheu Khmau,8040103,0
Kandal,Chheu Khmau,8040104,0
Kandal,Chheu Khmau,8040105,0
Kandal,Chheu Khmau,8040106,0
Kandal,Chheu Khmau,8040107,0
Kandal,Chheu Khmau,8040108,0
Kandal,Chrouy Ta Kaev,8040201,0
Kandal,Chrouy Ta Kaev,8040202,0
Kandal,Chrouy Ta Kaev,8040203,0
Kandal,Chrouy Ta Kaev,8040204,0
Kandal,Chrouy Ta Kaev,8040205,0.005319149
Kandal,Chrouy Ta Kaev,8040206,0
Kandal,Chrouy Ta Kaev,8040207,0
Kandal,Chrouy Ta Kaev,8040208,0
Kandal,Chrouy Ta Kaev,8040209,0
Kandal,Kampong Kong,8040301,0.026200873
Kandal,Kampong Kong,8040302,0
Kandal,Kampong Kong,8040303,0
Kandal,Kampong Kong,8040304,0.038461538
Kandal,Kampong Kong,8040305,0
Kandal,Kampong Kong,8040306,0.015151515
Kandal,Kampong Kong,8040307,0
Kandal,Kampong Kong,8040308,0
Kandal,Kampong Kong,8040309,0.002457002
Kandal,Kampong Kong,8040310,0
Kandal,Kampong Kong,8040311,0
Kandal,Kaoh Thum Ka,8040401,0
Kandal,Kaoh Thum Ka,8040402,0
Kandal,Kaoh Thum Ka,8040403,0
Kandal,Kaoh Thum Ka,8040404,0
Kandal,Kaoh Thum Ka,8040405,0
Kandal,Kaoh Thum Ka,8040406,0
Kandal,Kaoh Thum Kha,8040501,0
Kandal,Kaoh Thum Kha,8040502,0
Kandal,Kaoh Thum Kha,8040503,0.004081633
Kandal,Kaoh Thum Kha,8040504,0
Kandal,Kaoh Thum Kha,8040505,0
Kandal,Sampov Lun,8040601,0
Kandal,Sampov Lun,8040602,0
Kandal,Sampov Lun,8040603,0
Kandal,Sampov Lun,8040604,0.001633987
Kandal,Sampov Lun,8040605,0
Kandal,Sampov Lun,8040606,0
