Province,Commune,VillGis,propSecSec
Banteay Meanchey,Paoy Paet,1010101,0.003401912
Banteay Meanchey,Paoy Paet,1010102,0
Banteay Meanchey,Paoy Paet,1010103,0
Banteay Meanchey,Paoy Paet,1010104,0
Banteay Meanchey,Paoy Paet,1010105,0
Banteay Meanchey,Paoy Paet,1010106,0
Banteay Meanchey,Paoy Paet,1010107,0
Banteay Meanchey,Paoy Paet,1010108,0.00233827
Banteay Meanchey,Paoy Paet,1010109,0
Banteay Meanchey,Paoy Paet,1010110,0
Banteay Meanchey,Paoy Paet,1010111,0
Banteay Meanchey,Nimitt,1010201,0
Banteay Meanchey,Nimitt,1010202,0.052287582
Banteay Meanchey,Nimitt,1010203,0
Banteay Meanchey,Nimitt,1010204,0
Banteay Meanchey,Nimitt,1010205,0
Banteay Meanchey,Nimitt,1010206,0
Banteay Meanchey,Nimitt,1010207,0
Banteay Meanchey,Nimitt,1010208,0
Banteay Meanchey,Nimitt,1010209,0
Banteay Meanchey,Nimitt,1010210,0
Banteay Meanchey,Nimitt,1010211,0
Banteay Meanchey,Nimitt,1010212,0
Banteay Meanchey,Nimitt,1010213,0
Banteay Meanchey,Nimitt,1010214,0
Banteay Meanchey,Nimitt,1010215,0
Banteay Meanchey,Banteay Neang,1020101,0
Banteay Meanchey,Banteay Neang,1020102,0
Banteay Meanchey,Banteay Neang,1020103,0
Banteay Meanchey,Banteay Neang,1020104,0
Banteay Meanchey,Banteay Neang,1020105,0
Banteay Meanchey,Banteay Neang,1020106,0
Banteay Meanchey,Banteay Neang,1020107,0
Banteay Meanchey,Banteay Neang,1020108,0
Banteay Meanchey,Banteay Neang,1020109,0
Banteay Meanchey,Banteay Neang,1020110,0
Banteay Meanchey,Banteay Neang,1020111,0
Banteay Meanchey,Banteay Neang,1020112,0
Banteay Meanchey,Banteay Neang,1020113,0
Banteay Meanchey,Banteay Neang,1020114,0
Banteay Meanchey,Banteay Neang,1020115,0
Banteay Meanchey,Banteay Neang,1020116,0
Banteay Meanchey,Banteay Neang,1020117,0
Banteay Meanchey,Banteay Neang,1020118,0
Banteay Meanchey,Banteay Neang,1020119,0
Banteay Meanchey,Bat Trang,1020201,0
Banteay Meanchey,Bat Trang,1020202,0
Banteay Meanchey,Bat Trang,1020203,0.008583691
Banteay Meanchey,Bat Trang,1020204,0
Banteay Meanchey,Bat Trang,1020205,0
Banteay Meanchey,Bat Trang,1020206,0.046153846
Banteay Meanchey,Bat Trang,1020207,0.028571429
Banteay Meanchey,Bat Trang,1020208,0
Banteay Meanchey,Bat Trang,1020209,0
Banteay Meanchey,Bat Trang,1020210,0
Banteay Meanchey,Bat Trang,1020211,0
Banteay Meanchey,Chamnaom,1020301,0
Banteay Meanchey,Chamnaom,1020302,0
Banteay Meanchey,Chamnaom,1020303,0
Banteay Meanchey,Chamnaom,1020304,0
Banteay Meanchey,Chamnaom,1020305,0
Banteay Meanchey,Chamnaom,1020306,0.00617284
Banteay Meanchey,Chamnaom,1020307,0.014778325
Banteay Meanchey,Chamnaom,1020308,0
Banteay Meanchey,Chamnaom,1020309,0
Banteay Meanchey,Chamnaom,1020310,0
Banteay Meanchey,Chamnaom,1020311,0
Banteay Meanchey,Chamnaom,1020312,0
Banteay Meanchey,Chamnaom,1020313,0
Banteay Meanchey,Chamnaom,1020314,0
Banteay Meanchey,Chamnaom,1020315,0
Banteay Meanchey,Chamnaom,1020316,0
Banteay Meanchey,Chamnaom,1020317,0
Banteay Meanchey,Chamnaom,1020318,0
Banteay Meanchey,Chamnaom,1020319,0
Banteay Meanchey,Kouk Ballangk,1020401,0.004273504
Banteay Meanchey,Kouk Ballangk,1020402,0
Banteay Meanchey,Kouk Ballangk,1020403,0
Banteay Meanchey,Kouk Ballangk,1020404,0
Banteay Meanchey,Kouk Ballangk,1020405,0
Banteay Meanchey,Kouk Ballangk,1020406,0
Banteay Meanchey,Kouk Ballangk,1020407,0
Banteay Meanchey,Kouk Ballangk,1020408,0
Banteay Meanchey,Koy Maeng,1020501,0
Banteay Meanchey,Koy Maeng,1020502,0
Banteay Meanchey,Koy Maeng,1020503,0.00462963
Banteay Meanchey,Koy Maeng,1020504,0
Banteay Meanchey,Koy Maeng,1020505,0.020979021
Banteay Meanchey,Koy Maeng,1020506,0
Banteay Meanchey,Koy Maeng,1020507,0.105633803
Banteay Meanchey,Koy Maeng,1020508,0
Banteay Meanchey,Ou Prasat,1020601,0.003225806
Banteay Meanchey,Ou Prasat,1020602,0
Banteay Meanchey,Ou Prasat,1020603,0
Banteay Meanchey,Ou Prasat,1020604,0.004901961
Banteay Meanchey,Ou Prasat,1020605,0
Banteay Meanchey,Ou Prasat,1020606,0
Banteay Meanchey,Ou Prasat,1020607,0
Banteay Meanchey,Ou Prasat,1020608,0
Banteay Meanchey,Ou Prasat,1020609,0.009433962
Banteay Meanchey,Ou Prasat,1020610,0
Banteay Meanchey,Ou Prasat,1020611,0.003846154
Banteay Meanchey,Ou Prasat,1020612,0
Banteay Meanchey,Ou Prasat,1020613,0.416666667
Banteay Meanchey,Ou Prasat,1020614,0
Banteay Meanchey,Phnum Touch,1020701,0.07277628
Banteay Meanchey,Phnum Touch,1020702,0
Banteay Meanchey,Phnum Touch,1020703,0
Banteay Meanchey,Phnum Touch,1020704,0
Banteay Meanchey,Phnum Touch,1020705,0
Banteay Meanchey,Phnum Touch,1020706,0
Banteay Meanchey,Phnum Touch,1020707,0
Banteay Meanchey,Phnum Touch,1020708,0
Banteay Meanchey,Phnum Touch,1020709,0
Banteay Meanchey,Phnum Touch,1020710,0
Banteay Meanchey,Rohat Tuek,1020801,0
Banteay Meanchey,Rohat Tuek,1020802,0
Banteay Meanchey,Rohat Tuek,1020803,0.005208333
Banteay Meanchey,Rohat Tuek,1020804,0
Banteay Meanchey,Rohat Tuek,1020805,0
Banteay Meanchey,Rohat Tuek,1020806,0
Banteay Meanchey,Rohat Tuek,1020807,0
Banteay Meanchey,Rohat Tuek,1020808,0
Banteay Meanchey,Rohat Tuek,1020809,0
Banteay Meanchey,Rohat Tuek,1020810,0
Banteay Meanchey,Rohat Tuek,1020811,0
Banteay Meanchey,Rohat Tuek,1020812,0
Banteay Meanchey,Rohat Tuek,1020813,0
Banteay Meanchey,Ruessei Kraok,1020901,0
Banteay Meanchey,Ruessei Kraok,1020902,0
Banteay Meanchey,Ruessei Kraok,1020903,0
Banteay Meanchey,Ruessei Kraok,1020904,0.003311258
Banteay Meanchey,Ruessei Kraok,1020905,0.004
Banteay Meanchey,Ruessei Kraok,1020906,0
Banteay Meanchey,Ruessei Kraok,1020907,0
Banteay Meanchey,Ruessei Kraok,1020908,0
Banteay Meanchey,Ruessei Kraok,1020909,0.010309278
Banteay Meanchey,Ruessei Kraok,1020910,0
Banteay Meanchey,Ruessei Kraok,1020911,0.010810811
Banteay Meanchey,Ruessei Kraok,1020912,0.064
Banteay Meanchey,Ruessei Kraok,1020913,0
Banteay Meanchey,Ruessei Kraok,1020914,0.002415459
Banteay Meanchey,Ruessei Kraok,1020915,0
Banteay Meanchey,Ruessei Kraok,1020916,0
Banteay Meanchey,Ruessei Kraok,1020917,0
Banteay Meanchey,Sambuor,1021001,0
Banteay Meanchey,Sambuor,1021002,0
Banteay Meanchey,Sambuor,1021003,0
Banteay Meanchey,Sambuor,1021004,0
Banteay Meanchey,Sambuor,1021005,0
Banteay Meanchey,Sambuor,1021006,0
Banteay Meanchey,Sambuor,1021007,0
Banteay Meanchey,Sambuor,1021008,0
Banteay Meanchey,Sambuor,1021009,0
Banteay Meanchey,Sambuor,1021010,0
Banteay Meanchey,Sambuor,1021011,0
Banteay Meanchey,Soea,1021101,0
Banteay Meanchey,Soea,1021102,0
Banteay Meanchey,Soea,1021103,0
Banteay Meanchey,Soea,1021104,0
Banteay Meanchey,Soea,1021105,0
Banteay Meanchey,Soea,1021106,0
Banteay Meanchey,Soea,1021107,0
Banteay Meanchey,Soea,1021108,0.004065041
Banteay Meanchey,Soea,1021109,0
Banteay Meanchey,Soea,1021110,0
Banteay Meanchey,Soea,1021111,0
Banteay Meanchey,Soea,1021112,0
Banteay Meanchey,Soea,1021113,0
Banteay Meanchey,Srah Reang,1021201,0
Banteay Meanchey,Srah Reang,1021202,0
Banteay Meanchey,Srah Reang,1021203,0
Banteay Meanchey,Srah Reang,1021204,0
Banteay Meanchey,Srah Reang,1021205,0
Banteay Meanchey,Srah Reang,1021206,0
Banteay Meanchey,Srah Reang,1021207,0
Banteay Meanchey,Srah Reang,1021208,0
Banteay Meanchey,Srah Reang,1021209,0
Banteay Meanchey,Ta Lam,1021301,0
Banteay Meanchey,Ta Lam,1021302,0
Banteay Meanchey,Ta Lam,1021303,0
Banteay Meanchey,Ta Lam,1021304,0
Banteay Meanchey,Ta Lam,1021305,0
Banteay Meanchey,Ta Lam,1021306,0
Banteay Meanchey,Ta Lam,1021307,0
Banteay Meanchey,Ta Lam,1021308,0
Banteay Meanchey,Nam Tau,1030101,0
Banteay Meanchey,Nam Tau,1030102,0
Banteay Meanchey,Nam Tau,1030103,0
Banteay Meanchey,Nam Tau,1030104,0
Banteay Meanchey,Nam Tau,1030105,0
Banteay Meanchey,Nam Tau,1030106,0
Banteay Meanchey,Nam Tau,1030107,0
Banteay Meanchey,Nam Tau,1030108,0
Banteay Meanchey,Nam Tau,1030109,0
Banteay Meanchey,Nam Tau,1030110,0
Banteay Meanchey,Nam Tau,1030112,0
Banteay Meanchey,Nam Tau,1030113,0
Banteay Meanchey,Nam Tau,1030114,0
Banteay Meanchey,Nam Tau,1030115,0
Banteay Meanchey,Nam Tau,1030116,0
Banteay Meanchey,Nam Tau,1030117,0
Banteay Meanchey,Nam Tau,1030118,0
Banteay Meanchey,Paoy Char,1030201,0
Banteay Meanchey,Paoy Char,1030202,0
Banteay Meanchey,Paoy Char,1030203,0
Banteay Meanchey,Paoy Char,1030204,0
Banteay Meanchey,Paoy Char,1030205,0
Banteay Meanchey,Paoy Char,1030206,0
Banteay Meanchey,Paoy Char,1030207,0
Banteay Meanchey,Paoy Char,1030208,0
Banteay Meanchey,Ponley,1030301,0
Banteay Meanchey,Ponley,1030302,0
Banteay Meanchey,Ponley,1030303,0
Banteay Meanchey,Ponley,1030304,0
Banteay Meanchey,Ponley,1030305,0
Banteay Meanchey,Ponley,1030306,0
Banteay Meanchey,Spean Sraeng,1030401,0
Banteay Meanchey,Spean Sraeng,1030402,0
Banteay Meanchey,Spean Sraeng,1030403,0
Banteay Meanchey,Spean Sraeng,1030404,0
Banteay Meanchey,Spean Sraeng,1030405,0
Banteay Meanchey,Spean Sraeng,1030406,0
Banteay Meanchey,Srah Chik,1030501,0
Banteay Meanchey,Srah Chik,1030502,0
Banteay Meanchey,Srah Chik,1030503,0
Banteay Meanchey,Srah Chik,1030504,0
Banteay Meanchey,Srah Chik,1030505,0
Banteay Meanchey,Srah Chik,1030506,0
Banteay Meanchey,Srah Chik,1030507,0
Banteay Meanchey,Srah Chik,1030508,0
Banteay Meanchey,Srah Chik,1030509,0
Banteay Meanchey,Phnum Dei,1030601,0
Banteay Meanchey,Phnum Dei,1030602,0
Banteay Meanchey,Phnum Dei,1030603,0
Banteay Meanchey,Phnum Dei,1030604,0
Banteay Meanchey,Phnum Dei,1030605,0
Banteay Meanchey,Phnum Dei,1030606,0
Banteay Meanchey,Phnum Dei,1030607,0.015779093
Banteay Meanchey,Phnum Dei,1030608,0
Banteay Meanchey,Phnum Dei,1030609,0
Banteay Meanchey,Phnum Dei,1030610,0
Banteay Meanchey,Chhnuor Mean Chey,1040101,0
Banteay Meanchey,Chhnuor Mean Chey,1040102,0
Banteay Meanchey,Chhnuor Mean Chey,1040103,0
Banteay Meanchey,Chhnuor Mean Chey,1040104,0
Banteay Meanchey,Chhnuor Mean Chey,1040105,0
Banteay Meanchey,Chhnuor Mean Chey,1040106,0
Banteay Meanchey,Chhnuor Mean Chey,1040107,0
Banteay Meanchey,Chhnuor Mean Chey,1040108,0
Banteay Meanchey,Chhnuor Mean Chey,1040109,0
Banteay Meanchey,Chhnuor Mean Chey,1040110,0
Banteay Meanchey,Chhnuor Mean Chey,1040111,0
Banteay Meanchey,Chhnuor Mean Chey,1040112,0
Banteay Meanchey,Chob Veari,1040201,0.008583691
Banteay Meanchey,Chob Veari,1040202,0
Banteay Meanchey,Chob Veari,1040203,0
Banteay Meanchey,Chob Veari,1040204,0
Banteay Meanchey,Chob Veari,1040205,0
Banteay Meanchey,Chob Veari,1040206,0
Banteay Meanchey,Chob Veari,1040207,0
Banteay Meanchey,Chob Veari,1040208,0
Banteay Meanchey,Chob Veari,1040209,0
Banteay Meanchey,Chob Veari,1040210,0
Banteay Meanchey,Chob Veari,1040211,0.003442341
Banteay Meanchey,Phnum Lieb,1040301,0.00390625
Banteay Meanchey,Phnum Lieb,1040302,0
Banteay Meanchey,Phnum Lieb,1040303,0
Banteay Meanchey,Phnum Lieb,1040304,0
Banteay Meanchey,Phnum Lieb,1040305,0
Banteay Meanchey,Phnum Lieb,1040306,0
Banteay Meanchey,Phnum Lieb,1040307,0
Banteay Meanchey,Phnum Lieb,1040308,0
Banteay Meanchey,Phnum Lieb,1040309,0
Banteay Meanchey,Phnum Lieb,1040310,0
Banteay Meanchey,Phnum Lieb,1040311,0
Banteay Meanchey,Phnum Lieb,1040312,0
Banteay Meanchey,Phnum Lieb,1040313,0
Banteay Meanchey,Phnum Lieb,1040314,0
Banteay Meanchey,Phnum Lieb,1040315,0
Banteay Meanchey,Phnum Lieb,1040316,0
Banteay Meanchey,Prasat,1040401,0
Banteay Meanchey,Prasat,1040402,0
Banteay Meanchey,Prasat,1040403,0
Banteay Meanchey,Prasat,1040404,0
Banteay Meanchey,Prasat,1040405,0
Banteay Meanchey,Prasat,1040406,0
Banteay Meanchey,Prasat,1040407,0
Banteay Meanchey,Prasat,1040408,0
Banteay Meanchey,Prasat,1040409,0
Banteay Meanchey,Prasat,1040410,0
Banteay Meanchey,Prasat,1040411,0
Banteay Meanchey,Prasat,1040412,0
Banteay Meanchey,Prasat,1040413,0
Banteay Meanchey,Prasat,1040414,0
Banteay Meanchey,Preah Netr Preah,1040501,0
Banteay Meanchey,Preah Netr Preah,1040502,0
Banteay Meanchey,Preah Netr Preah,1040503,0
Banteay Meanchey,Preah Netr Preah,1040504,0
Banteay Meanchey,Preah Netr Preah,1040505,0
Banteay Meanchey,Preah Netr Preah,1040506,0
Banteay Meanchey,Preah Netr Preah,1040507,0
Banteay Meanchey,Preah Netr Preah,1040508,0
Banteay Meanchey,Preah Netr Preah,1040509,0
Banteay Meanchey,Preah Netr Preah,1040510,0
Banteay Meanchey,Preah Netr Preah,1040511,0
Banteay Meanchey,Preah Netr Preah,1040512,0
Banteay Meanchey,Preah Netr Preah,1040513,0
Banteay Meanchey,Rohal,1040601,0
Banteay Meanchey,Rohal,1040602,0
Banteay Meanchey,Rohal,1040603,0
Banteay Meanchey,Rohal,1040604,0
Banteay Meanchey,Rohal,1040605,0
Banteay Meanchey,Rohal,1040606,0
Banteay Meanchey,Rohal,1040607,0
Banteay Meanchey,Rohal,1040608,0
Banteay Meanchey,Rohal,1040609,0
Banteay Meanchey,Rohal,1040610,0
Banteay Meanchey,Rohal,1040611,0
Banteay Meanchey,Tean Kam,1040701,0
Banteay Meanchey,Tean Kam,1040702,0
Banteay Meanchey,Tean Kam,1040703,0
Banteay Meanchey,Tean Kam,1040704,0
Banteay Meanchey,Tean Kam,1040705,0
Banteay Meanchey,Tean Kam,1040706,0
Banteay Meanchey,Tuek Chour,1040801,0
Banteay Meanchey,Tuek Chour,1040802,0
Banteay Meanchey,Tuek Chour,1040803,0
Banteay Meanchey,Tuek Chour,1040804,0
Banteay Meanchey,Tuek Chour,1040805,0
Banteay Meanchey,Tuek Chour,1040806,0
Banteay Meanchey,Tuek Chour,1040807,0
Banteay Meanchey,Tuek Chour,1040808,0
Banteay Meanchey,Tuek Chour,1040809,0
Banteay Meanchey,Tuek Chour,1040810,0
Banteay Meanchey,Tuek Chour,1040811,0
Banteay Meanchey,Tuek Chour,1040812,0
Banteay Meanchey,Tuek Chour,1040813,0
Banteay Meanchey,Tuek Chour,1040814,0
Banteay Meanchey,Tuek Chour,1040815,0
Banteay Meanchey,Tuek Chour,1040816,0
Banteay Meanchey,Tuek Chour,1040817,0
Banteay Meanchey,Tuek Chour,1040818,0
Banteay Meanchey,Bos Sbov,1040901,0
Banteay Meanchey,Bos Sbov,1040902,0
Banteay Meanchey,Bos Sbov,1040903,0
Banteay Meanchey,Bos Sbov,1040904,0
Banteay Meanchey,Bos Sbov,1040905,0
Banteay Meanchey,Bos Sbov,1040906,0
Banteay Meanchey,Bos Sbov,1040907,0
Banteay Meanchey,Bos Sbov,1040908,0
Banteay Meanchey,Bos Sbov,1040909,0
Banteay Meanchey,Bos Sbov,1040910,0
Banteay Meanchey,Bos Sbov,1040911,0
Banteay Meanchey,Bos Sbov,1040912,0
Banteay Meanchey,Bos Sbov,1040913,0
Banteay Meanchey,Bos Sbov,1040914,0
Banteay Meanchey,Bos Sbov,1040915,0
Banteay Meanchey,Bos Sbov,1040916,0
Banteay Meanchey,Bos Sbov,1040917,0
Banteay Meanchey,Changha,1050101,0
Banteay Meanchey,Changha,1050102,0
Banteay Meanchey,Changha,1050103,0
Banteay Meanchey,Changha,1050104,0
Banteay Meanchey,Changha,1050105,0
Banteay Meanchey,Changha,1050106,0
Banteay Meanchey,Koub,1050201,0
Banteay Meanchey,Koub,1050202,0
Banteay Meanchey,Koub,1050203,0
Banteay Meanchey,Koub,1050204,0
Banteay Meanchey,Koub,1050205,0
Banteay Meanchey,Koub,1050206,0
Banteay Meanchey,Koub,1050207,0
Banteay Meanchey,Koub,1050208,0
Banteay Meanchey,Koub,1050209,0
Banteay Meanchey,Koub,1050210,0
Banteay Meanchey,Koub,1050211,0
Banteay Meanchey,Kuttasat,1050301,0
Banteay Meanchey,Kuttasat,1050302,0
Banteay Meanchey,Kuttasat,1050303,0
Banteay Meanchey,Kuttasat,1050304,0
Banteay Meanchey,Ou Bei Choan,1050401,0
Banteay Meanchey,Ou Bei Choan,1050402,0
Banteay Meanchey,Ou Bei Choan,1050403,0
Banteay Meanchey,Ou Bei Choan,1050404,0
Banteay Meanchey,Ou Bei Choan,1050405,0
Banteay Meanchey,Ou Bei Choan,1050406,0
Banteay Meanchey,Ou Bei Choan,1050407,0
Banteay Meanchey,Ou Bei Choan,1050408,0
Banteay Meanchey,Ou Bei Choan,1050409,0.085
Banteay Meanchey,Ou Bei Choan,1050410,0
Banteay Meanchey,Ou Bei Choan,1050411,0
Banteay Meanchey,Samraong,1050501,0
Banteay Meanchey,Samraong,1050502,0
Banteay Meanchey,Samraong,1050503,0
Banteay Meanchey,Samraong,1050504,0
Banteay Meanchey,Samraong,1050505,0
Banteay Meanchey,Samraong,1050506,0
Banteay Meanchey,Samraong,1050507,0
Banteay Meanchey,Samraong,1050508,0
Banteay Meanchey,Samraong,1050509,0
Banteay Meanchey,Samraong,1050510,0
Banteay Meanchey,Souphi,1050601,0
Banteay Meanchey,Souphi,1050602,0
Banteay Meanchey,Souphi,1050603,0
Banteay Meanchey,Souphi,1050604,0
Banteay Meanchey,Souphi,1050605,0
Banteay Meanchey,Soengh,1050701,0
Banteay Meanchey,Soengh,1050702,0
Banteay Meanchey,Soengh,1050703,0
Banteay Meanchey,Soengh,1050704,0
Banteay Meanchey,Soengh,1050705,0
Banteay Meanchey,Soengh,1050706,0
Banteay Meanchey,Soengh,1050707,0
Banteay Meanchey,Soengh,1050708,0
Banteay Meanchey,Soengh,1050709,0
Banteay Meanchey,Tuek Thla,1060101,0
Banteay Meanchey,Tuek Thla,1060102,0
Banteay Meanchey,Tuek Thla,1060103,0.004514673
Banteay Meanchey,Tuek Thla,1060104,0
Banteay Meanchey,Tuek Thla,1060105,0
Banteay Meanchey,Tuek Thla,1060106,0
Banteay Meanchey,Kampong Svay,1060201,0.007874016
Banteay Meanchey,Kampong Svay,1060202,0
Banteay Meanchey,Kampong Svay,1060203,0.004645761
Banteay Meanchey,Kampong Svay,1060204,0
Banteay Meanchey,Kampong Svay,1060205,0.012779553
Banteay Meanchey,Kaoh Pong Satv,1060301,0
Banteay Meanchey,Kaoh Pong Satv,1060302,0
Banteay Meanchey,Kaoh Pong Satv,1060303,0
Banteay Meanchey,Kaoh Pong Satv,1060304,0
Banteay Meanchey,Kaoh Pong Satv,1060305,0
Banteay Meanchey,Mkak,1060401,0
Banteay Meanchey,Mkak,1060402,0.012658228
Banteay Meanchey,Mkak,1060403,0
Banteay Meanchey,Mkak,1060404,0
Banteay Meanchey,Mkak,1060405,0
Banteay Meanchey,Mkak,1060406,0
Banteay Meanchey,Mkak,1060407,0
Banteay Meanchey,Ou Ambel,1060501,0
Banteay Meanchey,Ou Ambel,1060502,0.002724796
Banteay Meanchey,Ou Ambel,1060503,0
Banteay Meanchey,Ou Ambel,1060504,0
Banteay Meanchey,Ou Ambel,1060505,0.013392857
Banteay Meanchey,Phniet,1060601,0
Banteay Meanchey,Phniet,1060602,0
Banteay Meanchey,Phniet,1060603,0
Banteay Meanchey,Phniet,1060604,0
Banteay Meanchey,Phniet,1060605,0
Banteay Meanchey,Phniet,1060606,0
Banteay Meanchey,Phniet,1060607,0
Banteay Meanchey,Preah Ponlea,1060701,0.083333333
Banteay Meanchey,Preah Ponlea,1060702,0.008080808
Banteay Meanchey,Preah Ponlea,1060703,0
Banteay Meanchey,Preah Ponlea,1060704,0.00761035
Banteay Meanchey,Preah Ponlea,1060705,0
Banteay Meanchey,Preah Ponlea,1060706,0
Banteay Meanchey,Preah Ponlea,1060707,0
Banteay Meanchey,Banteay Chhmar,1070101,0
Banteay Meanchey,Banteay Chhmar,1070102,0
Banteay Meanchey,Banteay Chhmar,1070103,0.008797654
Banteay Meanchey,Banteay Chhmar,1070104,0.052830189
Banteay Meanchey,Banteay Chhmar,1070105,0
Banteay Meanchey,Banteay Chhmar,1070106,0
Banteay Meanchey,Banteay Chhmar,1070107,0.013157895
Banteay Meanchey,Banteay Chhmar,1070108,0.023923445
Banteay Meanchey,Banteay Chhmar,1070109,0
Banteay Meanchey,Banteay Chhmar,1070110,0.013333333
Banteay Meanchey,Banteay Chhmar,1070111,0.064327485
Banteay Meanchey,Banteay Chhmar,1070112,0.018691589
Banteay Meanchey,Banteay Chhmar,1070113,0
Banteay Meanchey,Banteay Chhmar,1070114,0
Banteay Meanchey,Kouk Romiet,1070201,0
Banteay Meanchey,Kouk Romiet,1070202,0
Banteay Meanchey,Kouk Romiet,1070203,0
Banteay Meanchey,Kouk Romiet,1070204,0
Banteay Meanchey,Kouk Romiet,1070205,0
Banteay Meanchey,Kouk Romiet,1070206,0
Banteay Meanchey,Kouk Romiet,1070207,0
Banteay Meanchey,Kouk Romiet,1070208,0
Banteay Meanchey,Kouk Romiet,1070209,0
Banteay Meanchey,Kouk Romiet,1070210,0
Banteay Meanchey,Kouk Romiet,1070211,0
Banteay Meanchey,Kouk Romiet,1070212,0
Banteay Meanchey,Kouk Romiet,1070213,0
Banteay Meanchey,Kouk Romiet,1070214,0
Banteay Meanchey,Kouk Romiet,1070215,0.003952569
Banteay Meanchey,Kouk Romiet,1070217,0
Banteay Meanchey,Kouk Romiet,1070218,0
Banteay Meanchey,Kouk Romiet,1070219,0
Banteay Meanchey,Kouk Romiet,1070220,0.014388489
Banteay Meanchey,Kouk Romiet,1070221,0
Banteay Meanchey,Kouk Romiet,1070222,0
Banteay Meanchey,Phum Thmei,1070301,0
Banteay Meanchey,Phum Thmei,1070302,0
Banteay Meanchey,Phum Thmei,1070303,0
Banteay Meanchey,Phum Thmei,1070304,0
Banteay Meanchey,Phum Thmei,1070305,0
Banteay Meanchey,Phum Thmei,1070306,0
Banteay Meanchey,Phum Thmei,1070307,0
Banteay Meanchey,Thma Puok,1070401,0
Banteay Meanchey,Thma Puok,1070402,0
Banteay Meanchey,Thma Puok,1070403,0
Banteay Meanchey,Thma Puok,1070404,0
Banteay Meanchey,Thma Puok,1070405,0
Banteay Meanchey,Thma Puok,1070406,0
Banteay Meanchey,Thma Puok,1070407,0
Banteay Meanchey,Kouk Kakthen,1070501,0
Banteay Meanchey,Kouk Kakthen,1070502,0
Banteay Meanchey,Kouk Kakthen,1070503,0.006944444
Banteay Meanchey,Kouk Kakthen,1070504,0
Banteay Meanchey,Kouk Kakthen,1070505,0
Banteay Meanchey,Kouk Kakthen,1070506,0
Banteay Meanchey,Kouk Kakthen,1070507,0
Banteay Meanchey,Kouk Kakthen,1070508,0
Banteay Meanchey,Kouk Kakthen,1070509,0
Banteay Meanchey,Kumru,1070601,0
Banteay Meanchey,Kumru,1070602,0
Banteay Meanchey,Kumru,1070603,0
Banteay Meanchey,Kumru,1070605,0
Banteay Meanchey,Kumru,1070606,0
Banteay Meanchey,Kumru,1070607,0
Banteay Meanchey,Kumru,1070608,0.002487562
Banteay Meanchey,Phkoam,1080101,0
Banteay Meanchey,Phkoam,1080102,0
Banteay Meanchey,Phkoam,1080103,0
Banteay Meanchey,Phkoam,1080104,0
Banteay Meanchey,Phkoam,1080105,0
Banteay Meanchey,Phkoam,1080106,0
Banteay Meanchey,Phkoam,1080107,0
Banteay Meanchey,Phkoam,1080108,0
Banteay Meanchey,Phkoam,1080109,0
Banteay Meanchey,Phkoam,1080110,0
Banteay Meanchey,Phkoam,1080111,0
Banteay Meanchey,Sarongk,1080201,0
Banteay Meanchey,Sarongk,1080202,0
Banteay Meanchey,Sarongk,1080203,0
Banteay Meanchey,Sarongk,1080204,0
Banteay Meanchey,Sarongk,1080205,0
Banteay Meanchey,Sarongk,1080206,0
Banteay Meanchey,Sla Kram,1080301,0.009063444
Banteay Meanchey,Sla Kram,1080302,0
Banteay Meanchey,Sla Kram,1080303,0
Banteay Meanchey,Sla Kram,1080304,0
Banteay Meanchey,Sla Kram,1080305,0
Banteay Meanchey,Sla Kram,1080306,0
Banteay Meanchey,Sla Kram,1080307,0
Banteay Meanchey,Sla Kram,1080308,0
Banteay Meanchey,Sla Kram,1080309,0
Banteay Meanchey,Sla Kram,1080310,0
Banteay Meanchey,Svay Chek,1080401,0
Banteay Meanchey,Svay Chek,1080402,0
Banteay Meanchey,Svay Chek,1080403,0
Banteay Meanchey,Svay Chek,1080404,0
Banteay Meanchey,Svay Chek,1080405,0
Banteay Meanchey,Svay Chek,1080406,0
Banteay Meanchey,Svay Chek,1080407,0
Banteay Meanchey,Svay Chek,1080408,0
Banteay Meanchey,Svay Chek,1080409,0
Banteay Meanchey,Svay Chek,1080410,0
Banteay Meanchey,Svay Chek,1080411,0
Banteay Meanchey,Svay Chek,1080412,0
Banteay Meanchey,Svay Chek,1080413,0
Banteay Meanchey,Svay Chek,1080414,0
Banteay Meanchey,Ta Baen,1080501,0
Banteay Meanchey,Ta Baen,1080502,0
Banteay Meanchey,Ta Baen,1080503,0
Banteay Meanchey,Ta Baen,1080504,0
Banteay Meanchey,Ta Baen,1080505,0
Banteay Meanchey,Ta Phou,1080601,0
Banteay Meanchey,Ta Phou,1080602,0
Banteay Meanchey,Ta Phou,1080603,0
Banteay Meanchey,Ta Phou,1080604,0
Banteay Meanchey,Ta Phou,1080605,0
Banteay Meanchey,Ta Phou,1080606,0
Banteay Meanchey,Ta Phou,1080607,0
Banteay Meanchey,Ta Phou,1080608,0
Banteay Meanchey,Ta Phou,1080609,0
Banteay Meanchey,Ta Phou,1080610,0
Banteay Meanchey,Ta Phou,1080611,0
Banteay Meanchey,Treas,1080701,0
Banteay Meanchey,Treas,1080702,0
Banteay Meanchey,Treas,1080703,0
Banteay Meanchey,Treas,1080704,0
Banteay Meanchey,Treas,1080705,0
Banteay Meanchey,Treas,1080706,0
Banteay Meanchey,Treas,1080707,0
