year,codekhum,khum_name,area,diffPix
2008,200307,Pong Tuek,38056805.12,0
2008,200702,Kokir Saom,63441924.03,0
2008,50104,Pheakdei,40225102.66,0
2008,140604,Kaoh Roka,43697772.63,0
2008,140605,Kaoh Sampov,123261151.2,0
2008,80502,K'am Samnar,28828656.91,0
2008,210103,Kouk Thlok,65649865.57,0
2008,90201,Kaoh Sdach,803151.19,0
2008,200202,Nhor,25790201.23,0
2008,200203,Ksetr,59297160.59,0
2008,210903,Kus,48744669.18,0
2008,211012,Srangae,27339062.02,0
2008,210803,Roka Krau,33573583.87,0
2008,210911,Srae Ronoung,35550358.05,0
2008,90804,Stueng Chhay,86539888.91,0
2008,200208,Samyaong,23901109.14,0
2008,210105,Preaek Phtoul,42526038.38,0
2008,200205,Prey Thum,20075930.62,0
2008,211009,Sambuor,55518498.13,0
2008,211013,Thlok,48454333.79,0
2008,210913,Tram Kak,47786891.37,0
2008,90201,Kaoh Sdach,108202.89,0
2008,211007,Prey Sloek,36415807.45,0
2008,90201,Kaoh Sdach,959301.44,0
2008,210905,Nhaeng Nhang,26372095.09,0
2008,70407,Trapeang Reang,28822904.95,0
2008,180204,Cheung Kou,222306617.1,6
2008,200206,Reach Montir,27990890.78,0
2008,200109,Samraong,21890475.07,0
2008,211008,Roneam,30925461.7,0
2008,180209,Sameakki,215319277.2,0
2008,200104,Chres,52218131.48,0
2008,70406,Srae Samraong,39345614.34,0
2008,200201,Banteay Krang,28694737.33,0
2008,90201,Kaoh Sdach,558813.59,0
2008,200211,Thmei,39884407.48,0
2008,70311,Nareay,18325406.24,0
2008,211001,Angkanh,15382640.71,0
2008,70304,Chhuk,32299674.02,0
2008,90201,Kaoh Sdach,3158707.77,0
2008,200110,Tuol Sdei,73193439.39,0
2008,70103,Champei,31992423.09,0
2008,200103,Chantrea,61559121,0
2008,70402,Chumpu Voan,56727888.18,0
2008,90201,Kaoh Sdach,31363,0
2008,90201,Kaoh Sdach,349893.65,0
2008,210305,Kouk Pou,45820330.41,0
2008,211004,Khvav,36866828.07,0
2008,200212,Tnaot,43458645.25,0
2008,90201,Kaoh Sdach,117305.56,0
2008,70401,Chres,23644501.26,0
2008,70303,Boeng Nimol,31762552.21,0
2008,210505,Romenh,70032248.23,0
2008,90103,Ta Nuon,169573.23,0
2008,210506,Thlea Prachum,33465294.21,0
2008,70105,Dan Koum,30084059.38,0
2008,211005,Prambei Mom,22095292.08,0
2008,70109,Praphnum,26146020.39,0
2008,70314,Tramaeng,16877401.66,0
2008,70308,Lbaeuk,106112541.1,0
2008,70110,Samlanh,25105149.4,0
2008,211006,Angk Kaev,32910935.55,0
2008,70310,Mean Chey,14875019.51,0
2008,70307,Krang Snay,24484273.12,0
2008,210303,Doung Khpos,28178043.3,0
2008,211002,Angk Khnaor,18588703.97,0
2008,210301,Bourei Cholsar,67372980.46,0
2008,200504,Chamlang,41595673.21,0
2008,200703,Kandieng Reay,26652629.23,0
2008,210601,Angkanh,12674797.78,0
2008,210909,Popel,23155871.41,0
2008,210902,Cheang Tong,32377544.71,0
2008,200604,Pou Ta Hao,2592273.61,0
2008,200601,Svay Rieng,5474975.79,0
2008,80503,Khpob ateav,39161219.33,0
2008,140602,Kampong Prasat,41996587.41,0
2008,210104,Ponley,53999752.11,0
2008,140603,Kaoh Chek,36733374.09,0
2008,90104,Thma Sa,241889774,0
2008,210711,Trea,25561092.42,0
2008,200102,Bavet,48039480.36,0
2008,200701,Chrak Mtes,64984118.97,0
2008,210914,Trapeang Thum Khang Cheu,26737405.57,0
2008,90604,Chrouy Svay,287761067.7,0
2008,90202,Phnhi Meas,265792.21,0
2008,140303,Cheang Daek,70766233.11,0
2008,90202,Phnhi Meas,136311.06,0
2008,200603,Koy Trabaek,8994621.76,0
2008,210102,Ba Srae,43261685.67,0
2008,140312,Prey Poun,19486293.84,0
2008,210106,Prey Phkoam,47549507.36,0
2008,140304,Chrey,23028955.75,0
2008,200210,Svay Toea,21244886.43,0
2008,140606,Krang Ta Yang,32018514.55,0
2008,210706,Lumchang,26975155.32,0
2008,210908,Otdam Souriya,27973598.19,0
2008,80409,Preaek Chrey,59260335.47,0
2008,200515,Svay Thum,42088782.56,0
2008,200503,Chambak,35703110.44,0
2008,200107,Prey Angkunh,20657121.5,0
2008,200209,Svay Ta Yean,44280921.68,0
2008,210915,Trapeang Thum Khang Tbou,32782706.1,0
2008,80412,Sampov Lun,64160824.56,0
2008,200204,Preah Ponlea,28020507.94,0
2008,200707,Prasout,34780610.75,0
2008,200108,Prey Kokir,40916061.25,0
2008,70405,Srae Knong,63439519.35,0
2008,200502,Basak,49223591.57,0
2008,200101,Bati,41684486.65,0
2008,210904,Leay Bour,63089712.13,0
2008,140902,Banteay Chakrei,84080128.78,0
2008,200511,Kruos,49432241.16,0
2008,80401,Chheu Khmau,50900912.54,0
2008,90201,Kaoh Sdach,168473818.2,-6
2008,90202,Phnhi Meas,174024.16,0
2008,200105,Me Sa Thngak,27169410.95,0
2008,210910,Samraong,25619649.76,0
2008,70403,Snay Anhchet,58831114.24,0
2008,200207,Samlei,52328187.27,0
2008,140908,Preah Sdach,54877905.74,0
2008,140302,Cham,46666540.37,0
2008,210901,Angk Ta Saom,32091566.97,0
2008,140609,Ruessei Srok,48718685.92,0
2008,200106,Prasat,27449966.76,0
2008,80507,Sandar,36248404.03,0
2008,140608,Preaek Sambuor,24401695.63,0
2008,70700,NA,759039652.4,0
2008,210101,Angkor Borei,47799356.16,0
2008,210912,Ta Phem,30904690.67,0
2008,210802,Roka Knong,18342012.34,0
2008,210801,Baray,42668379.3,0
2008,40406,Pralay Meas,31252666.23,0
2008,100204,Kantuot,121187692.5,0
2008,40111,Trapeang Chan,38943309.56,0
2008,100209,Kracheh,4159568.42,0
2008,150501,Chamraeun Phal,58955709.99,0
2008,60102,Ballangk,43147446.04,0
2008,150407,Samraong,546587011.7,0
2008,31514,Tuol Sambuor,182304781.4,-20
2008,100505,Svay Chreah,748940353.5,-77
2008,40102,Chhnok Tru,29989561.31,0
2008,40406,Pralay Meas,102232420.3,0
2008,150401,Bak Chenhchien,40663258.56,0
2008,150311,Tnaot Chum,169101105.9,0
2008,40102,Chhnok Tru,1623459.74,0
2008,150403,Phteah Rung,156079832.7,0
2008,40102,Chhnok Tru,466082.27,0
2008,100306,Ruessei Kaev,99610157.7,-1
2008,110302,Saen Monourom,380870762.8,0
2008,40402,Dar,87299776.32,0
2008,40110,Ponley,6241802.09,0
2008,40104,Khon Rang,31522775.45,0
2008,110504,Romonea,59989787.74,0
2008,100301,Chambak,108511862.1,0
2008,100305,Preaek Prasab,187619847.1,0
2008,40103,Chak,16492761.24,0
2008,40104,Khon Rang,1166063.55,0
2008,40105,Kampong Preah Kokir,10979658.49,0
2008,100211,Roka Kandal,23998684.81,0
2008,60108,Chong Doung,126931421.5,0
2008,31506,Ou Mlu,143247844.6,0
2008,31503,Dang Kdar,197504910.6,0
2008,60110,Kokir Thum,164216410.4,0
2008,110105,Srae Preah,666049933.9,-2
2008,40106,Melum,52444631.27,0
2008,60107,Chhuk Khsach,53073507.24,0
2008,40405,Pou,90505790.91,0
2008,40109,Popel,28042005.97,0
2008,60103,Baray,141851046.2,0
2008,40108,Pech Changvar,55743049.67,0
2008,150604,NA,865889103.4,0
2008,150603,NA,656859925.9,-49
2008,31501,Areaks Tnaot,35529372.35,0
2008,40107,Phsar,36098791.25,0
2008,60104,Boeng,27519929.23,0
2008,150404,Prongil,1133125435,0
2008,100201,Bos Leav,69295509.91,0
2008,100213,Thma Andaeuk,57786777.12,0
2008,40105,Kampong Preah Kokir,59808294.46,0
2008,40101,Anhchanh Rung,68231922.33,0
2008,30204,Lvea Leu,29110450.32,0
2008,30205,Spueu,30869618.25,0
2008,31510,Preaek Kak,173734806,0
2008,100303,Kampong Kor,51862360.83,0
2008,40407,Samraong Saen,46069850.38,0
2008,30202,Chamkar Andoung,107998367.4,0
2008,150402,Leach,20706059.77,0
2008,150605,NA,806259256.3,-31
2008,150304,Chheu Tom,190836364,0
2008,30208,Ta Prok,17615614.53,0
2008,100308,Ta Mau,124514639.2,0
2008,31504,Khpob Ta Nguon,110136786.1,-2
2008,100206,Kaoh Chraeng,16544737.46,0
2008,150310,Svay Sa,195795145,0
2008,100501,Khsuem,1001486964,-104
2008,60702,Chroab,63535185.79,0
2008,110502,Sokh Dom,185722330,0
2008,20612,Prey Tralach,273560851.5,0
2008,150308,Ou Sandan,85193450.48,-4
2008,20611,Preaek Chik,139167024.5,0
2008,60704,Kakaoh,123052479.3,0
2008,60310,Srayov,283802924.7,0
2008,150502,Kaoh Chum,28112024.05,0
2008,60302,Kampong Thum,7195817.25,0
2008,60304,Ou Kanthor,47357281.79,0
2008,150306,Kampong Pou,73990233.45,0
2008,150204,Kanhchor,85420485.89,0
2008,110404,Bu Sra,264288796,0
2008,60303,Kampong Roteh,639928.09,0
2008,60301,Damrei Choan Khla,9377452.68,0
2008,150203,Kandieng,28261026.42,0
2008,150301,Anlong Tnaot,97128291.81,0
2008,60703,Kampong Thma,53601684.54,0
2008,100205,Kou Loab,55468895.69,0
2008,60707,Prasat,50418971.27,0
2008,110103,Srae Chhuk,354301471.1,0
2008,100203,Dar,150491228.4,0
2008,40404,Phlov Tuk,192903378.4,0
2008,110503,Spean Mean Chey,93887094.42,0
2008,150110,Trapeang Chong,83012803.56,0
2008,150103,Khnar Totueng,53700082.58,0
2008,60708,Tang Krasang,51795709.72,0
2008,150201,Anlong Vil,31770741.87,0
2008,110403,Srae Ampum,177590297.8,0
2008,150309,Sna Ansa,87615112.54,0
2008,150207,Svay Luong,25311015.21,0
2008,150106,Rumlech,52899303.96,0
2008,110301,Dak Dam,751967880.2,3
2008,150302,Ansa Chambak,209643285.5,0
2008,150507,Svay at,10937236.95,0
2008,40102,Chhnok Tru,2666821.18,0
2008,150602,NA,705623846.3,0
2008,150303,Boeng Kantuot,46917011.26,0
2008,40401,Chranouk,265236432.3,0
2008,150202,Banteay Dei,14589350.25,0
2008,150307,Kbal Trach,172200549.1,-4
2008,150209,Veal,5305074.3,0
2008,100214,Thma Kreae,18720894.86,0
2008,150109,Ta Lou,305046795.6,0
2008,60701,Boeng Lvea,8022882.93,0
2008,110504,Romonea,123248431.6,0
2008,150504,Phteah Prey,12899251.56,0
2008,110102,Me Mang,463593288.9,0
2008,150506,Roleab,204391885.1,0
2008,60111,Krava,69574561.48,0
2008,100207,Kaoh Trong,14460729.9,0
2008,100210,Ou Ruessei,31713013.25,0
2008,60117,Tnaot Chum,60518728.73,0
2008,150503,Lolok Sa,42747516.69,0
2008,60101,Bak Sna,45391543.7,0
2008,40102,Chhnok Tru,734623.07,0
2008,60706,Pnov,109237441.1,-2
2008,150505,Prey Nhi,7972497.93,0
2008,100307,Saob,269488100.9,-153
2008,100208,Krakor,14349934.77,0
2008,110501,Monourom,78653790.05,0
2008,40102,Chhnok Tru,5640599.14,0
2008,60105,Chaeung Daeung,71884919.23,0
2008,150302,Ansa Chambak,4082533.06,0
2008,31306,Krouch,15817631.28,0
2008,31305,Kor,26958415.2,0
2008,100504,Srae Char,297894403,0
2008,40807,Tang Krasang,131068579.4,0
2008,30613,Srak,68315143.16,4
2008,40609,Prey Mul,45169061.71,0
2008,30904,Kaoh Pir,10690634.64,0
2008,30602,Han Chey,27523551.72,0
2008,40201,Chol Sar,36975750.75,0
2008,31313,Thma Pun,31790704.85,0
2008,40601,Andoung Snay,37920350.5,0
2008,40610,Rolea B'ier,32566148.85,0
2008,40605,Kouk Banteay,65040462.77,0
2008,40205,Prey Kri,42593060.59,0
2008,30407,Trapeang Pring,202907918.6,0
2008,100104,Kampong Damrei,324340984.6,-57
2008,40805,Khlong Popok,109413510.1,0
2008,30612,Rumchek,14277393.22,0
2008,31301,Baray,28176149.46,0
2008,40613,Tuek Hout,47367602.79,0
2008,30310,Trapeang Kor,27078335.91,0
2008,31615,Peam Chileang,53482665.32,0
2008,30610,Ou Svay,30286043.31,0
2008,31616,Roka Po Pram,200574049.3,0
2008,31315,Trapeang Preah,72469260.22,0
2008,40802,Chieb,350167025.7,0
2008,40202,Kaoh,112624083.3,0
2008,100502,Pir Thnu,588406586.8,-15
2008,31011,Rumchek,226032545,0
2008,30903,Kampong Treas,22900805.27,0
2008,40603,Cheung Kreav,55155543.89,0
2008,30307,Sdaeung Chey,58751843.69,0
2008,30303,Phdau Chum,39541412.06,0
2008,30302,Kouk Rovieng,26222821.92,0
2008,30609,Krala,28864159.29,0
2008,31304,Khvet Thum,17228595.95,0
2008,31309,Prey Chhor,15430146.85,0
2008,31621,Thma Pechr,82724147.01,0
2008,30309,Srama,25250419.14,0
2008,30402,Dambae,85484852.51,0
2008,30110,Tang Krasang,42553664.75,0
2008,30607,Kaoh Samraong,30451992.14,0
2008,30112,Tumnob,19012106.9,0
2008,31310,Sour Saen,20004228.5,0
2008,30603,Kien Chrey,25062168.99,0
2008,40508,Saeb,34448641.23,0
2008,90701,Ta Tey Leu,1780473649,0
2008,30614,Trean,43187482.43,0
2008,40502,Chhuk Sa,66766076.07,0
2008,40509,Ta Ches,53309695.44,0
2008,31308,Mien,44958592.41,0
2008,30304,Prey Char,23109835.63,0
2008,31312,Srangae,18983087.1,0
2008,31307,Lvea,33596980.44,0
2008,30105,Me Pring,41508207.63,0
2008,40801,Akphivoadth,66513963.91,0
2008,40501,Ampil Tuek,109471697.6,0
2008,31602,Boeng Pruol,25653174.42,0
2008,31303,Chrey Vien,23463279.76,0
2008,30611,Ro'ang,32350664.81,0
2008,30308,Soutip,26254719.51,0
2008,30301,Khnaor Dambang,38359262.98,0
2008,50403,Trapeang Chour,509384189.7,0
2008,30104,Cheung Prey,17715125.64,0
2008,31508,Preah Andoung,6626797.07,0
2008,60115,Sralau,159382802.4,0
2008,40602,Banteay Preal,50763772.98,0
2008,30206,Svay Teab,86153103.05,0
2008,150405,Rokat,852341201.9,0
2008,30203,Cheyyou,46184054.82,0
2008,31507,Peam Kaoh Sna,47503778.93,-9
2008,40409,Trangel,36330787.19,0
2008,40608,Prasneb,125161316.8,0
2008,40806,Krang Skear,592137656.6,0
2008,31505,Me Sar Chrey,37731731.3,0
2008,150406,Santreae,667333075.3,-2
2008,60118,Treal,160237234.1,0
2008,40408,Svay Rumpear,77774880.67,0
2008,40612,Svay Chrum,85299199.01,0
2008,100105,Kanhchor,94155406.9,-20
2008,30207,Ta Ong,136321304.2,0
2008,30910,Svay Khleang,41984045.93,0
2008,100304,Kaoh Ta Suy,23271339.97,0
2008,30907,Peus Pir,34693417.83,0
2008,40204,Peam Chhkaok,95938543.14,0
2008,100108,Preaek Saman,89560542.6,0
2008,60109,Chrolong,38103671.05,0
2008,30911,Trea,37352908.39,0
2008,31512,Soupheas,61852675.52,0
2008,40403,Kampong hau,49559256.5,0
2008,30905,Krouch Chhmar,36329436.77,0
2008,40607,Pongro,27735557.44,0
2008,40301,Phsar Chhnang,10604817.44,0
2008,40304,Khsam,12623111.64,0
2008,60112,Andoung Pou,25221448.59,0
2008,110104,Srae Khtum,582525054.5,-17
2008,100106,Khsach Andaet,26907084.28,4
2008,30909,Roka Khnaor,27344736.77,0
2008,30902,Chumnik,19999343.98,0
2008,100102,Damrei Phong,263101780.5,-87
2008,60114,Sou Young,19731514.62,0
2008,100103,Han Chey,25708160.46,0
2008,30111,Trab,160089140.2,0
2008,100107,Pongro,21504384.04,0
2008,30906,Peus Muoy,30553661.81,0
2008,40611,Srae Thmei,29228298.84,0
2008,31513,Tuol Preah Khleang,77811327.79,0
2008,40302,Kampong Chhnang,21111280.41,0
2008,60113,Pongro,52647052.41,0
2008,60106,Chranieng,23296116.8,0
2008,150601,NA,1325325186,-10
2008,100101,Chhloung,20971934.69,0
2008,30912,Tuol Snuol,122528814,3
2008,31302,Boeng Nay,64769720.8,0
2008,30201,Bos Khnaor,145682942.9,0
2008,100503,Snuol,181671556.1,0
2008,40604,Chrey Bak,44991071.82,0
2008,31509,Preaek Bak,22473433.46,0
2008,30405,Seda,192844713.6,0
2008,30306,Sampong Chey,55774434.17,0
2008,30108,Sandaek,59374708.38,0
2008,30908,Preaek a Chi,44051241.45,0
2008,30901,Chhuk,131511489,0
2008,30305,Pring Chrum,49230611.5,0
2008,40303,Ph'er,2310204.72,0
2008,40203,Kampong Os,40470309.26,0
2008,40606,Krang Leav,60580841.17,0
2008,60116,Svay Phleung,26968865.17,0
2008,30404,Neang Teut,20844702.3,0
2008,30807,Pongro,8294382.2,0
2008,31204,Kandaol Chrum,70029294.75,0
2008,31013,Tramung,81826405.08,0
2008,30806,Peam Prathnuoh,19703613.42,0
2008,30702,Kang Ta Noeng,32364268.19,0
2008,30708,Roka ar,28615902.24,0
2008,31106,Peam Cheang,32027484.04,0
2008,31614,Moung Riev,32068278.39,0
2008,31408,Preaek Dambouk,25555897.54,0
2008,40505,Longveaek,49335925.34,0
2008,31107,Preah Theat,48640103.36,0
2008,30808,Preaek Ta Nong,38137407.45,0
2008,31410,Preaek Rumdeng,44981593.21,0
2008,40705,Sedthei,50287457.77,0
2008,50405,Ta Sal,473768786.9,0
2008,31008,Memot,46042316.4,0
2008,31207,Popel,36007047.57,0
2008,31601,Anhchaeum,61425422.53,0
2008,31005,Dar,112267547.7,0
2008,31604,Chikor,46171921.9,0
2008,80707,Roka Kaong Muoy,9092965.55,0
2008,31209,Veal Mlu,34429612.17,0
2008,80711,Svay Ampear,20357185.8,0
2008,30109,Tang Krang,37625017.89,0
2008,40707,Svay Chuk,116103989.8,0
2008,80903,Kampong Luong,18676771.48,0
2008,30803,Lve,30930749.25,0
2008,30710,Sdau,14701576.15,0
2008,31406,Pteah Kandal,24763716.9,0
2008,80905,Kaoh Chen,35263691.91,0
2008,31401,Baray,56878877.88,0
2008,31405,Mean Chey,11393690.71,0
2008,141210,Rumlech,30971157.46,0
2008,31105,Mien,47380025.68,0
2008,141203,Lve,17374320.53,0
2008,40701,Chhean Laeung,54291708.47,0
2008,31108,Tuol Sophi,47291512.66,0
2008,31409,Preaek Pou,26986703.64,0
2008,80317,Ta Aek,13706017.31,0
2008,40704,Peam,100841268.6,0
2008,141204,Pnov Ti Muoy,35597205.38,0
2008,80708,Roka Kaong Pir,6318276.87,0
2008,31003,Choam Kravien,215584262.3,0
2008,141207,Preaek Changkran,7721961.43,0
2008,30804,Moha Leaph,14949817.39,0
2008,40706,Svay,39132685.33,0
2008,31206,Kraek,152587542.5,0
2008,80911,Phsar Daek,15449761.38,0
2008,31205,Kaong Kang,46709340.98,0
2008,80316,Svay Romiet,14132250.01,0
2008,50507,Preah Srae,34495388.81,0
2008,141202,Chrey Khmum,37329236.48,0
2008,50511,Veang Chas,7113530.82,0
2008,31104,Kong Chey,34392259.27,0
2008,80710,Sambuor Meas,78978367.12,0
2008,31103,Damrel,45121017.38,0
2008,31407,Pram Yam,36330088.83,0
2008,80904,Kampong Os,68602904.71,0
2008,31102,Chak,59797492.6,0
2008,31101,Ampil Ta Pok,27190527.61,0
2008,80704,Preaek Dambang,18973187.25,0
2008,80914,Vihear Luong,7895988.49,0
2008,80304,Kaoh Chouram,15495103.46,0
2008,31612,Kor,78302832.03,0
2008,31606,Chirou Pir,63296984.28,0
2008,30403,Kouk Srok,77440762.81,0
2008,30501,Boeng Kok,4158182.18,0
2008,40808,Tuol Khpos,134393827,0
2008,31605,Chirou Muoy,36896812.89,0
2008,90501,Bak Khlang,1365927835,-10
2008,30706,Preaek Krabau,46509943.98,0
2008,40803,Chaong Maong,64992884.54,0
2008,31006,Kampoan,212775297,0
2008,31314,Tong Rong,14104781.67,0
2008,30601,Ampil,27467403.96,0
2008,30615,Vihear Thum,34910903.92,0
2008,31311,Samraong,25157932.55,0
2008,40702,Khnar Chhmar,27610770.28,0
2008,30106,Ph'av,16031793.89,0
2008,30701,Angkor Ban,19030290.43,0
2008,30606,Kaoh Roka,18630945.2,0
2008,31014,Tonlung,254988736.5,0
2008,40703,Krang Lvea,173270297,0
2008,40503,Chres,37456876.65,0
2008,30709,Roka Koy,37572698.02,0
2008,31623,Vihear Luong,71640757.7,0
2008,30503,Sambuor Meas,14311961.4,0
2008,30707,Reay Pay,79143079.61,0
2008,30502,Kampong Cham,1619387.59,0
2008,30711,Sour Kong,34475391.19,0
2008,30504,Veal Vong,3142230.31,0
2008,40804,Kbal Tuek,245859134.7,0
2008,30101,Batheay,91982079.89,0
2008,40510,Thma Edth,34226981.9,0
2008,31622,Tonle Bet,51294140.53,0
2008,40506,Ou Ruessei,19943282.94,0
2008,30703,Khchau,25620174.16,0
2008,50801,Amleang,242810665.5,0
2008,30406,Tuek Chrov,82257258.36,0
2008,40504,Kampong Tralach,37803240.01,0
2008,31613,Lngieng,26636923.73,0
2008,30705,Preaek Koy,44138977.58,0
2008,30704,Peam Chi Kang,22423044.89,0
2008,31619,Suong,37911516.64,0
2008,31007,Memong,69254349.57,0
2008,40709,Thlok Vien,39712547.28,0
2008,31004,Choam Ta Mau,98981453.41,0
2008,30605,Kaoh Mitt,19160226.96,0
2008,30604,Kokor,21509931.69,0
2008,30102,Chbar Ampov,41838052.59,0
2008,31608,Chob,50813778.96,0
2008,30805,Moha Khnhoung,23667613.52,0
2008,30107,Sambour,94662572.34,0
2008,40708,Tbaeng Khpos,70371104.41,0
2008,30801,Kampong Reab,24915256.42,0
2008,30103,Chealea,43613956.52,0
2008,31016,Kokir,64018876.04,0
2008,31413,Svay Sach Phnum,13887718.23,0
2008,31404,Kaoh  Andaet,13169794.9,0
2008,31618,Sralab,80616932.2,0
2008,30608,Kaoh Tontuem,7136866.82,0
2008,31411,Ruessei Srok,11761428.02,0
2008,90702,Pralay,764125560.8,0
2008,30401,Chong Cheach,70503878.81,0
2008,40507,Peani,21573556.76,0
2008,30802,Kaoh Soutin,25863987.93,0
2008,50406,NA,823209971.8,0
2008,50513,Damnak Reang,33452782.75,0
2008,120503,Kouk Roka,32670110.85,0
2008,120703,Svay Pak,3970419.42,0
2008,80305,Kaoh Oknha Tei,6359931.79,0
2008,80303,Kampong Chamlang,10068438.5,0
2008,120709,Preaek Ta Sek,15024993.01,0
2008,50502,Cheung Roas,35439522.51,0
2008,140205,Seang Khveang,40118397.23,0
2008,90703,Chumnoab,65554174.76,0
2008,120708,Preaek Lieb,13748973.25,0
2008,80307,Preaek Ampil,27515419.17,0
2008,80908,Ponhea Pon,18867263.97,0
2008,50808,Yea Angk,151500565.1,0
2008,140406,Preal,66625583.48,0
2008,140810,Reab,45897371.22,0
2008,80809,Mkak,29495402.21,0
2008,50401,Haong Samnam,97642788.12,0
2008,120711,Chrang Chamreh Muoy,2300966.15,0
2008,50402,Reaksmei Sameakki,259652959,0
2008,50508,Prey Krasang,32049917.19,0
2008,140203,Kranhung,66964271.18,0
2008,140808,Prey Sniet,41735394.78,0
2008,80602,Barong,44653045.46,0
2008,90304,Trapeang Rung,906533573.5,-2
2008,120701,Khmuonh,19914950.28,0
2008,90303,Ta Tai Kraom,203769704.2,0
2008,80816,Tuol Prech,33074937.14,0
2008,80308,Preaek Luong,14285235.29,0
2008,90401,Smach Mean Chey,57383208.41,0
2008,80812,Ponsang,37976376.52,0
2008,140208,Tr?b?k,42320169.9,0
2008,141008,Prey Khla,44193922.47,0
2008,141002,Chea Khlang,26234909.89,0
2008,120706,Ruessei Kaev,5176554.19,0
2008,90402,Dang Tong,2010419.6,0
2008,140804,Kampong Ruessei,42616526.42,0
2008,50515,Phnum Touch,44363827.5,0
2008,90605,Dang Peaeng,1282143314,10
2008,120511,Krang Thnong,6599299.69,0
2008,80301,Bak Dav,9480697.85,0
2008,120704,Kiloumaetr Lekh Prammuoy,5640778.29,0
2008,50505,Krang Chek,39315828.46,0
2008,50514,Peang Lvea,33206191.07,0
2008,80309,Preaek Ta Kov,20065938.25,0
2008,120712,Chrang Chamreh Pir,4140543.55,0
2008,90703,Chumnoab,506509352.1,0
2008,50806,Toap Mean,82492541.1,0
2008,140803,Kampong Prang,35557461.17,0
2008,90503,Tuol Kokir Leu,71105353.65,0
2008,50503,Chumpu Proeks,21087836.08,0
2008,200416,Tras,121786346.3,0
2008,200403,Andoung Trabaek,47089969.09,0
2008,120705,Phnom Penh Thmei,20550029.91,0
2008,141007,Popueus,23997378.45,0
2008,141107,Prey Kanlaong,39302252.43,0
2008,140206,Smaong Cheung,75589652.68,0
2008,80815,Snao,14409380.06,0
2008,120509,Samraong Kraom,12190999.04,0
2008,50714,Tumpoar Meas,173609089.5,0
2008,80315,Svay Chrum,18977117.44,0
2008,90403,Stueng Veaeng,41069419.08,0
2008,141010,Svay Antor,32839013.15,0
2008,140202,Doun Koeng,47212466.15,0
2008,120710,Chrouy Changva,9617396.34,0
2008,31203,Kak,179325002.8,0
2008,141208,Prey Daeum Thnoeng,22202312.75,0
2008,80906,Phnum Bat,33181949.27,0
2008,80306,Preah Prasab,12491405.15,0
2008,80709,Ruessei Chrouy,23852780.17,0
2008,140805,Mesa Prachan,30840941.01,0
2008,31001,Chan Mul,28695794.66,0
2008,140809,Prey Sralet,72369363.33,0
2008,31015,Treak,37276804.73,0
2008,31403,Khnar Sa,15121329.53,0
2008,80907,Ponhea Lueu,10368047.73,0
2008,50807,Veal Pon,31365301.84,0
2008,141205,Pnov Ti Pir,30619928.51,0
2008,50510,Veal  Pung,53088776.1,0
2008,31202,Doun Tei,102006690.6,0
2008,31412,Svay Pou,22432677.94,0
2008,31208,Trapeang Phlong,139208724.3,0
2008,80910,Preaek Ta Teaen,10150973.99,0
2008,50404,Sangkae Satob,216740630.2,0
2008,140408,Tnaot,25062443.93,0
2008,31402,Chi Bal,20526936.5,0
2008,80310,Preaek Ta Meak,22760327.94,0
2008,141201,Ampil Krau,36596670.68,0
2008,31002,Choam,56130208.8,0
2008,50802,Monourom,22633106.05,0
2008,141209,Prey Tueng,32978212.96,0
2008,141211,Ruessei Sanh,44141338.05,0
2008,50804,Prambei Mom,140453069.4,0
2008,31414,Tong Tralach,19712413.44,0
2008,31010,Rung,33427143.86,0
2008,80913,Tumnob Thum,26405876.33,0
2008,80703,Preaek Anhchanh,42655203.34,0
2008,140402,Kanhchriech,36206811.62,0
2008,141206,Pou Ti,17292838.94,0
2008,140201,Cheach,65714131.36,0
2008,50506,Mean Chey,31662942.6,0
2008,80902,Chrey Loas,37950287.2,0
2008,80311,Puk Ruessei,29698165.19,0
2008,80701,Bak Khaeng,24844643.4,0
2008,50504,Khsem Khsan,41148333.48,0
2008,140405,Kouk Kong Lech,33767774.98,0
2008,140404,Kouk Kong Kaeut,36246280.63,0
2008,50805,Rung Roeang,40037729.28,0
2008,80302,Chey Thum,30727333.67,0
2008,140802,Kanhcham,56680659.49,0
2008,50509,Trach Tong,45712725.29,0
2008,90704,Ruessei Chrum,577174504.4,0
2008,80312,Roka Chonlueng,20770412.25,0
2008,140401,Chong Ampil,35914921.02,0
2008,80314,Sithor,25613019.5,0
2008,140204,Krabau,55564220.57,0
2008,80909,Preaek Pnov,6529207.31,0
2008,140807,Prey Pnov,103024267.8,0
2008,80318,Vihear Suork,43108170.1,0
2008,80901,Chhveang,28186764.12,0
2008,140801,Kampong Popil,34835108.73,0
2008,50501,Chant Saen,32851037.49,0
2008,140811,Roka,64126116.04,0
2008,80702,Kaoh Dach,23724002.17,0
2008,50512,Yutth Sameakki,36348901.64,0
2008,80313,Sanlung,26271324.16,0
2008,140403,Kdoeang Reay,46070944.45,0
2008,140407,Thma Pun,36441999.72,0
2008,80912,Samraong,18829214.57,0
2008,190508,Preah Rumkel,354402526,0
2008,130703,Chhean Mukh,141931541.8,0
2008,130704,Pou,123562429.2,0
2008,130705,Prame,256871274.2,0
2008,10703,Phum Thmei,65850714.59,0
2008,10804,Svay Chek,210261191.3,0
2008,10807,Treas,163459480.1,0
