commGIS,elc_06,elc_07,elc_08,elc_09,elc_10,elc_11,elc_12
20203,0,0,0,0,0,0,0
150105,0,0,0,0,0,0,0
240102,0,0,0,0,0,0,0
180302,0,0,0,0,0,0,0
120105,0,0,0,0,0,0,0
80810,0,0,0,0,0,0,0
160908,0,0,0,0,0,0,0
160505,0,0,0,0,0,0,1
240101,0,0,0,0,0,0,0
160703,0,0,0,0,0,0,0
130702,0,0,0,0,0,0,0
10302,0,0,0,0,0,0,0
10508,0,0,0,0,0,0,0
160704,0,0,0,1,1,1,1
210209,0,0,0,0,0,0,0
170203,0,0,0,0,0,0,0
40704,0,0,0,0,0,0,0
20505,0,0,0,0,0,0,0
60807,0,0,0,0,0,0,0
31106,0,0,1,1,1,1,1
40204,0,0,0,0,0,0,0
30704,0,0,0,0,0,0,0
31615,0,0,0,0,0,0,0
31507,0,0,0,0,0,0,0
90502,0,0,0,0,0,0,0
140704,0,0,0,0,0,0,0
140308,0,0,0,0,0,0,0
80607,0,0,0,0,0,0,0
30806,0,0,0,0,0,0,0
80504,0,0,0,0,0,0,0
140705,0,0,0,0,0,0,0
141006,0,0,0,0,0,0,0
50514,0,0,0,0,0,0,0
40507,0,0,0,0,0,0,0
40108,0,0,0,0,0,0,0
210502,0,0,0,0,0,0,0
50304,0,0,0,0,0,0,0
80811,0,0,0,0,0,0,0
30906,0,0,0,0,0,0,0
30907,0,0,0,0,0,0,0
60403,0,0,0,0,0,0,0
60206,0,0,0,0,0,0,0
30106,0,0,0,0,0,0,0
220502,0,0,0,0,0,1,1
30303,0,0,0,0,0,0,0
50104,0,0,0,0,0,0,0
50105,0,0,0,0,0,0,0
40303,0,0,0,0,0,0,0
10801,0,0,0,0,0,0,0
120504,0,0,0,0,0,0,0
20703,0,0,0,0,0,0,0
40404,0,0,0,0,0,0,0
190103,1,1,1,1,1,1,1
90202,0,0,0,1,1,1,1
90202,0,0,0,1,1,1,1
90202,0,0,0,1,1,1,1
90202,0,0,0,1,1,1,1
10606,0,0,0,0,0,0,0
120705,0,0,0,0,0,0,0
80906,0,0,0,0,0,0,0
10306,0,0,0,0,0,0,0
210407,0,0,0,0,0,0,0
160909,0,0,0,1,1,1,1
70108,0,0,0,0,0,0,0
10403,0,0,0,0,0,0,0
130404,0,0,0,0,0,0,0
20106,0,0,0,0,0,0,0
130603,0,0,0,0,0,0,1
130405,0,0,0,0,0,1,1
50515,0,0,0,0,0,0,0
10207,0,0,0,0,0,0,0
50106,0,0,0,0,0,0,0
40107,0,0,0,0,0,0,0
120209,0,0,0,0,0,0,0
40301,0,0,0,0,0,0,0
80911,0,0,0,0,0,0,0
120409,0,0,0,0,0,0,0
120112,0,0,0,0,0,0,0
120403,0,0,0,0,0,0,0
120401,0,0,0,0,0,0,0
120402,0,0,0,0,0,0,0
120205,0,0,0,0,0,0,0
120206,0,0,0,0,0,0,0
120203,0,0,0,0,0,0,0
120201,0,0,0,0,0,0,0
120202,0,0,0,0,0,0,0
150504,0,0,0,0,0,0,0
150403,0,0,0,0,0,0,0
10703,0,0,0,0,0,0,0
80608,0,0,0,0,0,0,0
80208,0,0,0,0,0,0,0
100502,0,0,1,1,1,1,1
50705,0,0,0,0,0,0,0
60706,0,0,0,0,0,0,0
141204,0,0,0,0,0,0,0
141205,0,0,0,0,0,0,0
120507,0,0,0,0,0,0,0
200307,0,0,0,0,0,0,0
230103,0,0,0,0,0,0,0
40607,0,0,0,0,0,0,0
30807,0,0,0,0,0,0,0
220304,0,0,1,1,1,1,1
220304,0,0,1,1,1,1,1
100107,0,0,0,0,0,0,0
60113,0,0,0,0,0,0,0
170408,0,0,0,0,0,0,0
170409,1,1,1,1,1,1,1
80907,0,0,0,0,0,0,0
80908,0,0,0,0,0,0,0
210104,0,0,0,0,0,0,0
10303,0,0,0,0,0,0,0
40110,0,0,0,0,0,0,0
80812,0,0,0,0,0,0,0
200705,0,0,0,0,0,0,0
31207,0,0,0,0,0,0,0
210909,0,0,0,0,0,0,0
171108,0,0,0,0,0,0,0
40109,0,0,0,0,0,0,0
60808,0,0,0,0,1,1,1
141007,0,0,0,0,0,0,0
210210,0,0,0,0,0,0,0
130704,0,0,0,0,0,0,0
40405,0,0,0,0,0,0,0
50107,0,0,0,0,0,0,0
50108,0,0,0,0,0,0,0
50109,0,0,0,0,0,0,0
141104,0,0,0,0,0,0,0
210608,0,0,0,0,0,0,0
200604,0,0,0,0,0,0,0
141206,0,0,0,0,0,0,0
170709,0,0,0,0,0,0,0
80408,0,0,0,0,0,0,0
200512,0,0,0,0,0,0,0
90702,0,0,0,0,0,0,0
60809,0,0,0,0,0,0,0
40406,0,0,0,0,0,0,0
40406,0,0,0,0,0,0,0
31407,0,0,0,0,0,0,0
211005,0,0,0,0,0,0,0
50804,1,1,1,1,1,1,1
130705,0,0,0,0,0,1,1
70109,0,0,0,0,0,0,0
81006,0,0,0,0,0,0,0
140309,0,0,0,0,0,0,0
200106,0,0,0,0,0,0,0
171401,0,0,0,0,0,0,0
10404,0,0,0,0,0,0,0
60707,0,0,0,0,0,0,0
40608,0,0,0,0,0,0,0
200707,0,0,0,0,0,0,0
120513,0,0,0,0,0,0,0
140310,0,0,0,0,0,0,0
30908,0,0,0,0,0,0,0
80209,0,0,0,0,0,0,0
81007,0,0,0,0,0,0,0
80307,0,0,0,0,0,0,0
80703,0,0,0,0,0,0,0
141105,0,0,0,0,0,0,0
31509,0,0,0,0,0,0,0
141207,0,0,0,0,0,0,0
20611,0,0,0,0,0,0,0
141106,0,0,0,0,0,0,0
80409,0,0,0,0,0,0,0
80505,0,0,0,0,0,0,0
80704,0,0,0,0,0,0,0
31408,0,0,0,0,0,0,0
81105,0,0,0,0,0,0,0
31510,0,1,1,1,1,1,1
80114,0,0,0,0,0,0,0
20503,0,0,0,0,0,0,0
90203,0,0,1,1,1,1,1
140706,0,0,0,0,0,0,0
140707,0,0,0,0,0,0,0
80609,0,0,0,0,0,0,0
30705,0,0,0,0,0,0,0
81008,0,0,0,0,0,0,0
30706,0,0,0,0,0,0,0
140607,0,0,0,0,0,0,0
70612,0,0,0,0,0,0,0
120708,0,0,0,0,0,0,0
80308,0,0,0,0,0,0,0
20504,0,0,0,0,0,0,0
190301,1,1,1,1,1,1,1
20501,0,0,0,0,0,0,0
210105,0,0,0,0,0,0,0
80909,0,0,0,0,0,0,0
31409,0,0,0,0,0,0,0
120603,0,0,0,0,0,0,0
100305,0,0,1,1,1,1,1
20302,0,0,0,0,0,0,0
80610,0,0,0,0,0,0,0
80115,0,0,0,0,0,0,0
80611,0,0,0,0,0,0,0
81102,0,0,0,0,0,0,0
31410,0,0,0,0,0,0,0
100108,0,0,1,1,1,1,1
140608,0,0,0,0,0,0,0
80410,0,0,0,0,0,0,0
80116,0,0,0,0,0,0,0
80309,0,0,0,0,0,0,0
80310,0,0,0,0,0,0,0
30808,0,0,0,0,0,0,0
140806,0,0,0,0,0,0,0
120709,0,0,0,0,0,0,0
80910,0,0,0,0,0,0,0
80210,0,0,0,0,0,0,0
80411,0,0,0,0,0,0,0
70711,0,0,0,0,0,0,0
80506,0,0,0,0,0,0,0
31508,0,0,0,0,0,0,0
190403,1,1,1,1,1,1,1
210402,0,0,0,0,0,0,0
60810,0,0,0,0,0,0,0
50115,0,0,0,0,0,0,0
130706,0,0,0,0,0,1,1
10405,0,0,0,0,0,0,0
50305,0,0,0,0,0,0,0
21304,0,0,0,0,0,0,0
200204,0,0,0,0,0,0,0
10607,0,0,0,0,0,0,0
220504,0,0,0,0,0,0,0
80306,0,0,0,0,0,0,0
80113,0,0,0,0,0,0,0
190508,0,0,0,0,0,0,0
140908,0,0,0,0,0,0,0
50507,0,0,0,0,0,0,0
31107,0,0,0,0,0,0,0
170303,0,0,0,0,0,0,0
140406,0,0,0,0,0,0,0
171205,0,0,0,0,0,0,0
210408,0,0,0,0,0,0,0
200107,0,0,0,0,0,0,0
30304,0,0,0,0,0,0,0
20506,0,0,0,0,0,0,0
200602,0,0,0,0,0,0,0
140311,0,0,0,0,0,0,0
31309,0,0,0,0,0,0,0
170711,0,0,0,0,0,0,0
141208,0,0,0,0,0,0,0
210609,0,0,0,0,0,0,0
140708,0,0,0,0,0,0,0
141107,0,0,0,0,0,0,0
141008,0,0,0,0,0,0,0
210503,0,0,0,0,0,0,0
70712,0,0,0,0,0,0,0
140504,0,0,0,0,0,0,0
20404,0,0,0,0,0,0,0
50609,0,0,0,0,0,0,0
200108,0,0,0,0,0,0,0
50508,0,0,0,0,0,0,0
40205,0,0,0,0,0,0,0
60307,0,0,0,0,0,0,0
210610,0,0,0,0,0,0,0
40609,0,0,0,0,0,0,0
50306,0,0,0,0,0,0,0
150505,0,0,0,0,0,0,0
180207,0,0,0,0,0,0,0
210611,0,0,0,0,0,0,0
210106,0,0,0,0,0,0,0
140807,0,0,0,0,0,0,0
140312,0,0,0,0,0,0,0
80813,0,0,0,0,0,0,0
140505,0,0,0,0,0,0,0
210409,0,0,0,0,0,0,0
50608,0,0,0,0,0,0,0
120510,0,0,0,0,0,0,0
211007,0,0,0,0,0,0,0
140808,0,0,0,0,0,0,0
140809,0,0,0,0,0,0,0
20603,0,0,0,0,0,0,0
200706,0,0,0,0,0,0,0
60308,0,0,0,0,0,0,0
70713,0,0,0,0,0,0,0
200205,0,0,0,0,0,0,0
230202,0,0,0,0,0,0,0
70203,0,0,0,0,0,0,0
140506,0,0,0,0,0,0,0
20608,0,0,0,0,0,0,0
20612,0,0,0,0,0,0,0
141209,0,0,0,0,0,0,0
120508,0,0,0,0,0,0,0
50307,0,0,0,0,0,0,0
210504,0,0,0,0,0,0,0
30305,0,0,0,0,0,0,0
130303,0,0,0,0,0,1,1
150404,0,0,0,0,0,0,0
31406,0,0,0,0,0,0,0
80311,0,0,0,0,0,0,0
170710,0,0,0,0,0,0,0
130106,0,0,0,0,0,1,1
140810,0,0,0,0,0,0,0
200206,0,0,0,0,0,0,0
140104,0,0,0,0,0,0,0
130509,0,0,0,0,0,0,0
130502,0,0,0,0,0,0,0
50402,0,0,0,1,1,1,1
180208,0,1,1,1,1,1,1
180208,0,1,1,1,1,1,1
180208,0,1,1,1,1,1,1
180208,0,1,1,1,1,1,1
180208,0,1,1,1,1,1,1
180208,0,1,1,1,1,1,1
180208,0,1,1,1,1,1,1
180208,0,1,1,1,1,1,1
180208,0,1,1,1,1,1,1
210410,0,0,0,0,0,0,0
20807,0,0,0,0,0,0,0
140909,0,0,0,0,0,0,0
30707,0,0,0,0,0,0,0
170712,0,0,0,0,0,0,0
130508,0,0,0,1,1,1,1
130505,0,0,0,0,0,0,0
130602,0,0,0,0,0,0,0
30611,0,0,0,0,0,0,0
20609,0,0,0,0,0,0,0
130501,0,0,0,0,0,0,0
10406,0,0,0,0,0,0,0
130503,0,0,0,0,0,0,0
10208,0,0,0,0,0,0,0
140811,0,0,0,0,0,0,0
80117,0,0,0,0,0,0,0
20804,0,0,0,0,0,0,0
30708,0,0,0,0,0,0,0
80312,0,0,0,0,0,0,0
100211,0,0,0,0,0,0,0
50308,0,0,0,0,0,0,0
80707,0,0,0,0,0,0,0
80708,0,0,0,0,0,0,0
30909,0,0,0,0,0,0,0
81009,0,0,0,0,0,0,0
210802,0,0,0,0,0,0,0
30709,0,0,0,0,0,0,0
210803,0,0,0,0,0,0,0
31616,0,0,0,1,1,1,1
50203,0,0,0,0,0,0,0
150405,0,0,0,0,0,0,0
40610,0,0,0,0,0,0,0
150506,0,0,0,0,0,0,0
50701,0,0,0,0,0,0,0
80118,0,0,0,0,0,0,0
50706,0,0,0,0,0,0,0
80119,0,0,0,0,0,0,0
10808,0,0,0,0,0,0,0
170908,0,0,0,0,0,0,0
100406,1,1,1,1,1,1,1
200708,0,0,0,0,0,0,0
210505,0,0,0,0,0,0,0
110504,0,0,0,0,1,1,1
110504,0,0,0,0,1,1,1
130512,0,0,0,0,1,1,1
130511,0,0,0,0,0,1,1
130605,0,0,0,0,0,0,1
211008,0,0,0,0,0,0,0
20303,0,0,0,0,0,0,0
130507,0,0,0,0,0,0,0
140105,0,0,0,0,0,0,0
170605,0,0,0,0,0,0,0
210707,0,0,0,0,0,0,0
110203,0,0,0,1,1,1,1
80709,0,0,0,0,0,0,0
90704,0,0,0,0,0,0,0
120706,0,0,0,0,0,0,0
100306,0,0,1,1,1,1,1
20604,0,0,0,0,0,0,0
10209,0,0,0,0,0,0,0
170410,0,0,0,0,0,0,0
141211,0,0,0,0,0,0,0
31411,0,0,0,0,0,0,0
140609,0,0,0,0,0,0,0
70613,0,0,0,0,0,0,0
70614,0,0,0,0,0,0,0
140910,0,0,0,0,0,0,0
170304,0,0,0,0,0,0,0
30612,0,0,0,0,0,0,0
31011,0,0,0,0,0,0,0
130510,0,0,0,0,0,1,1
130304,0,0,0,0,0,1,1
141210,0,0,0,0,0,0,0
150106,0,0,0,0,0,0,0
170305,0,0,0,0,0,0,0
31010,0,0,0,0,0,0,0
20210,0,0,0,0,0,0,0
50805,0,0,0,0,0,0,0
130504,0,0,0,0,1,1,1
60811,0,0,0,0,0,0,0
130506,0,0,0,0,0,0,0
60404,0,0,0,0,1,1,1
40508,0,0,0,0,0,0,0
50709,0,0,0,0,0,0,0
110302,0,0,0,0,0,0,0
170607,0,0,0,0,0,0,0
120514,0,0,0,0,0,0,0
171004,0,0,0,0,0,0,0
240201,0,0,0,0,0,0,0
60405,0,0,0,0,0,0,0
190509,0,0,0,0,0,0,0
200414,0,0,0,0,0,0,0
100212,0,0,1,1,1,1,1
30107,0,0,0,0,0,0,0
50708,0,0,0,0,0,0,0
100407,0,0,0,0,1,1,1
60503,0,0,0,0,0,0,0
200413,0,0,0,0,0,0,0
80612,0,0,0,0,0,0,0
200709,0,0,0,0,0,0,0
211009,0,0,0,0,0,0,0
170606,0,0,0,0,0,0,0
171008,0,0,0,0,0,0,0
10210,0,0,0,0,0,0,0
80710,0,0,0,0,0,0,0
30503,0,0,0,0,0,0,0
190404,0,0,0,0,0,0,0
180209,0,0,0,0,0,1,1
160606,0,0,0,0,0,1,1
60406,0,0,0,0,0,0,0
190104,1,1,1,1,1,1,1
70110,0,0,0,0,0,0,0
200207,0,0,0,0,0,0,0
30306,0,0,0,0,0,0,0
80412,0,0,0,0,0,0,0
60812,0,0,0,0,0,0,0
31311,0,0,0,0,0,0,0
80912,0,0,0,0,0,0,0
141009,0,0,0,0,0,0,0
210708,0,0,0,0,0,0,0
200109,0,0,0,0,0,0,0
210910,0,0,0,0,0,0,0
220404,0,0,1,1,1,1,1
10505,0,0,0,0,0,0,0
171109,0,0,0,0,0,0,0
150407,0,0,0,0,0,0,0
20502,0,0,0,0,0,0,0
120509,0,0,0,0,0,0,0
70204,0,0,0,0,0,0,0
80814,0,0,0,0,0,0,0
70205,0,0,0,0,0,0,0
40407,0,0,0,0,0,0,0
80211,0,0,0,0,0,0,0
50707,0,0,0,0,0,0,0
170713,0,0,0,0,0,0,0
180210,0,0,0,0,0,0,0
200208,0,0,0,0,0,0,0
60207,0,0,0,0,0,0,0
30108,0,0,0,0,0,0,0
60607,0,0,0,0,1,1,1
100408,0,0,0,0,1,1,1
80507,0,0,0,0,0,0,0
130101,0,0,0,0,0,1,1
81010,0,0,0,0,0,0,0
200308,0,0,0,0,0,0,0
50404,0,0,0,1,1,1,1
180103,0,0,0,0,0,0,0
180103,0,0,0,0,0,0,0
180103,0,0,0,0,0,0,0
180104,0,0,0,0,0,0,0
180104,0,0,0,0,0,0,0
180101,0,0,0,0,0,0,0
180102,0,0,0,0,0,0,0
130203,0,0,0,0,0,1,1
130204,0,0,0,0,0,1,1
200710,0,0,0,0,0,0,0
170411,0,0,0,0,0,0,0
80313,0,0,0,0,0,0,0
211010,0,0,0,0,0,0,0
190303,1,1,1,1,1,1,1
150406,0,0,0,0,0,0,0
100307,0,0,1,1,1,1,1
210411,0,0,0,0,0,0,0
160706,0,1,1,1,1,1,1
190402,0,0,0,0,0,0,0
80613,0,0,0,0,0,0,0
10802,0,0,0,0,0,0,0
170701,0,0,0,0,0,0,0
70312,0,0,0,0,0,0,0
70206,0,0,0,0,0,0,0
70207,0,0,0,0,0,0,0
70208,0,0,0,0,0,0,0
30307,0,0,0,0,0,0,0
30710,0,0,0,0,0,0,0
130604,0,0,0,0,0,0,1
20701,0,0,0,0,0,0,0
190105,1,1,1,1,1,1,1
140106,0,0,0,0,0,0,0
50309,0,0,0,0,0,0,0
140205,0,0,0,0,0,0,0
160506,0,0,0,0,0,1,1
30405,0,0,0,0,0,0,0
40705,0,0,0,0,0,0,0
140911,0,0,0,0,0,0,0
190302,0,0,0,0,0,0,0
160401,0,0,0,0,0,1,1
160705,0,1,1,1,1,1,1
81011,0,0,0,0,0,0,0
160305,0,0,0,0,0,0,0
190206,0,0,0,0,0,1,1
80122,0,0,0,0,0,0,0
171009,0,0,0,0,0,0,0
80314,0,0,0,0,0,0,0
50710,0,0,0,0,0,0,0
210710,0,0,0,0,0,0,0
20305,0,0,0,0,0,0,0
10803,0,0,0,0,0,0,0
171001,0,0,0,0,0,0,0
171206,0,0,0,0,0,0,0
90401,0,0,0,0,0,0,0
211011,0,0,0,0,0,0,0
140206,0,0,0,0,0,0,0
140207,0,0,0,0,0,0,0
150309,0,0,0,0,0,0,0
50310,0,0,0,0,0,0,0
150107,0,0,0,0,0,0,0
80815,0,0,0,0,0,0,0
210612,0,0,0,0,0,0,0
70403,0,0,0,0,0,0,0
20107,0,0,0,0,0,0,0
170608,0,0,0,0,0,0,0
100503,0,0,1,1,1,1,1
60608,0,0,0,0,0,0,0
10211,0,0,0,0,0,0,0
210709,0,0,0,0,0,0,0
10507,0,0,0,0,0,0,0
110502,0,0,0,0,0,0,0
110204,0,0,0,0,0,0,1
50204,0,0,0,0,0,0,0
60114,0,0,0,0,0,0,0
31512,0,0,0,0,0,0,0
210211,0,0,0,0,0,0,0
10506,0,0,0,0,0,0,0
30711,0,0,0,0,0,0,0
31310,0,0,0,0,0,0,0
30308,0,0,0,0,0,0,0
110503,0,0,0,0,0,0,0
10304,0,0,0,0,0,0,0
80124,0,0,0,0,0,0,0
170412,0,0,0,0,0,0,0
30205,0,0,0,0,0,0,0
140107,0,0,0,0,0,0,0
140108,0,0,0,0,0,0,0
110403,0,0,1,1,1,1,1
160402,0,0,0,0,0,1,1
70404,0,0,0,0,0,0,0
100504,1,1,1,1,1,1,1
70506,0,0,0,0,0,0,0
70507,0,0,0,0,0,0,0
110103,0,0,0,0,0,0,0
100409,0,0,1,1,1,1,1
110205,0,0,0,0,0,0,0
110104,0,0,0,0,1,1,1
170106,0,0,0,0,0,0,0
70405,0,0,0,0,0,0,0
190106,1,1,1,1,1,1,1
190207,1,1,1,1,1,1,1
171403,1,1,1,1,1,1,1
110105,0,0,0,0,1,1,1
210911,0,0,0,0,0,0,0
190510,0,0,0,0,0,0,0
190304,0,0,0,0,0,0,0
70406,0,0,0,0,0,0,0
110206,0,0,0,0,0,0,0
150206,0,0,0,0,0,0,0
150206,0,0,0,0,0,0,0
150206,0,0,0,0,0,0,0
150206,0,0,0,0,0,0,0
150206,0,0,0,0,0,0,0
150206,0,0,0,0,0,0,0
150206,0,0,0,0,0,0,0
150206,0,0,0,0,0,0,0
150206,0,0,0,0,0,0,0
150206,0,0,0,0,0,0,0
150206,0,0,0,0,0,0,0
40611,0,0,0,0,0,0,0
60504,0,1,1,1,1,1,1
120210,0,0,0,0,0,0,0
10305,0,0,0,0,0,0,0
10212,0,0,0,0,0,0,0
30613,0,0,0,0,0,0,0
31618,0,0,0,0,0,0,0
60115,0,0,0,0,0,0,0
30309,0,0,0,0,0,0,0
170609,0,0,0,0,0,0,0
50311,0,0,0,0,0,0,0
211012,0,0,0,0,0,0,0
171010,0,0,0,0,0,0,0
31312,0,0,0,0,0,0,0
130406,0,0,0,0,0,1,1
60310,0,0,0,0,0,0,0
90804,0,0,0,0,0,0,0
240203,0,0,0,0,0,0,0
70715,0,0,0,0,0,0,0
120601,0,0,0,0,0,0,0
240202,0,0,0,0,0,0,0
90403,0,0,0,0,0,0,0
190401,1,1,1,1,1,1,1
31619,0,0,0,1,1,1,1
40706,0,0,0,0,0,0,0
80711,0,0,0,0,0,0,0
200513,0,0,0,0,0,0,0
141010,0,0,0,0,0,0,0
150507,0,0,0,0,0,0,0
50110,0,0,0,0,0,0,0
200309,0,0,0,0,0,0,0
10804,0,0,0,0,0,0,0
170204,0,0,0,0,0,0,0
100505,0,0,1,1,1,1,1
40612,0,0,0,0,0,0,0
80315,0,0,0,0,0,0,0
140507,0,0,0,0,0,0,0
200514,0,0,0,0,0,0,0
40707,0,0,0,0,0,0,0
171002,0,0,0,0,0,0,0
150108,0,0,0,0,0,0,0
30910,0,0,0,0,0,0,0
50205,0,0,0,0,0,0,0
171304,0,0,0,0,0,0,0
150207,0,0,0,0,0,0,0
120703,0,0,0,0,0,0,0
20310,0,0,0,0,0,0,0
60116,0,0,0,0,0,0,0
140610,0,0,0,0,0,0,0
31412,0,0,0,0,0,0,0
81012,0,0,0,0,0,0,0
200601,0,0,0,0,0,0,0
81013,0,0,0,0,0,0,0
80316,0,0,0,0,0,0,0
200711,0,0,0,0,0,0,0
50114,0,0,0,0,0,0,0
40408,0,0,0,0,0,0,0
171404,0,0,0,0,0,0,0
150310,0,0,0,0,0,0,0
31413,0,0,0,0,0,0,0
200209,0,0,0,0,0,0,0
30206,0,0,0,0,0,0,0
200515,0,0,0,0,0,0,0
200210,0,0,0,0,0,0,0
70615,0,0,0,0,0,0,0
70616,0,0,0,0,0,0,0
200516,0,0,0,0,0,0,0
150208,0,0,0,0,0,0,0
150208,0,0,0,0,0,0,0
150208,0,0,0,0,0,0,0
150208,0,0,0,0,0,0,0
150208,0,0,0,0,0,0,0
150208,0,0,0,0,0,0,0
150208,0,0,0,0,0,0,0
150208,0,0,0,0,0,0,0
150208,0,0,0,0,0,0,0
150208,0,0,0,0,0,0,0
80317,0,0,0,0,0,0,0
170610,0,0,0,0,0,0,0
160403,0,0,0,0,0,0,0
10805,0,0,0,0,0,0,0
40509,0,0,0,0,0,0,0
70302,0,0,0,0,1,1,1
141108,0,0,0,0,0,0,0
81101,0,0,0,0,0,0,0
81104,0,0,0,0,0,0,0
10906,0,0,0,0,0,0,0
20108,0,0,0,0,0,0,0
10213,0,0,0,0,0,0,0
190107,1,1,1,1,1,1,1
160104,1,1,1,1,1,1,1
20606,0,0,0,0,0,0,0
81014,0,0,0,0,0,0,0
150109,0,0,0,0,0,0,0
100308,0,0,0,0,0,0,0
20202,0,0,0,0,0,0,0
90103,0,0,0,1,1,1,1
90103,0,0,0,1,1,1,1
90103,0,0,0,1,1,1,1
90103,0,0,0,1,1,1,1
30207,0,0,1,1,1,1,1
210412,0,0,0,0,0,0,0
210912,0,0,0,0,0,0,0
10806,0,0,0,0,0,0,0
20803,0,0,0,0,0,0,0
30208,0,0,1,1,1,1,1
20201,0,0,0,0,0,0,0
50405,0,0,0,1,1,1,1
170107,0,0,0,0,0,0,0
171305,0,0,0,0,0,0,1
200505,0,0,0,0,0,0,0
90303,0,0,0,0,0,0,0
90701,0,0,0,0,0,0,0
160802,0,0,0,0,0,0,0
160801,0,0,0,0,1,1,1
171110,0,0,0,0,0,0,0
210212,0,0,0,0,0,0,0
30109,0,0,0,0,0,0,0
60708,0,0,0,0,0,0,0
30110,0,0,0,0,0,0,0
40807,0,0,0,0,0,0,0
60505,0,0,0,0,0,0,0
50711,0,0,0,0,0,0,0
50610,0,0,0,1,1,1,1
50611,0,0,0,0,0,0,0
210613,0,0,0,0,0,0,0
70111,0,0,0,0,0,0,0
130102,0,0,0,0,0,1,1
80125,0,0,0,0,0,0,0
170306,0,0,0,0,0,0,0
60208,0,0,0,0,0,0,0
40708,0,0,0,0,0,0,0
60311,0,0,0,0,0,0,0
10407,0,0,0,0,0,0,0
190511,0,0,0,0,0,0,0
140109,0,0,0,0,0,0,0
21301,0,0,0,0,0,0,0
140313,0,0,0,0,0,0,0
220105,1,1,1,1,1,1,1
210506,0,0,0,0,0,0,0
200517,0,0,0,0,0,0,0
211013,0,0,0,0,0,0,0
40709,0,0,0,0,0,0,0
100213,0,0,0,0,0,0,0
40510,0,0,0,0,0,0,0
190305,1,1,1,1,1,1,1
80614,0,0,0,0,0,0,0
100214,0,0,0,0,0,0,0
31621,0,0,0,1,1,1,1
140407,0,0,0,0,0,0,0
31313,0,0,0,0,0,0,0
10704,0,0,0,0,0,0,0
90104,0,0,0,1,1,1,1
200302,0,0,0,0,0,0,0
80108,0,0,0,0,0,0,0
200211,0,0,0,0,0,0,0
70716,0,0,0,0,0,0,0
130403,0,0,0,0,0,0,0
100215,0,1,1,1,1,1,1
200310,0,0,0,0,0,0,0
50712,0,0,0,0,0,0,0
60709,0,0,0,1,1,1,1
80126,0,0,0,0,0,0,0
160306,0,0,0,0,0,0,0
140408,0,0,0,0,0,0,0
210213,0,0,0,0,0,0,0
200212,0,0,0,0,0,0,0
70209,0,0,0,0,0,0,0
150311,0,0,0,0,0,0,0
60117,0,0,0,0,0,0,0
50806,1,1,1,1,1,1,1
160404,0,0,0,0,0,0,1
31314,0,0,0,0,0,0,0
31414,0,0,0,0,0,0,0
120101,0,0,0,0,0,0,0
31622,0,0,0,0,0,0,0
31014,1,1,1,1,1,1,1
70508,0,0,0,0,0,0,0
140208,0,0,0,0,0,0,0
30111,0,0,0,0,0,0,0
50509,0,0,0,0,0,0,0
20704,0,0,0,0,0,0,0
50613,0,0,0,0,0,0,0
70805,0,0,0,0,0,0,0
81015,0,0,0,0,0,0,0
211014,0,0,0,0,0,0,0
210913,0,0,0,0,0,0,0
171203,0,0,0,0,0,0,0
70314,0,0,0,0,0,0,0
31013,0,0,1,1,1,1,1
40409,0,0,0,0,0,0,0
70313,0,0,0,0,0,0,0
40111,0,0,0,0,0,0,0
150110,0,0,0,0,0,0,0
50403,0,0,0,0,1,1,1
160405,0,0,0,0,0,0,0
50713,0,0,0,0,0,0,0
30310,0,0,0,0,0,0,0
160406,0,0,0,0,0,1,1
120502,0,0,0,0,0,0,0
210214,0,0,0,0,0,0,0
31208,0,0,0,0,0,0,0
70309,0,0,0,0,0,1,1
220506,0,0,0,0,0,1,1
31315,0,0,0,0,0,0,0
220104,0,0,0,0,0,0,0
70717,0,0,0,0,0,0,0
30407,0,0,0,0,0,0,0
70407,0,0,0,0,0,0,0
60209,0,0,0,0,0,0,0
90304,0,0,0,0,0,0,0
210215,0,0,0,0,0,0,0
70210,0,0,0,0,0,0,0
70211,0,0,0,0,0,0,0
70718,0,0,0,0,0,0,0
200415,0,0,0,0,0,0,0
140508,0,0,0,0,0,0,0
220103,0,0,0,0,0,0,0
70719,0,0,0,0,0,0,0
170909,0,0,0,0,0,0,0
210914,0,0,0,0,0,0,0
210915,0,0,0,0,0,0,0
80127,0,0,0,0,0,0,0
200416,0,0,0,0,0,0,0
80128,0,0,0,0,0,0,0
210711,0,0,0,0,0,0,0
60813,0,0,0,0,0,0,0
30911,0,0,0,0,0,0,0
31015,0,0,0,0,0,0,0
60118,0,0,0,0,0,0,0
30614,0,0,0,0,0,0,0
10807,0,0,0,0,0,0,0
170715,0,0,0,0,0,0,0
10408,0,0,0,0,0,0,0
30406,0,0,1,1,1,1,1
40613,0,0,0,0,0,0,0
80615,0,0,0,0,0,0,0
130302,0,0,0,0,0,0,0
50312,0,0,0,0,0,0,0
180211,0,0,0,0,0,0,0
120406,0,0,0,0,0,0,0
120404,0,0,0,0,0,0,0
120405,0,0,0,0,0,0,0
120707,0,0,0,0,0,0,0
141011,0,0,0,0,0,0,0
180212,0,0,0,0,0,0,0
10608,0,0,0,0,0,0,0
81016,0,0,0,0,0,0,0
170714,0,0,0,0,0,0,0
70212,0,0,0,0,0,0,0
70213,0,0,0,0,0,0,0
