commGIS,distancekm
200413,15.4996758
110401,15.63946632
110202,15.72862002
210102,15.99136336
200411,16.00070582
10906,16.04134549
70504,16.1420188
210303,16.15609912
31007,16.16264731
140603,16.27779905
21000,16.28201747
100503,16.37669294
90303,16.42286759
140606,16.42460867
211009,16.49403007
10803,16.5390086
90804,16.65090744
21100,16.65314092
90105,16.70645357
31202,16.77105577
10506,16.87996612
160104,17.20698251
200517,17.21670086
200405,17.24284836
240102,17.2536636
160702,17.40380048
210506,17.41679721
180209,17.44096202
200508,17.45402627
160704,17.46330492
70716,17.46369652
240204,17.46598999
190404,17.50886764
140301,17.61405627
200510,17.64339207
31207,17.81025263
140904,17.81316895
70507,17.87679357
10502,17.92782014
31004,17.97358358
211013,17.97782266
210106,18.02421366
70210,18.15339737
210410,18.18222087
130304,18.18772016
70713,18.21282995
70503,18.2774439
70211,18.28870403
70106,18.3697868
190303,18.59179876
210401,18.86279226
140906,18.99732344
220501,19.01725048
140404,19.06235672
140307,19.22192436
160101,19.29748855
200501,19.46947198
90801,19.737998
31204,19.83092553
31006,19.84618505
80411,19.87708317
80504,19.91521697
80403,20.02014065
200412,20.12751917
140206,20.15947655
70204,20.22183477
140406,20.30683462
210609,20.31420833
30404,20.31788093
200513,20.32474557
210601,20.32881674
70215,20.41243611
80407,20.41696526
140909,20.47813111
160905,20.49304059
160907,20.6728745
110503,20.68850839
110501,20.70134229
70107,20.71437665
140309,20.75341347
140311,20.76415545
200414,20.93516828
140207,20.95733501
210406,20.97531554
211001,20.98093629
130202,21.02218731
110205,21.1155909
90603,21.18499465
70715,21.25818008
70506,21.42753421
160302,21.49654366
70510,21.50134401
220101,21.54236415
211014,21.65651031
140907,21.72673543
211002,21.76544139
130303,21.80141881
10703,21.84814971
210608,21.86575005
220502,21.91802817
21206,22.08851034
80404,22.10442546
210606,22.24698583
10501,22.33107686
211011,22.34347496
70205,22.45284196
110206,22.51221262
210602,22.70367073
130203,22.7133585
190509,22.76938913
30401,22.80612122
10704,22.86524017
210104,22.89930233
211012,22.92543901
90304,22.92624374
70502,22.96285022
110504,22.9630338
190105,23.09387264
70700,23.12788914
70508,23.15571024
70505,23.1562369
140910,23.28098692
150603,23.37498548
10505,24.14864286
70108,24.16740931
140601,24.20533873
140407,24.27641947
31601,24.27833036
200516,24.30148537
160910,24.50909303
80405,24.64811618
220404,24.65701055
140610,24.75793356
10808,25.04131303
140305,25.08413548
211003,25.20147235
160802,25.3003816
190504,25.38323076
70214,25.40675699
220106,25.43333788
210610,25.44166701
220402,25.46573234
110105,25.54524145
10805,25.56658287
140202,25.57526831
140405,25.65461064
110403,25.74827643
80505,25.88297576
140502,25.95023517
140501,26.13361319
140505,26.43027486
210801,26.4512057
160301,26.70024642
100104,26.72237321
30403,26.7600781
110502,26.81055075
31618,26.84727828
70313,27.02022453
210605,27.04006545
140506,27.17403108
70509,27.19388395
140106,27.23576561
31102,27.28668913
211005,27.34161093
211007,27.3730822
210803,27.42647278
140905,27.43676183
70111,27.51948827
100501,27.52160244
10604,27.5639012
160305,27.66867167
80408,27.6977766
70104,27.82269006
31103,27.84037312
140306,27.84458173
70501,27.98678667
140103,28.20057458
130205,28.33355975
160701,28.35898157
210603,28.40923885
211010,28.47389782
210612,28.53248913
70308,28.59493226
140208,28.71147959
10608,29.07687406
81007,29.20374528
210711,29.25753726
90802,29.54874342
10705,29.55709153
140607,29.62457271
70301,30.0504367
140402,30.11741835
31011,30.33496115
140102,30.37257713
10602,30.65252229
210611,30.67619588
190104,30.67925164
211008,30.71848886
210802,30.73484131
20703,30.7695957
70102,30.7846124
220105,30.80071359
220202,30.81158866
141003,30.84608755
160303,30.86975173
70306,30.9155036
70101,31.09939024
10806,31.41980253
210604,31.52595653
10211,31.69928251
70305,31.73620962
140205,31.82596962
70303,31.88098464
140703,31.98608821
140508,32.09829404
110103,32.18312133
31604,32.28641421
210703,32.29908645
80506,32.36369986
160606,32.47176116
81001,32.53949067
10605,32.61040639
140107,32.62888247
210607,32.68081941
210706,32.72523884
31613,32.81690431
211006,32.88344729
141006,33.03325439
130305,33.19695564
70105,33.32864103
140507,33.38345841
70109,33.57878971
220506,33.60549043
211004,33.64042062
140408,33.74554417
30407,33.88900773
140108,33.92369237
31619,33.94683473
160607,34.19052958
210709,34.28221313
30402,34.31238548
10801,34.35703467
190510,34.3606414
190505,34.36256033
10203,34.42633299
190302,34.44651064
210613,34.46758997
140707,34.48786168
70314,34.50527709
70312,34.59557187
140503,34.64128657
20406,34.69435043
160906,34.71445
140105,34.78325401
70310,34.80701278
20404,34.86930737
31108,34.91300206
20704,35.20879046
160602,35.27700713
10607,35.33877064
81003,35.40912842
141002,35.53694482
31614,35.61100237
31104,35.65354181
210710,35.6832835
210904,35.69963324
70110,35.94423693
31612,36.04420897
210213,36.12075536
10802,36.40128214
220304,36.4233081
160304,36.44312575
130704,36.48221103
31623,36.50388588
81014,36.52222206
160306,36.55112551
20701,36.56389956
140403,36.6439812
210203,36.73272268
140702,36.80130874
210911,36.85111195
90605,36.97933439
90703,37.08065764
210708,37.13642476
81005,37.15125082
10202,37.27200075
140706,37.61004262
141001,37.63115545
160603,37.69145955
70304,37.72476683
10208,37.77160338
81006,37.92970757
70103,38.20192577
70307,38.2052751
80501,38.20883341
140101,38.30597603
70311,38.38255993
190511,38.38731159
160506,38.43282612
10601,38.56043162
90704,38.66684241
10606,38.80941706
140104,38.92045487
70402,38.9536191
210209,39.03662493
141201,39.16594061
220304,39.20977183
10603,39.300114
20405,39.40833101
81004,39.47596846
210908,39.51998264
160904,39.59986372
81016,39.7796261
220302,39.79401939
210702,39.79490827
190106,39.94830368
31101,40.10578607
210707,40.11328307
110201,40.12109982
140705,40.23339778
140504,40.52548376
10303,40.62935794
130201,40.66514426
31106,40.67152517
31608,40.82354452
90803,40.88060888
100102,40.99931511
110102,41.11060377
141004,41.20320771
130705,41.21413761
100505,41.29610146
130206,41.33767524
210905,41.38803786
190103,41.525828
160901,41.52655473
141008,41.55822501
210202,41.58183982
210901,41.6343355
210913,41.63488247
210704,41.6590209
210201,41.67258171
10209,41.69088726
141010,41.81640506
210701,41.84400471
160908,42.0996427
70401,42.12336147
130204,42.14675732
70407,42.50095017
140401,42.56449574
81015,42.87644091
80207,43.04728418
20702,43.05591809
10401,43.22648073
21306,43.31825237
140109,43.39016022
141011,43.65059375
81008,43.7649586
210210,43.7869806
30405,43.8960834
210909,44.05593516
31105,44.15719762
141009,44.30782313
160203,44.34532164
31107,44.50566634
160605,44.52878023
81010,44.5558692
210215,44.62212474
141211,44.70820938
70309,44.78665717
190506,44.87871856
31616,44.92334571
130701,44.96615593
210912,45.04743197
210214,45.17759406
141005,45.28041881
10302,45.29170759
70406,45.35451298
140701,45.40432872
140704,45.82496099
31606,45.94616094
210705,45.95358103
190402,45.97258656
210903,45.97484655
20403,46.2143443
130703,46.3163892
210204,46.3340299
50107,46.57949585
130403,46.61813592
70403,46.69624114
70302,46.91289655
160909,46.94823498
10205,47.02944359
81012,47.2824112
80104,47.33197655
31621,47.37174443
160604,47.46547991
171405,47.55552259
10407,47.70795232
10201,47.78257439
210206,47.84528834
160201,47.92542045
30804,47.98963861
10402,48.03700204
100108,48.19096466
20401,48.20549219
20108,48.41450906
141007,48.54610973
10206,48.58706499
210207,48.67505443
80211,48.75594424
141108,48.77350957
220301,48.78725272
30807,48.94938097
190101,48.98105344
210902,49.04689617
141206,49.34388966
141208,49.34893245
50600,49.42712738
50111,49.45259436
130102,49.53195866
10213,49.55689711
80116,49.59359116
190403,49.60517701
141203,49.62996122
150601,49.75057305
190107,49.79587944
31622,49.9124715
80204,49.95014408
210205,49.96437699
210910,49.96703676
140708,50.02945516
171402,50.07697759
10301,50.30371138
30901,50.40719723
81009,50.4778352
80101,50.5131224
100101,50.55267287
10212,50.57111089
160202,50.71030977
80115,50.83330979
130402,50.86950053
10207,50.89414206
190502,50.90657026
70405,50.96374177
20402,50.96612196
100105,51.10825843
140807,51.20380652
141101,51.21975997
190401,51.3425891
30806,51.38761136
20107,51.44468044
141209,51.50054661
50103,51.57232637
80107,51.63173046
100103,51.84868891
50307,52.08527281
81011,52.1385148
80201,52.1590709
90703,52.16186128
80612,52.20664776
210208,52.30013351
31602,52.45917122
141210,52.53334672
160903,52.56151158
190501,52.61041904
150604,52.61079202
100107,52.66657468
20105,52.79650487
210915,52.83560153
30802,52.85605912
31605,52.93123786
50108,52.96741327
20205,53.00354198
210211,53.07469333
10405,53.08674895
160502,53.34634351
141107,53.35328557
80128,53.40185561
130101,53.45621734
30605,53.692097
210914,53.713455
80604,53.77669481
100106,53.85306355
80122,53.89906632
130103,54.02379134
160601,54.11840103
171206,54.13256817
141103,54.28067509
130702,54.29836595
160504,54.35933705
100204,54.37745769
30803,54.44807622
80105,54.47065056
141102,54.65406271
81013,54.67285533
50303,54.73524584
81002,54.78806072
171202,54.92970731
210212,54.92988632
80109,54.92989442
10305,54.94245257
50105,55.13664258
30504,55.21709206
80202,55.25427794
171403,55.29134918
160503,55.31601462
31615,55.43820976
30502,55.46745798
81105,55.53195954
80606,55.58726209
140802,55.67088754
80125,55.70670986
20210,55.74672813
100213,55.82328515
70404,55.85403747
141207,55.85500193
30902,55.88292348
10204,55.89081199
80611,56.05393543
141106,56.10661719
21305,56.1671715
100304,56.20842254
190202,56.21789581
20207,56.24761713
30501,56.32917387
80108,56.33316439
150602,56.34394773
81104,56.36909583
80113,56.41873122
141202,56.43837947
30607,56.72725067
81106,56.78682137
50310,56.80985355
30503,56.98874451
50109,57.0206949
30801,57.03984504
190203,57.0549532
110402,57.08075678
80114,57.14482509
80603,57.16570367
30608,57.34835608
30909,57.37661804
80127,57.45839583
50309,57.49552606
80119,57.56299487
10306,57.56887046
80203,57.62637841
30606,57.65515564
50302,57.78904191
80210,57.84118689
171205,57.88270392
80126,58.339054
10406,58.34303225
81101,58.34811979
80103,58.477805
160505,58.48292041
190503,58.89444461
80110,58.904371
50601,59.00063046
130706,59.01666352
81102,59.08337785
30912,59.10635765
90701,59.13477515
30906,59.1416102
80615,59.15329965
20209,59.20415869
130104,59.34129826
80102,59.34785407
21304,59.38318958
30611,59.43675413
80206,59.46842664
100303,59.50048111
171302,59.50252961
110101,59.50868493
141104,59.51203195
190205,59.61024821
100201,59.63098488
50301,59.65099581
141204,59.78185402
171201,59.81511909
100206,59.8280208
80124,59.87567724
30903,60.04171342
81103,60.08946561
80608,60.10664635
120515,60.18377462
30601,60.25774485
120514,60.37066462
20106,60.52562383
171401,60.58224425
30604,60.83971387
50313,60.89616204
140808,60.94449515
80208,61.03128572
141205,61.21915453
80205,61.22616866
160403,61.26107226
50613,61.3555626
120512,61.37161224
50114,61.3776893
80614,61.38423099
30603,61.39776866
30612,61.63376949
30907,61.6531264
30805,61.72218063
130105,61.73743868
190207,61.74446403
110204,61.74477429
141105,61.76276345
50305,61.78969894
190102,61.82955523
120603,61.88038268
50306,61.97010001
120607,62.02803126
130106,62.0499196
140811,62.08049063
20208,62.24775362
50101,62.26012773
120508,62.30159395
20206,62.38313447
210906,62.62961349
171404,62.72728525
130401,62.74540663
20101,62.82583959
30904,62.83168539
80610,62.94333064
20204,63.11700622
120501,63.20797414
50113,63.21646806
10304,63.22787926
80605,63.34013998
30808,63.34639858
80106,63.37101113
120507,63.44907683
20102,63.47745686
80209,63.63568069
170106,63.67341119
120510,63.76852313
21302,63.88765507
120513,63.92637435
100308,64.09502513
120606,64.21764496
30615,64.39511648
80212,64.43128322
160501,64.58841973
130404,64.60842229
10210,64.61175323
140804,64.7149766
140809,64.77574753
30614,64.81431778
120604,64.89697194
30602,64.92870914
130406,64.9508331
140806,65.06361595
50311,65.07372005
120608,65.11210426
30609,65.32985273
90702,65.38016884
20307,65.41191006
50112,65.49896077
120112,65.50415271
50312,65.51014092
120602,65.61071376
100215,65.63096734
30709,65.66655787
30910,65.68406637
80607,65.74247706
120605,65.90938948
100211,65.96781511
171203,66.1257906
80609,66.13164602
50308,66.14091309
20203,66.21520154
130509,66.22052941
160404,66.22270229
10408,66.28579086
120504,66.28908376
130603,66.34110964
120111,66.40846214
120110,66.4295596
100305,66.4514505
80802,66.50591514
30908,66.53998306
100203,66.58494879
20104,66.59888725
80117,66.60086161
120101,66.66961257
120109,66.69520724
50304,66.92922067
171204,67.03176607
50106,67.13949559
120601,67.16848996
31410,67.26675334
120104,67.33216945
20202,67.37068809
100301,67.3964942
10403,67.39816957
120102,67.48164367
120505,67.49599937
140810,67.5883833
120108,67.64158463
120106,67.70544052
80601,67.72303276
80613,67.72985698
160406,67.805299
31404,67.80700199
20611,67.83955464
120103,67.93951126
31508,67.97881714
120105,68.11961644
120207,68.18294376
31509,68.27668286
120107,68.31991537
130602,68.33520361
21301,68.37342955
50104,68.43933341
80807,68.45007587
120410,68.57196304
120308,68.61368542
120208,68.68978128
80806,68.76213868
120204,68.76578741
100210,68.78968887
120409,68.83139954
50605,68.92133251
80118,69.0040324
190201,69.02441959
80301,69.0573416
120301,69.05777588
120307,69.06939529
170610,69.0817679
140805,69.08280966
120302,69.13136313
130405,69.15306672
120203,69.16597244
120406,69.1879872
120304,69.20516088
120303,69.26869493
120206,69.27694872
120403,69.37145537
120205,69.37969929
50115,69.4272466
30613,69.49343526
31401,69.56239457
120202,69.56912569
120516,69.6383352
120209,69.68524921
120201,69.69111641
120305,69.69119642
120405,69.7430745
120402,69.74882876
120707,69.81062038
100306,69.8526552
120306,69.86612365
30610,69.97609898
170102,69.98594811
120211,70.09018585
30905,70.0956218
31504,70.09848519
20103,70.12955745
140803,70.14530803
120401,70.16506458
80813,70.18310677
50603,70.21411269
120404,70.26468701
20309,70.27102551
50709,70.27414375
100209,70.35217632
31308,70.37752399
20308,70.499496
80315,70.53227296
80801,70.76949983
120210,70.8186958
190204,70.83683898
21303,70.93955751
30704,71.09929004
170103,71.10085922
120408,71.16839338
30911,71.19478213
120506,71.19997257
120710,71.25750679
80602,71.35938295
50110,71.46607307
50406,71.4790154
20609,71.60780816
20201,71.64397435
31507,71.68625237
120407,71.71350574
80808,71.7299443
30706,71.86390789
50102,71.90451832
20304,72.01899816
31407,72.19603275
120702,72.2112732
20301,72.24803595
140801,72.29706258
170104,72.30882121
80805,72.53691636
120502,72.57390178
170607,72.64673119
80309,72.76404905
120705,72.99918655
50706,73.0109036
100207,73.01527404
100205,73.06978037
50402,73.07012562
100208,73.09032422
20305,73.12988461
50602,73.18078997
50704,73.18611725
80811,73.28705531
20310,73.39682844
170602,73.40659736
170601,73.40710225
20810,73.56797258
120706,73.60634804
190206,73.66112516
130510,73.67249193
80803,73.76681941
31513,73.82169982
170302,73.84215719
20306,73.85731813
130601,73.89626229
31411,73.97077373
120509,74.26194631
170604,74.3057274
80303,74.31991074
30701,74.49435613
120511,74.54841846
80308,74.66737743
20302,74.93415397
31414,75.10091337
120704,75.13448648
31413,75.15213895
80302,75.18361903
130506,75.22602115
31315,75.39433954
20303,75.40546118
50713,75.62461404
31408,75.6907833
80804,75.75281066
50610,75.83382753
80305,75.91242345
31303,76.0062804
170603,76.03505217
80815,76.04075989
100214,76.0749007
31406,76.09952703
20807,76.1453254
120712,76.36003708
20808,76.46034199
20601,76.59811795
160405,76.67429501
80810,76.70987315
171305,76.71615965
50701,76.8761386
20505,76.93127241
170107,76.9514934
50710,76.99028997
10404,77.03935827
80314,77.04116188
120701,77.15895979
120711,77.34823203
80307,77.43976056
130505,77.5760154
31403,77.78989811
80318,78.04456143
31314,78.06109425
100202,78.11590373
130508,78.14871042
80814,78.16239911
120503,78.2941452
31402,78.30059042
120708,78.34554125
170101,78.79133716
20802,78.88213997
170201,78.88715209
50708,79.03377811
20809,79.07736209
30201,79.14244043
50608,79.17969057
120703,79.18767724
30711,79.25074608
31510,79.32459256
120709,79.3361697
31409,79.37768618
50609,79.46486957
160401,79.67783858
20502,79.74595274
20602,79.75209193
31501,79.76488683
170203,79.87787291
31301,79.92777616
50607,79.9634068
50712,80.11161373
80702,80.14362527
31304,80.1446615
170605,80.16558858
100307,80.19499678
30703,80.36111426
170608,80.46526177
50204,80.62036265
50205,80.72306695
170105,80.87292158
31512,80.90909815
80812,81.00140231
30708,81.06205567
80312,81.23671259
80313,81.26785432
50715,81.42419357
31514,81.57527157
31307,81.59676808
20801,81.67519082
20612,81.79569972
80909,81.90024409
50707,82.0551968
31412,82.12065258
130604,82.13765188
80816,82.19656324
80311,82.30245417
20501,82.39666814
170609,82.45072425
20607,82.51906639
20608,83.01925334
50203,83.0310866
20503,83.05451321
80908,83.54749215
130502,83.68221962
100405,84.01930996
50515,84.07425238
50702,84.11270187
130503,84.1677962
170301,84.17719099
31309,84.1914065
170703,84.25138231
31405,84.28243506
80701,84.29444108
100212,84.38921097
31313,84.47577556
160402,84.51452182
50202,84.64621804
80912,84.67809445
50401,84.71784342
31305,84.77365025
130501,84.84087155
50611,85.07592857
130507,85.33181674
30702,85.48492913
30707,85.79600613
80306,85.80020446
50604,85.92249335
31312,85.97748417
80310,86.03387866
170606,86.05151072
80316,86.17549328
31505,86.19377785
50705,86.40872512
50606,86.42070719
31311,86.44380973
50405,86.45922452
80809,86.52775873
170715,86.56004752
170306,86.72251287
50514,86.89169876
80901,86.9253009
50201,86.98114558
30207,87.12945698
171303,87.39726388
20603,87.45226878
31306,87.60131888
31506,87.66726411
80317,87.75350122
20504,87.85786734
31310,88.00668438
60602,88.09158553
50404,88.10606839
80703,88.32835239
20506,88.47715393
50513,88.76747246
80710,88.97914383
170711,88.99558556
30710,89.29477859
30304,89.37452888
30203,89.40217086
171304,89.52563882
170204,89.57162561
150109,89.59723027
170716,89.70039377
80304,89.78794483
80902,89.89178705
170712,90.08188985
150407,90.0917826
50714,90.26519087
50711,90.35185697
80910,90.61941997
100408,90.67453388
50505,90.80208381
170304,91.03530062
30705,91.33460194
100409,91.34134207
31302,91.42962934
80709,91.44277788
170202,91.83005886
130511,91.94159132
30308,92.13489385
100302,92.17906344
80707,92.21681879
100406,92.24041392
50703,92.35726572
30309,92.71840273
50504,92.73031802
50502,92.88888315
80904,92.94315018
31503,93.14254874
30310,93.35093582
80913,93.41756059
50501,93.45645162
20606,93.50853139
80704,93.57885595
110203,93.75077286
20604,93.8591954
80708,93.87667684
30205,94.23474447
30303,94.33526361
30206,94.36343475
80906,94.38913413
130504,94.60750449
150405,94.92082025
170701,95.40976932
50508,95.43759925
80907,95.58289715
170702,95.8352895
170303,95.85562341
20803,95.88525362
60116,95.95506831
100401,96.23604292
170305,96.25828899
30102,96.28465083
100407,96.50794316
20804,96.62322465
80711,96.6791432
50806,96.70488422
50509,96.82828829
50503,96.8452677
30301,96.947926
20806,97.11220937
30306,97.11906584
170709,97.20972752
100403,97.58086141
30204,97.82438226
150108,97.92533771
150106,98.35082081
50507,98.3948872
50506,98.48736011
50512,98.67693285
170708,98.6874821
150403,98.76154267
30103,98.99411102
80911,99.09877381
60106,99.31970012
30307,99.341672
30109,99.46193323
30302,99.61227528
171003,100.2767382
60604,100.3960044
171005,100.4642189
130605,100.5085111
171301,100.759064
30106,100.9664396
170404,100.9710743
100410,101.0086068
50511,101.1491986
171107,101.3353483
50808,101.3751902
80914,101.5189224
50510,101.7978177
60110,102.1246471
50807,102.3472816
170714,102.5069051
50802,102.7079828
150103,102.7097736
50805,102.8240637
20805,102.943632
170903,103.0335847
80903,103.0340798
80905,103.0450898
30202,103.0929174
30112,103.1054485
60112,103.1454013
30305,103.299179
60607,103.5820857
170901,103.6218657
60114,103.722386
170705,103.9337443
30107,104.1966706
30208,104.256524
30104,104.375039
170707,104.7183542
50801,104.9603773
150102,105.1807432
30101,105.4325929
40706,105.5568856
171108,105.5869341
20605,106.0264271
50403,106.202303
30108,106.5014926
171001,106.7018605
171101,106.7532308
30105,106.9757748
40505,107.1707712
60701,107.3537334
60113,107.3775986
100404,107.4873399
170710,107.630078
50804,107.6999996
130512,107.7392055
60109,107.7679945
150406,108.0486586
170902,108.0759913
150401,108.1018183
150110,108.5398587
150402,108.6679007
30110,109.2361391
150105,109.2491799
171004,109.2660417
170905,109.3055382
170706,109.6963454
60101,109.6974348
170713,109.9957406
60111,110.804184
60107,111.3808119
40705,111.6072271
40504,111.6219129
20507,111.9916102
60404,112.0866392
40707,112.4183856
40708,112.574755
60606,112.6487761
40704,112.7037438
170908,112.9050004
40501,113.1028002
171002,113.5213944
30111,113.6463437
170704,113.9400432
60105,114.0319374
170906,114.0352625
170909,114.2336213
40506,114.2550524
40701,114.5078303
170907,114.6528301
171010,115.0282985
150503,115.2113005
40507,115.2664381
171008,115.2798352
171109,115.3058154
171110,115.3744538
100402,115.403195
170406,115.8350309
171006,115.9757642
40804,116.2030864
40503,116.2384831
150104,116.3373278
150501,116.6161607
60102,116.9058739
171009,116.9995266
60118,117.3125138
170409,117.5009622
60115,117.6560119
60705,118.0335106
40205,118.1783845
60104,118.2647907
150101,118.3437659
40709,118.4111094
60601,118.5258022
40201,118.6400144
60608,118.9547776
171106,119.828638
60605,119.9343366
40202,120.1254145
171102,120.1949582
150507,120.4208098
40510,120.7688522
170904,121.2412379
150107,121.5798603
170410,122.0092981
150504,122.3314923
60703,122.6105763
150502,122.7596425
40509,122.7876307
60402,123.0996455
60103,123.2177471
150404,123.523567
40703,123.6425872
40502,124.5342059
60701,124.8080397
60603,124.9574347
150209,125.2402095
40808,125.4118737
60808,125.5991987
171105,125.7470577
40204,125.8961332
60108,126.0842499
40702,126.1305182
150207,126.1356098
40508,126.244331
150506,126.3682546
60707,127.7972982
171103,127.9644101
150505,128.2859851
150202,128.4491886
60609,129.4229895
40801,129.6830863
170411,129.7913172
40802,129.9657318
60117,130.009295
40613,130.490495
40803,130.7116895
170408,130.8090361
40407,130.9236348
