"","Province","year","areaKM","ForPix","diffPix","tot_pop","land_confl","Pax_migt_in","Pax_migt_out","prop_ind","pop_den","M6_24_sch","propPrimSec","propSecSec","Les1_R_Land","pig_fam","dist_sch","garbage","KM_Comm","crim_case","mean_elev","dist_border","dist_provCap","elc","PA"
"72","Mondul Kiri",1.33630620956212,9080.19558,96401,-553,-0.761052819569175,-1.06167307989919,-1.06822633652709,-1.23651439062375,-0.231405114489167,1.29738268311558,-1.3133529678485,-1.59057019652518,0.722952753395178,1.03583853086748,-1.0396004561575,-1.57498336490027,0.730100476625545,-0.9810739222536,-1.02171362910114,1.29099441200316,-1.2909948134115,-1.29099464445886,"1","1"
"73","Otdar Meanchey",-1.33630620956212,6157.12756959,28527,-594,-1.3531077534389,0.466235164276559,-0.0703387150714075,-0.731416378188232,0.235018877718696,-1.46291439911061,0.609409395202615,0.371925688075768,-0.787515545901611,0.0106885871400272,1.20577174044179,1.18446022029297,0.0603691336427536,-0.345541070480488,0.232797699818698,-0.645497224367873,-0.645497224367832,0.645497224367906,"1","1"
"74","Otdar Meanchey",-0.801783725737273,6157.12756959,27933,-226,-0.610239797978399,1.03953173664625,1.19903203152755,-0.52151477807044,0.424378853803804,-0.415667428345463,0.605961324289526,0.815991972967187,-0.543632129116427,-0.096425300069296,0.43346693376885,0.422577101750484,-1.13908623179637,-0.73314217414345,1.01239169673148,-0.645497224367873,-0.645497224367832,0.645497224367906,"1","1"
"75","Otdar Meanchey",-0.267261241912424,6157.12756959,27707,-134,-0.0966564238780302,-0.29355547380376,-0.365582743354213,-0.506743924728817,1.01923076334725,-0.200183505512616,0.741256472753818,0.518569114530583,-0.688401058998687,-1.29260658764709,0.376375287027449,0.421476908964639,0.0359470363622148,-0.73314217414345,0.0663015842763855,-0.645497224367873,-0.645497224367832,0.645497224367906,"1","1"
"76","Otdar Meanchey",0.267261241912424,6157.12756959,27573,-172,-0.195977855434952,1.03953173664625,1.19903203152755,-0.52151477807044,0.424378853803804,-0.149878775626649,0.605961324289526,0.815991972967187,-0.543632129116427,-0.096425300069296,0.43346693376885,0.422577101750484,-0.827902839302037,-0.73314217414345,1.01239169673148,-0.645497224367873,-0.645497224367832,0.645497224367906,"1","1"
"77","Otdar Meanchey",0.801783725737273,6018.80696,26689,-350,0.808436536458774,-1.12932517569211,-1.15577719405063,0.411769929119965,-1.86833291009027,0.84867408683276,-1.1061502817368,-1.46076636203239,1.15931329807169,-0.316889637978838,-1.10274066757541,-1.39634383256289,1.72982190417218,1.15066630673277,-0.852651760767816,1.29099444873584,1.29099444873588,-1.2909944487358,"1","1"
"78","Otdar Meanchey",1.33630620956212,6018.80696,26339,-727,1.44754529427151,-1.1224179880732,-0.806365410578845,1.86941992993796,-0.234674438583289,1.37997002176258,-1.45643823479869,-1.06171238650834,1.40386756506146,1.79165823862449,-1.34634022743153,-1.05474750019569,0.140850996921257,1.39430128617806,-1.47123091679023,1.29099444873584,1.29099444873588,-1.2909944487358,"1","1"
"79","Pailin",-1.33630620956212,1076.84283216,3351,-1,0.0400004463343391,0.669806449358623,-0.547011607853728,0.500685083105543,-0.253424343283602,-0.793985775536445,-0.238745438565271,0.136704114267893,-0.716334996573838,-0.628192452469342,1.87154917290353,1.75029611717557,-0.0423177505033047,1.40985816548213,0.789349133358804,0.6454972243679,-0.645497224367903,-0.645497224367901,"0","1"
"80","Pailin",-0.801783725737273,1076.84283216,3350,-5,0.650604662196434,0.845762609435319,1.2730918897253,0.928940709160048,-0.633399395810566,-0.636139368887718,0.972610867572149,0.634182586419957,-0.763345121129244,-0.521984551660363,-0.613548870546791,0.242370021360641,-0.579046078203595,-0.836282327972318,0.0422816314376401,0.6454972243679,-0.645497224367903,-0.645497224367901,"0","1"
"81","Pailin",-0.267261241912424,1076.84283216,3345,-14,1.06671320133676,0.127861476322399,-0.386853706450545,-1.06537146825982,-0.633399395810566,-0.493890811151711,0.458173982995359,1.03163479352996,-0.299169028082044,-0.547694440752602,0.402630715653275,-0.439295199308493,-0.54171288458659,-0.875688301541694,1.33862982451854,0.6454972243679,-0.645497224367903,-0.645497224367901,"0","1"
"82","Pailin",0.267261241912424,1076.84283216,3331,-3,0.650604662196434,0.845762609435319,1.2730918897253,0.928940709160048,-0.633399395810566,-0.636139368887718,0.972610867572149,0.634182586419957,-0.763345121129244,-0.521984551660363,-0.613548870546791,0.242370021360641,-0.576207099292534,-0.836282327972318,0.0422816314376401,0.6454972243679,-0.645497224367903,-0.645497224367901,"0","1"
"83","Pailin",0.801783725737273,740.54886,1961,-2,-1.44365247224839,-1.18829060105129,-0.876199131145984,-1.37194560646858,0.23623208527126,1.14023092662757,-1.58146339768815,-1.48658994198982,1.28834056771807,0.304760632069786,-0.65414975520049,-0.815244888651803,-0.253944602691777,0.253949607447092,-0.847668010477434,-1.29099444873581,1.29099444873581,1.29099444873581,"0","1"
"84","Pailin",1.33630620956212,740.54886,1959,0,-0.964270499815569,-1.30090254350037,-0.736119334000343,0.0787505733027655,1.91739044544404,1.41992439783603,-0.583186881886233,-0.950114138647948,1.2538536991963,1.91509536447288,-0.392932392262731,-0.98049607193656,1.9932284152778,0.884445184557112,-1.36487421027519,-1.29099444873581,1.29099444873581,1.29099444873581,"0","1"
"85","Phnom Penh",-1.33630620956212,354.8261521,54,0,0.512999692791375,0.677861627073566,0.360488338908038,0.924878189612423,2.04124145231932,0.65695298987398,0.966691619206496,0.709031053063607,-0.704144467122054,-0.548364287450467,1.86124753461819,-0.664265617854022,0.390436061375376,-0.507460433752027,0.966002974635939,0.645497224367871,0.645497224367625,-0.645497224367901,"0","0"
"86","Phnom Penh",-0.801783725737273,354.8261521,54,0,0.62083840303993,0.785986794582233,0.655874321993449,0.52821580553401,-0.408248290463863,0.624580764479341,0.131086757846879,-0.661747123388593,-0.632930755487533,-0.681587324729915,-0.108440069590973,-0.645673235127532,-2.0309643935597,-0.709479135473441,0.83546091173331,0.645497224367871,0.645497224367625,-0.645497224367901,"0","0"
"87","Phnom Penh",-0.267261241912424,354.8261521,54,0,0.734056659875815,0.286947559926847,0.871222702920453,0.569956968006624,-0.408248290463863,0.662951405141068,0.904106906073587,-0.867051676809605,-0.607048159118491,-0.653188166832594,-0.738653343671306,-0.626181220881573,0.52766715707191,-0.648247803314516,-0.4774147459671,0.645497224367871,0.645497224367625,-0.645497224367901,"0","0"
"88","Phnom Penh",0.267261241912424,354.8261521,54,0,0.704714179053014,0.785986794582233,0.655874321993449,0.52821580553401,-0.408248290463863,0.636653091597827,0.131086757846879,-0.661747250446425,-0.632930755487533,-0.681587324729915,-0.108440411931805,-0.645673235127532,0.514584605733916,-0.709479135473441,0.83546091173331,0.645497224367871,0.645497224367625,-0.645497224367901,"0","0"
"89","Phnom Penh",0.801783725737273,266.66500451,54,0,-1.34449111892725,-1.2184874646169,-1.36140514676141,-1.33581831628079,-0.408248290463863,-1.32479322153681,-0.38130514079445,1.68209546485741,1.20526121012377,1.11712628888704,-0.980337479668412,1.28689232822801,0.315660122147891,1.26405673593793,-0.843977895473878,-1.29099384392876,-1.29099300450817,1.29099452661966,"0","0"
"90","Phnom Penh",1.33630620956212,266.66498374,54,0,-1.22811781583288,-1.31829531154798,-1.18205453905398,-1.21544845240628,-0.408248290463863,-1.2563450295554,-1.75166690017939,-0.200580467276396,1.37179292709184,1.44760081485585,0.0746237702443095,1.29490098076265,0.28261644723061,1.31060977207549,-1.31553215666158,-1.29099505354263,-1.29099589296238,1.29099437085195,"0","0"
"91","Preah Sihanouk",-1.33630620956212,1406.41825799,6230,-57,-1.00673600055959,-0.047877454384209,-1.836242568773,-1.04907158324308,1.1077595281922,-0.989358724779339,-0.815677548150069,1.78057257981873,-1.01932623558796,1.90380997887878,1.47951001241376,1.67641113537045,-0.663713984439147,1.2279929978294,0.706497796079559,0.807306046397692,1.19582804106054,0.964365062540118,"1","1"
"92","Preah Sihanouk",-0.801783725737273,1492.10348214,6218,21,0.790459861677365,0.98907814301037,0.722362580711888,0.453684097700454,-0.123808287493425,0.836808298762414,0.7914475608182,0.149851128028522,-0.797652248274086,-0.068117572853943,0.410931296387264,0.129683281167108,-0.420362610349716,0.40662220524778,0.602181475737045,-0.91138639105343,-0.900879983196357,-0.912502549736024,"1","1"
"93","Preah Sihanouk",-0.267261241912424,1492.10348214,6239,-22,0.950115818074489,0.44257451735647,-0.301286905523049,1.52783076603495,0.327702615438292,0.927980567334225,1.07978280555685,-0.253003274770034,0.373726821280517,-0.158560214502688,-0.0835461536943849,0.129683281167108,1.28015803518407,0.40662220524778,0.669051919995099,-0.91138639105343,-0.900879983196357,-0.912502549736024,"1","1"
"94","Preah Sihanouk",0.267261241912424,1492.10348214,6217,-189,0.987235692955457,0.98907814301037,0.722362580711888,0.453684097700454,-0.123808287493425,0.968557080096025,0.7914475608182,0.149851128028522,-0.797652248274086,-0.068117572853943,0.410931296387264,0.129683281167108,1.28361076568147,0.40662220524778,0.602181475737045,-0.91138639105343,-0.900879983196357,-0.912502549736024,"1","1"
"95","Preah Sihanouk",0.801783725737273,1354.422023,5751,0,-0.90085661926275,-1.06381368156133,-0.00985275594653687,-1.00358654517028,-1.80415711947287,-0.893496166889375,-0.599266055657895,-0.753668235723358,1.25825417112161,-0.651827589509507,-1.04990467468758,-1.08808352612855,-0.711798665560365,-1.22392980678637,-1.28764906757208,0.963426563381335,0.753405954264269,0.886571293333977,"1","1"
"96","Preah Sihanouk",1.33630620956212,1354.422023,5751,-9,-0.820218752884967,-1.30903966743167,0.702657068818814,-0.382540833022491,0.616311550829228,-0.85049105452395,-1.24773432338529,-1.07360332538238,0.982649739733998,-0.957187029158696,-1.16792177680632,-0.977377452743221,-0.767893540516308,-1.22392980678637,-1.29226359997667,0.963426563381335,0.753405954264269,0.886571293333977,"1","1"
"97","Preah Vihear",-1.33630620956212,13652.47357666,131166,-5,-1.66949644630933,-0.659008412802247,0.317805000426647,-0.984532720589889,0.229473508819436,-1.0368692664888,0.630635687091056,0.684546055230491,-0.632306688966598,0.947949587262953,0.321919051896671,1.50378115256372,-0.554955917348924,0.57662296807581,-0.267949417786161,0.645497223761342,0.645497224367903,0.645497224367887,"1","1"
"98","Preah Vihear",-0.801783725737273,13652.47357666,131161,-5,-0.302056287735958,1.20056978173875,0.802211400029375,-0.035555976210594,0.540170572786856,-0.61931777905624,0.549388325833331,0.66659120107329,-0.637578216662883,0.648594429713525,0.684207112145129,0.262840122967693,-0.400048966637476,0.877663089837837,0.88513182607119,0.645497223761342,0.645497224367903,0.645497224367887,"1","1"
"99","Preah Vihear",-0.267261241912424,13652.47357666,131156,-68,0.804339872040305,-0.306667281205006,0.606617750705249,-0.550504597191607,0.436307432022393,-0.114535919505484,0.815648340227897,0.431595283049688,-0.65949172485083,0.198869407238415,0.82123201291692,0.226507206660968,-0.554955917348924,0.079906767168462,-1.68980013368201,0.645497223761342,0.645497224367903,0.645497224367887,"1","1"
"100","Preah Vihear",0.267261241912424,13652.47357666,131088,-179,-0.302056287735958,1.20056978173875,0.802211400029375,-0.035555976210594,0.540170572786856,-0.61931777905624,0.549388325833331,0.66659120107329,-0.637578216662883,0.648594429713525,0.684207112145129,0.262840122967693,0.0879764680017773,0.877663089837837,0.88513182607119,0.645497223761342,0.645497224367903,0.645497224367887,"1","1"
"101","Preah Vihear",0.801783725737273,12353.43395726,117362,-12,0.344783919558184,-0.189220237339259,-1.41673612804773,-0.300386695572258,0.27779474006142,0.815199858390347,-1.05493619863949,-0.746728214507966,1.11374475497277,-1.56398775357734,-1.5123827806107,-1.08071012195528,-0.554955917348924,-1.53151311187703,0.587851458719909,-1.29106297992526,-1.29099456437845,-1.29099487760168,"1","1"
"102","Preah Vihear",1.33630620956212,12353.433813,117350,-44,1.12448523018275,-1.24624363213098,-1.11210942314292,1.90653596577494,-2.02391682647696,1.57484088571642,-1.49012448034613,-1.7025955259188,1.45321009217042,-0.880020100351073,-0.999182508493149,-1.1752584832048,1.97694025068247,-0.880342803042917,-0.400365559394122,-1.29092591512143,-1.29099433309315,-1.29099401986982,"1","1"
"103","Prey Veng",-1.33630620956212,4633.45342968,127,0,0.367351021313448,0.810978258427119,-0.628041417825716,-0.568692702679517,-0.567023416510075,-0.832594759740225,0.535699354572505,0.584953441457995,-0.663628594434304,-0.614334015053633,0.910462765187159,0.911811890437077,0.489881905300972,0.647868817988515,1.63269390992613,-0.645497224363226,-0.645497224367902,0.645497224367856,"0","0"
"104","Prey Veng",-0.801783725737273,4633.45342968,127,0,0.569658220316035,0.699230879832069,-0.631628459910087,-0.613352942580014,-0.566057851494982,-0.769586949951971,0.664471460979245,0.604147697966982,-0.551357398930093,-0.346027008156484,0.610862337969118,0.911811890437077,-1.96694787249513,0.412653966362943,0.15544291876687,-0.645497224363226,-0.645497224367902,0.645497224367856,"0","0"
"105","Prey Veng",-0.267261241912424,4633.45342968,127,0,0.97524133695271,0.303256473071349,-0.641052045046991,-0.689576339277218,-0.567023416510075,-0.0774790220001274,0.697589578949528,0.782040408079475,-0.799239889518884,-1.1586230560889,0.407652807162676,-0.897121261263437,-0.0666086675416596,1.03989357069779,-0.459169283483342,-0.645497224363226,-0.645497224367902,0.645497224367856,"0","0"
"106","Prey Veng",0.267261241912424,4633.45342968,127,0,0.569658220316035,0.699230879832069,-0.631628459910087,-0.613352942580014,-0.566057851494982,-0.769586949951971,0.664471460979245,0.604147697966982,-0.551357398930093,-0.346027008156484,0.610862337969118,0.911811890437077,0.266399830300577,0.412653966362943,0.15544291876687,-0.645497224363226,-0.645497224367902,0.645497224367856,"0","0"
"107","Prey Veng",0.801783725737273,4261.82637985,115,0,-1.54509330099505,-1.01584845251804,0.957704771421474,0.817564397765587,1.89083439006143,0.98291356268916,-1.10671080264319,-1.27774410205944,1.38698841864223,1.19660902258307,-1.14112395434472,-0.84408811395747,0.640954571520788,-1.27326155015503,-0.0445620743408582,1.29098843642054,1.29099453628768,-1.29099380154723,"0","0"
"108","Prey Veng",1.33630620956212,4261.826465,115,0,-0.936815497903191,-1.49684803864456,1.57464561127141,1.66741052935118,0.375328145948683,1.46633411895515,-1.45552105283734,-1.297545143412,1.17859486317114,1.26840206487243,-1.39871629394335,-0.994226296090339,0.636320232914456,-1.23980877125717,-1.43984838963567,1.29100046103242,1.29099436118393,-1.29099509592415,"0","0"
"109","Pursat",-1.33630620956212,11585.19798565,83717,-409,-1.4749605436581,1.02735721878929,-0.751040631742078,-0.457497113310333,-0.174638449458508,1.00795709316928,0.738393564302832,0.990301394771732,-0.546168326851164,-0.442987883910266,0.919456464128128,1.68342124438256,-0.491299864394921,-0.416976468071353,0.659942021379168,-0.645497224367897,-0.645497221513346,-0.645497224367863,"1","1"
"110","Pursat",-0.801783725737273,11585.19798565,83308,-108,-0.79689267341315,0.43795706139623,-0.540730307978282,-0.586186010256047,-0.114443143721679,0.506650627094684,0.657389402138509,0.472069514838219,-0.721619121951201,-0.903027548066198,0.652633635899512,0.124687175310751,-1.3316341122627,-0.638747495945863,0.446253207182059,-0.645497224367897,-0.645497221513346,-0.645497224367863,"1","1"
"111","Pursat",-0.267261241912424,11585.19798565,83200,-295,0.596345732322787,0.573027930798806,-0.406139820859172,-0.649246423171795,-0.598442219254498,0.861398959838458,0.513096654698829,0.342557391652943,-0.585329495976217,-0.201978662056684,0.307293505210758,0.0235329917940725,0.176225124041935,-0.321931741839418,0.828329358877498,-0.645497224367897,-0.645497221513346,-0.645497224367863,"1","1"
"112","Pursat",0.267261241912424,11585.19798565,82905,-283,0.0827959675550277,0.43795706139623,-0.540730307978282,-0.586186010256047,-0.114443143721679,0.0626122559086312,0.657389402138509,0.472069514838219,-0.721619121951201,-0.903027548066198,0.652633635899512,0.124687175310751,-0.608813815463213,-0.638747495945863,0.446253207182059,-0.645497224367897,-0.645497221513346,-0.645497224367863,"1","1"
"113","Pursat",0.801783725737273,11491.24774214,82622,-14,0.267864950488856,-0.949589142466592,0.351058545587702,0.403092051186943,1.92983003479448,-1.28242848359401,-1.15214450223956,-0.481270332898315,1.24871367465849,0.972236952845807,-1.2289038223372,-0.645873337215357,1.26913711865711,0.0403294721060694,-0.622052861975956,1.29099417596744,1.2908457541644,1.29099387661008,"1","1"
"114","Pursat",1.33630620956212,11491.247232,82608,-35,1.32484656670457,-1.52671012991396,1.88758252297011,1.87602350580728,-0.927863078638118,-1.15619045241704,-1.41412452103912,-1.7957274832028,1.32602239207129,1.47878468925354,-1.30311341880071,-1.31045524958277,0.986385549421786,1.97607372969644,-1.75872493264483,1.29099472150412,1.29114313189125,1.29099502086135,"1","1"
"115","Ratanak Kiri",-1.33630620956212,9615.08673961,78425,-345,-0.346945682470283,0.495424979314266,-0.105483115063925,-0.368254381978994,1.75921719483206,-1.89871871085116,-1.08588396353244,0.544632804267109,-0.90787052518491,-1.31330512443927,1.77430722415165,0.711644896103697,0.845597085938068,0.523988819309832,-0.606636763069797,-1.22675748597656,0.81199394036741,0.0132531993890184,"1","1"
"116","Ratanak Kiri",-0.801783725737273,9669.22313294,78158,-109,0.587215220282771,1.01022411983077,0.716911790876939,0.627434828534026,0.0128147581750326,0.0501691178555731,-0.618746596206373,0.561391266627685,-0.436190805829161,-0.239993980572151,-0.0123503770909722,0.598811786476063,-0.999572242113176,0.682989433903402,1.14021317580417,-0.407241207301713,0.586716157175723,-0.819130010774356,"1","1"
"117","Ratanak Kiri",-0.267261241912424,9669.22313294,78049,-181,1.34266324367116,-1.26485595277441,1.0529641928505,1.29901863093013,-0.0447552552903153,1.02185703732993,1.01519270471496,0.424620082268513,-0.754402451070269,-0.579604111313263,-0.268696156532562,0.490387421695896,-1.37245608806093,0.682989433903402,0.203349195311775,-0.407241207301713,0.586716157175723,-0.819130010774356,"1","1"
"118","Ratanak Kiri",0.267261241912424,9669.22313294,77868,-845,0.587215220282771,1.01022411983077,0.716911790876939,0.627434828534026,0.0128147581750326,0.0501691178555731,-0.618746596206373,0.561391266627685,-0.436190805829161,-0.239993980572151,-0.0123503770909722,0.598811786476063,0.947561201754485,0.682989433903402,1.14021317580417,-0.407241207301713,0.586716157175723,-0.819130010774356,"1","1"
"119","Ratanak Kiri",0.801783725737273,7910.11831,63658,-143,-0.95765833689174,-1.03236601834761,-1.28260000086577,-1.11618993917187,-1.31099031349102,0.536833665812918,-0.110391852107372,-1.96917709129416,1.35065277962703,1.25268283932185,-1.32474254659494,-0.626785010580828,-0.12091098719764,-1.37580337079066,-0.600454202244265,1.22424055394085,-1.2860712059473,1.22206841646701,"1","1"
"120","Ratanak Kiri",1.33630620956212,7910.11831,63515,-139,-1.21248966487468,-0.218651247853783,-1.09870465867468,-1.06944396684732,-0.429101142400791,0.239689771997167,1.4185763033376,-0.122858328496822,1.18400180828647,1.12021435757499,-0.156167766842207,-1.77287088017089,0.699781029679192,-1.19715375022938,-1.27668458160605,1.22424055394085,-1.2860712059473,1.22206841646701,"1","1"
"121","Siem Reap",-1.33630620956212,10268.65327986,39644,-314,-1.22967851245997,1.57296788894994,-0.673371522083769,-0.632916269674655,-1.49856277817676,-1.25019889028982,0.287655589998493,0.684077207726184,-0.578549235845939,-1.1221295551739,1.01881303862331,1.73056743011583,-0.223161600064744,0.180988791869516,1.1080281904429,-0.645497224367903,-0.645497224367903,0.645497224367903,"1","1"
"122","Siem Reap",-0.801783725737273,10268.65327986,39330,-310,0.0732913734109645,0.359150178518579,-0.626676678666973,-0.619115078331349,-0.0417531287301737,-0.63281729086625,0.756661624761907,0.589975335751252,-0.64669493544203,-0.549985920949341,0.583808869424992,0.0489188120053101,-1.60095314738083,-0.84208341791653,0.504807807136722,-0.645497224367903,-0.645497224367903,0.645497224367903,"1","1"
"123","Siem Reap",-0.267261241912424,10268.65327986,39020,-630,1.34294699864055,-0.193811222900151,-0.582232189149782,-0.646977860854627,-0.394653175958296,0.0137565469423978,0.694952353162996,0.714069973445023,-0.691067163983366,-0.254082421002071,0.32653280803424,0.0228020119781363,0.349297575252299,-0.84208341791653,0.0196785216525415,-0.645497224367903,-0.645497224367903,0.645497224367903,"1","1"
"124","Siem Reap",0.267261241912424,10268.65327986,38390,-188,0.416045963222599,0.359150178518579,-0.626676678666973,-0.619115078331349,-0.0417531287301737,-0.384090231610673,0.756661624761907,0.589975335751252,-0.64669493544203,-0.549985920949341,0.583808869424992,0.0489188120053101,-0.409891509799776,-0.84208341791653,0.504807807136722,-0.645497224367903,-0.645497224367903,0.645497224367903,"1","1"
"125","Siem Reap",0.801783725737273,9836.911978,37913,-186,-1.11504468772851,-0.925098929925464,0.883873376442615,0.909952762572247,1.55464569509196,0.708322417925701,-1.5432498664041,-1.32583468665094,1.09877696638339,1.29079488718164,-1.34658654991558,-0.547221096264972,0.541689477129683,1.38453158834484,-0.369321804475235,1.29099444873581,1.29099444873581,-1.29099444873581,"1","1"
"126","Siem Reap",1.33630620956212,9836.911978,37727,-96,0.512438864914367,-1.17235809316148,1.62508369212488,1.60817152461973,0.422076516503443,1.54502744789864,-0.952681326281204,-1.25226316602277,1.46422930432997,1.18538893089301,-1.16637703559196,-1.30398596983962,1.34301920486337,0.960729873535205,-1.76800052189364,1.29099444873581,1.29099444873581,-1.29099444873581,"1","1"
"127","Stung Treng",-1.33630620956212,12016.58877031,116586,-697,-1.45440245516146,-0.931003888858643,0.843812930657598,-0.32570559935484,-1.22061628536022,-1.50282986642867,0.273832293916458,-0.712438803298835,-0.658957997528998,-0.639453960148908,0.494126139137545,1.39886846612361,-0.525035059889088,-1.00280773888091,0.269500293096469,-0.645497224367932,-0.645497224367907,-0.645497224367917,"1","1"
"128","Stung Treng",-0.801783725737273,12016.58877031,115889,-724,0.614224559363233,0.421861137139073,0.811769401645284,-0.179138079645162,-0.0269110776750137,-0.448891048633619,0.880658960236099,0.0938368297768505,-0.624319053993918,-0.344578193579429,0.803061832403574,0.602369609112797,-1.02665978604977,0.626875948846324,-0.850650673140608,-0.645497224367932,-0.645497224367907,-0.645497224367917,"1","1"
"129","Stung Treng",-0.267261241912424,12016.58877031,115165,-207,1.18637373913811,-1.49833438363188,-0.0320435290123138,-1.48847458905162,1.47870816542895,0.290609241847298,0.464279020422412,0.489338902054992,-0.641261963457418,-1.12141400703211,0.452820591451734,-1.06170630211766,-0.159731478786742,-0.272259878865251,-0.845854913227204,-0.645497224367932,-0.645497224367907,-0.645497224367917,"1","1"
"130","Stung Treng",0.267261241912424,12016.58877031,114958,-415,0.614224559363233,0.421861137139073,0.811769401645284,-0.179138079645162,-0.0269110776750137,-0.448891048633619,0.880658960236099,0.0938368297768505,-0.624319053993918,-0.344578193579429,0.803061832403574,0.602369609112797,-0.707806435518789,0.626875948846324,-0.850650673140608,-0.645497224367932,-0.645497224367907,-0.645497224367917,"1","1"
"131","Stung Treng",0.801783725737273,10954.91352,105709,-110,-0.841792526617646,1.1637548610733,-1.17492939711817,0.72958054255484,-0.908734692816054,1.1732945790982,-1.1178677221033,1.47283170363212,1.52609365403864,1.00735266523459,-1.30729259783801,-0.743396069911141,1.53935885539529,1.26247196498727,1.43108435327787,1.29099444873578,1.2909944487358,1.29099444873579,"1","1"
"132","Stung Treng",1.33630620956212,10954.91352,105599,-617,-0.11862787608546,0.421861137139073,-1.26037880781768,1.44287580514194,0.704464968097349,0.936708142750404,-1.38156151270777,-1.43740546194201,1.02276441493561,1.44267168910529,-1.24577779755842,-0.798505312320397,0.879873904849095,-1.24115624493376,0.846571613134079,1.29099444873578,1.2909944487358,1.29099444873579,"1","1"
"133","Svay Rieng",-1.33630620956212,2458.36635018,539,0,-0.914329219372541,0.178702572758078,-0.640827236116444,-0.556743928163063,0,-0.913506797615537,0.431977862104221,0.592981163358643,-0.547965890449596,-0.44126866362272,0.635161262910861,1.89194626713939,-0.392546275652996,1.69198905035556,1.41803200923778,-0.233525153442651,-0.182148622890841,1.68803175648696,"1","0"
"134","Svay Rieng",-0.801783725737273,2565.31987078,590,0,0.780065814826221,0.738119322261626,-0.631011748520999,-0.587076426228292,0,-0.646074370512786,0.598474617265601,0.639137285699682,-0.544859759822735,-0.787897593919466,0.662223488200247,0.0621602910015431,-1.31770075097437,-0.519540341423353,0.516821641430789,-0.764430732978801,-0.776809580506938,-0.79668638018267,"1","0"
"135","Svay Rieng",-0.267261241912424,2565.31987078,590,0,1.14434705041522,0.236975150831365,-0.628236334787114,-0.649685813260366,0,-0.325546555013809,0.902940247310465,0.701936354499206,-0.555079286543846,-0.535418563605114,0.605740074323512,-0.868074146500997,-0.540991678413023,-1.19614751259856,-0.326833865892704,-0.764430732978801,-0.776809580506938,-0.79668638018267,"1","0"
"136","Svay Rieng",0.267261241912424,2565.31987078,590,0,0.780065814826221,0.738119322261626,-0.631011748520999,-0.587076426228292,0,-0.646074370512786,0.598474617265601,0.639137285699682,-0.544859759822735,-0.787897593919466,0.662223488200247,0.0621602910015431,0.0771955085027797,-0.519540341423353,0.516821641430789,-0.764430732978801,-0.776809580506938,-0.79668638018267,"1","0"
"137","Svay Rieng",0.801783725737273,2272.135038,539,0,-1.02764359938005,0.0621574166115058,0.953207949383911,0.579946992922362,0,1.16262394427456,-1.07026280323341,-1.4049324086152,0.261586701052233,1.37488311452772,-1.45883211246121,-0.567555950739777,0.613888900444153,0.369101531054265,-0.849488701045131,1.26340867618955,1.25628868220582,0.351013692030557,"1","0"
"138","Svay Rieng",1.33630620956212,2272.135038,539,0,-0.762505861315059,-1.9540737847242,1.57787911856165,1.80063560095765,0,1.36857814938034,-1.46160454071248,-1.16825968064201,1.93117799558668,1.17759930053905,-1.10651620117366,-0.580636751901702,1.56015429609346,0.174137614035436,-1.27535272516152,1.26340867618955,1.25628868220582,0.351013692030557,"1","0"
"139","Takeo",-1.33630620956212,3382.50897396,129,0,0.273488028295222,0.88471715118432,-0.614237857843967,-0.570774566985153,-0.408248290463863,-1.43021025453887,0.606595878430993,0.644576319378667,-0.644209364883244,-1.11200999810272,1.05956434697667,0.568538586590439,0.112172260124593,-0.551561523443858,1.65543723660888,-0.645497224367908,0.645497224367896,-0.645497224367909,"0","1"
"140","Takeo",-0.801783725737273,3382.50897396,129,0,0.697531128939226,0.484797920984463,-0.632013143858715,-0.613279518368042,-0.408248290463863,-0.363542665251197,0.664711775137009,0.676008356756008,-0.733218813129029,-0.452775484947159,0.609624328736052,0.624651132825768,-1.24959790001305,-0.352447348117997,-0.405389185259126,-0.645497224367908,0.645497224367896,-0.645497224367909,"0","1"
"141","Takeo",-0.267261241912424,3382.50897396,129,0,0.87090110023928,0.519165979829763,-0.643845487862509,-0.627100146731803,2.04124145231932,0.111658017008699,0.586106829406035,0.535689083835062,-0.448966474603694,-0.481178816416902,0.207247705479413,0.750935466591801,-0.601168297345079,-0.352447348117997,0.778352093200828,-0.645497224367908,0.645497224367896,-0.645497224367909,"0","1"
"142","Takeo",0.267261241912424,3382.50897396,129,0,0.680512028447115,0.484797920984463,-0.632013143858715,-0.613279518368042,-0.408248290463863,-0.532155273073207,0.664711775137009,0.676008356756008,-0.733218813129029,-0.452775484947159,0.609624328736052,0.624651132825768,-0.273425073010679,-0.352447348117997,-0.405389185259126,-0.645497224367908,0.645497224367896,-0.645497224367909,"0","1"
"143","Takeo",0.801783725737273,3149.69983,108,0,-1.39492657028911,-0.611855593079208,0.92284252226869,0.669170487159856,-0.408248290463863,0.913183485510325,-0.926192776638385,-0.968351184623203,1.40707258849453,1.25379573147473,-1.22254606718849,-1.15559406601455,0.311154257151071,-0.426165366362209,-0.874483668800553,1.2909944487358,-1.29099444873581,1.2909944487358,"0","1"
