"","Province","year","areaKM","ForPix","diffPix","tot_pop","land_confl","Pax_migt_in","Pax_migt_out","prop_ind","pop_den","M6_24_sch","propPrimSec","propSecSec","Les1_R_Land","pig_fam","dist_sch","garbage","KM_Comm","crim_case","mean_elev","dist_border","dist_provCap","elc","PA"
"38","Kampot",-0.801783725737273,3843.66840178,8188,-24,0.632686227442846,0.414902241321131,-0.583266004458136,-0.54879417352216,-0.408248290463863,-0.62962929051127,0.689202068541057,0.616447399970056,-0.682350949145222,-0.0979725145456149,0.559469507621051,0.358756461427221,-1.63092145099314,0.0700516139005156,0.699799013691164,0.645497224367904,-0.645497224367853,0.645497224367657,"1","1"
"39","Kampot",-0.267261241912424,3843.66840178,8164,-109,0.793905082512431,0.23248832487822,-0.619152877206052,-0.538045546732415,-0.408248290463863,-0.495755705089087,0.829190604760502,0.535246425325474,-0.6321728927236,-1.50247939038217,0.419508128640706,0.773830339322685,0.311006189376747,0.114201790728573,-0.0455792495220716,0.645497224367904,-0.645497224367853,0.645497224367657,"1","1"
"40","Kampot",0.267261241912424,3843.66840178,8055,-55,0.619925277771425,0.414902241321131,-0.583266004458136,-0.54879417352216,-0.408248290463863,-0.792324068636177,0.689202068541057,0.616447399970056,-0.682350949145222,-0.0979725145456149,0.559469507621051,0.358756461427221,0.0745513781424719,0.0700516139005156,0.699799013691164,0.645497224367904,-0.645497224367853,0.645497224367657,"1","1"
"41","Kampot",0.801783725737273,2364.74373973,1693,0,-1.32726306079208,-0.921011440863719,0.412073102774036,0.252439177747742,-0.408248290463863,1.35186347426628,-1.11859168199212,-1.23152406491325,1.50289862503289,1.05251458440327,-1.38201944344538,-1.0053571852424,0.975347510687116,-1.00998785467608,-0.831184102369977,-1.29099447857188,1.29099384683655,-1.29099304556087,"1","1"
"42","Kampot",1.33630620956212,2364.743719,1693,13,-1.24416773397065,-1.43874505665022,1.87488045646962,1.9341386149091,-0.408248290463863,1.2163011584482,-1.41577438477915,-1.33902468621546,1.04962165277888,1.16169556468479,-1.14493502168194,-1.47078371796173,0.925595080885976,-0.977064437098593,-1.52453652291863,-1.29099441889973,1.29099505063488,-1.29099585190971,"1","1"
"43","Kandal",-1.33630620956212,3244.98401399,288,0,0.641015491294947,0.887457299328324,-0.598355123835771,-0.196781670169694,0,1.27785770869506,0.294327407792676,0.611671434621859,-0.914196360439365,-0.418731726201875,1.2282245924981,0.626666273660353,-0.227289373013762,-0.555291418845361,0.776764663471445,0.645497224367902,0.645497224367899,-0.645497224367906,"0","0"
"44","Kandal",-0.801783725737273,3244.98401399,288,-8,0.592973789602358,0.647232212491042,-0.581914565819931,-0.649627610546931,0,-0.95167741978613,0.704276969303772,0.664712767193795,0.0264335640950287,-0.753949279832994,0.548699417821248,0.544538154313382,-1.44004539588191,-0.638135775008156,0.552544001875848,0.645497224367902,0.645497224367899,-0.645497224367906,"0","0"
"45","Kandal",-0.267261241912424,3244.98401399,280,0,0.731924971952286,0.355425051792993,-0.679461876713917,-0.468645928493052,0,-0.782659899595151,0.811515092263581,0.640388781017328,-0.989402334787642,-0.635872028401467,0.0757174589639511,0.561990379676154,-0.25730992773607,-0.638135775008156,0.145171539328485,0.645497224367902,0.645497224367899,-0.645497224367906,"0","0"
"46","Kandal",0.267261241912424,3244.98401399,280,0,0.612794094597642,0.647232212491042,-0.581914565819931,-0.649627610546931,0,-0.925072877846335,0.704276969303772,0.664712767193795,0.0264335640950287,-0.753949279832994,0.548699417821248,0.544538154313382,-0.381648730739929,-0.638135775008156,0.552544001875848,0.645497224367902,0.645497224367899,-0.645497224367906,"0","0"
"47","Kandal",0.801783725737273,2883.4588345,243,0,-1.3156418821287,-1.14782395786362,0.709826166580209,-0.00953222423516123,0,0.551618459806818,-1.03169011783171,-1.28628189539872,0.0676575285619498,1.292260619642,-1.18706738293826,-0.395771982080222,1.19345775161892,1.69326713739825,-0.0887044025185152,-1.29099460792511,-1.29099440354447,1.29099455284822,"0","0"
"48","Kandal",1.33630620956212,2883.458858,243,0,-1.26306646531854,-1.38952281823978,1.73181996560934,1.97421504399177,0,0.829934028725772,-1.4827063208321,-1.29520385462806,1.783074038475,1.27024169462733,-1.21427350416628,-1.88196097988304,1.11283567575275,0.776431606471593,-1.93831980403311,-1.29099428954648,-1.29099449392715,1.29099434462337,"0","0"
"49","Kep",-1.33630620956212,172.97646728,124,0,0.396087481307483,1.29374769231674,-0.633512519258223,-1.25816761105874,0,-0.652612166942599,0.687577685775567,0.0958170978698779,-0.540307338151554,-0.411152799780117,1.04800190285092,0.892987906812213,-0.822273107732028,-0.595047670331428,1.07141091847002,-0.645497224367904,-0.645497224367901,0.645497224367903,"0","1"
"50","Kep",-0.801783725737273,172.97646728,124,0,0.612987217550228,0.300334285716386,-0.443458763480756,0.140185806246099,0,-0.771282451725437,-0.484407010792109,0.713048387786264,-0.649721720090939,-1.09972250636101,0.388182350122959,-0.425886551090739,-0.822273107732028,-0.267498494002203,0.384669952336445,-0.645497224367904,-0.645497224367901,0.645497224367903,"0","1"
"51","Kep",-0.267261241912424,172.97646728,124,0,0.908881302177676,0.508258021981577,-0.593733826188521,-0.942749547005017,0,-0.332293201915172,1.72245900641242,0.953645820707737,-0.509793125291955,0.675682175338573,0.39436412406421,1.27216431456593,0.915491386039221,2.02534574030238,0.625240585380606,-0.645497224367904,-0.645497224367901,0.645497224367903,"0","1"
"52","Kep",0.267261241912424,172.97646728,124,0,0.612987217550228,0.300334285716386,-0.443458763480756,0.140185806246099,0,-0.771282451725437,-0.484407010792109,0.713048387786264,-0.649721720090939,-1.09972250636101,0.388182350122959,-0.425886551090739,-0.822273107732028,-0.267498494002203,0.384669952336445,-0.645497224367904,-0.645497224367901,0.645497224367903,"0","1"
"53","Kep",0.801783725737273,135.06118,96,0,-1.44253944952801,-1.22443978022834,0.157641487350302,0.392520257489078,0,1.06389475217467,-0.558577079800085,-1.25012541516445,1.82428101452744,1.17200430437262,-0.408146832894955,0.167606955880559,1.4576343296237,-0.447650540983276,-0.983341847633043,1.2909944487358,1.29099444873581,-1.29099444873581,"0","1"
"54","Kep",1.33630620956212,135.06118,96,0,-1.0884037690576,-1.17823450550275,1.95652238505795,1.52802528808248,0,1.46357552013398,-0.882645590803685,-1.2254342789857,0.525262889097949,0.762911332790945,-1.81058389426609,-1.48098607507723,0.093693607533159,-0.447650540983276,-1.48264956089048,1.2909944487358,1.29099444873581,-1.29099444873581,"0","1"
"55","Koh Kong",-1.33630620956212,10968.79580475,104661,-63,0.603246567498533,0.822608959816525,-0.797857698055321,1.01118269098827,-0.718010272561507,-0.66963831549815,-1.7073841233279,-0.0859462067759349,-0.639658978247803,-1.20461130422883,1.08780246642368,0.726293717600923,0.0388268938646246,-0.621294517373428,0.199677214738979,-0.645497224367901,-0.645497224367905,-0.645497224367843,"1","1"
"56","Koh Kong",-0.801783725737273,10968.79580475,104598,-65,0.514694787014664,0.907308166287494,-0.27990417603908,-0.411779846605757,0.154277550582835,-0.722400537536873,0.617582929420762,0.628031733731047,-0.722515304531074,-0.478074508756397,0.469063686115881,0.636008496852214,-1.96950961215916,-0.936252309511628,1.17396733892039,-0.645497224367901,-0.645497224367905,-0.645497224367843,"1","1"
"57","Koh Kong",-0.267261241912424,10968.79580475,104533,-69,0.833779685904289,-0.417079425804011,-0.935978637259652,-0.905915662532665,-0.718010272561507,-0.449303561972588,1.06518024688055,1.0826652511806,-0.472242854878579,-0.289758069000181,0.48009000150243,0.578747736982089,0.165428247231846,0.106607935568189,-0.943341470269761,-0.645497224367901,-0.645497224367905,-0.645497224367843,"1","1"
"58","Koh Kong",0.267261241912424,10968.79580475,104464,-124,0.614987140641338,0.907308166287494,-0.27990417603908,-0.411779846605757,0.154277550582835,-0.71962722896047,0.617582929420762,0.628031733731047,-0.722515304531074,-0.478074508756397,0.469063686115881,0.636008496852214,0.723506844763882,-0.936252309511628,1.17396733892039,-0.645497224367901,-0.645497224367905,-0.645497224367843,"1","1"
"59","Koh Kong",0.801783725737273,8380.40911423,82414,-342,-1.3268837579021,-0.971474231795803,0.555099683696193,-0.7721646146126,1.84547571651885,1.15658528272409,-0.220286531565695,-0.629356567307876,1.11291473357189,1.17367817344353,-1.19782757869015,-1.22560167202906,0.406688345436804,1.20226110580641,-0.91831494417755,1.29099445500767,1.29099437613491,1.29099516287182,"1","1"
"60","Koh Kong",1.33630620956212,8380.40926,82072,-202,-1.23982442315672,-1.2486716347917,1.73854500369694,1.49045727936851,-0.718010272561507,1.40438436124399,-0.372675450828465,-1.62342594455888,1.44401770861664,1.27684021729828,-1.30819226146771,-1.35145677625837,0.635059280862008,1.18493009502208,-0.685955478132446,1.29099444246394,1.29099452133669,1.29099373459952,"1","1"
"61","Kracheh",-1.33630620956212,11149.29139643,89075,-1876,-1.21493042100545,0.780499550653007,-0.800509659454179,-0.39860259955577,0.913661514536501,-1.15067896601526,0.402184799375244,0.199602001368969,-0.774982956062464,-0.474633549302051,0.90128983720973,-0.633146266748346,-0.389792093269423,-0.652482022591645,-0.162888449031636,0.645497224367888,-0.645497224367645,0.645497224367895,"1","1"
"62","Kracheh",-0.801783725737273,11149.29139643,87199,-732,-0.477623567363428,0.53309591950262,-0.854812180163337,-0.645119917984277,0.518625475407478,-0.707762900181777,0.736627061844285,0.47862277057831,-0.457638470412996,-0.771962815118366,0.621393730381436,-0.629284425479683,-0.777374046828062,-0.652482022591645,0.529134025830785,0.645497224367888,-0.645497224367645,0.645497224367895,"1","1"
"63","Kracheh",-0.267261241912424,11149.29139643,86467,-884,0.0429407593110344,0.621454359199187,0.40636386330687,-0.726629676496928,0.496976680653624,0.522585959551892,0.68389369727091,1.07937747914651,-0.447806625072781,-0.503200797787913,0.404498492150167,-0.689529149251516,-0.32556273947566,-0.622001473156753,1.35992368018772,0.645497224367888,-0.645497224367645,0.645497224367895,"1","1"
"64","Kracheh",0.267261241912424,11149.29139643,85583,-2456,-0.477623567363428,0.53309591950262,-0.854812180163337,-0.645119917984277,0.518625475407478,-0.707762900181777,0.736627061844285,0.47862277057831,-0.457638470412996,-0.771962815118366,0.621393730381436,-0.629284425479683,-0.396383120655144,-0.652482022591645,0.529134025830785,0.645497224367888,-0.645497224367645,0.645497224367895,"1","1"
"65","Kracheh",0.801783725737273,10560.88480963,80240,-868,0.429866307453119,-1.67586507291155,0.542120165079766,0.676928604233116,-0.785645923282185,0.626337361106162,-1.20823028722651,-0.471354205225482,0.20464316415396,1.53476142606668,-1.31999338639469,1.2790766131883,-0.103363120086536,1.35732920577146,-1.02539496947753,-1.29099483135328,1.29099586309918,-1.29099423548976,"1","1"
"66","Kracheh",1.33630620956212,10560.885088,79372,-1107,1.69737048896816,-0.792280675945882,1.56164999139422,1.73854350778814,-1.66224322272289,1.41728144572079,-1.35110233310822,-1.76487081644662,1.93342335780728,0.986998551260023,-1.22858240372807,1.30216765377092,1.99247512031482,1.22211833516022,-1.22990831334012,-1.29099406611825,1.2909930343714,-1.29099466198183,"1","1"
"67","Mondul Kiri",-1.33630620956212,13668.92988271,146876,-156,-0.422526943314342,1.46295340167534,-0.202704128787719,0.453106300673771,0.0820519593221847,-0.823644619114097,0.0454449301542308,0.615964877536236,-0.621339185129119,-0.83313252459631,0.873141682055737,0.647682869474073,-0.248149226981098,1.37700038830367,0.659443258674298,-0.645497224367903,0.645497224367884,0.645497224367897,"1","1"
"68","Mondul Kiri",-0.801783725737273,13668.92988271,146720,-16,0.803604954852603,0.265991527577335,1.16786884802756,0.973966814532406,-0.477373631866206,-0.58420283270676,0.838985611944123,0.4267038165999,-0.633300767002392,-0.702234746175125,0.509182120566112,0.63349352903682,-0.968827689833403,0.537745072633262,-0.197069245379264,-0.645497224367903,0.645497224367884,0.645497224367897,"1","1"
"69","Mondul Kiri",-0.267261241912424,13668.92988271,146704,11,0.984215129055601,0.293507892499129,-0.0210030784045106,0.00529329790506748,-0.839788343086174,-0.578555036370342,0.738676284832547,0.987738796150127,-0.559989874839741,-0.272200074066485,0.640689232757287,0.61743453425112,-0.129056276913994,-0.245559888659115,1.63468485047781,-0.645497224367903,0.645497224367884,0.645497224367897,"1","1"
"70","Mondul Kiri",0.267261241912424,13668.92988271,146715,90,0.803604954852603,0.265991527577335,1.16786884802756,0.973966814532406,-0.477373631866206,-0.58420283270676,0.838985611944123,0.4267038165999,-0.633300767002392,-0.702234746175125,0.509182120566112,0.63349352903682,-0.968827689833403,0.537745072633262,-0.197069245379264,-0.645497224367903,0.645497224367884,0.645497224367897,"1","1"
"71","Mondul Kiri",0.801783725737273,9080.19600261,96442,-41,-1.40784527587729,-1.22677126942995,-1.0438041523358,-1.1698188370199,1.94388876198561,1.27322263778238,-1.14873947102652,-0.866541110360994,1.72497784057847,1.47396356014556,-1.49259469978775,-0.957121096898566,1.58476040693635,-1.22585672265747,-0.87827598929245,1.29099448546844,-1.29099408406005,-1.29099425301274,"1","1"
