"","dist_provCap","pop_den","M6_24_sch","propPrimSec","pig_fam","dist_sch","garbage","crim_case","Pax_migt_out","mean_elev","dist_border","elc","PA","areaKM","year","Province","Provcomm","fit","se.fit","U_SE","L_SE"
"39",0.499551170519189,3.82096050810237e-17,-1.5735391488165e-16,-3.69269725994135e-17,7.53114777775525e-17,-1.2727344807417e-17,-7.92054810010145e-17,2.70577282748356e-17,1.52068041807876e-17,4.6238260287186e-17,-2.92946827208495e-17,"0","0",44.05124145,NA,NA,NA,0.0340522970571627,0.0119074626689285,0.0578672223950196,0.0102373717193058
"40",0.556330055596877,3.82096050810237e-17,-1.5735391488165e-16,-3.69269725994135e-17,7.53114777775525e-17,-1.2727344807417e-17,-7.92054810010145e-17,2.70577282748356e-17,1.52068041807876e-17,4.6238260287186e-17,-2.92946827208495e-17,"0","0",44.05124145,NA,NA,NA,0.034453076249112,0.0120467443155999,0.0585465648803117,0.0103595876179123
"41",0.613108940674565,3.82096050810237e-17,-1.5735391488165e-16,-3.69269725994135e-17,7.53114777775525e-17,-1.2727344807417e-17,-7.92054810010145e-17,2.70577282748356e-17,1.52068041807876e-17,4.6238260287186e-17,-2.92946827208495e-17,"0","0",44.05124145,NA,NA,NA,0.034858211151116,0.0121881943281644,0.0592345998074449,0.0104818224947872
"42",0.669887825752254,3.82096050810237e-17,-1.5735391488165e-16,-3.69269725994135e-17,7.53114777775525e-17,-1.2727344807417e-17,-7.92054810010145e-17,2.70577282748356e-17,1.52068041807876e-17,4.6238260287186e-17,-2.92946827208495e-17,"0","0",44.05124145,NA,NA,NA,0.0352677405647081,0.0123318437566903,0.0599314280780887,0.0106040530513275
"43",0.726666710829942,3.82096050810237e-17,-1.5735391488165e-16,-3.69269725994135e-17,7.53114777775525e-17,-1.2727344807417e-17,-7.92054810010145e-17,2.70577282748356e-17,1.52068041807876e-17,4.6238260287186e-17,-2.92946827208495e-17,"0","0",44.05124145,NA,NA,NA,0.0356817034344818,0.0124777237406746,0.0606371509158311,0.0107262559531325
"44",0.783445595907631,3.82096050810237e-17,-1.5735391488165e-16,-3.69269725994135e-17,7.53114777775525e-17,-1.2727344807417e-17,-7.92054810010145e-17,2.70577282748356e-17,1.52068041807876e-17,4.6238260287186e-17,-2.92946827208495e-17,"0","0",44.05124145,NA,NA,NA,0.0361001388433165,0.0126258654985158,0.061351869840348,0.0108484078462849
"45",0.840224480985319,3.82096050810237e-17,-1.5735391488165e-16,-3.69269725994135e-17,7.53114777775525e-17,-1.2727344807417e-17,-7.92054810010145e-17,2.70577282748356e-17,1.52068041807876e-17,4.6238260287186e-17,-2.92946827208495e-17,"0","0",44.05124145,NA,NA,NA,0.0365230860074474,0.0127763003167928,0.0620756866410329,0.0109704853738618
"46",0.897003366063007,3.82096050810237e-17,-1.5735391488165e-16,-3.69269725994135e-17,7.53114777775525e-17,-1.2727344807417e-17,-7.92054810010145e-17,2.70577282748356e-17,1.52068041807876e-17,4.6238260287186e-17,-2.92946827208495e-17,"0","0",44.05124145,NA,NA,NA,0.0369505842713772,0.0129290595393543,0.0628087033500859,0.0110924651926686
"47",0.953782251140695,3.82096050810237e-17,-1.5735391488165e-16,-3.69269725994135e-17,7.53114777775525e-17,-1.2727344807417e-17,-7.92054810010145e-17,2.70577282748356e-17,1.52068041807876e-17,4.6238260287186e-17,-2.92946827208495e-17,"0","0",44.05124145,NA,NA,NA,0.0373826731026277,0.0130841745562181,0.0635510222150639,0.0112143239901915
"48",1.01056113621838,3.82096050810237e-17,-1.5735391488165e-16,-3.69269725994135e-17,7.53114777775525e-17,-1.2727344807417e-17,-7.92054810010145e-17,2.70577282748356e-17,1.52068041807876e-17,4.6238260287186e-17,-2.92946827208495e-17,"0","0",44.05124145,NA,NA,NA,0.0378193920863275,0.0132416767922827,0.064302745670893,0.0113360385017621
"49",1.06734002129607,3.82096050810237e-17,-1.5735391488165e-16,-3.69269725994135e-17,7.53114777775525e-17,-1.2727344807417e-17,-7.92054810010145e-17,2.70577282748356e-17,1.52068041807876e-17,4.6238260287186e-17,-2.92946827208495e-17,"0","0",44.05124145,NA,NA,NA,0.0382607809196364,0.0134015976958527,0.0650639763113418,0.0114575855279309
"50",1.12411890637376,3.82096050810237e-17,-1.5735391488165e-16,-3.69269725994135e-17,7.53114777775525e-17,-1.2727344807417e-17,-7.92054810010145e-17,2.70577282748356e-17,1.52068041807876e-17,4.6238260287186e-17,-2.92946827208495e-17,"0","0",44.05124145,NA,NA,NA,0.0387068794060007,0.0135639687269783,0.0658348168599573,0.0115789419520441
"51",1.18089779145145,3.82096050810237e-17,-1.5735391488165e-16,-3.69269725994135e-17,7.53114777775525e-17,-1.2727344807417e-17,-7.92054810010145e-17,2.70577282748356e-17,1.52068041807876e-17,4.6238260287186e-17,-2.92946827208495e-17,"0","0",44.05124145,NA,NA,NA,0.0391577274492405,0.0137288213456101,0.0666153701404607,0.0117000847580203
"52",1.23767667652914,3.82096050810237e-17,-1.5735391488165e-16,-3.69269725994135e-17,7.53114777775525e-17,-1.2727344807417e-17,-7.92054810010145e-17,2.70577282748356e-17,1.52068041807876e-17,4.6238260287186e-17,-2.92946827208495e-17,"0","0",44.05124145,NA,NA,NA,0.0396133650474644,0.0138961869995702,0.0674057390466048,0.0118209910483241
"53",1.29445556160683,3.82096050810237e-17,-1.5735391488165e-16,-3.69269725994135e-17,7.53114777775525e-17,-1.2727344807417e-17,-7.92054810010145e-17,2.70577282748356e-17,1.52068041807876e-17,4.6238260287186e-17,-2.92946827208495e-17,"0","0",44.05124145,NA,NA,NA,0.0400738322868108,0.0140660971123392,0.0682060265114892,0.0119416380621324
"54",1.35123444668451,3.82096050810237e-17,-1.5735391488165e-16,-3.69269725994135e-17,7.53114777775525e-17,-1.2727344807417e-17,-7.92054810010145e-17,2.70577282748356e-17,1.52068041807876e-17,4.6238260287186e-17,-2.92946827208495e-17,"0","0",44.05124145,NA,NA,NA,0.0405391693350129,0.0142385830706606,0.0690163354763341,0.0120620031936917
"55",1.4080133317622,3.82096050810237e-17,-1.5735391488165e-16,-3.69269725994135e-17,7.53114777775525e-17,-1.2727344807417e-17,-7.92054810010145e-17,2.70577282748356e-17,1.52068041807876e-17,4.6238260287186e-17,-2.92946827208495e-17,"0","0",44.05124145,NA,NA,NA,0.0410094164347857,0.0144136762119611,0.0698367688587079,0.0121820640108634
"56",1.46479221683989,3.82096050810237e-17,-1.5735391488165e-16,-3.69269725994135e-17,7.53114777775525e-17,-1.2727344807417e-17,-7.92054810010145e-17,2.70577282748356e-17,1.52068041807876e-17,4.6238260287186e-17,-2.92946827208495e-17,"0","0",44.05124145,NA,NA,NA,0.0414846138970331,0.0145914078115884,0.07066742952021,0.0123017982738563
"57",1.52157110191758,3.82096050810237e-17,-1.5735391488165e-16,-3.69269725994135e-17,7.53114777775525e-17,-1.2727344807417e-17,-7.92054810010145e-17,2.70577282748356e-17,1.52068041807876e-17,4.6238260287186e-17,-2.92946827208495e-17,"0","0",44.05124145,NA,NA,NA,0.0419648020938728,0.0147718090698649,0.0715084202336026,0.0124211839541429
"58",1.57834998699527,3.82096050810237e-17,-1.5735391488165e-16,-3.69269725994135e-17,7.53114777775525e-17,-1.2727344807417e-17,-7.92054810010145e-17,2.70577282748356e-17,1.52068041807876e-17,4.6238260287186e-17,-2.92946827208495e-17,"0","0",44.05124145,NA,NA,NA,0.042450021451476,0.0149549110989576,0.0723598436493912,0.0125401992535609
"59",1.63512887207296,3.82096050810237e-17,-1.5735391488165e-16,-3.69269725994135e-17,7.53114777775525e-17,-1.2727344807417e-17,-7.92054810010145e-17,2.70577282748356e-17,1.52068041807876e-17,4.6238260287186e-17,-2.92946827208495e-17,"0","0",44.05124145,NA,NA,NA,0.042940312442723,0.0151407449095633,0.0732218022618496,0.0126588226235964
"60",1.69190775715064,3.82096050810237e-17,-1.5735391488165e-16,-3.69269725994135e-17,7.53114777775525e-17,-1.2727344807417e-17,-7.92054810010145e-17,2.70577282748356e-17,1.52068041807876e-17,4.6238260287186e-17,-2.92946827208495e-17,"0","0",44.05124145,NA,NA,NA,0.0434357155796686,0.0153293413974088,0.0740943983744862,0.012777032784851
"61",1.74868664222833,3.82096050810237e-17,-1.5735391488165e-16,-3.69269725994135e-17,7.53114777775525e-17,-1.2727344807417e-17,-7.92054810010145e-17,2.70577282748356e-17,1.52068041807876e-17,4.6238260287186e-17,-2.92946827208495e-17,"0","0",44.05124145,NA,NA,NA,0.043936271405819,0.0155207313295644,0.0749777340649478,0.0128948087466901
"62",1.80546552730602,3.82096050810237e-17,-1.5735391488165e-16,-3.69269725994135e-17,7.53114777775525e-17,-1.2727344807417e-17,-7.92054810010145e-17,2.70577282748356e-17,1.52068041807876e-17,4.6238260287186e-17,-2.92946827208495e-17,"0","0",44.05124145,NA,NA,NA,0.0444420204882167,0.0157149453305706,0.075871911149358,0.0130121298270755
"63",1.86224441238371,3.82096050810237e-17,-1.5735391488165e-16,-3.69269725994135e-17,7.53114777775525e-17,-1.2727344807417e-17,-7.92054810010145e-17,2.70577282748356e-17,1.52068041807876e-17,4.6238260287186e-17,-2.92946827208495e-17,"0","0",44.05124145,NA,NA,NA,0.0449530034093322,0.0159120138683764,0.076777031146085,0.0131289756725793
"64",1.9190232974614,3.82096050810237e-17,-1.5735391488165e-16,-3.69269725994135e-17,7.53114777775525e-17,-1.2727344807417e-17,-7.92054810010145e-17,2.70577282748356e-17,1.52068041807876e-17,4.6238260287186e-17,-2.92946827208495e-17,"0","0",44.05124145,NA,NA,NA,0.0454692607587598,0.0161119672400882,0.0776931952389361,0.0132453262785834
"65",1.97580218253909,3.82096050810237e-17,-1.5735391488165e-16,-3.69269725994135e-17,7.53114777775525e-17,-1.2727344807417e-17,-7.92054810010145e-17,2.70577282748356e-17,1.52068041807876e-17,4.6238260287186e-17,-2.92946827208495e-17,"0","0",44.05124145,NA,NA,NA,0.0459908331247178,0.0163148355575277,0.0786205042397733,0.0133611620096623
"66",2.03258106761677,3.82096050810237e-17,-1.5735391488165e-16,-3.69269725994135e-17,7.53114777775525e-17,-1.2727344807417e-17,-7.92054810010145e-17,2.70577282748356e-17,1.52068041807876e-17,4.6238260287186e-17,-2.92946827208495e-17,"0","0",44.05124145,NA,NA,NA,0.0465177610853501,0.0165206487325985,0.079559058550547,0.0134764636201531
