"","pop_den","pred","commune","province"
"1",-0.1606494219117,0.00344767682664675,"Banteay Neang","Banteay Meanchey"
"2",-0.158862763529254,0.00344749501807329,"Banteay Neang","Banteay Meanchey"
"3",-0.157076105146808,0.00344731330521977,"Banteay Neang","Banteay Meanchey"
"4",-0.155289446764361,0.00344713168803651,"Banteay Neang","Banteay Meanchey"
"5",-0.153502788381915,0.00344695016647387,"Banteay Neang","Banteay Meanchey"
"6",-0.151716129999469,0.00344676874048224,"Banteay Neang","Banteay Meanchey"
"7",-0.149929471617022,0.00344658741001202,"Banteay Neang","Banteay Meanchey"
"8",-0.148142813234576,0.00344640617501364,"Banteay Neang","Banteay Meanchey"
"9",-0.14635615485213,0.00344622503543755,"Banteay Neang","Banteay Meanchey"
"10",-0.144569496469684,0.00344604399123425,"Banteay Neang","Banteay Meanchey"
"11",-0.142782838087237,0.00344586304235423,"Banteay Neang","Banteay Meanchey"
"12",-0.140996179704791,0.00344568218874803,"Banteay Neang","Banteay Meanchey"
"13",-0.139209521322345,0.0034455014303662,"Banteay Neang","Banteay Meanchey"
"14",-0.137422862939899,0.00344532076715932,"Banteay Neang","Banteay Meanchey"
"15",-0.135636204557452,0.00344514019907801,"Banteay Neang","Banteay Meanchey"
"16",-0.133849546175006,0.00344495972607289,"Banteay Neang","Banteay Meanchey"
"17",-0.13206288779256,0.00344477934809461,"Banteay Neang","Banteay Meanchey"
"18",-0.130276229410114,0.00344459906509387,"Banteay Neang","Banteay Meanchey"
"19",-0.128489571027667,0.00344441887702135,"Banteay Neang","Banteay Meanchey"
"20",-0.126702912645221,0.0034442387838278,"Banteay Neang","Banteay Meanchey"
"21",-0.124916254262775,0.00344405878546397,"Banteay Neang","Banteay Meanchey"
"22",-0.123129595880329,0.00344387888188064,"Banteay Neang","Banteay Meanchey"
"23",-0.121342937497882,0.00344369907302861,"Banteay Neang","Banteay Meanchey"
"24",-0.119556279115436,0.00344351935885871,"Banteay Neang","Banteay Meanchey"
"25",-0.11776962073299,0.0034433397393218,"Banteay Neang","Banteay Meanchey"
"26",-0.115982962350544,0.00344316021436875,"Banteay Neang","Banteay Meanchey"
"27",-0.114196303968097,0.00344298078395048,"Banteay Neang","Banteay Meanchey"
"28",-0.112409645585651,0.0034428014480179,"Banteay Neang","Banteay Meanchey"
"29",-0.110622987203205,0.00344262220652197,"Banteay Neang","Banteay Meanchey"
"30",-0.108836328820759,0.00344244305941368,"Banteay Neang","Banteay Meanchey"
"31",-0.107049670438312,0.00344226400664401,"Banteay Neang","Banteay Meanchey"
"32",-0.105263012055866,0.003442085048164,"Banteay Neang","Banteay Meanchey"
"33",-0.10347635367342,0.00344190618392471,"Banteay Neang","Banteay Meanchey"
"34",-0.101689695290974,0.0034417274138772,"Banteay Neang","Banteay Meanchey"
"35",-0.0999030369085274,0.00344154873797258,"Banteay Neang","Banteay Meanchey"
"36",-0.0981163785260811,0.00344137015616197,"Banteay Neang","Banteay Meanchey"
"37",-0.0963297201436349,0.00344119166839653,"Banteay Neang","Banteay Meanchey"
"38",-0.0945430617611886,0.00344101327462743,"Banteay Neang","Banteay Meanchey"
"39",-0.0927564033787424,0.00344083497480587,"Banteay Neang","Banteay Meanchey"
"40",-0.0909697449962961,0.00344065676888307,"Banteay Neang","Banteay Meanchey"
"41",-0.0891830866138499,0.00344047865681029,"Banteay Neang","Banteay Meanchey"
"42",-0.0873964282314036,0.00344030063853879,"Banteay Neang","Banteay Meanchey"
"43",-0.0856097698489574,0.00344012271401988,"Banteay Neang","Banteay Meanchey"
"44",-0.0838231114665111,0.00343994488320487,"Banteay Neang","Banteay Meanchey"
"45",-0.0820364530840648,0.00343976714604512,"Banteay Neang","Banteay Meanchey"
"46",-0.0802497947016186,0.003439589502492,"Banteay Neang","Banteay Meanchey"
"47",-0.0784631363191723,0.00343941195249689,"Banteay Neang","Banteay Meanchey"
"48",-0.0766764779367261,0.00343923449601123,"Banteay Neang","Banteay Meanchey"
"49",-0.0748898195542798,0.00343905713298646,"Banteay Neang","Banteay Meanchey"
"50",-0.0731031611718336,0.00343887986337405,"Banteay Neang","Banteay Meanchey"
"51",-0.0713165027893873,0.00343870268712548,"Banteay Neang","Banteay Meanchey"
"52",-0.0695298444069411,0.00343852560419229,"Banteay Neang","Banteay Meanchey"
"53",-0.0677431860244948,0.00343834861452601,"Banteay Neang","Banteay Meanchey"
"54",-0.0659565276420486,0.00343817171807821,"Banteay Neang","Banteay Meanchey"
"55",-0.0641698692596023,0.00343799491480049,"Banteay Neang","Banteay Meanchey"
"56",-0.0623832108771561,0.00343781820464445,"Banteay Neang","Banteay Meanchey"
"57",-0.0605965524947098,0.00343764158756174,"Banteay Neang","Banteay Meanchey"
"58",-0.0588098941122636,0.00343746506350403,"Banteay Neang","Banteay Meanchey"
"59",-0.0570232357298173,0.003437288632423,"Banteay Neang","Banteay Meanchey"
"60",-0.0552365773473711,0.00343711229427036,"Banteay Neang","Banteay Meanchey"
"61",-0.0534499189649248,0.00343693604899787,"Banteay Neang","Banteay Meanchey"
"62",-0.0516632605824785,0.00343675989655727,"Banteay Neang","Banteay Meanchey"
"63",-0.0498766022000323,0.00343658383690035,"Banteay Neang","Banteay Meanchey"
"64",-0.048089943817586,0.00343640786997893,"Banteay Neang","Banteay Meanchey"
"65",-0.0463032854351398,0.00343623199574484,"Banteay Neang","Banteay Meanchey"
"66",-0.0445166270526935,0.00343605621414995,"Banteay Neang","Banteay Meanchey"
"67",-0.0427299686702473,0.00343588052514613,"Banteay Neang","Banteay Meanchey"
"68",-0.040943310287801,0.00343570492868529,"Banteay Neang","Banteay Meanchey"
"69",-0.0391566519053548,0.00343552942471936,"Banteay Neang","Banteay Meanchey"
"70",-0.0373699935229085,0.00343535401320031,"Banteay Neang","Banteay Meanchey"
"71",-0.0355833351404623,0.00343517869408012,"Banteay Neang","Banteay Meanchey"
"72",-0.033796676758016,0.00343500346731078,"Banteay Neang","Banteay Meanchey"
"73",-0.0320100183755698,0.00343482833284433,"Banteay Neang","Banteay Meanchey"
"74",-0.0302233599931235,0.00343465329063282,"Banteay Neang","Banteay Meanchey"
"75",-0.0284367016106772,0.00343447834062833,"Banteay Neang","Banteay Meanchey"
"76",-0.026650043228231,0.00343430348278296,"Banteay Neang","Banteay Meanchey"
"77",-0.0248633848457847,0.00343412871704884,"Banteay Neang","Banteay Meanchey"
"78",-0.0230767264633385,0.00343395404337811,"Banteay Neang","Banteay Meanchey"
"79",-0.0212900680808922,0.00343377946172296,"Banteay Neang","Banteay Meanchey"
