"","propPrimSec","pop_den","M6_24_sch","pig_fam","dist_sch","garbage","crim_case","Pax_migt_out","mean_elev","dist_border","dist_provCap","elc","PA","areaKM","year","Province","Provcomm","fit","se.fit","U_SE","L_SE"
"37",-1.89828343222978,3.82096050810237e-17,-1.5735391488165e-16,7.53114777775525e-17,-1.2727344807417e-17,-7.92054810010145e-17,2.70577282748356e-17,1.52068041807876e-17,4.6238260287186e-17,-2.92946827208495e-17,7.82405860655174e-17,"0","0",44.05124145,NA,NA,NA,0.0309008321975444,0.0108435087160888,0.052587849629722,0.0092138147653669
"38",-1.85663468356794,3.82096050810237e-17,-1.5735391488165e-16,7.53114777775525e-17,-1.2727344807417e-17,-7.92054810010145e-17,2.70577282748356e-17,1.52068041807876e-17,4.6238260287186e-17,-2.92946827208495e-17,7.82405860655174e-17,"0","0",44.05124145,NA,NA,NA,0.0308965764024695,0.0108418322830643,0.0525802409685981,0.00921291183634088
"39",-1.81498593490611,3.82096050810237e-17,-1.5735391488165e-16,7.53114777775525e-17,-1.2727344807417e-17,-7.92054810010145e-17,2.70577282748356e-17,1.52068041807876e-17,4.6238260287186e-17,-2.92946827208495e-17,7.82405860655174e-17,"0","0",44.05124145,NA,NA,NA,0.030892321696518,0.010840159459594,0.052572640615706,0.00921200277732997
"40",-1.77333718624428,3.82096050810237e-17,-1.5735391488165e-16,7.53114777775525e-17,-1.2727344807417e-17,-7.92054810010145e-17,2.70577282748356e-17,1.52068041807876e-17,4.6238260287186e-17,-2.92946827208495e-17,7.82405860655174e-17,"0","0",44.05124145,NA,NA,NA,0.0308880680794548,0.0108384902436093,0.0525650485666733,0.00921108759223628
"41",-1.73168843758244,3.82096050810237e-17,-1.5735391488165e-16,7.53114777775525e-17,-1.2727344807417e-17,-7.92054810010145e-17,2.70577282748356e-17,1.52068041807876e-17,4.6238260287186e-17,-2.92946827208495e-17,7.82405860655174e-17,"0","0",44.05124145,NA,NA,NA,0.0308838155510449,0.0108368246330394,0.0525574648171238,0.00921016628496611
"42",-1.69003968892061,3.82096050810237e-17,-1.5735391488165e-16,7.53114777775525e-17,-1.2727344807417e-17,-7.92054810010145e-17,2.70577282748356e-17,1.52068041807876e-17,4.6238260287186e-17,-2.92946827208495e-17,7.82405860655174e-17,"0","0",44.05124145,NA,NA,NA,0.0308795641110534,0.0108351626258117,0.0525498893626768,0.00920923885942999
"43",-1.64839094025878,3.82096050810237e-17,-1.5735391488165e-16,7.53114777775525e-17,-1.2727344807417e-17,-7.92054810010145e-17,2.70577282748356e-17,1.52068041807876e-17,4.6238260287186e-17,-2.92946827208495e-17,7.82405860655174e-17,"0","0",44.05124145,NA,NA,NA,0.0308753137592451,0.0108335042198513,0.0525423221989477,0.00920830531954262
"44",-1.60674219159694,3.82096050810237e-17,-1.5735391488165e-16,7.53114777775525e-17,-1.2727344807417e-17,-7.92054810010145e-17,2.70577282748356e-17,1.52068041807876e-17,4.6238260287186e-17,-2.92946827208495e-17,7.82405860655174e-17,"0","0",44.05124145,NA,NA,NA,0.0308710644953853,0.0108318494130812,0.0525347633215476,0.00920736566922291
"45",-1.56509344293511,3.82096050810237e-17,-1.5735391488165e-16,7.53114777775525e-17,-1.2727344807417e-17,-7.92054810010145e-17,2.70577282748356e-17,1.52068041807876e-17,4.6238260287186e-17,-2.92946827208495e-17,7.82405860655174e-17,"0","0",44.05124145,NA,NA,NA,0.0308668163192388,0.0108301982034224,0.0525272127260837,0.00920641991239392
"46",-1.52344469427327,3.82096050810237e-17,-1.5735391488165e-16,7.53114777775525e-17,-1.2727344807417e-17,-7.92054810010145e-17,2.70577282748356e-17,1.52068041807876e-17,4.6238260287186e-17,-2.92946827208495e-17,7.82405860655174e-17,"0","0",44.05124145,NA,NA,NA,0.0308625692305709,0.010828550588794,0.0525196704081589,0.00920546805298292
"47",-1.48179594561144,3.82096050810237e-17,-1.5735391488165e-16,7.53114777775525e-17,-1.2727344807417e-17,-7.92054810010145e-17,2.70577282748356e-17,1.52068041807876e-17,4.6238260287186e-17,-2.92946827208495e-17,7.82405860655174e-17,"0","0",44.05124145,NA,NA,NA,0.0308583232291466,0.0108269065671127,0.052512136363372,0.0092045100949213
"48",-1.44014719694961,3.82096050810237e-17,-1.5735391488165e-16,7.53114777775525e-17,-1.2727344807417e-17,-7.92054810010145e-17,2.70577282748356e-17,1.52068041807876e-17,4.6238260287186e-17,-2.92946827208495e-17,7.82405860655174e-17,"0","0",44.05124145,NA,NA,NA,0.0308540783147312,0.0108252661362933,0.0525046105873177,0.00920354604214464
"49",-1.39849844828777,3.82096050810237e-17,-1.5735391488165e-16,7.53114777775525e-17,-1.2727344807417e-17,-7.92054810010145e-17,2.70577282748356e-17,1.52068041807876e-17,4.6238260287186e-17,-2.92946827208495e-17,7.82405860655174e-17,"0","0",44.05124145,NA,NA,NA,0.0308498344870896,0.0108236292942485,0.0524970930755866,0.00920257589859268
"50",-1.35684969962594,3.82096050810237e-17,-1.5735391488165e-16,7.53114777775525e-17,-1.2727344807417e-17,-7.92054810010145e-17,2.70577282748356e-17,1.52068041807876e-17,4.6238260287186e-17,-2.92946827208495e-17,7.82405860655174e-17,"0","0",44.05124145,NA,NA,NA,0.0308455917459873,0.010821996038889,0.0524895838237654,0.00920159966820926
"51",-1.3152009509641,3.82096050810237e-17,-1.5735391488165e-16,7.53114777775525e-17,-1.2727344807417e-17,-7.92054810010145e-17,2.70577282748356e-17,1.52068041807876e-17,4.6238260287186e-17,-2.92946827208495e-17,7.82405860655174e-17,"0","0",44.05124145,NA,NA,NA,0.0308413500911894,0.0108203663681235,0.0524820828274364,0.00920061735494239
"52",-1.27355220230227,3.82096050810237e-17,-1.5735391488165e-16,7.53114777775525e-17,-1.2727344807417e-17,-7.92054810010145e-17,2.70577282748356e-17,1.52068041807876e-17,4.6238260287186e-17,-2.92946827208495e-17,7.82405860655174e-17,"0","0",44.05124145,NA,NA,NA,0.0308371095224611,0.0108187402798585,0.052474590082178,0.0091996289627442
"53",-1.23190345364044,3.82096050810237e-17,-1.5735391488165e-16,7.53114777775525e-17,-1.2727344807417e-17,-7.92054810010145e-17,2.70577282748356e-17,1.52068041807876e-17,4.6238260287186e-17,-2.92946827208495e-17,7.82405860655174e-17,"0","0",44.05124145,NA,NA,NA,0.0308328700395678,0.0108171177719984,0.0524671055835646,0.00919863449557094
"54",-1.1902547049786,3.82096050810237e-17,-1.5735391488165e-16,7.53114777775525e-17,-1.2727344807417e-17,-7.92054810010145e-17,2.70577282748356e-17,1.52068041807876e-17,4.6238260287186e-17,-2.92946827208495e-17,7.82405860655174e-17,"0","0",44.05124145,NA,NA,NA,0.0308286316422747,0.0108154988424459,0.0524596293271664,0.00919763395738296
"55",-1.14860595631677,3.82096050810237e-17,-1.5735391488165e-16,7.53114777775525e-17,-1.2727344807417e-17,-7.92054810010145e-17,2.70577282748356e-17,1.52068041807876e-17,4.6238260287186e-17,-2.92946827208495e-17,7.82405860655174e-17,"0","0",44.05124145,NA,NA,NA,0.0308243943303472,0.0108138834891012,0.0524521613085497,0.00919662735214474
"56",-1.10695720765493,3.82096050810237e-17,-1.5735391488165e-16,7.53114777775525e-17,-1.2727344807417e-17,-7.92054810010145e-17,2.70577282748356e-17,1.52068041807876e-17,4.6238260287186e-17,-2.92946827208495e-17,7.82405860655174e-17,"0","0",44.05124145,NA,NA,NA,0.0308201581035507,0.0108122717098629,0.0524447015232765,0.00919561468382483
"57",-1.0653084589931,3.82096050810237e-17,-1.5735391488165e-16,7.53114777775525e-17,-1.2727344807417e-17,-7.92054810010145e-17,2.70577282748356e-17,1.52068041807876e-17,4.6238260287186e-17,-2.92946827208495e-17,7.82405860655174e-17,"0","0",44.05124145,NA,NA,NA,0.0308159229616504,0.0108106635026273,0.052437249966905,0.00919459595639588
"58",-1.02365971033127,3.82096050810237e-17,-1.5735391488165e-16,7.53114777775525e-17,-1.2727344807417e-17,-7.92054810010145e-17,2.70577282748356e-17,1.52068041807876e-17,4.6238260287186e-17,-2.92946827208495e-17,7.82405860655174e-17,"0","0",44.05124145,NA,NA,NA,0.030811688904412,0.0108090588652887,0.0524298066349893,0.00919357117383464
