"","elc","pop_den","mean_elev","dist_border","dist_provCap","PA","areaKM","Province","Provcomm","year","pred"
"1","0",-0.119018839672003,0.0197378341137035,-0.00974066579079729,0.0617472393756769,"0",2337.461515,"Mondul Kiri","Mondul Kiri_Bu Chri",0.00680079153557118,960.777957486929
"2","1",-0.119018839672003,0.0197378341137035,-0.00974066579079729,0.0617472393756769,"0",2337.461515,"Mondul Kiri","Mondul Kiri_Bu Chri",0.00680079153557118,960.777185495004
"3","1",-0.119018839672003,0.0197378341137035,-0.00974066579079729,0.0617472393756769,"0",81.82640508,"Kampong Cham","Kampong Cham_Tramung",0.00680079153557118,0.00822465536039665
"4","0",-0.119018839672003,0.0197378341137035,-0.00974066579079729,0.0617472393756769,"0",81.82640508,"Kampong Cham","Kampong Cham_Tramung",0.00680079153557118,0.00822466196897105
