"","pop_den","mean_elev","dist_border","dist_provCap","elc","PA","areaKM","Province","Provcomm","year","pred"
"1",-0.165508577068673,0.0197378341137035,-0.00974066579079729,0.0617472393756769,"0","0",1780.473649,"Koh Kong","Koh Kong_Ta Tey Leu",0.00680079153557118,0.498165454399286
"2",1.61763770064155,0.0197378341137035,-0.00974066579079729,0.0617472393756769,"0","0",2.1054342,"Kandal","Kandal_Preaek Ruessei",0.00680079153557118,5.78316205701421e-08
