"","mean_elev","pop_den","dist_border","dist_provCap","elc","PA","areaKM","Province","Provcomm","year","pred"
"1",-0.52646232753101,-0.119018839672003,-0.00974066579079729,0.0617472393756769,"0","0",39.88440748,"Svay Rieng","Svay Rieng_Thmei",0.00680079153557118,0.0676581596536511
"2",8.96732618791249,-0.119018839672003,-0.00974066579079729,0.0617472393756769,"0","0",751.9679,"Mondul Kiri","Mondul Kiri_Dak Dam",0.00680079153557118,11472.8599171365
