"","dist_provCap","pop_den","mean_elev","dist_border","elc","PA","areaKM","Province","Provcomm","year","pred"
"1",-1.64352944773286,-0.119018839672003,0.0197378341137035,-0.00974066579079729,"0","0",2.21951073,"Battambang","Battambang_Svay Pao",0.00680079153557118,0.014538291700282
"2",3.96306316025818,-0.119018839672003,0.0197378341137035,-0.00974066579079729,"0","0",375.4781992,"Stung Treng","Stung Treng_Thma Kaev",0.00680079153557118,2486.64611134931
