"","PA","pop_den","mean_elev","dist_border","dist_provCap","elc","areaKM","Province","Provcomm","year","pred"
"1","0",-0.119018839672003,0.0197378341137035,-0.00974066579079729,0.0617472393756769,"0",1153.174213,"Kracheh","Kracheh_Boeng Char",0.00680079153557118,1057.81519644042
"2","1",-0.119018839672003,0.0197378341137035,-0.00974066579079729,0.0617472393756769,"0",1153.174213,"Kracheh","Kracheh_Boeng Char",0.00680079153557118,1067.64695065969
"3","0",-0.119018839672003,0.0197378341137035,-0.00974066579079729,0.0617472393756769,"0",114.8297874,"Banteay Meanchey","Banteay Meanchey_Chamnaom",0.00680079153557118,0.0872568237257406
"4","1",-0.119018839672003,0.0197378341137035,-0.00974066579079729,0.0617472393756769,"0",114.8297874,"Banteay Meanchey","Banteay Meanchey_Chamnaom",0.00680079153557118,0.0880678232724591
