,(Intercept),corn_med,cpi,for_prod,for_rem,nfi,rice_med,rub_med,sug_med,time,df,logLik,AICc,delta,weight
451,808.9231115,NA,-2.71667136,NA,NA,NA,NA,0.086235292,0.471842401,1.020929351,6,-157.1514645,331.902929,66.63739461,5.29E-16
405,750.1853065,NA,NA,-0.000501758,NA,0.400368751,NA,NA,0.008141281,0.922964201,6,-157.171544,331.9430881,66.6775537,5.19E-16
307,807.6551912,NA,-2.396632136,NA,NA,0.702310881,0.510817286,NA,NA,1.084708765,6,-157.1849145,331.9698289,66.70429457,5.12E-16
324,805.7328039,0.435841272,-2.578275028,NA,NA,NA,NA,0.089766544,NA,1.014315274,6,-157.2000249,332.0000497,66.73451535,5.04E-16
388,812.2516496,1.151016058,-2.924216165,NA,NA,NA,NA,NA,0.862499608,1.037689835,6,-157.2007151,332.0014302,66.73589586,5.04E-16
390,746.3755115,0.219715912,NA,-0.000521108,NA,NA,NA,NA,0.035915625,0.887590355,6,-157.243065,332.0861299,66.82059557,4.83E-16
292,799.2001506,0.572979302,-2.342955419,NA,NA,NA,0.537629785,NA,NA,1.029505211,6,-157.3575661,332.3151322,67.04959785,4.31E-16
369,750.2510157,NA,NA,NA,NA,0.511164958,0.109780841,0.045699652,NA,1.036960615,6,-157.7626976,333.1253952,67.85986087,2.87E-16
338,751.1583896,0.190063216,NA,NA,NA,0.586187758,NA,0.041846789,NA,1.041969467,6,-157.7648202,333.1296405,67.86410609,2.86E-16
465,751.4599315,NA,NA,NA,NA,0.567404872,NA,0.052085788,-0.071100823,1.038394894,6,-157.7681608,333.1363216,67.87078718,2.86E-16
402,751.5535073,0.545313622,NA,NA,NA,0.638524172,NA,NA,0.140556051,1.052586331,6,-157.8194571,333.2389142,67.97337982,2.71E-16
306,752.4664545,0.644059522,NA,NA,NA,0.691763628,-0.048365669,NA,NA,1.05463018,6,-157.8277279,333.2554558,67.98992147,2.69E-16
354,745.436612,-0.592656922,NA,NA,NA,NA,0.427444411,0.06053529,NA,0.998755794,6,-157.8393375,333.278675,68.01314067,2.66E-16
433,750.4888483,NA,NA,NA,NA,0.480204698,0.201273749,NA,0.17671765,1.042770635,6,-157.8559841,333.3119682,68.04643385,2.62E-16
481,745.341582,NA,NA,NA,NA,NA,0.273934843,0.044599152,-0.007959356,0.998806107,6,-157.8758088,333.3516175,68.08608317,2.56E-16
450,747.1108553,-0.079001238,NA,NA,NA,NA,NA,0.055630981,0.003094955,0.993877248,6,-157.9268842,333.4537685,68.18823412,2.44E-16
418,745.7586302,-0.017289553,NA,NA,NA,NA,0.351882188,NA,0.216283477,1.007280573,6,-157.9544037,333.5088073,68.24327297,2.37E-16
343,813.723799,NA,-2.757727557,-0.000497447,NA,0.700254288,NA,0.119254269,NA,0.959901745,7,-156.013283,334.0265661,68.76103172,1.83E-16
359,803.7060185,NA,-2.70272984,-0.000540536,NA,NA,0.524782487,0.107908726,NA,0.903118071,7,-156.0633323,334.1266647,68.86113032,1.74E-16
328,797.8946258,-0.150951663,-2.306783907,-0.000561062,NA,NA,NA,0.12260084,NA,0.886041457,7,-156.2670498,334.5340996,69.26856518,1.42E-16
455,797.9744837,NA,-2.317335701,-0.000559206,NA,NA,NA,0.119963727,-0.056024251,0.886327696,7,-156.2695383,334.5390766,69.27354225,1.42E-16
280,814.9787432,1.384565573,-2.692989184,-0.000368795,NA,0.98803209,NA,NA,NA,1.024227814,7,-156.4147253,334.8294506,69.56391619,1.22E-16
404,842.1803738,1.761045507,-3.874202652,NA,NA,1.223708477,NA,NA,0.838985198,1.143541229,7,-156.5096222,335.0192444,69.75370999,1.11E-16
29,-3817.312943,NA,NA,-0.001319535,0.048692182,-2.320377458,NA,NA,NA,NA,5,-160.6491148,335.0482295,69.78269513,1.10E-16
423,797.6495116,NA,-2.375713778,-0.000445112,NA,NA,0.65650253,NA,0.506231953,0.940142888,7,-156.5534649,335.1069297,69.84139534,1.07E-16
311,797.0635525,NA,-2.102070418,-0.000456236,NA,0.465387453,0.543040502,NA,NA,0.964752722,7,-156.5590023,335.1180046,69.85247021,1.06E-16
340,832.7656195,1.133615591,-3.418499739,NA,NA,1.150432409,NA,0.073440014,NA,1.115485207,7,-156.6018722,335.2037444,69.93821007,1.02E-16
407,804.6802823,NA,-2.256445795,-0.000396594,NA,0.687340533,NA,NA,0.545747144,0.995347517,7,-156.6352757,335.2705514,70.00501699,9.82E-17
296,790.0687239,0.211524769,-2.004157802,-0.00048439,NA,NA,0.606181808,NA,NA,0.921972145,7,-156.6504778,335.3009557,70.0354213,9.67E-17
371,823.8397236,NA,-3.15576321,NA,NA,0.801739413,0.357421203,0.099820651,NA,1.086531732,7,-156.7013305,335.402661,70.13712666,9.19E-17
392,799.3217349,0.888061652,-2.366997814,-0.000414773,NA,NA,NA,NA,0.571942588,0.939098742,7,-156.7134639,335.4269278,70.16139341,9.08E-17
358,742.9475024,-1.379295815,NA,-0.000630839,NA,NA,0.58408575,0.103207347,NA,0.858763207,7,-156.7190641,335.4381282,70.17259385,9.03E-17
467,827.5762213,NA,-3.213179546,NA,NA,0.923744413,NA,0.091935154,0.420310842,1.097396393,7,-156.7192008,335.4384017,70.17286731,9.03E-17
454,746.4556343,-0.9114247,NA,-0.000686671,NA,NA,NA,0.137362135,-0.657606149,0.827839682,7,-156.7515727,335.5031453,70.23761094,8.74E-17
308,831.6934255,2.08157876,-3.220564875,NA,NA,1.407305305,-0.263362067,NA,NA,1.139214479,7,-156.7883114,335.5766227,70.31108833,8.43E-17
469,747.8594652,NA,NA,-0.00060082,NA,0.362778977,NA,0.093778121,-0.535624114,0.882101117,7,-156.8040752,335.6081504,70.34261604,8.30E-17
485,743.4588013,NA,NA,-0.000621493,NA,NA,0.246427055,0.088396338,-0.517505103,0.853103131,7,-156.8277551,335.6555103,70.38997592,8.10E-17
342,747.0763675,-0.517981347,NA,-0.000579952,NA,0.243860173,NA,0.087634601,NA,0.883490059,7,-156.8685885,335.737177,70.47164265,7.78E-17
373,745.5639409,NA,NA,-0.00054969,NA,0.262313849,0.148147829,0.063323385,NA,0.896665223,7,-156.8925107,335.7850214,70.51948703,7.59E-17
483,814.7925156,NA,-3.127333957,NA,NA,NA,0.592488833,0.074512856,0.497820738,1.034461905,7,-156.9068036,335.8136071,70.54807276,7.49E-17
435,820.4351491,NA,-3.04505383,NA,NA,0.688601541,0.495782985,NA,0.798338342,1.098409751,7,-156.9213107,335.8426215,70.57708709,7.38E-17
356,808.6362345,-0.304162166,-2.819627571,NA,NA,NA,0.657056662,0.100216813,NA,1.023816936,7,-156.9843826,335.9687651,70.70323077,6.93E-17
420,813.2136656,0.650288235,-3.045693472,NA,NA,NA,0.496390015,NA,0.832119346,1.044878698,7,-157.0761649,336.1523297,70.88679538,6.32E-17
452,813.2136938,0.674094411,-2.96174291,NA,NA,NA,NA,0.061590114,0.590635166,1.027810854,7,-157.0870117,336.1740234,70.90848905,6.25E-17
437,747.0879325,NA,NA,-0.000515694,NA,0.260546299,0.303836183,NA,-0.046016497,0.912456379,7,-157.1099185,336.2198369,70.95430254,6.11E-17
310,746.7677815,-0.076745068,NA,-0.000516353,NA,0.232854671,0.33076686,NA,NA,0.910946845,7,-157.1103296,336.2206593,70.95512492,6.11E-17
422,744.6578415,-0.302505242,NA,-0.000540886,NA,NA,0.480864424,NA,-0.026275157,0.888778646,7,-157.1264628,336.2529255,70.98739115,6.01E-17
406,749.6141634,0.35743175,NA,-0.000491341,NA,0.448987445,NA,NA,-0.032487713,0.928920899,7,-157.1434588,336.2869176,71.02138328,5.91E-17
13,-3304.359238,NA,NA,-0.001442922,0.043376016,NA,NA,NA,NA,NA,4,-162.9740697,336.3010805,71.03554612,5.87E-17
31,-4390.131605,NA,2.943953764,-0.00129653,0.054053209,-2.634886838,NA,NA,NA,NA,6,-159.7900647,337.1801294,71.91459504,3.78E-17
497,750.4223298,NA,NA,NA,NA,0.518563123,0.110137609,0.048981251,-0.072022018,1.036378318,7,-157.7608442,337.5216883,72.25615396,3.19E-17
370,750.3956087,0.054250605,NA,NA,NA,0.527194846,0.090562954,0.044253718,NA,1.038169261,7,-157.762501,337.525002,72.25946765,3.18E-17
466,751.2984867,0.177047641,NA,NA,NA,0.590068751,NA,0.044798878,-0.054117505,1.041330956,7,-157.7637981,337.5275962,72.26206182,3.18E-17
434,751.937233,0.606593718,NA,NA,NA,0.668079764,-0.049072167,NA,0.140722202,1.054303248,7,-157.8187179,337.6374358,72.37190145,3.01E-17
93,-3746.224318,NA,NA,-0.001358107,0.047879,-2.342777838,NA,0.119474017,NA,NA,6,-160.0191762,337.6383524,72.37281802,3.01E-17
482,745.5739501,-0.635850594,NA,NA,NA,NA,0.442186829,0.065944565,-0.09325251,0.997276408,7,-157.8364063,337.6728125,72.40727814,2.96E-17
61,-3844.728562,NA,NA,-0.001317913,0.048887391,-2.686381539,0.898107978,NA,NA,NA,6,-160.23312,338.0662399,72.80070554,2.43E-17
30,-3822.320994,-0.712163783,NA,-0.001330827,0.0487645,-2.377090216,NA,NA,NA,NA,6,-160.5636063,338.7272126,73.46167822,1.74E-17
77,-3231.451531,NA,NA,-0.001481047,0.042547131,NA,NA,0.114551716,NA,NA,5,-162.5085758,338.7671515,73.50161717,1.71E-17
157,-3803.921469,NA,NA,-0.001328548,0.048556936,-2.291854983,NA,NA,-0.174505276,NA,6,-160.6382694,338.8765388,73.61100441,1.62E-17
375,814.1867779,NA,-2.924676453,-0.000500105,NA,0.55405829,0.374193324,0.111891505,NA,0.955261881,8,-155.9173473,338.9116176,73.64608321,1.59E-17
360,800.9492554,-1.064901096,-2.580617939,-0.000590457,NA,NA,0.784207618,0.136793671,NA,0.890661264,8,-155.9336069,338.9441369,73.67860251,1.56E-17
344,817.8679823,0.428807682,-2.932242642,-0.000467368,NA,0.794299923,NA,0.105845289,NA,0.977313766,8,-155.9886163,339.0541557,73.78862136,1.48E-17
126,-3790.34655,-7.28815494,NA,-0.001523743,0.048124695,-4.231762907,3.131632529,0.292117861,NA,NA,8,-155.9992366,339.0753963,73.80986191,1.47E-17
471,813.2238923,NA,-2.734290588,-0.000501959,NA,0.69967974,NA,0.120828209,-0.041018015,0.958026095,8,-156.0126998,339.1023227,73.83678828,1.45E-17
487,803.4960293,NA,-2.692654054,-0.000542423,NA,NA,0.524203763,0.108580036,-0.017197266,0.90234036,8,-156.0632305,339.2033841,73.93784973,1.37E-17
15,-3578.172222,NA,1.601641225,-0.001439505,0.045900633,NA,NA,NA,NA,NA,5,-162.7626637,339.2753274,74.00979302,1.33E-17
5,743.4455368,NA,NA,-0.001600897,NA,NA,NA,NA,NA,NA,3,-165.994578,339.3224894,74.056955,1.30E-17
141,-3277.441342,NA,NA,-0.001471397,0.043110496,NA,NA,NA,-0.662885836,NA,5,-162.8420931,339.4341862,74.16865183,1.22E-17
408,827.7023356,1.466379105,-3.306729432,-0.000304907,NA,1.020374492,NA,NA,0.629298592,1.053476612,8,-156.2520588,339.5810406,74.31550626,1.14E-17
456,796.3029768,-0.210673992,-2.228686468,-0.00057609,NA,NA,NA,0.128684432,-0.109088496,0.88011295,8,-156.2635728,339.6040688,74.3385344,1.13E-17
14,-3302.457868,-0.179846037,NA,-0.001446535,0.043361466,NA,NA,NA,NA,NA,5,-162.9695917,339.6891835,74.42364913,1.08E-17
45,-3304.37459,NA,NA,-0.001442917,0.043376201,NA,-0.000257749,NA,NA,NA,5,-162.9740696,339.6981392,74.43260488,1.07E-17
312,814.2080555,1.317935978,-2.677269534,-0.000373322,NA,0.954806751,0.047018554,NA,NA,1.021062862,8,-156.4140259,339.904975,74.63944058,9.68E-18
439,806.5912296,NA,-2.559157235,-0.00040678,NA,0.482080862,0.529689851,NA,0.523453737,0.986739324,8,-156.4474701,339.9718633,74.7063289,9.36E-18
468,841.6872283,1.414006302,-3.863293341,NA,NA,1.176848641,NA,0.041800234,0.655375554,1.132783122,8,-156.455051,339.9870251,74.72149077,9.29E-18
486,743.78331,-1.932347141,NA,-0.000747476,NA,NA,0.752168012,0.162143051,-0.880000253,0.818919042,8,-156.4675423,340.0120076,74.74647328,9.18E-18
62,-3915.754728,-3.644851665,NA,-0.001373016,0.049580743,-3.582669442,2.385201675,NA,NA,NA,7,-159.0131692,340.0263385,74.7608041,9.11E-18
436,846.5260159,2.181518823,-3.954133354,NA,NA,1.426480063,-0.31662302,NA,0.854466891,1.156495646,8,-156.4754984,340.0279198,74.76238545,9.10E-18
25,-4484.622328,NA,NA,NA,0.055856845,-2.748859386,NA,NA,NA,NA,4,-164.8478998,340.0487409,74.78320649,9.01E-18
32,-4670.76179,-2.215401435,4.306161917,-0.001321011,0.056758798,-2.956836917,NA,NA,NA,NA,7,-159.0668863,340.1337726,74.86823827,8.63E-18
424,799.8593145,0.298444713,-2.482527199,-0.000433149,NA,NA,0.572960388,NA,0.524003543,0.943028658,8,-156.5406148,340.1581527,74.8926183,8.53E-18
94,-3705.466771,-2.771626902,NA,-0.001434742,0.047471273,-2.582479242,NA,0.220729029,NA,NA,7,-159.0796811,340.1593622,74.89382787,8.52E-18
21,730.3434884,NA,NA,-0.001520032,NA,-1.803754618,NA,NA,NA,NA,4,-164.9612536,340.2754485,75.00991408,8.04E-18
372,833.3392165,1.211014477,-3.424721941,NA,NA,1.184333177,-0.050466137,0.072156259,NA,1.117736679,8,-156.6010759,340.2790748,75.01354041,8.03E-18
499,828.3369451,NA,-3.393996684,NA,NA,0.777981293,0.373912416,0.083637854,0.444836922,1.093870432,8,-156.6295861,340.3360953,75.07056096,7.80E-18
374,739.5287461,-1.858707747,NA,-0.000676494,NA,-0.344299743,0.815432263,0.116928744,NA,0.822891611,8,-156.6890413,340.4550057,75.18947129,7.35E-18
470,748.2025215,-0.775691926,NA,-0.000661608,NA,0.242779679,NA,0.129922175,-0.657030394,0.853424509,8,-156.7226926,340.5223083,75.25677392,7.11E-18
501,746.3871485,NA,NA,-0.000603504,NA,0.293317435,0.154573847,0.089607261,-0.538991967,0.878572779,8,-156.7883577,340.6536384,75.38810406,6.66E-18
484,814.6089945,-0.046587957,-3.11830347,NA,NA,NA,0.603896583,0.075990429,0.490110927,1.034246866,8,-156.9065814,340.8900859,75.62455154,5.91E-18
159,-4468.533855,NA,3.733425098,-0.001340978,0.054731297,-2.559040742,NA,NA,-0.980051757,NA,7,-159.4803168,340.9606336,75.69509922,5.71E-18
205,-3107.986605,NA,NA,-0.00158355,0.041250198,NA,NA,0.197100216,-1.74663928,NA,6,-161.7818357,341.1636714,75.89813705,5.16E-18
95,-4214.953791,NA,2.262776565,-0.001324988,0.05232503,-2.575550559,NA,0.071658948,NA,NA,7,-159.5980942,341.1961883,75.93065394,5.08E-18
64,-4811.237725,-5.365782697,4.52189598,-0.001364757,0.058015175,-4.249992027,2.501003868,NA,NA,NA,8,-157.0801169,341.2371568,75.97162241,4.97E-18
63,-4331.509088,NA,2.553717437,-0.001298555,0.053465813,-2.824256499,0.566978345,NA,NA,NA,7,-159.6286744,341.2573488,75.99181447,4.92E-18
221,-3625.078823,NA,NA,-0.001435425,0.046612203,-2.163783851,NA,0.173799744,-1.157432515,NA,7,-159.6418438,341.2836876,76.01815326,4.86E-18
438,746.9012441,-0.068947455,NA,-0.000519039,NA,0.237766972,0.332956606,NA,-0.04336991,0.910300254,8,-157.1094366,341.2957962,76.03026181,4.83E-18
69,738.3691824,NA,NA,-0.001641008,NA,NA,NA,0.130881196,NA,NA,4,-165.5315894,341.41612,76.15058562,4.55E-18
254,-3573.255606,-8.373688988,NA,-0.001689088,0.045831507,-4.147321135,3.491181738,0.419009664,-2.087550274,NA,9,-154.2258734,341.4517468,76.18621241,4.47E-18
9,-3941.489324,NA,NA,NA,0.050255949,NA,NA,NA,NA,NA,3,-167.1202152,341.5737638,76.30822943,4.20E-18
256,-4520.941311,-9.932053842,5.087132174,-0.00171291,0.054718722,-4.718331295,3.599582851,0.404855967,-2.932360302,NA,10,-150.7954972,341.5909943,76.32545998,4.17E-18
125,-3777.348421,NA,NA,-0.001350726,0.0481501,-2.60170747,0.644226406,0.10021652,NA,NA,7,-159.8116452,341.6232904,76.35775607,4.10E-18
78,-3169.685552,-1.832372692,NA,-0.001540028,0.041916916,NA,NA,0.18116028,NA,NA,6,-162.1796403,341.9592806,76.69374618,3.47E-18
27,-5105.171928,NA,3.255380724,NA,0.061646864,-3.088378663,NA,NA,NA,NA,5,-164.1341122,342.0182243,76.75268997,3.36E-18
133,745.9299267,NA,NA,-0.001632835,NA,NA,NA,NA,-0.769635328,NA,4,-165.8592359,342.071413,76.80587864,3.28E-18
143,-3711.450135,NA,2.686082927,-0.001492322,0.04709593,NA,NA,NA,-1.283414856,NA,6,-162.3516337,342.3032674,77.037733,2.92E-18
6,744.1306341,-0.226663831,NA,-0.001605384,NA,NA,NA,NA,NA,NA,4,-165.9891725,342.3312861,77.06575173,2.88E-18
37,742.5678781,NA,NA,-0.001602977,NA,NA,0.120518844,NA,NA,NA,4,-165.9893311,342.3316033,77.06606892,2.88E-18
7,742.2224173,NA,0.051258033,-0.001601082,NA,NA,NA,NA,NA,NA,4,-165.9944059,342.341753,77.07621858,2.86E-18
189,-3820.832826,NA,NA,-0.001334692,0.048642675,-2.648229451,0.935313799,NA,-0.326187036,NA,7,-160.1944455,342.3888909,77.12335653,2.80E-18
128,-4478.639605,-8.031961461,3.381266952,-0.001495101,0.054648599,-4.634010141,3.106970103,0.248578285,NA,NA,9,-154.6986931,342.3973861,77.13185175,2.78E-18
109,-3242.542701,NA,NA,-0.001478376,0.042684079,NA,-0.277270556,0.123074153,NA,NA,6,-162.4731082,342.5462164,77.28068199,2.58E-18
79,-3359.899538,NA,0.696027402,-0.001474617,0.04375177,NA,NA,0.09969342,NA,NA,6,-162.4752725,342.5505449,77.28501056,2.58E-18
85,724.7977286,NA,NA,-0.001560232,NA,-1.839166122,NA,0.136351848,NA,NA,5,-164.4074207,342.5648415,77.29930711,2.56E-18
498,750.4637592,0.017048803,NA,NA,NA,0.523427491,0.104089841,0.048450031,-0.070336026,1.036771779,8,-157.7608258,342.5985746,77.33304023,2.52E-18
57,-4511.626477,NA,NA,NA,0.056046111,-3.119957555,0.91192061,NA,NA,NA,5,-164.5567421,342.8634842,77.59794983,2.21E-18
16,-3646.521674,-0.834650831,2.053060075,-0.00145531,0.046544666,NA,NA,NA,NA,NA,6,-162.6810204,342.9620408,77.69650641,2.10E-18
89,-4445.907775,NA,NA,NA,0.055403707,-2.775072469,NA,0.089670214,NA,NA,5,-164.6081769,342.9663537,77.70081937,2.09E-18
47,-3634.136091,NA,1.834488918,-0.00143362,0.046461966,NA,-0.271249831,NA,NA,NA,6,-162.7315544,343.0631087,77.79757435,2.00E-18
158,-3815.221278,-0.688765697,NA,-0.001335123,0.048692083,-2.360455702,NA,NA,-0.090372803,NA,7,-160.5607686,343.1215372,77.85600286,1.94E-18
53,721.6376173,NA,NA,-0.001519256,NA,-2.148746546,0.851365703,NA,NA,NA,5,-164.7104932,343.1709863,77.90545197,1.89E-18
96,-4410.026873,-3.568647896,3.457821329,-0.001406169,0.054148145,-3.00711626,NA,0.176778619,NA,NA,8,-158.0646196,343.2061623,77.94062789,1.86E-18
173,-3270.135361,NA,NA,-0.001474587,0.043024881,NA,0.105203067,NA,-0.688488623,NA,6,-162.8369769,343.2739537,78.00841936,1.80E-18
142,-3277.206063,-0.036342692,NA,-0.00147197,0.043109025,NA,NA,NA,-0.659217929,NA,6,-162.8419121,343.2838243,78.01828991,1.79E-18
197,741.1823416,NA,NA,-0.001752843,NA,NA,NA,0.224873585,-2.000844816,NA,5,-164.8037073,343.3574146,78.09188024,1.72E-18
153,-4503.82318,NA,NA,NA,0.056044448,-2.804495042,NA,NA,0.379308478,NA,5,-164.8121081,343.3742162,78.1086818,1.71E-18
26,-4489.812577,-0.344858796,NA,NA,0.055921552,-2.778097531,NA,NA,NA,NA,5,-164.8341959,343.4183917,78.15285737,1.67E-18
46,-3295.916063,-0.282176179,NA,-0.001450412,0.043287526,NA,0.091665115,NA,NA,NA,6,-162.9670543,343.5341086,78.26857418,1.58E-18
22,731.9286835,-0.646515367,NA,-0.001530553,NA,-1.854542941,NA,NA,NA,NA,5,-164.9137126,343.5774252,78.31189082,1.54E-18
23,710.4913726,NA,0.810367586,-0.001519776,NA,-1.874670882,NA,NA,NA,NA,5,-164.9155742,343.5811484,78.31561399,1.54E-18
149,732.1250567,NA,NA,-0.001539853,NA,-1.740262076,NA,NA,-0.409036454,NA,5,-164.9207853,343.5915706,78.32603623,1.53E-18
222,-3539.898184,-3.185469325,NA,-0.00154797,0.045742709,-2.382631981,NA,0.307365331,-1.523710943,NA,8,-158.3795633,343.8360497,78.57051535,1.36E-18
70,741.7968059,-2.11877638,NA,-0.001706467,NA,NA,NA,0.207621138,NA,NA,5,-165.1965918,344.1431837,78.8776493,1.16E-18
11,-4229.263843,NA,1.692635281,NA,0.052906778,NA,NA,NA,NA,NA,4,-166.9585946,344.2701304,79.00459601,1.09E-18
73,-3902.08894,NA,NA,NA,0.049801257,NA,NA,0.080490546,NA,NA,4,-166.9635493,344.2800399,79.01450549,1.09E-18
206,-3000.234488,-2.496660498,NA,-0.001683501,0.040143666,NA,NA,0.30363135,-2.080422706,NA,7,-161.1486811,344.2973622,79.0318278,1.08E-18
160,-4755.077903,-2.244041045,5.136262235,-0.001367071,0.057491633,-2.882941347,NA,NA,-1.008627643,NA,8,-158.7159929,344.5089088,79.24337447,9.69E-19
10,-3942.041277,0.324398137,NA,NA,0.05025112,NA,NA,NA,NA,NA,4,-167.1101483,344.5732378,79.30770342,9.38E-19
1,748.9759091,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,-169.9733319,344.5782427,79.31270831,9.36E-19
41,-3948.910943,NA,NA,NA,0.050346775,NA,-0.14611484,NA,NA,NA,4,-167.1132524,344.579446,79.31391165,9.35E-19
137,-3938.062106,NA,NA,NA,0.050224949,NA,NA,NA,-0.158377032,NA,4,-167.1150003,344.5829417,79.31740731,9.33E-19
71,767.4283632,NA,-1.260166479,-0.00164445,NA,NA,NA,0.156945262,NA,NA,5,-165.4414661,344.6329321,79.36739778,9.10E-19
101,739.5212095,NA,NA,-0.001639535,NA,NA,-0.189390198,0.136738365,NA,NA,5,-165.5190182,344.7880364,79.52250205,8.42E-19
376,809.3319948,-0.52514279,-2.790439576,-0.000538207,NA,0.369280576,0.552346904,0.124807506,NA,0.931729069,9,-155.9019004,344.8038007,79.53826633,8.36E-19
488,796.4526787,-1.292086149,-2.367029826,-0.000636224,NA,NA,0.828781573,0.155450798,-0.320086339,0.873528489,9,-155.9038094,344.8076187,79.54208438,8.34E-19
503,813.9854144,NA,-2.915022577,-0.000501912,NA,0.554042457,0.373643501,0.112534168,-0.016466328,0.954515735,9,-155.9172526,344.8345053,79.56897091,8.23E-19
223,-4197.166955,NA,2.957569123,-0.001418026,0.051999206,-2.40809312,NA,0.129494154,-1.54500462,NA,8,-158.9320659,344.9410548,79.67552043,7.80E-19
472,819.4162844,0.484065493,-3.002282872,-0.000454336,NA,0.807584714,NA,0.100923971,0.083221934,0.983363076,9,-155.9866199,344.9732399,79.70770549,7.68E-19
86,727.6166727,-2.911704808,NA,-0.001638932,NA,-2.095487416,NA,0.242573292,NA,NA,6,-163.7191548,345.0383096,79.77277525,7.43E-19
17,732.513508,NA,NA,NA,NA,-2.219060256,NA,NA,NA,NA,3,-168.8669506,345.0672346,79.80170018,7.33E-19
190,-3906.413403,-3.616298153,NA,-0.001378753,0.049485345,-3.561621938,2.387230054,NA,-0.119917807,NA,8,-159.007417,345.0917571,79.82622274,7.24E-19
207,-3409.155494,NA,1.733931662,-0.001583155,0.044053495,NA,NA,0.17266758,-2.012863223,NA,7,-161.5769308,345.1538616,79.88832722,7.02E-19
28,-5356.354688,-1.891912029,4.423703041,NA,0.064079832,-3.370630483,NA,NA,NA,NA,6,-163.7837553,345.1675106,79.90197623,6.97E-19
135,726.5868229,NA,0.837203459,-0.001644009,NA,NA,NA,NA,-0.966118883,NA,5,-165.8215598,345.3931195,80.12758517,6.22E-19
165,744.3279247,NA,NA,-0.001639553,NA,NA,0.246338492,NA,-0.829089192,NA,5,-165.8378406,345.4256811,80.16014675,6.12E-19
213,728.7039743,NA,NA,-0.00165888,NA,-1.61208415,NA,0.210203731,-1.586486441,NA,6,-163.9245634,345.4491268,80.18359246,6.05E-19
134,746.092064,-0.060130716,NA,-0.001633773,NA,NA,NA,NA,-0.763560574,NA,5,-165.8588594,345.4677187,80.20218434,6.00E-19
440,828.7307394,1.544390832,-3.331497183,-0.000298983,NA,1.05918512,-0.054432622,NA,0.636034491,1.057453699,9,-156.2511263,345.5022526,80.23671823,5.89E-19
237,-3116.955466,NA,NA,-0.001580593,0.041358448,NA,-0.190409705,0.202048717,-1.727509428,NA,7,-161.7640715,345.528143,80.2626086,5.82E-19
54,715.8052394,-3.394208219,NA,-0.00157323,NA,-2.976299197,2.235579931,NA,NA,NA,6,-164.02222,345.64444,80.37890567,5.49E-19
59,-5050.657302,NA,2.885902512,NA,0.061101265,-3.268570358,0.537488685,NA,NA,NA,6,-164.0366694,345.6733387,80.40780438,5.41E-19
58,-4590.931655,-2.922415394,NA,NA,0.056842023,-3.853129731,2.104724507,NA,NA,NA,6,-164.0396836,345.6793673,80.41383288,5.39E-19
38,742.9397277,-0.566347752,NA,-0.001617363,NA,NA,0.304519042,NA,NA,NA,5,-165.9677878,345.6855755,80.42004117,5.38E-19
191,-4409.595551,NA,3.343694209,-0.001343474,0.054139689,-2.751159522,0.577422342,NA,-0.989602819,NA,8,-159.3080909,345.6931049,80.42757054,5.36E-19
8,739.5259821,-0.291151845,0.20113852,-0.001607386,NA,NA,NA,NA,NA,NA,5,-165.9869582,345.7239163,80.45838196,5.28E-19
39,743.6938146,NA,-0.049339115,-0.001602921,NA,NA,0.127576171,NA,NA,NA,5,-165.9891895,345.728379,80.46284462,5.26E-19
502,737.7720754,-2.875594384,NA,-0.000846874,NA,-0.617980896,1.192560643,0.195590185,-1.011677035,0.748571407,9,-156.3740174,345.7480349,80.48250052,5.21E-19
155,-5145.722953,NA,3.570657045,NA,0.062016621,-3.064619354,NA,NA,-0.386162563,NA,6,-164.1014611,345.8029221,80.53738774,5.07E-19
224,-4434.735049,-4.506263108,4.808697628,-0.001566346,0.054140893,-2.870594445,NA,0.290709491,-2.30573292,NA,9,-156.4043044,345.8086088,80.54307445,5.06E-19
91,-5044.490687,NA,2.99880261,NA,0.061052733,-3.069589298,NA,0.027265289,NA,NA,6,-164.1152839,345.8305678,80.56503345,5.00E-19
118,704.4712616,-7.294779046,NA,-0.001727992,NA,-3.688852882,3.037802605,0.312114841,NA,NA,7,-161.9210472,345.8420945,80.57656011,4.97E-19
500,844.583393,1.745972116,-3.916881209,NA,NA,1.316108812,-0.204803403,0.034574763,0.69712793,1.143022131,9,-156.4423522,345.8847044,80.61917007,4.87E-19
198,746.3420963,-2.863561638,NA,-0.001862274,NA,NA,NA,0.346205687,-2.375858839,NA,6,-164.1682231,345.9364462,80.67091187,4.74E-19
253,-3656.537577,NA,NA,-0.001427713,0.046887311,-2.421213822,0.638193539,0.154441814,-1.151450588,NA,8,-159.4310533,345.9390297,80.67349529,4.74E-19
127,-4187.988965,NA,2.021183403,-0.001323051,0.052051373,-2.742712183,0.47773888,0.06248331,NA,NA,8,-159.4849388,346.0468006,80.78126628,4.49E-19
80,-3389.826648,-2.06184058,1.234802901,-0.001536006,0.043975111,NA,NA,0.163141975,NA,NA,7,-162.0765603,346.1531206,80.88758625,4.26E-19
192,-4904.815634,-5.449125057,5.423783212,-0.001415328,0.058829099,-4.191513381,2.542562889,NA,-1.091497746,NA,9,-156.585255,346.1705099,80.90497556,4.22E-19
