,(Intercept),agr_gdp.lag1,dev_agr.lag1,dev_env.lag1,fdi.lag1,for_rem.lag1,gdp.lag1,gdp_gr.lag1,ind_gdp.lag1,pop_den.lag1,time,df,logLik,AICc,delta,weight
788,-6256.507925,-14.92550776,-0.002386918,NA,NA,0.082934052,NA,NA,NA,-571.0291606,1.003014288,7,-83.69357589,192.5871518,8.875500364,0.006021679
849,-6392.607964,NA,NA,NA,NA,0.084308583,NA,2.42567346,NA,-549.9962745,0.979645048,6,-86.87291891,193.3822015,9.67055004,0.004046456
946,-6193.231341,-6.205671172,NA,NA,NA,0.082435903,0.206085298,NA,16.98466721,-594.5263415,1.020747988,8,-80.94266655,193.8853331,10.17368168,0.003146452
978,-6154.754483,-6.420712809,NA,NA,NA,0.082159448,NA,0.779338211,17.50105912,-599.3743082,1.016622784,8,-81.01910467,194.0382093,10.32655791,0.002914906
793,-6308.128532,NA,NA,NA,-0.026862007,0.083487392,NA,NA,NA,-555.7058204,0.994724349,6,-87.25049375,194.1373511,10.42569971,0.002773934
922,-6153.559136,-7.239536064,NA,NA,0.006953107,0.082100901,NA,NA,17.51267333,-597.3644835,1.018967483,8,-81.09069961,194.1813992,10.4697478,0.002713509
787,-6429.928172,NA,0.027749514,NA,NA,0.084801536,NA,NA,NA,-557.0094228,0.987395994,6,-87.28155743,194.1994785,10.48782707,0.00268909
916,-6154.009708,-7.210930414,0.004526281,NA,NA,0.082158952,NA,NA,17.17662855,-600.5700951,1.019653,8,-81.10332014,194.2066403,10.49498886,0.002679478
918,-6139.88392,-7.227731953,NA,-0.026018683,NA,0.081993572,NA,NA,17.29749313,-599.7356896,1.020751596,8,-81.10619394,194.2123879,10.50073645,0.002671789
789,-6369.073778,NA,NA,0.09373988,NA,0.083972821,NA,NA,NA,-544.6731936,0.986785308,6,-87.38004852,194.3964607,10.68480925,0.002436863
949,-6207.704493,NA,NA,-0.132338564,NA,0.082593643,0.344612064,NA,21.59206237,-596.0510031,1.02610382,8,-81.45929546,194.9185909,11.2069395,0.001876947
1009,-6211.444912,NA,NA,NA,NA,0.082655717,0.24930576,0.836353617,21.2556822,-594.6626049,1.018198825,8,-81.46950252,194.939005,11.22735363,0.001857887
947,-6244.473767,NA,0.010332057,NA,NA,0.083000342,0.332452289,NA,21.10103281,-596.117084,1.021421519,8,-81.51471139,195.0294228,11.31777135,0.001775764
981,-6146.71549,NA,NA,-0.14374494,NA,0.082177792,NA,1.596789928,22.64708028,-604.6404819,1.018280492,8,-81.54164056,195.0832811,11.3716297,0.001728582
953,-6222.463777,NA,NA,NA,0.000948729,0.082700666,0.342971536,NA,21.19725342,-592.0486808,1.022088895,8,-81.54573682,195.0914736,11.37982221,0.001721516
979,-6150.830466,NA,-0.00480395,NA,NA,0.08214604,NA,1.681660266,22.17541403,-598.8446556,1.014054915,8,-81.63798984,195.2759797,11.56432826,0.001569806
985,-6163.062351,NA,NA,NA,0.001438116,0.082293942,NA,1.55047031,22.24786167,-600.1415831,1.014073293,8,-81.64219061,195.2843812,11.57272979,0.001563226
925,-6148.681353,NA,NA,-0.228725172,0.023744184,0.082106162,NA,NA,24.69440932,-600.9765142,1.024472289,8,-81.79202849,195.584057,11.87240557,0.001345699
923,-6227.052945,NA,0.024209635,NA,0.019605195,0.083005467,NA,NA,23.4904686,-603.8080373,1.016568409,8,-81.8420282,195.6840564,11.97240498,0.001280069
919,-6154.831716,NA,0.012224298,-0.10592595,NA,0.08229189,NA,NA,23.09022159,-607.2377308,1.02344717,8,-81.9136757,195.8273514,12.11569998,0.001191564
825,-6429.61601,NA,NA,NA,-0.042877084,0.08448535,0.763403081,NA,NA,-552.9494139,1.00556539,7,-85.7685622,196.7371244,13.02547297,0.000756071
819,-6531.187609,NA,0.014186316,NA,NA,0.085475792,0.665591355,NA,NA,-544.8276203,0.994740093,7,-86.16814448,197.536289,13.82463754,0.000507021
881,-6495.636881,NA,NA,NA,NA,0.085047073,0.631010394,0.473958815,NA,-540.5526148,0.993419686,7,-86.18874863,197.5774973,13.86584584,0.000496681
821,-6504.464821,NA,NA,0.064834954,NA,0.085086137,0.681498542,NA,NA,-537.9957168,0.994169167,7,-86.19062754,197.5812551,13.86960367,0.000495749
857,-6312.234986,NA,NA,NA,-0.043135881,0.083685671,NA,2.989358834,NA,-565.3303463,0.986510994,7,-86.47911076,198.1582215,14.4465701,0.000371514
798,-6223.05076,-14.95967096,NA,0.296623312,-0.029490516,0.082656175,NA,NA,NA,-575.6986854,1.001823709,8,-83.29553927,198.5910785,14.87942711,0.000299214
826,-6287.434578,-12.86605693,NA,NA,-0.024503253,0.083231774,0.302171821,NA,NA,-573.47069,1.009072782,8,-83.34919127,198.6983825,14.98673112,0.000283583
822,-6325.488819,-13.85968567,NA,0.17979091,NA,0.083513222,0.215640122,NA,NA,-564.0342467,0.999590131,8,-83.39996228,198.7999246,15.08827315,0.000269545
853,-6397.24161,NA,NA,0.070110357,NA,0.084337291,NA,2.404752113,NA,-548.4946721,0.978007992,7,-86.85908483,198.9181697,15.20651824,0.000254071
851,-6383.320417,NA,-0.004328155,NA,NA,0.084188069,NA,2.524425909,NA,-548.515825,0.979523935,7,-86.87070034,198.9414007,15.22974926,0.000251137
882,-6322.317227,-13.7158462,NA,NA,NA,0.08347896,0.291378975,-0.553321176,NA,-565.9924744,1.006758836,8,-83.50456051,199.009121,15.29746959,0.000242775
820,-6308.410764,-13.58989881,-0.004563659,NA,NA,0.083343436,0.239158894,NA,NA,-565.3974646,1.004255552,8,-83.52587562,199.0517512,15.34009982,0.000237655
792,-6288.274228,-15.03080095,0.005011389,0.207831853,NA,0.083254673,NA,NA,NA,-569.6059729,0.997567671,8,-83.53266998,199.06534,15.35368854,0.000236046
854,-6276.276762,-15.04639066,NA,0.196225328,NA,0.083104738,NA,0.087800004,NA,-568.1253225,0.997829593,8,-83.53716148,199.074323,15.36267154,0.000234988
858,-6233.351887,-14.12902271,NA,NA,-0.020308331,0.08280942,NA,0.550705804,NA,-578.1857325,1.004255829,8,-83.57311405,199.1462281,15.43457667,0.00022669
796,-6194.792548,-14.91382232,-0.010944334,NA,-0.020249078,0.08233233,NA,NA,NA,-574.6446388,1.007776314,8,-83.58020756,199.1604151,15.44876369,0.000225088
852,-6252.965553,-14.68275559,-0.006276036,NA,NA,0.082880674,NA,0.344636344,NA,-569.6415883,1.00168557,8,-83.68358458,199.3671692,15.65551773,0.000202981
797,-6304.402743,NA,NA,0.216526642,-0.036163115,0.083432854,NA,NA,NA,-554.2959835,0.991370484,7,-87.14152788,199.4830558,15.77140433,0.000191554
795,-6366.18361,NA,0.018905818,NA,-0.02086895,0.084179887,NA,NA,NA,-560.7468917,0.992316399,7,-87.20087707,199.6017541,15.89010272,0.000180516
791,-6456.447924,NA,0.033867766,0.167071772,NA,0.085069867,NA,NA,NA,-555.7858449,0.982928998,7,-87.21202084,199.6240417,15.91239026,0.000178516
1010,-6190.278682,-6.008797423,NA,NA,NA,0.082429553,0.174070383,0.316477542,17.15972214,-595.3806246,1.019267666,9,-80.93161793,202.3632359,18.65158443,4.54E-05
950,-6189.64718,-5.996943038,NA,-0.043142548,NA,0.082411824,0.210453202,NA,17.27134409,-595.7003495,1.022059074,9,-80.93355677,202.3671135,18.65546212,4.53E-05
948,-6199.277683,-6.142336416,0.00260348,NA,NA,0.082515693,0.204194046,NA,17.01687617,-595.4870013,1.020558042,9,-80.94060768,202.3812154,18.66956394,4.50E-05
954,-6194.328354,-6.207053577,NA,NA,0.00125349,0.082444455,0.202569601,NA,17.05730325,-594.3125701,1.020553849,9,-80.94209465,202.3841893,18.67253788,4.49E-05
982,-6150.32654,-6.176713181,NA,-0.046502024,NA,0.082130982,NA,0.817449087,17.83171148,-600.7609999,1.017854484,9,-81.00873982,202.5174796,18.80582822,4.20E-05
980,-6142.803229,-6.430133242,-0.005556599,NA,NA,0.082004392,NA,0.90488868,17.49595318,-597.4760241,1.016473596,9,-81.01209677,202.5241935,18.81254212,4.19E-05
986,-6158.150029,-6.430958227,NA,NA,0.002567609,0.082184253,NA,0.739437426,17.62565192,-598.7604604,1.016423686,9,-81.01675936,202.5335187,18.8218673,4.17E-05
926,-6151.982571,-6.853296978,NA,-0.076030134,0.011193395,0.082095994,NA,NA,18.26078357,-598.6198185,1.0206371,9,-81.06961623,202.6392325,18.92758103,3.95E-05
924,-6181.042211,-6.938824681,0.009035654,NA,0.010081028,0.082430597,NA,NA,17.79542926,-599.8343587,1.017881641,9,-81.06991875,202.6398375,18.92818608,3.95E-05
920,-6150.587363,-7.150853934,0.003932649,-0.017959498,NA,0.082126124,NA,NA,17.29013124,-600.8882835,1.02023361,9,-81.10186308,202.7037262,18.99207474,3.83E-05
829,-6426.725505,NA,NA,0.242553096,-0.053465331,0.084434796,0.771465973,NA,NA,-551.3410024,1.001922892,8,-85.60706351,203.214127,19.50247561,2.97E-05
1013,-6196.427944,NA,NA,-0.138032199,NA,0.082549023,0.243597278,0.876899543,21.73108117,-598.7868135,1.022037787,9,-81.37446168,203.2489234,19.53727194,2.91E-05
957,-6212.842951,NA,NA,-0.176736693,0.011144874,0.082636469,0.313295647,NA,22.39724106,-595.4340824,1.025678411,9,-81.4263577,203.3527154,19.64106399,2.77E-05
951,-6221.590085,NA,0.005652032,-0.119142367,NA,0.082771165,0.337514276,NA,21.52496301,-597.8049325,1.025272773,9,-81.45070765,203.4014153,19.68976388,2.70E-05
889,-6414.005483,NA,NA,NA,-0.046063197,0.084411964,0.656708609,0.996412826,NA,-556.5426999,1.001312553,8,-85.70295702,203.405914,19.69426263,2.69E-05
1017,-6209.541313,NA,NA,NA,-0.001891436,0.082641825,0.252306258,0.855959621,21.1473567,-595.0434247,1.018396638,9,-81.46831654,203.4366331,19.72498166,2.65E-05
1011,-6216.487736,NA,0.001968026,NA,NA,0.082716649,0.253337457,0.779575981,21.24021322,-595.2402105,1.018317808,9,-81.46871225,203.4374245,19.72577309,2.65E-05
983,-6110.434991,NA,-0.015130177,-0.181213567,NA,0.081729441,NA,1.948254084,22.7751846,-600.5593649,1.018931553,9,-81.49944059,203.4988812,19.78722975,2.57E-05
989,-6158.288984,NA,NA,-0.191736287,0.01235967,0.082264017,NA,1.419049058,23.44070165,-603.0817034,1.018670068,9,-81.50159133,203.5031827,19.79153123,2.57E-05
955,-6256.338234,NA,0.013219473,NA,0.006225915,0.083128672,0.311467893,NA,21.45507511,-596.1443871,1.020231402,9,-81.50391602,203.507832,19.79618062,2.56E-05
827,-6409.231615,NA,-0.00740426,NA,-0.045534286,0.084233464,0.778184154,NA,NA,-550.9217629,1.006718343,8,-85.76021449,203.520429,19.80877756,2.54E-05
987,-6144.723181,NA,-0.006433381,NA,-0.001964234,0.0820815,NA,1.748374645,22.07490893,-598.7567172,1.014165403,9,-81.63727021,203.7745404,20.06288899,2.24E-05
927,-6210.610942,NA,0.020173164,-0.201790859,0.028870604,0.082842224,NA,NA,24.62695863,-606.0605536,1.021414149,9,-81.691,203.882,20.17034859,2.12E-05
823,-6546.349173,NA,0.018261571,0.105491797,NA,0.085634677,0.655183243,NA,NA,-544.2455252,0.991804717,8,-86.13712763,204.2742553,20.56260385,1.75E-05
859,-6111.197829,NA,-0.066329572,NA,-0.074642217,0.081383797,NA,4.914468167,NA,-553.8422185,0.989669802,8,-86.14338773,204.2867755,20.57512405,1.73E-05
883,-6527.970746,NA,0.013158369,NA,NA,0.085442833,0.656109308,0.096102687,NA,-544.677819,0.994335786,8,-86.16772631,204.3354526,20.6238012,1.69E-05
885,-6499.559552,NA,NA,0.062517859,NA,0.085071172,0.629729247,0.459265699,NA,-539.2327998,0.991931946,8,-86.17688401,204.353768,20.64211659,1.68E-05
861,-6308.071837,NA,NA,0.247538007,-0.054150565,0.083627969,NA,3.059428259,NA,-563.9441851,0.982484264,8,-86.32400163,204.6480033,20.93635184,1.45E-05
855,-6396.339825,NA,-0.000391361,0.069172475,NA,0.08432601,NA,2.413961385,NA,-548.3808941,0.97801894,8,-86.85906914,205.7181383,22.00648686,8.48E-06
799,-6378.086179,NA,0.024167892,0.247337543,-0.029825517,0.084310331,NA,NA,NA,-560.5395265,0.987815084,8,-87.06155143,206.1231029,22.41145143,6.93E-06
830,-6281.003593,-13.12769494,NA,0.297025447,-0.037095757,0.083144376,0.302666091,NA,NA,-571.9183738,1.004683579,9,-83.03072056,206.5614411,22.84978971,5.56E-06
862,-6227.097406,-14.34736832,NA,0.299404135,-0.033278129,0.082726087,NA,0.597770531,NA,-576.707795,0.99965961,9,-83.25775817,207.0155163,23.30386492,4.43E-06
828,-6234.57909,-13.05159711,-0.018454028,NA,-0.030860969,0.082585909,0.332360098,NA,NA,-568.7130037,1.011996927,9,-83.28170023,207.0634005,23.35174904,4.33E-06
800,-6207.159341,-15.05503004,-0.005042237,0.290705688,-0.030770219,0.082468153,NA,NA,NA,-574.5325015,1.002632118,9,-83.29041916,207.0808383,23.36918691,4.29E-06
890,-6289.806735,-12.97788573,NA,NA,-0.023607165,0.08323784,0.322822543,-0.230294776,NA,-572.818562,1.010086199,9,-83.34483122,207.1896624,23.47801101,4.06E-06
886,-6328.935294,-14.11088612,NA,0.185034738,NA,0.083505123,0.277805186,-0.626395966,NA,-562.8189162,1.002739746,9,-83.36613982,207.2322796,23.52062822,3.98E-06
824,-6331.048766,-13.82648447,0.002237205,0.184496355,NA,0.083584191,0.213532239,NA,NA,-564.737528,0.999287479,9,-83.3988894,207.2977788,23.58612738,3.85E-06
860,-6117.632975,-13.6594531,-0.03904491,NA,-0.039613199,0.081483544,NA,1.764968798,NA,-570.9960038,1.005525522,9,-83.41786482,207.3357296,23.62407822,3.78E-06
884,-6326.713089,-13.70175622,0.001716453,NA,NA,0.083532196,0.295001917,-0.601555588,NA,-566.5044558,1.006864634,9,-83.50408234,207.5081647,23.79651325,3.46E-06
856,-6289.066603,-15.06508341,0.005615815,0.209840111,NA,0.083265085,NA,-0.047226494,NA,-569.7823637,0.997697119,9,-83.53249424,207.5649885,23.85333706,3.37E-06
893,-6409.977237,NA,NA,0.249500668,-0.057170043,0.084355003,0.657792123,1.063749618,NA,-555.1310493,0.997278318,9,-85.53102799,211.562056,27.85040456,4.56E-07
891,-6268.776648,NA,-0.044195577,NA,-0.066731579,0.082797738,0.583938504,2.4999575,NA,-549.8618908,1.00177711,9,-85.55217567,211.6043513,27.89269992,4.47E-07
831,-6420.643422,NA,-0.002220827,0.239868388,-0.054145133,0.084359806,0.775810151,NA,NA,-550.7506332,1.002309025,9,-85.60631922,211.7126384,28.00098701,4.23E-07
863,-6126.84699,NA,-0.060120864,0.18840911,-0.08007673,0.081555343,NA,4.787602459,NA,-553.8625006,0.986309252,9,-86.05346282,212.6069256,28.89527421,2.71E-07
887,-6550.746084,NA,0.019639956,0.10914418,NA,0.08567985,0.666235967,-0.115674118,NA,-544.4056801,0.992189732,9,-86.13655694,212.7731139,29.06146247,2.49E-07
1014,-6185.851143,-5.748040846,NA,-0.049139682,NA,0.082401384,0.175303054,0.353472395,17.5067124,-596.8176903,1.02058796,10,-80.91993442,213.2684403,29.55678884,1.94E-07
958,-6192.219994,-5.900070762,NA,-0.064293121,0.004947562,0.082433773,0.198718003,NA,17.6985836,-595.4321432,1.021935559,10,-80.9268264,213.2822242,29.57057282,1.93E-07
1012,-6187.934084,-6.014910568,-0.000906605,NA,NA,0.082401253,0.17213657,0.342104241,17.1626811,-595.115271,1.019213942,10,-80.93144047,213.2914524,29.57980095,1.92E-07
1018,-6190.475428,-6.01040238,NA,NA,0.000201106,0.082430969,0.173731261,0.314254079,17.17014578,-595.3403258,1.01924692,10,-80.93160374,213.2917789,29.58012748,1.92E-07
952,-6192.682575,-5.979887745,0.001214633,-0.040560333,NA,0.082450491,0.209309421,NA,17.26921243,-596.0782695,1.021891984,10,-80.93314087,213.2948532,29.58320175,1.92E-07
956,-6204.882073,-6.112657777,0.003951599,NA,0.002826326,0.082576292,0.195287659,NA,17.19733162,-595.5024404,1.020021947,10,-80.93825138,213.3050742,29.59342276,1.91E-07
984,-6127.170461,-6.058135628,-0.009627946,-0.072211656,NA,0.081846576,NA,1.056061424,18.00567259,-598.2384957,1.018276958,10,-80.99083643,213.4102443,29.69859286,1.81E-07
990,-6156.578687,-6.056127624,NA,-0.074618315,0.006752135,0.082179001,NA,0.735563339,18.35927843,-599.9851709,1.018075627,10,-80.99628692,213.4211453,29.70949384,1.80E-07
988,-6140.748068,-6.428423232,-0.006105287,NA,-0.00066167,0.081982689,NA,0.927568611,17.46334154,-597.4467652,1.016510172,10,-81.01200928,213.45259,29.74093857,1.77E-07
928,-6177.526745,-6.603500137,0.008360046,-0.070433777,0.013775322,0.082401399,NA,NA,18.46733123,-600.8126161,1.019509552,10,-81.0519026,213.5323766,29.8207252,1.70E-07
1021,-6201.109374,NA,NA,-0.169729096,0.008077892,0.082583851,0.22947197,0.802477486,22.30288256,-598.1074775,1.02207453,10,-81.35762419,214.1438198,30.43216838,1.26E-07
1015,-6174.545845,NA,-0.007712331,-0.157520571,NA,0.082295179,0.226991836,1.105125168,21.85882146,-597.1055693,1.022113528,10,-81.36409573,214.1567629,30.44511146,1.25E-07
959,-6240.72304,NA,0.010661251,-0.166431187,0.014806287,0.082985392,0.289618963,NA,22.53519809,-598.5397883,1.023971074,10,-81.39922547,214.2270224,30.51537094,1.20E-07
1019,-6211.651592,NA,0.00068555,NA,-0.001540054,0.082665631,0.253153258,0.832539165,21.16209236,-595.1738833,1.018401336,10,-81.46826157,214.3650946,30.65344315,1.12E-07
991,-6130.075992,NA,-0.009850404,-0.197085188,0.007454879,0.081937904,NA,1.71840193,23.20916373,-601.0433016,1.018939338,10,-81.48998037,214.4085322,30.69688075,1.10E-07
529,-5534.631634,NA,NA,NA,NA,0.067178141,NA,NA,NA,NA,0.931028696,4,-102.4106865,215.8982962,32.18664474,5.22E-08
832,-6245.483872,-13.24058384,-0.012512197,0.282368161,-0.040785013,0.082710779,0.323109952,NA,NA,-568.76917,1.006882802,10,-82.99943195,217.4274353,33.7157839,2.43E-08
894,-6282.795789,-13.21069751,NA,0.296244215,-0.03639202,0.083149145,0.318119431,-0.172348593,NA,-571.4344155,1.005453548,10,-83.02819314,217.4849577,33.7733063,2.36E-08
864,-6140.11915,-13.96964487,-0.029562031,0.268964384,-0.046575793,0.0817307,NA,1.512339202,NA,-571.414502,1.001088219,10,-83.16926296,217.7670974,34.05544593,2.05E-08
892,-6192.305413,-12.77276236,-0.030268677,NA,-0.038117462,0.082150846,0.278261009,0.81884212,NA,-567.985758,1.010265692,10,-83.25390139,217.9363742,34.22472279,1.88E-08
888,-6367.04726,-14.06478173,0.014409424,0.218843194,NA,0.083956814,0.305739239,-1.044670092,NA,-566.5370874,1.002893566,10,-83.33652796,218.1016273,34.38997592,1.74E-08
531,-5299.987506,NA,-0.125954777,NA,NA,0.064664637,NA,NA,NA,NA,0.943683234,5,-101.8699331,218.7398663,35.02821488,1.26E-08
561,-5751.13184,NA,NA,NA,NA,0.069146721,0.993960766,NA,NA,NA,0.941893033,5,-101.94928,218.89856,35.18690856,1.16E-08
537,-5740.255369,NA,NA,NA,0.081072352,0.069352495,NA,NA,NA,NA,0.916907476,5,-102.1272742,219.2545484,35.542897,9.75E-09
533,-5599.565968,NA,NA,0.639096512,NA,0.067880976,NA,NA,NA,NA,0.916789638,5,-102.1988412,219.3976824,35.686031,9.08E-09
530,-5479.063446,-5.987829259,NA,NA,NA,0.066497846,NA,NA,NA,NA,0.935482447,5,-102.3146555,219.629311,35.91765954,8.08E-09
593,-5548.072521,NA,NA,NA,NA,0.067326401,NA,1.304307391,NA,NA,0.925762315,5,-102.3824509,219.7649018,36.05325037,7.55E-09
657,-5515.603975,NA,NA,NA,NA,0.066956847,NA,NA,1.410517461,NA,0.932665651,5,-102.4075176,219.8150353,36.10338384,7.37E-09
563,-5518.385279,NA,-0.143641551,NA,NA,0.066597119,1.153943197,NA,NA,NA,0.958073206,6,-101.2138188,222.0640012,38.35234976,2.39E-09
895,-6290.087145,NA,-0.036662619,0.213262378,-0.072702389,0.083024189,0.597268015,2.301240973,NA,-549.7939898,0.998249638,10,-85.4292344,222.2870402,38.57538881,2.14E-09
595,-5231.3267,NA,-0.195447904,NA,NA,0.063948509,NA,5.900008413,NA,NA,0.926842764,6,-101.4157476,222.4678588,38.75620737,1.96E-09
532,-5161.912411,-10.20923464,-0.149214704,NA,NA,0.063040571,NA,NA,NA,NA,0.953613769,6,-101.5897478,222.8158592,39.10420782,1.64E-09
565,-5803.431884,NA,NA,0.588996377,NA,0.069725864,0.959326206,NA,NA,NA,0.928391638,6,-101.7607062,223.1577761,39.44612468,1.38E-09
569,-5881.611635,NA,NA,NA,0.062251512,0.070567081,0.868126559,NA,NA,NA,0.929674625,6,-101.7821779,223.2007195,39.48906811,1.36E-09
539,-5443.33474,NA,-0.106108548,NA,0.04194112,0.066185538,NA,NA,NA,NA,0.934383982,6,-101.8042393,223.2448421,39.53319073,1.33E-09
535,-5362.419101,NA,-0.112057347,0.359651034,NA,0.065337489,NA,NA,NA,NA,0.934273956,6,-101.8060811,223.2485258,39.53687434,1.32E-09
659,-5231.872364,NA,-0.130758981,NA,NA,0.063880666,NA,NA,4.385913096,NA,0.949255915,6,-101.8381575,223.3126786,39.60102713,1.28E-09
625,-5788.047407,NA,NA,NA,NA,0.06942964,1.288409194,-2.641427397,NA,NA,0.955776706,6,-101.8687659,223.3738954,39.662244,1.24E-09
689,-5799.718468,NA,NA,NA,NA,0.069688276,1.036506643,NA,-2.914746456,NA,0.938975408,6,-101.9358964,223.5081564,39.79650501,1.16E-09
562,-5740.391745,-0.660501682,NA,NA,NA,0.069029757,0.972793718,NA,NA,NA,0.942152952,6,-101.9482712,223.5329061,39.82125468,1.15E-09
538,-5690.046268,-7.336649712,NA,NA,0.088120573,0.068707989,NA,NA,NA,NA,0.921136819,6,-101.9802672,223.596898,39.88524661,1.11E-09
541,-5735.945912,NA,NA,0.408349389,0.063014894,0.06931727,NA,NA,NA,NA,0.910954716,6,-102.0530413,223.7424462,40.0307948,1.03E-09
534,-5539.579235,-7.120346583,NA,0.699049561,NA,0.067137945,NA,NA,NA,NA,0.920750003,6,-102.0613959,223.7591555,40.04750408,1.03E-09
665,-5686.289738,NA,NA,NA,0.093851729,0.068690649,NA,NA,6.403184624,NA,0.922112682,6,-102.0668437,223.770051,40.05839958,1.02E-09
601,-5739.636676,NA,NA,NA,0.079516709,0.06934747,NA,0.322841586,NA,NA,0.915874907,6,-102.1255976,223.8875589,40.17590749,9.61E-10
597,-5610.396791,NA,NA,0.629676402,NA,0.068000643,NA,1.143904742,NA,NA,0.912380792,6,-102.1766602,223.989684,40.27803254,9.14E-10
661,-5600.750751,NA,NA,0.639700646,NA,0.067894706,NA,NA,-0.083277511,NA,0.916679531,6,-102.1988301,224.0340238,40.32237241,8.94E-10
658,-5525.630599,-8.344002957,NA,NA,NA,0.067026039,NA,NA,-5.072919826,NA,0.931347667,6,-102.2881437,224.2126511,40.50099966,8.17E-10
594,-5487.622597,-5.559924277,NA,NA,NA,0.066597071,NA,0.445231608,NA,NA,0.933366467,6,-102.3118279,224.2600194,40.548368,7.98E-10
721,-5536.348995,NA,NA,NA,NA,0.067190279,NA,1.268015073,0.841339181,NA,0.926885256,6,-102.3813419,224.3990475,40.68739608,7.44E-10
627,-5440.848749,NA,-0.169621317,NA,NA,0.065864369,0.900193458,2.535900475,NA,NA,0.947670628,7,-101.1585492,227.5170983,43.80544689,1.57E-10
564,-5426.971006,-4.759538189,-0.152295195,NA,NA,0.065600685,1.011052724,NA,NA,NA,0.960920933,7,-101.1595999,227.5191998,43.80754833,1.56E-10
567,-5556.373551,NA,-0.133716584,0.246708878,NA,0.067015866,1.128382009,NA,NA,NA,0.951299994,7,-101.1818927,227.5637854,43.85213393,1.53E-10
571,-5530.340857,NA,-0.141546532,NA,0.004084407,0.066727497,1.14335369,NA,NA,NA,0.957035551,7,-101.2132084,227.6264167,43.91476533,1.48E-10
691,-5521.058229,NA,-0.143510638,NA,NA,0.066626871,1.155952266,NA,-0.147626845,NA,0.957910687,7,-101.2137822,227.6275644,43.91591295,1.48E-10
596,-5149.268657,-6.895695816,-0.199819718,NA,NA,0.0629684,NA,4.937337193,NA,NA,0.936297981,7,-101.2949728,227.7899456,44.0782942,1.37E-10
1022,-6188.231983,-5.693014226,NA,-0.065425225,0.003933469,0.082419757,0.16907863,0.322243959,17.82558712,-596.5057434,1.020619731,11,-80.91578092,227.8315618,44.11991041,1.34E-10
1016,-6173.099285,-5.715248497,-0.004515651,-0.061057456,NA,0.082253598,0.16597001,0.490087023,17.60560554,-595.844538,1.020640578,11,-80.91621321,227.8324264,44.120775,1.34E-10
960,-6201.431557,-5.827445824,0.003425399,-0.062366107,0.006200237,0.082548375,0.192521176,NA,17.80074494,-596.4300124,1.021433073,11,-80.92394752,227.847895,44.13624361,1.33E-10
1020,-6186.503152,-6.013825287,-0.001286916,NA,-0.000457316,0.082386161,0.172096523,0.357910495,17.14021897,-595.0955979,1.019238584,11,-80.93139831,227.8627966,44.15114519,1.32E-10
603,-5091.636955,NA,-0.226933691,NA,-0.036803452,0.062468915,NA,7.094616243,NA,NA,0.9315931,7,-101.3817717,227.9635434,44.25189198,1.25E-10
