,(Intercept),corn_med.lag1,cpi.lag1,for_prod.lag1,nfi.lag1,rice_med.lag1,rub_med.lag1,sug_med.lag1,time,df,logLik,AICc,delta,weight
229,705.0647361,NA,NA,-0.000264483,NA,NA,0.068585217,-0.372925835,1.244533598,6,-148.3844304,314.7688607,9.649937257,0.001941588
166,703.4377568,-0.258392957,NA,-0.000253447,NA,NA,0.061613902,NA,1.252859199,6,-148.42842,314.85684,9.737916544,0.00185803
142,708.2449812,0.392582921,NA,-0.000243654,0.461129119,NA,NA,NA,1.242519311,6,-148.4388713,314.8777427,9.758819212,0.001838712
178,699.1193573,-0.825075666,NA,NA,NA,0.661914073,0.057530274,NA,1.304712666,6,-148.4688748,314.9377495,9.818826086,0.001784364
205,711.1424383,NA,NA,-0.000255247,0.450773611,NA,NA,-0.108327543,1.232066294,6,-148.4731271,314.9462543,9.82733085,0.001776792
185,701.7806239,NA,NA,NA,0.180745711,0.368293117,0.035888799,NA,1.291722566,6,-148.5343006,315.0686012,9.949677727,0.001671357
241,700.7837115,NA,NA,NA,NA,0.442357488,0.044076892,-0.221293328,1.293752653,6,-148.5353215,315.0706429,9.951719463,0.001669652
233,709.8185363,NA,NA,NA,0.379591468,NA,0.058321792,-0.319593844,1.259126332,6,-148.5841139,315.1682278,10.04930435,0.001590141
198,705.1371141,0.296572788,NA,-0.000221572,NA,NA,NA,-0.017807853,1.251132535,6,-148.6000736,315.2001471,10.08122367,0.001564965
154,702.5793691,-0.131138984,NA,NA,0.124653732,0.5088932,NA,NA,1.292193143,6,-148.6126476,315.2252951,10.10637167,0.00154541
217,703.2017343,NA,NA,NA,0.162733366,0.453577022,NA,-0.025790098,1.289228005,6,-148.6145286,315.2290572,10.11013376,0.001542506
210,700.889265,-0.253924516,NA,NA,NA,0.597099035,NA,0.010555941,1.298419845,6,-148.6200318,315.2400636,10.12114014,0.00153404
170,707.2022541,0.081337872,NA,NA,0.343224384,NA,0.042214481,NA,1.268771752,6,-148.6231405,315.246281,10.12735753,0.001529279
226,706.3156897,-0.126436278,NA,NA,NA,NA,0.061099993,-0.237702127,1.26782319,6,-148.6888219,315.3776438,10.2587204,0.001432061
202,709.0334624,0.472879422,NA,NA,0.399124741,NA,NA,-0.051238585,1.263533031,6,-148.7018942,315.4037885,10.28486505,0.001413463
183,754.6718622,NA,-2.356986383,-0.000265669,NA,0.630005438,0.080827841,NA,1.226980913,7,-147.5587842,317.732953,12.61402953,0.000441075
175,768.9042083,NA,-2.418640346,-0.000299634,0.649233855,NA,0.096668358,NA,1.174789343,7,-147.5595457,317.734476,12.61555254,0.00044074
187,762.3298038,NA,-2.403907451,NA,0.351211162,0.488874194,0.077620458,NA,1.231830652,7,-147.8200928,318.2555703,13.13664684,0.000339647
144,765.054852,1.087968044,-2.196807404,-0.00024832,0.735934765,NA,NA,NA,1.181458542,7,-147.847414,318.3102126,13.19128914,0.000330493
159,750.1561412,NA,-1.844141622,-0.000255971,0.359904361,0.599062514,NA,NA,1.218362838,7,-147.8554799,318.3263444,13.20742095,0.000327838
180,752.5906145,-0.562719928,-2.203340872,NA,NA,0.76637677,0.087572479,NA,1.254815218,7,-147.8608181,318.3370208,13.21809731,0.000326093
231,753.5500297,NA,-2.000672242,-0.000267041,NA,NA,0.095084649,-0.095396313,1.198945954,7,-147.8864848,318.3883541,13.26943067,0.000317829
168,754.3424981,0.096814304,-2.065443573,-0.00025943,NA,NA,0.088758027,NA,1.201110649,7,-147.8883982,318.3921809,13.27325748,0.000317222
215,745.8974684,NA,-1.966067834,-0.000226556,NA,0.725844979,NA,0.310654263,1.242347571,7,-147.8964866,318.4083578,13.28943435,0.000314666
243,754.9192757,NA,-2.32010955,NA,NA,0.625615583,0.069736799,0.101891974,1.251284999,7,-147.8987025,318.4127897,13.29386623,0.00031397
172,770.1680233,0.620533147,-2.467409851,NA,0.620248639,NA,0.06914509,NA,1.202897295,7,-147.9197844,318.4549535,13.33603005,0.00030742
152,743.1191439,0.046673951,-1.756568716,-0.000236718,NA,0.71511018,NA,NA,1.237250736,7,-147.9413911,318.4981667,13.37924327,0.000300849
235,766.1144767,NA,-2.2493358,NA,0.549567905,NA,0.089028564,-0.050325807,1.203576295,7,-147.9858714,318.5871273,13.46820388,0.00028776
204,767.7245704,1.162050697,-2.420674177,NA,0.632577672,NA,NA,0.348434087,1.210475574,7,-148.0814813,318.7783473,13.65942384,0.000261522
207,754.8321867,NA,-1.732241851,-0.000252421,0.570570479,NA,NA,0.228195136,1.189445012,7,-148.0885517,318.792488,13.67356452,0.000259679
156,758.8430458,0.751412153,-2.090393988,NA,0.483109641,0.320765163,NA,NA,1.224561538,7,-148.1005046,318.8163938,13.69747035,0.000256594
219,751.9530679,NA,-2.045180836,NA,0.232336946,0.626159258,NA,0.361837233,1.250139984,7,-148.1038098,318.8230042,13.70408077,0.000255747
182,697.1026215,-1.159572023,NA,-0.000283678,NA,0.752477228,0.073358236,NA,1.284556852,7,-148.1103245,318.8360337,13.71711024,0.000254087
212,749.2459014,0.239720813,-2.085554455,NA,NA,0.641190814,NA,0.402328542,1.259329904,7,-148.129616,318.8746167,13.75569321,0.000249232
200,750.221598,0.80224363,-1.93080734,-0.000200978,NA,NA,NA,0.353641307,1.21522804,7,-148.1813404,318.9780653,13.85914188,0.000236668
228,755.586797,0.350030719,-2.104756049,NA,NA,NA,0.069536335,0.12099235,1.225767984,7,-148.1938792,319.0031429,13.88421948,0.000233719
237,710.1677739,NA,NA,-0.000298412,0.498119083,NA,0.073282593,-0.522649678,1.227972883,7,-148.1983097,319.0120039,13.89308047,0.000232686
245,699.9769056,NA,NA,-0.000264949,NA,0.443877653,0.056668506,-0.374083915,1.269003511,7,-148.2223627,319.06011,13.94118658,0.000227156
189,701.2913803,NA,NA,-0.000259703,0.27530924,0.330999024,0.042517371,NA,1.2672752,7,-148.2302307,319.075846,13.95692252,0.000225376
174,706.4843664,-0.111315396,NA,-0.000269968,0.407355441,NA,0.0549234,NA,1.244582731,7,-148.3026888,319.2207623,14.10183884,0.000209623
221,703.9617061,NA,NA,-0.000250384,0.264220366,0.436182625,NA,-0.127379314,1.261848347,7,-148.3371072,319.289599,14.17067559,0.000202531
158,702.0577168,-0.225380869,NA,-0.000247,0.186014684,0.528644259,NA,NA,1.270148377,7,-148.3386809,319.2927465,14.17382303,0.000202212
214,700.2177237,-0.399137749,NA,-0.000244488,NA,0.664482779,NA,-0.066809606,1.277231859,7,-148.3532329,319.3218504,14.20292691,0.000199291
230,706.5348108,-0.415404615,NA,-0.000281589,NA,NA,0.086239045,-0.439612169,1.238002793,7,-148.354837,319.3250585,14.20613509,0.000198972
242,701.3812305,-0.983550678,NA,NA,NA,0.704492921,0.076894015,-0.356355088,1.296562573,7,-148.4194654,319.4543154,14.33539196,0.000186519
206,709.6891652,0.419864725,NA,-0.000250096,0.488170323,NA,NA,-0.14824291,1.236818921,7,-148.4279517,319.471288,14.35236451,0.000184943
186,698.6528902,-0.867725633,NA,NA,-0.033815162,0.68708927,0.058497119,NA,1.306429378,7,-148.4683624,319.5521094,14.43318595,0.000177618
249,704.2191805,NA,NA,NA,0.227126906,0.349632319,0.047975133,-0.280455433,1.28253069,7,-148.5033316,319.6220479,14.50312446,0.000171515
234,709.8245798,-0.002112687,NA,NA,0.379429492,NA,0.058406427,-0.319840508,1.259105622,7,-148.5841131,319.7836109,14.66468744,0.000158204
218,702.7518468,-0.126223602,NA,NA,0.128142305,0.507334202,NA,-0.015750079,1.29156908,7,-148.6125252,319.8404349,14.72151149,0.000153773
191,765.203503,NA,-2.539802937,-0.000291536,0.467002172,0.453825451,0.087420645,NA,1.201000958,8,-147.4102925,322.820585,17.70166157,3.47E-05
184,751.7478435,-0.904006809,-2.254928453,-0.000294646,NA,0.86288733,0.10471581,NA,1.232711823,8,-147.450284,322.9005681,17.78164462,3.33E-05
176,771.5503863,0.432603125,-2.551711733,-0.000289165,0.698404709,NA,0.083677816,NA,1.174737591,8,-147.5261701,323.0523403,17.93341684,3.09E-05
239,768.4014039,NA,-2.326038871,-0.000313776,0.679994011,NA,0.105806714,-0.254653582,1.168924678,8,-147.5336204,323.0672408,17.94831737,3.06E-05
247,754.4289362,NA,-2.334087338,-0.000268128,NA,0.628258048,0.082634078,-0.050784722,1.225983066,8,-147.5577269,323.1154537,17.99653027,2.99E-05
160,758.7203777,0.662287981,-2.105474562,-0.000250275,0.547869935,0.339420831,NA,NA,1.201736651,8,-147.8048917,323.6097834,18.49085996,2.34E-05
188,760.9587837,-0.149333273,-2.370846014,NA,0.31194136,0.542079788,0.080937345,NA,1.235185361,8,-147.8181486,323.6362972,18.51737379,2.30E-05
208,767.1021977,1.096983329,-2.369277061,-0.000237923,0.71233264,NA,NA,0.247664846,1.186188173,8,-147.8188979,323.6377959,18.51887241,2.30E-05
251,762.3729037,NA,-2.414025313,NA,0.347901226,0.491002081,0.076746612,0.024352751,1.232376728,8,-147.8198564,323.6397127,18.52078926,2.30E-05
223,752.1459853,NA,-2.022054917,-0.000245179,0.330927258,0.607174968,NA,0.257976683,1.223771465,8,-147.8245878,323.6491756,18.53025213,2.29E-05
244,752.6538531,-0.557769397,-2.208497127,NA,NA,0.765456091,0.087112908,0.009751427,1.25492147,8,-147.8607824,323.7215648,18.60264133,2.21E-05
232,753.8164621,0.059362753,-2.020334752,-0.000264622,NA,NA,0.092822291,-0.083139059,1.199431195,8,-147.8859012,323.7718024,18.65287894,2.15E-05
216,746.5404324,0.085072899,-1.995462565,-0.00022447,NA,0.701152602,NA,0.314373754,1.241565366,8,-147.8952752,323.7905504,18.67162693,2.13E-05
236,770.4280144,0.640594672,-2.494903256,NA,0.617238299,NA,0.066718365,0.053862691,1.203791104,8,-147.9186934,323.8373868,18.71846334,2.08E-05
246,700.6904417,-1.482634294,NA,-0.000326418,NA,0.839381285,0.109059345,-0.613128179,1.267497368,8,-147.9666334,323.9332667,18.81434329,1.99E-05
220,761.5697334,0.743945797,-2.337375113,NA,0.446156486,0.333978065,NA,0.358042826,1.23075749,8,-148.0412493,324.0824986,18.96357517,1.84E-05
190,697.0490069,-1.164451802,NA,-0.000283635,-0.003908359,0.755373521,0.073467632,NA,1.284758265,8,-148.1103175,324.2206349,19.10171148,1.72E-05
253,705.4412743,NA,NA,-0.00028974,0.366253111,0.294496075,0.064132779,-0.483781956,1.248591829,8,-148.139246,324.2784921,19.15956865,1.67E-05
238,710.9986163,-0.286118699,NA,-0.000308986,0.480382684,NA,0.085274782,-0.56325012,1.224064326,8,-148.1842681,324.3685362,19.24961278,1.60E-05
222,703.2815708,-0.192054455,NA,-0.000251829,0.212174502,0.517875993,NA,-0.112689471,1.265252332,8,-148.3323536,324.6647073,19.54578382,1.38E-05
250,701.3070584,-0.989841038,NA,NA,-0.005156339,0.708274514,0.077015399,-0.355875759,1.29683531,8,-148.4194535,324.838907,19.71998358,1.26E-05
1,784.6371429,NA,NA,NA,NA,NA,NA,NA,NA,2,-161.7595361,328.1857389,23.06681544,2.37E-06
3,904.6182831,NA,-4.872377678,NA,NA,NA,NA,NA,NA,3,-160.5710584,328.5538815,23.43495809,1.97E-06
192,761.2437456,-0.439744487,-2.446111752,-0.000299399,0.35448683,0.609555604,0.097452282,NA,1.210048077,9,-147.393054,329.1497443,24.03082087,1.46E-06
