"","(Intercept)","for_rem","prod_cass","prod_corn","prod_rice","prod_rub","prod_sug","time","df","logLik","AICc","delta","weight"
"28",14.7443182136569,-0.000137274034513322,-0.0184361140890302,NA,0.0156715373685206,-0.0075683614115269,NA,NA,5,-155.326850968149,324.403701936298,0,0.369842171983085
"12",13.4694468510751,-0.000123230463258944,-0.0175167590773737,NA,0.00879932447863195,NA,NA,NA,4,-157.470365481468,325.293672139407,0.889970203108987,0.23700737312241
"76",13.2921640027564,-0.000121338710172802,-0.0165817056088982,NA,0.0086530809712287,NA,NA,-0.000313835320887325,5,-156.654290979369,327.058581958737,2.65488002243961,0.0980655704549404
"92",14.5141268089275,-0.000134779189444826,-0.0176865069857869,NA,0.0149400894674007,-0.0068906997294696,NA,-0.000220078516458574,6,-154.991498391939,327.582996783878,3.17929484757991,0.0754468872554794
"32",14.6879348789071,-0.000136745226452699,-0.0188419882241915,0.00134357272531766,0.0147804374486152,-0.00764972617054001,NA,NA,6,-155.119686897798,327.839373795596,3.43567185929777,0.066369686443649
"60",14.4793760424232,-0.000134473649250259,-0.0180085766802884,NA,0.01588916081021,-0.00794778137570345,8.13190342820208e-05,NA,6,-155.217983504308,328.035967008616,3.63226507231803,0.0601561581021149
"16",13.4174558760978,-0.000122742160945231,-0.0178543818145748,0.00109947793319063,0.00805783591699802,NA,NA,NA,5,-157.332895398301,328.415790796602,4.01208886030463,0.0497510675802837
"44",13.4688645289149,-0.000123224282205553,-0.0175156630206505,NA,0.00879897720086317,NA,1.76076757857021e-07,NA,5,-157.470364939356,328.690729878712,4.28702794241468,0.0433610850580372
