CODEKHUM,KHUM_NAME,perc_change_dir,perc_change
30613,Srak,0,0
40609,Prey Mul,#DIV/0!,#DIV/0!
30904,Kaoh Pir,#DIV/0!,#DIV/0!
30602,Han Chey,#DIV/0!,#DIV/0!
31306,Krouch,#DIV/0!,#DIV/0!
31305,Kor,#DIV/0!,#DIV/0!
100504,Srae Char,0,0
40807,Tang Krasang,#DIV/0!,#DIV/0!
31011,Rumchek,0,0
30903,Kampong Treas,0,0
40603,Cheung Kreav,0,0
30307,Sdaeung Chey,#DIV/0!,#DIV/0!
31315,Trapeang Preah,#DIV/0!,#DIV/0!
40802,Chieb,0,0
40202,Kaoh,0,0
100502,Pir Thnu,-8.523447402,8.523447402
30310,Trapeang Kor,#DIV/0!,#DIV/0!
31615,Peam Chileang,0,0
30610,Ou Svay,#DIV/0!,#DIV/0!
31616,Roka Po Pram,0,0
40805,Khlong Popok,0,0
30612,Rumchek,#DIV/0!,#DIV/0!
31301,Baray,#DIV/0!,#DIV/0!
40613,Tuek Hout,#DIV/0!,#DIV/0!
30603,Kien Chrey,0,0
40508,Saeb,#DIV/0!,#DIV/0!
90701,Ta Tey Leu,0,0
30614,Trean,0,0
30110,Tang Krasang,#DIV/0!,#DIV/0!
30607,Kaoh Samraong,#DIV/0!,#DIV/0!
30112,Tumnob,#DIV/0!,#DIV/0!
31310,Sour Saen,#DIV/0!,#DIV/0!
31309,Prey Chhor,#DIV/0!,#DIV/0!
31621,Thma Pechr,0,0
30309,Srama,#DIV/0!,#DIV/0!
30402,Dambae,0,0
30303,Phdau Chum,#DIV/0!,#DIV/0!
30302,Kouk Rovieng,#DIV/0!,#DIV/0!
30609,Krala,#DIV/0!,#DIV/0!
31304,Khvet Thum,#DIV/0!,#DIV/0!
30308,Soutip,#DIV/0!,#DIV/0!
30301,Khnaor Dambang,0,0
50403,Trapeang Chour,-0.022660322,0.022660322
30104,Cheung Prey,#DIV/0!,#DIV/0!
40501,Ampil Tuek,#DIV/0!,#DIV/0!
31602,Boeng Pruol,0,0
31303,Chrey Vien,#DIV/0!,#DIV/0!
30611,Ro'ang,0,0
31312,Srangae,#DIV/0!,#DIV/0!
31307,Lvea,#DIV/0!,#DIV/0!
30105,Me Pring,#DIV/0!,#DIV/0!
40801,Akphivoadth,#DIV/0!,#DIV/0!
40502,Chhuk Sa,#DIV/0!,#DIV/0!
40509,Ta Ches,#DIV/0!,#DIV/0!
31308,Mien,#DIV/0!,#DIV/0!
30304,Prey Char,#DIV/0!,#DIV/0!
30615,Vihear Thum,0,0
31311,Samraong,#DIV/0!,#DIV/0!
40702,Khnar Chhmar,#DIV/0!,#DIV/0!
30106,Ph'av,#DIV/0!,#DIV/0!
40803,Chaong Maong,0,0
31006,Kampoan,0,0
31314,Tong Rong,#DIV/0!,#DIV/0!
30601,Ampil,#DIV/0!,#DIV/0!
40808,Tuol Khpos,0,0
31605,Chirou Muoy,0,0
90501,Bak Khlang,-0.157955198,0.157955198
30706,Preaek Krabau,0,0
31612,Kor,0,0
31606,Chirou Pir,0,0
30403,Kouk Srok,#DIV/0!,#DIV/0!
30501,Boeng Kok,#DIV/0!,#DIV/0!
40804,Kbal Tuek,0,0
30101,Batheay,#DIV/0!,#DIV/0!
40510,Thma Edth,#DIV/0!,#DIV/0!
31622,Tonle Bet,0,0
30707,Reay Pay,#DIV/0!,#DIV/0!
30502,Kampong Cham,#DIV/0!,#DIV/0!
30711,Sour Kong,#DIV/0!,#DIV/0!
30504,Veal Vong,#DIV/0!,#DIV/0!
40503,Chres,#DIV/0!,#DIV/0!
30709,Roka Koy,0,0
31623,Vihear Luong,0,0
30503,Sambuor Meas,#DIV/0!,#DIV/0!
30701,Angkor Ban,0,0
30606,Kaoh Roka,0,0
31014,Tonlung,0,0
40703,Krang Lvea,0,0
30605,Kaoh Mitt,0,0
30604,Kokor,0,0
30102,Chbar Ampov,#DIV/0!,#DIV/0!
31608,Chob,0,0
31619,Suong,#DIV/0!,#DIV/0!
31007,Memong,0,0
40709,Thlok Vien,#DIV/0!,#DIV/0!
31004,Choam Ta Mau,0,0
40504,Kampong Tralach,0,0
31613,Lngieng,#DIV/0!,#DIV/0!
30705,Preaek Koy,#DIV/0!,#DIV/0!
30704,Peam Chi Kang,0,0
40506,Ou Ruessei,0,0
30703,Khchau,#DIV/0!,#DIV/0!
50801,Amleang,0,0
30406,Tuek Chrov,0,0
30401,Chong Cheach,#DIV/0!,#DIV/0!
40507,Peani,#DIV/0!,#DIV/0!
30802,Kaoh Soutin,#DIV/0!,#DIV/0!
50406,,0,0
31618,Sralab,#DIV/0!,#DIV/0!
30608,Kaoh Tontuem,#DIV/0!,#DIV/0!
31411,Ruessei Srok,#DIV/0!,#DIV/0!
90702,Pralay,0,0
30103,Chealea,#DIV/0!,#DIV/0!
31016,Kokir,0,0
31413,Svay Sach Phnum,0,0
31404,Kaoh  Andaet,#DIV/0!,#DIV/0!
30805,Moha Khnhoung,#DIV/0!,#DIV/0!
30107,Sambour,#DIV/0!,#DIV/0!
40708,Tbaeng Khpos,#DIV/0!,#DIV/0!
30801,Kampong Reab,#DIV/0!,#DIV/0!
30808,Preaek Ta Nong,0,0
31410,Preaek Rumdeng,#DIV/0!,#DIV/0!
40705,Sedthei,#DIV/0!,#DIV/0!
50405,Ta Sal,0,0
31614,Moung Riev,#DIV/0!,#DIV/0!
31408,Preaek Dambouk,#DIV/0!,#DIV/0!
40505,Longveaek,#DIV/0!,#DIV/0!
31107,Preah Theat,0,0
30806,Peam Prathnuoh,0,0
30702,Kang Ta Noeng,#DIV/0!,#DIV/0!
30708,Roka ar,#DIV/0!,#DIV/0!
31106,Peam Cheang,0,0
30404,Neang Teut,#DIV/0!,#DIV/0!
30807,Pongro,0,0
31204,Kandaol Chrum,0,0
31013,Tramung,#DIV/0!,#DIV/0!
30710,Sdau,#DIV/0!,#DIV/0!
31406,Pteah Kandal,#DIV/0!,#DIV/0!
80905,Kaoh Chen,#DIV/0!,#DIV/0!
31401,Baray,#DIV/0!,#DIV/0!
30109,Tang Krang,#DIV/0!,#DIV/0!
40707,Svay Chuk,0,0
80903,Kampong Luong,#DIV/0!,#DIV/0!
30803,Lve,0,0
31604,Chikor,#DIV/0!,#DIV/0!
80707,Roka Kaong Muoy,#DIV/0!,#DIV/0!
31209,Veal Mlu,0,0
80711,Svay Ampear,#DIV/0!,#DIV/0!
31008,Memot,#DIV/0!,#DIV/0!
31207,Popel,0,0
31601,Anhchaeum,#DIV/0!,#DIV/0!
31005,Dar,0,0
141207,Preaek Changkran,#DIV/0!,#DIV/0!
30804,Moha Leaph,0,0
40706,Svay,#DIV/0!,#DIV/0!
31206,Kraek,0,0
40704,Peam,0,0
141204,Pnov Ti Muoy,#DIV/0!,#DIV/0!
80708,Roka Kaong Pir,#DIV/0!,#DIV/0!
31003,Choam Kravien,0,0
40701,Chhean Laeung,0,0
31108,Tuol Sophi,#DIV/0!,#DIV/0!
31409,Preaek Pou,#DIV/0!,#DIV/0!
80317,Ta Aek,#DIV/0!,#DIV/0!
31405,Mean Chey,#DIV/0!,#DIV/0!
141210,Rumlech,#DIV/0!,#DIV/0!
31105,Mien,#DIV/0!,#DIV/0!
141203,Lve,#DIV/0!,#DIV/0!
31101,Ampil Ta Pok,#DIV/0!,#DIV/0!
80704,Preaek Dambang,#DIV/0!,#DIV/0!
80914,Vihear Luong,#DIV/0!,#DIV/0!
80304,Kaoh Chouram,0,0
31103,Damrel,0,0
31407,Pram Yam,#DIV/0!,#DIV/0!
80904,Kampong Os,0,0
31102,Chak,#DIV/0!,#DIV/0!
141202,Chrey Khmum,#DIV/0!,#DIV/0!
50511,Veang Chas,#DIV/0!,#DIV/0!
31104,Kong Chey,#DIV/0!,#DIV/0!
80710,Sambuor Meas,0,0
80911,Phsar Daek,0,0
31205,Kaong Kang,0,0
80316,Svay Romiet,#DIV/0!,#DIV/0!
50507,Preah Srae,#DIV/0!,#DIV/0!
141205,Pnov Ti Pir,#DIV/0!,#DIV/0!
50510,Veal  Pung,#DIV/0!,#DIV/0!
31202,Doun Tei,0,0
31412,Svay Pou,#DIV/0!,#DIV/0!
31015,Treak,#DIV/0!,#DIV/0!
31403,Khnar Sa,#DIV/0!,#DIV/0!
80907,Ponhea Lueu,#DIV/0!,#DIV/0!
50807,Veal Pon,#DIV/0!,#DIV/0!
80709,Ruessei Chrouy,0,0
140805,Mesa Prachan,0,0
31001,Chan Mul,#DIV/0!,#DIV/0!
140809,Prey Sralet,0,0
31203,Kak,0,0
141208,Prey Daeum Thnoeng,#DIV/0!,#DIV/0!
80906,Phnum Bat,#DIV/0!,#DIV/0!
80306,Preah Prasab,0,0
31414,Tong Tralach,#DIV/0!,#DIV/0!
31010,Rung,#DIV/0!,#DIV/0!
80913,Tumnob Thum,#DIV/0!,#DIV/0!
80703,Preaek Anhchanh,#DIV/0!,#DIV/0!
50802,Monourom,#DIV/0!,#DIV/0!
141209,Prey Tueng,#DIV/0!,#DIV/0!
141211,Ruessei Sanh,#DIV/0!,#DIV/0!
50804,Prambei Mom,0,0
31402,Chi Bal,#DIV/0!,#DIV/0!
80310,Preaek Ta Meak,#DIV/0!,#DIV/0!
141201,Ampil Krau,#DIV/0!,#DIV/0!
31002,Choam,#DIV/0!,#DIV/0!
31208,Trapeang Phlong,0,0
80910,Preaek Ta Teaen,#DIV/0!,#DIV/0!
50404,Sangkae Satob,0,0
140408,Tnaot,#DIV/0!,#DIV/0!
140802,Kanhcham,#DIV/0!,#DIV/0!
50509,Trach Tong,#DIV/0!,#DIV/0!
90704,Ruessei Chrum,-0.152369343,0.152369343
80312,Roka Chonlueng,#DIV/0!,#DIV/0!
140405,Kouk Kong Lech,0,0
140404,Kouk Kong Kaeut,0,0
50805,Rung Roeang,#DIV/0!,#DIV/0!
80302,Chey Thum,#DIV/0!,#DIV/0!
80902,Chrey Loas,#DIV/0!,#DIV/0!
80311,Puk Ruessei,#DIV/0!,#DIV/0!
80701,Bak Khaeng,0,0
50504,Khsem Khsan,#DIV/0!,#DIV/0!
140402,Kanhchriech,0,0
141206,Pou Ti,#DIV/0!,#DIV/0!
140201,Cheach,0,0
50506,Mean Chey,#DIV/0!,#DIV/0!
80313,Sanlung,#DIV/0!,#DIV/0!
140403,Kdoeang Reay,#DIV/0!,#DIV/0!
140407,Thma Pun,0,0
80912,Samraong,0,0
50501,Chant Saen,#DIV/0!,#DIV/0!
140811,Roka,#DIV/0!,#DIV/0!
80702,Kaoh Dach,0,0
50512,Yutth Sameakki,#DIV/0!,#DIV/0!
140807,Prey Pnov,#DIV/0!,#DIV/0!
80318,Vihear Suork,#DIV/0!,#DIV/0!
80901,Chhveang,#DIV/0!,#DIV/0!
140801,Kampong Popil,#DIV/0!,#DIV/0!
140401,Chong Ampil,#DIV/0!,#DIV/0!
80314,Sithor,#DIV/0!,#DIV/0!
140204,Krabau,0,0
80909,Preaek Pnov,#DIV/0!,#DIV/0!
50808,Yea Angk,0,0
140406,Preal,0,0
140810,Reab,#DIV/0!,#DIV/0!
80809,Mkak,#DIV/0!,#DIV/0!
90703,Chumnoab,0,0
120708,Preaek Lieb,0,0
80307,Preaek Ampil,0,0
80908,Ponhea Pon,0,0
80303,Kampong Chamlang,#DIV/0!,#DIV/0!
120709,Preaek Ta Sek,0,0
50502,Cheung Roas,#DIV/0!,#DIV/0!
140205,Seang Khveang,0,0
50513,Damnak Reang,#DIV/0!,#DIV/0!
120503,Kouk Roka,0,0
120703,Svay Pak,#DIV/0!,#DIV/0!
80305,Kaoh Oknha Tei,#DIV/0!,#DIV/0!
90401,Smach Mean Chey,0,0
80812,Ponsang,0,0
140208,Tr?b?k,#DIV/0!,#DIV/0!
141008,Prey Khla,#DIV/0!,#DIV/0!
120701,Khmuonh,#DIV/0!,#DIV/0!
90303,Ta Tai Kraom,0,0
80816,Tuol Prech,#DIV/0!,#DIV/0!
80308,Preaek Luong,0,0
140203,Kranhung,0,0
140808,Prey Sniet,#DIV/0!,#DIV/0!
80602,Barong,0,0
90304,Trapeang Rung,0.238972419,-0.238972419
50401,Haong Samnam,0,0
120711,Chrang Chamreh Muoy,#DIV/0!,#DIV/0!
50402,Reaksmei Sameakki,0,0
50508,Prey Krasang,#DIV/0!,#DIV/0!
120712,Chrang Chamreh Pir,#DIV/0!,#DIV/0!
90703,Chumnoab,0,0
50806,Toap Mean,0,0
140803,Kampong Prang,#DIV/0!,#DIV/0!
120704,Kiloumaetr Lekh Prammuoy,#DIV/0!,#DIV/0!
50505,Krang Chek,#DIV/0!,#DIV/0!
50514,Peang Lvea,#DIV/0!,#DIV/0!
80309,Preaek Ta Kov,0,0
50515,Phnum Touch,#DIV/0!,#DIV/0!
90605,Dang Peaeng,0,0
120511,Krang Thnong,#DIV/0!,#DIV/0!
80301,Bak Dav,#DIV/0!,#DIV/0!
141002,Chea Khlang,#DIV/0!,#DIV/0!
120706,Ruessei Kaev,#DIV/0!,#DIV/0!
90402,Dang Tong,#DIV/0!,#DIV/0!
140804,Kampong Ruessei,#DIV/0!,#DIV/0!
90403,Stueng Veaeng,0,0
141010,Svay Antor,#DIV/0!,#DIV/0!
140202,Doun Koeng,#DIV/0!,#DIV/0!
120710,Chrouy Changva,#DIV/0!,#DIV/0!
80815,Snao,#DIV/0!,#DIV/0!
120509,Samraong Kraom,#DIV/0!,#DIV/0!
50714,Tumpoar Meas,0,0
80315,Svay Chrum,#DIV/0!,#DIV/0!
120705,Phnom Penh Thmei,#DIV/0!,#DIV/0!
141007,Popueus,#DIV/0!,#DIV/0!
141107,Prey Kanlaong,#DIV/0!,#DIV/0!
140206,Smaong Cheung,#DIV/0!,#DIV/0!
90503,Tuol Kokir Leu,0,0
50503,Chumpu Proeks,#DIV/0!,#DIV/0!
200416,Tras,0,0
200403,Andoung Trabaek,0,0
120702,Tuol Sangkae,#DIV/0!,#DIV/0!
80613,Sarikakaev,-29.41176471,29.41176471
80609,Preaek Kmeng,#DIV/0!,#DIV/0!
80814,Samraong Leu,#DIV/0!,#DIV/0!
141003,Chrey,#DIV/0!,#DIV/0!
80810,Ovlaok,#DIV/0!,#DIV/0!
141104,Pou Rieng,#DIV/0!,#DIV/0!
120407,Boeng Kak Muoy,#DIV/0!,#DIV/0!
120210,Srah Chak,#DIV/0!,#DIV/0!
120408,Boeng Kak Pir,#DIV/0!,#DIV/0!
50703,Khtum Krang,#DIV/0!,#DIV/0!
140806,Preaek Ta Sar,#DIV/0!,#DIV/0!
80601,Akreiy Ksatr,#DIV/0!,#DIV/0!
80607,Peam Oknha Ong,#DIV/0!,#DIV/0!
90502,Peam Krasaob,0,0
120502,Trapeang krasang,#DIV/0!,#DIV/0!
141001,Angkor Tret,#DIV/0!,#DIV/0!
120211,Voat Phnum,#DIV/0!,#DIV/0!
120205,Phsar Kandal Muoy,#DIV/0!,#DIV/0!
120209,Phsar Chas,#DIV/0!,#DIV/0!
120401,Phsar Depou Muoy,#DIV/0!,#DIV/0!
120201,Phsar Thmei Muoy,#DIV/0!,#DIV/0!
120404,Tuek L'ak Muoy,#DIV/0!,#DIV/0!
120202,Phsar Thmei Pir,#DIV/0!,#DIV/0!
120305,Monourom,#DIV/0!,#DIV/0!
120306,Mittakpheap,#DIV/0!,#DIV/0!
50705,Pneay,#DIV/0!,#DIV/0!
120707,Tuek Thla,#DIV/0!,#DIV/0!
120206,Phsar Kandal Pir,#DIV/0!,#DIV/0!
120203,Phsar Thmei Bei,#DIV/0!,#DIV/0!
120506,Kakab,#DIV/0!,#DIV/0!
141005,Me Bon,#DIV/0!,#DIV/0!
90603,Chi Kha Leu,0.082253753,-0.082253753
120402,Phsar Depou Pir,#DIV/0!,#DIV/0!
120307,Veal Vong,#DIV/0!,#DIV/0!
120208,Chey Chumneah,#DIV/0!,#DIV/0!
120304,Ou Ruessei Buon,#DIV/0!,#DIV/0!
80605,Kaoh Reah,#DIV/0!,#DIV/0!
120204,Boeng Reang,#DIV/0!,#DIV/0!
120303,Ou Ruessei Bei,#DIV/0!,#DIV/0!
120405,Tuek L'ak Pir,#DIV/0!,#DIV/0!
120403,Phsar Depou Bei,#DIV/0!,#DIV/0!
120301,Ou Ruessei Muoy,#DIV/0!,#DIV/0!
120302,Ou Ruessei Pir,#DIV/0!,#DIV/0!
80805,Kamboul,#DIV/0!,#DIV/0!
200410,Krasang,#DIV/0!,#DIV/0!
120406,Tuek L'ak Bei,#DIV/0!,#DIV/0!
120207,Chakto Mukh,#DIV/0!,#DIV/0!
80610,Preaek Rey,#DIV/0!,#DIV/0!
120308,Boeng Prolit,#DIV/0!,#DIV/0!
120608,Nirouth,#DIV/0!,#DIV/0!
120409,Phsar Daeum Kor,#DIV/0!,#DIV/0!
50708,Sambour,#DIV/0!,#DIV/0!
120516,,#DIV/0!,#DIV/0!
120107,Tuol Svay Prey Pir,#DIV/0!,#DIV/0!
120410,Boeng Salang,#DIV/0!,#DIV/0!
120101,Tonle Basak,#DIV/0!,#DIV/0!
120102,Boeng Keng Kang Muoy,#DIV/0!,#DIV/0!
50707,Samraong Tong,#DIV/0!,#DIV/0!
120105,Oulampik,#DIV/0!,#DIV/0!
120103,Boeng Keng Kang Pir,#DIV/0!,#DIV/0!
120106,Tuol Svay Prey Muoy,#DIV/0!,#DIV/0!
80212,Veal Sbov,#DIV/0!,#DIV/0!
120505,Chaom Chau,#DIV/0!,#DIV/0!
120108,Tumnob Tuek,#DIV/0!,#DIV/0!
120605,Chbar Ampov Pir,#DIV/0!,#DIV/0!
120104,Boeng Keng kang Bei,#DIV/0!,#DIV/0!
120601,Stueng Mean Chey,#DIV/0!,#DIV/0!
80803,Chhak Chheu Neang,#DIV/0!,#DIV/0!
141108,Ta Kao,#DIV/0!,#DIV/0!
80209,Preaek Aeng,#DIV/0!,#DIV/0!
80804,Damnak Ampil,#DIV/0!,#DIV/0!
80614,Thma Kor,#DIV/0!,#DIV/0!
120109,Tuol Tumpung Pir,#DIV/0!,#DIV/0!
120602,Boeng Tumpun,#DIV/0!,#DIV/0!
120110,Tuol Tumpung Muoy,#DIV/0!,#DIV/0!
120111,Boeng Trabaek,#DIV/0!,#DIV/0!
80205,Kbal Kaoh,0,0
141105,Preaek Anteah,#DIV/0!,#DIV/0!
80208,Phum Thum,0,0
140207,Smaong Tboung,#DIV/0!,#DIV/0!
80801,Baek Chan,#DIV/0!,#DIV/0!
120112,Phsar Daeum Thkov,#DIV/0!,#DIV/0!
80806,Kantaok,#DIV/0!,#DIV/0!
120604,Chbar Ampov Muoy,#DIV/0!,#DIV/0!
80608,Phum Thum,#DIV/0!,#DIV/0!
80811,Peuk,#DIV/0!,#DIV/0!
50605,Krang Dei Vay,0,0
120606,Chak Angrae Leu,#DIV/0!,#DIV/0!
141004,Damrei Puon,0,0
50711,Tang Krouch,#DIV/0!,#DIV/0!
120603,Preaek Pra,#DIV/0!,#DIV/0!
80615,Tuek Khleang,#DIV/0!,#DIV/0!
80206,Kokir,0,0
141102,Cheung Tuek,#DIV/0!,#DIV/0!
120501,Dangkao,0,0
50715,Voa Sa,#DIV/0!,#DIV/0!
120607,Chak Angrae Kraom,0,0
120510,Prey Sa,#DIV/0!,#DIV/0!
50201,Chbar Mon,#DIV/0!,#DIV/0!
80203,Dei Edth,0,0
141006,Pean Roung,#DIV/0!,#DIV/0!
50713,Trapeang Kong,#DIV/0!,#DIV/0!
120504,Phleung Chheh Roteh,#DIV/0!,#DIV/0!
200413,Sambuor,#DIV/0!,#DIV/0!
90302,Kaoh Kapi,0,0
80813,Prey Puok,#DIV/0!,#DIV/0!
120515,Cheung Aek,0,0
80807,Krang Mkak,#DIV/0!,#DIV/0!
120507,Pong Tuek,#DIV/0!,#DIV/0!
200409,Kokir,0,0
120508,Prey Veaeng,#DIV/0!,#DIV/0!
80808,Lumhach,#DIV/0!,#DIV/0!
50203,Roka Thum,#DIV/0!,#DIV/0!
141103,Kampong Leav,#DIV/0!,#DIV/0!
80802,Boeng Thum,#DIV/0!,#DIV/0!
80603,Boeng Krum,#DIV/0!,#DIV/0!
200401,Ampil,0,0
50204,Sopoar Tep,#DIV/0!,#DIV/0!
80201,Banteay Daek,#DIV/0!,#DIV/0!
81103,Daeum Mien,#DIV/0!,#DIV/0!
80210,Preaek Thmei,0,0
141106,Preaek Chrey,#DIV/0!,#DIV/0!
80611,Preaek Ruessei,#DIV/0!,#DIV/0!
81104,Ta Khmau,#DIV/0!,#DIV/0!
140506,Prey Totueng,#DIV/0!,#DIV/0!
50610,Tang Samraong,0,0
80202,Chheu Teal,0,0
120513,Prateah Lang,#DIV/0!,#DIV/0!
81102,Preaek Ruessei,#DIV/0!,#DIV/0!
141101,Baray,#DIV/0!,#DIV/0!
80606,Lvea Sa,#DIV/0!,#DIV/0!
80124,Spean Thma,#DIV/0!,#DIV/0!
140507,Svay Chrum,#DIV/0!,#DIV/0!
81101,Ta Kdol,#DIV/0!,#DIV/0!
50701,Roleang Chak,#DIV/0!,#DIV/0!
50202,Kandaol Dom,#DIV/0!,#DIV/0!
141009,Samraong,#DIV/0!,#DIV/0!
81106,Kampong Samnanh,#DIV/0!,#DIV/0!
200414,Sambatt Mean Chey,0,0
90301,Chrouy Pras,-0.589390963,0.589390963
50706,Roleang Kreul,#DIV/0!,#DIV/0!
120514,Sak Sampov,#DIV/0!,#DIV/0!
200406,Chrey Thum,0,0
80114,Preaek Kampis,#DIV/0!,#DIV/0!
80106,Daeum Rues,#DIV/0!,#DIV/0!
81002,Kaoh Anlong Chen,#DIV/0!,#DIV/0!
81105,Preaek Hour,#DIV/0!,#DIV/0!
50205,Svay Kravan,#DIV/0!,#DIV/0!
50611,Tang Sya,0,0
80204,Kampong Svay,#DIV/0!,#DIV/0!
81013,Svay Rolum,0,0
120512,Krang Pongro,#DIV/0!,#DIV/0!
81011,Setbou,0,0
80118,Roleang Kaen,#DIV/0!,#DIV/0!
80117,Roka,#DIV/0!,#DIV/0!
80211,Samraong Thum,0,0
50702,Kahaeng,#DIV/0!,#DIV/0!
80604,Kaoh Kaev,#DIV/0!,#DIV/0!
80126,Tien,#DIV/0!,#DIV/0!
50606,Moha Sang,0,0
140708,Prey Kandieng,#DIV/0!,#DIV/0!
80119,Roluos,#DIV/0!,#DIV/0!
80612,Sambuor,#DIV/0!,#DIV/0!
80110,Kong Noy,#DIV/0!,#DIV/0!
50608,Prey Rumduol,0,0
90302,Kaoh Kapi,#DIV/0!,#DIV/0!
80103,Barku,#DIV/0!,#DIV/0!
80102,Anlong Romiet,#DIV/0!,#DIV/0!
50305,Preah Nipean,#DIV/0!,#DIV/0!
90803,Ou Bak Roteh,0,0
50308,Roka Kaoh,#DIV/0!,#DIV/0!
50710,Skuh,0,0
80105,Cheung Kaeub,#DIV/0!,#DIV/0!
81009,Roka Khpos,0,0
140504,Prey Khnes,0,0
141011,Tuek Thla,#DIV/0!,#DIV/0!
200408,Kampong Trach,#DIV/0!,#DIV/0!
80113,Preah Putth,#DIV/0!,#DIV/0!
90301,Chrouy Pras,0,0
50709,Saen Dei,#DIV/0!,#DIV/0!
50601,Chambak,0,0
140704,Peam Mean Chey,#DIV/0!,#DIV/0!
80107,Kandaok,0,0
80122,Siem Reab,#DIV/0!,#DIV/0!
50712,Thommoda Ar,0,0
81012,Svay Prateal,#DIV/0!,#DIV/0!
200402,Andoung Pou,0,0
80127,Trapeang Veaeng,#DIV/0!,#DIV/0!
80109,Kouk Trab,#DIV/0!,#DIV/0!
140701,Ba Baong,#DIV/0!,#DIV/0!
80108,Thmei,#DIV/0!,#DIV/0!
200411,Mukh Da,#DIV/0!,#DIV/0!
200407,Doung,0,0
140109,Theay,#DIV/0!,#DIV/0!
140502,Chres,#DIV/0!,#DIV/0!
80128,Trea,#DIV/0!,#DIV/0!
50313,Veal,#DIV/0!,#DIV/0!
200412,Mream,0,0
50604,Kiri Voan,0,0
50301,Angk Popel,#DIV/0!,#DIV/0!
140503,Chi Phok,0,0
80101,Ampov Prey,0,0
200415,Trapeang Sdau,#DIV/0!,#DIV/0!
90105,,0.766283525,-0.766283525
50304,Pechr Muni,#DIV/0!,#DIV/0!
50704,Krang Ampil,0,0
50600,,0,0
81015,Traeuy Sla,0,0
80116,Preaek Slaeng,0,0
81010,S'ang Phnum,0,0
80115,Preaek Roka,#DIV/0!,#DIV/0!
50613,Traeng Trayueng,0,0
80125,Tbaeng,#DIV/0!,#DIV/0!
50306,Prey Nheat,#DIV/0!,#DIV/0!
81008,Preaek Koy,#DIV/0!,#DIV/0!
50607,Ou,0,0
80104,Boeng Khyang,0,0
81006,Prasat,#DIV/0!,#DIV/0!
140101,Boeng Preah,#DIV/0!,#DIV/0!
50311,Srang,0,0
50312,Tuek L'ak,#DIV/0!,#DIV/0!
80207,Kokir Thum,0,0
140505,Prey Rumdeng,#DIV/0!,#DIV/0!
210208,Lumpong,0,0
210207,Krang thnong,0,0
210210,Pot Sar,#DIV/0!,#DIV/0!
210212,Tang Doung,#DIV/0!,#DIV/0!
50609,Prey Kmeng,0,0
140104,Reaks Chey,#DIV/0!,#DIV/0!
50302,Chongruk,#DIV/0!,#DIV/0!
140705,Peam Ro,#DIV/0!,#DIV/0!
81004,Kaoh Khsach Tonlea,#DIV/0!,#DIV/0!
200404,Angk Prasrae,#DIV/0!,#DIV/0!
81016,Tuek Vil,#DIV/0!,#DIV/0!
200405,Chantrei,#DIV/0!,#DIV/0!
80501,Kampong Phnum,0,0
90203,Preaek Khsach,-2.667167543,2.667167543
90802,Kampong Seila,0.045269353,-0.045269353
81014,Ta Lon,0,0
50602,Choam Sangkae,0,0
90101,Andoung Tuek,0,0
50110,Svay Chacheb,0,0
210204,Kandoeng,#DIV/0!,#DIV/0!
140702,Banlich Prasat,#DIV/0!,#DIV/0!
140108,Spueu Kha,0,0
81005,Krang Yov,#DIV/0!,#DIV/0!
140508,Trapeang Srae,0,0
50603,Dambouk Rung,0,0
140105,Roung Damrei,#DIV/0!,#DIV/0!
210211,Souphi,#DIV/0!,#DIV/0!
140706,Preaek Khsay Ka,#DIV/0!,#DIV/0!
50112,Tuol Sala,0,0
210202,Champei,#DIV/0!,#DIV/0!
140501,Angkor Sar,#DIV/0!,#DIV/0!
200305,Kampong Ampil,#DIV/0!,#DIV/0!
200310,Thna Thnong,0,0
81003,Kaoh Khael,#DIV/0!,#DIV/0!
50310,Snam Krapeu,#DIV/0!,#DIV/0!
210205,Komar Reachea,#DIV/0!,#DIV/0!
140107,Spueu Ka,#DIV/0!,#DIV/0!
90102,Kandaol,0,0
200302,Thmea,#DIV/0!,#DIV/0!
210203,Doung,#DIV/0!,#DIV/0!
81001,Khpob,#DIV/0!,#DIV/0!
210215,Trapeang Sab,#DIV/0!,#DIV/0!
200304,Chrung Popel,#DIV/0!,#DIV/0!
140102,Cheung Phnum,#DIV/0!,#DIV/0!
200508,Doun Sa,#DIV/0!,#DIV/0!
200516,Svay Yea,#DIV/0!,#DIV/0!
140103,Chheu Kach,#DIV/0!,#DIV/0!
50114,Svay Rumpea,#DIV/0!,#DIV/0!
140703,Neak Loeang,#DIV/0!,#DIV/0!
140707,Preaek Khsay Kha,#DIV/0!,#DIV/0!
80506,Preaek Tonloab,#DIV/0!,#DIV/0!
200301,Bos Mon,#DIV/0!,#DIV/0!
210209,Pea Ream,#DIV/0!,#DIV/0!
50303,Moha Ruessei,#DIV/0!,#DIV/0!
140306,Kou Khchak,0,0
210214,Trapeang Krasang,#DIV/0!,#DIV/0!
50309,Sdok,#DIV/0!,#DIV/0!
50115,Preah Khae,0,0
140905,Kampong Soeng,#DIV/0!,#DIV/0!
200306,Meun Chey,#DIV/0!,#DIV/0!
210206,Krang Leav,#DIV/0!,#DIV/0!
81007,Preaek Ambel,#DIV/0!,#DIV/0!
50102,Kat Phluk,0,0
