"","(Intercept)","agr_gdp.lag1","dev_agr.lag1","dev_env.lag1","fdi.lag1","for_rem.lag1","gdp.lag1","gdp_gr.lag1","ind_gdp.lag1","pop_den.lag1","time","df","logLik","AICc","delta","weight"
"789",-6369.07377833832,NA,NA,0.0937398797121469,NA,0.0839728212495374,NA,NA,NA,-544.673193617716,0.986785307812623,6,-87.3800485193855,194.396460675135,10.6848092535628,0.00243686346419602
"949",-6207.70449328309,NA,NA,-0.132338564072563,NA,0.0825936434929204,0.344612063597688,NA,21.5920623692198,-596.051003131024,1.02610381955347,8,-81.459295459589,194.918590919178,11.2069394976062,0.00187694719560125
"1009",-6211.44491153752,NA,NA,NA,NA,0.0826557166204326,0.249305759836581,0.836353617261758,21.2556821988694,-594.662604909936,1.01819882521009,8,-81.4695025238058,194.939005047612,11.2273536260398,0.00185788651731263
"947",-6244.47376747002,NA,0.0103320566289294,NA,NA,0.0830003420770488,0.332452289104118,NA,21.1010328110928,-596.117083988948,1.02142151855613,8,-81.5147113853519,195.029422770704,11.3177713491321,0.00177576390455293
"981",-6146.71548966714,NA,NA,-0.143744939744297,NA,0.0821777923711174,NA,1.59678992805955,22.6470802802869,-604.640481874552,1.0182804923892,8,-81.5416405608057,195.083281121611,11.3716297000397,0.00172858218050296
"953",-6222.46377714264,NA,NA,NA,0.00094872871356906,0.0827006655119475,0.34297153618954,NA,21.1972534237012,-592.048680839029,1.02208889473273,8,-81.5457368182617,195.091473636523,11.3798222149516,0.00172151594529772
"979",-6150.83046581789,NA,-0.0048039501508558,NA,NA,0.0821460399131813,NA,1.68166026594368,22.1754140329263,-598.844655608395,1.01405491477872,8,-81.6379898428558,195.275979685712,11.5643282641399,0.00156980630887095
"985",-6163.06235073004,NA,NA,NA,0.00143811555159446,0.0822939418530014,NA,1.5504703095799,22.2478616713533,-600.141583061006,1.01407329285467,8,-81.6421906068379,195.284381213676,11.5727297921041,0.00156322575442476
"925",-6148.68135309575,NA,NA,-0.228725171560275,0.0237441835409925,0.0821061624848068,NA,NA,24.6944093226225,-600.976514194109,1.0244722892841,8,-81.7920284934351,195.58405698687,11.8724055652984,0.00134569901395085
"923",-6227.0529449554,NA,0.0242096347531059,NA,0.0196051946975204,0.0830054667312349,NA,NA,23.490468601491,-603.808037276323,1.01656840852044,8,-81.8420282024268,195.684056404854,11.9724049832818,0.00128006887110225
"919",-6154.83171601661,NA,0.0122242981115717,-0.105925950057715,NA,0.0822918899772661,NA,NA,23.0902215891896,-607.237730824971,1.02344716997658,8,-81.9136757012187,195.827351402437,12.1156999808656,0.0011915635869093
"825",-6429.61600955029,NA,NA,NA,-0.0428770843402522,0.0844853497538471,0.763403080658834,NA,NA,-552.94941385384,1.00556538995908,7,-85.7685621976145,196.737124395229,13.0254729736573,0.000756070908298703
"819",-6531.18760915315,NA,0.0141863157337032,NA,NA,0.0854757922259357,0.665591354930913,NA,NA,-544.827620250614,0.994740092826551,7,-86.1681444809367,197.536288961873,13.8246375403016,0.000507021233053861
"881",-6495.63688072936,NA,NA,NA,NA,0.0850470729972496,0.631010393645738,0.473958814756939,NA,-540.552614802797,0.993419686481168,7,-86.1887486292013,197.577497258403,13.8658458368308,0.000496681380122487
"821",-6504.46482116271,NA,NA,0.0648349544786422,NA,0.0850861369639209,0.681498542228042,NA,NA,-537.995716809472,0.994169167279973,7,-86.1906275433694,197.581255086739,13.8696036651671,0.000495749034613211
"857",-6312.23498622941,NA,NA,NA,-0.043135880828518,0.0836856710832476,NA,2.98935883425975,NA,-565.330346310828,0.986510994114651,7,-86.4791107588787,198.158221517757,14.4465700961856,0.000371514020825059
"798",-6223.05076033588,-14.9596709572069,NA,0.296623312061609,-0.0294905158165127,0.082656174706478,NA,NA,NA,-575.698685399141,1.00182370850728,8,-83.2955392678998,198.5910785358,14.8794271142278,0.000299213718467376
"826",-6287.43457808995,-12.8660569343221,NA,NA,-0.0245032526049154,0.0832317743209513,0.302171820813579,NA,NA,-573.47068997174,1.00907278171591,8,-83.349191268378,198.698382536756,14.9867311151842,0.000283583353283617
"822",-6325.48881913896,-13.8596856685368,NA,0.179790909710743,NA,0.0835132215021015,0.215640122491666,NA,NA,-564.03424666028,0.999590131115719,8,-83.3999622835089,198.799924567018,15.0882731454461,0.000269544926587079
"853",-6397.24160981343,NA,NA,0.0701103572392397,NA,0.0843372908282667,NA,2.40475211333207,NA,-548.494672119484,0.978007991587501,7,-86.8590848302174,198.918169660435,15.2065182388631,0.000254070689451013
"851",-6383.32041709564,NA,-0.00432815475587648,NA,NA,0.0841880686845595,NA,2.52442590933527,NA,-548.51582497805,0.979523935489039,7,-86.8707003426045,198.941400685209,15.2297492636372,0.000251136601665902
"882",-6322.31722723954,-13.7158462017131,NA,NA,NA,0.0834789601697616,0.291378975216275,-0.553321175591284,NA,-565.992474400792,1.00675883601057,8,-83.5045605064865,199.009121012973,15.2974695914012,0.000242775429341828
"820",-6308.41076400111,-13.5898988069259,-0.00456365934852777,NA,NA,0.0833434361812911,0.239158893751117,NA,NA,-565.397464614959,1.00425555155422,8,-83.5258756205308,199.051751241062,15.3400998194899,0.000237655404186977
"792",-6288.27422750456,-15.0308009546857,0.0050113885614205,0.207831852785128,NA,0.0832546728243814,NA,NA,NA,-569.605972861299,0.997567671251887,8,-83.532669978403,199.065339956806,15.3536885352342,0.00023604616139704
"854",-6276.27676246695,-15.0463906550197,NA,0.196225327746451,NA,0.0831047376667544,NA,0.0878000041022824,NA,-568.125322519876,0.997829592749368,8,-83.5371614802763,199.074322960553,15.3626715389808,0.000234988337009394
"858",-6233.35188691599,-14.1290227086273,NA,NA,-0.0203083309372149,0.0828094203114515,NA,0.550705804300927,NA,-578.185732522168,1.0042558286924,8,-83.5731140472296,199.146228094459,15.4345766728874,0.000226689970718811
"796",-6194.79254811449,-14.9138223213745,-0.010944333939682,NA,-0.0202490775193914,0.0823323297446712,NA,NA,NA,-574.644638753539,1.00777631382508,8,-83.5802075572959,199.160415114592,15.4487636930201,0.000225087632947974
"852",-6252.96555290542,-14.6827555875626,-0.00627603640505785,NA,NA,0.0828806743676272,NA,0.34463634431134,NA,-569.641588300588,1.00168556963285,8,-83.6835845756105,199.367169151221,15.6555177296492,0.000202981083065694
"797",-6304.40274308927,NA,NA,0.216526641963511,-0.0361631149492347,0.0834328540962654,NA,NA,NA,-554.295983536584,0.991370484250631,7,-87.1415278755628,199.483055751126,15.7714043295538,0.000191553949175755
"795",-6366.1836099488,NA,0.0189058183531665,NA,-0.0208689500630927,0.0841798869426879,NA,NA,NA,-560.746891702686,0.992316398567249,7,-87.2008770727079,199.601754145416,15.8901027238441,0.000180516157812571
"791",-6456.44792404563,NA,0.0338677657924433,0.167071772133166,NA,0.0850698673138682,NA,NA,NA,-555.785844944769,0.982928998101794,7,-87.2120208408017,199.624041681603,15.9123902600317,0.000178515694663439
"1010",-6190.27868206796,-6.00879742313986,NA,NA,NA,0.0824295527753005,0.174070383180761,0.31647754189948,17.1597221400276,-595.380624585991,1.01926766648298,9,-80.9316179278533,202.363235855707,18.6515844341348,4.53803610554537e-05
"950",-6189.64717959475,-5.996943037928,NA,-0.0431425481849132,NA,0.0824118240616967,0.210453201906307,NA,17.2713440942393,-595.700349484764,1.02205907395885,9,-80.9335567704398,202.36711354088,18.6554621193077,4.52924609186498e-05
"948",-6199.27768309401,-6.14233641583341,0.00260348012900072,NA,NA,0.0825156933253519,0.204194045703047,NA,17.0168761683406,-595.48700134556,1.02055804197828,9,-80.9406076817112,202.381215363422,18.6695639418507,4.4974231019246e-05
"954",-6194.32835401919,-6.20705357696824,NA,NA,0.00125349006981226,0.0824444546427637,0.202569600923949,NA,17.0573032457062,-594.312570103022,1.02055384886202,9,-80.9420946503387,202.384189300677,18.6725378791056,4.49074054447563e-05
"982",-6150.32653982704,-6.17671318086878,NA,-0.0465020235346248,NA,0.0821309819270696,NA,0.8174490870586,17.8317114845603,-600.760999937824,1.01785448358715,9,-81.0087398216344,202.517479643269,18.8058282216971,4.20120945290656e-05
"980",-6142.80322903577,-6.43013324198629,-0.00555659864566852,NA,NA,0.0820043919315855,NA,0.904888679880337,17.4959531796241,-597.476024139672,1.01647359640823,9,-81.0120967728896,202.524193545779,18.8125421242074,4.18712984306449e-05
"986",-6158.1500290916,-6.43095822654776,NA,NA,0.00256760915548782,0.082184253322401,NA,0.739437426414801,17.6256519218704,-598.760460425478,1.01642368626467,9,-81.0167593604223,202.533518720845,18.8218672992729,4.16765242652616e-05
"926",-6151.98257101389,-6.85329697804162,NA,-0.0760301342504748,0.0111933950511301,0.0820959940471388,NA,NA,18.2607835712525,-598.619818466197,1.02063709958729,9,-81.069616225537,202.639232451074,18.9275810295022,3.95308404402946e-05
"924",-6181.04221146694,-6.93882468149889,0.00903565391547907,NA,0.0100810283036035,0.0824305967703896,NA,NA,17.7954292620253,-599.83435872908,1.01788164136997,9,-81.0699187483403,202.639837496681,18.9281860751089,3.95188832683756e-05
"920",-6150.58736263538,-7.15085393369582,0.00393264853447505,-0.0179594975187159,NA,0.0821261242471218,NA,NA,17.2901312382471,-600.888283515698,1.02023360975105,9,-81.1018630784202,202.70372615684,18.9920747352687,3.82764293482935e-05
"829",-6426.72550549556,NA,NA,0.242553095827122,-0.053465331083663,0.0844347963130754,0.77146597329292,NA,NA,-551.341002358064,1.00192289177887,8,-85.6070635144611,203.214127028922,19.5024756073504,2.96550920400641e-05
"1013",-6196.42794392104,NA,NA,-0.138032199302977,NA,0.0825490233092646,0.24359727763736,0.876899543306946,21.7310811740397,-598.786813502339,1.022037787355,9,-81.374461679789,203.248923359578,19.5372719380062,2.91436101708999e-05
"957",-6212.84295094245,NA,NA,-0.176736692624436,0.0111448735208269,0.0826364694448674,0.313295646668647,NA,22.3972410551558,-595.434082397355,1.02567841099818,9,-81.4263577047584,203.352715409517,19.6410639879451,2.76697472325033e-05
"951",-6221.59008455267,NA,0.00565203203187834,-0.119142367215624,NA,0.0827711645967623,0.337514275542958,NA,21.5249630058707,-597.804932507146,1.02527277259603,9,-81.450707652313,203.401415304626,19.6897638830543,2.70041271337527e-05
"889",-6414.00548257844,NA,NA,NA,-0.0460631969628421,0.0844119638496859,0.656708608574929,0.996412826177497,NA,-556.542699910006,1.00131255343216,8,-85.702957024124,203.405914048248,19.6942626266763,2.69434530762364e-05
"1017",-6209.54131272603,NA,NA,NA,-0.00189143578117627,0.0826418250117009,0.252306258038558,0.855959621195784,21.1473566969152,-595.043424720167,1.01839663807014,9,-81.4683165384396,203.436633076879,19.7249816553074,2.653277669159e-05
"1011",-6216.48773593649,NA,0.00196802619129423,NA,NA,0.0827166485693492,0.253337457238374,0.779575980921908,21.2402132198588,-595.240210479909,1.01831780807618,9,-81.4687122547073,203.437424509415,19.7257730878429,2.65222793173525e-05
"983",-6110.43499102397,NA,-0.0151301765817436,-0.181213566837669,NA,0.0817294411303166,NA,1.94825408403878,22.7751845956501,-600.559364898679,1.01893155251529,9,-81.4994405876361,203.498881175272,19.7872297537004,2.57196881838262e-05
"989",-6158.28898371879,NA,NA,-0.19173628726319,0.0123596704116521,0.0822640171330936,NA,1.41904905839904,23.4407016490188,-603.081703424069,1.01867006815017,9,-81.501591325758,203.503182651516,19.7915312299443,2.56644313127943e-05
"955",-6256.33823428566,NA,0.0132194734635515,NA,0.00622591526731409,0.0831286717450059,0.311467893044547,NA,21.455075110719,-596.144387122663,1.02023140170979,9,-81.5039160203794,203.507832040759,19.7961806191871,2.56048386415783e-05
"827",-6409.23161494165,NA,-0.00740425982055862,NA,-0.0455342856733911,0.0842334642182304,0.778184153814549,NA,NA,-550.921762888818,1.00671834299238,8,-85.7602144931359,203.520428986272,19.8087775647,2.54440740800382e-05
"987",-6144.72318093524,NA,-0.00643338099133806,NA,-0.00196423400264379,0.0820814996439555,NA,1.748374644873,22.0749089293077,-598.756717203887,1.01416540259012,9,-81.6372702071642,203.774540414328,20.0628889927566,2.24082043242368e-05
"927",-6210.61094164263,NA,0.0201731640976464,-0.201790858574505,0.0288706040440618,0.0828422242574672,NA,NA,24.6269586270426,-606.060553596838,1.02141414925991,9,-81.6910000037503,203.882000007501,20.1703485859289,2.12359894875416e-05
"823",-6546.34917260163,NA,0.0182615709770368,0.105491797206936,NA,0.0856346770892467,0.655183242705132,NA,NA,-544.245525173383,0.991804717497724,8,-86.1371276333011,204.274255266602,20.5626038450305,1.74540153839507e-05
"859",-6111.19782948886,NA,-0.0663295721080108,NA,-0.0746422173769112,0.0813837971964848,NA,4.914468167175,NA,-553.84221850885,0.989669802155832,8,-86.1433877348795,204.286775469759,20.5751240481873,1.73450927637422e-05
"883",-6527.97074575031,NA,0.013158368925589,NA,NA,0.0854428325656295,0.656109307666311,0.0961026865210318,NA,-544.677818969866,0.994335786053273,8,-86.1677263083819,204.335452616764,20.623801195192,1.69280338456027e-05
"885",-6499.55955235617,NA,NA,0.0625178591209174,NA,0.0850711724783872,0.629729247322935,0.459265698970256,NA,-539.23279978849,0.991931946168408,8,-86.1768840055519,204.353768011104,20.6421165895321,1.67737196975208e-05
"861",-6308.07183660584,NA,NA,0.247538007347148,-0.0541505648856731,0.083627969431492,NA,3.05942825871707,NA,-563.944185066841,0.98248426416764,8,-86.324001629979,204.648003259958,20.9363518383862,1.44789480156086e-05
"855",-6396.33982512194,NA,-0.000391360777489262,0.0691724746902617,NA,0.0843260096316033,NA,2.41396138540938,NA,-548.380894070342,0.978018939648376,8,-86.8590691426879,205.718138285376,22.0064868638041,8.47930272632328e-06
"799",-6378.08617931609,NA,0.0241678921618698,0.247337542888738,-0.0298255165777255,0.0843103308843884,NA,NA,NA,-560.539526526535,0.987815084456327,8,-87.0615514280194,206.123102856039,22.411451434467,6.92505459240582e-06
"830",-6281.00359339683,-13.1276949421474,NA,0.297025447319108,-0.0370957565836351,0.0831443755217499,0.302666091178725,NA,NA,-571.91837379968,1.00468357928854,9,-83.030720564046,206.561441128092,22.8497897065203,5.56210592142145e-06
"862",-6227.09740579077,-14.3473683151985,NA,0.299404135227409,-0.0332781290238907,0.082726087239564,NA,0.59777053071481,NA,-576.707794989791,0.999659609588936,9,-83.2577581727947,207.015516345589,23.3038649240175,4.43239110226246e-06
"828",-6234.57908975019,-13.051597109901,-0.0184540278941536,NA,-0.0308609685901419,0.0825859090028941,0.3323600984248,NA,NA,-568.713003716005,1.01199692722845,9,-83.2817002291472,207.063400458294,23.3517490367227,4.3275308388535e-06
"800",-6207.15934055756,-15.055030040601,-0.0050422370639696,0.290705688471117,-0.0307702186069464,0.0824681525933325,NA,NA,NA,-574.532501453417,1.00263211790793,9,-83.2904191636707,207.080838327341,23.3691869057696,4.28996339286105e-06
"890",-6289.80673511215,-12.977885732313,NA,NA,-0.0236071648586476,0.0832378397658311,0.322822543124988,-0.230294776324022,NA,-572.818562033014,1.01008619914031,9,-83.3448312160548,207.18966243211,23.4780110105379,4.06277463318931e-06
"886",-6328.93529436854,-14.1108861227991,NA,0.185034737655134,NA,0.0835051233050202,0.277805185527055,-0.626395966042332,NA,-562.818916240044,1.00273974642452,9,-83.3661398183693,207.232279636739,23.5206282151669,3.9771184322367e-06
"824",-6331.04876644515,-13.826484469127,0.00223720510703629,0.184496355425267,NA,0.0835841905090735,0.213532238581152,NA,NA,-564.737527950198,0.999287478911426,9,-83.3988893993543,207.297778798709,23.5861273771369,3.84897917614128e-06
"860",-6117.63297520536,-13.6594530954835,-0.0390449098758545,NA,-0.0396131993500509,0.0814835436661947,NA,1.76496879752613,NA,-570.996003768616,1.00552552243486,9,-83.4178648196988,207.335729639398,23.6240782178259,3.77663176049892e-06
"884",-6326.71308884111,-13.701756221869,0.00171645287704249,NA,NA,0.0835321961976438,0.29500191677258,-0.601555587797514,NA,-566.504455823928,1.00686463426881,9,-83.5040823359852,207.50816467197,23.7965132503986,3.464661814537e-06
"856",-6289.06660336663,-15.0650834089754,0.00561581459733997,0.209840110781019,NA,0.0832650854599086,NA,-0.0472264938940967,NA,-569.782363698429,0.997697119217662,9,-83.5324942404372,207.564988480874,23.8533370593027,3.36760942431924e-06
"893",-6409.97723725096,NA,NA,0.249500667887512,-0.0571700432353043,0.084355003019445,0.657792122552153,1.06374961844889,NA,-555.131049298542,0.997278317982884,9,-85.531027990551,211.562055981102,27.8504045595303,4.56425118156175e-07
"891",-6268.77664825281,NA,-0.0441955765018517,NA,-0.0667315788454829,0.0827977381932495,0.583938504192235,2.49995749987354,NA,-549.861890816522,1.00177711010156,9,-85.5521756693645,211.604351338729,27.8926999171572,4.46874132889497e-07
"831",-6420.6434215086,NA,-0.00222082726649611,0.239868388333311,-0.0541451333636542,0.0843598055366052,0.775810151139471,NA,NA,-550.750633246201,1.0023090246309,9,-85.6063192161815,211.712638432363,28.0009870107912,4.23322130158673e-07
"863",-6126.84699014123,NA,-0.0601208637165485,0.188409109840014,-0.0800767295723594,0.0815553430543397,NA,4.78760245905423,NA,-553.862500636236,0.986309252119423,9,-86.05346281733,212.60692563466,28.8952742130882,2.70694214789591e-07
"887",-6550.74608442263,NA,0.0196399556745392,0.109144179723622,NA,0.0856798500055953,0.666235966519206,-0.115674117983786,NA,-544.405680124093,0.992189732016417,9,-86.1365569437583,212.773113887517,29.0614624659447,2.49110282162781e-07
"1014",-6185.85114328703,-5.74804084581158,NA,-0.0491396816402354,NA,0.0824013843487081,0.175303053908551,0.353472394529692,17.5067123960652,-596.817690340001,1.02058795986554,10,-80.919934418337,213.268440265245,29.5567888436736,1.94461171317686e-07
"958",-6192.21999440924,-5.90007076168606,NA,-0.0642931205454628,0.00494756216213759,0.0824337728975781,0.19871800293492,NA,17.6985835978882,-595.4321431637,1.02193555887527,10,-80.9268264040225,213.282224236616,29.5705728150447,1.93125555517807e-07
"1012",-6187.93408371307,-6.01491056810582,-0.000906605412081434,NA,NA,0.0824012533244468,0.172136569920208,0.342104241086974,17.1626811039493,-595.115271046854,1.0192139423638,10,-80.9314404725933,213.291452373758,29.5798009521862,1.92236513589372e-07
"1018",-6190.47542817842,-6.01040237964669,NA,NA,0.000201106403067574,0.0824309693882641,0.173731260559534,0.314254079299299,17.1701457845134,-595.340325805477,1.01924691957229,10,-80.9316037350925,213.291778898756,29.5801274771846,1.9220513113759e-07
"952",-6192.68257473608,-5.97988774486247,0.00121463251763382,-0.0405603334622872,NA,0.0824504907812602,0.209309421161389,NA,17.2692124258924,-596.078269527889,1.02189198362246,10,-80.9331408729439,213.294853174459,29.5832017528875,1.9190991230942e-07
"956",-6204.88207284057,-6.11265777700922,0.00395159912768057,NA,0.00282632553694504,0.0825762917813467,0.195287659012368,NA,17.1973316179206,-595.502440359136,1.02002194696612,10,-80.9382513778783,213.305074184328,29.5934227627562,1.90931657572555e-07
"984",-6127.1704606373,-6.05813562814754,-0.00962794636147322,-0.0722116564376432,NA,0.0818465764524991,NA,1.05606142420949,18.0056725890664,-598.238495737422,1.01827695792026,10,-80.9908364268358,213.410244282243,29.6985928606713,1.81150920961892e-07
"990",-6156.57868662841,-6.05612762394977,NA,-0.0746183150820155,0.00675213506466656,0.0821790007052526,NA,0.735563338951713,18.3592784264666,-599.985170937132,1.01807562711386,10,-80.9962869150171,213.421145258606,29.7094938370338,1.80166245925706e-07
"988",-6140.74806808166,-6.42842323218643,-0.00610528741623059,NA,-0.000661670485450016,0.0819826886112874,NA,0.927568610911794,17.4633415424502,-597.446765240174,1.01651017203799,10,-81.0120092806628,213.452589989897,29.7409385683252,1.77355757983906e-07
"928",-6177.52674541111,-6.60350013668785,0.00836004568913074,-0.0704337765809644,0.0137753220672034,0.0824013991297307,NA,NA,18.4673312274741,-600.812616148411,1.01950955233137,10,-81.0519025986606,213.532376625893,29.8207252043208,1.70419718990884e-07
"1021",-6201.10937397911,NA,NA,-0.169729096079154,0.00807789203000312,0.0825838507905226,0.22947197021043,0.80247748605864,22.3028825603383,-598.107477543405,1.02207453015199,10,-81.3576241888534,214.143819806278,30.4321683847064,1.25529744603766e-07
"1015",-6174.5458445313,NA,-0.00771233086811461,-0.15752057066752,NA,0.0822951785408988,0.226991836478144,1.10512516849531,21.8588214648296,-597.105569253325,1.02211352757942,10,-81.364095725125,214.156762878821,30.4451114572496,1.24719997289027e-07
"959",-6240.72303971845,NA,0.0106612514184353,-0.166431187075402,0.0148062865388915,0.0829853915190293,0.289618962889976,NA,22.5351980891786,-598.539788287396,1.02397107408528,10,-81.399225467828,214.227022364227,30.5153709426556,1.20414680958202e-07
"1019",-6211.65159163256,NA,0.000685550099554212,NA,-0.00154005404460023,0.0826656310054981,0.253153257648533,0.832539164687813,21.162092355708,-595.173883298679,1.018401336326,10,-81.4682615696966,214.365094567965,30.6534431463929,1.12382177131557e-07
"991",-6130.07599225666,NA,-0.00985040401667948,-0.197085187603006,0.00745487898092254,0.0819379036516121,NA,1.71840193010105,23.2091637299802,-601.043301597423,1.01893933804302,10,-81.4899803735998,214.408532175771,30.6968807541993,1.0996768550945e-07
"529",-5534.63163414604,NA,NA,NA,NA,0.0671781412118002,NA,NA,NA,NA,0.931028695656879,4,-102.410686541683,215.898296160289,32.1866447387171,5.22115932049828e-08
"832",-6245.48387176442,-13.2405838400169,-0.0125121974171946,0.282368160601039,-0.040785013183139,0.0827107788692394,0.323109952238295,NA,NA,-568.769170028238,1.00688280157881,10,-82.999431948012,217.427435324595,33.7157839030237,2.43062855164172e-08
"894",-6282.79578900921,-13.2106975068417,NA,0.296244215183263,-0.0363920195227061,0.0831491446699583,0.318119431430773,-0.172348592539485,NA,-571.434415508388,1.00545354762562,10,-83.0281931444587,217.484957717489,33.773306295917,2.36171651302716e-08
"864",-6140.11914951191,-13.9696448663977,-0.0295620307148122,0.268964383658548,-0.0465757928450716,0.0817306999657645,NA,1.5123392018296,NA,-571.414501991107,1.00108821880878,10,-83.1692629607245,217.76709735002,34.0554459284486,2.05098235189618e-08
"892",-6192.30541285316,-12.7727623617382,-0.0302686770505324,NA,-0.0381174624408447,0.0821508462551606,0.278261008720505,0.818842120073694,NA,-567.985758004724,1.01026569202153,10,-83.2539013929106,217.936374214393,34.2247227928209,1.88453374888611e-08
"888",-6367.04726004169,-14.0647817311168,0.0144094240612571,0.218843193882546,NA,0.0839568139968151,0.30573923948963,-1.04467009176026,NA,-566.537087440755,1.00289356625694,10,-83.3365279587007,218.101627345973,34.3899759244011,1.73508061525492e-08
"531",-5299.98750559035,NA,-0.12595477748673,NA,NA,0.0646646374916264,NA,NA,NA,NA,0.943683234081438,5,-101.869933148378,218.739866296756,35.0282148751837,1.2610370034141e-08
"561",-5751.13183954277,NA,NA,NA,NA,0.0691467210722044,0.993960766495993,NA,NA,NA,0.941893033342468,5,-101.949279989655,218.898559979311,35.186908557739,1.16484445114673e-08
"537",-5740.25536897002,NA,NA,NA,0.0810723518615847,0.0693524946075666,NA,NA,NA,NA,0.916907476162812,5,-102.127274212663,219.254548425326,35.5428970037546,9.74913369980826e-09
