CommCode,Commune,2010,diffPix,2011,diffPix,2012,diffPix,2013,diffPix,2014,diffPix,2015,diffPix,,,
90501,Bak Khlang,13928,na,13906,22,13905,1,13905,0,13913,-8,13913,0,,,
90502,Peam Krasaob,24,na,24,0,24,0,24,0,24,0,24,0,,,
90503,Tuol Kokir Leu,379,na,379,0,379,0,379,0,379,0,379,0,,,
90601,Boeng Preav,250,na,250,0,250,0,250,0,250,0,250,0,,,
90602,Chi Kha Kraom,232,na,232,0,232,0,226,6,226,0,226,0,,,
90604,Chrouy Svay,537,na,537,0,537,0,537,0,537,0,537,0,,,
90605,Dang Peaeng,11784,na,11784,0,11784,0,11788,-4,11790,-2,11790,0,,,
90701,Ta Tey Leu,20108,na,20108,0,20108,0,20108,0,20108,0,20108,0,,,
90702,Pralay,8737,na,8737,0,8737,0,8737,0,8737,0,8737,0,,,
90703,Chumnoab,736,na,736,0,736,0,736,0,736,0,736,0,,,
90704,Ruessei Chrum,6563,na,6553,10,6551,2,6551,0,6551,0,6551,0,,,
90801,Chamkar Luong,338,na,338,0,338,0,338,0,338,0,338,0,,,
90803,Ou Bak Roteh,4384,na,4384,0,4380,4,4386,-6,4399,-13,4399,0,,,
90804,Stueng Chhay,262,na,261,1,261,0,261,0,261,0,261,0,,,
100101,Chhloung,3,na,3,0,3,0,3,0,3,0,3,0,,,
100102,Damrei Phong,1770,na,1507,263,1288,219,1075,213,1075,0,1075,0,,,
100103,Han Chey,1,na,1,0,1,0,1,0,1,0,1,0,,,
100104,Kampong Damrei,2086,na,1932,154,1928,4,1813,115,1792,21,1792,0,,,
100105,Kanhchor,237,na,237,0,237,0,237,0,237,0,237,0,,,
100106,Khsach Andaet,19,na,19,0,19,0,19,0,19,0,19,0,,,
100107,Pongro,24,na,24,0,24,0,24,0,24,0,24,0,,,
100108,Preaek Saman,206,na,182,24,173,9,169,4,169,0,169,0,,,
100201,Bos Leav,181,na,181,0,181,0,181,0,182,-1,182,0,,,
100202,Changkrang,2358,na,2358,0,2358,0,2358,0,2358,0,2358,0,,,
100203,Dar,664,na,664,0,664,0,664,0,664,0,664,0,,,
100204,Kantuot,656,na,656,0,656,0,656,0,656,0,656,0,,,
100205,Kou Loab,22,na,22,0,22,0,22,0,22,0,22,0,,,
100207,Kaoh Trong,4,na,4,0,4,0,4,0,4,0,4,0,,,
100208,Krakor,2,na,2,0,2,0,2,0,2,0,2,0,,,
100211,Roka Kandal,22,na,22,0,22,0,22,0,22,0,22,0,,,
100212,Sambok,2145,na,2145,0,2145,0,2145,0,2145,0,2145,0,,,
100213,Thma Andaeuk,247,na,247,0,247,0,247,0,247,0,247,0,,,
100214,Thma Kreae,3,na,3,0,3,0,3,0,3,0,3,0,,,
100215,Thmei,4206,na,4206,0,4206,0,4206,0,4206,0,4206,0,,,
100301,Chambak,563,na,512,51,499,13,490,9,490,0,490,0,,,
100302,Chrouy Banteay,4347,na,4329,18,4280,49,4164,116,4127,37,4127,0,,,
100303,Kampong Kor,60,na,60,0,60,0,60,0,60,0,60,0,,,
100305,Preaek Prasab,481,na,438,43,438,0,438,0,438,0,438,0,,,
100306,Ruessei Kaev,522,na,477,45,427,50,395,32,395,0,395,0,,,
100307,Saob,1495,na,1212,283,1180,32,1160,20,1160,0,1160,0,,,
100308,Ta Mau,374,na,325,49,325,0,325,0,326,-1,326,0,,,
100401,Boeng Char,11524,na,11524,0,11524,0,11524,0,11559,-35,11559,0,,,
100402,Kampong Cham,5915,na,5915,0,5915,0,5915,0,5915,0,5915,0,,,
100403,Kbal Damrei,6397,na,6397,0,6397,0,6397,0,6397,0,6397,0,,,
100404,Kaoh Khnhaer,1440,na,1440,0,1440,0,1440,0,1440,0,1440,0,,,
100405,Ou Krieng,9637,na,9290,347,9247,43,9188,59,9238,-50,9238,0,,,
100406,Roluos Mean Chey,8116,na,7824,292,7754,70,7693,61,7521,172,7521,0,,,
100407,Sambour,209,na,209,0,209,0,209,0,209,0,209,0,,,
100408,Sandan,463,na,463,0,463,0,463,0,463,0,463,0,,,
100409,Srae Chis,4825,na,4825,0,4825,0,4825,0,4825,0,4825,0,,,
100410,Voadthonak,2194,na,2194,0,2192,2,2192,0,2183,9,2183,0,,,
100501,Khsuem,8321,na,7814,507,7573,241,7213,360,7213,0,7213,0,,,
100502,Pir Thnu,3156,na,2887,269,2842,45,2819,23,2798,21,2798,0,,,
100503,Snuol,642,na,642,0,642,0,642,0,642,0,642,0,,,
100504,Srae Char,866,na,866,0,866,0,866,0,866,0,866,0,,,
100505,Svay Chreah,5803,na,5692,111,5556,136,5438,118,5438,0,5438,0,,,
110101,Chong Phlah,12029,na,12029,0,12029,0,12029,0,12029,0,12029,0,,,
110102,Me Mang,5292,na,5292,0,5292,0,5301,-9,5301,0,5301,0,,,
110104,Srae Khtum,4474,na,4466,8,4464,2,4460,4,4457,3,4457,0,,,
110201,Nang Khi Loek,4795,na,4795,0,4795,0,4795,0,4795,0,4795,0,,,
110202,Ou Buon Leu,6915,na,6915,0,6915,0,6915,0,6915,0,6915,0,,,
110203,Roya,24645,na,24603,42,24603,0,24223,380,23955,268,23955,0,,,
110204,Sokh Sant,7675,na,7675,0,7675,0,7675,0,7675,0,7675,0,,,
110205,Srae Huy,6188,na,6188,0,6188,0,6188,0,6188,0,6188,0,,,
110206,Srae Sangkom,7464,na,7464,0,7464,0,7464,0,7464,0,7464,0,,,
110301,Dak Dam,7756,na,7613,143,7595,18,7595,0,7595,0,7595,0,,,
110401,Krang Teh,8343,na,8343,0,8343,0,8343,0,8343,0,8343,0,,,
110402,Bu Chri,25897,na,25897,0,25897,0,25897,0,25897,0,25897,0,,,
110403,Srae Ampum,1824,na,1824,0,1824,0,1824,0,1824,0,1824,0,,,
110404,Bu Sra,2609,na,2608,1,2608,0,2608,0,2608,0,2608,0,,,
110501,Monourom,862,na,862,0,862,0,862,0,862,0,862,0,,,
110502,Sokh Dom,2117,na,2117,0,2117,0,2117,0,2115,2,2115,0,,,
110503,Spean Mean Chey,1072,na,1072,0,1072,0,1072,0,1072,0,1072,0,,,
110504,Romonea,451,na,451,0,451,0,451,0,451,0,451,0,,,
120501,Dangkao,2,na,2,0,2,0,2,0,2,0,2,0,,,
120503,Kouk Roka,26,na,26,0,26,0,26,0,26,0,26,0,,,
120515,Cheung Aek,2,na,2,0,2,0,2,0,2,0,2,0,,,
120607,Chak Angrae Kraom,16,na,16,0,16,0,16,0,16,0,16,0,,,
120708,Preaek Lieb,3,na,3,0,3,0,3,0,3,0,3,0,,,
120709,Preaek Ta Sek,5,na,5,0,5,0,5,0,5,0,5,0,,,
130101,S'ang,252,na,252,0,252,0,252,0,252,0,252,0,,,
130102,Tasu,1338,na,1338,0,1338,0,1338,0,1338,0,1338,0,,,
130103,Khyang,848,na,848,0,848,0,848,0,848,0,848,0,,,
130104,Chrach,2850,na,2850,0,2850,0,2850,0,2850,0,2850,0,,,
130105,Yhmea,3805,na,3805,0,3805,0,3805,0,3805,0,3805,0,,,
130106,Putrea,1587,na,1587,0,1587,0,1587,0,1587,0,1587,0,,,
130203,Sangke Muoy,3310,na,3310,0,3313,-3,3313,0,3313,0,3313,0,,,
130204,Sangke Pir,655,na,655,0,655,0,655,0,655,0,655,0,,,
130205,Mlu Prey Muoy,3594,na,3594,0,3595,-1,3595,0,3595,0,3595,0,,,
130206,Mlu Prey Pir,865,na,865,0,865,0,865,0,865,0,865,0,,,
130207,Kampong Sralau Muoy,6100,na,6100,0,6100,0,6100,0,6102,-2,6102,0,,,
130208,Kampong Sralau Pir,2148,na,2148,0,2148,0,2148,0,2151,-3,2151,0,,,
130301,Choam Ksant,3263,na,3263,0,3263,0,3263,0,3263,0,3263,0,,,
130302,Tuek Kraham,5647,na,5647,0,5647,0,5647,0,5647,0,5647,0,,,
130303,Pring Thum,8437,na,8437,0,8437,0,8437,0,8437,0,8437,0,,,
130304,Rumdaoh Srae,3110,na,3110,0,3110,0,3110,0,3110,0,3110,0,,,
130305,Yeang,6803,na,6803,0,6804,-1,6801,3,6778,23,6778,0,,,
130306,Kantuot,8555,na,8555,0,8555,0,8555,0,8555,0,8555,0,,,
130401,Kuleaen Tboung,488,na,488,0,488,0,488,0,488,0,488,0,,,
130402,Kuleaen Cheung,3072,na,3072,0,3072,0,3072,0,3072,0,3072,0,,,
130403,Thmei,2329,na,2329,0,2329,0,2329,0,2329,0,2329,0,,,
130404,Phnum Penh,674,na,674,0,674,0,674,0,674,0,674,0,,,
130405,Phnum Tbaeng Pir,2892,na,2892,0,2892,0,2892,0,2890,2,2890,0,,,
130406,Srayang,12144,na,12144,0,12144,0,12143,1,12088,55,12088,0,,,
130501,Robieb,278,na,278,0,278,0,278,0,278,0,278,0,,,
130502,Reaksmei,2,na,2,0,2,0,2,0,2,0,2,0,,,
130503,Rohas,134,na,134,0,134,0,134,0,134,0,134,0,,,
130504,Rung Roeang,1703,na,1694,9,1681,13,1667,14,1664,3,1664,0,,,
130505,Rik Reay,706,na,706,0,706,0,706,0,706,0,706,0,,,
130506,Ruos Roan,144,na,144,0,144,0,144,0,144,0,144,0,,,
130507,Rotanak,541,na,504,37,504,0,493,11,492,1,492,0,,,
130508,Rieb Roy,3331,na,3331,0,3330,1,3330,0,3330,0,3330,0,,,
130509,Reaksa,1415,na,1415,0,1415,0,1415,0,1415,0,1415,0,,,
130510,Rumdaoh,1780,na,1780,0,1780,0,1780,0,1780,0,1780,0,,,
130511,Romtom,3776,na,3776,0,3776,0,3776,0,3776,0,3776,0,,,
130512,Romoniy,6152,na,5966,186,5465,501,4911,554,4821,90,4821,0,,,
130601,Chamraeun,1212,na,1212,0,1212,0,1212,0,1212,0,1212,0,,,
130603,Phnum Tbaeng Muoy,1022,na,1022,0,1022,0,1022,0,1022,0,1022,0,,,
130604,Sdau,4077,na,4077,0,4077,0,4077,0,4077,0,4077,0,,,
130605,Ronak Ser,5853,na,5853,0,5850,3,5835,15,5835,0,5835,0,,,
130701,Kampong Pranak,54,na,54,0,54,0,54,0,54,0,54,0,,,
130703,Chhean Mukh,1236,na,1236,0,1236,0,1236,0,1235,1,1235,0,,,
130704,Pou,1179,na,1179,0,1179,0,1179,0,1179,0,1179,0,,,
130705,Prame,2716,na,2716,0,2716,0,2716,0,2716,0,2716,0,,,
130706,Preah Khleang,1226,na,1226,0,1226,0,1226,0,1226,0,1226,0,,,
140108,Spueu Kha,25,na,25,0,25,0,25,0,25,0,25,0,,,
140201,Cheach,5,na,5,0,5,0,5,0,5,0,5,0,,,
140203,Kranhung,14,na,14,0,14,0,14,0,14,0,14,0,,,
140204,Krabau,12,na,12,0,12,0,12,0,12,0,12,0,,,
140205,Seang Khveang,15,na,15,0,15,0,15,0,15,0,15,0,,,
140306,Kou Khchak,5,na,5,0,5,0,5,0,5,0,5,0,,,
140402,Kanhchriech,4,na,4,0,4,0,4,0,4,0,4,0,,,
140404,Kouk Kong Kaeut,6,na,6,0,6,0,6,0,6,0,6,0,,,
140405,Kouk Kong Lech,18,na,18,0,18,0,18,0,18,0,18,0,,,
140406,Preal,2,na,2,0,2,0,2,0,2,0,2,0,,,
140407,Thma Pun,1,na,1,0,1,0,1,0,1,0,1,0,,,
140503,Chi Phok,10,na,10,0,10,0,10,0,10,0,10,0,,,
140504,Prey Khnes,2,na,2,0,2,0,2,0,2,0,2,0,,,
140508,Trapeang Srae,3,na,3,0,3,0,3,0,3,0,3,0,,,
140805,Mesa Prachan,2,na,2,0,2,0,2,0,2,0,2,0,,,
140809,Prey Sralet,1,na,1,0,1,0,1,0,1,0,1,0,,,
141004,Damrei Puon,2,na,2,0,2,0,2,0,2,0,2,0,,,
150101,Boeng Bat Kandaol,16,na,7,9,7,0,7,0,7,0,7,0,,,
150104,Me Tuek,174,na,147,27,147,0,147,0,147,0,147,0,,,
150105,Ou Ta Paong,509,na,509,0,509,0,509,0,509,0,509,0,,,
150107,Snam Preah,27,na,24,3,24,0,24,0,24,0,24,0,,,
150109,Ta Lou,685,na,685,0,685,0,685,0,685,0,685,0,,,
150204,Kanhchor,71,na,71,0,71,0,71,0,71,0,71,0,,,
150206,Srae Sdok,0,na,0,0,0,0,0,0,0,0,0,0,,,
150208,Sya,0,na,0,0,0,0,0,0,0,0,0,0,,,
150208,Sya,446,na,440,6,440,0,440,0,440,0,440,0,,,
150301,Anlong Tnaot,205,na,197,8,197,0,197,0,197,0,197,0,,,
150302,Ansa Chambak,0,na,0,0,0,0,0,0,0,0,0,0,,,
150304,Chheu Tom,353,na,353,0,353,0,353,0,353,0,353,0,,,
150306,Kampong Pou,58,na,56,2,56,0,56,0,56,0,56,0,,,
150307,Kbal Trach,588,na,576,12,576,0,576,0,571,5,571,0,,,
150308,Ou Sandan,310,na,306,4,306,0,306,0,306,0,306,0,,,
150309,Sna Ansa,281,na,259,22,259,0,259,0,259,0,259,0,,,
150310,Svay Sa,1055,na,1055,0,1055,0,1055,0,1055,0,1055,0,,,
150311,Tnaot Chum,704,na,704,0,704,0,704,0,704,0,704,0,,,
150402,Leach,16,na,16,0,16,0,16,0,16,0,16,0,,,
150403,Phteah Rung,368,na,368,0,368,0,368,0,368,0,368,0,,,
150404,Prongil,10862,na,10862,0,10862,0,10862,0,10862,0,10862,0,,,
150405,Rokat,9266,na,9266,0,9264,2,9264,0,9273,-9,9273,0,,,
150406,Santreae,6685,na,6685,0,6685,0,6685,0,6687,-2,6687,0,,,
150407,Samraong,4723,na,4720,3,4718,2,4718,0,4718,0,4718,0,,,
150501,Chamraeun Phal,30,na,30,0,30,0,30,0,30,0,30,0,,,
150506,Roleab,638,na,638,0,638,0,638,0,638,0,638,0,,,
150601,Ou Saom,15032,na,14944,88,14935,9,14935,0,14935,0,14935,0,,,
150602, Krapeu Pir,5439,na,5425,14,5424,1,5424,0,5422,2,5422,0,,,
150603,Anlong Reab,6351,na,6295,56,6295,0,6291,4,6287,4,6287,0,,,
150604,Pramaoy,8677,na,8668,9,8668,0,8668,0,8668,0,8668,0,,,
150605,Thma Da,8564,na,8553,11,8553,0,8522,31,8522,0,8522,0,,,
160101,Malik,415,na,415,0,415,0,415,0,415,0,415,0,,,
160103,Nhang,2698,na,2520,178,2498,22,2383,115,2382,1,2382,0,,,
160104,Ta Lav,1498,na,1282,216,1212,70,1204,8,1204,0,1204,0,,,
160201,Kachanh,179,na,179,0,179,0,179,0,179,0,179,0,,,
160203,Yeak Laom,19,na,19,0,19,0,19,0,19,0,19,0,,,
160301,Kak,125,na,125,0,125,0,125,0,125,0,125,0,,,
160302,Ke Chong,138,na,138,0,138,0,138,0,138,0,138,0,,,
160303,Laming,78,na,78,0,78,0,78,0,78,0,78,0,,,
160304,Lung Khung,247,na,247,0,247,0,247,0,247,0,247,0,,,
160305,Seung,68,na,68,0,68,0,68,0,68,0,68,0,,,
160306,Ting Chak,52,na,52,0,52,0,52,0,52,0,52,0,,,
160401,Serei Mongkol,6106,na,6106,0,6106,0,6106,0,6106,0,6106,0,,,
160402,Srae Angkrong,3930,na,3930,0,3930,0,3930,0,3930,0,3930,0,,,
160403,Ta Ang,830,na,830,0,830,0,830,0,830,0,830,0,,,
160404,Toen,2485,na,2481,4,2481,0,2481,0,2481,0,2481,0,,,
160405,Trapeang Chres,2328,na,2328,0,2328,0,2328,0,2328,0,2328,0,,,
160406,Trapeang Kraham,4899,na,4899,0,4899,0,4899,0,4908,-9,4908,0,,,
160501,Chey Otdam,7252,na,7252,0,7252,0,7252,0,7252,0,7252,0,,,
160502,Ka Laeng,5205,na,5205,0,5205,0,5205,0,5205,0,5205,0,,,
160503,La Bang Muoy,259,na,259,0,259,0,259,0,259,0,259,0,,,
160504,La Bang Pir,91,na,91,0,91,0,91,0,91,0,91,0,,,
160505,Pa Tang,717,na,717,0,717,0,717,0,717,0,717,0,,,
160506,Seda,4467,na,4467,0,4467,0,4467,0,4467,0,4467,0,,,
160601,Cha Ung,161,na,161,0,161,0,161,0,161,0,161,0,,,
160602,Chan,544,na,448,96,448,0,448,0,448,0,448,0,,,
160603,Aekakpheap,27,na,27,0,27,0,27,0,27,0,27,0,,,
160604,Kalai,393,na,377,16,377,0,377,0,377,0,377,0,,,
160605,Ou Chum,237,na,193,44,193,0,193,0,193,0,193,0,,,
160606,Sameakki,319,na,309,10,309,0,309,0,309,0,309,0,,,
160607,L'ak,355,na,300,55,300,0,300,0,300,0,300,0,,,
160701,Bar Kham,2920,na,2920,0,2920,0,2920,0,2920,0,2920,0,,,
160702,Lum Choar,139,na,139,0,139,0,139,0,139,0,139,0,,,
160703,Pak Nhai,954,na,954,0,954,0,954,0,954,0,954,0,,,
160704,Pate,4539,na,4505,34,4505,0,4505,0,4481,24,4481,0,,,
160705,Sesant,189,na,189,0,189,0,189,0,189,0,189,0,,,
160706,Saom Thum,446,na,442,4,442,0,442,0,442,0,442,0,,,
160707,Ya Tung,3284,na,3284,0,3284,0,3284,0,3284,0,3284,0,,,
160801,Ta Veaeng Leu,4254,na,4245,9,4245,0,4245,0,4245,0,4245,0,,,
160802,Ta Veaeng Kraom,2179,na,2179,0,2179,0,2179,0,2179,0,2179,0,,,
160901,Ban Pong,461,na,461,0,461,0,461,0,461,0,461,0,,,
160903,Hat Pak,1325,na,1325,0,1325,0,1325,0,1333,-8,1333,0,,,
160904,Ka Choun,697,na,697,0,697,0,697,0,697,0,697,0,,,
160905,Kaoh Pang,2193,na,2193,0,2193,0,2193,0,2193,0,2193,0,,,
160906,Kaoh Peak,1343,na,1315,28,1315,0,1315,0,1315,0,1315,0,,,
160907,Kok Lak,2073,na,2073,0,2073,0,2073,0,2073,0,2073,0,,,
160908,Pa Kalan,1777,na,1777,0,1777,0,1777,0,1780,-3,1780,0,,,
160909,Phnum Kok,1450,na,1299,151,1248,51,1232,16,1232,0,1232,0,,,
160910,Veun Sai,1523,na,1523,0,1523,0,1523,0,1523,0,1523,0,,,
170102,Doun Peaeng,3,na,3,0,3,0,3,0,3,0,3,0,,,
170103,Kouk Doung,395,na,388,7,388,0,388,0,388,0,388,0,,,
170105,Nokor Pheas,1,na,1,0,1,0,1,0,1,0,1,0,,,
170106,Srae Khvav,25,na,25,0,25,0,25,0,25,0,25,0,,,
170201,Chob Ta Trav,277,na,275,2,275,0,275,0,275,0,275,0,,,
170202,Leang Dai,22,na,22,0,22,0,22,0,22,0,22,0,,,
170203,Peak Snaeng,286,na,278,8,278,0,278,0,278,0,278,0,,,
170204,Svay Chek,4,na,4,0,4,0,4,0,4,0,4,0,,,
170301,Khnar Sanday,81,na,81,0,81,0,81,0,81,0,81,0,,,
170302,Khun Ream,1382,na,1377,5,1377,0,1377,0,1377,0,1377,0,,,
170304,Rumchek,5,na,5,0,5,0,5,0,5,0,5,0,,,
170305,Run Ta Aek,39,na,39,0,39,0,39,0,39,0,39,0,,,
170306,Tbaeng,240,na,240,0,240,0,240,0,240,0,240,0,,,
170401,Anlong Samnar,120,na,49,71,49,0,49,0,49,0,49,0,,,
170402,Chi Kraeng,3,na,3,0,3,0,3,0,3,0,3,0,,,
170404,Khvav,5016,na,5016,0,5016,0,5016,0,5016,0,5016,0,,,
170405,Kouk Thlok Kraom,69,na,69,0,69,0,69,0,69,0,69,0,,,
170406,Kouk Thlok Leu,223,na,223,0,223,0,223,0,223,0,223,0,,,
170407,Lveaeng Ruessei,423,na,423,0,423,0,423,0,423,0,423,0,,,
170408,Pongro Kraom,268,na,268,0,253,15,253,0,253,0,253,0,,,
170409,Pongro Leu,2596,na,2596,0,2505,91,2409,96,2409,0,2409,0,,,
170410,Ruessei Lok,18,na,18,0,18,0,18,0,18,0,18,0,,,
170411,Sangvaeuy,107,na,107,0,107,0,107,0,107,0,107,0,,,
170412,Spean Tnaot,120,na,100,20,100,0,100,0,100,0,100,0,,,
170606,Sambuor,220,na,220,0,220,0,220,0,220,0,220,0,,,
170609,Sranal,5,na,5,0,5,0,5,0,5,0,5,0,,,
170704,Kaev Poar,68,na,68,0,68,0,68,0,68,0,68,0,,,
170706,Krabei Riel,18,na,18,0,18,0,18,0,18,0,18,0,,,
170707,Lvea,120,na,120,0,120,0,120,0,120,0,120,0,,,
170708,Mukh Paen,164,na,164,0,164,0,164,0,164,0,164,0,,,
170709,Pou Treay,21,na,21,0,21,0,21,0,21,0,21,0,,,
170710,Puok,46,na,46,0,46,0,46,0,46,0,46,0,,,
170711,Prey Chruk,50,na,50,0,50,0,50,0,50,0,50,0,,,
170712,Reul,9,na,9,0,9,0,9,0,9,0,9,0,,,
170713,Samraong Yea,10,na,10,0,10,0,10,0,10,0,10,0,,,
170714,Tuek Vil,15,na,15,0,15,0,15,0,15,0,15,0,,,
170715,Trei Nhoar,17,na,17,0,17,0,17,0,17,0,17,0,,,
170904,Kampong Phluk,218,na,218,0,218,0,218,0,218,0,218,0,,,
170906,Kandaek,75,na,75,0,75,0,75,0,75,0,75,0,,,
170908,Roluos,21,na,21,0,21,0,21,0,21,0,21,0,,,
171002,Svay Dangkum,22,na,22,0,22,0,22,0,22,0,22,0,,,
171003,Kouk Chak,60,na,60,0,60,0,60,0,60,0,60,0,,,
171005,Nokor Thum,208,na,208,0,208,0,208,0,208,0,208,0,,,
171006,Chreav,74,na,71,3,71,0,71,0,71,0,71,0,,,
171008,Sambuor,39,na,39,0,39,0,39,0,39,0,39,0,,,
171009,Siem Reab,86,na,86,0,86,0,86,0,86,0,86,0,,,
171010,Srangae,30,na,30,0,30,0,30,0,30,0,30,0,,,
171101,Chan Sar,55,na,55,0,55,0,55,0,55,0,55,0,,,
171103,Dan Run,84,na,84,0,84,0,84,0,84,0,84,0,,,
171104,Kampong Khleang,79,na,34,45,34,0,34,0,34,0,34,0,,,
171106,Khchas,30,na,30,0,30,0,30,0,30,0,30,0,,,
171107,Khnar Pou,81,na,81,0,81,0,81,0,81,0,81,0,,,
171108,Popel,52,na,52,0,52,0,52,0,52,0,52,0,,,
171201,Chrouy Neang Nguon,54,na,54,0,54,0,54,0,54,0,54,0,,,
171203,Tram Sasar,5,na,5,0,5,0,5,0,5,0,5,0,,,
171204,Moung,20,na,20,0,20,0,20,0,20,0,20,0,,,
171205,Prei,2,na,2,0,2,0,2,0,2,0,2,0,,,
171206,Slaeng Spean,375,na,375,0,375,0,375,0,375,0,375,0,,,
171301,Boeng Mealea,828,na,828,0,828,0,828,0,828,0,828,0,,,
171302,Kantuot,9372,na,9372,0,9372,0,9372,0,9372,0,9372,0,,,
171303,Khnang Phnum,1280,na,1276,4,1276,0,1276,0,1276,0,1276,0,,,
171304,Svay Leu,1887,na,1887,0,1887,0,1887,0,1887,0,1887,0,,,
171305,Ta Siem,3979,na,3979,0,3979,0,3979,0,3979,0,3979,0,,,
171401,Prasat,870,na,865,5,847,18,847,0,847,0,847,0,,,
171402,Lvea Krang,932,na,932,0,932,0,932,0,932,0,932,0,,,
171403,Srae Nouy,3661,na,3643,18,3581,62,3581,0,3581,0,3581,0,,,
171404,Svay sa,209,na,209,0,209,0,209,0,209,0,209,0,,,
171405,Varin,1453,na,1453,0,1453,0,1453,0,1453,0,1453,0,,,
180101,Sangkat Muoy,48,na,48,0,48,0,48,0,48,0,48,0,,,
180103,Sangkat Bei,3,na,3,0,3,0,3,0,3,0,3,0,,,
180105,Kaoh Rung,242,na,242,0,242,0,242,0,242,0,242,0,,,
180201,Andoung Thma,226,na,185,41,185,0,185,0,185,0,185,0,,,
180202,Boeng Ta Prum,34,na,34,0,34,0,34,0,34,0,34,0,,,
180203,Bet Trang,175,na,175,0,175,0,175,0,175,0,175,0,,,
180204,Cheung Kou,418,na,418,0,418,0,418,0,418,0,418,0,,,
180205,Ou Chrov,12,na,12,0,12,0,12,0,12,0,12,0,,,
180206,Ou Oknha Heng,242,na,215,27,215,0,215,0,215,0,215,0,,,
180207,Prey Nob,96,na,90,6,90,0,90,0,90,0,90,0,,,
180208,Ream,858,na,819,39,825,-6,825,0,823,2,823,0,,,
180209,Sameakki,1269,na,1269,0,1269,0,1260,9,1260,0,1260,0,,,
180210,Samrong,288,na,282,6,282,0,282,0,282,0,282,0,,,
180211,Tuek L'ak,177,na,177,0,177,0,177,0,177,0,177,0,,,
180212,Tuek Thla,434,na,434,0,434,0,434,0,454,-20,454,0,,,
180213,Tuol Toetueng,256,na,222,34,222,0,222,0,222,0,222,0,,,
180302,Ou Treh,235,na,224,11,218,6,218,0,218,0,218,0,,,
180303,Tumnob Rolok,166,na,141,25,141,0,141,0,141,0,141,0,,,
190101,Kampun,928,na,875,53,839,36,813,26,804,9,804,0,,,
190102,Kbal Romeas,7762,na,7629,133,7595,34,7494,101,7415,79,7415,0,,,
190103,Phluk,3357,na,3337,20,3319,18,3319,0,3319,0,3319,0,,,
190104,Samkhuoy,1845,na,1845,0,1845,0,1845,0,1845,0,1845,0,,,
190105,Sdau,2887,na,2887,0,2887,0,2887,0,2887,0,2887,0,,,
190106,Srae Kor,4087,na,4086,1,4086,0,4086,0,4102,-16,4102,0,,,
190107,Ta Lat,5370,na,5370,0,5370,0,5372,-2,5382,-10,5382,0,,,
190201,Kaoh Preah,10,na,10,0,10,0,10,0,10,0,10,0,,,
190202,Kaoh Sampeay,110,na,103,7,103,0,103,0,100,3,100,0,,,
190203,Kaoh Sralau,340,na,340,0,340,0,340,0,340,0,340,0,,,
190204,Ou Mreah,376,na,376,0,376,0,376,0,376,0,376,0,,,
190205,Ou Ruessei Kandal,32,na,32,0,32,0,32,0,32,0,32,0,,,
190206,Siem Bouk,11295,na,11293,2,11293,0,11288,5,11286,2,11286,0,,,
190207,Srae Krasang,159,na,115,44,115,0,115,0,115,0,115,0,,,
190301,Preaek Meas,7066,na,7066,0,7066,0,7066,0,7066,0,7066,0,,,
190302,Sekong,7863,na,7863,0,7863,0,7863,0,7868,-5,7868,0,,,
190303,Santepheap,21042,na,21041,1,21041,0,21041,0,21038,3,21038,0,,,
190304,Srae Sambour,6981,na,6981,0,6981,0,6981,0,6981,0,6981,0,,,
190305,Thma Kaev,3706,na,3706,0,3706,0,3706,0,3707,-1,3707,0,,,
190401,Stung Treng,87,na,47,40,47,0,47,0,47,0,47,0,,,
190402,Sarh Ruessei,134,na,134,0,134,0,134,0,134,0,134,0,,,
190403,Preah Bat,30,na,30,0,30,0,30,0,26,4,26,0,,,
190404,Sameaki,4705,na,4705,0,4705,0,4705,0,4705,0,4705,0,,,
190501,Anlong Phe,2693,na,2692,1,2692,0,2662,30,2644,18,2644,0,,,
190502,Chamkar Leu,1720,na,1720,0,1720,0,1720,0,1714,6,1714,0,,,
190503,Kang Cham,1844,na,1844,0,1844,0,1844,0,1843,1,1843,0,,,
190504,Kaoh Snaeng,1131,na,1123,8,1123,0,1123,0,1109,14,1109,0,,,
190505,Anlong Chrey,6553,na,6539,14,6486,53,6082,404,6037,45,6037,0,,,
190506,Ou Rai,1138,na,1137,1,1137,0,1069,68,1069,0,1069,0,,,
190507,Ou Svay,858,na,858,0,858,0,858,0,868,-10,868,0,,,
190508,Preah Rumkel,3225,na,3225,0,3225,0,3225,0,3227,-2,3227,0,,,
190509,Sam'ang,3541,na,3484,57,3484,0,3419,65,3402,17,3402,0,,,
190510,Srae Ruessei,1448,na,1415,33,1410,5,1399,11,1399,0,1399,0,,,
190511,Thala,635,na,635,0,635,0,635,0,635,0,635,0,,,
200101,Bati,18,na,18,0,18,0,18,0,18,0,18,0,,,
200102,Bavet,8,na,8,0,8,0,8,0,8,0,8,0,,,
200103,Chantrea,36,na,36,0,36,0,36,0,36,0,36,0,,,
200104,Chres,22,na,22,0,22,0,22,0,22,0,22,0,,,
200106,Prasat,2,na,2,0,2,0,2,0,2,0,2,0,,,
200108,Prey Kokir,2,na,2,0,2,0,2,0,2,0,2,0,,,
200109,Samraong,3,na,3,0,3,0,3,0,3,0,3,0,,,
200110,Tuol Sdei,148,na,148,0,148,0,148,0,148,0,148,0,,,
