,(Intercept),agr_gdp,dev_agri,dev_env,fdi,for_rem,gdp,gdp_gr,ind_gdp,pop_den,time,df,logLik,AICc,delta,weight
67,733.615761,NA,0.207141247,NA,NA,NA,NA,43.36939875,NA,NA,NA,4,-151.4040962,313.4748591,116.5962071,1.36E-26
107,1180.758698,NA,0.041027154,NA,-0.9137018,NA,-10.93155874,82.46293124,NA,NA,NA,6,-147.5131288,313.487796,116.609144,1.35E-26
160,-5264.307595,-103.2087037,0.438169418,-0.196350307,0.062470663,0.062423811,NA,NA,123.7148076,NA,NA,8,-142.2019905,313.4948901,116.6162381,1.35E-26
109,1182.654902,NA,NA,0.137469039,-0.920874623,NA,-10.96948183,83.24983874,NA,NA,NA,6,-147.5172075,313.4959535,116.6173016,1.35E-26
457,-275.3608971,NA,NA,NA,-0.402643871,NA,NA,45.54809028,143.1599847,685.2469398,NA,6,-147.5497038,313.5609461,116.6822941,1.31E-26
472,-7520.497108,-79.38446851,0.296981073,-1.85300482,NA,0.102414777,NA,32.40697806,137.5058769,-1050.107508,NA,9,-138.7999356,313.5998712,116.7212192,1.28E-26
326,-406.5527872,-163.6933733,NA,0.040764142,NA,NA,NA,28.00858469,NA,707.6087238,NA,6,-147.5769644,313.6154672,116.7368152,1.27E-26
77,826.9258089,NA,NA,2.176508406,-1.228115627,NA,NA,58.6737025,NA,NA,NA,5,-149.6661656,313.6180455,116.7393935,1.27E-26
75,822.2664796,NA,0.161120559,NA,-1.130858759,NA,NA,56.39831669,NA,NA,NA,5,-149.672686,313.6310864,116.7524344,1.26E-26
394,-286.595975,-143.2081269,NA,NA,-0.21771646,NA,NA,NA,76.27396429,599.5261179,NA,6,-147.5921531,313.6458447,116.7671927,1.25E-26
37,993.4736916,NA,NA,-1.418639617,NA,NA,-7.566580517,NA,NA,NA,NA,4,-151.5059088,313.6784842,116.7998322,1.23E-26
509,-6043.874462,NA,NA,-4.219865038,0.029278142,0.090712774,-6.90007188,61.67102328,204.2950313,-1138.769283,NA,9,-138.8612212,313.7224425,116.8437905,1.20E-26
453,-410.4116184,NA,NA,-2.324936837,NA,NA,NA,41.6432845,174.3039459,745.9797007,NA,6,-147.6494745,313.7604875,116.8818355,1.18E-26
390,-370.4999894,-140.2587987,NA,0.350311346,NA,NA,NA,NA,93.47204237,640.6658978,NA,6,-147.6539436,313.7694256,116.8907737,1.18E-26
379,-6752.158868,NA,0.10288789,NA,-0.800970444,0.096867769,-2.072279842,62.63991956,NA,-987.1988804,NA,8,-142.3424707,313.7758504,116.8971985,1.17E-26
270,-195.1593854,-181.6782912,NA,3.02238049,-0.521068212,NA,NA,NA,NA,559.5831375,NA,6,-147.6602887,313.7821159,116.903464,1.17E-26
264,-394.5864807,-188.5801175,0.357997392,1.557656362,NA,NA,NA,NA,NA,672.3423384,NA,6,-147.681732,313.8250024,116.9463504,1.14E-26
381,-6722.618519,NA,NA,-0.641151289,-0.778708356,0.09677812,-2.373568849,65.39581781,NA,-995.1843067,NA,8,-142.3773738,313.8456567,116.9670048,1.13E-26
287,-7109.907203,NA,0.374992902,0.997500441,-0.607522591,0.097826045,NA,NA,NA,-855.7644266,NA,7,-145.2720496,313.8774325,116.9987805,1.11E-26
507,-6110.904008,NA,0.295803923,NA,-0.16654004,0.090594562,-5.583327085,52.67614698,195.6608656,-1105.002475,NA,9,-138.9497495,313.8994991,117.0208471,1.10E-26
78,607.8218832,-164.5784278,NA,3.26535659,-0.906564858,NA,NA,35.33620018,NA,NA,NA,6,-147.731683,313.9249044,117.0462525,1.09E-26
351,-7273.389859,NA,0.122213086,-0.161404393,-0.794735202,0.101387451,NA,57.54255445,NA,-963.0266567,NA,8,-142.4286098,313.9481288,117.0694768,1.08E-26
202,577.3322835,-132.6665082,NA,NA,-0.640424179,NA,NA,36.01812117,62.63810923,NA,NA,6,-147.7577189,313.9769763,117.0983243,1.06E-26
76,603.0125915,-163.1031178,0.224352714,NA,-0.764947241,NA,NA,32.44431005,NA,NA,NA,6,-147.7695148,314.0005681,117.1219161,1.05E-26
141,591.0033903,NA,NA,-0.320586436,-0.310779302,NA,NA,NA,196.7351331,NA,NA,5,-149.858075,314.0018642,117.1232123,1.05E-26
267,-271.0926048,NA,0.38579343,NA,-0.622192005,NA,NA,NA,NA,781.1505519,NA,5,-149.9465929,314.1789001,117.3002482,9.58E-27
317,-8161.548938,NA,NA,0.519937462,-0.621405905,0.107437055,3.921894555,NA,NA,-830.1608132,NA,7,-145.4580712,314.2494758,117.3708239,9.25E-27
376,-5411.48795,-187.699663,0.114858458,-1.17633453,NA,0.083286536,-7.927119951,46.45626007,NA,-1110.058613,NA,9,-139.1279987,314.2559974,117.3773455,9.22E-27
478,-7397.187913,-89.70204916,NA,-1.191464424,-0.28499796,0.102014543,NA,40.63846804,96.98159115,-1080.547338,NA,9,-139.1307774,314.2615548,117.3829029,9.19E-27
445,-7351.313341,NA,NA,-3.362244689,0.229649928,0.100330121,-1.281277085,NA,217.597774,-993.1067741,NA,8,-142.606284,314.303477,117.424825,9.00E-27
196,471.3700002,-125.1470181,0.385269245,NA,NA,NA,NA,20.25082114,135.7538606,NA,NA,6,-147.9259868,314.3135121,117.4348602,8.96E-27
421,310.0738658,NA,NA,-1.575137038,NA,NA,-7.086242083,NA,222.3110007,356.8576305,NA,6,-147.9274346,314.3164076,117.4377557,8.95E-27
425,277.5808282,NA,NA,NA,0.133751484,NA,-7.347630243,NA,232.1160805,371.6410118,NA,6,-147.9517644,314.3650672,117.4864153,8.73E-27
140,502.3091622,-147.7172328,0.440456535,NA,-0.36874823,NA,NA,NA,100.2779111,NA,NA,6,-147.9635147,314.388568,117.509916,8.63E-27
16,552.565316,-197.4806774,0.400800232,4.600523692,-0.774777339,NA,NA,NA,NA,NA,NA,6,-147.9765138,314.414566,117.5359141,8.52E-27
391,-397.8811675,NA,0.5410145,-0.500488605,NA,NA,NA,NA,207.6288557,708.9996031,NA,6,-147.9857493,314.433037,117.5543851,8.44E-27
395,-384.5622401,NA,0.543992437,NA,-0.043592417,NA,NA,NA,204.3950701,702.9349842,NA,6,-147.9878349,314.4372083,117.5585563,8.42E-27
173,829.683485,NA,NA,-3.088803888,0.309680189,NA,-10.03547496,NA,268.8061521,NA,NA,6,-148.0718851,314.6053087,117.7266567,7.74E-27
48,813.6286661,-244.5660577,0.364456348,3.152656894,-0.341364844,NA,-10.14703835,NA,NA,NA,NA,7,-145.6417602,314.6168537,117.7382018,7.70E-27
297,-32.90056405,NA,NA,NA,-0.583799823,NA,-2.614741196,NA,NA,669.874145,NA,5,-150.1787376,314.6431896,117.7645376,7.60E-27
426,738.5681068,-197.8527188,NA,NA,0.079474946,NA,-11.0362511,NA,109.4795334,31.67472423,NA,7,-145.6776449,314.6886232,117.8099712,7.43E-27
174,785.8089324,-201.0281509,NA,0.357192449,0.053982434,NA,-11.1753052,NA,106.7524193,NA,NA,7,-145.6776902,314.6887138,117.8100618,7.43E-27
422,747.978296,-200.6789003,NA,0.596949748,NA,NA,-10.86290933,NA,100.8537315,27.01814139,NA,7,-145.6793612,314.6920557,117.8134038,7.41E-27
136,449.0558783,-144.4511447,0.471478304,0.787163206,NA,NA,NA,NA,132.0112595,NA,NA,6,-148.1392508,314.7400401,117.8613882,7.24E-27
269,-253.322333,NA,NA,1.846496521,-0.697956409,NA,NA,NA,NA,771.557259,NA,5,-150.2329996,314.7517135,117.8730615,7.20E-27
311,-8331.846992,NA,0.342195884,-1.464399555,NA,0.107455491,3.16542895,NA,NA,-720.1737705,NA,7,-145.7137297,314.7607928,117.8821408,7.16E-27
64,-4432.48745,-175.1857075,0.351740156,2.009071921,-0.274655334,0.054595022,-1.907242149,NA,NA,NA,NA,8,-142.8703421,314.8315933,117.9529413,6.91E-27
190,-4487.862096,-131.4506663,NA,-0.756128174,0.117537963,0.054882525,-2.881191637,NA,106.1432465,NA,NA,8,-142.8833909,314.8576909,117.9790389,6.82E-27
484,1166.47432,-158.8427823,0.216698086,NA,NA,NA,-15.14664012,55.8241643,134.0128779,-158.3102867,NA,8,-142.9092791,314.9094673,118.0308154,6.65E-27
291,-208.1811733,NA,0.378347219,NA,NA,NA,-3.258614008,NA,NA,781.2573929,NA,5,-150.3120473,314.9098088,118.0311569,6.65E-27
232,936.2355964,-145.8103606,0.205398878,-1.241975804,NA,NA,-14.12869604,55.980857,134.3492065,NA,NA,8,-142.9329716,314.9568523,118.0782003,6.49E-27
296,694.1531272,-251.3245391,0.3456195,1.832488889,NA,NA,-10.59141089,NA,NA,76.58619276,NA,7,-145.8178062,314.9689457,118.0902938,6.46E-27
300,728.6140875,-240.0025168,0.331314456,NA,-0.195766763,NA,-10.10212666,NA,NA,62.15359458,NA,7,-145.8194352,314.9722037,118.0935517,6.45E-27
236,936.9132501,-151.2690029,0.210053925,NA,-0.11263153,NA,-13.81381486,55.35919287,120.8836317,NA,NA,8,-142.9509846,314.9928784,118.1142264,6.38E-27
198,485.9178477,-128.6493649,NA,-0.793164014,NA,NA,NA,27.86917312,118.7944264,NA,NA,6,-148.26856,314.9986584,118.1200064,6.36E-27
7,731.5409845,NA,0.382036685,-0.740264755,NA,NA,NA,NA,NA,NA,NA,4,-152.176456,315.0195787,118.1409267,6.29E-27
1000,260.9977072,-42.36488896,0.034453727,1.17172094,NA,NA,-6.513910985,5.801548552,4.00330904,449.2718137,1.053216073,10,-135.2887804,315.0220052,118.1433532,6.29E-27
63,-6585.663013,NA,0.379605525,1.299892423,-0.560463634,0.078046109,4.354730744,NA,NA,NA,NA,7,-145.8444834,315.0223001,118.1436482,6.29E-27
880,249.2586048,-43.50843709,0.030708991,1.165100734,0.013028641,NA,-6.456273525,5.23885707,NA,457.1250273,1.061238726,10,-135.2899635,315.0243713,118.1457194,6.28E-27
1006,257.9691097,-41.74727972,NA,0.998879685,0.027821016,NA,-6.588044907,6.208023511,4.60754755,452.2395304,1.058432174,10,-135.2959695,315.0363834,118.1577314,6.24E-27
479,-7610.061306,NA,0.303567041,-2.586520865,-0.102401823,0.103895642,NA,41.39923436,181.6942068,-1037.249991,NA,9,-139.5212518,315.0425037,118.1638517,6.22E-27
357,458.9716671,NA,NA,-3.145945621,NA,NA,-9.848859784,73.01251444,NA,461.1401993,NA,6,-148.306703,315.0749444,118.1962924,6.12E-27
944,195.9073472,-40.39781811,0.04971462,1.209372208,0.047516942,NA,-6.035739854,NA,3.952339455,483.4257933,1.083991562,10,-135.319236,315.0829165,118.2042645,6.10E-27
1004,262.1278583,-37.89111869,0.03026163,NA,0.094038866,NA,-6.820749247,6.830163224,16.44115367,448.6975182,1.045735305,10,-135.3316317,315.1077079,118.2290559,6.02E-27
486,1219.525184,-156.2040919,NA,-1.693256857,NA,NA,-15.65495905,62.59236777,129.1815391,-175.9630607,NA,8,-143.0123619,315.1156329,118.2369809,6.00E-27
142,528.1694231,-177.9474381,NA,3.008079006,-0.599500286,NA,NA,NA,46.0413395,NA,NA,6,-148.3359413,315.133421,118.254769,5.95E-27
352,-7088.546408,-139.3369671,0.193236133,1.137346202,-0.591489594,0.098937338,NA,36.91226496,NA,-1067.151003,NA,9,-139.5701077,315.1402155,118.2615635,5.93E-27
490,1237.585142,-164.1384539,NA,NA,-0.180613864,NA,-15.24200146,62.22777421,108.4309935,-185.6131899,NA,8,-143.0295971,315.1501032,118.2714512,5.90E-27
444,-6194.115538,-137.0701035,0.44103106,NA,0.042730801,0.089595327,-4.238987473,NA,136.1932286,-1104.347826,NA,9,-139.5915517,315.1831034,118.3044514,5.80E-27
440,-6209.895194,-136.5414955,0.436800824,-0.210218892,NA,0.089876562,-4.110895174,NA,132.9452816,-1109.918276,NA,9,-139.5948565,315.1897129,118.3110609,5.78E-27
263,-526.964183,NA,0.375467133,-0.366831647,NA,NA,NA,NA,NA,936.2548149,NA,5,-150.458718,315.2031503,118.3244983,5.74E-27
203,627.2501561,NA,0.366284239,NA,-0.546693841,NA,NA,39.41284163,174.5969334,NA,NA,6,-148.3919126,315.2453636,118.3667116,5.62E-27
238,957.668438,-149.6816218,NA,-1.29656716,-0.078168905,NA,-14.24655453,60.98200424,117.5601189,NA,NA,8,-143.0842779,315.2594649,118.3808129,5.58E-27
191,-5448.970006,NA,0.51013169,-2.348371595,0.302865679,0.064976191,-0.795079842,NA,219.183525,NA,NA,8,-143.1011656,315.2932404,118.4145884,5.49E-27
43,988.452409,NA,0.390736573,NA,-0.745476799,NA,-5.874759292,NA,NA,NA,NA,5,-150.534744,315.3552023,118.4765504,5.32E-27
355,384.1257179,NA,0.091951498,NA,NA,NA,-9.26198898,67.67537636,NA,496.9826306,NA,6,-148.4582714,315.3780812,118.4994292,5.26E-27
331,-177.4796122,NA,0.164018747,NA,-0.845586228,NA,NA,53.26150644,NA,727.5366001,NA,6,-148.5015119,315.4645622,118.5859103,5.04E-27
302,751.8146836,-244.696498,NA,2.430199826,-0.293150206,NA,-10.05840808,NA,NA,43.54842699,NA,7,-146.0758932,315.4851197,118.6064677,4.99E-27
1007,139.5702917,NA,0.039726619,0.564353161,0.079390507,NA,-5.702709886,4.459335968,25.23634659,536.8894999,1.114563672,10,-135.5207159,315.4858762,118.6072242,4.99E-27
293,-200.5040789,NA,NA,-1.039954298,NA,NA,-3.310654149,NA,NA,780.0504742,NA,5,-150.601152,315.4880182,118.6093663,4.98E-27
333,-159.164338,NA,NA,1.243320039,-0.909584177,NA,NA,55.91434281,NA,716.7613441,NA,6,-148.5433753,315.5482891,118.6696371,4.83E-27
72,497.5560678,-200.6384349,0.278468802,0.823154189,NA,NA,NA,18.27564984,NA,NA,NA,6,-148.6563139,315.7741663,118.8955143,4.32E-27
199,547.5009292,NA,0.411369115,-1.83463673,NA,NA,NA,32.14071282,222.0249489,NA,NA,6,-148.6839597,315.8294579,118.9508059,4.20E-27
103,1182.289577,NA,0.00417692,-3.563175125,NA,NA,-12.8553064,80.48273216,NA,NA,NA,6,-148.6858376,315.8332136,118.9545617,4.19E-27
205,654.1072377,NA,NA,-0.200213733,-0.627807733,NA,NA,47.69507909,153.9287729,NA,NA,6,-148.6889754,315.8394892,118.9608373,4.18E-27
45,987.9158521,NA,NA,1.980988516,-0.828020673,NA,-5.706994694,NA,NA,NA,NA,5,-150.8072577,315.9002297,119.0215778,4.05E-27
397,-399.0196204,NA,NA,-1.162676199,-0.028147691,NA,NA,NA,188.2442273,727.0865398,NA,6,-148.7228168,315.9071721,119.0285201,4.04E-27
416,-7272.989366,-114.1702248,0.435871836,-0.194876058,-0.050224959,0.099308255,NA,NA,126.5868822,-1045.26891,NA,9,-140.0523994,316.1047987,119.2261468,3.66E-27
15,805.9372782,NA,0.435872167,3.698373839,-1.069581065,NA,NA,NA,NA,NA,NA,5,-150.9670312,316.2197767,119.3411248,3.45E-27
366,1236.46823,-209.9210632,NA,1.117538186,-0.489710611,NA,-14.31325122,61.60327323,NA,-163.4350395,NA,8,-143.6431691,316.3772473,119.4985953,3.19E-27
364,1217.220457,-209.021094,0.084743576,NA,-0.437694497,NA,-14.27353937,60.38578771,NA,-151.2524232,NA,8,-143.644657,316.380223,119.501571,3.19E-27
112,979.3432323,-202.8011637,0.113287052,1.327733623,-0.469072818,NA,-13.05747613,57.0418404,NA,NA,NA,8,-143.6608688,316.4126467,119.5339948,3.14E-27
375,-7133.002043,NA,0.076359333,-3.469829324,NA,0.098609377,-2.617804054,58.37961252,NA,-851.0976829,NA,8,-143.6623129,316.4155348,119.5368829,3.13E-27
143,569.0400826,NA,0.566796351,0.432036479,-0.293237536,NA,NA,NA,215.2871445,NA,NA,6,-149.1346616,316.7308616,119.8522096,2.68E-27
39,988.7306547,NA,0.374838313,-0.856015709,NA,NA,-7.526591975,NA,NA,NA,NA,5,-151.2370644,316.7598432,119.8811912,2.64E-27
248,-3578.274195,-96.75964488,0.242663138,-1.483094661,NA,0.046669178,-6.281747409,44.47565445,125.8495787,NA,NA,9,-140.4150333,316.8300666,119.9514147,2.55E-27
452,-375.5569488,-102.6686652,0.355957628,NA,NA,NA,NA,23.94125799,121.5479239,659.0164299,NA,7,-146.7486719,316.8306771,119.9520252,2.54E-27
752,942.5341214,-72.90239027,0.035889485,0.866645543,-0.032157644,NA,-10.09978775,16.45694476,23.88632352,NA,0.931438636,10,-136.2010771,316.8465987,119.9679468,2.52E-27
720,696.7898849,-52.75947574,0.081634507,3.806641422,-0.468117259,NA,NA,-10.60077804,-42.1322462,NA,1.130408607,9,-140.4488702,316.8977404,120.0190885,2.46E-27
127,-5105.142862,NA,0.125443974,-0.203241312,-0.652935942,0.064193552,-1.108507003,57.19064054,NA,NA,NA,8,-143.9046657,316.9002405,120.0215885,2.46E-27
252,-3551.543874,-103.6853841,0.255517363,NA,-0.065605762,0.046339988,-6.10156706,43.01924891,116.0072704,NA,NA,9,-140.4816599,316.9633199,120.0846679,2.38E-27
71,738.0366356,NA,0.175056003,-2.226642195,NA,NA,NA,45.5688274,NA,NA,NA,5,-151.3413165,316.9683473,120.0896953,2.38E-27
458,-223.9522898,-111.6738875,NA,NA,-0.433584497,NA,NA,35.98018731,68.35105181,599.0125397,NA,7,-146.837537,317.0084074,120.1297554,2.33E-27
332,-180.0369605,-144.9202988,0.219644419,NA,-0.575325429,NA,NA,32.58112221,NA,587.6292519,NA,7,-146.8854727,317.1042788,120.2256268,2.22E-27
334,-146.3117489,-145.9838362,NA,2.405232222,-0.691294416,NA,NA,35.79339376,NA,566.1523988,NA,7,-146.9230591,317.1794515,120.3007995,2.14E-27
360,1103.574107,-226.0972463,0.095284952,-0.367306977,NA,NA,-14.81098091,55.05581052,NA,-92.76419418,NA,8,-144.0622412,317.2153914,120.3367394,2.10E-27
446,-6249.85793,-149.1717108,NA,-0.867424686,0.040526458,0.090325079,-4.216571042,NA,113.6707098,-1106.509667,NA,9,-140.6635329,317.3270658,120.4484138,1.99E-27
427,318.7162892,NA,0.582755121,NA,0.20470686,NA,-7.849524569,NA,258.4852848,330.3867495,NA,7,-147.0123321,317.3579976,120.4793456,1.96E-27
327,-517.955183,NA,0.169323978,-1.848043249,NA,NA,NA,45.38735582,NA,934.3657847,NA,6,-149.4673598,317.396258,120.5176061,1.92E-27
254,-3487.370944,-100.5131952,NA,-1.936230185,-0.001607085,0.045942912,-6.760575217,50.20303412,115.1398401,NA,NA,9,-140.6996167,317.3992334,120.5205814,1.92E-27
423,349.3414251,NA,0.563550213,-0.776388719,NA,NA,-7.361332378,NA,241.6160926,318.7619585,NA,7,-147.0561118,317.4455569,120.5669049,1.87E-27
396,-300.4394889,-126.6225743,0.44123545,NA,-0.161648887,NA,NA,NA,106.0457772,600.1387694,NA,7,-147.0593998,317.452133,120.573481,1.87E-27
454,-381.3895249,-104.8216515,NA,-0.844906711,NA,NA,NA,31.18435504,105.9629786,674.4061897,NA,7,-147.0739417,317.4812167,120.6025648,1.84E-27
392,-365.1563312,-126.0208918,0.457856681,0.843286405,NA,NA,NA,NA,117.9745849,630.7659161,NA,7,-147.0826507,317.4986347,120.6199827,1.82E-27
320,-6148.659904,-195.6725129,0.345570192,2.033215079,-0.373235201,0.089150469,-3.151470083,NA,NA,-1078.515148,NA,9,-140.7678936,317.5357871,120.6571351,1.79E-27
175,810.1218286,NA,0.583490048,-2.349371108,0.335663398,NA,-10.16365261,NA,288.8250946,NA,NA,7,-147.1464578,317.626249,120.7475971,1.71E-27
79,825.1549931,NA,0.194167349,2.582126124,-1.233103146,NA,NA,55.02573294,NA,NA,NA,6,-149.5877083,317.6369551,120.7583031,1.70E-27
976,-380.8465873,-9.272787034,0.053343269,2.268596674,-0.078867378,NA,NA,-13.15310615,-30.75721422,809.7811593,1.22549472,10,-136.6023992,317.6492429,120.7705909,1.69E-27
459,-296.4218927,NA,0.356886269,NA,-0.314322385,NA,NA,37.48110961,164.2920254,680.5520267,NA,7,-147.2328267,317.7989867,120.9203348,1.57E-27
272,-180.0354362,-179.9434034,0.388057248,3.749969116,-0.562498525,NA,NA,NA,NA,549.4123742,NA,7,-147.2362634,317.8058602,120.9272083,1.56E-27
455,-402.6150725,NA,0.37192799,-1.597758635,NA,NA,NA,33.98683542,189.1633806,727.7960101,NA,7,-147.3077757,317.9488847,121.0702327,1.45E-27
363,717.9808381,NA,0.061879419,NA,-0.834002375,NA,-9.140084659,76.92375732,NA,294.01968,NA,7,-147.3525737,318.0384808,121.1598288,1.39E-27
365,731.1492548,NA,NA,0.081848506,-0.841070245,NA,-9.253366783,78.29732642,NA,287.7350457,NA,7,-147.3625086,318.0583506,121.1796986,1.38E-27
328,-404.5650949,-167.9795319,0.257340099,0.610453475,NA,NA,NA,22.58229591,NA,700.232389,NA,7,-147.4077855,318.1489043,121.2702524,1.32E-27
299,-29.02901557,NA,0.384769329,NA,-0.590772805,NA,-2.591118092,NA,NA,665.0054425,NA,6,-149.8492862,318.1601109,121.2814589,1.31E-27
239,999.3958511,NA,0.24893285,-3.630734754,0.101911209,NA,-13.81681707,67.58866729,243.4493758,NA,NA,8,-144.5441286,318.1791663,121.3005143,1.30E-27
271,-236.5956345,NA,0.413978401,2.634664896,-0.740352176,NA,NA,NA,NA,758.5477169,NA,6,-149.8606165,318.1827715,121.3041195,1.29E-27
487,941.2194175,NA,0.245392185,-3.180744037,NA,NA,-13.28502744,67.59570384,232.2401688,42.11986742,NA,8,-144.5526561,318.1962214,121.3175694,1.29E-27
504,-5406.512584,-111.4047426,0.222539022,-2.166059496,NA,0.084298188,-8.326845049,49.32856675,143.2766547,-1196.41968,NA,10,-136.8903324,318.2251092,121.3464573,1.27E-27
111,1179.685019,NA,0.044619094,0.24536967,-0.924234348,NA,-10.89044899,82.23447995,NA,NA,NA,7,-147.5122145,318.3577624,121.4791104,1.19E-27
204,556.9872802,-126.7239217,0.310117215,NA,-0.562206172,NA,NA,29.51904676,84.98900802,NA,NA,7,-147.5263121,318.3859576,121.5073056,1.17E-27
461,-291.1937218,NA,NA,-1.007383436,-0.343958627,NA,NA,45.46440003,147.8487724,692.0745438,NA,7,-147.5346497,318.4026328,121.5239808,1.16E-27
80,599.6085874,-168.8562493,0.276118526,3.87047321,-0.905299491,NA,NA,29.54194919,NA,NA,NA,7,-147.5395194,318.4123721,121.5337201,1.15E-27
398,-251.6971256,-152.3781636,NA,1.858767683,-0.332800291,NA,NA,NA,60.92859851,579.3754779,NA,7,-147.5460255,318.4253844,121.5467324,1.15E-27
224,-5305.341531,-76.2260271,0.291044217,-0.854700552,-0.107227444,0.063495976,NA,32.79357337,112.3177578,NA,NA,9,-141.2272102,318.4544203,121.5757684,1.13E-27
508,-5343.831844,-121.5898614,0.231909667,NA,-0.180051909,0.083638254,-7.91785912,48.21556641,121.3773678,-1195.789269,NA,10,-137.0114406,318.4673256,121.5886736,1.12E-27
255,-4288.944197,NA,0.278874583,-3.280151381,0.138273415,0.05436242,-4.981459507,49.14039747,197.5689242,NA,NA,9,-141.2595007,318.5190014,121.6403494,1.09E-27
493,969.6138146,NA,NA,-4.002352745,0.073918229,NA,-13.8687148,73.18831714,230.2362067,35.30415029,NA,8,-144.7402097,318.5713284,121.6926765,1.07E-27
491,896.8250156,NA,0.283976256,NA,-0.111095928,NA,-12.60753568,64.55812596,222.1980253,66.01280074,NA,8,-144.7783818,318.6476727,121.7690208,1.03E-27
447,-7185.474156,NA,0.518487974,-2.712475121,0.253127823,0.098605673,-1.708541401,NA,237.7688174,-1004.484581,NA,9,-141.3281892,318.6563783,121.7777264,1.02E-27
206,586.3463928,-144.7353268,NA,2.475421101,-0.778972478,NA,NA,35.10751292,42.65781785,NA,NA,7,-147.675796,318.6849253,121.8062734,1.01E-27
128,-3548.520136,-152.126248,0.155002206,0.73050589,-0.38519011,0.046759146,-5.390738158,45.09469582,NA,NA,NA,9,-141.3435103,318.6870206,121.8083686,1.01E-27
301,-25.19210447,NA,NA,1.60033425,-0.656957592,NA,-2.475861851,NA,NA,662.6346175,NA,6,-150.1474585,318.7564555,121.8778035,9.72E-28
510,-5320.699155,-116.9337449,NA,-2.172216614,-0.097480583,0.083901548,-8.598315859,55.05594266,124.254876,-1212.039978,NA,10,-137.2058856,318.8562157,121.9775637,9.24E-28
144,516.1478465,-162.3850762,0.452045178,3.317221245,-0.560259909,NA,NA,NA,74.01628895,NA,NA,7,-147.818478,318.9702892,122.0916373,8.73E-28
429,286.9213578,NA,NA,-2.936089773,0.322243519,NA,-7.960396975,NA,249.672009,362.3665334,NA,7,-147.8339995,319.0013323,122.1226803,8.60E-28
319,-8095.51179,NA,0.37737195,1.254787601,-0.661737911,0.106661445,3.961971317,NA,NA,-827.4481254,NA,8,-144.9565309,319.0039709,122.1253189,8.58E-28
176,773.9908502,-185.4167843,0.454143372,0.665101687,0.094062625,NA,-11.18655223,NA,134.9183169,NA,NA,8,-144.9906346,319.0721784,122.1935264,8.30E-28
295,-203.8637953,NA,0.373436618,-0.479867415,NA,NA,-3.275682759,NA,NA,779.1583097,NA,6,-150.3087044,319.0789472,122.2002952,8.27E-28
428,731.8125869,-181.2660798,0.451784898,NA,0.139033766,NA,-11.11611899,NA,140.2034614,28.19255799,NA,8,-144.996383,319.0836751,122.2050231,8.25E-28
424,748.206499,-186.3779425,0.451134227,1.081576009,NA,NA,-10.81398889,NA,124.9632739,20.02704004,NA,8,-145.0000672,319.0910434,122.2123915,8.22E-28
200,471.8261047,-124.7290494,0.384097956,-0.090579279,NA,NA,NA,20.37629906,136.0020145,NA,NA,7,-147.9258498,319.1850329,122.3063809,7.84E-28
399,-391.0595701,NA,0.540895289,-0.41984772,-0.019663527,NA,NA,NA,206.1964909,705.8475179,NA,7,-147.9853584,319.3040501,122.4253981,7.39E-28
47,982.3105958,NA,0.420520362,2.786007298,-0.870358382,NA,-5.567049798,NA,NA,NA,NA,6,-150.4446362,319.3508108,122.4721589,7.22E-28
359,449.0846189,NA,0.042589066,-3.051719767,NA,NA,-9.750647561,71.96031117,NA,465.6343543,NA,7,-148.3025223,319.9383779,123.0597259,5.38E-28
192,-4457.127397,-116.8650867,0.440498235,-0.448562017,0.155905365,0.054443378,-2.958466755,NA,133.4677493,NA,NA,9,-142.0214258,320.0428515,123.1641996,5.11E-28
207,628.8349424,NA,0.368361449,0.267936897,-0.561152677,NA,NA,39.38233962,173.4464298,NA,NA,7,-148.3909362,320.1152058,123.2365539,4.93E-28
335,-157.5280482,NA,0.184861213,1.632641138,-0.915405815,NA,NA,52.45051127,NA,714.3465057,NA,7,-148.4638172,320.2609677,123.3823157,4.58E-28
304,750.3871992,-242.0274096,0.364382292,3.123172325,-0.33581443,NA,-9.892405408,NA,NA,42.51474117,NA,8,-145.6380194,320.3669479,123.488296,4.34E-28
430,740.894226,-199.3161069,NA,0.340587379,0.057208359,NA,-10.99245229,NA,106.5359769,30.23605682,NA,8,-145.6758068,320.4425227,123.5638708,4.18E-28
383,-6758.255064,NA,0.096934762,-0.409948824,-0.783318245,0.096968523,-2.133146939,63.00530683,NA,-988.455154,NA,9,-142.3381971,320.6763942,123.7977423,3.72E-28
384,-5315.87123,-171.7365508,0.12487259,0.604790376,-0.505894243,0.083529962,-7.162575212,50.45772865,NA,-1176.745257,NA,10,-138.3239595,321.0923634,124.2137114,3.02E-28
511,-6101.223067,NA,0.260523142,-3.801099291,0.062634543,0.090881099,-6.510189082,55.03536678,215.8616604,-1128.813314,NA,10,-138.465568,321.3755804,124.4969284,2.62E-28
488,1184.397071,-153.2334278,0.198527026,-1.30889348,NA,NA,-15.27542443,57.91618913,137.6749058,-163.8751681,NA,9,-142.8622479,321.7244958,124.8458439,2.20E-28
492,1196.813005,-159.2932705,0.201459041,NA,-0.134375055,NA,-14.95937437,57.51910959,122.2106888,-170.724162,NA,9,-142.8751142,321.7502285,124.8715765,2.17E-28
