fid,KHUM50_,KHUM50_ID,CODEKHUM,KHUM_NAME,PERIMETER,AREA,HISTO_50,HISTO_60,HISTO_61,HISTO_62,HISTO_70,HISTO_80,HISTO_90,HISTO_100
917,918,50802,50802,Monourom,24743.89,22633106.05,0,0,0,0,0,0,0,0
918,919,141209,141209,Prey Tueng,25033.33,32978212.96,0,0,0,0,0,0,0,0
919,920,141211,141211,Ruessei Sanh,28657.94,44141338.05,0,0,0,0,0,0,0,0
920,921,50804,50804,Prambei Mom,62158.63,140453069.4,2,366,0,0,0,0,0,0
921,922,31402,31402,Chi Bal,27146.31,20526936.5,0,0,0,0,0,0,0,0
922,923,80310,80310,Preaek Ta Meak,21485.4,22760327.94,0,0,0,0,0,0,0,0
923,924,141201,141201,Ampil Krau,28296.24,36596670.68,0,0,0,0,0,0,0,0
924,925,31002,31002,Choam,34191.87,56130208.8,0,0,0,0,0,0,0,0
925,926,31208,31208,Trapeang Phlong,51056.29,139208724.3,4,0,0,0,0,0,0,0
926,927,80910,80910,Preaek Ta Teaen,16160.02,10150973.99,0,0,0,0,0,0,0,0
927,928,50404,50404,Sangkae Satob,91975.42,216740630.2,109,1394,0,0,0,0,0,0
928,929,140408,140408,Tnaot,20684.11,25062443.93,0,0,0,0,0,0,0,0
929,930,140802,140802,Kanhcham,33887.66,56680659.49,0,0,0,0,0,0,0,0
930,931,50509,50509,Trach Tong,31651.57,45712725.29,0,0,0,0,0,0,0,0
931,932,90704,90704,Ruessei Chrum,139211.76,577174504.4,6364,56,0,0,41,0,0,102
932,933,80312,80312,Roka Chonlueng,19580.23,20770412.25,0,0,0,0,0,0,0,0
933,934,140405,140405,Kouk Kong Lech,31543.77,33767774.98,0,15,0,0,3,0,0,0
934,935,140404,140404,Kouk Kong Kaeut,31266.91,36246280.63,0,6,0,0,0,0,0,0
935,936,50805,50805,Rung Roeang,37484.69,40037729.28,0,0,0,0,0,0,0,0
936,937,80302,80302,Chey Thum,24370.16,30727333.67,0,0,0,0,0,0,0,0
937,938,80902,80902,Chrey Loas,32297.96,37950287.2,0,0,0,0,0,0,0,0
938,939,80311,80311,Puk Ruessei,24218.66,29698165.19,0,0,0,0,0,0,0,0
939,940,80701,80701,Bak Khaeng,21807.31,24844643.4,14,0,0,0,0,0,0,0
940,941,50504,50504,Khsem Khsan,32539.08,41148333.48,0,0,0,0,0,0,0,0
941,942,140402,140402,Kanhchriech,31661.18,36206811.62,0,4,0,0,0,0,0,0
942,943,141206,141206,Pou Ti,18658.85,17292838.94,0,0,0,0,0,0,0,0
943,944,140201,140201,Cheach,34955.46,65714131.36,5,0,0,0,0,0,0,0
944,945,50506,50506,Mean Chey,27225.3,31662942.6,0,0,0,0,0,0,0,0
945,946,80313,80313,Sanlung,32446.67,26271324.16,0,0,0,0,0,0,0,0
946,947,140403,140403,Kdoeang Reay,28293.82,46070944.45,0,0,0,0,0,0,0,0
947,948,140407,140407,Thma Pun,29157.84,36441999.72,0,1,0,0,0,0,0,0
948,949,80912,80912,Samraong,22671.39,18829214.57,0,0,0,0,1,0,0,0
949,950,50501,50501,Chant Saen,34328.45,32851037.49,0,0,0,0,0,0,0,0
950,951,140811,140811,Roka,43641.41,64126116.04,0,0,0,0,0,0,0,0
951,952,80702,80702,Kaoh Dach,23972.4,23724002.17,0,0,0,0,0,0,0,1
952,953,50512,50512,Yutth Sameakki,26773.33,36348901.64,0,0,0,0,0,0,0,0
953,954,140807,140807,Prey Pnov,57722.41,103024267.8,0,0,0,0,0,0,0,0
954,955,80318,80318,Vihear Suork,33746.15,43108170.1,0,0,0,0,0,0,0,0
955,956,80901,80901,Chhveang,26546.94,28186764.12,0,0,0,0,0,0,0,0
956,957,140801,140801,Kampong Popil,28912.63,34835108.73,0,0,0,0,0,0,0,0
957,958,140401,140401,Chong Ampil,25285.81,35914921.02,0,0,0,0,0,0,0,0
958,959,80314,80314,Sithor,27369.66,25613019.5,0,0,0,0,0,0,0,0
959,960,140204,140204,Krabau,42537.98,55564220.57,12,0,0,0,0,0,0,0
960,961,80909,80909,Preaek Pnov,14937.82,6529207.31,0,0,0,0,0,0,0,0
961,962,50808,50808,Yea Angk,63580.51,151500565.1,29,527,0,0,0,0,0,0
962,963,140406,140406,Preal,35347.5,66625583.48,0,2,0,0,0,0,0,0
963,964,140810,140810,Reab,32478.08,45897371.22,0,0,0,0,0,0,0,0
964,965,80809,80809,Mkak,21852.46,29495402.21,0,0,0,0,0,0,0,0
965,966,90703,90703,Chumnoab,44662.89,65554174.76,615,2,0,0,0,0,0,119
966,967,120708,120708,Preaek Lieb,21690.66,13748973.25,1,0,0,0,0,0,0,2
967,968,80307,80307,Preaek Ampil,23791.32,27515419.17,0,0,0,4,0,0,0,0
968,969,80908,80908,Ponhea Pon,28728.34,18867263.97,0,0,0,0,4,0,0,0
969,970,80303,80303,Kampong Chamlang,25403.69,10068438.5,0,0,0,0,0,0,0,0
970,971,120709,120709,Preaek Ta Sek,23538.62,15024993.01,2,0,0,0,0,0,0,3
971,972,50502,50502,Cheung Roas,23661.77,35439522.51,0,0,0,0,0,0,0,0
972,973,140205,140205,Seang Khveang,28999.02,40118397.23,0,15,0,0,0,0,0,0
973,974,50513,50513,Damnak Reang,24451.66,33452782.75,0,0,0,0,0,0,0,0
974,975,120503,120503,Kouk Roka,31754.65,32670110.85,0,0,0,0,26,0,0,0
975,976,120703,120703,Svay Pak,11306.01,3970419.42,0,0,0,0,0,0,0,0
976,977,80305,80305,Kaoh Oknha Tei,13154.98,6359931.79,0,0,0,0,0,0,0,0
977,978,90401,90401,Smach Mean Chey,45906.17,57383208.41,138,5,0,0,0,0,0,30
978,979,80812,80812,Ponsang,30514.68,37976376.52,0,2,0,0,0,0,0,0
979,980,140208,140208,Tr?b?k,32296.46,42320169.9,0,0,0,0,0,0,0,0
980,981,141008,141008,Prey Khla,36056.28,44193922.47,0,0,0,0,0,0,0,0
981,982,120701,120701,Khmuonh,19074.12,19914950.28,0,0,0,0,0,0,0,0
982,983,90303,90303,Ta Tai Kraom,87619.64,203769704.2,1918,4,0,0,56,0,0,73
983,984,80816,80816,Tuol Prech,27820.41,33074937.14,0,0,0,0,0,0,0,0
984,985,80308,80308,Preaek Luong,25618.3,14285235.29,4,0,0,0,0,0,0,0
985,986,140203,140203,Kranhung,37256.08,66964271.18,14,0,0,0,0,0,0,0
986,987,140808,140808,Prey Sniet,34527.54,41735394.78,0,0,0,0,0,0,0,0
987,988,80602,80602,Barong,32808.58,44653045.46,6,0,0,0,7,0,0,0
988,989,90304,90304,Trapeang Rung,150806.06,906533573.5,9611,3,0,0,101,0,0,328
989,990,50401,50401,Haong Samnam,61500.12,97642788.12,19,538,0,0,0,0,0,0
990,991,120711,120711,Chrang Chamreh Muoy,7187.11,2300966.15,0,0,0,0,0,0,0,0
991,992,50402,50402,Reaksmei Sameakki,89688.77,259652959,895,1244,1,0,0,0,0,93
992,993,50508,50508,Prey Krasang,24017.65,32049917.19,0,0,0,0,0,0,0,0
993,994,120712,120712,Chrang Chamreh Pir,9023.81,4140543.55,0,0,0,0,0,0,0,0
994,995,90703,90703,Chumnoab,110874.55,506509352.1,5666,29,2,0,0,0,0,113
995,996,50806,50806,Toap Mean,43183.12,82492541.1,21,226,0,0,0,0,0,0
996,997,140803,140803,Kampong Prang,28019.9,35557461.17,0,0,0,0,0,0,0,0
997,998,120704,120704,Kiloumaetr Lekh Prammuoy,11942.47,5640778.29,0,0,0,0,0,0,0,0
998,999,50505,50505,Krang Chek,27983.57,39315828.46,0,0,0,0,0,0,0,0
999,1000,50514,50514,Peang Lvea,25099.15,33206191.07,0,0,0,0,0,0,0,0
1000,1001,80309,80309,Preaek Ta Kov,23484.61,20065938.25,3,0,0,0,0,0,0,4
1001,1002,50515,50515,Phnum Touch,26984.47,44363827.5,0,0,0,0,0,0,0,0
1002,1003,90605,90605,Dang Peaeng,229702.84,1282143314,7885,172,0,0,200,3,0,3524
1003,1004,120511,120511,Krang Thnong,14302.11,6599299.69,0,0,0,0,0,0,0,0
1004,1005,80301,80301,Bak Dav,17047.98,9480697.85,0,0,0,0,0,0,0,0
1005,1006,141002,141002,Chea Khlang,23893.93,26234909.89,0,0,0,0,0,0,0,0
1006,1007,120706,120706,Ruessei Kaev,10375.65,5176554.19,0,0,0,0,0,0,0,0
1007,1008,90402,90402,Dang Tong,5938.71,2010419.6,0,0,0,0,0,0,0,0
1008,1009,140804,140804,Kampong Ruessei,31013.35,42616526.42,0,0,0,0,0,0,0,0
1009,1010,90403,90403,Stueng Veaeng,26625.93,41069419.08,32,10,0,0,7,0,0,9
1010,1011,141010,141010,Svay Antor,29460.54,32839013.15,0,0,0,0,0,0,0,0
1011,1012,140202,140202,Doun Koeng,39491.27,47212466.15,0,0,0,0,0,0,0,0
1012,1013,120710,120710,Chrouy Changva,13737.84,9617396.34,0,0,0,0,0,0,0,0
1013,1014,80815,80815,Snao,19928.02,14409380.06,0,0,0,0,0,0,0,0
1014,1015,120509,120509,Samraong Kraom,20270.67,12190999.04,0,0,0,0,0,0,0,0
1015,1016,50714,50714,Tumpoar Meas,59168.55,173609089.5,2,470,0,0,0,0,0,0
1016,1017,80315,80315,Svay Chrum,23474.02,18977117.44,0,0,0,0,0,0,0,0
1017,1018,120705,120705,Phnom Penh Thmei,19904.05,20550029.91,0,0,0,0,0,0,0,0
1018,1019,141007,141007,Popueus,21407.63,23997378.45,0,0,0,0,0,0,0,0
1019,1020,141107,141107,Prey Kanlaong,29605.22,39302252.43,0,0,0,0,0,0,0,0
1020,1021,140206,140206,Smaong Cheung,46991.57,75589652.68,0,0,0,0,0,0,0,0
1021,1022,90503,90503,Tuol Kokir Leu,38007.32,71105353.65,345,3,0,0,10,0,0,21
1022,1023,50503,50503,Chumpu Proeks,18469.94,21087836.08,0,0,0,0,0,0,0,0
1023,1024,200416,200416,Tras,76556.97,121786346.3,84,0,0,0,0,0,0,6
1024,1025,200403,200403,Andoung Trabaek,42500.72,47089969.09,21,0,0,0,0,0,0,0
1025,1026,120702,120702,Tuol Sangkae,7195.16,2757290.12,0,0,0,0,0,0,0,0
1026,1027,80613,80613,Sarikakaev,19953.15,19580673.11,7,0,0,5,0,0,0,0
1027,1028,80609,80609,Preaek Kmeng,19302.62,20112400.12,0,0,0,0,0,0,0,0
1028,1029,80814,80814,Samraong Leu,27107.61,31179746.96,0,0,0,0,0,0,0,0
1029,1030,141003,141003,Chrey,33555.76,46834311.11,0,0,0,0,0,0,0,0
1030,1031,80810,80810,Ovlaok,21070.68,15488996.72,0,0,0,0,0,0,0,0
1031,1032,141104,141104,Pou Rieng,37742.84,61291909.76,0,0,0,0,0,0,0,0
1032,1033,120407,120407,Boeng Kak Muoy,5148.76,1596189.07,0,0,0,0,0,0,0,0
1033,1034,120210,120210,Srah Chak,8141.7,3154749,0,0,0,0,0,0,0,0
1034,1035,120408,120408,Boeng Kak Pir,6594.63,1686632.47,0,0,0,0,0,0,0,0
1035,1036,50703,50703,Khtum Krang,40561,71604120.03,0,0,0,0,0,0,0,0
1036,1037,140806,140806,Preaek Ta Sar,28849.65,39032851.1,0,0,0,0,0,0,0,0
1037,1038,80601,80601,Akreiy Ksatr,17562.36,15706538.62,0,0,0,0,0,0,0,0
1038,1039,80607,80607,Peam Oknha Ong,16156.64,15250107.37,0,0,0,0,0,0,0,0
1039,1040,90502,90502,Peam Krasaob,35569.51,44157094.42,24,0,0,0,0,0,0,0
1040,1041,120502,120502,Trapeang krasang,16276.99,9054241.32,0,0,0,0,0,0,0,0
1041,1042,141001,141001,Angkor Tret,36488.63,47415574.96,0,0,0,0,0,0,0,0
1042,1043,120211,120211,Voat Phnum,3783.48,644977.92,0,0,0,0,0,0,0,0
1043,1044,120205,120205,Phsar Kandal Muoy,2685.18,408661.24,0,0,0,0,0,0,0,0
1044,1045,120209,120209,Phsar Chas,1317.53,99593.04,0,0,0,0,0,0,0,0
1045,1046,120401,120401,Phsar Depou Muoy,2426.72,321970.27,0,0,0,0,0,0,0,0
1046,1047,120201,120201,Phsar Thmei Muoy,1973.33,175479.03,0,0,0,0,0,0,0,0
1047,1048,120404,120404,Tuek L'ak Muoy,3909.27,908115.43,0,0,0,0,0,0,0,0
1048,1049,120202,120202,Phsar Thmei Pir,1748.98,111505.84,0,0,0,0,0,0,0,0
1049,1050,120305,120305,Monourom,1705.61,157564.9,0,0,0,0,0,0,0,0
1050,1051,120306,120306,Mittakpheap,2846.3,398110.13,0,0,0,0,0,0,0,0
1051,1052,50705,50705,Pneay,25176.36,30603610.91,0,0,0,0,0,0,0,0
1052,1053,120707,120707,Tuek Thla,11245.17,6741264.71,0,0,0,0,0,0,0,0
1053,1054,120206,120206,Phsar Kandal Pir,1616.1,147405.11,0,0,0,0,0,0,0,0
1054,1055,120203,120203,Phsar Thmei Bei,2465.41,335700.52,0,0,0,0,0,0,0,0
1055,1056,120506,120506,Kakab,17628.51,8877010.25,0,0,0,0,0,0,0,0
1056,1057,141005,141005,Me Bon,23930.95,23165379.78,0,0,0,0,0,0,0,0
1057,1058,90603,90603,Chi Kha Leu,141396.74,595510144.3,4121,96,0,0,4,0,0,642
1058,1059,120402,120402,Phsar Depou Pir,1936.03,204990.76,0,0,0,0,0,0,0,0
1059,1060,120307,120307,Veal Vong,4979.76,961441.99,0,0,0,0,0,0,0,0
1060,1061,120208,120208,Chey Chumneah,4538.33,768046.56,0,0,0,0,0,0,0,0
1061,1062,120304,120304,Ou Ruessei Buon,1602.45,103134.04,0,0,0,0,0,0,0,0
1062,1063,80605,80605,Kaoh Reah,15626.1,7987670.1,0,0,0,0,0,0,0,0
1063,1064,120204,120204,Boeng Reang,3169.89,382711.19,0,0,0,0,0,0,0,0
1064,1065,120303,120303,Ou Ruessei Bei,880.75,47786.42,0,0,0,0,0,0,0,0
1065,1066,120405,120405,Tuek L'ak Pir,3226.6,435331.82,0,0,0,0,0,0,0,0
1066,1067,120403,120403,Phsar Depou Bei,2358.32,295398.67,0,0,0,0,0,0,0,0
1067,1068,120301,120301,Ou Ruessei Muoy,1095.9,77660.72,0,0,0,0,0,0,0,0
1068,1069,120302,120302,Ou Ruessei Pir,1203.51,77366.01,0,0,0,0,0,0,0,0
1069,1070,80805,80805,Kamboul,20612.77,18362463.82,0,0,0,0,0,0,0,0
1070,1071,200410,200410,Krasang,36709.81,31913339.02,0,0,0,0,0,0,0,0
1071,1072,120406,120406,Tuek L'ak Bei,4896.25,1131380.76,0,0,0,0,0,0,0,0
1072,1073,120207,120207,Chakto Mukh,5883.28,1113174.99,0,0,0,0,0,0,0,0
1073,1074,80610,80610,Preaek Rey,21023.99,14748092.21,0,0,0,0,0,0,0,0
1074,1075,120308,120308,Boeng Prolit,2605.02,368335.26,0,0,0,0,0,0,0,0
1075,1076,120608,120608,Nirouth,15784.23,11611304.48,0,0,0,0,0,0,0,0
1076,1077,120409,120409,Phsar Daeum Kor,3008.25,465768.65,0,0,0,0,0,0,0,0
1077,1078,50708,50708,Sambour,22728.96,30176471.96,0,0,0,0,0,0,0,0
1078,1079,120516,120516,,9082.46,4539091.46,0,0,0,0,0,0,0,0
1079,1080,120107,120107,Tuol Svay Prey Pir,2722.95,381963.41,0,0,0,0,0,0,0,0
1080,1081,120410,120410,Boeng Salang,4064.77,890927.45,0,0,0,0,0,0,0,0
1081,1082,120101,120101,Tonle Basak,9353.01,3158837.29,0,0,0,0,0,0,0,0
1082,1083,120102,120102,Boeng Keng Kang Muoy,4222.11,1001416.95,0,0,0,0,0,0,0,0
1083,1084,50707,50707,Samraong Tong,22910.49,30063758.34,0,0,0,0,0,0,0,0
1084,1085,120105,120105,Oulampik,2274.09,303911.29,0,0,0,0,0,0,0,0
1085,1086,120103,120103,Boeng Keng Kang Pir,2238.87,325871.16,0,0,0,0,0,0,0,0
1086,1087,120106,120106,Tuol Svay Prey Muoy,3139.84,561881.49,0,0,0,0,0,0,0,0
1087,1088,80212,80212,Veal Sbov,13166.95,6905438.14,0,0,0,0,0,0,0,0
1088,1089,120505,120505,Chaom Chau,26196.57,22599497.15,0,0,0,0,0,0,0,0
1089,1090,120108,120108,Tumnob Tuek,4011.09,822726.96,0,0,0,0,0,0,0,0
1090,1091,120605,120605,Chbar Ampov Pir,6114.31,1319784.28,0,0,0,0,0,0,0,0
1091,1092,120104,120104,Boeng Keng kang Bei,3255.7,640675.11,0,0,0,0,0,0,0,0
1092,1093,120601,120601,Stueng Mean Chey,14507.69,12002391.36,0,0,0,0,0,0,0,0
1093,1094,80803,80803,Chhak Chheu Neang,14198.98,7593082.48,0,0,0,0,0,0,0,0
1094,1095,141108,141108,Ta Kao,23845.56,33845916.65,0,0,0,0,0,0,0,0
1095,1096,80209,80209,Preaek Aeng,15679.13,8558066.07,0,0,0,0,0,0,0,0
1096,1097,80804,80804,Damnak Ampil,14081.15,8206122.37,0,0,0,0,0,0,0,0
1097,1098,80614,80614,Thma Kor,14695.47,11525247.66,0,0,0,0,0,0,0,0
1098,1099,120109,120109,Tuol Tumpung Pir,3030.01,454395.4,0,0,0,0,0,0,0,0
1099,1100,120602,120602,Boeng Tumpun,10052.81,4426859.27,0,0,0,0,0,0,0,0
1100,1101,120110,120110,Tuol Tumpung Muoy,3485.18,589171.29,0,0,0,0,0,0,0,0
1101,1102,120111,120111,Boeng Trabaek,3556.49,491757,0,0,0,0,0,0,0,0
1102,1103,80205,80205,Kbal Kaoh,28142.91,31754622.31,0,0,0,0,0,0,0,8
1103,1104,141105,141105,Preaek Anteah,24282.24,27025827.12,0,0,0,0,0,0,0,0
1104,1105,80208,80208,Phum Thum,20331.21,15385072.34,4,0,0,0,0,0,0,5
1105,1106,140207,140207,Smaong Tboung,36374.2,70222355.41,0,0,0,0,0,0,0,0
1106,1107,80801,80801,Baek Chan,17935.48,13527075.89,0,0,0,0,0,0,0,0
1107,1108,120112,120112,Phsar Daeum Thkov,4093.48,861843.38,0,0,0,0,0,0,0,0
1108,1109,80806,80806,Kantaok,20943.93,16525381.67,0,0,0,0,0,0,0,0
1109,1110,120604,120604,Chbar Ampov Muoy,2963.31,485278.41,0,0,0,0,0,0,0,0
1110,1111,80608,80608,Phum Thum,26860.93,24611381.45,0,0,0,0,0,0,0,0
1111,1112,80811,80811,Peuk,15996.99,14334800.77,0,0,0,0,0,0,0,0
1112,1113,50605,50605,Krang Dei Vay,101312.84,247416315.1,495,578,0,0,0,0,0,29
1113,1114,120606,120606,Chak Angrae Leu,7854.52,3093830.95,0,0,0,0,0,0,0,0
1114,1115,141004,141004,Damrei Puon,43957.54,63637951.14,0,0,0,0,0,0,0,2
1115,1116,50711,50711,Tang Krouch,28328.96,40301363.98,0,0,0,0,0,0,0,0
1116,1117,120603,120603,Preaek Pra,14041.16,8391888.43,0,0,0,0,0,0,0,0
1117,1118,80615,80615,Tuek Khleang,17964.7,11748914.92,0,0,0,0,0,0,0,0
1118,1119,80206,80206,Kokir,18455.6,15649346.76,5,0,0,0,2,0,0,3
1119,1120,141102,141102,Cheung Tuek,23785.07,20994007.55,0,0,0,0,0,0,0,0
1120,1121,120501,120501,Dangkao,21670.49,13834963.3,2,0,0,0,0,0,0,0
1121,1122,50715,50715,Voa Sa,36167.11,33058962.02,0,0,0,0,0,0,0,0
1122,1123,120607,120607,Chak Angrae Kraom,12541.03,9532838.9,1,0,0,0,0,0,0,15
1123,1124,120510,120510,Prey Sa,16925.09,13234612.46,0,0,0,0,0,0,0,0
1124,1125,50201,50201,Chbar Mon,24729.86,32967880.93,0,0,0,0,0,0,0,0
1125,1126,80203,80203,Dei Edth,20042.1,20678571.57,0,0,0,0,0,0,0,13
1126,1127,141006,141006,Pean Roung,41863.32,60494067.96,0,0,0,0,0,0,0,0
1127,1128,50713,50713,Trapeang Kong,31836.67,29988708.83,0,0,0,0,0,0,0,0
1128,1129,120504,120504,Phleung Chheh Roteh,12941.92,9628362.16,0,0,0,0,0,0,0,0
1129,1130,200413,200413,Sambuor,29732.52,27506268,0,0,0,0,0,0,0,0
1130,1131,90302,90302,Kaoh Kapi,37314.41,58451462.13,107,0,0,0,2,0,0,0
1131,1132,80813,80813,Prey Puok,21999.74,16306704.21,0,0,0,0,0,0,0,0
1132,1133,120515,120515,Cheung Aek,20372.09,13244791.14,0,0,0,0,0,0,0,2
1133,1134,80807,80807,Krang Mkak,19920.7,13013174.16,0,0,0,0,0,0,0,0
1134,1135,120507,120507,Pong Tuek,15854.28,11138473.38,0,0,0,0,0,0,0,0
1135,1136,200409,200409,Kokir,39151.57,49016304.18,13,0,0,0,0,0,0,0
1136,1137,120508,120508,Prey Veaeng,18179.26,9066597.04,0,0,0,0,0,0,0,0
1137,1138,80808,80808,Lumhach,20130.37,16937161.94,0,0,0,0,0,0,0,0
1138,1139,50203,50203,Roka Thum,16167.36,14771667.12,0,0,0,0,0,0,0,0
1139,1140,141103,141103,Kampong Leav,24982.91,17432131.79,0,0,0,0,0,0,0,0
1140,1141,80802,80802,Boeng Thum,22393.4,16396213.04,0,0,0,0,0,0,0,0
1141,1142,80603,80603,Boeng Krum,13365.57,9088156.87,0,0,0,0,0,0,0,0
1142,1143,200401,200401,Ampil,37343.6,54837212.29,2,0,0,0,0,0,0,0
1143,1144,50204,50204,Sopoar Tep,19872.35,7372279.85,0,0,0,0,0,0,0,0
1144,1145,80201,80201,Banteay Daek,38303.52,53919876.33,0,0,0,0,0,0,0,0
1145,1146,81103,81103,Daeum Mien,8923.76,3171155.31,0,0,0,0,0,0,0,0
1146,1147,80210,80210,Preaek Thmei,25665.07,19567524.04,2,0,0,0,0,0,0,5
1147,1148,141106,141106,Preaek Chrey,40808.35,31947077.58,0,0,0,0,0,0,0,0
1148,1149,80611,80611,Preaek Ruessei,35672.77,22854430.12,0,0,0,0,0,0,0,0
1149,1150,81104,81104,Ta Khmau,20587.48,10176842.69,0,0,0,0,0,0,0,0
1150,1151,140506,140506,Prey Totueng,33757.65,55907188.41,0,0,0,0,0,0,0,0
1151,1152,50610,50610,Tang Samraong,59096.44,133533850.2,9,175,0,0,0,0,0,0
1152,1153,80202,80202,Chheu Teal,19540.97,17841585.06,13,0,0,0,0,0,0,1
1153,1154,120513,120513,Prateah Lang,13181.63,8417629.44,0,0,0,0,0,0,0,0
1154,1155,81102,81102,Preaek Ruessei,8306.41,2105434.2,0,0,0,0,0,0,0,0
1155,1156,141101,141101,Baray,29415.13,30051006.43,0,0,0,0,0,0,0,0
1156,1157,80606,80606,Lvea Sa,12656.87,10175639.69,0,0,0,0,0,0,0,0
1157,1158,80124,80124,Spean Thma,13001.13,7794998.41,0,0,0,0,0,0,0,0
1158,1159,140507,140507,Svay Chrum,48674.99,85413082.19,0,0,0,0,0,0,0,0
1159,1160,81101,81101,Ta Kdol,9348.7,2472351.17,0,0,0,0,0,0,0,0
1160,1161,50701,50701,Roleang Chak,28471.48,24475849.01,0,0,0,0,0,0,0,0
1161,1162,50202,50202,Kandaol Dom,18514.99,9076838.77,0,0,0,0,0,0,0,0
1162,1163,141009,141009,Samraong,39575.84,66413490.39,0,0,0,0,0,0,0,0
1163,1164,81106,81106,Kampong Samnanh,10135.25,3500640.03,0,0,0,0,0,0,0,0
1164,1165,200414,200414,Sambatt Mean Chey,28940.21,39327637.25,0,36,0,0,0,0,0,0
1165,1166,90301,90301,Chrouy Pras,103524.1,325864056,2717,5,0,0,106,0,0,226
1166,1167,50706,50706,Roleang Kreul,29858.74,36137726.72,0,0,0,0,0,0,0,0
1167,1168,120514,120514,Sak Sampov,15149.28,5855654.18,0,0,0,0,0,0,0,0
1168,1169,200406,200406,Chrey Thum,40271.95,56918302.17,0,6,0,0,0,0,0,0
1169,1170,80114,80114,Preaek Kampis,19272.93,11171598.17,0,0,0,0,0,0,0,0
1170,1171,80106,80106,Daeum Rues,35179.84,23443310.02,0,0,0,0,0,0,0,0
1171,1172,81002,81002,Kaoh Anlong Chen,23960.25,8409431.84,0,0,0,0,0,0,0,0
1172,1173,81105,81105,Preaek Hour,16300.82,10083261.91,0,0,0,0,0,0,0,0
1173,1174,50205,50205,Svay Kravan,20883.16,15578567.76,0,0,0,0,0,0,0,0
1174,1175,50611,50611,Tang Sya,35092.81,55762266.24,0,3,0,0,0,0,0,0
1175,1176,80204,80204,Kampong Svay,35861.9,55322889.2,0,0,0,0,0,0,0,0
1176,1177,81013,81013,Svay Rolum,19069.14,17143646.33,0,0,0,0,0,0,0,1
1177,1178,120512,120512,Krang Pongro,12793.64,6959921.45,0,0,0,0,0,0,0,0
1178,1179,81011,81011,Setbou,18823.77,17195373.08,1,0,0,0,0,0,0,14
1179,1180,80118,80118,Roleang Kaen,16654.85,12813172.42,0,0,0,0,0,0,0,0
1180,1181,80117,80117,Roka,14287.47,5836062.44,0,0,0,0,0,0,0,0
1181,1182,80211,80211,Samraong Thum,39898.77,96419930.7,0,0,0,0,0,0,0,6
1182,1183,50702,50702,Kahaeng,21996.8,20962799.39,0,0,0,0,0,0,0,0
1183,1184,80604,80604,Kaoh Kaev,13860.66,11368434.57,0,0,0,0,0,0,0,0
1184,1185,80126,80126,Tien,10879.56,5160423.74,0,0,0,0,0,0,0,0
1185,1186,50606,50606,Moha Sang,32037.13,51054948.2,0,5,0,0,0,0,0,0
1186,1187,140708,140708,Prey Kandieng,30836.95,44726426.34,0,0,0,0,0,0,0,0
1187,1188,80119,80119,Roluos,10019.94,4479934.45,0,0,0,0,0,0,0,0
1188,1189,80612,80612,Sambuor,22247.59,18970787.82,0,0,0,0,0,0,0,0
1189,1190,80110,80110,Kong Noy,7970.55,3195351.13,0,0,0,0,0,0,0,0
1190,1191,50608,50608,Prey Rumduol,31268.65,43266748.33,0,14,0,0,0,0,0,0
1191,1192,90302,90302,Kaoh Kapi,1594.05,153422.51,0,0,0,0,0,0,0,0
1192,1193,80103,80103,Barku,11684.64,7000818.8,0,0,0,0,0,0,0,0
1193,1194,80102,80102,Anlong Romiet,11331.21,5745906.66,0,0,0,0,0,0,0,0
1194,1195,50305,50305,Preah Nipean,35369.29,31282343.2,0,0,0,0,0,0,0,0
1195,1196,90803,90803,Ou Bak Roteh,120849.09,457131710.5,3681,53,0,0,176,0,0,474
1196,1197,50308,50308,Roka Kaoh,25820.87,30379812.15,0,0,0,0,0,0,0,0
1197,1198,50710,50710,Skuh,27503.33,42977766.33,0,1,0,0,0,0,0,0
1198,1199,80105,80105,Cheung Kaeub,25418.37,16113113.64,0,0,0,0,0,0,0,0
1199,1200,81009,81009,Roka Khpos,26318.68,34522657.54,2,0,0,0,0,0,0,13
1200,1201,140504,140504,Prey Khnes,40019.72,55360025.5,0,0,0,0,0,0,0,2
1201,1202,141011,141011,Tuek Thla,34673.9,37232535.28,0,0,0,0,0,0,0,0
1202,1203,200408,200408,Kampong Trach,42417.32,51125747.93,0,0,0,0,0,0,0,0
1203,1204,80113,80113,Preah Putth,13847.2,9781400.22,0,0,0,0,0,0,0,0
1204,1205,90301,90301,Chrouy Pras,55454.85,105412875,1066,0,0,0,13,0,0,0
1205,1206,50709,50709,Saen Dei,38457.43,47760013.72,0,0,0,0,0,0,0,0
1206,1207,50601,50601,Chambak,49014.21,82573221.79,215,195,0,0,0,0,0,6
1207,1208,140704,140704,Peam Mean Chey,30971.32,34096508.81,0,0,0,0,0,0,0,0
1208,1209,80107,80107,Kandaok,23484.99,23699065.99,0,0,0,0,0,0,0,11
1209,1210,80122,80122,Siem Reab,9377.68,4712230.96,0,0,0,0,0,0,0,0
1210,1211,50712,50712,Thommoda Ar,30423.28,53489098.22,0,41,0,0,0,0,0,0
1211,1212,81012,81012,Svay Prateal,24509.33,33879637.25,0,0,0,0,0,0,0,0
1212,1213,200402,200402,Andoung Pou,27952.73,26950356.31,1,0,0,0,0,0,0,0
