fid,KHUM50_,KHUM50_ID,CODEKHUM,KHUM_NAME,PERIMETER,AREA,HISTO_50,HISTO_60,HISTO_61,HISTO_62,HISTO_70,HISTO_80,HISTO_90,HISTO_100
291,292,190205,190205,Ou Ruessei Kandal,27551.14,31566497.33,14,3,0,0,0,0,0,15
292,293,130503,130503,Rohas,24686.75,28862269.35,7,71,0,0,0,0,0,56
293,294,130502,130502,Reaksmei,12537.98,7656452.71,0,2,0,0,0,0,0,0
294,295,170704,170704,Kaev Poar,47852.73,102897690.3,10,0,0,2,2,0,0,54
295,296,21100,21100,,114352.3,647802654.7,21,2,0,0,0,0,0,51
296,297,171010,171010,Srangae,42447.46,37376480.88,1,0,0,0,0,0,0,29
297,298,20206,20206,Chrouy Sdau,65085.82,107402124.7,0,8,0,0,0,0,0,47
298,299,20506,20506,Prey Chas,92408.18,324277046.4,40,3,0,0,0,0,0,297
299,300,171001,171001,Sla Kram,15937.55,13000350.56,0,0,0,0,0,0,0,0
300,301,170706,170706,Krabei Riel,24222.13,29962952.52,0,0,0,0,0,0,0,18
301,302,170902,170902,Bakong,23040.34,25310580.09,0,0,0,0,0,0,0,0
302,303,171002,171002,Svay Dangkum,41593.62,40306978.75,10,0,0,0,0,0,0,12
303,304,170905,170905,Kantreang,22483.35,27708106.45,0,0,0,0,0,0,0,0
304,305,20403,20403,Lvea,47034.76,69729768.08,0,0,0,0,0,0,0,0
305,306,110202,110202,Ou Buon Leu,135932.31,653776691.5,2,3934,0,0,34,0,0,2945
306,307,20405,20405,Ampil Pram Daeum,61221.57,187771713.6,11,0,0,0,0,0,0,0
307,308,100405,100405,Ou Krieng,145438.22,1013324612,1060,4871,0,0,5,0,1,3700
308,309,20202,20202,Ta Meun,56229.05,119123837.8,0,21,0,0,0,0,0,14
309,310,170906,170906,Kandaek,45867.96,75446232,31,0,0,0,0,0,0,44
310,311,171008,171008,Sambuor,30794.83,26958535.76,2,0,0,1,0,0,0,36
311,312,171004,171004,Sala Kamraeuk,12479.41,8401248.04,0,0,0,0,0,0,0,0
312,313,20210,20210,Rung Chrey,53777.7,80688222.78,0,0,0,0,0,0,0,0
313,314,130512,130512,Romoniy,105833.81,592399389.9,5254,382,0,0,2,0,0,514
314,315,171006,171006,Chreav,39309.64,65776012.86,34,3,0,0,8,0,0,29
315,316,20507,20507,Kaoh Chiveang,95912.95,446086822.6,24,0,0,2,0,0,0,42
316,317,20201,20201,Ta Pung,62608.59,107847252.6,0,20,0,0,0,0,0,17
317,318,130504,130504,Rung Roeang,60714.93,189997242.2,1338,123,0,0,0,0,0,242
318,319,190201,190201,Kaoh Preah,25483.09,30584049.57,0,10,0,0,0,0,0,0
319,320,170410,170410,Ruessei Lok,54778.55,113673230.8,13,0,0,0,0,0,0,5
320,321,170908,170908,Roluos,23513.34,20717612.77,0,0,0,0,0,0,0,21
321,322,190204,190204,Ou Mreah,57166.01,100263307.7,109,159,0,0,12,0,0,96
322,323,110201,110201,Nang Khi Loek,117632.14,431119565.8,0,2056,0,0,13,0,0,2726
323,324,171009,171009,Siem Reab,33625.26,55129129.72,69,0,0,0,2,0,0,15
324,325,170909,170909,Trapeang Thum,22514.82,28294057.43,0,0,0,0,0,0,0,0
325,326,171109,171109,Samraong,20630.54,24183674.91,0,0,0,0,0,0,0,0
326,327,20402,20402,Khnach Romeas,50771.22,76284907.67,0,0,0,0,0,0,0,0
327,328,20209,20209,Bansay Traeng,36012.57,59479979.9,0,0,0,0,0,0,0,0
328,329,170907,170907,Mean Chey,15964.73,16862964.79,0,0,0,0,0,0,0,0
329,330,20208,20208,Kouk Khmum,34687.74,53278160.42,0,0,0,0,0,0,0,0
330,331,60404,60404,Sa Kream,77343.47,344977655,2101,296,0,0,0,0,0,480
331,332,60604,60604,Mean Ritth,149104.48,834873657.9,8218,2,0,0,12,0,0,474
332,333,171106,171106,Khchas,39542.99,54095566.41,0,0,0,0,0,0,0,30
333,334,20401,20401,Bavel,41056.86,60050921.97,0,0,0,0,0,0,0,0
334,335,170904,170904,Kampong Phluk,45839.88,104856315.3,34,0,0,0,9,0,0,175
335,336,171102,171102,Dam Daek,21985.57,26315101.38,0,0,0,0,0,0,0,0
336,337,20505,20505,Peam Aek,50943.15,94678531.17,2,18,0,0,5,0,0,24
337,338,20501,20501,Preaek Norint,53061.71,91294390.8,5,6,0,0,0,0,0,56
338,339,60808,60808,Popok,79269.66,314084156.9,1408,103,0,0,0,0,0,114
339,340,170411,170411,Sangvaeuy,51590.49,87474300.44,47,0,0,0,5,0,0,55
340,341,99,99,,573848.83,2505150870,136,0,0,39,9,0,0,0
341,342,20504,20504,Preaek Luong,53481.85,64051369.25,27,0,0,0,0,0,0,43
342,343,171103,171103,Dan Run,47023.59,120553178.4,0,0,0,0,0,0,0,84
343,344,171105,171105,Kien Sangkae,29558.02,35336706.94,0,0,0,0,0,0,0,0
344,345,20803,20803,Ta Pon,68211.74,191208578.1,0,0,0,0,6,0,0,131
345,346,170405,170405,Kouk Thlok Kraom,65690.69,132530399.1,11,0,0,0,0,0,0,58
346,347,20406,20406,Kdol Ta Haen,100312.1,382357830.4,42,60,0,0,0,0,0,0
347,348,60607,60607,Sandan,81885.48,256359916.2,2014,21,0,0,0,0,0,231
348,349,100401,100401,Boeng Char,174877.54,1153174213,7911,734,0,2,0,0,0,2877
349,350,20203,20203,Ou Ta Ki,42694.01,102256063.9,0,0,0,0,0,0,0,0
350,351,21205,21205,,44868.69,83350433.85,0,0,0,0,0,0,0,0
351,352,21206,21206,,71816.24,171985575.1,3,6,0,0,0,0,0,0
352,353,170408,170408,Pongro Kraom,51302.86,124128844.5,258,1,0,0,0,0,0,9
353,354,60402,60402,Kraya,77994.57,173317779.6,792,30,0,0,1,0,0,63
354,355,60606,60606,Ngan,52686.13,136492540,724,0,0,0,0,0,0,70
355,356,20205,20205,Anlong Run,42206.54,84487061.68,0,0,0,0,0,0,0,0
356,357,20503,20503,Preaek Khpob,28573.51,26588788.59,0,0,0,0,0,0,0,0
357,358,21204,21204,,39778.73,50798212,0,0,0,0,0,0,0,0
358,359,170403,170403,Kampong Kdei,33690.3,31171889.92,0,0,0,0,0,0,0,0
359,360,171104,171104,Kampong Khleang,84405.55,210201796.2,62,0,0,0,0,0,0,17
360,361,20306,20306,Kdol Doun Teav,17805.29,9235982.4,0,0,0,0,0,0,0,0
361,362,20804,20804,Roka,76469.38,152341366.6,14,0,0,0,0,0,0,30
362,363,21203,21203,,56502.96,112407138.4,0,0,0,0,0,0,0,0
363,364,110205,110205,Srae Huy,122240.49,560600689.5,22,1944,0,0,50,0,0,4172
364,365,20502,20502,Samraong Knong,22903.52,20807266.36,0,0,0,0,0,0,0,0
365,366,20204,20204,Chrey,37419.73,60422570.88,0,0,0,0,0,0,0,0
366,367,21202,21202,,35156.32,35492045.63,0,0,0,0,0,0,0,0
367,368,20305,20305,Sla Kaet,17548.73,7635808.56,0,0,0,0,0,0,0,0
368,369,170407,170407,Lveaeng Ruessei,82180.01,189586369.2,23,1,0,0,6,0,0,393
369,370,20108,20108,Ta Kream,77962.71,228461754.2,51,149,0,0,0,0,0,0
370,371,20805,20805,Kampong Preah,110926.63,268257822,48,0,0,0,0,0,0,149
371,372,20304,20304,Chamkar Samraong,16800.01,8877494.32,0,0,0,0,0,0,0,0
372,373,60605,60605,Mean Chey,78618.23,146194727,878,1,0,0,0,0,0,136
373,374,60809,60809,Pralay,99963.72,220067591.3,80,33,0,0,0,0,0,175
374,375,20802,20802,Norea,16704.18,7248611.01,2,0,0,0,0,0,0,0
375,376,240202,240202,Stueng Trang,71140.41,150644184.2,4,11,0,0,0,0,0,0
376,377,20309,20309,Ou Char,16601.86,11919475.97,0,0,0,0,0,0,0,0
377,378,20303,20303,Rotanak,12293.56,6802571.1,0,0,0,0,0,0,0,0
378,379,60405,60405,Sala Visai,130166.9,396515891.7,1009,66,0,0,13,0,0,304
379,380,170412,170412,Spean Tnaot,76520.91,193203774.7,24,0,0,0,0,0,0,96
380,381,20701,20701,Sdau,105438.23,209969081.6,14,10,0,0,0,0,0,0
381,382,60813,60813,Trea,58432.96,118914748.3,84,108,0,0,0,0,0,13
382,383,60403,60403,Phan Nheum,65858.36,110757985,74,8,0,0,3,0,0,36
383,384,170402,170402,Chi Kraeng,46510.66,66228495.56,0,0,0,0,0,0,0,3
384,385,60407,60407,Tuol Kreul,79658.23,178528851.2,99,60,0,0,2,0,0,42
385,386,20310,20310,Svay Pao,7937.06,2219510.73,0,0,0,0,0,0,0,0
386,387,20801,20801,Anlong Vil,43809.12,40242258.16,0,0,0,0,0,0,0,0
387,388,20301,20301,Tuol Ta Aek,8231.55,3684341.69,0,0,0,0,0,0,0,0
388,389,60406,60406,Sameakki,47752.94,78726190.57,7,51,0,0,0,0,0,0
389,390,20605,20605,Chrey,130408.83,491663389.4,28,19,0,0,10,0,0,576
390,391,20307,20307,Ou Mal,28110.2,37592050.81,0,0,0,0,0,0,0,0
391,392,20302,20302,Preaek Preah Sdach,8029.35,3020206.9,0,0,0,0,0,0,0,0
392,393,110206,110206,Srae Sangkom,145192.21,702782818.9,0,3280,0,0,61,0,0,4123
393,394,60601,60601,Chheu Teal,55153.79,116849195.4,403,36,0,0,0,0,0,108
394,395,20308,20308,Voat Kor,23885.98,24740174.83,0,0,0,0,0,0,0,0
395,396,20809,20809,Ou Dambang Pir,33417.67,28519570.13,0,0,0,0,0,0,0,0
396,397,20808,20808,Ou Dambang Muoy,29068.8,25641237.93,0,0,0,0,0,0,0,0
397,398,170401,170401,Anlong Samnar,81621.13,276417158.2,76,5,0,0,10,0,0,29
398,399,21201,21201,,54851.1,75140266.17,0,0,0,0,0,0,0,0
399,400,20806,20806,Kampong Pring,107885.94,319246642.9,13,0,0,0,0,0,0,191
400,401,20810,20810,Voat Ta Muem,40713.44,40615078.88,0,0,0,0,0,0,0,0
401,402,60401,60401,Doung,47956.21,91052728,1,9,0,0,0,0,0,0
402,403,20106,20106,Phnum Sampov,42739.17,64205264.03,0,6,0,0,0,0,0,0
403,404,240204,240204,Ou Andoung,61961.05,181368826.9,49,0,0,0,0,0,0,1
404,405,110204,110204,Sokh Sant,151262.65,714322472.3,0,6084,7,0,0,0,0,1584
405,406,60608,60608,Sochet,101535.42,485653811.4,3418,26,0,0,0,0,0,1391
406,407,20104,20104,Chheu Teal,40800.96,40168088.05,0,3,0,0,0,0,0,0
407,408,20107,20107,Snoeng,79947.83,267251457.5,21,20,0,0,0,0,0,5
408,409,240201,240201,Sala Krau,40985.73,58523456.46,0,0,0,0,0,0,0,0
409,410,60609,60609,Tum Ring,92444.89,447861815.4,2562,195,0,0,0,0,0,376
410,411,60503,60503,Sambour,81920.91,208820662.3,156,16,0,0,3,0,0,71
411,412,100409,100409,Srae Chis,109429.61,450528204.8,0,4083,4,0,0,0,0,738
412,413,60804,60804,Kampong Chen Cheung,33215.46,38933796.84,0,3,0,0,0,0,0,0
413,414,150105,150105,Ou Ta Paong,122165.27,291988924.7,41,0,0,0,0,0,0,468
414,415,60801,60801,Banteay Stoung,34241.81,55498093.5,2,0,0,0,0,0,0,0
415,416,20103,20103,Bay Damram,31845,45107392.24,0,0,0,0,0,0,0,0
416,417,60603,60603,Klaeng,59280.38,88876647.43,309,188,0,0,0,0,0,100
417,418,20807,20807,Reang Kesei,42384.56,95702320.39,0,0,0,0,0,0,0,0
418,419,20606,20606,Ta Loas,61593.71,135904662.3,6,39,0,0,0,0,0,265
419,420,60501,60501,Chhuk,57986.25,65079903.87,2,0,0,0,0,0,0,4
420,421,60810,60810,Preah Damrei,23766.04,14400116.36,0,0,0,0,0,0,0,0
421,422,60202,60202,Damrei Slab,41705.92,94817085.34,20,0,0,0,0,0,0,6
422,423,20608,20608,Prey Touch,55451.39,116430073.8,2,1,0,0,0,0,0,61
423,424,100404,100404,Kaoh Khnhaer,63559.73,216508875.1,89,1222,0,0,0,0,0,129
424,425,100403,100403,Kbal Damrei,124842.06,623849182.7,356,5095,0,0,0,0,0,946
425,426,20704,20704,Traeng,103993.74,343735525.4,76,42,0,0,0,0,0,48
426,427,60806,60806,Msar Krang,73164.59,182825282.8,144,0,0,0,12,0,0,141
427,428,20102,20102,Kantueu Pir,30286.21,32545747.2,0,4,0,0,0,0,0,0
428,429,60502,60502,Koul,58913.38,127719468.5,542,18,0,0,0,0,0,130
429,430,60811,60811,Rung Roeang,20796.97,14580289.61,0,0,0,0,0,0,0,0
430,431,240203,240203,Stueng Kach,69043.77,111772639.2,10,0,0,0,0,0,0,3
431,432,60205,60205,Ni Pechr,42100.24,87744534.98,64,8,0,0,0,0,0,133
432,433,60805,60805,Kampong Chen Tboung,15850.48,8848498.34,0,0,0,0,0,0,0,0
433,434,20607,20607,Kakaoh,53403.51,85632935.37,2,0,0,0,0,0,0,7
434,435,150104,150104,Me Tuek,85681.64,265032777.6,39,0,0,0,0,0,0,135
435,436,20101,20101,Kantueu Muoy,47294.53,87083947.42,0,0,0,0,0,0,0,0
436,437,100402,100402,Kampong Cham,112498.65,652740993.2,2483,1424,0,0,0,0,0,2008
437,438,60812,60812,Samprouch,74232.68,224229916.2,99,0,0,0,50,0,0,268
438,439,110401,110401,Krang Teh,138364.22,794640675.7,4,2974,0,0,150,0,0,5215
439,440,60803,60803,Chamnar Leu,25939.21,34417023.54,0,0,0,0,0,0,0,0
440,441,110402,110402,Bu Chri,264497.41,2337461515,409,13110,12,0,48,0,0,12318
441,442,20105,20105,Chaeng Mean Chey,44347.92,109366535.8,2,11,0,0,0,1,0,0
442,443,21301,21301,Thipakdei,50938.1,132201798.2,0,0,0,0,0,0,0,0
443,444,60802,60802,Chamnar Kraom,70249.92,236542833.9,35,2,0,0,67,0,0,535
444,445,240103,240103,Tuol Lvea,60516.02,100588384.2,985,0,0,0,0,0,0,0
445,446,240101,240101,Pailin,89259.08,137651423,897,0,0,0,0,0,0,2
446,447,240104,240104,Ba Yakha,73123.52,134650531.4,1069,0,0,0,0,0,0,0
447,448,60807,60807,Peam Bang,77280.97,243521365.5,96,0,0,2,6,0,0,0
448,449,60504,60504,Sraeung,67390.69,192645170.8,674,2,0,0,1,0,0,378
449,450,60208,60208,Tbaeng,62590.42,142017094.5,32,5,0,0,0,0,0,12
450,451,20702,20702,Andaeuk Haeb,53384.56,134299645.8,38,32,0,0,0,0,0,16
451,452,240102,240102,Ou Tavau,57644.09,201643386.8,294,0,0,0,0,0,0,6
452,453,60209,60209,Trapeang Ruessei,62052.57,143944648.8,70,0,0,0,0,0,0,6
453,454,60207,60207,San Kor,67163.25,222207577.9,6,31,0,0,9,0,0,265
454,455,60201,60201,Chey,39055.65,56212171.43,4,0,0,0,0,0,0,0
455,456,150101,150101,Boeng Bat Kandaol,75815.39,194916886.7,9,0,0,0,0,0,0,7
456,457,60505,60505,Tang Krasau,72183.7,143531316.4,156,0,0,0,0,0,0,22
457,458,150107,150107,Snam Preah,112344.25,228934433.1,3,5,0,0,0,0,0,19
458,459,20604,20604,Ruessei Krang,82906.15,163115229.9,0,16,0,0,0,0,0,13
459,460,21303,21303,Hab,27459.93,48631524.88,0,0,0,0,0,0,0,0
460,461,20703,20703,Phlov Meas,98568.01,282403075.8,15,140,0,0,0,0,0,7
461,462,20602,20602,Kear,69614.85,96229547.12,0,0,0,0,0,0,0,0
462,463,21305,21305,Doun Ba,56384.99,119869465.4,8,26,0,0,0,0,0,0
463,464,150206,150206,Srae Sdok,942.35,48888.32,0,0,0,0,0,0,0,0
464,465,20601,20601,Moung Ruessei,39228.26,50913616.48,0,0,0,0,0,0,0,0
465,466,150206,150206,Srae Sdok,2254.75,274168.84,0,0,0,0,0,0,0,0
466,467,150206,150206,Srae Sdok,655.44,21308.04,0,0,0,0,0,0,0,0
467,468,150206,150206,Srae Sdok,1531.7,158742.67,0,0,0,0,0,0,0,0
468,469,150206,150206,Srae Sdok,2689.69,347848.47,0,0,0,0,0,0,0,0
469,470,21302,21302,Koas Krala,28555.24,27587516.13,0,0,0,0,0,0,0,0
470,471,150206,150206,Srae Sdok,95642.66,228626471.5,23,10,0,0,0,0,0,151
471,472,150206,150206,Srae Sdok,678.66,24544.07,0,0,0,0,0,0,0,0
472,473,150206,150206,Srae Sdok,3026.75,585094.77,0,0,0,0,0,0,0,0
473,474,150206,150206,Srae Sdok,199.96,2765.98,0,0,0,0,0,0,0,0
474,475,60701,60701,Boeng Lvea,136498.53,858374066.9,6543,5,0,0,0,0,0,788
475,476,150206,150206,Srae Sdok,560.13,16154.41,0,0,0,0,0,0,0,0
476,477,60204,60204,Kampong Svay,43565.67,90862839.73,0,0,0,0,0,0,0,0
477,478,150206,150206,Srae Sdok,2082.98,215201.77,0,0,0,0,0,0,0,0
478,479,60705,60705,Kraya,196840.47,886450646.7,4563,3,0,0,0,0,0,932
479,480,100407,100407,Sambour,40961.59,96748621.7,2,207,0,0,0,0,0,0
480,481,100408,100408,Sandan,58865.65,97900919.26,22,441,0,0,0,0,0,0
481,482,20603,20603,Prey Svay,49266.54,143571129.2,0,0,0,0,0,0,0,0
482,483,100212,100212,Sambok,110439.13,269612512.3,76,1996,0,0,0,0,0,73
483,484,150208,150208,Sya,3917.02,668510.11,0,0,0,0,0,0,0,0
484,485,150208,150208,Sya,86568.38,124525480.4,62,14,0,0,0,0,0,370
485,486,21304,21304,Preah Phos,77799.62,199189119,117,102,0,0,0,0,0,5
486,487,20609,20609,Robas Mongkol,62230.51,128762802.7,0,0,0,0,0,0,0,0
487,488,100202,100202,Changkrang,97015.72,245232114.3,38,2248,0,0,0,0,0,72
488,489,150108,150108,Svay Doun Kaev,42520.39,29861256.84,0,0,0,0,0,0,0,0
489,490,21306,21306,Chhnal Moan,122772.56,624508780.7,2085,715,0,0,0,0,0,328
490,491,110101,110101,Chong Phlah,167800.03,1072183495,189,7916,8,0,0,0,0,3916
491,492,150102,150102,Boeng Khnar,44332.23,56612084.38,0,0,0,0,0,0,0,0
492,493,150208,150208,Sya,2960.16,237828,0,0,0,0,0,0,0,0
493,494,60709,60709,Ti Pou,107110.86,351627005,518,0,0,0,0,0,0,107
494,495,100410,100410,Voadthonak,87260.82,238747800.6,691,875,0,0,0,0,0,628
495,496,60206,60206,Phat Sanday,122044.37,224651228.1,155,0,0,0,0,0,0,99
496,497,20900,20900,,196363.28,1250112014,4918,927,8,0,0,0,0,215
497,498,60203,60203,Kampong Kou,93299.49,281928771.2,77,2,0,0,5,0,0,575
498,499,150208,150208,Sya,3882.58,435980.78,0,0,0,0,0,0,0,0
499,500,60309,60309,achar Leak,10844.15,6338375.23,0,0,0,0,0,0,0,0
500,501,60308,60308,Prey Ta Hu,12628.99,6702997.38,0,0,0,0,0,0,0,0
501,502,150208,150208,Sya,974.6,48397.03,0,0,0,0,0,0,0,0
502,503,150208,150208,Sya,1344.15,119162.13,0,0,0,0,0,0,0,0
503,504,60307,60307,Prey Kuy,31624.47,30348988.09,0,0,0,0,0,0,0,0
504,505,60305,60305,Kdei Doung,26236.25,19831437.93,0,0,0,0,0,0,0,0
505,506,150208,150208,Sya,3350.05,376642.61,0,0,0,0,0,0,0,0
506,507,150208,150208,Sya,1262.61,65813.48,0,0,0,0,0,0,0,0
507,508,150208,150208,Sya,2847.57,354399.38,1,0,0,0,0,0,0,0
508,509,100302,100302,Chrouy Banteay,105148.45,507528616.6,1275,2216,0,0,0,0,0,856
509,510,60311,60311,Tboung Krapeu,43174.92,36409167.75,4,0,0,0,0,0,0,0
510,511,150208,150208,Sya,1013.3,69142.73,0,0,0,0,0,0,0,0
511,512,100215,100215,Thmei,110433.15,453573818.5,14,4092,0,0,0,0,0,100
512,513,60306,60306,Kampong Krabau,19273.21,6117001.71,0,0,0,0,0,0,0,0
513,514,110404,110404,Bu Sra,79900.68,264288796,27,398,0,0,0,0,0,2184
514,515,60303,60303,Kampong Roteh,3998.26,639928.09,0,0,0,0,0,0,0,0
515,516,60301,60301,Damrei Choan Khla,16900.42,9377452.68,0,0,0,0,0,0,0,0
516,517,150203,150203,Kandieng,44555.91,28261026.42,0,0,0,0,0,0,0,31
517,518,60302,60302,Kampong Thum,11131.92,7195817.25,0,0,0,0,0,0,0,0
518,519,60304,60304,Ou Kanthor,35863.59,47357281.79,0,0,0,0,0,0,0,0
519,520,150306,150306,Kampong Pou,64948.97,73990233.45,39,0,0,0,0,0,0,19
520,521,150204,150204,Kanhchor,55227.64,85420485.89,6,0,0,0,0,0,0,65
521,522,20611,20611,Preaek Chik,48508.36,139167024.5,3,12,0,0,0,0,0,0
522,523,60704,60704,Kakaoh,101289.57,123052479.3,2,24,0,0,6,0,0,0
523,524,60310,60310,Srayov,87443.57,283802924.7,4,124,0,0,63,0,0,74
524,525,150502,150502,Kaoh Chum,29657.97,28112024.05,0,0,0,0,0,0,0,0
525,526,60702,60702,Chroab,37239.44,63535185.79,14,13,0,0,0,0,0,0
526,527,110502,110502,Sokh Dom,71421.34,185722330,4,278,7,0,0,0,0,1828
527,528,20612,20612,Prey Tralach,74389.73,273560851.5,20,73,0,0,0,0,0,0
528,529,150308,150308,Ou Sandan,61049.33,85193450.48,140,93,0,0,4,0,0,73
529,530,110403,110403,Srae Ampum,68211.68,177590297.8,5,618,0,0,23,0,0,1178
530,531,150309,150309,Sna Ansa,64945.28,87615112.54,78,143,0,0,0,0,0,60
531,532,150207,150207,Svay Luong,27855.77,25311015.21,0,0,0,0,0,0,0,0
532,533,150106,150106,Rumlech,36059.13,52899303.96,0,0,0,0,0,0,0,0
533,534,150110,150110,Trapeang Chong,37350.56,83012803.56,0,0,0,0,0,0,0,0
534,535,150103,150103,Khnar Totueng,36598.53,53700082.58,0,0,0,0,0,0,0,0
535,536,60708,60708,Tang Krasang,48347.56,51795709.72,0,1,0,0,0,0,0,0
536,537,150201,150201,Anlong Vil,32671.41,31770741.87,0,0,0,0,0,0,0,0
537,538,110103,110103,Srae Chhuk,102706.44,354301471.1,359,774,0,0,0,0,0,2879
538,539,100203,100203,Dar,65979.23,150491228.4,44,604,0,0,0,0,0,16
539,540,40404,40404,Phlov Tuk,63056.56,192903378.4,88,25,0,0,0,0,0,149
540,541,110503,110503,Spean Mean Chey,49323.58,93887094.42,0,139,0,0,0,0,0,933
541,542,150301,150301,Anlong Tnaot,50956.96,97128291.81,27,156,0,0,0,0,0,22
542,543,60703,60703,Kampong Thma,52437.83,53601684.54,12,0,0,0,0,0,0,10
543,544,100205,100205,Kou Loab,35163.81,55468895.69,4,18,0,0,0,0,0,0
544,545,60707,60707,Prasat,38913.92,50418971.27,0,0,0,0,0,0,0,0
545,546,60701,60701,Boeng Lvea,15048.5,8022882.93,0,0,0,0,0,0,0,0
546,547,110504,110504,Romonea,81212.25,123248431.6,75,110,0,0,0,0,0,1107
547,548,150504,150504,Phteah Prey,20532.82,12899251.56,0,0,0,0,0,0,0,0
548,549,110102,110102,Me Mang,122331.19,463593288.9,128,3312,0,0,0,0,0,1852
549,550,150307,150307,Kbal Trach,63903.12,172200549.1,337,185,0,0,5,0,0,61
550,551,150209,150209,Veal,9529.2,5305074.3,0,0,0,0,0,0,0,0
551,552,100214,100214,Thma Kreae,20900.16,18720894.86,0,0,0,0,0,0,0,3
552,553,150109,150109,Ta Lou,90835.27,305046795.6,152,531,0,0,0,0,0,2
553,554,150602,150602,,166347.54,705623846.3,2552,1567,0,0,0,0,0,1320
554,555,150303,150303,Boeng Kantuot,32330.99,46917011.26,0,0,0,0,0,0,0,0
555,556,40401,40401,Chranouk,69265.26,265236432.3,66,122,0,5,103,0,0,364
556,557,150202,150202,Banteay Dei,19848.22,14589350.25,0,0,0,0,0,0,0,0
557,558,110301,110301,Dak Dam,130657.25,751967880.2,3540,434,0,0,26,0,0,3756
558,559,150302,150302,Ansa Chambak,66058.48,209643285.5,260,199,0,0,0,0,0,97
559,560,150507,150507,Svay at,15282.14,10937236.95,0,0,0,0,0,0,0,0
560,561,40102,40102,Chhnok Tru,13764.51,2666821.18,0,0,0,0,0,0,0,0
561,562,110501,110501,Monourom,41909.98,78653790.05,18,122,0,0,0,0,0,722
562,563,40102,40102,Chhnok Tru,14487.66,5640599.14,0,0,0,0,0,0,0,0
563,564,60105,60105,Chaeung Daeung,42592.28,71884919.23,1,0,0,0,0,0,0,0
564,565,150302,150302,Ansa Chambak,17137.37,4082533.06,0,0,0,0,0,0,0,0
565,566,60706,60706,Pnov,95659.24,109237441.1,24,76,0,0,10,0,0,256
566,567,150505,150505,Prey Nhi,17926.24,7972497.93,0,0,0,0,0,0,0,0
567,568,100307,100307,Saob,81481.33,269488100.9,1331,32,0,0,0,0,0,132
568,569,100208,100208,Krakor,16127.82,14349934.77,0,0,0,0,0,0,0,2
569,570,60117,60117,Tnaot Chum,47378.9,60518728.73,0,0,0,0,0,0,0,0
570,571,150503,150503,Lolok Sa,43368.79,42747516.69,0,0,0,0,0,0,0,0
571,572,60101,60101,Bak Sna,46383.53,45391543.7,16,0,0,0,0,0,0,1
572,573,40102,40102,Chhnok Tru,4859.7,734623.07,0,0,0,0,0,0,0,0
573,574,150506,150506,Roleab,70671.83,204391885.1,23,604,0,0,0,0,0,11
574,575,60111,60111,Krava,42425.24,69574561.48,0,0,0,0,0,0,0,0
575,576,100207,100207,Kaoh Trong,17558.2,14460729.9,0,0,0,0,4,0,0,0
576,577,100210,100210,Ou Ruessei,24758.42,31713013.25,0,0,0,0,0,0,0,0
577,578,150311,150311,Tnaot Chum,66744.91,169101105.9,174,432,0,0,0,0,0,98
578,579,40102,40102,Chhnok Tru,9534.3,1623459.74,0,0,0,0,0,0,0,0
579,580,150403,150403,Phteah Rung,67970.97,156079832.7,45,295,0,0,0,0,0,28
580,581,40102,40102,Chhnok Tru,3347.29,466082.27,0,0,0,0,0,0,0,0
581,582,100505,100505,Svay Chreah,149982.73,748940353.5,1138,3825,0,0,5,0,0,835
582,583,40102,40102,Chhnok Tru,37980.28,29989561.31,7,0,0,0,0,0,0,68
583,584,40406,40406,Pralay Meas,73217.08,102232420.3,21,0,0,0,0,0,0,0
584,585,150401,150401,Bak Chenhchien,41452.49,40663258.56,0,0,0,0,0,0,0,0
585,586,150501,150501,Chamraeun Phal,37630.01,58955709.99,0,30,0,0,0,0,0,0
586,587,60102,60102,Ballangk,41270.79,43147446.04,3,0,0,0,0,0,0,0
587,588,150407,150407,Samraong,181000.25,546587011.7,3335,853,0,0,0,0,0,535
588,589,31514,31514,Tuol Sambuor,65332.6,182304781.4,708,0,0,0,0,0,0,128
589,590,40406,40406,Pralay Meas,41740.23,31252666.23,12,0,0,0,0,0,0,0
590,591,100204,100204,Kantuot,54307.15,121187692.5,16,634,0,0,0,0,0,6
591,592,40111,40111,Trapeang Chan,25835.17,38943309.56,3,10,0,0,0,0,0,15
592,593,100209,100209,Kracheh,8557.68,4159568.42,0,0,0,0,0,0,0,0
593,594,60108,60108,Chong Doung,73389.56,126931421.5,12,103,0,0,77,0,0,169
594,595,31506,31506,Ou Mlu,55617.27,143247844.6,48,3,0,0,0,0,0,51
595,596,31503,31503,Dang Kdar,78742.78,197504910.6,30,17,0,0,0,0,0,32
596,597,60110,60110,Kokir Thum,67911.8,164216410.4,0,4,0,0,0,0,0,3
597,598,40103,40103,Chak,19366.01,16492761.24,0,0,0,0,0,0,0,0
598,599,40104,40104,Khon Rang,5586.28,1166063.55,0,0,0,0,0,0,0,0
599,600,40105,40105,Kampong Preah Kokir,26448.14,10979658.49,0,0,0,0,0,0,0,0
600,601,100211,100211,Roka Kandal,24376.68,23998684.81,9,0,0,0,0,0,0,13
601,602,40104,40104,Khon Rang,22307.72,31522775.45,0,0,0,0,0,0,0,27
602,603,110504,110504,Romonea,31360.77,59989787.74,0,40,0,0,3,0,0,408
603,604,100301,100301,Chambak,60139.19,108511862.1,483,2,0,0,1,0,0,77
