"","for_cov","for_cov_perc","gdp","gdp_gr","gni","fdi","ind_gdp","agr_gdp","dev_agri","dev_env","pop_den","armi","cpi","nfi","rice_med","rub_med","corn_med","sug_med","for_prod","prod_rice","prod_rub","prod_cass","prod_corn","prod_sug","for_rem"
"for_cov",1,1,-0.296351712240687,0.304149603789156,-0.297580933391146,-0.311772909610993,0.467591910660883,-0.5302730782498,0.162740921271817,-0.0453540863853612,0.394250912801682,0.0037893002301196,-0.229094587466436,-0.212216686861654,-0.0573758059123893,0.110159703523703,0.00222471058567352,-0.0184435820073907,-0.580995141328436,-0.247901433514394,-0.277373933403361,0.283726308072146,-0.191468945515797,-0.329259059033503,0.647547460884087
"for_cov_perc",1,1,-0.296351714823616,0.304149600212613,-0.297580936010345,-0.311772913164057,0.467591913442323,-0.53027307826332,0.162740917310958,-0.045354084076438,0.394250913730173,0.00378930018763326,-0.229094587500431,-0.212216691777259,-0.057375808341578,0.110159702784808,0.00222471159194331,-0.0184435799790601,-0.580995140830495,-0.247901437896824,-0.277373934718905,0.283726306157282,-0.191468949123598,-0.329259062742206,0.647547461841161
"gdp",-0.296351712240687,-0.296351714823616,1,0.396804510684329,0.985007860579697,0.252463359560738,0.121985223504673,-0.222319742909425,-0.00850053500912154,-0.0122725712629865,-0.510804602580556,0.303502800088718,0.347611237193869,0.00197470072990382,0.186830722230605,0.216952197615635,0.233486315373453,-0.149321554754747,0.14298146292275,0.408228233179013,0.625594153542993,0.257548173898003,0.56752453976626,0.189360393678279,-0.599175631119634
"gdp_gr",0.304149603789156,0.304149600212613,0.396804510684329,1,0.392429889517528,0.204372319849085,0.123853397793355,-0.304128392653419,0.271586633533964,0.13774297893845,5.97398245671491e-05,0.299425935060727,0.277546143988091,-0.0565171568585069,-0.197035016620586,0.372201865388792,0.0246590938117885,-0.219728660238251,0.122509142514454,-0.0219277532578674,0.106034179933152,0.515773610071052,0.598674055503228,-0.0947918385209317,-0.0284390635744068
"gni",-0.297580933391146,-0.297580936010345,0.985007860579697,0.392429889517528,1,0.242109053776168,0.12924360715133,-0.213393427691011,0.0102356639448883,0.0310621856614379,-0.508074242700449,0.343701444067916,0.345986936371891,-0.021742366590999,0.159175136250804,0.242639895599125,0.221057531102892,-0.136467696362011,0.14419398232399,0.409879636792715,0.600292688518018,0.231186038530067,0.616031365911528,0.146721552399048,-0.548975187497236
"fdi",-0.311772909610993,-0.311772913164057,0.252463359560738,0.204372319849085,0.242109053776168,1,-0.482200993432192,0.233340112122927,0.00949896312016646,0.411217554540177,-0.306843033867515,0.030309757481756,0.296291792631658,0.0861328677744421,0.0266982633338206,0.0871155821295995,0.241840633316925,-0.122265025492045,0.260246608829627,0.236638008480328,0.190633996931249,0.0574151184039971,0.456495929370485,0.538940223822138,-0.26311500993489
"ind_gdp",0.467591910660883,0.467591913442323,0.121985223504673,0.123853397793355,0.12924360715133,-0.482200993432192,1,-0.6129883961603,-0.156189179423272,0.0226942174451425,0.214383613640958,0.0731357741280755,-0.301430894742812,-0.497919682377947,-0.250147250919715,0.0813445250278896,-0.0124665376019273,-0.0125894541132466,-0.48362626500876,-0.20770332999909,-0.0701212563254387,0.230148244835419,-0.204775996310244,-0.325258568169395,0.15951037474825
"agr_gdp",-0.5302730782498,-0.53027307826332,-0.222319742909425,-0.304128392653419,-0.213393427691011,0.233340112122927,-0.6129883961603,1,-0.0360696290001509,0.153001516305372,-0.242815253827111,-0.0788364200389822,0.54691761131597,0.507461620157657,0.142986205164121,-0.110229464970571,-0.0865421858772223,0.370273014590104,0.18935509688829,0.022146735739646,-0.0560066217401081,-0.380622762758343,-0.00887572814493277,0.204107359573568,-0.202494647771092
"dev_agri",0.162740921271817,0.162740917310958,-0.00850053500912154,0.271586633533964,0.0102356639448883,0.00949896312016646,-0.156189179423272,-0.0360696290001509,1,-0.123995558755884,0.0110774052506818,0.259754743016633,0.148554959242167,-0.0798782843017324,-0.0639153038831506,0.0195441079354138,0.0206900513434074,0.123278326084715,-0.0648938815751358,-0.0845172618800823,0.155734474908689,0.0479088502539995,0.125863965960408,0.0555964880291362,0.018721843883797
"dev_env",-0.0453540863853612,-0.045354084076438,-0.0122725712629865,0.13774297893845,0.0310621856614379,0.411217554540177,0.0226942174451425,0.153001516305372,-0.123995558755884,1,-0.0337636935074004,0.0517356403148085,0.296948967042615,-0.238880327523184,-0.34804232866693,0.105307926417218,0.0338319986903844,0.315612766024643,-0.0133345006623468,-0.283874807344981,-0.0449738576211486,0.0253460132337598,0.0835386563691132,0.155960490873715,0.0149147974139892
"pop_den",0.394250912801682,0.394250913730173,-0.510804602580556,5.97398245671491e-05,-0.508074242700449,-0.306843033867515,0.214383613640958,-0.242815253827111,0.0110774052506818,-0.0337636935074004,1,-0.433624963033734,-0.449037078342758,-0.0633840911680274,-0.31419075291576,-0.305692402285606,-0.194080614583728,-0.377157621570805,-0.259674630060871,-0.577981261528407,-0.791241010116651,-0.0598491482928893,-0.354383961015855,-0.480071639412439,0.789112380053734
"armi",0.0037893002301196,0.00378930018763326,0.303502800088718,0.299425935060727,0.343701444067916,0.030309757481756,0.0731357741280755,-0.0788364200389822,0.259754743016633,0.0517356403148085,-0.433624963033734,1,0.543334142626294,-0.0142781550991914,0.256606216591618,0.891373067433911,0.570310110942975,0.559026443129343,0.0335387708706248,0.412624061188073,0.592065595231924,0.234507977686384,0.478954115963919,-0.267006560421569,-0.195586042457436
"cpi",-0.229094587466436,-0.229094587500431,0.347611237193869,0.277546143988091,0.345986936371891,0.296291792631658,-0.301430894742812,0.54691761131597,0.148554959242167,0.296948967042615,-0.449037078342758,0.543334142626294,1,0.325054486369591,0.334420252852517,0.428752400016318,0.412981001796839,0.476414164710749,0.0916452834532252,0.219435560739461,0.498392131806743,-0.0585414084773109,0.42014193923853,0.0806471144031526,-0.324218115918106
"nfi",-0.212216686861654,-0.212216691777259,0.00197470072990382,-0.0565171568585069,-0.021742366590999,0.0861328677744421,-0.497919682377947,0.507461620157657,-0.0798782843017324,-0.238880327523184,-0.0633840911680274,-0.0142781550991914,0.325054486369591,1,0.389944626734513,0.0204963237885694,-0.147853264513467,0.132016685721296,-0.00525801801188781,0.102993687735824,-0.0178556887357863,-0.414028910649375,0.0181227893962103,0.211845379908677,0.0324124999243127
"rice_med",-0.0573758059123893,-0.057375808341578,0.186830722230605,-0.197035016620586,0.159175136250804,0.0266982633338206,-0.250147250919715,0.142986205164121,-0.0639153038831506,-0.34804232866693,-0.31419075291576,0.256606216591618,0.334420252852517,0.389944626734513,1,0.242685905922557,0.596456799261074,0.163867681908965,-0.00200857455212955,0.666381200067526,0.466219438227094,0.00868736196646256,0.201439611137257,0.129836197024447,-0.0873085086649643
"rub_med",0.110159703523703,0.110159702784808,0.216952197615635,0.372201865388792,0.242639895599125,0.0871155821295995,0.0813445250278896,-0.110229464970571,0.0195441079354138,0.105307926417218,-0.305692402285606,0.891373067433911,0.428752400016318,0.0204963237885694,0.242685905922557,1,0.562638188625677,0.481583526551682,0.0459645664839053,0.48217595361001,0.397972882310075,0.483484992587683,0.489258055880666,-0.389991463270861,-0.0660400327676418
"corn_med",0.00222471058567352,0.00222471159194331,0.233486315373453,0.0246590938117885,0.221057531102892,0.241840633316925,-0.0124665376019273,-0.0865421858772223,0.0206900513434074,0.0338319986903844,-0.194080614583728,0.570310110942975,0.412981001796839,-0.147853264513467,0.596456799261074,0.562638188625677,1,0.152492724341228,-0.0966122523798363,0.456575165333858,0.482506291206715,0.232530340706322,0.399483758713743,-0.153850163200159,-0.0360427121135168
"sug_med",-0.0184435820073907,-0.0184435799790601,-0.149321554754747,-0.219728660238251,-0.136467696362011,-0.122265025492045,-0.0125894541132466,0.370273014590104,0.123278326084715,0.315612766024643,-0.377157621570805,0.559026443129343,0.476414164710749,0.132016685721296,0.163867681908965,0.481583526551682,0.152492724341228,1,-0.188961071055986,0.109741934985161,0.283209102060375,-0.0143362723607755,-0.124050687614031,-0.0735565938146882,-0.139247972554533
"for_prod",-0.580995141328436,-0.580995140830495,0.14298146292275,0.122509142514454,0.14419398232399,0.260246608829627,-0.48362626500876,0.18935509688829,-0.0648938815751358,-0.0133345006623468,-0.259674630060871,0.0335387708706248,0.0916452834532252,-0.00525801801188781,-0.00200857455212955,0.0459645664839053,-0.0966122523798363,-0.188961071055986,1,0.266596285975371,0.146374955766801,0.113570441687425,0.2526922077608,0.11366079026246,-0.412027985699593
"prod_rice",-0.247901433514394,-0.247901437896824,0.408228233179013,-0.0219277532578674,0.409879636792715,0.236638008480328,-0.20770332999909,0.022146735739646,-0.0845172618800823,-0.283874807344981,-0.577981261528407,0.412624061188073,0.219435560739461,0.102993687735824,0.666381200067526,0.48217595361001,0.456575165333858,0.109741934985161,0.266596285975371,1,0.633777868911794,0.360622042281064,0.465270426675317,0.146277803502633,-0.460624432868025
"prod_rub",-0.277373933403361,-0.277373934718905,0.625594153542993,0.106034179933152,0.600292688518018,0.190633996931249,-0.0701212563254387,-0.0560066217401081,0.155734474908689,-0.0449738576211486,-0.791241010116651,0.592065595231924,0.498392131806743,-0.0178556887357863,0.466219438227094,0.397972882310075,0.482506291206715,0.283209102060375,0.146374955766801,0.633777868911794,1,0.0530864890518609,0.394432671366218,0.408034430675115,-0.733127586899948
"prod_cass",0.283726308072146,0.283726306157282,0.257548173898003,0.515773610071052,0.231186038530067,0.0574151184039971,0.230148244835419,-0.380622762758343,0.0479088502539995,0.0253460132337598,-0.0598491482928893,0.234507977686384,-0.0585414084773109,-0.414028910649375,0.00868736196646256,0.483484992587683,0.232530340706322,-0.0143362723607755,0.113570441687425,0.360622042281064,0.0530864890518609,1,0.361596540976296,-0.36778573576136,-0.0734352036801203
"prod_corn",-0.191468945515797,-0.191468949123598,0.56752453976626,0.598674055503228,0.616031365911528,0.456495929370485,-0.204775996310244,-0.00887572814493277,0.125863965960408,0.0835386563691132,-0.354383961015855,0.478954115963919,0.42014193923853,0.0181227893962103,0.201439611137257,0.489258055880666,0.399483758713743,-0.124050687614031,0.2526922077608,0.465270426675317,0.394432671366218,0.361596540976296,1,0.00924872469137179,-0.292499796007953
"prod_sug",-0.329259059033503,-0.329259062742206,0.189360393678279,-0.0947918385209317,0.146721552399048,0.538940223822138,-0.325258568169395,0.204107359573568,0.0555964880291362,0.155960490873715,-0.480071639412439,-0.267006560421569,0.0806471144031526,0.211845379908677,0.129836197024447,-0.389991463270861,-0.153850163200159,-0.0735565938146882,0.11366079026246,0.146277803502633,0.408034430675115,-0.36778573576136,0.00924872469137179,1,-0.514070430981537
"for_rem",0.647547460884087,0.647547461841161,-0.599175631119634,-0.0284390635744068,-0.548975187497236,-0.26311500993489,0.15951037474825,-0.202494647771092,0.018721843883797,0.0149147974139892,0.789112380053734,-0.195586042457436,-0.324218115918106,0.0324124999243127,-0.0873085086649643,-0.0660400327676418,-0.0360427121135168,-0.139247972554533,-0.412027985699593,-0.460624432868025,-0.733127586899948,-0.0734352036801203,-0.292499796007953,-0.514070430981537,1
