"","(Intercept)","agr_gdp","dev_agri","dev_env","fdi","for_rem","gdp","gdp_gr","pop_den","time","df","logLik","AICc","delta","weight"
"389",-404.383354908365,NA,NA,1.24429292010946,NA,NA,NA,NA,815.44940491624,1.15201431054858,5,-136.941739219871,288.169192725457,91.2905407602118,5.75332527921264e-21
"386",-403.625388138604,10.5184698804987,NA,NA,NA,NA,NA,NA,825.283966542704,1.16741548811058,5,-137.008136302569,288.301986890853,91.4233349256075,5.38372715678138e-21
"387",-398.23569125713,NA,0.0259240383281425,NA,NA,NA,NA,NA,812.679696693975,1.14327763877226,5,-137.022314623714,288.330343533142,91.4516915678967,5.30793352710432e-21
"393",-398.296616150025,NA,NA,NA,0.000446157974239267,NA,NA,NA,812.744971431293,1.14624147259458,5,-137.027606388686,288.340927063087,91.4622750978411,5.27991937791027e-21
"353",1000.93805604421,NA,NA,NA,NA,NA,-8.96306819224278,14.5231621270529,NA,1.13080435862588,5,-137.48870121252,289.263116710755,92.3844647455095,3.32947956313792e-21
"418",200.571978185974,-36.7655607824667,NA,NA,NA,NA,-5.862881438723,NA,485.632649076878,1.09119047301822,6,-135.46384972338,289.389237908298,92.510585943053,3.12600366886707e-21
"421",75.3271514130481,NA,NA,1.11028669087363,NA,NA,-4.84697659890341,NA,581.342800565631,1.16725781708551,6,-135.601269469097,289.664077399732,92.7854254344867,2.72463823074867e-21
"293",964.504487772321,NA,NA,0.879649423830674,NA,NA,-8.02914306817562,NA,NA,1.19405729743119,5,-137.702764703719,289.691243693153,92.8125917279071,2.6878792861696e-21
"297",966.815527869102,NA,NA,NA,-0.0565973228484977,NA,-7.90930116423505,NA,NA,1.18243178170522,5,-137.728513005404,289.742740296523,92.8640883312771,2.61955435959586e-21
"481",124.603179446589,NA,NA,NA,NA,NA,-5.31177148114446,5.20481578620233,558.848087891443,1.1418821231039,6,-135.642096793574,289.745732048687,92.8670800834414,2.61563876023925e-21
"425",63.8903200032684,NA,NA,NA,0.0742024593063666,NA,-4.97537973289223,NA,590.257221969485,1.17129096190878,6,-135.650676140818,289.762890743175,92.8842387779297,2.59329427465603e-21
"291",966.429570005986,NA,0.0145876132670554,NA,NA,NA,-8.03494494809497,NA,NA,1.18822811826248,5,-137.741092586651,289.767899459017,92.8892474937717,2.5868078631359e-21
"419",83.6126386600428,NA,0.0194649765081969,NA,NA,NA,-4.87513804965488,NA,577.507205495761,1.15996602767678,6,-135.675999954883,289.813538371304,92.9348864060585,2.52844673169041e-21
"257",692.535735145706,NA,NA,NA,NA,NA,NA,NA,NA,1.17939143246359,3,-141.33920299413,290.17840598826,93.2997540230143,2.10680243768017e-21
"354",953.078470807749,-80.7767608083506,NA,NA,NA,NA,-10.1317302687456,16.2254886196716,NA,0.958282484315671,6,-136.336597186228,291.134732833994,94.2560808687489,1.3060508200063e-21
"294",910.938539530247,-81.383525278367,NA,1.43636827690922,NA,NA,-9.09228106484875,NA,NA,1.02986611889477,6,-136.572498182239,291.606534826017,94.727882860771,1.031595823861e-21
"292",915.299888754435,-79.2158463254194,0.0484642087070613,NA,NA,NA,-9.06994628429867,NA,NA,1.02202168073213,6,-136.670382392871,291.802303247281,94.9236512820358,9.3540352633317e-22
"298",915.434194433115,-79.2862101918294,NA,NA,0.0328357910913441,NA,-9.15152583226573,NA,NA,1.0316387735057,6,-136.684265318575,291.830069098687,94.951417133442,9.22507115762035e-22
"453",-401.329234315924,NA,NA,1.64169915806607,NA,NA,NA,-11.6878231963231,810.882780403687,1.2026022874792,6,-136.732331054334,291.926200570206,95.0475486049604,8.79214903093395e-22
"451",-393.795538460396,NA,0.0579954902188557,NA,NA,NA,NA,-10.602655400848,807.773105006324,1.18387969988932,6,-136.852637274237,292.166813010013,95.2881610447678,7.79554914035706e-22
"457",-424.994850972906,NA,NA,NA,0.0793726714316404,NA,NA,-11.3556996778714,826.173444021294,1.20295618715524,6,-136.852835294844,292.167209051227,95.2885570859814,7.794005613816e-22
"450",-398.434531819432,8.46616151182257,NA,NA,NA,NA,NA,-9.51699678626258,818.367442157756,1.20295077895809,6,-136.865582338611,292.19270313876,95.314051173515,7.69528561394148e-22
"397",-378.832115101684,NA,NA,1.49788948669585,-0.0669873391511019,NA,NA,NA,800.119169878981,1.14524731219498,6,-136.924288051556,292.310114564651,95.4314625994056,7.25653302839733e-22
"390",-408.331397334828,8.05083629536735,NA,1.19119517630164,NA,NA,NA,NA,825.007895500538,1.16801284550235,6,-136.930395810215,292.322330081968,95.4436781167221,7.21234695227124e-22
"391",-404.800487646785,NA,0.0376817887928506,1.29314048530592,NA,NA,NA,NA,815.618810523099,1.14801195358007,6,-136.930590084286,292.32271863011,95.4440666648649,7.21094591636122e-22
"388",-403.500456695577,10.0936672179466,0.0214628148550437,NA,NA,NA,NA,NA,824.80693465927,1.16414827605189,6,-137.004533524745,292.470605511028,95.5919535457824,6.69698012575741e-22
"394",-403.005307626833,10.5263096463021,NA,NA,-0.00155852974294736,NA,NA,NA,824.923391314269,1.16724624323005,6,-137.008125011428,292.477788484395,95.5991365191499,6.67297115057877e-22
"395",-397.550108060929,NA,0.0260078994519051,NA,-0.00171278517903754,NA,NA,NA,812.273207540334,1.1430648395337,6,-137.022301048545,292.506140558629,95.6274885933834,6.57904220695635e-22
"265",717.763879809805,NA,NA,NA,-0.308132441574097,NA,NA,NA,NA,1.13981371107728,4,-141.019273106891,292.705212880449,95.8265609152036,5.95572542137281e-22
"321",690.257637157159,NA,NA,NA,NA,NA,NA,-11.6863291959642,NA,1.22788928416164,4,-141.198936203442,293.06453907355,96.1858871083047,4.9763162875564e-22
"258",656.956489776984,-32.6462964932066,NA,NA,NA,NA,NA,NA,NA,1.11190543935552,4,-141.208429997104,293.083526660875,96.2048746956293,4.92929572246695e-22
"261",690.587275187345,NA,NA,0.972266483085633,NA,NA,NA,NA,NA,1.184033335822,4,-141.305200624595,293.277067915857,96.3984159506118,4.47463818021667e-22
"361",1007.49686543831,NA,NA,NA,-0.138519439308946,NA,-8.80862911424642,16.9998412492789,NA,1.10253294175173,6,-137.40905308167,293.279644624879,96.4009926596335,4.46887697196911e-22
"259",692.47574591484,NA,0.0246030814576597,NA,NA,NA,NA,NA,NA,1.17663047561824,4,-141.336105907763,293.338878482194,96.4602265169481,4.33846332011402e-22
"357",998.621372185921,NA,NA,0.393938577622462,NA,NA,-8.92167072106463,13.9287014690204,NA,1.13509817246982,6,-137.480939986004,293.423418433546,96.5447664683003,4.15889841878886e-22
"355",1002.6394836231,NA,-0.0324448576440404,NA,NA,NA,-9.00710259550371,15.1443152335559,NA,1.13192495562999,6,-137.481255768484,293.424049998506,96.5453980332607,4.15758531886933e-22
"301",964.038923760493,NA,NA,1.33519577304408,-0.117152444247645,NA,-7.76091758144085,NA,NA,1.18083506800062,6,-137.65257760543,293.766693672399,96.8880417071535,3.50297503206733e-22
"295",964.274105921489,NA,0.0228633481148704,0.909292283022595,NA,NA,-8.02576314719069,NA,NA,1.19162869185407,6,-137.698963082984,293.859464627506,96.9808126622609,3.34419878606948e-22
"299",966.698286540884,NA,0.0176198215460731,NA,-0.0581245472878629,NA,-7.90345468224012,NA,NA,1.18025070240471,6,-137.726244563906,293.914027589351,97.0353756241051,3.25419735890986e-22
"422",199.964549282852,-39.9182363434693,NA,1.3442108955765,NA,NA,-5.9085183149155,NA,482.677257305379,1.09127122611661,7,-135.348205619405,294.029744572143,97.1510926068972,3.07125774533123e-22
"482",277.181464915055,-41.3841683270354,NA,NA,NA,NA,-6.64839809658693,7.96010464926587,445.910758873192,1.05125569619898,7,-135.37790193358,294.089137200493,97.210485235248,2.98139363085041e-22
"426",180.181300287224,-38.69123652461,NA,NA,0.097366907025387,NA,-6.04092247015778,NA,497.844708358129,1.09944904094928,7,-135.413837068803,294.16100747094,97.2823555056941,2.87615898241264e-22
"420",202.293778195018,-37.5721316570049,0.0347430027869186,NA,NA,NA,-5.87762668689204,NA,484.006223197262,1.08570995542291,7,-135.452839135186,294.239011603705,97.3603596384592,2.76614222503912e-22
"485",104.134067114174,NA,NA,0.980637641310281,NA,NA,-5.14746276956156,3.5686826430829,568.223808092841,1.15275663319454,7,-135.584677656884,294.502688647102,97.6240366818564,2.42447529856724e-22
"423",74.300358010666,NA,0.0299616765982559,1.14932071976938,NA,NA,-4.83995311937787,NA,581.816729581854,1.16405336041596,7,-135.593213891647,294.519761116626,97.641109151381,2.40386748992562e-22
"429",68.6365568690716,NA,NA,1.00451640790737,0.0276544768648412,NA,-4.88595525330849,NA,585.788952940774,1.1701740324549,7,-135.597963820346,294.529260974024,97.650609008779,2.39247636567765e-22
"489",102.24295457833,NA,NA,NA,0.0503446910362367,NA,-5.2846692438463,4.09225455892047,571.587273349841,1.15240985137861,7,-135.630539352018,294.59441203737,97.7157600721245,2.31579591012197e-22
"483",123.985134553964,NA,0.00335995901084566,NA,NA,NA,-5.30537034167836,5.13579145800747,559.129858207384,1.14177166052095,7,-135.642001301857,294.617335937047,97.7386839718013,2.28940391436941e-22
"427",63.8877878912758,NA,0.0157732359413029,NA,0.072820453340044,NA,-4.97047877713233,NA,590.190266915693,1.16933972696721,7,-135.648438455335,294.630210244004,97.7515582787586,2.27471400133576e-22
"269",721.425354901237,NA,NA,2.57879304959482,-0.415974232109473,NA,NA,NA,NA,1.13827405693935,5,-140.810364872274,295.906444030262,99.0277920650162,1.20170026045388e-22
"358",946.57241252782,-82.5658226781894,NA,0.926069618917176,NA,NA,-10.0602970090564,14.865735809644,NA,0.964555315653786,7,-136.288973857127,295.911281047588,99.0326290823427,1.19879744961484e-22
"362",956.228309342272,-79.4030737082247,NA,NA,-0.0493341194361869,NA,-10.0568520904044,17.0786157068734,NA,0.951147434912763,7,-136.325652736735,295.984638806803,99.1059868415576,1.15562352801549e-22
"356",953.162104451927,-80.754779076858,-0.0013464692087929,NA,NA,NA,-10.1332396795079,16.2508033663218,NA,0.958375937628635,7,-136.336582893122,296.006499119577,99.1278471543313,1.14306116151202e-22
"266",686.185776793105,-27.666180273606,NA,NA,-0.290710766904273,NA,NA,NA,NA,1.08486025567999,5,-140.923515403451,296.132745092616,99.2540931273704,1.07313782802643e-22
"329",713.402926802244,NA,NA,NA,-0.269145986325595,NA,NA,-5.99661502837769,NA,1.16970702172178,5,-140.986556890162,296.258828066038,99.3801761007926,1.00757395819755e-22
"267",717.915496449671,NA,0.0399587859265134,NA,-0.311174265825323,NA,NA,NA,NA,1.13493883401291,5,-141.010867404629,296.307449094973,99.4287971297271,9.83374657441609e-23
"322",652.128473567355,-34.8536512221185,NA,NA,NA,NA,NA,-12.4263342366968,NA,1.15891127117405,5,-141.048195674165,296.382105634045,99.5034536687993,9.47343654372681e-23
"296",909.354631196197,-82.8114416525346,0.0639178028767505,1.52900710792926,NA,NA,-9.10148531627557,NA,NA,1.02019578024862,7,-136.53955120143,296.412435736194,99.5337837709481,9.33085525351064e-23
"302",911.340011941961,-80.5490689122,NA,1.57524035467867,-0.0371815929091871,NA,-8.99625147199526,NA,NA,1.027353190777,7,-136.566976434714,296.467286202762,99.5886342375164,9.07843158185186e-23
"325",687.057333785327,NA,NA,1.42979161555399,NA,NA,NA,-13.4045519849412,NA,1.24184611880216,5,-141.127288352184,296.540290990083,99.6616390248373,8.75302233773809e-23
"262",651.781620303427,-35.1547896239398,NA,1.21804659486261,NA,NA,NA,NA,NA,1.11253524972347,5,-141.155088298292,296.595890882298,99.7172389170522,8.51303999201484e-23
"323",689.91847174054,NA,0.0628470301224963,NA,NA,NA,NA,-12.6401075043706,NA,1.22479473903628,5,-141.179366724383,296.64444773448,99.7657957692348,8.30884556932121e-23
"300",914.593567771186,-80.097771981262,0.0472945004467484,NA,0.0296518933633847,NA,-9.14854813844181,NA,NA,1.02424090307795,7,-136.666223943853,296.66578122104,99.7871292557941,8.22068825825806e-23
"260",656.059954765934,-33.3807281956257,0.0394219660634655,NA,NA,NA,NA,NA,NA,1.1059633003363,5,-141.200438470298,296.686591226311,99.8079392610657,8.13559543847652e-23
"455",-401.862598764932,NA,0.0819385472868717,1.79654194375673,NA,NA,NA,-13.1178799289101,810.692403980757,1.20008887778026,7,-136.681567370471,296.696468074274,99.817816109029,8.09551746133148e-23
"454",-403.678369865612,4.70648082104251,NA,1.60530675739232,NA,NA,NA,-11.5304279585064,816.532125696301,1.2112737073052,7,-136.728412242947,296.790157819227,99.9115058539817,7.72502945857449e-23
"461",-405.296116918341,NA,NA,1.60785711357295,0.0105205267974289,NA,NA,-11.8638707441905,813.221646950247,1.20442704140887,7,-136.731939890848,296.79721311503,99.9185611497845,7.6978262844372e-23
"263",690.416963884241,NA,0.0338379374914626,1.01608044881893,NA,NA,NA,NA,NA,1.18044522532562,5,-141.299390619653,296.88449552502,100.005843559774,7.36910885201071e-23
"459",-425.484602251983,NA,0.059124373800899,NA,0.0809294277378188,NA,NA,-12.2858252111195,826.200874737975,1.20038007522604,7,-136.826088395531,296.985510124395,100.10685815915,7.00615804890985e-23
"458",-427.860902911698,7.74142877830942,NA,NA,0.0761337985678688,NA,NA,-11.1018213131555,834.829675249337,1.21713588926483,7,-136.84220561579,297.017744564913,100.139092599668,6.89414336392092e-23
"452",-397.654841592377,7.21159683284606,0.0541016802768474,NA,NA,NA,NA,-10.369119621773,816.545695347705,1.19789678373127,7,-136.843492388412,297.020318110157,100.141666144911,6.88527787414693e-23
"399",-376.460943893097,NA,0.0439662311052987,1.58324812120378,-0.0744797833033752,NA,NA,NA,798.602162131039,1.13982057585794,7,-136.909299219381,297.151931772096,100.27327980685,6.44676632254265e-23
"398",-383.072821986618,7.86272507061456,NA,1.44221213349003,-0.0659782201726889,NA,NA,NA,809.685261879892,1.16097397480959,7,-136.91345388023,297.160241093793,100.281589128548,6.42003775741076e-23
"392",-408.327804112665,7.2763233851623,0.0339858788455949,1.24035981954104,NA,NA,NA,NA,824.241131986811,1.16286394452135,7,-136.921422264233,297.176177861799,100.297525896553,6.36908371156011e-23
"396",-402.19729435338,10.1070773010736,0.0216171473506631,NA,-0.00327315104494892,NA,NA,NA,824.04624129209,1.16376934237793,7,-137.004483891832,297.342301116997,100.463649151752,5.86143226354598e-23
"18",-5298.21921416745,-168.888656104828,NA,NA,NA,0.0631760919969028,NA,NA,NA,NA,4,-143.645892549767,297.9584517662,101.079799800955,4.30733189567465e-23
"365",1003.52098424233,NA,NA,1.01744698822211,-0.180918021938049,NA,-8.65443824290431,16.2225666021003,NA,1.10496938456921,7,-137.364278825647,298.061890984627,101.183239019381,4.09022120720911e-23
"363",1009.2338085533,NA,-0.0329404162131944,NA,-0.138720670055056,NA,-8.85311173568681,17.6340797035326,NA,1.10362958399669,7,-137.401317144639,298.135967622611,101.257315657365,3.94149752858024e-23
"359",1000.39916030744,NA,-0.0275059469312615,0.33691257420068,NA,NA,-8.96499463844473,14.5413529944361,NA,1.13542662031148,7,-137.475747966012,298.284829265356,101.406177300111,3.65878056567506e-23
"146",-7270.7310502673,-183.248632200509,NA,NA,NA,0.0985516661112007,NA,NA,-976.102518723913,NA,5,-142.030296984662,298.346308255037,101.467656289792,3.54802254346688e-23
"303",963.67491660734,NA,0.0337719568388782,1.40217685748763,-0.123117471716661,NA,-7.74226784222485,NA,NA,1.17657448742456,7,-137.644369809914,298.622072953161,101.743420987915,3.09104143843229e-23
"82",-5473.05315707945,-140.655675196227,NA,NA,NA,0.0654431609029157,NA,33.2737719656076,NA,NA,5,-142.586174296718,299.458062879151,102.579410913905,2.03503518001648e-23
"486",259.435251128568,-43.0148414501418,NA,1.13821673224011,NA,NA,-6.51035405632595,6.16962805188733,452.342963310419,1.06030665507095,8,-135.298807098385,299.68852328768,102.809871322435,1.8135439275225e-23
"424",202.368476263495,-41.2277414106305,0.0491611383110887,1.41593176464841,NA,NA,-5.93181772407424,NA,480.218188525968,1.08352063555675,8,-135.326222965739,299.743355022387,102.864703057142,1.76449941854605e-23
"430",190.883503452015,-40.3972806191885,NA,1.17981201086006,0.0437173633754477,NA,-5.98287659285675,NA,488.521873101743,1.09496941484872,8,-135.339767625388,299.770444341685,102.89179237644,1.7407610017742e-23
"490",251.944452698237,-41.8215296123275,NA,NA,0.0604524435275394,NA,-6.62998041948194,6.65329220884944,460.014044716204,1.06293931728746,8,-135.360816899524,299.812542889956,102.933890924711,1.70450219577879e-23
"270",685.828804443944,-31.3992058140481,NA,2.74952895485144,-0.403341788116308,NA,NA,NA,NA,1.07580373958566,6,-140.685164545651,299.831867552841,102.953215587595,1.68811204168587e-23
"484",275.474015343381,-41.5268316227625,0.0121418979284335,NA,NA,NA,-6.62987401382936,7.72016942996165,446.53966553691,1.05054410138108,8,-135.376624642343,299.844158375596,102.96550641035,1.67776971022838e-23
"428",182.179026231051,-39.3575380043297,0.0306487611532437,NA,0.0950804647195075,NA,-6.04974919248389,NA,496.123173730139,1.09442043360283,8,-135.405254375301,299.901417841511,103.022765876266,1.63041669791836e-23
"333",716.460138098656,NA,NA,2.65384132263448,-0.373771540121511,NA,NA,-6.97404270752127,NA,1.17299506751777,6,-140.765331412757,299.992201287053,103.113549321807,1.55806380892068e-23
"271",721.881349209822,NA,0.0703184275029222,2.71203568672437,-0.42689918973589,NA,NA,NA,NA,1.1296158238633,6,-140.784325405959,300.030189273457,103.151537308212,1.52874923723045e-23
"210",-7431.94091703713,-155.184402684476,NA,NA,NA,0.100582283269465,NA,32.9716203980185,-970.146251297812,NA,6,-140.796889830081,300.0553181217,103.176666156454,1.5096615474589e-23
"330",678.560665483485,-29.7664410938267,NA,NA,-0.242651527274575,NA,NA,-7.18869926085826,NA,1.11652438565371,6,-140.87656844312,300.214675347779,103.336023382534,1.39404120664929e-23
"487",99.7614280727763,NA,0.0190548863977186,1.02220294182608,NA,NA,-5.104196455024,3.10788506889829,570.219173634001,1.15259110842595,8,-135.581691778091,300.254292647092,103.375640681847,1.36669883456509e-23
"493",100.153063662014,NA,NA,0.946668409264638,0.010559788073295,NA,-5.1474697255523,3.39199872480614,570.571075077999,1.15458812951656,8,-135.584235642102,300.259380375113,103.380728409867,1.36322655696034e-23
"431",68.8954448890388,NA,0.028001638355096,1.06026009231783,0.0226179633839853,NA,-4.87229233148839,NA,585.422132227673,1.16664809590136,8,-135.591035501851,300.272980094611,103.394328129366,1.35398825274986e-23
"268",685.34676414717,-28.5734534786788,0.0518001227504724,NA,-0.294082682412679,NA,NA,NA,NA,1.07673864286923,6,-140.909353198274,300.280244858087,103.401592892842,1.34907897213558e-23
"326",643.880456882621,-38.8285252724885,NA,1.74220919877049,NA,NA,NA,-14.6043921071066,NA,1.16805117689327,6,-140.941999856776,300.345538175091,103.466886209845,1.30574721864863e-23
"491",101.368661421821,NA,0.00436416065740649,NA,0.0505057456387737,NA,-5.27626827434957,3.99904158385986,571.994010401313,1.15230005309939,8,-135.630378182176,300.351665455261,103.473013490016,1.30175300067576e-23
"331",712.953848649268,NA,0.0587481505734146,NA,-0.267610633978892,NA,NA,-6.92064513866345,NA,1.16714620532086,6,-140.969098590158,300.399735641854,103.521083676608,1.27083825350821e-23
"324",649.75555319904,-36.6164848582998,0.0823501108491938,NA,NA,NA,NA,-13.7135230488482,NA,1.15136762643366,6,-141.01445045934,300.490439380218,103.611787414973,1.21449075310985e-23
"20",-5281.1535139731,-167.012345689074,0.328909537391164,NA,NA,0.0629926350288028,NA,NA,NA,NA,5,-143.180616957156,300.646948200027,103.768296234781,1.123074985245e-23
"327",686.248257972328,NA,0.0840349132623306,1.58864701772725,NA,NA,NA,-14.8707828049545,NA,1.23925895522624,6,-141.092910986785,300.647360435108,103.768708469863,1.12284352364583e-23
"264",650.265947897191,-36.2886096978216,0.0524729025979973,1.2939164008846,NA,NA,NA,NA,NA,1.10466515085605,6,-141.141057227397,300.743652916332,103.865000951086,1.07006360178944e-23
"81",-6067.78385682378,NA,NA,NA,NA,0.0736588293571112,NA,49.8866291595684,NA,NA,4,-145.039654431043,300.745975528753,103.867323563507,1.06882165156477e-23
"50",-4538.09843506145,-183.318241492552,NA,NA,NA,0.055699377720449,-2.52861991209524,NA,NA,NA,5,-143.522112814998,301.32993991571,104.451287950464,7.98176592577903e-24
"26",-5102.14856124195,-163.244447616023,NA,NA,-0.216478190048717,0.061305745737985,NA,NA,NA,NA,5,-143.526432361617,301.338579008948,104.459927043703,7.94736267247821e-24
"148",-7242.59136601998,-181.325393359077,0.322584916504798,NA,NA,0.0981672476828907,NA,NA,-970.460139933745,NA,6,-141.502699805546,301.46693807263,104.588286107384,7.45332769010555e-24
"17",-5975.37744834043,NA,NA,NA,NA,0.0726290994820972,NA,NA,NA,NA,3,-147.015971341112,301.531942682224,104.653290716979,7.21497190090392e-24
"22",-5294.49207329957,-169.561180486574,NA,0.294948622333837,NA,0.0631214078653725,NA,NA,NA,NA,5,-143.643452924378,301.57262013447,104.693968169225,7.06971078386869e-24
"366",950.660530867018,-80.4059248897824,NA,1.25911876050714,-0.100677137171221,NA,-9.88180153140269,16.1177117663291,NA,0.952250619646087,8,-136.24929838065,301.58950585221,104.710853886964,7.01027347693494e-24
"360",945.527085497725,-82.8431059314532,0.0134688363273451,0.95578061202029,NA,NA,-10.0429064700087,14.5688856231715,NA,0.96382174546899,8,-136.287585880122,301.666080851154,104.787428885909,6.74694097459811e-24
"364",956.359385390102,-79.3680482609662,-0.00205691858064526,NA,-0.0493860254995081,NA,-10.0590791430063,17.1181850988892,NA,0.951282690795726,8,-136.32561935676,301.742147804428,104.863495839183,6.49514994825696e-24
"178",-6210.51942257305,-207.003823625384,NA,NA,NA,0.0892421302716033,-3.98655156536237,NA,-1044.4780643272,NA,6,-141.673218695133,301.807975851803,104.929323886558,6.28484835010876e-24
"154",-7092.36178428824,-175.426556202145,NA,NA,-0.334899048377908,0.0978992202877236,NA,NA,-1037.93861851703,NA,6,-141.697830042927,301.857198547393,104.978546582147,6.13205766612606e-24
"242",-5334.67482266509,-191.242185269972,NA,NA,NA,0.0824415742127882,-8.15707800408741,47.7148280796519,-1107.38946155404,NA,7,-139.289900952255,301.913135237843,105.034483272598,5.96293029132349e-24
"114",-3621.03876796388,-167.17752575312,NA,NA,NA,0.047416063918158,-6.36250557127174,44.8067868516796,NA,NA,6,-141.826415315566,302.114369092671,105.235717127426,5.39215485424257e-24
"304",909.778585651197,-81.8208716524693,0.0676682402052707,1.71323920875181,-0.0478709340586471,NA,-8.9783882309765,NA,NA,1.01639299385338,8,-136.530480017185,302.151869125278,105.273217160033,5.29199380783481e-24
"89",-5402.41746776121,NA,NA,NA,-0.671432077901152,0.0670223048830693,NA,56.883356669865,NA,NA,5,-143.999125948018,302.28396618175,105.405314216505,4.95375833416781e-24
"456",-403.073670409868,2.4474288080901,0.0803242195555545,1.77456677656334,NA,NA,NA,-13.0078579072503,813.633884826856,1.20464764280552,8,-136.680522188279,302.451953467468,105.573301502223,4.55466920215783e-24
"463",-403.876079706233,NA,0.0817800356403199,1.77905630031404,0.00534266764087472,NA,NA,-13.2045161609481,811.880525205654,1.20102040975251,8,-136.681466170261,302.453841431431,105.575189466185,4.55037170519908e-24
"150",-7273.28283642323,-183.043498640327,NA,-0.0943077101263847,NA,0.0985935426557392,NA,NA,-976.775547665096,NA,6,-142.030004700213,302.521547861964,105.642895896718,4.39890527050559e-24
"98",966.70765629962,-221.224963292828,NA,NA,NA,NA,-14.288183787476,55.7619399495712,NA,NA,5,-144.126688195869,302.539090677451,105.660438712206,4.36048940566025e-24
"462",-407.456289943082,4.68616673265744,NA,1.57314735594616,0.0100462717118804,NA,NA,-11.6992188031638,818.741174745258,1.21297877556994,8,-136.728055484935,302.547020060778,105.668368095533,4.34323563520597e-24
"209",-7704.2807613627,NA,NA,NA,NA,0.102809583822953,NA,51.0318648020736,-785.836881370249,NA,5,-144.144433099496,302.574580484706,105.69592851946,4.28379541755318e-24
"90",-5117.40095511264,-123.966005221944,NA,NA,-0.43010625711352,0.0621667732419932,NA,39.7269575129991,NA,NA,6,-142.095196343309,302.651931148157,105.773279182911,4.12128111271034e-24
"460",-427.83703506593,6.43268329537591,0.0556122972422947,NA,0.0781456364961383,NA,NA,-12.0196159986168,833.392076973684,1.21231561930017,8,-136.818825086506,302.728559263921,105.849907298675,3.96636479650255e-24
"400",-380.39183444105,6.92388296602538,0.0403219566716499,1.52714366639525,-0.0729701233704067,NA,NA,NA,807.151764713988,1.15411922099193,8,-136.900989431141,302.89288795319,106.014235987945,3.65350018248342e-24
"218",-7174.04390625735,-134.936011979698,NA,NA,-0.56122550810339,0.100005541994926,NA,41.3602778801883,-1072.25610127307,NA,7,-139.794374260901,302.922081855135,106.04342988989,3.60055755991592e-24
"34",816.416038973014,-254.482835614246,NA,NA,NA,NA,-11.1040134538776,NA,NA,NA,4,-146.257941477273,303.182549621212,106.303897655966,3.16089377622968e-24
"84",-5441.45456403044,-142.803436540941,0.209816372065299,NA,NA,0.0650575571420628,NA,29.3319143413359,NA,NA,6,-142.39435418638,303.250246834299,106.371594869054,3.0556924301116e-24
"145",-7511.94406258778,NA,NA,NA,NA,0.10001310722787,NA,NA,-738.80860152397,NA,4,-146.373788765848,303.414244198363,106.535592233117,2.81512746050884e-24
"217",-7281.28182070815,NA,NA,NA,-0.809039112480468,0.101559236332586,NA,59.7275803617697,-967.701606986761,NA,6,-142.496857213686,303.45525288891,106.576600923664,2.75799287048527e-24
"86",-5490.6495994563,-137.586527021363,NA,-0.95017593369165,NA,0.0656918042222272,NA,34.3375402075403,NA,NA,6,-142.559134908571,303.57980827868,106.701156313435,2.59147056281116e-24
"367",1004.69029282406,NA,-0.0188312806429814,0.972321244077179,-0.179152601699898,NA,-8.68670660134331,16.6196198193913,NA,1.10548824883827,8,-137.361828217073,303.814565525055,106.93591355981,2.30446115356875e-24
"19",-5948.40996623644,NA,0.360728354925036,NA,NA,0.0723127145738389,NA,NA,NA,NA,4,-146.617320038341,303.901306743349,107.022654778103,2.20665163013064e-24
"85",-6082.08143029257,NA,NA,-2.94100313695434,NA,0.0738735602725705,NA,52.0572163042896,NA,NA,5,-144.825029861218,303.93577400815,107.057122042904,2.16894881843367e-24
"25",-5526.9213809509,NA,NA,NA,-0.443897936905147,0.0681460722911531,NA,NA,NA,NA,4,-146.639062625992,303.94479191865,107.066139953405,2.15919114027002e-24
"83",-6050.35824027413,NA,0.162372242505692,NA,NA,0.0734575023482756,NA,47.0324242588036,NA,NA,5,-144.949921141144,304.185556568003,107.306904602757,1.91429872551714e-24
"49",-6987.13945353642,NA,NA,NA,NA,0.0822372978168224,3.64301224582789,NA,NA,NA,4,-146.787750364942,304.242167396551,107.363515431305,1.86087338718287e-24
"113",-5633.49217054581,NA,NA,NA,NA,0.0695457460262946,-1.58815251415734,53.5473052829027,NA,NA,5,-144.999086378335,304.283887042384,107.405235077139,1.82245796032915e-24
"212",-7395.35452548528,-157.232724542441,0.204316166638654,NA,NA,0.100102456261798,NA,29.1339932331939,-967.265788934968,NA,7,-140.579090834884,304.491515003102,107.612863037856,1.64275077282393e-24
"28",-5076.48606687654,-161.104685712928,0.332704091121801,NA,-0.225752385481135,0.0610400443044934,NA,NA,NA,NA,6,-143.044464835519,304.550468132576,107.671816167331,1.59503482922591e-24
"334",676.895328871434,-33.9981513805521,NA,2.8541549542803,-0.351407731547164,NA,NA,-8.4093750238904,NA,1.11249996976483,7,-140.619660028453,304.57265339024,107.694001424995,1.57743946970771e-24
"52",-4539.01002807312,-181.114417530921,0.32685344446829,NA,NA,0.0556928468294092,-2.46917148619417,NA,NA,NA,6,-143.056987325268,304.575513112075,107.69686114683,1.57518556243121e-24
"21",-5980.94433955268,NA,NA,-1.59310596986073,NA,0.0727211468679823,NA,NA,NA,NA,4,-146.963706538424,304.594079743514,107.715427778268,1.56063028269811e-24
