"","(Intercept)","corn_med.lag2","cpi.lag2","for_prod.lag2","for_rem","nfi.lag2","rice_med.lag2","rub_med.lag2","sug_med.lag2","time","df","logLik","AICc","delta","weight"
"361",-5058.97059573205,NA,NA,NA,0.0622963450110978,NA,-0.03680418436453,0.017551791301573,NA,1.08396141767199,6,-115.683591909287,249.828722280113,7.30912751128264,0.00640661503564008
"457",-5062.29646633997,NA,NA,NA,0.0623253118427085,NA,NA,0.0157202956195289,0.0252487236892163,1.08587269543426,6,-115.69386022862,249.849258918779,7.32966414994863,0.00634116646508667
"394",-5042.72707461822,-0.227657722435967,NA,NA,0.0621468583555374,NA,NA,NA,0.115986408864048,1.07643716961703,6,-115.717781766947,249.897101995433,7.37750722660218,0.00619127596187459
"268",-4991.34913117115,-0.167626513160214,-0.175289003827525,NA,0.0616462216846936,NA,NA,NA,NA,1.07357819327061,6,-115.759849779887,249.981238021313,7.46164325248233,0.00593622366927159
"282",-5046.11397530657,-0.238230779427245,NA,NA,0.0621918823411076,-0.0666529460853957,NA,NA,NA,1.07176904027724,6,-115.769908715581,250.001355892701,7.48176112387003,0.00587681089272613
"298",-5023.3093550322,-0.27683128302184,NA,NA,0.06194191063588,NA,0.0616983399032938,NA,NA,1.07690782589639,6,-115.782605420484,250.026749302506,7.50715453367556,0.00580266645014898
"409",-5085.65829814912,NA,NA,NA,0.0625836576040556,-0.0597553744017867,NA,NA,0.117363274294626,1.08011911681535,6,-115.816514856291,250.094568174121,7.57497340529048,0.00560920001129762
"283",-5003.69687495641,NA,-0.224386655735365,NA,0.0617750598332193,-0.0198825169358525,NA,NA,NA,1.07647309802415,6,-115.821771907839,250.105082277217,7.58548750838605,0.00557978953163396
"299",-4992.78842598534,NA,-0.246424951194168,NA,0.061661243787569,NA,0.0181435660975572,NA,NA,1.07795370582372,6,-115.822244279637,250.106027020811,7.58643225198091,0.00557715441884911
"425",-5066.21984663606,NA,NA,NA,0.0623814565712526,NA,-0.0207025062586048,NA,0.10816960522568,1.08119737673431,6,-115.8457264866,250.152991434739,7.63339666590878,0.00544771621958997
"313",-5065.85622338102,NA,NA,NA,0.0623803896195151,-0.0448240347167423,0.00636499766949833,NA,NA,1.0793344684495,6,-115.908828098441,250.27919465842,7.7595998895894,0.00511457786282058
"335",-4999.14930618311,NA,-0.44867676659168,-0.000181275614864789,0.0617388408548778,NA,NA,0.0294389240944182,NA,1.03866467804696,7,-113.639076131844,250.611485597022,8.09189082819148,0.00433165374969334
"461",-5097.40510740945,NA,NA,-0.000183704427095887,0.0626848312767204,NA,NA,0.0246784554503758,-0.0720544277982705,1.04256615611239,7,-113.99569858373,251.324730500794,8.80513573196328,0.00303231679314108
"365",-5104.03800332603,NA,NA,-0.00017923360322496,0.0627593793635491,NA,-0.034644394272345,0.0220962732127807,NA,1.04197798753318,7,-114.013924303411,251.361181940155,8.84158717132462,0.00297755122421945
"349",-5111.71781500981,NA,NA,-0.000178756394576548,0.0628355481090772,-0.0246889371778524,NA,0.0214388695804397,NA,1.042873925239,7,-114.021277287519,251.375887908372,8.85629313954121,0.00295573763316206
"302",-5056.26861592078,-0.373084016045172,NA,-0.000177940962793164,0.062283670664501,NA,0.0956356664713598,NA,NA,1.03311431011172,7,-114.158227057848,251.64978744903,9.13019268019929,0.00257744467332195
"398",-5072.29999201814,-0.280558462593936,NA,-0.000172304640275574,0.0624585720976517,NA,NA,NA,0.069914159061083,1.03255377971705,7,-114.199807174224,251.732947681781,9.21335291295006,0.00247247174082155
"272",-5035.31144029704,-0.237382303377042,-0.135155442239433,-0.000173932816177358,0.0620992550767562,NA,NA,NA,NA,1.03016158359229,7,-114.203303974163,251.739941281659,9.2203465128288,0.00246384110039396
"286",-5077.77947585057,-0.292195745013811,NA,-0.000174179312435435,0.062522570870523,-0.052143452043787,NA,NA,NA,1.02866687479821,7,-114.20941340379,251.752160140912,9.23256537208187,0.00244883432467768
"399",-5030.90723409964,NA,-0.317673525193405,-0.000163837086895988,0.0620681564335721,NA,NA,NA,0.124414660758931,1.03792189053972,7,-114.251413586566,251.836160506466,9.31656573763496,0.00234811280238206
"303",-5036.1968362368,NA,-0.23626907987294,-0.000169522037536887,0.0621086348370392,NA,0.0256727478754816,NA,NA,1.03742072519197,7,-114.347723531,252.028780395333,9.50918562650276,0.00213251492306255
"287",-5039.9652096209,NA,-0.219491631954229,-0.000169272497918774,0.0621492078251913,-0.000931616787985468,NA,NA,NA,1.03624924062201,7,-114.355044109665,252.043421552664,9.52382678383341,0.00211696068229854
"413",-5110.78817072063,NA,NA,-0.000166604313188829,0.062844493336173,-0.0328442948320393,NA,NA,0.0648101789874868,1.0400040628418,7,-114.419716850234,252.172767033802,9.65317226497103,0.00198438427885062
"429",-5100.29711139135,NA,NA,-0.000167537851849777,0.062734659199405,NA,-0.00711606307832395,NA,0.0588503870146234,1.04059864483029,7,-114.430737965317,252.194809263967,9.67521449513666,0.00196263422641571
"317",-5101.10302750817,NA,NA,-0.000169523035831965,0.0627444982595039,-0.0261036759696666,0.00832761279302991,NA,NA,1.03907565406977,7,-114.451141365257,252.235616063848,9.71602129501758,0.00192299557213277
"332",-4932.09457550304,-0.442631016617549,-0.356529030788442,NA,0.0610456816244064,NA,NA,0.0357543178823147,NA,1.07420723904208,7,-115.013937878316,253.361209089964,10.8416143211338,0.00109536501084875
"346",-5036.78574495884,-0.543593500744137,NA,NA,0.0620842594575428,-0.102035229613827,NA,0.0324514438127671,NA,1.07200733347643,7,-115.124194468079,253.581722269491,11.0621275006606,0.000981013616979004
"362",-5002.01879267985,-0.599882292089085,NA,NA,0.0617031428680911,NA,0.0956359474252961,0.0320021054461487,NA,1.07988047578663,7,-115.153214790949,253.639762915231,11.1201681464003,0.000952953412454352
"458",-5006.231631311,-0.501683033014941,NA,NA,0.0617584221126895,NA,NA,0.0327112240637217,-0.0368902850908608,1.07673117639142,7,-115.2183724333,253.770078199933,11.2504834311029,0.000892840876295742
"459",-4958.47689212822,NA,-0.47428628940878,NA,0.0613257045020332,NA,NA,0.0210494837835049,0.0961286453050814,1.0811366816096,7,-115.354383432838,254.042100199009,11.5225054301784,0.000779301008861505
"347",-4960.519825105,NA,-0.423299737457628,NA,0.0613384137268475,-0.0031438556753408,NA,0.0243534544758402,NA,1.08137292487088,7,-115.402654755683,254.138642844699,11.6190480758684,0.00074257661651398
"363",-4959.044009375,NA,-0.425619012499995,NA,0.0613231317325551,NA,0.000777443398583635,0.0243743388290026,NA,1.08151285738755,7,-115.402742900832,254.138819134996,11.6192243661659,0.000742511164872354
"396",-4981.28402510956,-0.154064967610639,-0.31952293199217,NA,0.0615602805958595,NA,NA,NA,0.178425476090036,1.07433981551579,7,-115.571311112442,254.475955558217,11.9563607893861,0.000627328104118742
"411",-4998.68116979657,NA,-0.363211205495529,NA,0.0617420091615759,-0.0336211132140919,NA,NA,0.186972787131068,1.07653622686366,7,-115.617128150644,254.567589634621,12.0479948657905,0.000599234290448975
"427",-4982.51032112914,NA,-0.387532958008348,NA,0.0615735950142845,NA,0.0155301709616108,NA,0.182721711528241,1.07831916676157,7,-115.625277259896,254.583887853126,12.0642930842952,0.000594370907780603
"410",-5067.97975451212,-0.264891630669156,NA,NA,0.062416871817241,-0.0895242341016951,NA,NA,0.136228713473226,1.07216882991918,7,-115.644861154599,254.623055642532,12.103460873701,0.000582844049304117
"314",-5051.63068875765,-0.426555478141501,NA,NA,0.0622394327142619,-0.143922621556393,0.151943314146409,NA,NA,1.07229335673494,7,-115.649637325012,254.632607983358,12.113013214527,0.000580066924091337
"473",-5078.67484467288,NA,NA,NA,0.0624989310896561,-0.0500225460768018,NA,0.0152423814667931,0.0379854673056462,1.08391797368726,7,-115.670124442435,254.673582218203,12.1539874493727,0.000568303931241606
"377",-5069.76309794615,NA,NA,NA,0.0624088996780783,-0.0356124287407575,-0.0237188117090808,0.0173497531762396,NA,1.08321902003815,7,-115.67284747351,254.679028280353,12.1594335115225,0.000566758527023615
"336",-4966.75268351753,-0.595579998120025,-0.358639825124126,-0.000199351600829325,0.0614055106924472,NA,NA,0.0452451763932443,NA,1.02461264339225,8,-112.800455408769,254.691819908448,12.1722251396172,0.000563145212237067
"489",-5062.10641043812,NA,NA,NA,0.062329147881426,NA,-0.0377780012662822,0.0163590094311538,0.0277059713247127,1.08395851295835,7,-115.679381610627,254.692096554587,12.1725017857565,0.000563067321649809
"426",-5037.30056322316,-0.280601968367557,NA,NA,0.0620849183765151,NA,0.0514165013821977,NA,0.110773648710241,1.0778692088067,7,-115.69774805485,254.728829443034,12.209234674203,0.000552820167040819
"300",-4979.73248701935,-0.239658334152454,-0.1969101008297,NA,0.0615208862692199,NA,0.0743681883827385,NA,NA,1.07554524610756,7,-115.718461983023,254.770257299378,12.2506625305479,0.000541486873547615
"366",-5033.07137805074,-0.815717586792355,NA,-0.000204989577637748,0.0620192837265971,NA,0.14575754033794,0.0423987984111638,NA,1.03039569511801,8,-112.858494330884,254.807897752676,12.2883029838459,0.000531391266652633
"284",-5011.28692012543,-0.195312673964937,-0.139930933856089,NA,0.0618518842881785,-0.0482456118948179,NA,NA,NA,1.07146455159903,7,-115.74009443827,254.813522209873,12.2939274410425,0.000529898972255662
"462",-5023.09126214224,-0.713578230180628,NA,-0.000212122000194039,0.0619341198008098,NA,NA,0.0502315738962313,-0.175491009375823,1.02286437819324,8,-112.865070288011,254.821049666932,12.301454898101,0.00052790832485425
"315",-5003.96220302921,NA,-0.236974709007454,NA,0.0617760204417389,-0.0291444801665343,0.0275288890903578,NA,NA,1.07746814334786,7,-115.815279930445,254.963893194224,12.4442984253936,0.00049151913851158
"441",-5085.62953845014,NA,NA,NA,0.0625833928208005,-0.0596674680348835,-0.000236742822940915,NA,0.117380871179233,1.0801094636122,7,-115.816514357718,254.966362048769,12.4467672799381,0.000490912768219187
"350",-5070.2146856534,-0.692810799591933,NA,-0.000198612769315286,0.0624304332044035,-0.0956500943459685,NA,0.0417695944619469,NA,1.0229273232567,8,-112.956394148681,255.00369738827,12.4841026194399,0.00048183357810647
"351",-4990.09619790948,NA,-0.461245198098196,-0.000181808158747778,0.061645432167909,0.020846033124382,NA,0.0296429108566266,NA,1.03923446497962,8,-113.634153424239,256.359215939386,13.8396211705557,0.000244652663641105
"367",-4998.5277807626,NA,-0.451616576330988,-0.000181301875317448,0.0617320636928423,NA,0.00525770890934765,0.0293879952376809,NA,1.03889539566502,8,-113.638748225035,256.368405540979,13.8488107721483,0.00024353111201374
"463",-4999.23163418061,NA,-0.446585027412012,-0.000181519320434935,0.0617393308356367,NA,NA,0.0295898314534947,-0.00415694284602923,1.03862187260986,8,-113.638971989773,256.368853070455,13.8492583016248,0.000243476624434631
"493",-5097.20207013298,NA,NA,-0.000183488037662542,0.0626876711391869,NA,-0.0321380418795702,0.0252112622868593,-0.0698494124736241,1.04098875778474,8,-113.9832848197,257.05747873031,14.5378839614791,0.00017255363398066
"477",-5102.05030307756,NA,NA,-0.000183128049564162,0.0627341124340594,-0.0145237036211833,NA,0.0245115898846202,-0.06805111030148,1.04213449146242,8,-113.993348091355,257.077605273619,14.5580105047887,0.000170825887856817
"318",-5085.36917430183,-0.526752704924942,NA,-0.000178340176005466,0.0625893686147189,-0.147506695535681,0.188204130728814,NA,NA,1.02828667641288,8,-113.993668945942,257.078246982792,14.5586522139616,0.000170771086379336
"381",-5108.01783370604,NA,NA,-0.000178939569225498,0.0628008963277052,-0.0133763580462454,-0.0297329502686537,0.0220129305669428,NA,1.04176801022189,8,-114.012138693876,257.115186478661,14.59559170983,0.000167645936663318
"304",-5019.49505627636,-0.34132080644776,-0.165307391775605,-0.00017691260992612,0.0619282427034978,NA,0.106075961992188,NA,NA,1.03222350556725,8,-114.105135679062,257.301180449032,14.7815856802018,0.000152758348376003
"400",-5027.43873634609,-0.226454554962917,-0.230021226323123,-0.000168639550508885,0.0620296704271249,NA,NA,NA,0.115843394585399,1.03197735939055,8,-114.112462269263,257.315833629435,14.7962388606041,0.000151643240514955
"430",-5063.37908506382,-0.373760250926503,NA,-0.000175415404388116,0.0623562794088778,NA,0.0895848796371059,NA,0.0599999914593879,1.03425661013024,8,-114.129378373511,257.349665837931,14.8300710691006,0.00014909960252839
"414",-5090.84823113265,-0.307815215071399,NA,-0.000170603842073458,0.0626569429004691,-0.0667909302228225,NA,NA,0.0854710149884892,1.02980248692874,8,-114.152786281959,257.396481654827,14.8768868859968,0.000145650023902338
"288",-5050.9465205903,-0.259073725186957,-0.107341523120709,-0.000173535764833296,0.0622605353313454,-0.0380767285541425,NA,NA,NA,1.02859255181334,8,-114.188938974581,257.468787040072,14.9491922712412,0.000140478430145395
"431",-5027.84026475261,NA,-0.332179559952231,-0.000164076703869807,0.0620348920364498,NA,0.0236606267322993,NA,0.123772699460899,1.03897027013335,8,-114.245125964883,257.581161020674,15.0615662518436,0.000132803018252638
"415",-5035.36405431257,NA,-0.31303920540336,-0.000163544488937732,0.0621143151235002,-0.0108143208281282,NA,NA,0.12576939673006,1.037652839342,8,-114.250171020458,257.591251131824,15.0716563629939,0.000132134706896489
"319",-5040.25636396852,NA,-0.232804328291285,-0.000169321608714128,0.0621503323914538,-0.0107223003362257,0.0291167211633041,NA,NA,1.03729000882998,8,-114.346633673386,257.78417643768,15.2645816688497,0.000119984102649714
"445",-5111.35929725024,NA,NA,-0.000166630349269692,0.0628497561589316,-0.0345737804352262,0.00466904670139423,NA,0.06445492014398,1.04018817452988,8,-114.419493889819,257.929896870548,15.4103021017175,0.000111552913587351
"378",-5044.23685238598,-0.904969493587623,NA,NA,0.0621438133034409,-0.234883656652221,0.249297410506229,0.0380186705625615,NA,1.07290847387479,8,-114.795175972762,258.681261036434,16.1616662676033,7.66168446570502e-05
"364",-4908.06392301823,-0.585414989426892,-0.406033754324153,NA,0.0607890191097882,NA,0.128294175601693,0.0381622102329821,NA,1.07764300797788,8,-114.884175415927,258.859259922764,16.3396651539332,7.00926202257616e-05
"348",-4958.28289916087,-0.48360317086887,-0.311067992015795,NA,0.0613159575818042,-0.0652192917716929,NA,0.0362152810996969,NA,1.07135808994191,8,-114.975132849302,259.041174789513,16.5215800206827,6.3998527812826e-05
"460",-4932.62396796732,-0.430871819558993,-0.372418432612936,NA,0.0610535267651425,NA,NA,0.0344975779761348,0.0275367044772224,1.0743026709568,8,-115.010100826543,259.111110743996,16.5915159751654,6.17993040410865e-05
"474",-5033.76619001674,-0.548630064609772,NA,NA,0.0620528691552822,-0.100119300080351,NA,0.0333446820574666,-0.017212813675096,1.07196337823889,8,-115.122583426749,259.336075944406,16.8164811755757,5.52246550335781e-05
"490",-4992.24843727844,-0.63152272070871,NA,NA,0.0616010726832472,NA,0.104722726044224,0.035338065537231,-0.0597839981798138,1.07967149677219,8,-115.134044695265,259.35899848144,16.8394037126093,5.45953237897761e-05
"475",-4964.08346324475,NA,-0.467789488708557,NA,0.0613837544493002,-0.012780054979417,NA,0.0208543839341624,0.0984117864361794,1.08070215196168,8,-115.352847202107,259.796603495123,17.2770087262923,4.3866271743099e-05
"491",-4958.26375546757,NA,-0.475300984794325,NA,0.0613233847466895,NA,0.00178429349835756,0.0210307180264454,0.0961642285900961,1.08121695809778,8,-115.354351623723,259.799612338355,17.2800175695247,4.38003279917077e-05
"379",-4960.5867445076,NA,-0.424020805676004,NA,0.0613389620807242,-0.00385247389655861,0.00205187044690997,0.0243268640056753,NA,1.08144174083761,8,-115.402617668245,259.896144427399,17.3765496585686,4.1736467258316e-05
"442",-5073.93895608466,-0.456780672879298,NA,NA,0.0624688217246517,-0.168447684914931,0.154474182480018,NA,0.138413018307741,1.07270829000573,8,-115.518982845569,260.128874782048,17.6092800132174,3.71517205581091e-05
"428",-4971.0036127854,-0.219323385184489,-0.336158938696482,NA,0.0614489112501212,NA,0.0670963917994013,NA,0.174873940180485,1.07609936794752,8,-115.537068069332,260.165045229574,17.6454504607432,3.64858626222311e-05
