Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FO","Forestry Production and Trade","115","Cambodia","5916","Export Quantity","1633","Sawnwood, non-coniferous all","2012","2012","m3","13993","","Official data"
"FO","Forestry Production and Trade","115","Cambodia","5916","Export Quantity","1633","Sawnwood, non-coniferous all","2013","2013","m3","33742","","Official data"
"FO","Forestry Production and Trade","115","Cambodia","5916","Export Quantity","1633","Sawnwood, non-coniferous all","2014","2014","m3","73626","","Official data"
"FO","Forestry Production and Trade","115","Cambodia","5916","Export Quantity","1633","Sawnwood, non-coniferous all","2015","2015","m3","90000","*","Unofficial figure"
"FO","Forestry Production and Trade","115","Cambodia","5922","Export Value","1633","Sawnwood, non-coniferous all","1993","1993","1000 US$","25000","","Official data"
"FO","Forestry Production and Trade","115","Cambodia","5922","Export Value","1633","Sawnwood, non-coniferous all","1994","1994","1000 US$","29000","","Official data"
"FO","Forestry Production and Trade","115","Cambodia","5922","Export Value","1633","Sawnwood, non-coniferous all","1995","1995","1000 US$","35482","","Official data"
"FO","Forestry Production and Trade","115","Cambodia","5922","Export Value","1633","Sawnwood, non-coniferous all","1996","1996","1000 US$","43900","","Official data"
"FO","Forestry Production and Trade","115","Cambodia","5922","Export Value","1633","Sawnwood, non-coniferous all","1997","1997","1000 US$","31541","","Official data"
"FO","Forestry Production and Trade","115","Cambodia","5922","Export Value","1633","Sawnwood, non-coniferous all","1998","1998","1000 US$","14948","","Official data"
"FO","Forestry Production and Trade","115","Cambodia","5922","Export Value","1633","Sawnwood, non-coniferous all","1999","1999","1000 US$","3586","","Official data"
"FO","Forestry Production and Trade","115","Cambodia","5922","Export Value","1633","Sawnwood, non-coniferous all","2000","2000","1000 US$","1043","","Official data"
"FO","Forestry Production and Trade","115","Cambodia","5922","Export Value","1633","Sawnwood, non-coniferous all","2001","2001","1000 US$","1629","","Official data"
"FO","Forestry Production and Trade","115","Cambodia","5922","Export Value","1633","Sawnwood, non-coniferous all","2002","2002","1000 US$","8919","*","Unofficial figure"
"FO","Forestry Production and Trade","115","Cambodia","5922","Export Value","1633","Sawnwood, non-coniferous all","2003","2003","1000 US$","7399","*","Unofficial figure"
"FO","Forestry Production and Trade","115","Cambodia","5922","Export Value","1633","Sawnwood, non-coniferous all","2004","2004","1000 US$","8002","*","Unofficial figure"
"FO","Forestry Production and Trade","115","Cambodia","5922","Export Value","1633","Sawnwood, non-coniferous all","2005","2005","1000 US$","8109","*","Unofficial figure"
"FO","Forestry Production and Trade","115","Cambodia","5922","Export Value","1633","Sawnwood, non-coniferous all","2006","2006","1000 US$","71960","*","Unofficial figure"
"FO","Forestry Production and Trade","115","Cambodia","5922","Export Value","1633","Sawnwood, non-coniferous all","2007","2007","1000 US$","84114","*","Unofficial figure"
"FO","Forestry Production and Trade","115","Cambodia","5922","Export Value","1633","Sawnwood, non-coniferous all","2008","2008","1000 US$","60161","*","Unofficial figure"
"FO","Forestry Production and Trade","115","Cambodia","5922","Export Value","1633","Sawnwood, non-coniferous all","2009","2009","1000 US$","41508","*","Unofficial figure"
"FO","Forestry Production and Trade","115","Cambodia","5922","Export Value","1633","Sawnwood, non-coniferous all","2010","2010","1000 US$","54945","*","Unofficial figure"
"FO","Forestry Production and Trade","115","Cambodia","5922","Export Value","1633","Sawnwood, non-coniferous all","2011","2011","1000 US$","32497","","Official data"
"FO","Forestry Production and Trade","115","Cambodia","5922","Export Value","1633","Sawnwood, non-coniferous all","2012","2012","1000 US$","16511","","Official data"
"FO","Forestry Production and Trade","115","Cambodia","5922","Export Value","1633","Sawnwood, non-coniferous all","2013","2013","1000 US$","36137","","Official data"
"FO","Forestry Production and Trade","115","Cambodia","5922","Export Value","1633","Sawnwood, non-coniferous all","2014","2014","1000 US$","62269","","Official data"
"FO","Forestry Production and Trade","115","Cambodia","5922","Export Value","1633","Sawnwood, non-coniferous all","2015","2015","1000 US$","53910","*","Unofficial figure"
