"","(Intercept)","corn_med.lag2","cpi.lag2","for_prod.lag2","nfi.lag2","rice_med.lag2","rub_med.lag2","sug_med.lag2","time","df","logLik","AICc","delta","weight"
"196",0.00164516079208314,-4.2479645977376e-06,6.02822105244664e-06,NA,NA,NA,NA,-1.01517486280101e-06,-1.70395053404266e-06,6,-149.247846182157,316.957230825852,10.5264059402677,0.00104033282019266
"20",0.00120876893430725,4.48726473756362e-06,8.0042193436993e-06,NA,NA,7.80986797812507e-07,NA,NA,NA,5,-151.344607196534,316.974928678782,10.5441037931976,0.00103116760254184
"12",0.00119996111781303,5.20462330909661e-06,8.38888055454155e-06,NA,-4.34351688076535e-07,NA,NA,NA,NA,5,-151.349175906552,316.984066098819,10.5532412132341,0.00102646724225314
"68",0.00121183219585159,5.33364647192041e-06,7.90545675363778e-06,NA,NA,NA,NA,1.78196438294926e-07,NA,5,-151.353149845672,316.992013977057,10.5611890914725,0.00102239621828279
"229",0.00176748274554586,NA,NA,5.38701025317194e-10,NA,NA,-2.13793002187136e-07,1.46570861852067e-06,-1.62092954315018e-06,6,-149.271137301671,317.00381306488,10.572988179295,0.00101638230401663
"142",0.00178410928610262,-2.91050144005332e-06,NA,3.98733202666168e-10,-1.0281168400432e-06,NA,NA,NA,-1.77650001436714e-06,6,-149.271682971659,317.004904404857,10.574079519272,0.0010158278459858
"171",0.00160756997846356,NA,5.55368106358145e-06,NA,-1.01132649116024e-06,NA,-2.58200649255019e-07,NA,-1.52941542321199e-06,6,-149.278733529681,317.0190055209,10.5881806353152,0.00100869088217155
"173",0.00176406599684304,NA,NA,4.65103872553761e-10,-7.6354954412984e-07,NA,-1.61208033816652e-07,NA,-1.64339934716955e-06,6,-149.287664838369,317.036868138277,10.6060432526923,0.000999722063793131
"166",0.00178138533211765,-1.51535854129787e-06,NA,4.23767728110566e-10,NA,NA,-8.90611165248374e-08,NA,-1.70780554445313e-06,6,-149.28911556368,317.039769588899,10.6089447033144,0.000998272793192112
"198",0.00177830492620046,-2.50478598864838e-06,NA,4.46038918209732e-10,NA,NA,NA,7.07392627708961e-07,-1.71032008965486e-06,6,-149.28968316031,317.040904782159,10.610079896574,0.000997706337693406
"150",0.00177728838248047,-2.70502990637881e-06,NA,3.70650406324801e-10,NA,4.75174975471096e-07,NA,NA,-1.72354112631097e-06,6,-149.294488659279,317.050515780097,10.6196908945118,0.000992923362412116
"143",0.00165040633146743,NA,3.17239593798243e-06,4.27830663419635e-10,-8.19077823025099e-07,NA,NA,NA,-1.44054630924457e-06,6,-149.296622668107,317.054783797751,10.6239589121667,0.000990806714467709
"227",0.00161872550151358,NA,5.31168720103499e-06,NA,NA,NA,-2.35905191402062e-07,-2.92193430218142e-07,-1.51914629007904e-06,6,-149.301988871161,317.06551620386,10.6346913182752,0.000985504084669068
"181",0.00176656123698331,NA,NA,4.62520818939996e-10,NA,-2.73805997528489e-08,-1.49232575670151e-07,NA,-1.62717003384481e-06,6,-149.302714288514,317.066967038566,10.6361421529816,0.000984789442142775
