"","(Intercept)","corn_med","cpi","for_prod","nfi","rice_med","rub_med","sug_med","time","df","logLik","AICc","delta","weight"
"21",0.00145081122135898,NA,NA,1.38324466787987e-09,NA,-7.90962588551815e-07,NA,NA,NA,4,-165.555119991249,341.463181158968,7.33373667621254,0.00494171840417665
"6",0.00144188941724485,-3.996326804657e-07,NA,1.3208331435117e-09,NA,NA,NA,NA,NA,4,-165.573868705229,341.500678586928,7.37123410417252,0.00484993067886041
"10",0.00143754988960163,1.82864234063328e-06,NA,NA,4.43432577648682e-06,NA,NA,NA,NA,4,-165.878231575686,342.109404327842,7.979959845086,0.00357727572970399
"41",0.00143092486975055,NA,NA,NA,3.45609504658009e-06,NA,-1.00250801322188e-07,NA,NA,4,-165.887490803397,342.127922783265,7.99847830050925,0.00354430579276373
"25",0.00143331594245384,NA,NA,NA,3.7617833820156e-06,-7.27394692614457e-07,NA,NA,NA,4,-165.89988263399,342.15270644445,8.02326196169457,0.00350065636254017
"73",0.00142995796051489,NA,NA,NA,3.87112016874294e-06,NA,NA,4.59827599376169e-07,NA,4,-165.905510301847,342.163961780164,8.03451729740817,0.00348101116143239
"11",0.00142961970307613,NA,-3.88017838242892e-08,NA,3.78154670892182e-06,NA,NA,NA,NA,4,-165.909732733985,342.172406644441,8.04296216168564,0.00346634381575688
"97",0.00135818529384018,NA,NA,NA,NA,NA,-2.6452969724695e-07,1.95578080289877e-06,NA,4,-166.17895680157,342.710854779611,8.58141029685481,0.00264818980859167
"35",0.00130823321505794,NA,2.05385236773717e-06,NA,NA,NA,-2.11463930679028e-07,NA,NA,4,-166.207573923459,342.768089023389,8.63864454063349,0.00257348032177561
"34",0.00135128509635088,1.21988331575436e-06,NA,NA,NA,NA,-2.04895269256981e-07,NA,NA,4,-166.216575560623,342.786092297717,8.65664781496076,0.00255041873740083
"49",0.00135021897561317,NA,NA,NA,NA,3.72193378508341e-07,-1.72455139323159e-07,NA,NA,4,-166.221815817162,342.796572810795,8.6671283280391,0.00253708884546478
"66",0.00133701834410893,-7.11918070349182e-07,NA,NA,NA,NA,NA,4.69650247143667e-07,NA,4,-166.278760163011,342.910461502492,8.78101701973662,0.00239665245682868
"18",0.00133651866230506,-9.65116098244791e-07,NA,NA,NA,3.54975075608052e-07,NA,NA,NA,4,-166.280353789079,342.913648754629,8.78420427187291,0.00239283613070328
"4",0.00132372481887529,-7.90494845220632e-07,6.16526188278222e-07,NA,NA,NA,NA,NA,NA,4,-166.28103912894,342.915019434351,8.78557495159515,0.00239119678653989
"67",0.0013375204427957,NA,-1.3716672508741e-07,NA,NA,NA,NA,4.22399478912034e-07,NA,4,-166.2827531889,342.91844755427,8.78900307151417,0.00238710164253658
"81",0.00133446517821207,NA,NA,NA,NA,-1.92562035741651e-08,NA,3.96021193950057e-07,NA,4,-166.282821304893,342.918583786257,8.78913930350166,0.00238693904827374
"19",0.00133049507719009,NA,1.9324352524019e-07,NA,NA,1.27082099424701e-08,NA,NA,NA,4,-166.285387253219,342.923715682909,8.79427120015333,0.00238082213721398
"211",0.00181779850913536,NA,4.58830996322446e-06,NA,NA,-2.19761639129838e-06,NA,-2.98447097339592e-06,-2.14614946540281e-06,6,-163.032640935681,343.665281871363,9.53583738860721,0.00164322827876108
"157",0.00192415330533448,NA,NA,6.01485858129707e-10,1.77735025867956e-06,-2.81449111916904e-06,NA,NA,-1.79891511709047e-06,6,-163.082307137123,343.764614274246,9.63516979148989,0.0015636089332373
"151",0.00182164352156406,NA,3.1619125978388e-06,3.78208790228966e-10,NA,-2.8628643318437e-06,NA,NA,-1.92590809872432e-06,6,-163.104371279689,343.808742559378,9.6792980766225,0.00152948706200651
"179",0.00179492998250647,NA,4.25177870557e-06,NA,NA,-2.29378698285975e-06,-1.77351059797482e-07,NA,-1.98241162990832e-06,6,-163.123278557964,343.846557115927,9.7171126331715,0.00150084029410854
"155",0.00182363726577782,NA,3.15787152506072e-06,NA,8.9070664718859e-07,-2.75133823491456e-06,NA,NA,-1.96642324271545e-06,6,-163.137987734817,343.875975469634,9.74653098687821,0.00147892573646372
"213",0.00188702488257992,NA,NA,3.56976523326864e-10,NA,-1.98313154164755e-06,NA,-1.43373370186405e-06,-1.90872561856664e-06,6,-163.138749189627,343.877498379253,9.74805389649748,0.0014778000299903
"181",0.00188223287861386,NA,NA,5.01105100075813e-10,NA,-2.13920015487498e-06,-1.02385778186829e-07,NA,-1.81504815784306e-06,6,-163.150245612043,343.900491224086,9.77104674133005,0.00146090790216632
"150",0.00187563855542789,1.73213530473075e-06,NA,5.2575636608321e-10,NA,-2.85617960368068e-06,NA,NA,-1.82944475298799e-06,6,-163.152188085997,343.904376171994,9.7749316892378,0.00145807288098618
"217",0.00189389144976451,NA,NA,NA,9.3342163688365e-07,-1.66022044419993e-06,NA,-1.90455920304958e-06,-1.95949860641728e-06,6,-163.155971093986,343.911942187972,9.78249770521666,0.00145256739983365
"148",0.00179305138401563,-2.81335634065099e-07,3.79293115861989e-06,NA,NA,-2.63338504571691e-06,NA,NA,-1.98970236567006e-06,6,-163.156939815432,343.913879630864,9.78443514810783,0.00145116094798229
"210",0.00188078991770242,2.25685291135018e-06,NA,NA,NA,-1.9856335877546e-06,NA,-2.63511362165478e-06,-2.01673798765965e-06,6,-163.157409539139,343.914819078277,9.78537459552138,0.00145047946334995
"196",0.00179063273389029,-1.59285046020463e-06,3.72428087685087e-06,NA,NA,NA,NA,-3.15880030658827e-06,-1.99952012731524e-06,6,-163.160518877862,343.921037755724,9.79159327296827,0.001445976435734
"227",0.00179157383858942,NA,3.68828565922758e-06,NA,NA,NA,-1.13492227761988e-07,-3.005858764019e-06,-1.98119215198464e-06,6,-163.160571687394,343.921143374788,9.79169889203172,0.00144590007641181
"199",0.00178771531783783,NA,3.99524797927878e-06,-1.89033535839253e-10,NA,NA,NA,-4.10032612549296e-06,-2.08593990478726e-06,6,-163.163163884729,343.926327769457,9.79688328670153,0.00144215687174581
"203",0.0018065654424732,NA,3.04002564080264e-06,NA,4.34893246126773e-07,NA,NA,-3.41501647614466e-06,-1.97995920779186e-06,6,-163.169833219579,343.939666439159,9.81022195640281,0.00143257064706509
"29",0.00157562317993213,NA,NA,1.53674511815166e-09,4.14468176829168e-06,-2.22562880751944e-06,NA,NA,NA,5,-165.097901281159,343.945802562318,9.81635807956246,0.00142818216760745
"241",0.00187950384798594,NA,NA,NA,NA,-1.6213407836057e-06,7.32091683046389e-08,-2.6136415196351e-06,-2.01601486148426e-06,6,-163.173494193787,343.946988387574,9.81754390481797,0.00142733563135136
"154",0.00188759423115592,2.79099877730162e-06,NA,NA,1.82512721146402e-06,-3.02158337080502e-06,NA,NA,-1.87361961828734e-06,6,-163.176665415167,343.953330830335,9.82388634757882,0.00142281640360336
"185",0.001879775068282,NA,NA,NA,1.23410026642587e-06,-2.13557299134984e-06,-3.04914770141048e-08,NA,-1.86891325530779e-06,6,-163.204154490391,344.008308980781,9.87886449802528,0.00138423717938705
"77",0.00155761418418753,NA,NA,1.4670125066977e-09,4.43585836312903e-06,NA,NA,1.93943261354517e-06,NA,5,-165.132407271239,344.014814542478,9.8853700597225,0.00137974187428475
"178",0.0018556863340979,2.56151873668799e-06,NA,NA,NA,-2.26497929287839e-06,-1.67143376070585e-07,NA,-1.87551676805541e-06,6,-163.222493415916,344.044986831832,9.91554234907642,0.00135908311110969
"205",0.0018661094639367,NA,NA,1.75330161935048e-10,9.87764599984127e-07,NA,NA,-2.40132139344802e-06,-1.83714308708732e-06,6,-163.223879441563,344.047758883127,9.91831440037106,0.00135720069190286
"45",0.00154672006881593,NA,NA,1.36471418780044e-09,3.54230299663809e-06,NA,-1.49351923314109e-07,NA,NA,5,-165.153245826608,344.056491653217,9.92704717046081,0.00135128755002064
"14",0.00155332039436866,2.18280506576645e-06,NA,1.35267007980588e-09,4.8188617946846e-06,NA,NA,NA,NA,5,-165.155574246272,344.061148492544,9.93170400978858,0.00134814484570473
"202",0.00186629244699376,5.80369146053702e-07,NA,NA,9.29570401145352e-07,NA,NA,-2.91508057905014e-06,-1.90053570495929e-06,6,-163.232967301688,344.065934603375,9.93649012061962,0.00134492251752354
"233",0.00186496018299593,NA,NA,NA,7.95372872123938e-07,NA,4.28945943595968e-09,-2.78676361526884e-06,-1.90196003263249e-06,6,-163.234791041103,344.069582082205,9.94013759944937,0.00134247196458259
"167",0.00177996470117152,NA,2.89085179913951e-06,2.68748788264001e-10,NA,NA,-2.85066380857436e-07,NA,-1.74312248026007e-06,6,-163.237261357306,344.074522714612,9.9450782318558,0.00133915972715741
"229",0.00185171261258007,NA,NA,1.62139783994353e-10,NA,NA,-5.99308191780761e-08,-2.32183073922141e-06,-1.85640441575215e-06,6,-163.241086992692,344.082173985384,9.95272950262779,0.00133404637745983
"15",0.00159311970623698,NA,-2.05108873119751e-06,1.42898522045524e-09,3.8681444042586e-06,NA,NA,NA,NA,5,-165.168081830077,344.086163660154,9.95671917739776,0.00133138782444486
"198",0.00185155151593546,-3.58650912043642e-07,NA,1.2340788500001e-10,NA,NA,NA,-2.63026179265465e-06,-1.88273811262956e-06,6,-163.243438512344,344.086877024687,9.95743254193161,0.00133091302669848
"226",0.00185275697584253,-3.34418686147251e-08,NA,NA,NA,NA,-1.35363692011111e-08,-2.87583213625253e-06,-1.92202886589783e-06,6,-163.248853118294,344.097706236589,9.96826175383296,0.00132372613176507
"173",0.00185489253586185,NA,NA,4.19396383661163e-10,1.19523624672884e-06,NA,-1.84715211205378e-07,NA,-1.64988245199814e-06,6,-163.251203499054,344.102406998108,9.97296251535255,0.00132061852479416
"164",0.00175949803456129,-1.50234510297078e-06,3.76514270949496e-06,NA,NA,NA,-2.26368240998552e-07,NA,-1.82462631822597e-06,6,-163.257393450528,344.114786901056,9.98534241830066,0.00131246920816759
"171",0.00177316505211013,NA,3.1950416217597e-06,NA,4.38775823331539e-07,NA,-2.64030883701355e-07,NA,-1.79245256467881e-06,6,-163.262130270223,344.124260540446,9.99481605769068,0.00130626697919028
"166",0.00183305413662424,-1.9174472479119e-08,NA,3.86945328544177e-10,NA,NA,-2.15385035135396e-07,NA,-1.6766054680003e-06,6,-163.281502142981,344.163004285961,10.0335598032055,0.00128120566747683
"136",0.00176828231284039,-3.35251350941567e-06,2.80363792875302e-06,2.11498949871596e-10,NA,NA,NA,NA,-1.76815328492826e-06,6,-163.285448586668,344.170897173336,10.0414526905802,0.00127615942536279
"101",0.00151405068705325,NA,NA,1.6864148400831e-09,NA,NA,-5.4157673936169e-07,5.19790863567749e-06,NA,5,-165.219452458611,344.188904917222,10.059460434466,0.00126472062335061
"142",0.0018400059478933,-1.17462609020616e-06,NA,3.84139513150596e-10,1.2880327181119e-06,NA,NA,NA,-1.64937575218686e-06,6,-163.294468900895,344.188937801791,10.0594933190349,0.0012646998286253
"143",0.00182596117149286,NA,4.64675510208935e-07,3.72882079117208e-10,1.56165977963629e-06,NA,NA,NA,-1.63342097406675e-06,6,-163.301346155914,344.202692311828,10.0732478290724,0.0012560320049618
"140",0.00175773176389342,-3.42195473489423e-06,3.25686458306354e-06,NA,1.72291111410825e-07,NA,NA,NA,-1.81513735055958e-06,6,-163.301387942628,344.202775885256,10.0733314025007,0.00125597952060803
"170",0.00183595985841997,6.13339208236788e-07,NA,NA,1.09881954855829e-06,NA,-1.87952178584469e-07,NA,-1.72129853841205e-06,6,-163.316783377989,344.233566755978,10.1041222732225,0.00123679125394132
"38",0.00146721703632555,2.49285974944406e-06,NA,1.36163673138401e-09,NA,NA,-3.28114199390685e-07,NA,NA,5,-165.441225454279,344.632450908558,10.5030064258018,0.00101316414537983
"71",0.00157171512036249,NA,-4.66208965478465e-06,1.663607243034e-09,NA,NA,NA,2.95692088689442e-06,NA,5,-165.442766805377,344.635533610754,10.5060891279982,0.00101160370661262
"53",0.00147108876820641,NA,NA,1.37931288937065e-09,NA,-3.59773877726917e-07,-2.30434047641336e-07,NA,NA,5,-165.469489551575,344.68897910315,10.5595346203937,0.00098492887722316
"39",0.00147262890683641,NA,-2.16850025428764e-07,1.36002639293834e-09,NA,NA,-2.35007225915597e-07,NA,NA,5,-165.473355478504,344.696710957007,10.5672664742514,0.000981128564751954
"85",0.00146235710995143,NA,NA,1.55062230617401e-09,NA,-1.22798264111497e-06,NA,2.32111985217593e-06,NA,5,-165.480999661937,344.711999323874,10.5825548411181,0.000973657230537281
"70",0.00144863620858581,-8.88688393555662e-07,NA,1.43219094620192e-09,NA,NA,NA,1.95027840144758e-06,NA,5,-165.517719552284,344.785439104568,10.655994621812,0.000938553098044804
"23",0.0014920900072855,NA,-1.66375877530645e-06,1.42771973667151e-09,NA,-5.59140862314522e-07,NA,NA,NA,5,-165.543390931898,344.836781863796,10.7073373810405,0.000914765778180946
"22",0.00145048181496085,9.38078741602355e-07,NA,1.40279261358896e-09,NA,-1.05598096025617e-06,NA,NA,NA,5,-165.551175079087,344.852350158173,10.7229056754175,0.000907672749127295
"8",0.00150167633504007,3.68572217573306e-07,-2.36042907980166e-06,1.40883757735904e-09,NA,NA,NA,NA,NA,5,-165.551227960252,344.852455920504,10.7230114377478,0.000907624751603817
"42",0.00146380100093598,5.00233981007892e-06,NA,NA,4.70036531559494e-06,NA,-3.15554878503182e-07,NA,NA,5,-165.752270352307,345.254540704614,11.1250962218587,0.000742326098126627
"26",0.00146193816610841,4.22740236239815e-06,NA,NA,5.05083240890512e-06,-2.66732141175389e-06,NA,NA,NA,5,-165.800046446145,345.350092892291,11.2206484095352,0.000707694524580145
"105",0.00143847224451244,NA,NA,NA,3.49757244682557e-06,NA,-1.98130754041218e-07,1.68200613224829e-06,NA,5,-165.851571172825,345.453142345649,11.3236978628935,0.000672154222157185
"12",0.00150183755372907,3.16489417185918e-06,-2.50817546596318e-06,NA,4.84980051196801e-06,NA,NA,NA,NA,5,-165.854197349487,345.458394698974,11.3289502162184,0.000670391342255616
"74",0.00143752159202074,1.79265495305433e-06,NA,NA,4.4351357204235e-06,NA,NA,9.20104656044675e-08,NA,5,-165.878081038322,345.506162076644,11.3767175938883,0.000654569616716891
"43",0.0014041659211001,NA,1.28768536497188e-06,NA,3.43956955108695e-06,NA,-1.40421630547018e-07,NA,NA,5,-165.87919980327,345.50839960654,11.378955123784,0.000653837716662185
"57",0.00143295307259578,NA,NA,NA,3.48058869773182e-06,-3.8034041999403e-07,-8.80920985664561e-08,NA,NA,5,-165.885073258624,345.520146517248,11.3907020344925,0.000650008685852834
"89",0.00143600763054249,NA,NA,NA,3.88082235254051e-06,-8.81859160718274e-07,NA,6.40600698947419e-07,NA,5,-165.892056877158,345.534113754316,11.4046692715604,0.000645485087076206
"27",0.00142487283015798,NA,4.10082822626384e-07,NA,3.7885772520306e-06,-8.12453954951449e-07,NA,NA,NA,5,-165.898836755049,345.547673510099,11.418229027343,0.000641123578958425
"75",0.00144386464629891,NA,-6.09195069595301e-07,NA,3.86562015676845e-06,NA,NA,6.37617372045818e-07,NA,5,-165.903690259766,345.557380519531,11.4279360367753,0.00063801942175869
"98",0.00135688155734598,1.53223591823452e-06,NA,NA,NA,NA,-3.139410000324e-07,2.07609369596785e-06,NA,5,-166.165079457346,346.080158914692,11.9507144319362,0.000491262951360746
"99",0.00133082863089951,NA,1.24911604429716e-06,NA,NA,NA,-2.82019501891072e-07,1.76151835915058e-06,NA,5,-166.172911868865,346.09582373773,11.9663792549738,0.000487430207170446
"113",0.00135687387244965,NA,NA,NA,NA,2.0979195712526e-07,-2.65144896614498e-07,1.90911640193058e-06,NA,5,-166.177784136612,346.105568273224,11.9761237904683,0.000485061092859344
"36",0.00131306775606416,8.44628006542452e-07,1.79614488780575e-06,NA,NA,NA,-2.3204070619601e-07,NA,NA,5,-166.203561820477,346.157123640954,12.0276791581985,0.000472717124339767
"51",0.00130972540714502,NA,1.94133174162726e-06,NA,NA,1.75384904578702e-07,-2.12053035516621e-07,NA,NA,5,-166.206763374284,346.163526748568,12.0340822658121,0.000471206115110132
"50",0.00135102821521896,1.14301050652498e-06,NA,NA,NA,6.00134122476738e-08,-2.03502662304934e-07,NA,NA,5,-166.216507881901,346.183015763801,12.0535712810456,0.000466636742831028
"82",0.0013361976631158,-1.02977698712678e-06,NA,NA,NA,3.08985336756828e-07,NA,4.32166943348795e-07,NA,5,-166.27706248618,346.30412497236,12.1746804896043,0.000439218274569734
"68",0.00133091077352913,-7.87216395462208e-07,2.75635404468122e-07,NA,NA,NA,NA,4.15277392035492e-07,NA,5,-166.278490477689,346.306980955379,12.1775364726229,0.000438591522207947
"20",0.00132461747559492,-1.10862921512033e-06,5.3632624432303e-07,NA,NA,3.24251200200249e-07,NA,NA,NA,5,-166.279148628101,346.308297256203,12.1788527734469,0.000438302957986656
"83",0.00133747795927647,NA,-1.34190038514942e-07,NA,NA,-4.07034746299897e-09,NA,4.22692148577985e-07,NA,5,-166.2827527821,346.3155055642,12.1860610814443,0.000436726089972499
"30",0.00164432417129124,7.64917107459302e-06,NA,1.81231783816354e-09,6.33778260088079e-06,-5.51094127839672e-06,NA,NA,NA,6,-164.818909870898,347.237819741796,13.1083752590401,0.000275379215542874
"109",0.00159699215073546,NA,NA,1.68555566560246e-09,3.66396441407933e-06,NA,-4.60526791401267e-07,4.87223284212816e-06,NA,6,-164.923314422029,347.446628844058,13.3171843613027,0.000248078334757087
"46",0.00159315933675709,6.67961804188344e-06,NA,1.40102926133224e-09,5.13636915522453e-06,NA,-4.49694167216717e-07,NA,NA,6,-164.952822571066,347.505645142132,13.3762006593764,0.000240864952464095
"93",0.00161276584786114,NA,NA,1.79208572428551e-09,4.80441908458537e-06,-3.15997697038815e-06,NA,2.90304357522115e-06,NA,6,-164.97228397389,347.54456794778,13.4151234650237,0.00023622270147499
"16",0.001747725793545,5.91314655961481e-06,-6.68521576027109e-06,1.61306135811436e-09,6.04759220582382e-06,NA,NA,NA,NA,6,-165.005933349638,347.611866699275,13.4824222165194,0.000228406202710043
"79",0.00170522284417638,NA,-5.36330235346978e-06,1.76300527412246e-09,4.45058068050583e-06,NA,NA,3.47953422171299e-06,NA,6,-165.014071261673,347.628142523345,13.4986980405893,0.000226554995820004
"61",0.00157284661153344,NA,NA,1.51832396059013e-09,3.88429767669812e-06,-1.93817049745712e-06,-6.97448043265425e-08,NA,NA,6,-165.090626696718,347.781253393437,13.651808910681,0.000209858246800553
"31",0.00159005940365195,NA,-6.78750878206606e-07,1.55039114332848e-09,4.07641342994856e-06,-2.08014812825921e-06,NA,NA,NA,6,-165.095207134263,347.790414268526,13.66096978577,0.000208899202306358
"78",0.00156145714344554,1.57089152994811e-06,NA,1.45010778389502e-09,4.87470195838235e-06,NA,NA,1.6501655674103e-06,NA,6,-165.115527410533,347.831054821066,13.70161033831,0.000204697150815861
"47",0.00156766294961818,NA,-8.99811649894113e-07,1.39597535035712e-09,3.5510117362857e-06,NA,-1.1958398648133e-07,NA,NA,6,-165.149701331518,347.899402663037,13.769958180281,0.000197820025013348
"102",0.0015132737235592,3.46927176871238e-06,NA,1.71514163103107e-09,NA,NA,-6.54471838909263e-07,5.57387612656228e-06,NA,6,-165.162286670055,347.92457334011,13.795128857354,0.000195345993943748
"103",0.00158751843662191,NA,-2.8708735337067e-06,1.81593615422382e-09,NA,NA,-5.04376754809053e-07,5.6557604909776e-06,NA,6,-165.19085875073,347.981717501459,13.8522730187036,0.000189843535122885
"117",0.00152908007985913,NA,NA,1.78995840055075e-09,NA,-9.95251847318135e-07,-5.48020247010734e-07,5.60784241036064e-06,NA,6,-165.191344409839,347.982688819677,13.8532443369217,0.000189751358265831
"158",0.00194734958700086,4.91813639101817e-06,NA,7.56031998422544e-10,2.77835573211734e-06,-4.35651140495874e-06,NA,NA,-1.77987343976035e-06,7,-163.002432203399,348.004864406797,13.8754199240417,0.000187659055324643
"212",0.00182208709935084,1.38101614792712e-06,4.41596998618948e-06,NA,NA,-2.47810447121881e-06,NA,-3.19244614783614e-06,-2.15866730894179e-06,7,-163.026127223168,348.052254446335,13.9228099635793,0.000183264737620042
"219",0.00182774115679096,NA,4.37032422228645e-06,NA,3.60185363453826e-07,-2.22607171605727e-06,NA,-2.88812506163583e-06,-2.13061147497785e-06,7,-163.02932042483,348.058640849659,13.9291963669033,0.000182680469694395
"215",0.00182078253440643,NA,4.42326615102722e-06,5.88034129657943e-11,NA,-2.26345987298245e-06,NA,-2.78933144045132e-06,-2.12483539011877e-06,7,-163.031682638755,348.063365277509,13.9339207947534,0.00018224944862746
"243",0.00181740395708854,NA,4.60943498597141e-06,NA,NA,-2.18046961255124e-06,-1.04212527869443e-08,-2.94122509714831e-06,-2.14331505805959e-06,7,-163.03255190737,348.065103814739,13.9356593319836,0.000182091093738092
"159",0.00188011941492492,NA,2.1461046528299e-06,5.0805138408399e-10,1.50137066755578e-06,-3.09665316835162e-06,NA,NA,-1.8706156045145e-06,7,-163.053037518107,348.106075036215,13.9766305534592,0.000178398795094334
"183",0.00182210443640362,NA,3.71682585870108e-06,3.67702008914488e-10,NA,-2.48566869392372e-06,-1.79924734405913e-07,NA,-1.92075968886743e-06,7,-163.070380557793,348.140761115585,14.0113166328296,0.000175331492766036
"221",0.00192320236652651,NA,NA,5.45712992154906e-10,1.64157920092012e-06,-2.62464973565131e-06,NA,-4.81023585541745e-07,-1.82595240445313e-06,7,-163.079966579361,348.159933158723,14.030488675967,0.000173658791379435
"189",0.00192364030427247,NA,NA,5.99005324997828e-10,1.72917787121978e-06,-2.74762357861303e-06,-1.8881944116026e-08,NA,-1.7966924421553e-06,7,-163.081917406262,348.163834812524,14.034390329768,0.00017332034337178
"218",0.00191051541656155,3.8718696242489e-06,NA,NA,1.6579433842548e-06,-2.58332870533086e-06,NA,-2.47588166373856e-06,-1.98394965265817e-06,7,-163.100612473612,348.201224947224,14.0717804644681,0.000170110208221846
"152",0.00182382607143791,7.11762594724136e-07,3.02169687417837e-06,3.95539990995305e-10,NA,-3.02709702346076e-06,NA,NA,-1.92279764574431e-06,7,-163.102838048335,348.20567609667,14.0762316139146,0.000169732036223379
"182",0.00188899153488484,4.27151604458821e-06,NA,5.84850244635989e-10,NA,-2.89117661772803e-06,-2.44754123869955e-07,NA,-1.80479142695961e-06,7,-163.105823475819,348.211646951638,14.0822024688825,0.000169226069177288
"180",0.00179844285949194,1.92498382800358e-06,4.08076020186585e-06,NA,NA,-2.60450049669036e-06,-2.33802207967824e-07,NA,-1.97934320984583e-06,7,-163.114227971703,348.228455943407,14.099011460651,0.00016780976935515
"214",0.00188956393417323,2.44764942352135e-06,NA,3.63083602662419e-10,NA,-2.52188008184918e-06,NA,-1.82462230989336e-06,-1.93596275562341e-06,7,-163.116435714748,348.232871429496,14.1034269467406,0.000167439697166471
"187",0.00181173059076517,NA,3.8324417034124e-06,NA,5.23342543478909e-07,-2.37810659595867e-06,-1.4885836898015e-07,NA,-1.96832407324897e-06,7,-163.117269397974,348.234538795949,14.105094313193,0.000167300163670992
"156",0.00183256066386472,1.11174413883201e-06,2.80197337327911e-06,NA,1.10274296183601e-06,-3.00858767432064e-06,NA,NA,-1.95847524758344e-06,7,-163.134649117355,348.26929823471,14.1398537519547,0.000164417654926465
"245",0.00188707365925699,NA,NA,3.67469766858878e-10,NA,-1.97259829116242e-06,-1.49267353628212e-08,-1.33319717436296e-06,-1.90106680569781e-06,7,-163.138593145762,348.277186291524,14.1477418087686,0.000163770464133208
"249",0.00190005294943246,NA,NA,NA,1.10832049221198e-06,-1.90550337430458e-06,1.18820554457861e-07,-2.49130257429128e-06,-2.00119993075122e-06,7,-163.144276123433,348.288552246867,14.1591077641107,0.000162842399824475
"200",0.00178398947789457,-1.48463731292933e-06,4.38566301183609e-06,-1.73528372192257e-10,NA,NA,NA,-3.72535246269218e-06,-2.08267372804608e-06,7,-163.151408453806,348.302816907611,14.1733724248553,0.00016168508610825
"186",0.00189060260337886,4.33054064710581e-06,NA,NA,1.78711932580567e-06,-2.88217956723122e-06,-1.65211811797366e-07,NA,-1.85154177081737e-06,7,-163.154745818114,348.309491636227,14.1800471534713,0.000161146383496176
"228",0.00178983574890158,-1.03111458607335e-06,3.84899653851261e-06,NA,NA,NA,-7.43825926802742e-08,-2.95068730351091e-06,-1.98899769652305e-06,7,-163.156630008608,348.313260017215,14.1838155344597,0.000160843038881482
"231",0.00178755773690504,NA,4.07314985894762e-06,-1.24352677512893e-10,NA,NA,-8.54652573163739e-08,-3.52183060760128e-06,-2.04443573062336e-06,7,-163.156702435351,348.313404870701,14.1839603879457,0.000160831389965897
"242",0.00188067081527649,2.35538210652347e-06,NA,NA,NA,-1.98553571893193e-06,-1.22947982991849e-08,-2.58990895788124e-06,-2.01338142592842e-06,7,-163.157310832291,348.314621664581,14.1851771818253,0.000160733570399996
"235",0.0017979969771286,NA,3.54744000874392e-06,NA,2.40392543086856e-07,NA,-1.04568120750449e-07,-2.99126167527588e-06,-1.9739915447304e-06,7,-163.15939149669,348.31878299338,14.1893385106238,0.000160399485462141
"204",0.00179229090102488,-1.53183356326138e-06,3.68184066434117e-06,NA,5.94536605762641e-08,NA,NA,-3.15900293173509e-06,-1.99735885765051e-06,7,-163.16045844624,348.32091689248,14.1914724097241,0.000160228438568714
"207",0.0017905937954973,NA,3.90165421879729e-06,-1.76397454020818e-10,9.10722845147301e-08,NA,NA,-4.04011780241955e-06,-2.07663627059355e-06,7,-163.163034997033,348.326069994066,14.1966255113099,0.000159816133249165
"54",0.00148200636876838,4.75529223158168e-06,NA,1.47659396725447e-09,NA,-1.44469483014934e-06,-3.72361540063438e-07,NA,NA,6,-165.397760781538,348.395521563075,14.2660770803196,0.000154361646423027
"237",0.00186628348974594,NA,NA,2.16642803320313e-10,9.62498132079129e-07,NA,-5.17567670192249e-08,-2.02884053286171e-06,-1.81070463645535e-06,7,-163.221607555036,348.443215110073,14.3137706273167,0.000150724162704352
"206",0.00186689342702538,3.98485272191635e-07,NA,1.68367998347633e-10,1.07702987483062e-06,NA,NA,-2.51711753651707e-06,-1.83894820795001e-06,7,-163.223038636291,348.446077272581,14.3166327898257,0.000150508618447967
"87",0.00156736293630542,NA,-4.06015641021391e-06,1.71896598813751e-09,NA,-8.34577449433761e-07,NA,3.13518236354132e-06,NA,6,-165.425180320959,348.450360641919,14.320916159163,0.000150186621378508
"175",0.00180591075375303,NA,2.29513247489725e-06,3.15576765982305e-10,7.97330965863956e-07,NA,-2.54692526619482e-07,NA,-1.71114144052989e-06,7,-163.225656642534,348.451313285068,14.3218688023118,0.000150115101285191
"234",0.00186679336449141,8.61392476415304e-07,NA,NA,9.54493991020598e-07,NA,-3.22258323907775e-08,-2.8085711750811e-06,-1.89272002105933e-06,7,-163.232230105404,348.464460210809,14.335015728053,0.000149131561413591
"168",0.0017779603578041,-1.02113966503782e-06,3.12294013601837e-06,2.49405913039355e-10,NA,NA,-2.47985118213925e-07,NA,-1.7610230266498e-06,7,-163.23349882495,348.466997649901,14.3375531671448,0.00014894247526072
"40",0.00149169192505155,2.71780880873629e-06,-1.01319054714674e-06,1.39764652303453e-09,NA,NA,-3.13810714554919e-07,NA,NA,6,-165.437239603095,348.47447920619,14.3450347234339,0.000148386355313646
"230",0.00185162162459873,7.59670251079161e-08,NA,1.62803146851681e-10,NA,NA,-6.34489741089748e-08,-2.32309319774595e-06,-1.8556368166835e-06,7,-163.241063443156,348.482126886313,14.3526824035567,0.000147820033076511
"72",0.00157415241822826,3.46967974073206e-07,-4.80849625857337e-06,1.66800938588955e-09,NA,NA,NA,2.95312199204235e-06,NA,6,-165.442064315376,348.484128630752,14.3546841479962,0.000147672158126196
