,(Intercept),corn_med.lag2,cpi.lag2,for_prod.lag2,nfi.lag2,rice_med.lag2,rub_med.lag2,sug_med.lag2,time,df,logLik,AICc,delta,weight
254,704.0339093,-2.073186251,NA,-0.000205169,0.336700159,0.333523697,0.103091723,-0.838483534,1.119873134,9,-140.5158018,317.0316035,26.85319754,3.27E-07
98,766.9188251,-3.81461613,NA,NA,NA,NA,0.083076817,-0.960817823,NA,5,-151.5355997,317.3569136,27.17850763,2.78E-07
74,763.0615332,-3.291797862,NA,NA,-0.435407552,NA,NA,-0.47979238,NA,5,-151.5726695,317.4310533,27.25264727,2.68E-07
42,758.6337624,-3.793267837,NA,NA,-0.558465452,NA,0.042030413,NA,NA,5,-151.5869202,317.4595548,27.28114879,2.64E-07
82,767.0700893,-2.7485832,NA,NA,NA,-0.359241886,NA,-0.540465526,NA,5,-151.5958768,317.477468,27.29906199,2.61E-07
16,821.1753718,-2.089399933,-3.257413565,-0.000908575,0.142015158,NA,NA,NA,NA,6,-149.5142568,317.4900521,27.31164608,2.60E-07
24,818.6530121,-2.271055095,-3.196450964,-0.000907027,NA,0.107146679,NA,NA,NA,6,-149.5176139,317.4967663,27.31836027,2.59E-07
72,817.2210677,-2.171674433,-3.07756876,-0.000906218,NA,NA,NA,-0.114754399,NA,6,-149.5179606,317.4974597,27.31905369,2.59E-07
26,760.2456593,-3.257587137,NA,NA,-0.453872872,-0.112916701,NA,NA,NA,5,-151.61425,317.5142142,27.33580822,2.57E-07
50,763.058721,-3.057058066,NA,NA,NA,-0.383721542,0.026920877,NA,NA,5,-151.6402617,317.5662377,27.38783174,2.50E-07
102,749.3096144,-4.387268412,NA,-0.001071795,NA,NA,0.171791499,-1.578220131,NA,6,-149.5711998,317.603938,27.42553203,2.45E-07
31,831.9990095,NA,-3.868376952,-0.000900872,0.642102404,-0.665521118,NA,NA,NA,6,-149.716546,317.8946304,27.71622443,2.12E-07
55,826.3065904,NA,-4.120311048,-0.000905811,NA,-0.487518906,0.053667018,NA,NA,6,-149.7691759,317.9998902,27.82148419,2.01E-07
47,834.0271989,NA,-4.593844675,-0.000944947,0.436595411,NA,0.051375326,NA,NA,6,-149.7854727,318.032484,27.85407797,1.98E-07
103,823.5406323,NA,-4.236081247,-0.000940139,NA,NA,0.059684532,-0.311437255,NA,6,-149.8316849,318.1249082,27.94650226,1.89E-07
87,821.1846237,NA,-3.728592371,-0.00088307,NA,-0.445539864,NA,-0.029896144,NA,6,-149.8353162,318.1321709,27.9537649,1.88E-07
79,827.765147,NA,-4.122382056,-0.000923489,0.420433607,NA,NA,-0.110584947,NA,6,-149.844135,318.1498086,27.97140257,1.87E-07
89,758.8605619,NA,NA,NA,0.369311941,-1.23099081,NA,-0.644649712,NA,5,-151.9649801,318.2156745,28.03726855,1.81E-07
113,754.9337412,NA,NA,NA,NA,-1.064562314,-0.028840024,-0.450904838,NA,5,-151.9825654,318.250845,28.07243902,1.78E-07
57,756.56322,NA,NA,NA,0.275806109,-1.186379649,-0.046897366,NA,NA,5,-151.9945658,318.274846,28.09643998,1.75E-07
46,740.2184342,-4.017576593,NA,-0.000974187,-0.313554323,NA,0.088148356,NA,NA,6,-149.9664328,318.3944041,28.21599816,1.65E-07
78,747.8375639,-3.029343479,NA,-0.000955028,-0.103432835,NA,NA,-0.740134163,NA,6,-149.9934694,318.4484773,28.27007135,1.61E-07
86,748.295632,-2.992262059,NA,-0.000961028,NA,0.001827832,NA,-0.764762457,NA,6,-149.9967666,318.4550717,28.2766657,1.60E-07
54,741.1464549,-3.892366684,NA,-0.000988827,NA,0.021218988,0.083385581,NA,NA,6,-149.9974252,318.4563888,28.27798285,1.60E-07
30,741.8845756,-3.328493967,NA,-0.000933569,-0.279809065,0.103447224,NA,NA,NA,6,-150.111167,318.6838725,28.5054665,1.43E-07
105,740.7533838,NA,NA,NA,-0.126869805,NA,-0.051187658,-0.495882972,NA,5,-152.2927022,318.8711188,28.69271278,1.30E-07
93,742.0176138,NA,NA,-0.000956176,0.592825289,-1.016794849,NA,-0.90341226,NA,6,-150.4551097,319.3717578,29.19335178,1.01E-07
117,733.1406699,NA,NA,-0.000953275,NA,-0.839321441,0.027707462,-0.957791422,NA,6,-150.5341809,319.5299003,29.35149435,9.37E-08
61,736.1340314,NA,NA,-0.000920684,0.480240735,-1.064818108,-0.01239207,NA,NA,6,-150.6231008,319.7077401,29.52933414,8.57E-08
109,723.6224833,NA,NA,-0.001004434,0.223695103,NA,0.015572606,-1.095903589,NA,6,-150.7438622,319.9492628,29.77085686,7.60E-08
44,849.5880979,-2.902785403,-3.82924518,NA,-0.165751737,NA,0.086817242,NA,NA,6,-150.9030589,320.2676562,30.08925022,6.48E-08
100,850.7722469,-2.899844733,-3.788685563,NA,NA,NA,0.095588123,-0.231654652,NA,6,-150.9030846,320.2677076,30.08930164,6.48E-08
52,852.3204367,-2.701592405,-3.895735227,NA,NA,-0.08930734,0.083543714,NA,NA,6,-150.9088127,320.2791639,30.10075794,6.44E-08
84,846.9791782,-1.932393573,-3.65091505,NA,NA,-0.204799577,NA,0.201740887,NA,6,-151.0169566,320.4954516,30.31704563,5.78E-08
76,844.8648263,-2.202564122,-3.627465479,NA,-0.124018946,NA,NA,0.20351473,NA,6,-151.0222181,320.5059747,30.32756871,5.75E-08
28,844.3833616,-1.97035037,-3.486913866,NA,-0.01244986,-0.187776043,NA,NA,NA,6,-151.0239446,320.5094277,30.33102168,5.74E-08
59,857.3531372,NA,-4.233770931,NA,0.485612847,-0.858412393,0.025263859,NA,NA,6,-151.1611703,320.7838791,30.60547311,5.00E-08
91,856.7259144,NA,-4.216505643,NA,0.448550192,-0.827148847,NA,0.219790647,NA,6,-151.1659406,320.7934197,30.61501374,4.98E-08
115,850.3618437,NA,-4.221541897,NA,NA,-0.682154635,0.013028724,0.218424054,NA,6,-151.2131903,320.8879191,30.70951316,4.75E-08
107,854.0692422,NA,-4.677176007,NA,0.158298908,NA,0.005693082,0.208277277,NA,6,-151.3394544,321.1404473,30.96204132,4.19E-08
104,820.4649671,-3.592379447,-3.175981102,-0.001019288,NA,NA,0.177933391,-0.936730632,NA,7,-149.0382531,321.4098395,31.23143356,3.66E-08
106,764.3793341,-4.021290998,NA,NA,-0.470690366,NA,0.087097248,-0.873451524,NA,6,-151.4758954,321.4133293,31.23492328,3.65E-08
114,767.9228303,-3.499619851,NA,NA,NA,-0.249563866,0.07709743,-0.907340482,NA,6,-151.5226355,321.5068094,31.32840345,3.49E-08
90,763.9336515,-3.141458095,NA,NA,-0.374131639,-0.119932991,NA,-0.48112921,NA,6,-151.5705916,321.6027217,31.42431573,3.32E-08
58,758.6755008,-3.785258513,NA,NA,-0.555536721,-0.005482252,0.041907781,NA,NA,6,-151.5869162,321.6353708,31.45696479,3.27E-08
56,829.3094306,-3.536477432,-3.841646487,-0.000982483,NA,0.308947627,0.138860012,NA,NA,7,-149.1546056,321.6425445,31.4641385,3.26E-08
48,830.1661371,-3.136714924,-3.782732729,-0.000968995,0.073083826,NA,0.13214536,NA,NA,7,-149.1776609,321.6886552,31.51024917,3.18E-08
80,819.6519368,-2.093302939,-3.155220777,-0.00091358,0.153009863,NA,NA,-0.134485288,NA,7,-149.5107002,322.3547338,32.1763278,2.28E-08
32,820.9170174,-2.124852692,-3.255446698,-0.000909167,0.127761691,0.027901628,NA,NA,NA,7,-149.5141195,322.3615724,32.18316638,2.27E-08
88,817.0768823,-2.287055594,-3.098283963,-0.000911487,NA,0.114279334,NA,-0.12333967,NA,7,-149.5146048,322.3625428,32.18413686,2.27E-08
121,759.3770616,NA,NA,NA,0.344420949,-1.193439562,-0.02389246,-0.523015819,NA,6,-151.9555401,322.3726186,32.19421262,2.26E-08
118,747.7200879,-4.788309442,NA,-0.001092931,NA,0.308787909,0.180939344,-1.656563609,NA,7,-149.5478769,322.4290872,32.25068124,2.20E-08
110,748.7012404,-4.44270152,NA,-0.00106442,-0.135220068,NA,0.17233603,-1.548873073,NA,7,-149.5653218,322.4639768,32.28557085,2.16E-08
63,838.2744589,NA,-4.298766555,-0.000929553,0.695237612,-0.730645034,0.06120933,NA,NA,7,-149.6299872,322.5933077,32.41490176,2.03E-08
95,830.7215109,NA,-3.783040272,-0.000905122,0.651983548,-0.665905314,NA,-0.114021917,NA,7,-149.7140399,322.7614132,32.58300723,1.86E-08
119,823.3673957,NA,-3.959572758,-0.000921761,NA,-0.488090305,0.06510866,-0.313241071,NA,7,-149.7531627,322.8396588,32.66125281,1.79E-08
111,830.9098568,NA,-4.402659295,-0.000967945,0.479390875,NA,0.066689538,-0.411274508,NA,7,-149.7584953,322.850324,32.67191797,1.78E-08
62,737.2260027,-4.551859005,NA,-0.000985946,-0.504976767,0.363854448,0.096843988,NA,NA,7,-149.9454968,323.2243269,33.04592086,1.48E-08
256,771.6878112,-1.175932167,-2.941387137,-0.00017304,0.598491182,0.278951612,0.106615618,-0.293236307,1.11252659,10,-139.4020174,323.2484792,33.07007316,1.46E-08
94,747.0920626,-3.151763735,NA,-0.000957043,-0.152854364,0.098102186,NA,-0.739590123,NA,7,-149.991849,323.3170313,33.13862535,1.41E-08
125,740.7154542,NA,NA,-0.000982685,0.639271819,-1.071578403,0.038635128,-1.107273448,NA,7,-150.4276311,324.1885954,34.01018945,9.12E-09
108,848.0797409,-2.988723861,-3.705181979,NA,-0.156499861,NA,0.096649124,-0.218677167,NA,7,-150.8963892,325.1261118,34.94770579,5.71E-09
116,850.6915389,-2.820350956,-3.773047178,NA,NA,-0.065972502,0.093955823,-0.220527587,NA,7,-150.9021312,325.1375957,34.95918969,5.68E-09
60,849.38528,-2.945136435,-3.830038546,NA,-0.181224136,0.029114877,0.087477786,NA,NA,7,-150.9029355,325.1392043,34.96079829,5.67E-09
92,846.5144207,-1.963034138,-3.639964045,NA,-0.026847385,-0.188090217,NA,0.203772548,NA,7,-151.0168242,325.3669816,35.18857565,5.06E-09
123,858.17001,NA,-4.297872445,NA,0.471497238,-0.85166757,0.020558761,0.13180954,NA,7,-151.1586804,325.6506942,35.47228817,4.39E-09
122,763.660232,-4.178065057,NA,NA,-0.525601035,0.105105975,0.090084541,-0.885781828,NA,7,-151.4743985,326.2821303,36.10372431,3.20E-09
120,820.147104,-4.148037113,-3.263990964,-0.001048279,NA,0.444797659,0.191280725,-1.031805174,NA,8,-148.9875623,327.0660336,36.88762763,2.16E-09
112,822.4783652,-3.524143444,-3.240308721,-0.001025161,0.127177301,NA,0.177545649,-0.951339163,NA,8,-149.0329937,327.1568965,36.9784905,2.07E-09
64,827.1470531,-3.716651535,-3.792924368,-0.000981796,-0.134504174,0.396561881,0.141741195,NA,NA,8,-149.1507486,327.3924063,37.21400026,1.84E-09
126,744.1870698,-5.357414935,NA,-0.001089085,-0.444408043,0.606704335,0.191554752,-1.635698165,NA,8,-149.5059032,328.1027154,37.92430943,1.29E-09
96,819.3774719,-2.130548505,-3.152946687,-0.000914212,0.138061211,0.029306324,NA,-0.13475928,NA,8,-149.5105487,328.1120066,37.93360057,1.28E-09
127,834.8258964,NA,-4.071658206,-0.000955442,0.751485319,-0.751173639,0.079013228,-0.470716589,NA,8,-149.5942024,328.2793139,38.10090791,1.18E-09
124,847.6402242,-3.073148776,-3.702729316,NA,-0.186038563,0.056142718,0.098238474,-0.225696872,NA,8,-150.8959369,330.8827829,40.70437695,3.21E-10
128,817.6458487,-4.355881009,-3.206249198,-0.001047741,-0.153458006,0.545264736,0.194763374,-1.035652467,NA,9,-148.9824591,333.9649182,43.78651221,6.87E-11
