"","(Intercept)","corn_med.lag1","cpi.lag1","for_prod.lag1","nfi.lag1","rice_med.lag1","rub_med.lag1","sug_med.lag1","time","df","logLik","AICc","delta","weight"
"139",0.00159572529061484,NA,3.73078132412959e-06,NA,-1.1754603249358e-07,NA,NA,NA,-1.44389176103051e-06,5,-157.873026337739,329.746052675478,6.43013404465898,0.00881309671507386
"147",0.00159789633417793,NA,3.71234721300296e-06,NA,NA,-6.24868113973745e-08,NA,NA,-1.45028506181105e-06,5,-157.873444035159,329.746888070319,6.43096943949996,0.00880941627601792
"194",0.00172376503774486,-1.8213083822145e-06,NA,NA,NA,NA,NA,-1.09414704307539e-06,-1.67555847391926e-06,5,-157.880780393161,329.761560786321,6.44564215550236,0.00874502373660815
"162",0.0017146061282971,-1.23468951493213e-06,NA,NA,NA,NA,-1.03761913786576e-07,NA,-1.63032838754352e-06,5,-157.884576949977,329.769153899954,6.45323526913575,0.00871188570214794
"225",0.0017152234738144,NA,NA,NA,NA,NA,-1.00144827605588e-07,-6.69234628339494e-07,-1.64121422901919e-06,5,-157.887100629985,329.774201259971,6.45828262915222,0.00868992740987328
"169",0.00171164341286373,NA,NA,NA,2.39395505783455e-07,NA,-1.39334603290076e-07,NA,-1.62209237873569e-06,5,-157.89247872517,329.784957450339,6.46903881952056,0.0086433176014573
"146",0.00170754646292854,-3.01766067986792e-06,NA,NA,NA,8.7492340298761e-07,NA,NA,-1.61321646432083e-06,5,-157.893474886851,329.786949773701,6.47103114288262,0.00863471174678875
"177",0.00170709421876911,NA,NA,NA,NA,1.51661556427672e-07,-1.34754444364576e-07,NA,-1.60719957040442e-06,5,-157.89399956159,329.787999123181,6.47208049236212,0.00863018251993954
"201",0.00171801823302912,NA,NA,NA,3.60181414044565e-07,NA,NA,-1.4487984242118e-06,-1.66651163530484e-06,5,-157.904639940436,329.809279880872,6.49336125005294,0.0085388409247992
"209",0.00171031542463872,NA,NA,NA,NA,1.76075888399158e-07,NA,-1.32318861190508e-06,-1.63968410660493e-06,5,-157.908522041327,329.817044082654,6.50112545183555,0.0085057565428391
"138",0.00170579117481737,-2.22099282138771e-06,NA,NA,-8.55389713517062e-08,NA,NA,NA,-1.60785267272304e-06,5,-157.910045454614,329.820090909228,6.50417227840978,0.00849280862532366
"153",0.00168573798102947,NA,NA,NA,-1.58621847144527e-08,3.42573379612979e-08,NA,NA,-1.54987290875618e-06,5,-157.952047787838,329.904095575676,6.58817694485725,0.00814347854242862
"11",0.00109097636725618,NA,1.09710785154867e-05,NA,-2.58580577437946e-06,NA,NA,NA,NA,4,-160.274036711303,331.048073422605,7.73215479178674,0.0045961937008675
"7",0.00114518772610171,NA,8.96391947758455e-06,5.16743426595062e-10,NA,NA,NA,NA,NA,4,-160.397478162316,331.294956324631,7.97903769381242,0.00406245330573998
"35",0.00111456897006007,NA,1.0074916124266e-05,NA,NA,NA,-1.5356442957826e-07,NA,NA,4,-160.463320074741,331.426640149481,8.11072151866244,0.00380358917690939
"4",0.00111589495470059,-1.26116838979861e-06,9.7201040576286e-06,NA,NA,NA,NA,NA,NA,4,-160.506155146932,331.512310293864,8.19639166304489,0.00364410235995514
"19",0.00112630025405746,NA,8.86336292062066e-06,NA,NA,7.33330923714947e-07,NA,NA,NA,4,-160.506420418429,331.512840836858,8.19692220603946,0.00364313581167039
"67",0.00112537685823624,NA,8.97098136374958e-06,NA,NA,NA,NA,4.16527373843522e-07,NA,4,-160.519049299691,331.538098599381,8.22217996856261,0.00359741638234965
"69",0.00130284612660913,NA,NA,8.02610365794619e-10,NA,NA,NA,2.41610106486573e-06,NA,4,-160.784649818692,332.069299637383,8.7533810065645,0.00275830234265886
"25",0.0012690246215831,NA,NA,NA,-2.60959665326044e-06,2.46421331485123e-06,NA,NA,NA,4,-160.810104860944,332.120209721887,8.80429109106859,0.00268897573915358
"13",0.00130114597346274,NA,NA,7.35987834375059e-10,-1.60567398726084e-06,NA,NA,NA,NA,4,-160.832446463858,332.164892927715,8.84897429689647,0.00262956583832099
"21",0.00129472891595428,NA,NA,6.02770377207301e-10,NA,1.49196068877803e-06,NA,NA,NA,4,-160.855503117355,332.211006234711,8.89508760389219,0.00256963045972533
"73",0.00127136118051722,NA,NA,NA,-2.04625467766091e-06,NA,NA,2.63145820608666e-06,NA,4,-160.863551522086,332.227103044173,8.91118441335379,0.00254903203718913
"6",0.00129733163893017,1.58645678870033e-06,NA,6.97628034973471e-10,NA,NA,NA,NA,NA,4,-160.902576722332,332.305153444664,8.9892348138452,0.00245147159093861
"81",0.00127059627367641,NA,NA,NA,NA,1.6538220133204e-06,NA,1.73440716068877e-06,NA,4,-160.912517733866,332.325035467732,9.00911683691305,0.00242722221494202
"37",0.00129988787015416,NA,NA,6.86535245881575e-10,NA,NA,7.4810646825613e-09,NA,NA,4,-160.933013355043,332.366026710085,9.05010807926658,0.00237798112499105
"97",0.00127697784301817,NA,NA,NA,NA,NA,-9.1807177845286e-08,2.48939335048549e-06,NA,4,-160.979016750082,332.458033500164,9.14211486934522,0.0022710640492991
"66",0.00127074196572807,1.12227766773708e-06,NA,NA,NA,NA,NA,1.9089353462385e-06,NA,4,-160.983650397414,332.467300794829,9.15138216400982,0.00226056508246541
"18",0.00127266356440904,-6.81138572816611e-07,NA,NA,NA,2.04145778859663e-06,NA,NA,NA,4,-160.991073065959,332.482146131919,9.16622750109985,0.00224384777739574
"49",0.00127255177428147,NA,NA,NA,NA,1.81965954970872e-06,-2.05425042264361e-08,NA,NA,4,-160.993603559297,332.487207118594,9.1712884877752,0.00223817691361186
"10",0.00127102384930823,1.25912188071079e-06,NA,NA,-1.376224319466e-06,NA,NA,NA,NA,4,-161.010274357879,332.520548715757,9.20463008493869,0.00220117400805698
"41",0.00127180603434443,NA,NA,NA,-1.40532356389738e-06,NA,3.92014244538932e-08,NA,NA,4,-161.024946916153,332.549893832306,9.23397520148688,0.00216911293829367
"34",0.00127259816458311,1.62680593434152e-06,NA,NA,NA,NA,-3.26609957545995e-08,NA,NA,4,-161.078183423184,332.656366846368,9.3404482155488,0.00205665688415641
"167",0.00162247051611985,NA,5.25600087059279e-06,4.86791562995233e-10,NA,NA,-2.55909394673185e-07,NA,-1.52567690981494e-06,6,-157.613435068211,333.226870136423,9.9109515056042,0.00154624613901493
"136",0.00161751093041458,-3.79064138699661e-06,5.05699255119185e-06,4.16336750850746e-10,NA,NA,NA,NA,-1.51981048602779e-06,6,-157.676609411299,333.353218822598,10.0373001917794,0.00145158462513755
"199",0.00163962439459459,NA,3.88398211214592e-06,4.02452509200712e-10,NA,NA,NA,-1.56406591734231e-06,-1.55744198069194e-06,6,-157.718727735293,333.437455470586,10.1215368397668,0.00139171594785617
"164",0.00160017071237203,-2.34729707758239e-06,5.43035100287195e-06,NA,NA,NA,-1.50443160813819e-07,NA,-1.52148955903301e-06,6,-157.726511427082,333.453022854165,10.1371042233461,0.00138092530983957
"148",0.0015929590518202,-5.00875503001301e-06,5.42476221770052e-06,NA,NA,1.33887179357421e-06,NA,NA,-1.50754218411453e-06,6,-157.740568237511,333.481136475022,10.165217844203,0.00136164969874304
"196",0.00161349878481173,-3.2238082603165e-06,5.01129577478861e-06,NA,NA,NA,NA,-1.10416818467832e-06,-1.56217173577694e-06,6,-157.743952718572,333.487905437145,10.1719868063259,0.00135704901098722
"171",0.00160363286263784,NA,4.96970544126507e-06,NA,2.87301981031829e-07,NA,-2.10013047016049e-07,NA,-1.51310860034489e-06,6,-157.755940247051,333.511880494103,10.1959618632839,0.00134087846341339
"227",0.00160348113693102,NA,4.86323913730428e-06,NA,NA,NA,-1.81639477430398e-07,-3.3072604309832e-07,-1.51063395998608e-06,6,-157.757484921315,333.514969842629,10.1990512118103,0.00133880884181798
