"","(Intercept)","agr_gdp.lag1","dev_agr.lag1","dev_env.lag1","fdi.lag1","for_rem","gdp.lag1","gdp_gr.lag1","pop_den.lag1","time","df","logLik","AICc","delta","weight"
"325",644.415670644019,NA,NA,-1.33883478583164,NA,NA,NA,-14.7887254618665,NA,1.45694945735165,5,-131.179902484157,276.975189583699,78.4107173113925,5.30819391152616e-18
"295",832.261835063598,NA,-0.42945428919178,-1.70332704580856,NA,NA,-4.72712649269634,NA,NA,1.27449218114153,6,-129.176546842122,277.353093684245,78.7886214119378,4.39426199349343e-18
"324",578.337540854261,-72.7093256466076,-0.413291065079963,NA,NA,NA,NA,-15.3833343580345,NA,1.40841299691074,6,-129.351086994855,277.70217398971,79.137701717403,3.69049075349087e-18
"426",124.53702564952,-47.8291309673436,NA,NA,-0.0746839341793065,NA,-3.92437621030229,NA,461.858551082651,1.15736110465302,7,-126.771664764171,277.72514771016,79.1606754378531,3.6483411488143e-18
"482",95.798948236434,-51.9260721279907,NA,NA,NA,NA,-3.80958545054109,-3.2592561500121,471.539575985925,1.17076213501282,7,-126.790960180815,277.763738543449,79.199266271142,3.57861970164359e-18
"422",109.707261588834,-51.6220016182229,NA,0.425753551627574,NA,NA,-4.18713234868729,NA,471.576868410513,1.14485637192569,7,-126.79374873645,277.769315654717,79.2048433824104,3.56865442233724e-18
"331",720.131574970373,NA,-0.614256423562297,NA,-0.522807682617457,NA,NA,5.33846774972841,NA,1.31243496690475,6,-129.426704344386,277.853408688771,79.2889364164645,3.42171571114118e-18
"361",868.750997768771,NA,NA,NA,-0.302236107546337,NA,-5.560529466961,8.69480586451042,NA,1.2179800694816,6,-129.436565091164,277.873130182328,79.3086579100214,3.38814084763144e-18
"271",713.177896113022,NA,-0.563766958741241,-0.286372815114227,-0.481539003888286,NA,NA,NA,NA,1.33949015694576,6,-129.460440267201,277.920880534402,79.356408262095,3.30820640985316e-18
"300",792.283782600353,-74.7446488667967,-0.479741989276646,NA,-0.195389594150298,NA,-5.53143049564997,NA,NA,1.21603504507184,7,-126.881029653642,277.943877489103,79.3794052167961,3.27038493477864e-18
"356",844.83701125953,-77.9021756157084,-0.542757528518713,NA,NA,NA,-7.43312170592829,13.3408748602161,NA,1.12814733376676,7,-126.906048337175,277.993914856169,79.4294425838622,3.18957924987175e-18
"264",607.472051361788,-59.2125570163768,-0.5837310362702,-1.76463836420347,NA,NA,NA,NA,NA,1.36980149235946,6,-129.505749523963,278.011499047926,79.4470267756197,3.16165908154689e-18
"301",835.295629747766,NA,NA,0.379369637815253,-0.307704608122823,NA,-4.66873389199758,NA,NA,1.26341981132388,6,-129.517658736404,278.035317472808,79.470845200501,3.12422953248836e-18
"330",590.445597467286,-62.9404646454457,NA,NA,-0.241093968330912,NA,NA,-19.9986755490498,NA,1.44283656736212,6,-129.654747065488,278.309494130975,79.7450218586685,2.72399451336632e-18
"296",789.27096747936,-81.2749909268939,-0.459013866375141,-0.6331490317903,NA,NA,-6.14206285251067,NA,NA,1.21801515796644,7,-127.083904887212,278.349627956243,79.7851556839362,2.6698771536072e-18
"357",862.625972320773,NA,NA,-0.912659615491187,NA,NA,-6.10948444835872,6.88395953436326,NA,1.23446312585181,6,-129.862428135544,278.724856271087,80.1603839987804,2.21315324001495e-18
"458",-178.937319020125,-37.2758585712529,NA,NA,-0.110220166911225,NA,NA,-12.1876027157327,596.77081444096,1.25157492327182,7,-127.292571449113,278.766961080044,80.2024888077377,2.16704805812166e-18
"326",557.531035744994,-73.114001210394,NA,-0.365962916091865,NA,NA,NA,-24.4193118860492,NA,1.47057392815506,6,-129.920275442337,278.840550884674,80.2760786123676,2.0887608538532e-18
"454",-222.779938532547,-42.0030301756063,NA,0.278048092680897,NA,NA,NA,-14.1359757918604,618.12261527749,1.25175304503513,7,-127.358432220101,278.898682622021,80.3342103497142,2.0289230368961e-18
"429",-32.8170800175324,NA,NA,0.653362955734839,-0.187311735509392,NA,-2.30669089003966,NA,586.034179566773,1.15060818494878,7,-127.399135802383,278.980089786584,80.4156175142768,1.94799676842278e-18
"489",-13.242441453353,NA,NA,NA,-0.163208358900277,NA,-2.59126269717167,2.3297744962228,578.207026101938,1.14798629177023,7,-127.415485173641,279.0127885291,80.4483162567933,1.91640718462262e-18
"398",-205.930037308519,-25.0819042653058,NA,0.888085832872702,-0.208358666894798,NA,NA,NA,635.877347349278,1.18351212472859,7,-127.512145591339,279.206109364497,80.6416370921898,1.73983756834303e-18
"485",-68.4941517276735,NA,NA,-0.0992599755327814,NA,NA,-2.73040005033503,1.0305956710844,612.941118636224,1.14627992088516,7,-127.578088493183,279.337995168185,80.7735228958778,1.62880864589502e-18
"270",629.469976177205,-44.2808801874513,NA,0.784040750035475,-0.392913670023791,NA,NA,NA,NA,1.35898566314048,6,-130.196044173515,279.39208834703,80.8276160747234,1.58534534372889e-18
"461",-210.250932217453,NA,NA,0.692513013998065,-0.208155584080683,NA,NA,-5.67961402993832,659.583714769431,1.20138667851398,7,-127.655512768454,279.492843718726,80.9283714464193,1.50745768598537e-18
"363",943.729819555266,NA,-0.698114109799326,NA,-0.44349771882866,NA,-6.3252439559944,28.6987513385408,NA,1.08244302386617,7,-127.76763684523,279.717091872278,81.1526195999712,1.34756667547816e-18
"484",27.310750313467,-44.9711257628534,-0.660229748438241,NA,NA,NA,-4.24307741089815,14.7170758331183,566.465315204794,1.03055514967497,8,-124.702818327089,279.805636654177,81.2411643818704,1.28920804662162e-18
"491",-17.6495263171858,NA,-0.779848357245331,NA,-0.307111432054209,NA,-3.14870013149445,24.039504195974,636.004771283315,0.989584155083012,8,-124.728788146269,279.857576292538,81.2931040202311,1.25615854895192e-18
"327",670.870537158414,NA,-0.504508467991038,-2.30125598114172,NA,NA,NA,-3.36858117560866,NA,1.39906863448312,6,-130.466422396337,279.932844792674,81.3683725203667,1.20976248052545e-18
"81",-8581.38771116756,NA,NA,NA,NA,0.101493469048925,NA,39.1194113739351,NA,NA,4,-134.592906737428,280.042956331998,81.4784840596911,1.14495836464688e-18
"428",-5.79353979839871,-44.9171433709507,-0.576916091831377,NA,-0.157043826086275,NA,-2.4626205473536,NA,548.854677788804,1.12776449565874,8,-124.830869845746,280.061739691493,81.4972674191859,1.1342556194082e-18
"333",678.519876941392,NA,NA,0.426355381742758,-0.407173497953417,NA,NA,-9.88120624203786,NA,1.40168849598598,6,-130.552659470239,280.105318940478,81.5408466681712,1.10980793558839e-18
"302",796.548184902969,-73.8305128487945,NA,0.741023836685596,-0.151124357167785,NA,-6.36039062110523,NA,NA,1.21814247003841,7,-128.011384777174,280.204587736167,81.6401154638599,1.05606799404019e-18
"17",-8407.88304792479,NA,NA,NA,NA,0.0995822518501472,NA,NA,NA,NA,3,-136.304738905826,280.209477811652,81.6450055393451,1.05348902206272e-18
"362",793.986022305904,-73.39994722156,NA,NA,-0.118863283035995,NA,-6.33174207659459,-0.37211174125162,NA,1.23143898055714,7,-128.040034065428,280.261886312675,81.6974140403682,1.02624168891542e-18
"424",-22.2545936940281,-49.5960148697751,-0.562242921614262,-0.51587625744853,NA,NA,-2.89578542035087,NA,558.511107824994,1.12794692582622,8,-124.992377033728,280.384754067455,81.8202817951485,9.65093207584076e-19
"358",786.71228997182,-79.6343015749482,NA,0.183532606612918,NA,NA,-6.63359066279359,-1.74627596725078,NA,1.23021648686532,7,-128.113639248591,280.409096678999,81.8446244066925,9.53417958699444e-19
"460",-234.490809522738,-22.2596339131032,-0.722723512133186,NA,-0.273737678610692,NA,NA,8.83281335075399,690.681378940517,1.10233729633765,8,-125.069014855576,280.538029711152,81.9735574388456,8.93893698833817e-19
"400",-213.875065775809,-30.7680336289656,-0.635843192501392,0.00339099932092198,-0.222586890588721,NA,NA,NA,659.705363350401,1.14827147140677,8,-125.19465884938,280.78931769876,82.224845426453,7.88350564071699e-19
