"","year","commGIS","ForPix","khum_name","area","diffPix"
"3432",2008,140404,6,"Kouk Kong Kaeut",36246280.63,0
"3433",2008,50805,0,"Rung Roeang",40037729.28,0
"3434",2008,80302,0,"Chey Thum",30727333.67,0
"3435",2008,140802,0,"Kanhcham",56680659.49,0
"3436",2008,50509,0,"Trach Tong",45712725.29,0
"3437",2008,90704,6570,"Ruessei Chrum",577174504.4,0
"3438",2008,80312,0,"Roka Chonlueng",20770412.25,0
"3439",2008,140401,0,"Chong Ampil",35914921.02,0
"3440",2008,80314,0,"Sithor",25613019.5,0
"3441",2008,140204,12,"Krabau",55564220.57,0
"3442",2008,80909,0,"Preaek Pnov",6529207.31,0
"3443",2008,140807,0,"Prey Pnov",103024267.8,0
"3444",2008,80318,0,"Vihear Suork",43108170.1,0
"3445",2008,80901,0,"Chhveang",28186764.12,0
"3446",2008,140801,0,"Kampong Popil",34835108.73,0
"3447",2008,50501,0,"Chant Saen",32851037.49,0
"3448",2008,140811,0,"Roka",64126116.04,0
"3449",2008,80702,1,"Kaoh Dach",23724002.17,0
"3450",2008,50512,0,"Yutth Sameakki",36348901.64,0
"3451",2008,80313,0,"Sanlung",26271324.16,0
"3452",2008,140403,0,"Kdoeang Reay",46070944.45,0
"3453",2008,140407,1,"Thma Pun",36441999.72,0
"3454",2008,80912,1,"Samraong",18829214.57,0
"3455",2008,190508,3225,"Preah Rumkel",354402526,0
"3456",2008,130703,1236,"Chhean Mukh",141931541.8,0
"3457",2008,130704,1179,"Pou",123562429.2,0
"3458",2008,130705,2716,"Prame",256871274.2,0
"3459",2008,10703,0,"Phum Thmei",65850714.59,0
"3460",2008,10804,9,"Svay Chek",210261191.3,0
"3461",2008,10807,0,"Treas",163459480.1,0
"3462",2008,160607,404,"L'ak",119664375.4,-28
"3463",2008,171302,9372,"Kantuot",852545467.4,0
"3464",2008,10705,46,"Kouk Kakthen",131553178.7,0
"3465",2008,10303,83,"Ponley",119867363.6,0
"3466",2008,130403,2329,"Thmei",279056921.7,0
"3467",2008,171405,1453,"Varin",201939428.7,0
"3468",2008,171402,1000,"Lvea Krang",133098952.9,-66
"3469",2008,171403,3907,"Srae Nouy",507355948.6,-175
"3470",2008,160909,1486,"Phnum Kok",189332825.6,0
"3471",2008,190505,6633,"Anlong Chrey",621684509.1,-32
"3472",2008,10801,7,"Phkoam",88739709.06,0
"3473",2008,130201,4140,"Chhep Muoy",380292475.1,0
"3474",2008,190509,3677,"Sam'ang",371240270.1,-114
"3475",2008,160606,348,"Sameakki",70391367.58,-16
"3476",2008,190107,5370,"Ta Lat",524721037.2,0
"3477",2008,160903,1325,"Hat Pak",145962357,0
"3478",2008,171205,2,"Prei",46316013.14,0
"3479",2008,171201,54,"Chrouy Neang Nguon",77430384.31,0
"3480",2008,160605,237,"Ou Chum",119190952.8,0
"3481",2008,171202,0,"Klang Hay",32747985.2,0
"3482",2008,171401,933,"Prasat",167132060.8,-41
"3483",2008,190507,858,"Ou Svay",117204610.8,0
"3484",2008,190404,4705,"Sameaki",512471950.4,0
"3485",2008,160101,422,"Malik",131518019.2,0
"3486",2008,160604,393,"Kalai",61250084.82,0
"3487",2008,130401,488,"Kuleaen Tboung",75002544.06,0
"3488",2008,10509,4,"Ou Bei Choan",90518769.07,0
"3489",2008,171404,209,"Svay sa",88823457.7,0
"3490",2008,10806,0,"Ta Phou",79677985.52,0
"3491",2008,190106,4087,"Srae Kor",398702021.7,0
"3492",2008,130702,1712,"Pal Hal",263703444.5,0
"3493",2008,10306,0,"Phnum Dei",59390189.79,0
"3494",2008,130701,54,"Kampong Pranak",21175478.13,0
"3495",2008,10803,4,"Sla Kram",168451792.5,0
"3496",2008,10808,0,"Roluos",28757025.26,0
"3497",2008,190105,2887,"Sdau",304329881.6,0
"3498",2008,190104,1850,"Samkhuoy",203511427.5,-5
"3499",2008,170106,25,"Srae Khvav",104604755.8,0
"3500",2008,160706,446,"Saom Thum",103384442.9,0
"3501",2008,160301,129,"Kak",96057845.57,0
"3502",2008,160302,145,"Ke Chong",104876068.8,0
"3503",2008,160603,27,"Aekakpheap",23687877.23,0
"3504",2008,190504,1131,"Kaoh Snaeng",142688973.4,0
"3505",2008,160406,4894,"Trapeang Kraham",464829539.7,0
"3506",2008,160703,954,"Pak Nhai",206751614.5,0
"3507",2008,130404,674,"Phnum Penh",95855202.86,0
"3508",2008,10305,5,"Srah Chik",86270552.42,0
"3509",2008,130206,865,"Mlu Prey Pir",90226961.35,0
"3510",2008,10304,0,"Spean Sraeng",64660908.46,0
"3511",2008,171204,20,"Moung",86172515.48,0
"3512",2008,10802,0,"Sarongk",46938553.96,0
"3513",2008,160403,830,"Ta Ang",162181173.7,0
"3514",2008,10805,0,"Ta Baen",27131194.14,0
"3515",2008,160705,189,"Sesant",43610619.4,0
"3516",2008,160404,2501,"Toen",300651628.4,0
"3517",2008,171203,5,"Tram Sasar",88664714.58,0
"3518",2008,160601,161,"Cha Ung",56608680.6,0
"3519",2008,220104,248,"Trapeang Prei",113381861.3,0
"3520",2008,190301,7066,"Preaek Meas",748114662.3,0
"3521",2008,220103,2229,"Trapeang Tav",342107917.2,0
"3522",2008,220204,94,"Kouk Mon",270757062,0
"3523",2008,160900,3564,NA,339477983.8,0
"3524",2008,220203,293,"Kouk Khpos",271216081.2,0
"3525",2008,220502,3695,"Ph'av",470174420.4,-26
"3526",2008,220504,393,"Preah Pralay",68132702.67,0
"3527",2008,220403,6147,"Kriel",1087584737,0
"3528",2008,130306,8558,"Kantuot",960649133.8,-3
"3529",2008,130301,3263,"Choam Ksant",352267594.1,0
"3530",2008,220503,880,"Ou Svay",161907778.9,0
"3531",2008,160800,14683,NA,1560908692,-20
"3532",2008,190303,21071,"Santepheap",1961870615,0
"3533",2008,190305,3707,"Thma Kaev",375478199.2,0
"3534",2008,220405,61,"Ou Smach",21096708.89,0
"3535",2008,160905,2192,"Kaoh Pang",232129324.5,1
"3536",2008,160801,4254,"Ta Veaeng Leu",447471328.1,0
"3537",2008,160910,1523,"Veun Sai",230161174.5,0
"3538",2008,160907,2073,"Kok Lak",216991761.1,0
"3539",2008,10701,99,"Banteay Chhmar",460042544.2,0
"3540",2008,130304,3110,"Rumdaoh Srae",318396778.5,0
"3541",2008,130305,6803,"Yeang",680181397.9,0
"3542",2008,160802,2179,"Ta Veaeng Kraom",264392101.5,0
"3543",2008,220401,38,"Bansay Reak",117062325.4,0
"3544",2008,220105,1805,"Thlat",210682696.3,-46
"3545",2008,220501,734,"Bak Anlung",138321026,-2
"3546",2008,220106,3779,"Lumtong",474564185.8,-59
"3547",2008,220101,2368,"Anlong Veaeng",392090365.2,-57
"3548",2008,130302,5666,"Tuek Kraham",665506029.3,0
"3549",2008,220201,227,"Ampil",364749600.9,0
"3550",2008,220505,932,"Tumnob Dach",146506609.2,0
"3551",2008,190304,6981,"Srae Sambour",700648793.7,0
"3552",2008,160906,1369,"Kaoh Peak",155744874.2,-2
"3553",2008,130203,3310,"Sangke Muoy",329237636.2,0
"3554",2008,130205,3592,"Mlu Prey Muoy",332376965.8,0
"3555",2008,220302,1492,"Chong Kal",290300467.8,-4
"3556",2008,220304,1702,"Pongro",455926851.9,0
"3557",2008,220304,1702,"Pongro",132704935.9,0
"3558",2008,130406,12144,"Srayang",1111615939,0
"3559",2008,220304,282,"Pongro",455926851.9,0
"3560",2008,220304,282,"Pongro",132704935.9,0
"3561",2008,220202,606,"Beng",313787992.5,0
"3562",2008,130207,6100,"Kampong Sralau Muoy",622268706.9,0
"3563",2008,190302,7863,"Sekong",773198858.1,0
"3564",2008,160103,2740,"Nhang",301725904.5,-21
"3565",2008,220404,129,"Samraong",95322695.48,0
"3566",2008,220506,3507,"Trapeang Prasat",500988080.1,-91
"3567",2008,220402,58,"Bos Sbov",98294294.63,0
"3568",2008,130303,8437,"Pring Thum",792664788.6,0
"3569",2008,160602,544,"Chan",107398613.9,0
"3570",2008,220301,13,"Cheung Tien",94030358.72,0
"3571",2008,171206,375,"Slaeng Spean",226216713.7,0
"3572",2008,10302,555,"Paoy Char",246329838.5,0
"3573",2008,160904,697,"Ka Choun",82114569.18,0
"3574",2008,160102,1740,"Mai Hie",203333924.9,-13
"3575",2008,130402,3072,"Kuleaen Cheung",341519488.1,0
"3576",2008,160901,461,"Ban Pong",67287970.39,0
"3577",2008,160104,1578,"Ta Lav",201507170.8,-43
"3578",2008,10704,41,"Thma Puok",133150919.8,0
"3579",2008,10301,189,"Nam Tau",185934775.8,0
"3580",2008,160908,1777,"Pa Kalan",190068588,0
"3581",2008,10702,0,"Kouk Romiet",226185220.9,0
"3582",2008,10706,0,"Kumru",72749993.72,0
"3583",2008,130208,2148,"Kampong Sralau Pir",199009574.6,0
"3584",2008,130202,5327,"Chhep Pir",522763730.9,0
"3585",2008,10905,235,"Tuol Pongro",160594170.2,0
"3586",2008,190102,7780,"Kbal Romeas",737401567.9,-15
"3587",2008,190501,2701,"Anlong Phe",251494358.9,0
"3588",2008,170715,17,"Trei Nhoar",54538533.14,0
"3589",2008,170602,0,"Kampong Thkov",15408428.01,0
"3590",2008,170711,50,"Prey Chruk",119758417.8,0
"3591",2008,190506,1148,"Ou Rai",146713040.7,-8
"3592",2008,10608,0,"Tuek Thla",50793697.73,0
"3593",2008,170301,81,"Khnar Sanday",77127058.34,0
"3594",2008,170306,240,"Tbaeng",143061334.2,0
"3595",2008,130510,1780,"Rumdaoh",202289944.1,0
"3596",2008,10607,0,"Preah Ponlea",14142963.79,0
"3597",2008,170703,0,"Kdei Run",34426535.62,0
"3598",2008,160502,5205,"Ka Laeng",520210511,0
"3599",2008,130509,1415,"Reaksa",166917750.3,0
"3600",2008,10405,23,"Preah Netr Preah",117951778.7,0
"3601",2008,10903,57,"Ou Sampor",88127321.25,0
"3602",2008,10904,0,"Ou Sralau",54743517.81,0
"3603",2008,10205,0,"Koy Maeng",20337994.71,0
"3604",2008,170204,4,"Svay Chek",42728523.85,0
"3605",2008,10505,0,"Samraong",96833231.63,0
"3606",2008,170712,9,"Reul",75498756.09,0
"3607",2008,10902,0,"Malai",33369884.08,0
"3608",2008,10906,0,"Ta Kong",133492115.1,0
"3609",2008,170716,0,"Yeang",43828462.2,0
"3610",2008,160505,717,"Pa Tang",104083571.1,0
"3611",2008,170609,5,"Sranal",100787239.4,0
"3612",2008,170603,0,"Kralanh",22412834.15,0
"3613",2008,10605,0,"Ou Ambel",33019851.4,0
"3614",2008,160506,4467,"Seda",449224810.3,0
"3615",2008,10503,0,"Kuttasat",46442249.31,0
"3616",2008,10603,0,"Kaoh Pong Satv",15513241.64,0
"3617",2008,170606,220,"Sambuor",149105904.9,0
"3618",2008,190403,35,"Preah Bat",55124145.17,-5
"3619",2008,170304,5,"Rumchek",19355226.79,0
"3620",2008,10201,0,"Banteay Neang",52564379.9,0
"3621",2008,190402,143,"Sarh Ruessei",47848724.57,-9
"3622",2008,170202,22,"Leang Dai",88552987.22,0
"3623",2008,170404,5016,"Khvav",551865247.1,0
"3624",2008,10213,2,"Ta Lam",36964252.37,0
"3625",2008,190502,1720,"Chamkar Leu",160016491,0
"3626",2008,10404,81,"Prasat",194773535.4,0
"3627",2008,10202,0,"Bat Trang",40691766.28,0
"3628",2008,170701,0,"Sasar Sdam",55303823.31,0
"3629",2008,160401,6106,"Serei Mongkol",545484080.4,0
"3630",2008,10901,0,"Boeng Beng",30804902.28,0
"3631",2008,10209,0,"Ruessei Kraok",40015921.29,0
"3632",2008,190101,1082,"Kampun",178642114.5,-142
"3633",2008,10203,0,"Chamnaom",114829787.4,0
"3634",2008,170305,39,"Run Ta Aek",99777545.82,0
"3635",2008,171107,81,"Khnar Pou",57238212.37,0
"3636",2008,10204,0,"Kouk Ballangk",55866461.13,0
"3637",2008,170708,164,"Mukh Paen",137009303.1,0
"3638",2008,170303,0,"Preak Dak",49370004.01,0
"3639",2008,10206,0,"Ou Prasat",38905911.27,0
"3640",2008,171301,828,"Boeng Mealea",187769379.7,0
"3641",2008,170702,0,"Doun Kaev",54144123.76,0
"3642",2008,160402,3930,"Srae Angkrong",369047988.8,0
"3643",2008,10212,0,"Srah Reang",32778937.4,0
"3644",2008,190203,340,"Kaoh Sralau",86675974.28,0
"3645",2008,190401,154,"Stung Treng",74130126.77,-67
"3646",2008,160501,7252,"Chey Otdam",669837734.4,0
"3647",2008,10208,0,"Rohat Tuek",61648266.59,0
"3648",2008,170707,121,"Lvea",130124542.4,0
"3649",2008,10407,0,"Tean Kam",59574501.68,0
"3650",2008,160303,78,"Laming",54136393.33,0
"3651",2008,130102,1338,"Tasu",143087482.6,0
"3652",2008,170104,0,"Koul",12855744.14,0
"3653",2008,130204,655,"Sangke Pir",61853383.11,0
"3654",2008,160202,0,"Labansiek",11674860.66,0
"3655",2008,170103,395,"Kouk Doung",144338239.5,0
"3656",2008,170607,0,"Saen Sokh",62844425.54,0
"3657",2008,170102,3,"Doun  Peaeng",63669899.02,0
"3658",2008,170302,1382,"Khun Ream",212037507,0
"3659",2008,160203,19,"Yeak Laom",57372804.47,0
"3660",2008,10507,0,"Soengh",89974352.87,0
"3661",2008,130405,2892,"Phnum Tbaeng Pir",285060375.9,0
"3662",2008,160306,52,"Ting Chak",47038347.22,0
"3663",2008,171305,3979,"Ta Siem",396569339.2,0
"3664",2008,160702,139,"Lum Choar",77996031.57,0
"3665",2008,130706,1226,"Preah Khleang",121605143.8,0
"3666",2008,160707,3284,"Ya Tung",441150292.3,0
"3667",2008,160304,247,"Lung Khung",118988376.2,0
"3668",2008,160405,2328,"Trapeang Chres",256217933.4,0
"3669",2008,10501,0,"Changha",66286165.02,0
"3670",2008,10604,0,"Mkak",71853462.9,0
"3671",2008,130603,1022,"Phnum Tbaeng Muoy",144313835.3,0
"3672",2008,170101,0,"Char Chhuk",51152527.25,0
"3673",2008,170604,0,"Krouch Kor",30746993.01,0
"3674",2008,10504,0,"Nimitt",169259664.5,0
"3675",2008,10402,2,"Chob Veari",83911120.5,0
"3676",2008,170107,0,"Ta Saom",48118978.54,0
"3677",2008,160201,179,"Kachanh",132637021.1,0
"3678",2008,10508,0,"Paoy Paet",96440954.26,0
"3679",2008,10601,0,"Bos Sbov",112559631.3,0
"3680",2008,190103,3410,"Phluk",356058079,-20
"3681",2008,170608,0,"Snuol",73794032.87,0
"3682",2008,190510,1469,"Srae Ruessei",144618688.6,-18
"3683",2008,160701,2920,"Bar Kham",320842425.9,0
"3684",2008,130104,2850,"Chrach",293205017.4,0
"3685",2008,130602,548,"Ro'ang",114445883.4,0
"3686",2008,130103,848,"Khyang",103244176.3,0
"3687",2008,160704,4539,"Pate",477134968.1,0
"3688",2008,170610,0,"Ta an",24411300.37,0
"3689",2008,170601,0,"Chonloas Dai",71996067.72,0
"3690",2008,170203,288,"Peak Snaeng",131787007.8,-2
"3691",2008,10406,42,"Rohal",151493588,0
"3692",2008,160305,68,"Seung",46466687.4,0
"3693",2008,10506,0,"Souphi",78597575.1,0
"3694",2008,10502,0,"Koub",77492768.95,0
"3695",2008,160504,91,"La Bang Pir",33611806.1,0
"3696",2008,170201,277,"Chob Ta Trav",94191297.4,0
"3697",2008,130604,4077,"Sdau",384686823.2,0
"3698",2008,190511,635,"Thala",88466671.98,0
"3699",2008,171304,1887,"Svay Leu",279062026.5,0
"3700",2008,170605,0,"Roung Kou",16202525.37,0
"3701",2008,10403,76,"Phnum Lieb",247522101,0
"3702",2008,130105,3805,"Yhmea",352388577.5,0
"3703",2008,130601,1212,"Chamraeun",140410595.2,0
"3704",2008,10606,0,"Phniet",41069002.01,0
"3705",2008,130101,252,"S'ang",35742600.85,0
"3706",2008,171303,1281,"Khnang Phnum",201769691.3,0
"3707",2008,160503,259,"La Bang Muoy",50798495.98,0
"3708",2008,130106,1587,"Putrea",171666180.1,0
"3709",2008,10408,0,"Tuek Chour",76124221.35,0
"3710",2008,170105,1,"Nokor Pheas",54297087.66,0
"3711",2008,10401,0,"Chhnuor Mean Chey",49395557.09,0
"3712",2008,10602,0,"Kampong Svay",43110876.7,0
"3713",2008,20401,0,"Bavel",60050921.97,0
"3714",2008,170904,230,"Kampong Phluk",104856315.3,0
"3715",2008,171102,0,"Dam Daek",26315101.38,0
"3716",2008,20505,49,"Peam Aek",94678531.17,0
"3717",2008,20208,0,"Kouk Khmum",53278160.42,0
"3718",2008,60404,3106,"Sa Kream",344977655,0
"3719",2008,60604,8708,"Mean Ritth",834873657.9,-3
"3720",2008,171106,33,"Khchas",54095566.41,0
"3721",2008,171109,0,"Samraong",24183674.91,0
"3722",2008,20402,0,"Khnach Romeas",76284907.67,0
"3723",2008,20209,0,"Bansay Traeng",59479979.9,0
"3724",2008,170907,0,"Mean Chey",16862964.79,0
"3725",2008,190204,423,"Ou Mreah",100263307.7,-41
"3726",2008,110201,4795,"Nang Khi Loek",431119565.8,0
"3727",2008,171009,86,"Siem Reab",55129129.72,0
"3728",2008,170909,0,"Trapeang Thum",28294057.43,0
"3729",2008,20203,0,"Ou Ta Ki",102256063.9,0
"3730",2008,21205,0,NA,83350433.85,0
"3731",2008,21206,9,NA,171985575.1,0
"3732",2008,170408,274,"Pongro Kraom",124128844.5,0
"3733",2008,170405,69,"Kouk Thlok Kraom",132530399.1,0
"3734",2008,20406,102,"Kdol Ta Haen",382357830.4,0
"3735",2008,60607,2266,"Sandan",256359916.2,0
"3736",2008,100401,11524,"Boeng Char",1153174213,0
"3737",2008,20504,70,"Preaek Luong",64051369.25,0
"3738",2008,171103,93,"Dan Run",120553178.4,0
"3739",2008,171105,0,"Kien Sangkae",35336706.94,0
"3740",2008,20803,143,"Ta Pon",191208578.1,-2
"3741",2008,20501,67,"Preaek Norint",91294390.8,0
"3742",2008,60808,2088,"Popok",314084156.9,-9
"3743",2008,170411,107,"Sangvaeuy",87474300.44,0
"3744",2008,99,186,NA,2505150870,0
"3745",2008,20204,0,"Chrey",60422570.88,0
"3746",2008,21202,0,NA,35492045.63,0
"3747",2008,20305,0,"Sla Kaet",7635808.56,0
"3748",2008,170407,423,"Lveaeng Ruessei",189586369.2,0
"3749",2008,20804,44,"Roka",152341366.6,0
"3750",2008,21203,0,NA,112407138.4,0
"3751",2008,110205,6188,"Srae Huy",560600689.5,0
"3752",2008,20502,0,"Samraong Knong",20807266.36,0
"3753",2008,21204,0,NA,50798212,0
"3754",2008,170403,0,"Kampong Kdei",31171889.92,0
"3755",2008,171104,347,"Kampong Khleang",210201796.2,0
"3756",2008,20306,0,"Kdol Doun Teav",9235982.4,0
"3757",2008,60402,886,"Kraya",173317779.6,0
"3758",2008,60606,800,"Ngan",136492540,-6
"3759",2008,20205,0,"Anlong Run",84487061.68,0
"3760",2008,20503,0,"Preaek Khpob",26588788.59,0
"3761",2008,60813,205,"Trea",118914748.3,0
"3762",2008,60403,121,"Phan Nheum",110757985,0
"3763",2008,170402,54,"Chi Kraeng",66228495.56,0
"3764",2008,60407,205,"Tuol Kreul",178528851.2,0
"3765",2008,20303,0,"Rotanak",6802571.1,0
"3766",2008,60405,1392,"Sala Visai",396515891.7,0
"3767",2008,170412,120,"Spean Tnaot",193203774.7,0
"3768",2008,20701,24,"Sdau",209969081.6,0
"3769",2008,60809,288,"Pralay",220067591.3,0
"3770",2008,20802,2,"Norea",7248611.01,0
"3771",2008,240202,15,"Stueng Trang",150644184.2,0
"3772",2008,20309,0,"Ou Char",11919475.97,0
"3773",2008,20108,200,"Ta Kream",228461754.2,0
"3774",2008,20805,246,"Kampong Preah",268257822,0
"3775",2008,20304,0,"Chamkar Samraong",8877494.32,0
"3776",2008,60605,1027,"Mean Chey",146194727,-5
"3777",2008,171003,60,"Kouk Chak",38083509.92,0
"3778",2008,171005,208,"Nokor Thum",54867383.87,0
"3779",2008,130508,3331,"Rieb Roy",342133111.2,0
"3780",2008,190202,199,"Kaoh Sampeay",64254324.54,-89
"3781",2008,171108,52,"Popel",75084959.28,0
"3782",2008,130605,5860,"Ronak Ser",539810134.8,0
"3783",2008,190206,11295,"Siem Bouk",1038413839,0
"3784",2008,170710,46,"Puok",59172053.38,0
"3785",2008,130511,3776,"Romtom",354251652,0
"3786",2008,171101,55,"Chan Sar",93163499.73,0
"3787",2008,190503,1844,"Kang Cham",206525874.1,0
"3788",2008,130506,144,"Ruos Roan",35713910.05,0
"3789",2008,130505,706,"Rik Reay",97427064.38,0
"3790",2008,21000,183,NA,452529541.1,0
"3791",2008,10211,0,"Soea",188346363,0
"3792",2008,10210,7,"Sambuor",76687135.1,0
"3793",2008,110203,24645,"Roya",2219353040,0
"3794",2008,20207,8,"Boeng Pring",81042489.95,0
"3795",2008,130507,541,"Rotanak",93914177.8,0
"3796",2008,171110,0,"Ta Yaek",83443132.32,0
"3797",2008,170709,21,"Pou Treay",74865230.46,0
"3798",2008,170406,223,"Kouk Thlok Leu",212584679.1,0
"3799",2008,190207,318,"Srae Krasang",107522558.6,-119
"3800",2008,20404,6,"Prey Khpos",186182136.3,0
"3801",2008,170714,15,"Tuek Vil",45204091.98,0
"3802",2008,10207,0,"Phnum Touch",47618132.31,0
"3803",2008,170901,0,"Ampil",55550685.14,0
"3804",2008,170713,10,"Samraong Yea",46609006.52,0
"3805",2008,170705,0,"Khnat",23564192.52,0
"3806",2008,170903,0,"Ballangk",42556306.05,0
"3807",2008,60602,4774,"Dang Kambet",450711852.1,0
"3808",2008,130501,278,"Robieb",71730784.61,0
"3809",2008,170902,0,"Bakong",25310580.09,0
"3810",2008,171002,22,"Svay Dangkum",40306978.75,0
"3811",2008,170905,0,"Kantreang",27708106.45,0
"3812",2008,20403,0,"Lvea",69729768.08,0
"3813",2008,20206,55,"Chrouy Sdau",107402124.7,0
"3814",2008,20506,369,"Prey Chas",324277046.4,-7
"3815",2008,171001,0,"Sla Kram",13000350.56,0
"3816",2008,170706,18,"Krabei Riel",29962952.52,0
"3817",2008,130502,2,"Reaksmei",7656452.71,0
"3818",2008,170704,68,"Kaev Poar",102897690.3,0
"3819",2008,21100,74,NA,647802654.7,0
"3820",2008,171010,30,"Srangae",37376480.88,0
"3821",2008,100406,8475,"Roluos Mean Chey",825807483.6,-197
"3822",2008,170409,2668,"Pongro Leu",383480260.6,-16
"3823",2008,190205,72,"Ou Ruessei Kandal",31566497.33,-40
"3824",2008,130503,134,"Rohas",28862269.35,0
"3825",2008,130504,1703,"Rung Roeang",189997242.2,0
"3826",2008,190201,10,"Kaoh Preah",30584049.57,0
"3827",2008,170410,18,"Ruessei Lok",113673230.8,0
"3828",2008,170908,21,"Roluos",20717612.77,0
"3829",2008,130512,6198,"Romoniy",592399389.9,-2
"3830",2008,171006,74,"Chreav",65776012.86,0
"3831",2008,20507,184,"Kaoh Chiveang",446086822.6,-32
"3832",2008,20201,37,"Ta Pung",107847252.6,0
"3833",2008,170906,85,"Kandaek",75446232,0
"3834",2008,171008,39,"Sambuor",26958535.76,0
"3835",2008,171004,0,"Sala Kamraeuk",8401248.04,0
"3836",2008,20210,0,"Rung Chrey",80688222.78,0
"3837",2008,110202,6915,"Ou Buon Leu",653776691.5,0
"3838",2008,20405,11,"Ampil Pram Daeum",187771713.6,0
"3839",2008,100405,9726,"Ou Krieng",1013324612,-25
"3840",2008,20202,35,"Ta Meun",119123837.8,0
"3841",2008,20602,0,"Kear",96229547.12,0
"3842",2008,21305,34,"Doun Ba",119869465.4,0
"3843",2008,150206,0,"Srae Sdok",48888.32,0
"3844",2008,150206,0,"Srae Sdok",215201.77,0
"3845",2008,150206,0,"Srae Sdok",2765.98,0
"3846",2008,150206,0,"Srae Sdok",16154.41,0
"3847",2008,150206,0,"Srae Sdok",228626471.5,0
"3848",2008,150206,0,"Srae Sdok",24544.07,0
"3849",2008,150206,0,"Srae Sdok",585094.77,0
"3850",2008,150206,0,"Srae Sdok",274168.84,0
"3851",2008,150206,0,"Srae Sdok",21308.04,0
"3852",2008,150206,0,"Srae Sdok",158742.67,0
"3853",2008,150206,0,"Srae Sdok",347848.47,0
"3854",2008,20601,0,"Moung Ruessei",50913616.48,0
"3855",2008,150107,59,"Snam Preah",228934433.1,0
"3856",2008,20604,29,"Ruessei Krang",163115229.9,0
"3857",2008,21303,0,"Hab",48631524.88,0
"3858",2008,20703,162,"Phlov Meas",282403075.8,0
"3859",2008,60207,357,"San Kor",222207577.9,-15
"3860",2008,60201,4,"Chey",56212171.43,0
"3861",2008,150101,16,"Boeng Bat Kandaol",194916886.7,0
"3862",2008,60505,178,"Tang Krasau",143531316.4,0
"3863",2008,60208,49,"Tbaeng",142017094.5,0
"3864",2008,20702,86,"Andaeuk Haeb",134299645.8,0
"3865",2008,240102,319,"Ou Tavau",201643386.8,-5
"3866",2008,60209,76,"Trapeang Ruessei",143944648.8,0
"3867",2008,150206,0,"Srae Sdok",48888.32,0
"3868",2008,150206,0,"Srae Sdok",215201.77,0
"3869",2008,150206,0,"Srae Sdok",2765.98,0
"3870",2008,150206,0,"Srae Sdok",16154.41,0
"3871",2008,150206,0,"Srae Sdok",228626471.5,0
"3872",2008,150206,0,"Srae Sdok",24544.07,0
"3873",2008,150206,0,"Srae Sdok",585094.77,0
"3874",2008,150206,0,"Srae Sdok",274168.84,0
"3875",2008,150206,0,"Srae Sdok",21308.04,0
"3876",2008,150206,0,"Srae Sdok",158742.67,0
"3877",2008,150206,0,"Srae Sdok",347848.47,0
"3878",2008,60705,6813,"Kraya",886450646.7,-975
"3879",2008,100407,209,"Sambour",96748621.7,0
"3880",2008,100408,463,"Sandan",97900919.26,0
"3881",2008,150206,0,"Srae Sdok",48888.32,0
"3882",2008,150206,0,"Srae Sdok",215201.77,0
"3883",2008,150206,0,"Srae Sdok",2765.98,0
"3884",2008,150206,0,"Srae Sdok",16154.41,0
"3885",2008,150206,0,"Srae Sdok",228626471.5,0
"3886",2008,150206,0,"Srae Sdok",24544.07,0
"3887",2008,150206,0,"Srae Sdok",585094.77,0
"3888",2008,150206,0,"Srae Sdok",274168.84,0
"3889",2008,150206,0,"Srae Sdok",21308.04,0
"3890",2008,150206,0,"Srae Sdok",158742.67,0
"3891",2008,150206,0,"Srae Sdok",347848.47,0
"3892",2008,60701,7908,"Boeng Lvea",8022882.93,0
"3893",2008,60701,7908,"Boeng Lvea",858374066.9,-291
"3894",2008,150206,0,"Srae Sdok",48888.32,0
"3895",2008,150206,0,"Srae Sdok",215201.77,0
"3896",2008,150206,0,"Srae Sdok",2765.98,0
"3897",2008,150206,0,"Srae Sdok",16154.41,0
"3898",2008,150206,0,"Srae Sdok",228626471.5,0
"3899",2008,150206,0,"Srae Sdok",24544.07,0
"3900",2008,150206,0,"Srae Sdok",585094.77,0
"3901",2008,150206,0,"Srae Sdok",274168.84,0
"3902",2008,150206,0,"Srae Sdok",21308.04,0
"3903",2008,150206,0,"Srae Sdok",158742.67,0
"3904",2008,150206,0,"Srae Sdok",347848.47,0
"3905",2008,60204,0,"Kampong Svay",90862839.73,0
"3906",2008,21302,0,"Koas Krala",27587516.13,0
"3907",2008,150206,184,"Srae Sdok",48888.32,0
"3908",2008,150206,184,"Srae Sdok",215201.77,0
"3909",2008,150206,184,"Srae Sdok",2765.98,0
"3910",2008,150206,184,"Srae Sdok",16154.41,0
"3911",2008,150206,184,"Srae Sdok",228626471.5,0
"3912",2008,150206,184,"Srae Sdok",24544.07,0
"3913",2008,150206,184,"Srae Sdok",585094.77,0
"3914",2008,150206,184,"Srae Sdok",274168.84,0
"3915",2008,150206,184,"Srae Sdok",21308.04,0
"3916",2008,150206,184,"Srae Sdok",158742.67,0
"3917",2008,150206,184,"Srae Sdok",347848.47,0
"3918",2008,150206,0,"Srae Sdok",48888.32,0
"3919",2008,150206,0,"Srae Sdok",215201.77,0
"3920",2008,150206,0,"Srae Sdok",2765.98,0
"3921",2008,150206,0,"Srae Sdok",16154.41,0
